"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
393252	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
393355	0	0	0	0	0	0	0	0	0	0			0	0	67	34	0	0						0				0	0	0	0	0			0	0	0	0	31	0			0	0	0	0	0	0	0	0				0	0	2	0	
393757	0	10	0	0	0	6	0	0	19	0			0	0	29	0	0	0						0				0	0	0	0	0			0	0	1	0	0	0			22	2	0	0	0	0	0	0				0	0	7	0	
393850	0	11	0	0	0	0	0	0	16	1			0	0	146	1	0	0						0				0	0	0	0	1			0	0	0	0	0	0			49	0	0	0	96	0	0	0				0	0	0	3	
393953	0	0	0	0	0	0	0	0	8	3		0	0	0	31	14	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		0	0	17	5	
394156	0	0	0	0	0	0	0	0	78	0			0	75	3	3	0	0						0				75	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
394259	0	0	0	0	0	0	0	0	10	0			0	5	54	48	0	0						0				5	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				6	4	0	0	
394352	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
395238	487	11	3819	886					11593		2952	0	0	0	155123		0	3437	16496	0	0	0	0	112	0	0	0	50	0	0	6619	565	0	0	4162	495	734	546	28059	2508		0	6076	1923	53070	1715	6409	531	22366	837	0	0	0	143	124	1360	224	
395256	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
395274	0	0	0	0	0	0	0	0	0	0			0	0	42	0	0	0											0	0	0	0			0	0	0	0	42	0			0	0	0	0	0	0	0	0				0	0	0	0	
395779	0	0	0	0	0	0	0	0	1	1			0	0	1	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
395836	0	0	0	0	0	0	0	0	262	166		0	0	4	2552	70	0	4		0	0		0	0	0		0	0	0	0	148	0			0	0	91	0	414	0			342	0	0	0	1464	0	110	0	0	0		0	0	0	1	
396057	0	0	0	0	0	0	0	0	7	3			0	0	98	0	0	76						76				0	0	0	0	0			0	0	0	0	20	0			0	0	2	1	0	0	0	0				0	1	0	2	
396244	0	0	0	0	0	0	0	0	72	0			0	0	124	0	0	0											0	0	20	2			0	0	1	0	84	0			0	0	0	0	0	0	0	0				12	0	8	69	
396253	0	0	0	0	0	0	0	0	42	39			0	0	59	0	0	0											0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	0	51	0				3	0	1	3	
396356	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
396954	0	0	0	0	0	0	0	0	18	6			0	10	24	1	0	5											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	2	3	0	
397447	0	0	0	0	0	2	0	0	2	0		0	0	0	2647	0	0	0		0	0		0	0	0		0	0	0	0	0	0			3	0	0	0	188	46			1886	0	516	0	0	0	0	0	0	0		0	0	8	0	
397456	0	0	0	0	0	0	0	0	3	0			0	0	3	0	0	2						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	1	0	
397531	0	0	0	0	0	0	0	0	73	0		0	0	0	650	36	0	0		0	0		0	0	0		0	0	0	0	0	0			614	73	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
397540	0	160	0	0	0	0	0	0	199	19		0	0	0	254	39	0	24		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	8	43			0	10	117	0	0	0	0	0	0	0		1	1	22	8	
397559	0	0	0	0	0	0	0	0	4	0			0	0	171	0	0	103						103				0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	68	3	
397755	0	9	0	0	0	0	0	0	19	1			0	0	107	36	0	0											0	0	0	0			0	0	0	0	47	0			0	0	19	0	0	0	0	0				0	0	5	9	
397858	0	0	0	0	0	0	0	0	5	0			0	0	11	0	0	0						0				0	0	0	0	0			0	0	0	3	0	0	0		0	0	0	0	0	0	0	0				0	0	11	2	
398051	0	0	0	0	0	0	0	0	2	0			0	1	1	0	0	1						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
398248	0	0	0	0	0	0	0	0	1	0		0	0	0	5	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0		0	0	4	1	
398350	0	0	0	0	0	0	0	0	764	605		0	0	0	7382	1138	0	23		0	0		0	0	0		0	0	0	0	0	0			0	0	16	5	0	0			0	0	585	117	3163	0	2221	3	0	0		4	1	248	17	
398631	0	0	0	0	0	0	0	0	0	0			0	0	255	244	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
398668	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
398837	0	0	0	0	0	0	0	0	11	0			0	0	12	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	12	11	
399357	0	0	0	0	0	0	0	0	47	0			0	45	27	0	0	0						0				45	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	27	2	
399517	0	0	0	0	0	0	0	0	42	3		0	0	0	218	43	0	0		0	0		0	0	0		0	0	0	0	0	0			18	2	0	0	14	25			0	0	0	0	0	0	47	0	0	0		5	0	66	37	
399731	0	0	0	0	0	0	0	0	4	0			0	4	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
400057	0	0	0	0	0	0	0	0	4	0			0	1	109	65	0	0						0				1	0	0	0	0			0	0	0	0	3	35	0		0	0	0	0	2	0	0	0				0	3	4	0	
400141	0	0	0	0	0	0	0	0	19	0			0	19	9	0	0	0											0	0	0	0			0	0	0	0	9	0			0	0	0	0	0	0	0	0				0	0	0	0	
400365	0	0	0	0	0	0	0	0	6	5			0	0	93	52	0	1											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	40	1	
400552	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
400758	0	0	0	0	0	0	0	0	22	0			0	0	58	57	0	0											0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	19	0	0				0	2	1	0	
400767	0	0	0	0	0	0	0	0	28	22			0	0	23	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	21	0	0	0	0	0				1	5	1	1	
400945	21	0	0	0	0	0	0	0	24	3			0	10	126	14	0	13											0	0	0	0			0	0	0	1	71	0			0	0	0	0	0	0	0	0				6	8	1	2	
401148	0	0	399	3	0	0	0	0	336	163		0	0	16	3105	317	0	21		0	0		0	0	0		0	0	0	0	0	1			0	0	11	64	552	36			48	12	531	49	230	0	864	0	0	0		31	6	76	11	
401447	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
401559	0	0	0	0	0	0	0	0	0	0			0	0	31	0	0	1						0				0	0	0	0	0			0	0	0	0	0	0			0	0	30	0	0	0	0	0				0	0	0	0	
401755	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
401906	0	0	0	0	0	0	0	0	21	0		0	0	0	83	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	0	38			0	0	0	0	0	0	0	5	0	0		41	13	4	2	
401951	0	0	0	0	0	0	0	0	0	0			0	0	32	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	6	0				20	0	6	0	
402462	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
402846	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
403067	0	0	0	0	0	0	0	0	8	5			0	0	32	0	0	0											0	0	0	0			0	0	0	0	0	6			0	0	0	0	17	0	9	3				0	0	0	0	
403106	0	0	0	0	0	0	0	0	15	1		0	0	0	25	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	12			0	0	0	0	0	1	1	6	0	0		0	0	12	7	
403151	0	0	0	0	0	0	0	0	20	2		0	0	6	15	1	0	10		0	0		0	10	0		0	6	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0	0	0		0	2	4	3	
403254	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
403357	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
403656	0	0	0	0	0	0	0	0	74	0			0	0	167	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	162	74	
403937	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
403946	0	0	0	1	0	0	0	0	11	2		0	0	0	4520	898	0	482		0	0		0	0	0		0	0	1217	2	583	0			10	1	2	0	524	696			0	0	1065	2	0	0	257	0	0	0		0	3	5	0	
404653	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
404943	0	0	0	0	0	0	0	0	17	0			0	0	26	0	0	0						0				0	0	0	0	0			0	0	0	0	4	0			0	0	0	0	0	4	0	0				22	13	0	0	
405959	0	0	0	0	0	0	0	0	87	48		0	0	0	1481	1450	0	0		0	0		0	0	0		0	0	0	0	0	20			0	0	7	0	24	0			0	0	0	0	0	0	0	0	0	0		4	6	3	6	
406022	0	0	0	0	0	0	0	0	1	0			0	0	4	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	1	
406059	0	0	0	2	0	0	0	0	3	0			0	0	98	37	0	0											0	0	0	0			0	0	0	0	0	0			0	0	53	0	0	0	0	0				8	0	0	1	
406666	0	0	0	0	0	0	0	0	56	50			0	4	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	2	
406974	0	0	0	0	0	0	0	0	6	1			0	0	38	38	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	0	
407168	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
407506	0	0	0	0	0	0	0	0	169	153		0	0	13	107	25	0	41		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	0	38			0	0	0	0	0	2	0	0	0	0		0	0	3	0	
407645	0	0	0	0	0	0	0	0	2	1		0	0	0	40	0	0	0		0	0		0	0	0		0	0	0	0	0	0			6	1	0	0	28	0			0	0	0	0	2	0	0	0	0	0		0	0	4	0	
407850	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	1	
408147	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
408307	0	0	0	0	0	0	0	0	6	0		0	0	0	197	37	0	0		0	0		0	0	0		0	0	0	0	100	0			0	0	0	0	0	0			0	0	0	0	43	0	0	0	0	0		4	0	13	6	
408642	0	0	0	0	0	0	0	0	22	0		0	0	0	4961	0	0	4961		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	9	0	0	0	0	0	13	0	0		0	0	0	0	
409265	0	0	0	0	0	0	0	0	5	0			0	1	2	0	0	0						0				1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	4	
409649	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
410159	0	0	0	0	0	0	0	0	0	0			0	0	115	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	115	0				0	0	0	0	
410560	0	0	0	0	0	0	0	0	2	1			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
410748	0	0	0	0	0	0	0	0	3	0			0	0	8	0	0	1											0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	7	0	
410917	0	0	0	0	0	0	0	0	31	12		0	0	0	13	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0		12	17	1	1	
410944	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
411053	0	0	0	0	0	0	0	0	6	4			0	1	13	6	0	0						0				0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	1	0	0	0				0	0	4	1	
411062	0	0	0	0	0	0	0	0	7	1			0	0	6	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	4	0	2	
411231	0	0	0	0	0	0	0	0	18	4			0	0	309	100	0	0						0				0	0	0	0	0			0	0	0	0	0	2			0	0	0	0	0	0	202	1				4	4	1	9	
411240	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
411512	0	0	0	0	0	0	0	0	1	0			0	0	131	73	0	0											0	0	0	0			0	0	1	0	0	0			0	0	0	0	58	0	0	0				0	0	0	0	
411549	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
411576	0	0	0	0	0	0	0	0	0	0			0	0	37	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				37	0	0	0	
411624	0	0	0	0	0	0	0	0	1	0			0	0	55	0	0	0											0	0	0	0			0	0	0	0	55	0			0	0	0	0	0	0	0	0				0	0	0	1	
411651	0	0	0	0	2	0	0	0	2	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	2	2	0	
412135	0	0	256	5	0	59	0	0	3447	2218		0	0	915	23290	2297	0	4737		0	0		0	0	0		0	0	0	0	363	3			0	0	19	3	328	0			2527	63	6362	140	261	0	6143	20	0	0		0	0	16	2	
412153	0	0	0	0	0	0	0	0	1	0			0	1	3	0	0	2						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
412452	0	0	0	0	0	0	0	0	1	0			0	0	6	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	6	0	
412555	0	0	0	0	0	0	0	0	10	8			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
412667	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
412751	0	0	23	23	0	0	0	0	711	85		0	0	0	5571	228	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	14	1	18	330			0	6	4072	76	715	500	0	0	0	0		0	1	185	5	
412845	0	0	0	0	0	0	0	0	8	4			0	4	2	0	0	2						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
413141	19	0	4	0	0	0	0	0	77	0		0	0	0	2123	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	74	0	1595	0			0	0	138	0	309	3	58	0	0	0		0	0	0	0	
413208	0	0	0	0					91102		3043	0	0	534	833273		0	192	17263	0	0	0	0	0	0	0	0	40	0	0	14870	4	0	0	752972	77079	1137	6	25946	4800	102676	0	0	0	420	18	0	0	3621	6098	0	1	0	234	0	12955	3142	
413347	0	0	0	0	0	0	0	0	6	0			0	6	6	0	0	6											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
413543	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
413646	0	0	0	0	0	0	0	0	17	8			0	0	41	0	0	35						35				0	0	0	0	0			0	6	0	0	2	0			0	0	0	0	0	0	0	0				2	0	2	3	
413730	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
413758	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
413851	0	0	0	0	0	0	0	0	0	0			0	0	7	0	0	0						0				0	0	0	0	0			0	0	0	0	7	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
414102	0	0	0	0	0	0	0	0	14	0			0	3	386	295	0	80											0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	1	11	9	
414652	0	0	0	0	0	0	0	0	17	0			0	1	9	0	0	0						0				1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	10	4	6	
414764	0	0	0	0	0	0	0	0	222	10			0	207	309	81	0	199											0	0	0	0			0	0	0	0	8	0			0	0	0	0	0	0	0	0				21	5	0	0	
414858	0	0	0	0	0	0	0	0	20	11			0	0	32	22	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	10	7	
415855	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
416245	6	0	9	75	0	0	0	0	2513	1146		0	0	0	8702	1174	0	2800		0	284		0	0	0		0	0	0	0	302	12			0	0	161	31	1805	77			213	840	1323	34	842	3	0	35	0	0		2	4	149	172	
416272	0	0	0	0	0	0	0	0	2	0			0	0	109	0	0	0											0	0	0	0			0	0	0	0	86	0			0	0	0	0	0	0	0	0				7	0	16	2	
416339	0	0	0	0	0	0	0	0	11	3			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	8	
416348	0	0	0	0	0	0	0	0	17	2			0	10	74	0	0	0						0				0	0	0	0	0			0	0	0	0	55	0			0	0	0	0	0	0	0	0				0	0	19	5	
416357	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
416656	32	1	0	0	0	0	0	0	98	0			0	0	102	0	0	12						0				0	0	0	0	0			0	0	71	0	0	0			2	4	0	0	0	0	0	0				5	0	51	22	
416674	0	0	0	0	0	0	0	0	17	1		0	0	0	264	0	0	0		0	0		0	0	0		0	0	0	0	20	0			0	0	0	0	98	0			45	0	86	0	0	0	0	0	0	0		0	0	15	16	
417149	0	0	0	0	0	0	0	0	248	6		0	0	16	1735	0	0	0		0	0		0	0	0		0	0	0	0	16	30			0	0	10	1	379	77			0	0	656	127	252	0	319	50	0	0		1	0	35	8	
417251	0	0	0	0	0	0	0	0	17	17			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
417626	0	0	0	0	0	0	0	0	69	61		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	8	0	0	0	0	0	0	0	0		0	0	0	0	
417710	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0											0	0	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
417859	0	0	0	0	0	0	0	0	9	2			0	3	25	0	0	15											0	0	0	0			0	0	0	0	0	0			6	0	0	0	0	0	0	0				3	1	1	3	
418100	0	0	0	0	0	0	0	0	8	8			0	0	34	34	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
418249	0	0	0	0	0	0	0	0	3	0		0	0	0	1	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		1	3	0	0	
418436	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
418856	0	0	0	0	0	0	0	0	0	0			0	0	30	0	0	0						0				0	0	0	0	0			0	0	0	0	30	0			0	0	0	0	0	0	0	0				0	0	0	0	
419255	0	0	0	0	0	0	0	0	8	0			0	0	11	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	8	0	0	
419406	0	0	0	0	0	1	0	0	518	31		0	0	0	1310	92	0	0		0	0		0	0	0		0	0	0	0	273	4			0	0	1	2	224	36			0	0	0	0	26	54	28	2	0	0		301	119	330	304	
419460	0	0	0	0	0	0	0	0	40	0			0	5	32	0	0	6											0	0	0	0			0	0	0	0	0	0			0	0	26	35	0	0	0	0				0	0	0	0	
419675	0	0	0	0	542	153	0	0	209	3		0	0	0	10669	2147	0	0		0	0		0	0	0		0	0	0	0	18	0			0	0	1	8	1847	325			720	0	122	0	2262	34	2615	0	0	0		0	2	71	8	
419947	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
420457	0	0	0	0	0	0	0	0	36	11		0	0	0	1103	533	0	0		0	0		0	0	0		0	0	0	0	0	4			4	1	0	0	14	0			0	0	0	0	3	0	541	0	0	0		0	0	8	20	
420644	0	0	0	0	0	0	0	0	10	0			0	7	93	0	0	0						0				0	0	0	0	0			11	0	0	0	42	0			0	0	0	0	0	0	25	3				0	0	15	0	
420653	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	1						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
420934	0	0	0	0	0	0	0	0	0	0			0	0	115	20	0	6											0	0	0	0			0	0	0	0	16	0			73	0	0	0	0	0	0	0				0	0	0	0	
421445	0	0	0	0	0	0	0	0	1	0			0	0	81	0	0	0						0				0	0	0	0	0			0	0	0	0	45	0			0	0	0	0	0	0	35	0				0	0	1	1	
421539	0	0	0	0	0	0	0	0	7	0			0	0	38	23	0	0											0	0	0	0			0	0	0	0	0	0			0	0	9	0	0	0	0	0				1	3	5	4	
422059	0	0	0	0	0	0	0	0	0	0			0	0	183	0	0	28						28				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	155	0	0	0				0	0	0	0	
422116	0	0	0	0	0	0	0	0	10	0			6	0	33	0	7	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				26	4	0	0	
422433	0	0	0	0	0	0	0	0	133	63		0	0	25	685	1	0	18		0	0		0	0	0		0	2	0	0	61	0			18	0	5	1	69	27			0	0	417	0	22	0	0	7	0	0		39	12	13	20	
422657	0	0	0	0	0	0	0	0	6	0			0	0	10	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	4	6	
423159	0	0	0	0	0	0	0	0	51	2			0	0	115	0	0	0											0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	0	0	0				31	7	78	42	
