"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
423449	0	0	0	0	0	0	0	0	308	288		0	0	6	37	0	0	12		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	22	0			0	0	0	0	0	1	0	0	0	0		2	7	1	6	
423458	0	0	0	0	0	0	0	0	392	7		0	0	2	53	13	0	21		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	13			0	0	2	157	0	0	0	0	0	0		0	0	4	226	
423636	0	0	0	0	0	0	0	0	19	0			0	0	47	0	0	0											0	0	0	0			0	0	0	0	16	0			0	0	0	0	0	0	0	0				23	8	8	11	
423739	0	0	0	0	0	0	0	0	17	0		0	0	0	108	1	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	1	31	17			0	0	0	0	9	0	0	0	0	0		0	0	50	16	
423841	0	0	0	0	0	0	0	0	1	0			0	0	156	146	0	0						0				0	0	0	0	0			0	0	0	0	7	0	0		0	0	0	0	0	0	0	0				0	0	3	1	
424156	0	0	0	0	0	0	0	0	22	16			0	1	46	0	0	0						0				1	0	0	0	0			0	1	0	0	0	0			0	0	0	3	0	0	45	0				0	0	1	1	
424240	0	0	0	0	0	0	0	0	13	0			0	0	18	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	13	0	0	
424343	0	0	0	0	0	0	0	0	1	0			0	0	95	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	95	0				0	0	0	1	
424352	0	0	0	0	0	0	0	0	3	0			0	0	16	3	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	3	
424437	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
424633	150	13	0	0	0	0	0	0	25	0			0	2	334	19	0	0											0	2	0	0			0	0	1	0	15	0			108	0	16	0	0	0	0	0				0	4	26	5	
425050	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
425108	0	0	0	0	0	0	0	0	1	1			0	0	120	36	0	3											0	0	0	0			0	0	0	0	79	0			0	0	0	0	0	0	0	0				0	0	2	0	
425818	0	0	0	0	0	0	0	0	27	0			0	0	139	0	0	0											0	0	0	0			0	2	0	0	21	0			0	0	0	0	0	0	98	0				4	10	16	15	
425845	0	0	0	0	0	0	0	0	2	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	1	0	0	0	0	0	0				0	1	2	0	
425911	0	0	0	0	0	0	0	0	150	146		0	0	0	149	29	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	97	0	0	0		0	0	23	4	
425957	0	0	0	0	0	0	0	0	14	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	13	2	1	
425975	0	0	0	0	0	0	0	0	25	0		0	0	0	143	100	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	9	0			0	0	0	0	0	0	0	19	0	0		7	6	27	0	
426057	0	0	0	0	0	0	0	0	1	0			0	0	8	8	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
426141	0	0	0	0	0	0	0	0	4	0			0	0	6	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	4	0	0	
426534	0	0	0	0	0	0	0	0	394	74		0	0	0	648	1	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	42	1	65	41			0	2	21	5	0	127	303	0	0	0		6	7	211	136	
426758	0	0	0	0	0	0	0	0	4	0			0	1	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
426945	0	0	0	0	0	0	0	0	13	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	13	
427241	0	0	0	0	0	0	0	0	21	5			0	4	110	5	0	6											0	0	0	0			0	1	0	0	73	0			0	0	0	0	0	0	0	0				10	4	16	7	
427353	0	0	0	0	0	0	0	0	45	11			0	0	88	1	0	0											0	0	0	0			0	0	0	0	45	0			0	0	0	0	0	0	15	0				2	5	25	29	
427456	0	0	0	0	0	2	0	0	2	0			0	0	22	0	0	0						0				0	0	0	0	0			0	0	0	0	16	0			0	0	0	0	0	0	0	0				0	0	6	0	
427858	0	0	0	0	0	0	0	0	67	3			0	0	417	0	0	0											0	0	0	2			38	0	2	7	0	78			0	0	211	50	78	0	0	0				0	0	12	3	
427960	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
428060	0	0	0	0	0	0	0	0	9	6		0	0	0	120	38	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	35	0			0	0	0	0	0	0	0	0	0	0		43	0	4	3	
428462	0	0	0	0	0	0	0	0	9	1			0	0	535	494	0	0						0				0	0	0	0	1			0	0	0	7	0	0			0	0	0	0	13	0	6	0				0	0	22	0	
428547	0	0	0	0	0	0	0	0	12	12		0	0	0	269	69	0	0		0	0		0	0	0		0	0	0	0	200	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
428631	0	0	0	0	0	0	0	0	7	6			0	1	1	0	0	1						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
428659	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
428855	0	0	0	0	0	0	0	0	18	0			0	0	93	50	0	0											0	0	0	0			0	0	2	0	12	0			0	0	0	0	0	0	11	0				0	0	20	16	
428958	0	0	0	0	0	0	0	0	10	9			0	0	10	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	1	9	0	
429021	0	0	0	0	0	0	0	0	48	0		0	0	0	1252	14	0	0		0	0		0	0	0		0	0	0	0	15	0			0	0	3	0	32	0			282	0	668	0	57	0	117	6	0	0		4	0	63	39	
430036	55	0	0	0	0	0	0	0	138	110			0	0	56	0	0	0											0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	9				0	0	1	16	
430054	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
430344	0	0	0	0	0	0	0	0	0	0			0	0	10	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				10	0	0	0	
430670	0	0	0	0	0	0	0	0	48	3		0	0	0	273	173	0	0		0	0		0	0	0		0	0	0	0	56	3			0	0	0	27	0	39			0	7	0	0	0	0	0	0	0	0		0	0	5	8	
430858	0	0	0	0	0	0	0	0	3	0			0	0	3	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	3	2	
431172	0	0	28	0	0	0	0	0	64	5		0	0	0	170	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	54	142	0			0	0	0	0	0	0	0	0	0	0		0	0	0	4	
431323	0	0	0	0	0	0	0	0	3	0			0	0	108	0	0	0											0	0	0	0			4	1	0	0	0	0			98	0	0	0	0	0	0	0				0	0	6	2	
431350	0	0	0	0	0	7	0	0	7	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
431743	0	0	0	0	0	0	0	0	3	0			0	0	434	17	0	0											0	0	24	0			0	0	0	0	266	10			0	0	73	0	28	0	0	0				14	0	2	3	
431846	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
431958	0	0	0	0	0	0	0	0	2	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
432012	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
432058	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
432432	0	0	0	0	0	0	0	0	27	0			0	0	29	0	0	0											0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	29	26	
433158	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
433505	0	0	0	0	0	0	0	0	14	5		0	0	0	88	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	5	3	39	45			0	0	0	0	0	0	0	0	0	0		0	0	4	1	
433550	0	0	0	0	0	0	0	0	29	0			20	0	38	0	20	0						0				0	0	0	0	0			0	0	7	0	8	0			0	0	0	0	0	0	0	0				10	2	0	0	
433608	0	0	0	0	0	0	0	0	57	5		0	0	24	671	548	0	36		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	6			0	0	0	0	0	0	0	0	0	0		0	1	81	27	
433859	0	0	0	0	0	0	0	0	14	2			0	10	2	0	0	0						0				10	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	2	0	0	
433943	0	0	0	0	0	0	0	0	9	1			0	3	88	1	0	0						0				3	0	0	0	0			1	0	0	0	53	0			0	0	0	0	0	0	0	0				33	4	0	1	
434203	0	0	0	0	0	0	0	0	4	0		0	0	2	369	4	0	0		0	0		0	0	0		0	0	0	0	88	0			0	0	0	0	0	0			261	0	0	0	0	0	0	0	0	0		7	2	9	0	
434539	0	0	0	0	0	0	0	0	3	1			0	0	22	12	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	9	2	
435059	0	0	0	0	0	0	0	0	8	2			0	5	59	41	0	0						0				5	0	0	0	0			0	0	1	0	1	0	0		0	0	0	0	0	0	0	0				1	0	16	0	
435255	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	1	1	
435349	0	0	0	0	0	0	0	0	10	1		0	0	0	13	0	0	0		0	0		0	0	0		0	0	0	0	10	0			0	0	0	0	0	0			0	0	0	0	0	4	0	0	0	0		0	0	3	5	
435358	0	0	0	0	0	0	0	0	3	0			0	0	15	0	0	0						0				0	0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	0	0	0				0	0	9	3	
435666	0	0	0	0	0	0	0	0	6	0			0	0	45	0	0	0											0	0	0	0			0	0	0	0	39	0			0	0	0	0	0	0	0	0				0	0	6	6	
435750	7	0	0	0	0	0	0	0	8	3		0	3	0	115	64	1	3		0	0		0	3	0		0	0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	1	0	0	0	0	0		37	2	0	0	
436131	0	0	0	0	0	0	0	0	67	11		0	0	15	394	2	0	32		0	0		0	0	0		0	0	0	0	40	0			6	2	7	0	62	30			21	0	2	4	179	2	0	0	0	0		4	18	16	8	
436159	0	0	0	0	0	0	0	0	149	47		0	0	20	1121	33	0	122		0	0		0	38	0		0	0	0	0	109	11			0	0	18	4	524	0			0	8	0	8	84	6	0	0	0	0		2	16	247	11	
436542	0	0	0	0	0	0	0	0	6	0			0	1	1	0	0	0						0				1	0	0	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				0	4	0	1	
436711	0	0	880	0	0	0	0	0	1142	208		0	0	0	5255	2155	0	0		0	0		0	0	0		0	0	0	0	32	553			0	0	0	0	76	1226			309	139	427	0	105	73	31	165	0	0		0	0	14	4	
436739	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
436823	0	0	0	0	0	0	0	0	15	1		0	0	0	806	19	0	0		0	0		0	0	0		0	0	0	0	28	0			6	1	0	1	201	1			14	0	520	0	6	0	0	0	0	0		0	1	11	11	
436953	0	0	0	0	0	0	0	0	9	0			0	0	164	28	0	0											0	0	0	0			0	0	2	0	0	60			0	0	0	0	0	0	68	3				8	4	0	0	
437044	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
437053	0	0	0	0	0	0	0	0	25	1			0	0	46	0	0	0											0	0	0	0			0	0	7	0	13	0			0	0	0	0	0	0	0	0				16	9	17	8	
437138	0	0	0	0	0	0	0	0	6	0			0	0	51	15	0	0											0	0	0	0			0	3	0	0	8	0			0	0	0	0	0	0	0	0				25	2	3	1	
437455	0	0	0	0	0	0	0	0	27	0			0	10	20	0	0	15						0				0	0	0	0	0			0	0	10	0	0	0			0	0	0	0	0	0	0	0				5	7	0	0	
438050	0	0	0	0	0	0	0	0	4	0			0	3	9	0	0	6											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
438434	0	0	0	0	0	0	0	0	83	31			0	1	54	0	0	33											0	0	0	0			1	0	5	1	0	0			0	1	0	3	0	4	0	0				0	25	20	12	
439132	0	0	0	0	0	0	0	0	44	18			0	0	397	0	0	0											0	0	0	0			0	0	0	0	94	12			0	0	120	0	171	0	0	0				0	2	0	24	
439338	0	0	0	0	0	0	0	0	7	0		0	0	4	392	0	0	14		0	0		0	0	0		0	0	0	0	0	0			6	1	0	0	50	12			0	0	113	0	184	0	0	0	0	0		4	1	9	1	
439356	0	0	0	0	0	0	0	0	86	0		0	0	0	119	68	0	0		0	0		0	0	0		0	0	0	0	0	0			1	0	0	0	0	0			0	0	0	84	0	0	0	0	0	0		22	1	28	1	
439404	0	0	2	0	0	0	0	0	97	17		0	0	51	1513	161	0	58		0	0		0	8	0		0	12	0	0	1	0			0	0	3	0	414	43			505	0	0	0	280	0	7	5	0	0		1	17	41	4	
439459	0	0	0	0	0	0	0	0	10	0			0	1	39	27	0	5						5				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	3	9	
439730	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
440110	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
440259	0	0	0	0	0	0	0	0	0	0			0	0	202	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	200	0	0	0	0	0				0	0	2	0	
440446	0	0	0	0	0	0	0	0	41	12			0	0	10	0	0	0						0				0	0	0	0	0			0	0	28	0	0	0			0	0	0	0	0	0	9	0				0	0	1	1	
440857	0	0	0	0	0	0	0	0	0	0			0	0	24	0	0	0											0	0	0	0			0	0	0	0	24	0			0	0	0	0	0	0	0	0				0	0	0	0	
441050	0	0	0	0	0	0	0	0	4	1			0	0	78	0	0	0						0				0	0	0	0	0			0	0	0	0	6	0			36	0	0	0	0	0	0	0				0	0	36	3	
441078	0	0	0	0	0	0	0	0	12	0			0	0	47	0	0	0											0	0	11	0			0	0	0	0	0	0			0	0	0	0	0	0	4	0				26	10	6	2	
441135	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
441256	0	0	40	0	0	0	0	0	20	5		0	0	1	740	98	0	0		0	0		0	0	0		0	1	0	0	0	1			0	0	0	2	13	4			0	0	400	0	183	1	0	4	0	0		0	2	2	4	
441359	0	0	0	0	0	0	0	0	30	1		0	0	0	285	62	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	106	0	70	19	0	0		33	3	14	6	
441434	147	0	0	0	0	0	0	0	11	0		0	0	0	213	0	0	7		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	12	0			0	0	19	0	0	0	0	0	0	0		9	6	19	5	
441630	0	0	0	0	0	0	0	0	19	1			0	0	274	0	0	0											0	0	0	0			0	0	1	0	150	0	0		0	0	0	1	112	0	0	0				0	0	12	16	
442057	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	1	0				0	0	0	1	
442244	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
442655	0	0	0	0	0	0	0	0	14	0			0	6	37	0	0	8											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	3	27	5	
442758	0	0	0	0	0	0	0	0	41	0			0	39	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
442776	0	0	0	0	0	0	0	0	44	0		0	0	0	15	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	37	0	0	0	0	0	0	0	0		0	0	15	7	
442806	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
443148	0	0	0	0	0	0	0	0	16	0			0	14	141	0	0	7						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	134	0	0	0				0	0	0	2	
443205	0	0	0	111	0	0	0	0	440	29		0	0	0	2094	940	0	0		0	0		0	0	0		0	0	0	0	87	4			0	0	281	0	328	474			0	0	0	0	241	0	0	0	0	0		3	0	21	15	
443353	0	0	0	0	0	0	0	0	0	0			0	0	41	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				39	0	2	0	
443625	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
443634	0	0	0	0	0	0	0	0	11	1			0	0	41	15	0	0						0				0	0	0	0	0			3	0	0	0	1	0			0	0	0	0	0	0	0	0				6	7	16	3	
444051	0	0	0	0	0	0	0	0	15	0			0	0	4	0	0	2						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	13	0	2	
444350	0	0	0	0	0	0	0	0	3	2		0	0	0	24	19	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0	0	0		0	0	5	0	
444556	0	0	0	0	0	0	0	0	1	0			0	1	3	0	0	0						0				0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
444677	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
444958	0	0	0	0	0	0	0	0	4	0			0	1	25	24	0	0						0				1	0	0	1	0			0	3	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
445852	0	0	0	0	0	0	0	0	7	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	2	2	3	
445955	0	0	0	0	0	0	0	0	52	3			0	0	68	0	0	0											0	0	0	0			0	0	0	0	19	0			0	0	0	0	0	0	0	0				42	39	7	10	
446130	0	0	0	0	0	0	0	0	23	8			0	2	145	139	0	2											0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	6				0	0	4	6	
446149	3	0	0	0	0	0	0	0	2	0			0	0	28	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				17	0	8	2	
446877	0	0	0	0	0	0	0	0	163	0			0	0	191	0	0	0											0	0	15	0			0	0	142	0	0	0			0	0	0	0	103	0	0	0				21	1	52	20	
447034	0	0	0	0	0	0	0	0	15	2			0	0	170	20	0	100											0	0	0	0			0	0	1	0	0	0	0		0	0	0	0	0	0	0	0				17	6	33	6	
447070	0	0	0	0	0	0	0	0	0	0		0	0	0	300	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	300	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
447100	0	0	0	63	0	0	0	0	310	162		0	0	0	1012	223	0	0		0	0		0	0	0		0	0	0	0	135	5			0	0	59	5	166	0			0	0	0	0	0	0	0	0	0	0		1	7	487	9	
447342	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
447557	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
447874	0	0	0	0	0	0	0	0	3	2			0	0	147	1	0	0											0	0	45	0			5	0	0	0	77	0			6	0	0	0	12	0	0	0				1	0	0	1	
448040	0	0	0	0	0	0	0	0	193	2		0	0	3	791	0	0	3		0	0		0	0	0		0	0	0	0	246	66			0	0	2	2	151	24			22	0	174	1	40	0	0	36	0	0		20	28	111	53	
448554	0	0	0	0	0	0	0	0	23	15			0	0	26	9	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	16	4				1	0	0	4	
449038	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
449430	20	0	0	0	0	0	0	0	37	19			0	16	683	547	0	39											0	0	0	0			0	0	2	0	15	0			0	0	11	0	0	0	42	0				9	0	0	0	
449832	0	0	0	0	0	0	0	0	25	0			0	0	156	97	0	29											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	28	25	
449841	0	0	0	0	0	0	0	0	6	1			0	0	52	32	0	0											0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				3	0	17	4	
450034	0	0	0	0	0	0	0	0	9	1		0	0	0	14	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	9	0	0	0	0	0		0	6	5	2	
450632	0	0	0	0	0	0	0	0	43	35			0	0	383	58	0	0											0	0	0	0			0	0	0	0	0	0			0	0	317	0	0	0	0	0				0	0	8	8	
450641	0	0	0	0	0	0	0	0	13	0			0	0	117	0	0	0											0	0	0	0			0	0	1	0	110	0			0	0	3	0	0	1	0	4				0	1	4	6	
450650	0	0	0	0	0	0	0	0	0	0			0	0	11	0	0	5											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	0	0	
450669	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
450753	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
450856	0	0	0	0	0	0	0	0	224	46		0	0	0	1490	1057	0	0		0	0		0	0	0		0	0	0	0	0	0			2	9	1	2	23	0			0	0	0	0	0	0	0	0	0	0		228	97	180	69	
450959	0	0	0	0	0	0	0	0	51	33		0	0	0	332	131	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	18	0	0	201	0	0	0	0	0		0	0	0	0	
451068	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
451246	0	0	0	0	0	0	0	0	1	0			0	0	87	0	0	0											0	0	0	0			19	1	0	0	48	0			0	0	0	0	0	0	20	0				0	0	0	0	
451853	0	0	0	0	0	0	0	0	4	0			0	0	4	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	2	4	
451965	3000	0	13000	2000					475000		78000	1000	1000	12000	3175000		0	44000	334000	1000	0	0	0	28000	0	0	0	4000	0	0	824000	35000	7000	0	368000	52000	45000	20000	617000	234000	39000	11000	32000	9000	129000	34000	73000	11000	56000	11000	2000	1000	6000	206000	99000	193000	54000	
