"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
419675																0	32504	1045	2308	6	275442	17935	80532	113	390786	0	390359	0	0	0	0	0	0	0	0	0	0	14355	20		
419947																0	1906	158	0	0	27794	2957	4220	7	33920	0			0	0	0	0	0	0	0	0	0	275	1		
420457																0	33619	2439	1045	3	374448	32637	42097	79	451209	0			0	0	0	0	0	0	0	0	0	7386	13		
420644																0	20451	802	385	1	128814	13478	25320	55	174970	0			0	0	0	0	0	0	0	0	7380	3696	9		
420653																0	3478	157	0	0	44220	2483	12875	18	60573	0			0	0	0	0	0	0	0	0	0	3558	5		
420934																0	2021	80	0	0	45501	3946	4510	10	52032	0			0	0	0	0	0	0	0	0	0	331	1		
421445																0	7043	280	0	0	98524	8591	15217	37	120784	0			0	0	0	0	0	0	0	0	0	1636	5		
421539																0	6376	298	0	0	94350	9175	12362	25	113088	0			0	0	0	0	0	0	0	0	0	2782	8		
422059																0	4128	185	0	0	26824	2167	8480	16	39432	0			0	0	0	0	0	0	0	0	0	589	2		
422116																0	2708	130	409	1	40253	4331	9729	14	53099	0			0	0	0	0	0	0	0	0	0	2360	3		
422433															382455	0	35799	1903	257	1	552178	37467	477768	334	1066003	0	1047871	0	0	0	0	0	0	0	0	0	11108	46860	69		
422657																0	2484	105	0	0	42686	5091	46585	56	91755	0			0	0	0	0	0	0	0	0	0	6292	10		
423159																0	3659	161	1165	2	113395	7966	32085	34	150305	0			0	0	0	0	0	0	0	0	0	22512	9		
423449																0	20090	906	1478	5	227247	24038	114594	118	363409	0			0	0	0	0	0	0	0	0	0	13195	31		
423458																0	12327	764	566	2	407490	17628	230989	372	651372	0			0	0	0	0	0	0	0	0	85273	104968	116		
423636																0	4638	168	592	2	38093	3648	9446	18	52770	0			0	0	0	0	0	0	0	0	0	2119	3		
423739																0	15170	868	2439	6	195041	11155	72767	100	285417	0			0	0	0	0	0	0	0	0	16253	7383	10		
423841																0	2659	381	0	0	23585	2276	5695	6	31939	0			0	0	0	0	0	0	0	0	0	604	1		
424156																0	8881	382	260	1	74120	5574	14365	23	97626	0			0	0	0	0	0	0	0	0	0	3659	6		
424240																0	17466	984	4038	8	120135	7910	37031	60	178670	0			0	0	0	0	0	0	0	0	0	5509	8		
424343																0	3946	166	0	0	52556	4088	19876	32	76378	0			0	0	0	0	0	0	0	0	0	7919	11		
424352																0	2158	68	0	0	52601	4770	9008	25	63767	0			0	0	0	0	0	0	0	0	0	1425	4		
424437																0	1181	38	0	0	14829	1381	1040	3	17050	0			0	0	0	0	0	0	0	0	0	0	0		
424633																0	4939	284	254	1	52362	4848	11295	18	68850	0			0	0	0	0	0	0	0	0	0	1593	4	false	
425050																0	765	146	347	1	18185	1972	2069	7	21366	0			0	0	0	0	0	0	0	0	0	0	0		
425108																0	13574	548	933	3	161119	16719	21442	25	197068	0			0	0	0	0	0	0	0	0	0	3483	10		
425818																0	13214	570	461	1	84199	12554	13572	21	111446	0			0	0	0	0	0	0	0	0	0	3942	6		
425845																0	4208	406	0	0	49005	4926	9316	14	62529	0			0	0	0	0	0	0	0	0	0	1120	3		
425911																0	64407	5503	2827	8	446916	60188	82248	124	596399	0			5000	5000	15000	0	0	0	0	0	6034	22802	44		
425957																0	4739	201	253	1	78595	7443	27428	51	111015	0			0	0	0	0	0	0	0	0	0	7089	15		
425975																0	20437	800	3470	11	199724	14538	102630	149	326261	0			0	0	0	0	0	0	0	0	11667	11918	27		
426057																0	1006	48	0	0	25281	1894	11297	14	37584	0			0	0	0	0	0	0	0	0	0	8296	12		
426141																0	1455	61	0	0	21366	2146	2277	6	25098	0			0	0	0	0	0	0	0	0	0	0	0		
426534															122735	0	62339	4121	0	0	1124953	107607	226282	352	1413574	0	1420828	0	0	0	0	0	0	0	0	0	11570	44027	74		
426758																0	4646	361	0	0	51156	5436	10381	18	66183	0			0	0	0	0	0	0	0	0	0	1870	4		
426945																0	2704	122	0	0	46434	4811	12986	26	62124	0			0	0	0	0	0	0	0	0	0	1269	4		
427241																0	9595	417	267	1	134078	15032	112981	82	256921	0			0	0	0	0	0	0	0	0	0	2324	6		
427353																0	9185	314	0	0	97225	11183	61929	81	168339	0			0	0	0	0	0	0	0	0	3183	6544	17		
427456																0	2222	144	0	0	17588	1444	2798	5	22608	0			0	0	0	0	0	0	0	0	0	257	1		
427858																0	1110	83	0	0	75495	8657	10915	26	87520	0			0	0	0	0	0	0	0	0	0	3806	8		
427960																0	1635	80	0	0	44013	5009	13802	26	59450	0			0	0	0	0	0	0	0	0	0	2868	4		
428060																0	16298	797	2208	7	279778	14398	218122	189	516406	0			0	0	0	0	0	0	0	0	0	55600	41		
428462																0	10342	583	797	3	149281	17782	24213	58	184634	0			0	0	0	0	0	0	0	0	2184	7683	20		
428547																0	12144	207	299	1	186968	4771	97810	115	297221	0			0	0	0	0	0	0	0	0	0	53790	15		
428631																0	15421	851	1988	6	135963	2424	26514	53	179886	0			0	0	0	0	0	0	0	0	0	7815	18		
428659																0	2413	108	290	1	24508	2347	4827	9	32037	0			0	0	0	0	0	0	0	0	0	2255	3		
428855																0	8257	337	0	0	76621	9074	33119	24	117998	0			0	0	0	0	0	0	0	0	0	0	0		
428958																0	4643	189	267	1	63725	6281	26480	45	95114	0			0	0	0	0	0	0	0	0	0	6141	11		
429021																0	28783	1856	1602	5	296860	23218	75988	121	403233	0	398337	0	0	0	0	0	0	0	0	0	4316	21845	21		
430036																0	18527	550	1898	6	142258	15425	40017	74	202700	0			0	0	0	0	0	0	0	0	2571	8606	15		
430054																0	1318	64	251	1	43071	1270	22599	42	67240	0			0	0	0	0	0	0	0	0	3662	2847	6		
430344																0	12141	809	967	3	75189	8205	16031	30	104328	0			0	0	0	0	0	0	0	0	0	302	1		
430670																0	5575	319	614	2	257693	9936	110050	157	373932	0			0	0	0	0	0	0	0	0	17917	22553	44		
430858																0	2589	95	261	1	24951	2771	4147	7	31948	0			0	0	0	0	0	0	0	0	0	0	0		
431172																0	40123	1036	1956	7	661507	25416	131357	290	834943	0			0	0	0	0	0	0	0	0	0	46824	87		
431323																0	7947	402	0	0	68851	10162	25048	25	101846	0			0	0	0	0	0	0	0	0	0	1557	4		
431350																0	3302	168	0	0	34158	2788	6284	7	43745	0			0	0	0	0	0	0	0	0	0	0	0		
431743																0	8344	575	348	1	150106	22491	41173	62	199971	0			0	0	0	0	0	0	0	0	296	16936	18		
431846																0	1563	47	0	0	19028	1154	7544	14	28135	0			0	0	0	0	0	0	0	0	0	362	1		
431958																0	1376	61	0	0	19135	1384	1591	4	22102	0			0	0	0	0	0	0	0	0	0	0	0		
432012																0	87	24	0	0	18796	1539	1360	5	20243	0			0	0	0	0	0	0	0	0	0	0	0		
432058																0	1149	68	0	0	26594	1606	10193	20	37936	0	37936	0	0	0	0	0	0	0	0	0	0	5365	7		
432432																0	2835	164	0	0	64005	10637	52751	42	119591	0			0	0	0	0	0	0	0	0	2746	2564	7		
433158																0	2600	185	0	0	35649	3139	3605	10	41854	0			0	0	0	0	0	0	0	0	0	257	1		
433505																0	17494	1851	283	1	338580	35693	99836	101	456193	0			0	0	0	930	0	0	0	0	15777	10469	19		
433550																0	13341	475	1589	4	109447	14217	44976	53	169353	0	160897	0	0	0	0	0	0	0	0	0	0	4715	7		
433608															474378	0	30977	2406	892	2	616134	64895	484225	399	1132229	0	1131229	0	0	0	0	0	0	0	0	0	0	67427	79		
433859																0	3018	116	267	1	49007	4182	3821	9	56113	0			0	0	0	0	0	0	0	0	0	1322	3		
433943																0	14142	472	675	2	133500	3799	33393	22	181710	0			0	0	0	0	0	0	0	0	1229	3505	9		
434203																0	11643	929	0	0	257340	23889	80984	111	349967	0			0	0	0	0	0	0	0	0	0	11882	25		
434539																0	10810	676	987	3	118884	8708	28729	51	159410	0			0	0	0	0	0	0	0	0	8179	3897	10		
435059																0	3890	141	0	0	64155	5682	21024	31	89069	0			0	0	0	0	0	0	0	0	0	15812	19		
435255																0	929	68	0	0	24269	1702	4715	7	29913	0	30064	0	0	0	0	0	0	0	0	0	0	4715	7		
435349																0	18440	1239	1102	4	305252	24731	119877	164	444671	0			0	0	0	0	0	0	0	0	0	12618	25		
435358																0	3000	124	264	1	61632	4817	14713	39	79609	0			0	0	0	0	0	0	0	0	0	1834	3		
435666																0	4548	265	0	0	86755	7121	6815	20	98118	0			0	0	0	0	0	0	0	0	0	1700	5		
435750																0	15213	646	259	1	284786	24674	154349	180	454607	0			0	0	0	0	0	0	0	0	60	40153	58		
436131																0	26840	1848	1720	5	239299	29113	45035	47	312894	0	310165	0	0	0	0	0	0	0	0	0	0	10822	18		
436159															525547	0	100824	3512	5294	18	1123975	93041	550089	524	1780182	0	1763288	0	0	0	0	0	0	6000	0	0	5472	66911	82		
436542																0	9281	1450	0	0	63543	8175	27289	27	100113	0			0	0	0	0	0	0	0	0	0	9941	2		
436711															1102172	0	6793	485	2204	6	847686	34526	1405751	1689	2262434	0	2289078	0	0	0	0	0	0	0	0	0	0	443735	601		
436739																0	9631	521	987	2	132371	11201	24684	44	167671	0			0	0	0	0	0	0	0	0	0	1628	5		
436823																0	29163	1210	1436	5	281844	24874	29993	66	342440	4			0	0	0	0	0	0	0	0	0	1036	3		
436953																0	17272	595	988	3	148868	15825	54370	73	222292	794			0	0	0	0	0	0	0	0	0	5949	9		
437044																0	6497	212	0	0	40292	3052	3274	8	50063	0			0	0	0	0	0	0	0	0	0	0	0		
437053																0	15027	451	2677	7	129168	9480	23323	44	170195	0			0	0	0	0	0	0	0	0	0	1641	4		
437138																0	7596	717	292	1	58129	7237	10337	16	76354	0			0	0	0	0	0	0	0	0	0	3465	7		
437455																0	3141	154	0	0	59020	6296	6939	13	69100	0			0	0	0	0	0	0	0	0	0	1593	4		
438050																0	2522	123	256	1	33646	4418	6898	10	43322	0			0	0	0	0	0	0	0	0	0	1751	3		
438434																0	13854	715	1870	6	96039	7087	37603	53	149366	0			0	0	0	0	0	0	0	0	0	1379	3		
439132																0	11880	364	3287	7	95378	7233	13813	21	124358	0			0	0	0	0	0	0	0	0	0	2995	7		
439338																0	24818	1099	258	1	436216	41766	166658	154	627950	0			0	0	0	0	0	0	0	0	0	20126	23		
439356																0	38526	1994	2841	6	315506	22631	63581	137	420454	0			0	0	0	0	0	0	0	0	0	4559	7		
439404															50220	0	33354	1992	834	3	875148	59754	142077	175	1051413	0	1025597	0	0	0	0	0	0	0	0	0	0	13313	23		
439459																0	915	89	0	0	38609	2577	4375	9	43899	0	43517	0	0	0	0	0	0	0	0	0	0	0	0		
439730																0	4366	397	0	0	45728	3727	7129	18	61602	4379			0	0	0	0	0	0	0	0	0	1353	4		
440110																0	3327	138	294	1	30448	3386	3592	10	37661	0			0	0	0	0	0	0	0	0	0	0	0		
440259																0	4397	264	250	1	94880	6529	62606	62	162132	0			0	0	0	0	0	0	0	0	0	8732	12		
440446																0	1941	111	0	0	35251	3409	5030	11	42222	0			0	0	0	0	0	0	0	0	0	1390	4		
440857																0	1920	120	0	0	24331	1751	1538	5	27789	0			0	0	0	0	0	0	0	0	0	1033	3		
441050																0	6077	211	0	0	124165	6866	22321	31	152563	0			0	0	0	0	0	0	0	0	0	12818	8		
441078																0	5790	741	394	1	72477	7879	18411	29	97072	0			0	0	0	0	0	0	0	0	0	261	1		
441135																0	2647	119	0	0	39995	2473	2901	7	45543	0			0	0	0	0	0	0	0	0	0	271	1		
441256																0	27230	1841	2371	6	490951	37269	165363	229	685915	0			0	0	0	0	0	0	0	0	6415	20837	43		
441359																0	28368	1067	2156	7	177315	20377	66027	90	273866	0			0	0	0	0	0	0	0	0	0	3584	4		
441434																0	25690	800	2615	8	202865	20938	70735	98	301905	0			0	0	0	0	0	0	0	0	0	4975	7		
441630																0	10054	796	0	0	59991	7051	15432	22	85477	0			0	0	0	0	0	0	0	0	0	2010	5		
442057																0	214	19	0	0	6380	678	691	2	7285	0			0	0	0	0	0	0	0	0	0	0	0		
442244																0	4698	245	296	1	58952	4422	28011	38	91957	0			0	0	0	0	0	0	0	0	0	3778	5		
442655																0	624	31	0	0	36922	5176	28990	34	66536	0			0	0	0	0	0	0	0	0	0	5473	8		
442758																0	2139	114	862	1	33361	2545	9414	15	45776	0			0	0	0	0	0	0	0	0	0	1128	3		
442776															159032	0	76969	3575	5606	19	573832	44926	220676	270	877083	0	899242	0	0	0	0	0	0	0	0	0	0	28951	21		
442806																0	4274	568	254	1	176847	19504	37502	74	218877	0			0	0	0	0	0	0	0	0	0	7034	16		
443148																0	6941	335	0	0	76000	8149	13702	23	96643	0			0	0	0	0	0	0	0	0	0	1109	3		
443205															471741	0	90833	5332	2290	8	1310924	158957	158188	365	1562235	0	1451680	0	0	0	0	0	0	0	0	0	17266	76676	100		
443353																0	5557	358	0	0	46660	5156	12272	14	64489	0			1	0	0	0	0	0	0	0	0	610	1		
443625																0	3260	201	0	0	35785	3554	15300	24	54345	0			0	0	0	0	0	0	0	0	0	535	1		
443634																0	2763	162	259	1	49300	5160	13335	25	65657	0			0	0	0	0	0	0	0	0	0	294	1		
444051																0	2246	110	0	0	53486	6476	23299	37	79030	0			0	0	0	0	0	0	0	0	0	4000	7		
444350																0	5456	297	259	1	199946	15347	65726	98	271387	0			0	0	0	0	0	0	0	0	0	7405	14		
444556																0	2645	142	508	2	80456	5890	32949	52	116558	0			0	0	0	0	0	0	0	0	0	6923	10		
444677																0	2522	127	0	0	28801	1153	0	0	31323	0			0	0	0	0	0	0	0	0	0	0	0		
444958																0	7598	479	0	0	56087	8800	3346	9	67031	0			0	0	0	0	0	0	0	0	0	1764	5		
445852																0	2103	84	0	0	43859	3450	9951	18	55913	0			0	0	0	0	0	0	0	0	0	1674	5		
445955																0	7729	372	789	2	115017	13396	51325	76	174860	0			0	0	0	0	0	0	0	0	0	6831	12		
446130																0	4159	380	868	3	51756	5228	36327	39	93110	0			0	0	0	0	0	0	0	0	0	1312	4		
446149																0	2295	142	0	0	26548	2604	1028	3	29871	0			0	0	0	0	0	0	0	0	0	0	0		
446877																0	14157	881	2538	4	178512	13321	32677	52	227884	0			0	0	0	0	0	0	0	0	5695	3486	7		
447034																0	18879	846	2782	7	102750	7702	18433	36	142844	0			0	0	0	0	0	0	0	0	0	598	2		
447070																0	31166	1362	394	1	189732	10402	21558	31	242850	0			0	0	0	0	0	0	0	0	0	1366	2		
447100																0	23744	1473	4281	8	219889	23083	68971	94	316885	0			0	0	0	0	0	0	0	0	0	1906	5		
447342																0	3466	136	950	1	44901	3272	14439	25	63756	0			0	0	0	0	0	0	0	0	0	311	1		
447557																0	3094	88	286	1	43211	3650	35799	55	82390	0			0	0	0	0	0	0	0	0	0	1355	3		
447874																0	5939	255	1035	4	138381	11652	63156	70	208512	0	205787	0	0	0	0	0	0	0	0	0	0	5459	13		
448040																0	27172	1648	530	2	210350	23150	29178	43	267230	0			0	0	0	0	0	0	0	0	0	21809	21		
448554																0	9414	408	604	2	162035	11914	55954	96	228007	0	224804	0	0	0	0	0	0	0	0	0	0	9732	17		
449038																7213	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	CITICORP N.A.	
449430																0	6056	761	0	0	154765	14173	19318	39	180139	0			0	0	0	0	0	0	0	0	0	790	1		
449832																0	12637	639	1069	4	151360	10145	39899	54	204965	0			0	0	0	0	0	0	0	0	0	1831	5		
449841																0	3564	156	459	1	30559	3651	3872	7	38454	0			0	0	0	0	0	0	0	0	0	324	1		
450034																0	9274	369	1306	5	193011	9854	102402	206	305991	0			0	0	0	0	0	0	0	0	8683	11560	24		
450632																0	10959	913	656	1	92829	9834	12474	23	116918	0			0	0	0	0	0	0	0	0	0	3943	9		
450641																0	10060	627	972	3	157060	21653	50049	74	218141	0			0	0	0	0	0	0	0	0	0	11633	16		
450650																0	737	18	0	0	17803	994	7444	10	25984	0			0	0	0	0	0	0	0	0	0	349	1		
450669																0	2450	62	0	0	46719	2438	23272	41	72441	0			0	0	0	0	0	0	0	0	0	3280	7		
450753																0	21994	467	2703	9	147616	9793	51991	71	224304	0			0	0	0	0	0	0	0	0	0	9175	11		
450856															88614	0	183463	46833	10753	32	1561445	165783	269915	433	2025577	0	2108744	0	0	0	0	0	0	0	4200	0	92268	96065	120		
450959																0	13505	790	269	1	150439	9588	38613	66	202826	0			0	0	0	0	0	0	0	0	1300	2213	5		
451068																0	12470	467	1448	5	240006	17595	139207	199	393131	0			0	0	0	0	0	0	0	0	0	52209	49		
451246																0	3503	172	0	0	94062	6225	23683	43	121248	0			0	0	0	0	0	0	0	0	0	3557	7		
451853																0	0	0	0	0	30035	2824	1342	3	31377	0			0	0	0	0	0	0	0	0	0	253	1		
451965	875756000	124830000	864809000	117964000	12723000	2845000	117000	95000	4000	163000	6201000	11077000	122592000	115671000	167855000	0	36397000	4174513	1159000	2779	409479000	99162933	303891000	209158													0	101041000	58366		
452104																0	10135	517	636	2	148140	16732	27047	62	185958	0			0	0	0	0	0	0	0	0	0	4544	10		
452159																0	4610	123	0	0	59430	4101	76205	70	140245	0			0	0	0	0	0	0	0	0	0	30762	26		
452739																0	7708	358	260	1	64232	6489	24754	30	96954	0	97050	0	0	0	0	0	0	0	0	0	0	4463	8		
452841																0	21412	764	1458	3	111992	9617	36505	48	171366	0			0	0	0	0	0	0	0	0	0	2738	6		
452850																0	5337	264	1579	3	164773	14518	165111	128	336799	0			0	0	0	0	0	0	0	0	9004	15333	28		
453026																0	8543	411	703	2	81537	3574	8684	13	99467	0			0	0	0	0	0	0	0	0	0	300	1		
453147																0	7943	433	0	0	49292	7309	20355	30	77591	0			0	0	0	0	0	0	0	0	0	595	2		
453446																0	7638	305	256	1	122597	10590	35962	54	166454	0			0	0	0	0	0	0	0	0	0	3931	7		
453839																0	966	82	0	0	68052	6024	11573	23	80591	0			0	0	0	0	0	0	0	0	0	1666	5		
454340																0	2019	74	0	0	29042	6272	3032	7	34093	0			0	0	0	0	0	0	0	0	0	0	0		
454546																0	15419	632	314	1	117109	15060	15068	32	147910	0			0	0	0	0	0	0	0	0	0	2768	6		
454658																0	8393	697	255	1	155204	8745	46050	86	209902	0			0	0	0	0	0	0	0	0	4515	6344	15		
455150																0	9697	372	692	2	79921	9388	11004	24	101314	0			0	0	0	0	0	0	0	0	0	842	2		
455253																0	5919	366	963	2	106542	5843	23828	35	137252	0			0	0	0	0	0	0	0	0	0	1835	3		
455459																0	1139	82	0	0	56574	8395	17765	41	75478	0			0	0	0	0	0	0	0	0	0	4401	11		
455552																0	10172	670	0	0	273798	14927	38729	83	322699	0			0	0	0	0	0	0	0	0	0	8496	20		
455945																0	3210	244	252	1	45304	4383	18191	16	66957	0			0	0	0	0	0	0	0	0	0	751	2		
455972															107515	0	54019	1829	8599	25	742068	58773	257860	451	1062546	0	1040268	0	0	0	0	0	0	0	0	0	0	82887	120		
456045															544156	0	116011	4611	5143	16	1883091	154094	973256	1061	2977502	0	2443924	0	0	0	0	0	0	0	0	0	0	28136	29		
456054																0	15179	1106	532	2	74803	7012	20154	47	110668	0			0	0	0	0	0	0	0	0	0	3239	9		
456157																0	10590	482	2718	6	109750	8851	101399	173	224457	0			0	0	0	0	0	0	0	0	1000	10597	22		
456250																0	12585	585	595	2	60034	7868	13170	33	86384	0			0	0	0	0	0	0	0	0	0	3147	7		
456344																0	2642	200	257	1	18484	1450	2755	6	24139	0			0	0	0	0	0	0	0	0	0	658	2		
456447																0	10612	343	784	3	90107	9442	64885	112	166388	0			0	0	0	0	0	0	0	0	3748	0	0		
456456															28993	0	39987	1636	1332	5	432695	26334	66436	140	540450	0	542734	0	0	0	0	0	0	0	0	0	1393	21279	29		
456755																0	7584	298	0	0	130880	7188	27923	49	166386	0			0	0	0	0	0	0	0	0	17011	1148	3		
456960															506032	0	126748	6458	4745	14	2112764	90230	1302221	1812	3546479	0	3489058	0	0	0	0	0	0	0	0	0	0	498752	630		
457060																0	5494	273	261	1	96544	6907	36592	53	138891	0			0	0	0	0	0	0	0	0	0	2528	7		
457220																0	24765	997	6120	13	130980	9154	42500	79	204365	0			0	0	0	0	0	0	0	0	0	1057	3		
457426																0	16128	632	1487	4	268576	29249	75807	98	361998	0			0	0	0	0	0	0	0	0	0	5756	9		
457547															44540	0	61975	4593	647	2	770381	63179	93940	173	994061	67120	1012943	74694	0	0	0	0	0	0	0	0	940	23690	32		
457659																0	1718	145	0	0	34825	3439	4306	12	40849	0			0	0	0	0	0	0	0	0	0	2845	7		
457752																0	5369	902	0	0	170015	11444	30051	37	205434	0			0	0	0	0	0	0	0	0	1000	3744	6		
458049																0	3170	287	312	1	34054	2932	6491	15	44027	0			0	0	0	0	0	0	0	0	0	253	1		
458142																0	10784	274	1562	5	83908	4549	11844	25	108098	0			0	0	0	0	0	0	0	0	0	1570	3		
458544																0	9098	375	260	1	127675	17918	39078	49	176111	0			0	0	0	0	0	0	0	0	6759	4817	10		
458553																0	3239	136	0	0	28145	2225	9748	17	41132	0			0	0	0	0	0	0	0	0	0	1778	4		
458665																0	2770	106	0	0	53531	3333	27954	42	84255	0			0	0	0	0	0	0	0	0	0	10462	20		
458946																0	5226	300	0	0	40608	5124	6989	13	52823	0			0	0	0	0	0	0	0	0	0	733	2		
459046																0	7289	404	255	1	112457	13752	15399	39	135400	0			0	0	0	0	0	0	0	0	0	3231	10		
459130																0	11205	544	1773	4	198922	22763	47009	86	258909	0			0	0	0	0	0	0	0	0	2717	10034	24		
459354																0	7108	239	1334	4	128085	12439	55023	60	191550	0			0	0	0	0	0	0	0	0	0	4178	10		
459372																0	19197	1342	2695	1	200438	5692	25242	55	247572	0			0	0	0	0	0	0	0	0	0	6137	15		
459448																0	2601	120	529	2	23623	2958	1634	2	28387	0			0	0	0	0	0	0	0	0	0	629	1		
459644																0	3603	145	392	1	43991	3818	14643	14	62629	0			0	0	0	0	0	0	0	0	0	1541	3		
459671																0	64552	2315	5484	15	532833	33116	100140	228	703009	0			0	0	0	0	0	0	0	0	0	6082	12		
460033																0	45412	3708	3629	11	373704	23791	151521	181	574266	0	560075	0	0	0	0	0	0	0	0	0	0	39243	38		
460332																0	9038	715	0	0	162333	10363	27804	62	199175	0			0	0	0	0	0	0	0	0	0	1609	4		
460341																0	5873	221	0	0	67860	4325	22063	46	95796	0			0	0	0	0	0	0	0	0	0	3925	8		
460350																0	1510	94	0	0	24456	2103	5642	8	31609	0			0	0	0	0	0	0	0	0	0	1908	2		
460556																0	689	56	0	0	22448	1256	12172	16	35309	0			0	0	0	0	0	0	0	0	0	736	2		
460770																0	13394	337	629	2	81740	2256	11400	29	107164	0			0	0	0	0	0	0	0	0	0	520	1		
461058																0	2426	173	0	0	87485	8292	15839	37	105808	58			0	0	0	0	0	0	0	0	0	6299	14		
462756																0	11268	654	421	1	214232	19384	56718	114	282639	0			0	0	0	0	0	0	0	0	0	23243	39		
463203																0	4495	186	1138	2	53409	4059	35192	49	94234	0			0	0	0	0	0	0	0	0	0	5138	9		
463342																0	19064	1151	898	3	202595	16294	152673	157	375230	0			0	0	0	0	0	0	0	0	706	39900	54		
463605																0	15799	807	588	2	144819	22720	28367	56	189573	0			0	0	0	0	0	0	0	0	0	6980	14		
463650																0	15877	743	846	3	308567	25332	106763	175	432053	0			0	0	0	0	0	0	0	0	20141	24553	36		
463735															1170222	0	166763	9454	11967	37	2544056	260129	1759505	1556	4482291	0	4322934	0	0	0	0	0	0	0	0	0	0	209650	251		
464255																0	1406	218	0	0	37746	2723	8811	22	47963	0			0	0	0	0	0	0	0	0	2023	1210	3		
464750																0	3163	123	364	1	49573	4527	21109	35	74210	0			0	0	0	0	0	0	0	0	0	8106	14		
464853																0	859	56	0	0	19726	1545	9272	6	29857	0			0	0	0	0	0	0	0	0	0	0	0		
465038																0	18555	760	506	2	132203	8298	12034	25	163298	0			0	0	0	0	0	0	0	0	0	2580	6		
465243																0	13521	803	474	1	74946	6556	45081	43	134022	0			0	0	0	0	0	0	0	0	0	2982	4		
465337																0	4984	207	430	1	63945	5124	16709	29	86069	0			0	0	0	0	0	0	0	0	0	1842	6		
465524																0	3179	109	0	0	56366	6004	7099	17	66644	0			0	0	0	0	0	0	0	0	0	1171	3		
465618																0	32739	1369	2476	8	318676	31966	98126	121	452017	0			0	0	0	0	0	0	0	0	0	15793	27		
465672																0	7166	475	0	0	55037	8858	2720	7	64924	0			0	0	0	0	0	0	0	0	0	348	1		
466044																0	7577	280	799	3	54580	4112	10705	19	73661	0			0	0	0	0	0	0	0	0	0	1663	3		
466240																0	32934	1224	3628	10	397324	43146	85678	110	519564	0			0	0	0	0	0	0	0	0	0	20863	32		
466549																0	5469	235	609	2	66797	6072	25339	36	98215	0			0	0	0	0	0	0	0	0	0	3378	9		
466642																0	34770	2190	4468	7	541616	37345	90662	159	671516	0			0	0	0	0	0	0	0	0	0	21033	38		
466754																0	8417	274	557	2	148567	7219	86167	136	243708	0			0	0	0	0	0	0	0	0	6659	5778	9		
466857															552242	0	23620	1305	1448	4	758511	61808	605726	532	1389305	0	1361803	0	0	0	0	0	0	0	0	0	46050	301743	197		
466932																0	5732	178	628	2	78623	6155	13971	29	98954	0			0	0	0	0	0	0	0	0	0	1694	3		
467144																0	3751	170	258	1	25526	4444	11665	20	41200	0			0	0	0	0	0	0	0	0	0	3438	4		
