"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
45047																0	5588	256	611	2	78205	9024	15651	31	100055	0			0	0	0	0	0	0	0	0	0	1813	5		
45056																0	3183	320	602	1	35665	3365	8605	28	48055	0			0	0	0	0	0	0	0	0	0	1338	3		
45430																0	10141	385	533	2	69719	6829	15051	36	95444	0			0	0	0	0	0	0	0	0	0	2246	2		
45458																0	371	45	0	0	6038	572	4398	5	10807	0			0	0	0	0	0	0	0	0	0	0	0		
45551																0	30883	2219	0	0	345834	30829	156406	207	533123	0			0	0	0	0	0	0	0	0	0	23711	37		
45560																0	12278	569	285	1	362798	20815	370985	384	746346	0			0	0	0	0	0	0	0	0	0	119218	123		
45775																0	14166	694	261	1	116364	7707	11105	25	141896	0			0	0	0	0	0	0	0	0	0	1207	2		
46053																0	11775	581	276	1	104104	10602	40225	51	156380	0			0	0	0	0	0	0	0	0	0	0	0		
46941																0	6968	460	364	1	63663	6599	13160	16	84155	0			0	0	0	0	0	0	0	0	0	1635	4		
47153																0	1127	53	0	0	16510	1423	2540	9	20177	0			0	0	0	0	0	0	0	0	0	872	3		
47247																0	21938	973	4283	12	141673	13349	51514	74	219408	0			0	0	0	0	0	0	0	0	0	9202	17		
47256																0	2498	148	265	1	23177	2689	2620	7	28560	0			0	0	0	0	0	0	0	0	0	505	1		
47452																0	2346	63	276	1	24657	1438	19301	28	46580	0			0	2000	0	0	0	0	0	0	0	4203	8		
47500																0	27337	1404	1303	4	215195	23451	17902	40	261737	0			0	0	0	0	0	0	0	0	9669	2494	6		
48057																0	3425	180	511	2	78022	6224	8451	20	90409	0			0	0	0	0	0	0	0	0	0	1952	5		
48150																0	1163	61	0	0	17126	1801	4344	7	22633	0			0	0	0	0	0	0	0	0	0	0	0		
48374																0	32057	1146	2430	7	441970	28214	86915	157	563372	0			0	0	0	0	0	0	0	0	11930	12698	23		
48440																0	6495	351	0	0	59222	6574	23104	34	88821	0			0	0	0	0	0	0	0	0	0	8795	12		
49054																0	0	0	0	0	155871	2029	28903	55	184775	0			0	0	0	0	0	0	0	0	0	8024	6		
49148																0	5202	267	825	3	57808	4890	11686	17	75521	0			0	0	0	0	0	0	0	0	0	1617	3		
49241																0	12051	670	0	0	220558	22357	80819	107	313428	0			0	0	0	0	0	0	0	0	40587	15494	32		
49344																0	3025	182	0	0	56063	5118	25679	24	84767	0			0	0	0	0	0	0	0	0	0	3944	4		
49643																0	962	50	0	0	26161	2718	6009	9	33135	3			0	0	0	0	0	0	0	0	0	1862	2		
49652																0	2908	183	253	1	56698	5182	27497	32	87356	0			0	0	0	0	0	0	0	0	0	5371	8		
49821																0	44441	1543	4277	12	402061	26234	182997	249	633776	0			0	0	0	0	0	0	0	0	76771	27431	57		
49858																0	2596	242	0	0	55563	3784	8601	24	66760	0			0	0	0	0	0	0	0	0	0	4059	11		
49951																0	2957	126	302	1	64767	2367	23873	46	91899	0			0	0	0	0	0	0	0	0	0	1703	5		
50144																0	5977	326	779	2	38610	4246	3721	7	49087	0			0	0	0	0	0	0	0	0	0	603	2		
50461																0	283	34	338	1	58170	971	17444	33	76235	0			0	0	0	0	0	0	0	0	0	13910	25		
50546																0	3351	109	257	1	22642	2180	11909	23	38159	0			0	0	0	0	0	0	0	0	0	317	1		
50854																0	1640	71	0	0	47665	3852	8570	21	57875	0			0	0	0	0	0	0	0	0	0	3889	8		
50957																0	3633	210	0	0	94396	2057	15061	31	113090	0			0	0	0	0	0	0	0	0	0	3670	9		
51253																0	7273	219	331	1	100232	9919	27950	42	135786	0			0	0	0	0	0	0	0	0	0	2261	6		
51356																0	1582	62	0	0	35829	3937	28984	34	66395	0			0	0	0	0	0	0	0	0	0	5723	10		
51459																0	8764	513	795	3	134869	10952	62843	74	207271	0			0	0	0	0	0	0	0	0	3526	8058	15		
51730																0	5940	267	0	0	44664	5972	5329	10	55933	0			0	0	0	0	0	0	0	0	0	1615	3		
51842																0	23746	1500	0	0	163558	14551	46863	60	234167	0			0	0	0	0	0	0	0	0	1658	6066	6		
52410																0	2142	119	0	0	47079	5928	1182	4	50403	0			0	0	0	0	0	0	0	0	0	288	1		
52719															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52951																0	2250	60	0	0	48357	3465	37058	37	87665	0			0	0	0	0	0	0	0	0	0	3830	6		
53015																0	3278	131	0	0	16335	2371	2391	5	22004	0			0	0	0	0	0	0	0	0	0	464	1		
53033															1037488	0	12803	480	1795	3	644322	27303	1342484	1216	2001405	0	1940724	0	0	0	0	0	0	0	0	0	0	410612	513		
53051																0	3868	245	465	1	40739	3954	5437	11	50509	0			0	0	0	0	0	0	0	0	0	329	1		
53239																0	7658	236	2053	6	90589	7829	14709	20	115009	0			0	0	0	0	0	0	0	0	0	10939	13		
53453																0	1666	65	0	0	32415	2270	4493	10	38574	0			0	0	0	0	0	0	0	0	0	362	1		
53752																0	2090	67	0	0	34037	2087	9739	9	45866	0			0	0	0	0	0	0	0	0	0	310	1		
54049																0	4936	232	821	2	58745	7780	13511	19	78014	0			0	0	0	0	0	0	0	0	151	1423	3		
54058																0	18779	796	1083	4	188338	10421	41575	79	249775	0			0	0	0	0	0	0	0	0	0	1871	5		
54375																0	21582	1300	891	3	330426	30755	143625	157	496524	0			0	0	0	0	0	0	0	0	0	92423	138		
54441																0	8471	388	0	0	92562	8209	10326	21	111359	0			0	0	0	0	0	0	0	0	0	3579	9		
54656																0	48094	1194	4601	16	236616	16842	118877	154	408189	0			0	0	0	0	0	0	0	0	0	8740	15		
55176																0	36735	937	4825	14	152268	9767	56259	78	250092	6			0	0	0	0	0	0	0	0	0	3624	11		
55336																0	12538	806	1245	3	228247	20289	53539	111	295569	0			0	0	0	0	0	0	0	0	0	18194	43		
55635																0	315	31	0	0	68451	3501	11035	21	79801	0			0	0	0	0	0	0	0	0	27680	3754	5		
55653																0	3417	280	259	1	52782	4434	20926	41	77383	0			0	0	0	0	0	0	0	0	0	12895	21		
56258																0	7019	489	0	0	104428	10165	45886	60	157333	0			0	0	0	0	0	0	0	0	0	5322	11		
56351																0	31944	1876	771	3	514152	56232	239778	318	786645	0			0	0	0	0	0	0	0	0	0	79217	102		
56427																0	7240	381	1060	3	57371	5767	5219	9	70890	0			0	0	0	0	0	0	0	0	0	537	1		
56548																0	7166	469	392	1	259578	10406	40925	56	308061	0			0	0	0	0	0	0	0	4000	1253	3279	9		
56557	1964008	113914	1956872	121294	0	0	0	0	0	0	0	0	113914	121294	442173	0	10042	337	941	2	658441	21819	1180670	1271													103568	642323	571		
56717																0	34211	1211	4798	11	315577	27886	97994	148	452580	0			0	0	0	0	0	0	0	0	3667	12126	21		
57040																0	6271	293	0	0	63357	6290	8283	17	77911	0			0	0	0	0	0	0	0	0	0	712	2		
57228																0	9885	471	1335	4	193433	19385	30078	67	234731	0			0	0	0	0	0	0	0	0	0	5871	14		
57255																0	265	18	0	0	63228	6387	20908	33	84401	0			0	0	0	0	0	0	0	0	0	7160	11		
57451																0	27464	1185	1386	5	222834	20621	115832	111	367516	0			0	0	0	0	0	0	0	0	1877	29040	26	NA	
57572																0	3465	438	0	0	34152	4841	2559	7	40176	0			0	0	0	0	0	0	0	0	0	0	0		
57956																0	1709	104	300	1	71158	5666	71826	92	144993	0	142797	0	0	0	0	0	0	0	0	0	0	38198	33		
58074																0	15460	1104	1836	6	111571	15831	19308	43	148175	0			0	0	0	0	0	0	0	0	0	1212	2		
58207																0	12942	470	514	2	157580	11686	25139	58	196175	0			0	0	0	57	0	0	0	0	1393	6209	13		
58225																0	21821	654	3410	10	180789	17901	21453	49	227474	0			0	0	0	0	0	0	0	0	0	2426	5		
58243	3881629	199429	4047122	229094	897	869	0	0	0	0	0	25000	199429	229094	531600	0	144656	7161	8119	23	2346074	113745	1183351	1400													21832	482423	486		
58355																0	554	18	0	0	5225	772	731	2	6510	0			0	0	0	0	0	0	0	0	0	0	0		
58551																0	2104	67	841	2	78272	4926	43638	72	124855	0			0	0	0	0	0	0	0	0	0	21071	39		
58636																0	7847	414	288	1	154545	22199	43112	64	205793	0			0	0	0	0	0	0	0	0	0	12649	24		
58757																0	6271	783	0	0	38875	4902	1718	4	46864	0			0	0	0	0	0	0	0	0	0	456	1		
58971															816798	0	63041	3997	3299	7	1699369	144420	1436354	1743	3202063	0	3239462	0	0	0	0	0	0	0	0	0	51941	296983	478		
59316																0	25165	2228	579	2	296061	28455	76787	121	398592	0			0	0	0	0	0	0	0	0	0	9934	24		
59352																0	9395	614	0	0	190666	13717	76668	100	276729	0			0	0	0	0	0	0	0	0	0	9594	23		
59679																0	2432	127	262	1	14418	2103	5255	7	22367	0			0	0	0	0	0	0	0	0	0	0	0		
59754																0	1209	41	0	0	8286	1240	3871	6	13366	0			0	0	0	0	0	0	0	0	0	1180	2		
60143	42559561	1386505	41110957	1277695	859854	157774	0	0	0	0	277385	1646876	1386263	1277297	11494460	0	658008	60472	33373	90	15454323	1256571	25027352	15985													0	11241514	6805		
60330																0	25353	1263	656	2	307546	42878	94846	150	428403	0			0	0	0	0	0	0	0	0	6249	8233	15		
60433																0	6421	418	256	1	64513	1938	8577	26	79767	0			0	0	0	0	0	0	0	0	0	0	0		
60545																0	24312	737	3820	9	111292	7813	29113	48	168537	0	0	0	0	0	0	0	0	0	0	0	0	2038	5		
60554																0	3143	144	0	0	40691	3973	11432	25	55266	0			0	0	0	0	0	0	0	0	0	2019	4		
60648																0	16378	578	2172	5	148282	17419	44830	60	211662	0			0	0	0	0	0	0	0	0	218	4541	11		
61122															335246	0	66653	3955	1814	6	781182	65372	282940	282	1132590	0	1230166	0	0	0	0	0	0	0	0	0	27704	32582	50		
61355																0	33730	2503	966	3	415449	41690	90771	157	540916	0			0	0	0	0	0	0	0	0	0	16544	26		
61476																0	13530	438	3640	8	99943	7301	39320	78	156433	0			0	0	0	0	0	0	0	0	0	575	2		
61757																0	9614	1286	903	2	125842	15326	33222	38	169581	0			0	0	0	0	0	0	0	0	0	3474	8		
61832																0	6204	290	0	0	131227	10695	27666	57	165096	0			0	0	0	0	0	0	0	0	0	9644	16		
61953																0	7732	509	0	0	41554	5233	10068	15	59380	26			0	0	0	0	0	0	0	0	0	1544	3		
62044																0	964	94	0	0	14121	611	2684	6	17769	0			0	0	0	0	0	0	0	0	0	2177	6		
62110																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0		
62147																0	3023	313	0	0	44186	5087	14032	18	61241	0			0	0	0	0	0	0	0	0	0	2114	4		
63050																0	4936	284	0	0	85320	12447	14058	34	104314	0			0	0	0	0	0	0	0	0	0	4285	8		
63069	18552137	0	18232941	0	0	0	0	0	150947	0	104587	74858	0	0	11183595	0	86286	4517	10196	28	4422069	193879	14033586	11317													9670	1047598	970		
63078															144696	0	80279	2858	2784	10	1081295	76883	336077	500	1500435	0	1499397	0	0	0	0	0	0	0	0	0	8141	50282	77		
63201																0	4546	585	0	0	69846	9769	26732	48	101124	0			0	0	0	0	0	0	0	0	0	1773	4		
63359																0	6399	431	0	0	110365	6886	19531	49	136295	0			0	0	0	0	0	0	0	0	0	5604	14		
63573																0	24944	1877	1299	4	188099	10823	47683	106	262025	0			0	0	0	0	0	0	0	0	0	3329	6		
63733																0	37294	1177	3611	10	267100	25607	61991	214	369996	0			0	0	0	0	0	0	0	0	0	21824	65		
63742																0	1720	106	511	1	117138	8758	46938	69	166307	0			0	0	0	0	0	0	0	0	0	11081	21		
63751																0	488	139	0	0	6170	1013	1618	4	8276	0			0	0	0	0	0	0	0	0	0	0	0		
64150																0	455	21	0	0	58205	3928	52372	70	111032	0			0	0	0	0	0	0	0	0	0	8407	15		
64543																0	18294	732	0	0	243827	21219	77248	107	339369	0			0	0	0	0	0	0	0	0	0	6277	13		
64552																0	1800	49	284	1	59864	2893	16335	19	78282	0			0	0	0	0	0	0	0	0	22878	1858	2		
64619	1969328	0	1925045	0	0	0	0	0	0	0	0	0	0	0	779462	0	20126	603	1713	2	957864	29361	989625	925													13149	436835	425		
64730																0	14204	690	560	2	117990	8293	40874	42	173628	0			0	0	0	0	0	0	0	0	0	9123	9		
65205																0	79866	4937	1360	4	535410	35394	35972	81	652608	0	652010	0	0	0	0	0	0	0	0	0	0	1266	2		
65241																0	4285	203	0	0	74886	5474	17882	24	97053	0	94342	0	0	0	0	0	0	0	0	0	0	700	1		
65513	269185	0			7500	0	0	0	0	0	0	0	0			0	0	0	0	0	62992	2646	206193	139													0	41929	27		
65559																0	9468	501	0	0	230191	17131	143498	177	383157	0			830	0	0	0	0	0	0	0	0	7947	13		
65746																0	19635	1070	2783	9	344212	20706	143402	121	510032	0	509349	0	0	0	0	0	0	0	0	0	0	16760	25		
65858															273173	0	64217	3500	1643	5	809625	86715	423952	462	1299437	0	1266494	0	507	0	0	0	0	0	0	0	33571	117250	160		
66015	308651	12870			0	0	0	0	0	0	0	0	12870			0	0	0	0	0	103170	2091	192611	235													0	119617	127		
66154																0	12975	299	3379	9	50399	5209	7554	25	74307	0			0	0	0	0	0	0	0	0	0	801	2		
66172																0	16701	1169	518	2	242940	20979	50649	111	310808	0			0	0	0	0	0	0	0	0	0	6743	14		
66275																0	6498	283	1037	3	105669	7007	36843	82	150047	0			0	0	0	0	0	0	0	0	0	2595	3		
66837																0	9524	602	737	2	207379	9275	42512	59	260152	0			0	0	0	0	0	0	0	0	0	30193	32		
67142																0	6717	538	0	0	76588	4373	15025	25	98330	0			65	0	0	0	0	0	0	0	0	1897	5		
67151																0	7445	277	2081	7	293972	12555	162456	76	465954	0			0	0	0	0	0	0	0	0	42958	26646	44		
67209																0	33066	1071	5181	14	325536	21992	84844	137	448627	0			0	0	0	0	0	0	0	0	0	9110	14		
67254																0	0	0	0	0	12374	15772	305	1	12679	0			0	0	0	0	0	0	0	0	0	0	0		
67311															1062405	0	520853	34805	10664	32	8077846	870870	2833370	3665	11442733	0	11602083	0	0	0	0	0	0	0	0	0	0	1260100	1203		
68345																0	17529	648	4709	9	119388	12612	35341	33	176967	0			0	0	0	0	0	0	0	0	0	1752	5		
68448																0	6263	306	0	0	49640	6094	21631	32	77533	0			0	0	0	0	0	0	0	0	0	1546	4		
68756																0	6502	229	579	1	122600	10081	65565	111	195247	0			0	0	0	0	0	0	0	0	0	19651	27		
68831																0	5819	430	582	2	63239	6144	21681	28	93257	1936			0	0	0	0	0	0	0	0	0	7604	11		
68840																0	8840	492	547	2	115534	11294	46851	68	171772	0			0	0	0	0	0	0	0	0	0	2193	5		
68859																0	12093	775	1997	6	247216	24952	89929	177	351239	4			0	0	0	0	0	0	0	0	2278	4953	12		
68943																0	5901	348	0	0	72102	6040	8200	16	86203	0			0	0	0	0	0	0	0	0	0	3701	6		
69333															150546	0	41208	2092	1547	5	675582	57693	245617	298	963954	0	961254	0	0	0	0	0	0	0	0	0	20262	39057	65		
69678																0	21734	1005	703	2	270883	21024	125600	204	418920	0			0	0	0	0	0	0	0	0	0	21021	39		
69847																0	431	49	0	0	13686	1182	523	2	14640	0			0	0	0	0	0	0	0	0	0	0	0		
70049																0	8237	367	0	0	149360	14381	59696	105	217307	15			0	0	0	0	0	0	0	0	0	15640	23		
70058																0	5554	214	0	0	55762	5470	22189	20	83505	0			0	0	0	0	0	0	0	0	0	423	1		
70218																0	1263	279	0	0	63874	4514	10507	23	75644	0			0	0	0	0	0	0	0	0	0	1987	5		
70414																0	27996	975	1623	6	291229	25516	65909	114	386757	0			0	0	0	0	0	0	0	0	0	2195	4		
70638																0	12386	556	0	0	139509	13396	34933	48	186828	0			0	0	0	0	0	0	0	0	15292	6309	13		
70955																0	0	0	0	0	10793	748	1248	3	12041	0			0	0	0	0	0	0	0	0	0	0	0		
71318																0	22287	1396	1412	5	335877	26109	148404	220	507980	0			0	0	0	615	0	0	0	0	0	11233	14		
71457																0	12843	558	2475	7	125725	10548	41979	71	183022	0			0	0	0	0	0	0	0	0	0	7399	15		
71859																0	0	0	0	0	5578	542	674	2	6252	0			0	0	0	0	0	0	0	0	0	0	0		
72258																0	5530	544	790	2	164360	12596	121004	151	291684	0			0	0	0	0	0	0	0	0	0	1689	4		
72351																0	5202	468	0	0	42559	4171	4320	9	52081	0			0	0	0	0	0	0	0	0	0	338	1		
72454																0	13208	1553	304	1	49167	6207	9884	20	72563	0			0	0	0	0	0	0	0	0	0	1251	4		
72678																0	33341	994	3321	10	248362	13391	24539	45	309563	0			0	0	0	0	0	0	0	0	0	0	0		
73031																0	178	38	0	0	65387	3071	39450	59	105015	0			0	0	0	0	0	0	0	0	0	17846	26		
73116																0	48418	2716	555	2	441394	34260	58051	135	548418	0			0	0	0	0	0	0	0	0	0	11975	25		
73152																0	2782	136	0	0	51185	4572	18077	28	72044	0			0	0	0	0	0	0	0	0	0	4616	11		
73554																0	6192	275	551	2	96363	6798	21627	52	124732	0			0	0	0	0	0	0	0	0	0	2312	5		
73956																0	1893	86	0	0	35325	3399	6651	15	43869	0			0	0	0	0	0	0	0	0	0	1677	4		
74056																0	3406	183	0	0	67020	7179	12419	26	82845	0			0	0	0	0	0	0	0	0	0	4484	11		
74140															171639	0	54280	3886	3092	8	652012	67177	216166	281	925550	0	908653	0	0	0	0	0	0	0	0	0	14592	27013	53		
74159																0	0	0	0	0	21965	2306	5397	15	27363	0			0	0	0	0	0	0	0	0	0	1237	4		
74403																0	29707	2120	265	1	378286	38047	56880	119	465138	0			0	0	0	0	0	0	0	0	16483	16538	35		
74449																0	767	42	0	0	12444	2963	5174	7	18385	0			0	0	0	0	0	0	0	0	0	0	0		
74458																0	3130	162	0	0	68395	5379	16007	38	87532	0			0	0	0	0	0	0	0	0	608	4401	9		
75053																0	17521	669	857	3	179493	13197	46425	61	244296	0			0	0	0	0	0	0	0	0	0	9353	12		
75259																0	1595	31	0	0	60961	1870	43407	62	105964	0			0	0	0	0	0	0	0	0	0	715	1		
75446																0	9602	407	254	1	129998	9990	50687	71	190541	0			0	0	0	0	0	0	0	0	0	4320	10		
75455																0	2293	163	0	0	21504	2435	3550	8	27347	0			0	0	0	0	0	0	0	0	0	680	2		
75558																0	5891	238	0	0	125673	9722	53864	116	185428	0			0	0	0	0	0	0	0	0	0	15974	30		
75633	36929203	4080352	35677908	4105282	2530928	1100000	0	0	0	0	100000	100000	4080352	4105282	7114157	0	1005886	53273	60390	155	16666156	1208730	15116419	10684													188888	6201305	3216		
75651																0	4980	174	443	1	26741	6069	4733	13	36897	0			0	0	0	0	0	0	0	0	0	266	1		
76135																0	904	111	0	0	61129	4528	27904	27	89937	0			0	0	0	0	0	0	0	0	0	2386	4		
76153																0	2278	118	0	0	26796	2762	5452	11	34526	0			0	0	0	0	0	0	0	0	0	3091	5		
76443																0	5371	665	0	0	60595	6902	20492	22	86458	0			0	0	0	0	0	0	0	0	0	0	0		
76854																0	3109	153	0	0	124942	5025	37397	56	165448	0			0	0	0	0	0	0	0	0	7652	8444	15		
77150																0	348	36	0	0	20915	2729	8756	16	30019	0			0	0	0	0	0	0	0	0	0	326	1		
77253																0	2671	125	0	0	95860	5456	32194	82	130725	0			0	0	0	0	0	0	0	0	0	4661	11		
77422																0	0	0	0	0	59164	16706	79895	71	139059	0			0	0	0	0	0	0	0	0	0	65990	68		
77758																0	29274	1816	1103	3	233595	27417	94973	107	358945	0			0	0	0	0	0	0	0	0	100	22397	30		
77851																0	27416	2409	258	1	545363	35791	124715	135	697752	0	681688	0	137	0	0	0	0	0	0	0	8160	19924	29		
78036																0	5769	341	1814	4	70571	5543	8175	16	86329	0			0	0	0	0	0	0	0	0	0	437	1		
78157																0	591	40	0	0	30776	3957	7073	16	38441	0			0	0	0	0	0	0	0	0	0	986	2		
78241																0	2865	484	0	0	32571	2785	6519	13	41955	0			0	0	0	0	0	0	0	0	0	2008	6		
78559																0	3472	136	0	0	43885	4444	16479	24	63837	0			0	0	0	0	0	0	0	0	0	2812	9		
78858															222344	0	9151	438	0	0	692168	17380	321248	397	1022569	0	1021750	0	0	0	0	0	0	0	0	0	0	66649	72		
79042																0	3574	259	382	1	59838	5744	12735	20	76529	0			0	0	0	0	0	0	0	0	0	7004	4		
79127																0	4893	265	0	0	38225	3631	10225	31	53342	0			0	0	0	0	0	0	0	0	0	2383	5		
79145																0	13630	739	634	2	72965	8456	16274	23	103503	0			0	0	0	0	0	0	0	0	0	1291	3		
79257																0	503	82	0	0	14108	1161	4350	11	18961	0			0	0	0	0	0	0	0	0	0	308	1		
79855																0	19172	625	817	3	116531	8387	13397	25	149917	0			0	0	0	0	0	0	0	0	0	2148	6		
80020																0	0	0	0	0	18641	2172	492	1	19133	0			0	0	0	0	0	0	0	0	0	0	0		
80150																0	13216	710	0	0	185616	17425	61344	104	260176	0			0	0	0	0	0	0	0	0	0	10686	25		
80431																0	5520	193	267	1	57595	5709	9781	15	73163	0			0	0	0	0	0	0	0	0	0	4522	3		
80552																0	2045	67	0	0	15195	1642	345	1	17585	0			0	0	0	0	0	0	0	0	0	345	1		
80936																0	7767	302	977	2	83106	8616	22284	50	114134	0			0	0	0	0	0	0	0	0	0	630	1		
81429																0	11522	367	325	1	95219	9096	15084	30	122151	0			0	0	0	0	0	0	0	0	338	1462	4		
82033																0	7883	211	1078	3	111940	9192	33916	47	154817	0			0	0	0	0	0	0	0	0	0	6175	7		
82257																0	1092	71	1156	2	12410	1029	5631	12	20289	0			0	0	0	0	0	0	0	0	0	1411	3		
82350																0	3229	109	0	0	28635	3009	6623	13	38487	0			0	0	0	0	0	0	0	0	0	304	1		
82659																0	4889	398	412	1	45145	6640	6313	9	56759	0			0	0	0	0	0	0	0	0	0	632	1		
83151																0	5694	110	420	1	63020	3267	37022	77	106156	0			0	0	0	0	0	0	0	0	0	1310	3		
83236																0	1548	65	0	0	38782	3959	10821	18	51175	24			0	0	0	0	0	0	0	0	0	3771	5		
83375																0	7716	513	0	0	267649	26636	162021	171	437386	0	427587	0	0	0	0	0	0	0	0	0	0	1636	2		
83638	4955910	0	5080104	0	0	0	0	0	0	0	0	0	0	0	747679	0	5233	243	265	1	2717894	123356	2232518	2690													0	516582	600		
83834																0	3021	314	262	1	78386	7073	37666	63	119335	0			0	0	0	0	0	0	0	0	0	7139	18		
83852																0	2346	260	0	0	17966	1633	2907	7	23219	0			0	0	0	0	0	0	0	0	0	0	0		
83955																0	2476	159	0	0	36095	3025	1638	5	40209	0			0	0	0	0	0	0	0	0	0	1638	5		
84046																0	932	47	0	0	28500	1875	8164	6	37596	0			0	0	0	0	0	0	0	0	0	778	1		
84055																0	495	28	0	0	18147	1581	3571	8	22213	0			0	0	0	0	0	0	0	0	0	1640	5		
84251																0	256	18	0	0	10624	939	733	2	11613	0			0	0	0	0	0	0	0	0	0	440	1		
84541																0	21008	788	1234	4	273594	26410	155790	204	451626	0			0	0	0	232	0	0	0	0	0	17201	28		
84804																0	0	0	0	0	32786	6067	9116	15	41902	0			0	0	0	0	0	0	0	0	0	2883	3		
85052																0	969	35	0	0	37137	2120	34050	35	72155	0			0	0	0	0	0	0	0	0	0	3031	4		
