"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
1856																															0	0	785	0	0		194		421	0			1535	21	593	0	0	5299	0	0			0	1750	0	1555	1771	1656	35	3	5	50	0	1703	1219	406	194	27	0								0	0		0	
2040																															150	3884	3365	4371	1637		24		3616	0			51818	0	7073	0	766	111969	0	0			0	34458	455	3328	43521	5033	5888	21219	1172	33	130	16985	15615	34372	8457	1368	0								352	0		0	
2161																															0	1782	815	0	6572		119		1318	0			4691	0	11605	0	0	49177	430	0			0	22294	0	16880	17933	680	7669	5098	4904	3661	282	4303	6234	7888	6059	2650	168								411	0		0	
2376																															0	1154	0	123992	22718	0	0	0	0	0	0	0	0	6527	990	0	0	351344	0	0	0	0	0	151668	44295	2868	20315	1090	3806	3427	9502	72567	60971	8841	13954	21072	71307	52630	31755	0	0	0	0	0	0	0	0	0	0	0	
2451																															0	13	1267	0	345		0		2786	0			1986	0	1477	0	311	12600	0	0			0	4372	43	914	4758	255	265	2991	675	83	103	2094	3058	1319	1044	713	0								0	0		0	
2554																															0	0	524	0	0		0		2005	0			469	0	426	0	0	3505	0	0			0	81	0	0	1573	0	0	22	11	49	0	2339	195	170	270	450	0								0	0		0	
2732																															0	24023	0	57997	122203	0	309	309	0	0	87075	0	87075	7311	5603	0	0	312828	808	0	0	0	0	9115	0	4755	94284	2634	2332	2622	770	602	155	122797	30312	115032	32721	3363	296	0	0	0	0	0	0	0	0	0	0	0	
2750																															0	400	7926	0	1436		20		16305	0			2715	0	983	0	0	32026	0	0			0	2009	66	65	14559	21	341	1056	543	10	0	9515	10338	4512	3609	1507	0								0	166		0	
2938																															0	18851	5618	4663	58514		2224		933	0			47424	4738	13166	0	0	199853	0	0			0	37642	6080	10341	94741	12056	5519	8151	8944	856	1187	89049	16537	37299	15721	824	25								0	0		0	
2956																															0	1104	18882	1655	3357		6		2453	306			1624	709	3604	0	190	60861	0	0			0	25213	2064	0	53063	6439	17418	871	174	0	0	10996	18896	4504	820	80	212								0	0		0	
3252																															0	270	10243	0	2508		3135		28327	0			9256	0	4098	0	0	59059	137	0			0	1359	0	790	0	330	529	159	24	250	65	18247	26696	4659	4590	1775	264								0	0		0	
3458																															0	0	3293	0	567		17		929	0			1730	0	634	0	0	9019	0	0			0	1849	0	0	2704	39	235	1374	188	0	0	932	2173	3229	510	3	321								0	0		0	
3506																															0	14400	0	10723	234697	0	197	197	0	0	47147	0	47147	29963	2270	0	0	606739	66	47752	47752	0	0	168394	50669	38817	20096	6483	5519	3231	14250	98484	39735	87890	32456	97626	141749	69966	4384	0	0	0	0	0	0	0	0	593	0		
3579																															0	4623	102	1042	24767		0		10	0			47962	2917	32753	0	0	189150	0	0			0	72951	1300	63924	2063	5883	12387	5105	12583	24614	12180	52187	6338	9812	23254	23202	1005								0	723		0	
3720																															0	5211	4343	312	17932		0		1514	0			6601	2412	5490	0	1025	71808	0	0			0	26567	269	781	14250	2306	2772	7445	10028	3711	267	20302	3291	6593	9931	3397	1645								0	132		0	
3953																															0	2104	8034	2307	7507		61		21081	0			13981	0	3838	0	0	65277	0	0			0	5602	762	347	20527	749	894	2592	1185	28	11	31276	16843	7020	1683	1126	896								0	0		0	
4138																															0	8949	60	2053	15045		2877		0	188			8070	2648	12781	0	51	104368	555	0			0	52061	260	29861	15066	3264	7692	30558	2802	5706	1996	24199	10464	11873	4250	1574	189								0	68		0	
4147																															0	7115	177	4244	18893		166		24	0			8647	2632	4657	0	91	59755	0	0			0	12276	87	11195	10780	247	1878	8831	382	476	462	2186	22311	15363	3717	2158	458								654	92		0	
4156																															0	5060	6940	63	9674		525		13820	0			16642	615	4741	0	0	73037	0	275			0	14457	225	0	24052	382	956	3031	1813	6963	1217	15996	18751	11239	7764	3578	309								0	0		0	
4231																															0	766	5943	0	12995		0		1626	0			3172	0	6797	0	266	42691	0	0			0	11126	0	135	14020	555	2256	6160	1746	318	0	8326	7518	8613	6253	316	0								0	0		0	
4437																															0	1461	1007	782	33074		1884		141	0			15189	5862	10589	0	0	114604	46	72			0	39537	560	34743	35784	5497	6809	19123	3826	1773	2509	29965	11478	14959	9956	7583	872								0	4492		0	
4745																															0	0	675	0	586		0		544	0			741	0	964	0	80	4989	0	0			0	1399	0	0	1446	0	82	74	139	1086	0	832	532	785	764	676	0								0	0		0	
4839																															0	5426	0	24019	78004		924		0	0			5705	5468	4921	0	0	144662	0	0			0	16547	3545	4683	48476	5229	2230	5342	3431	25	185	41093	11743	31495	34995	8177	35								0	103		0	
5005																															0	11401	0	15766	42473		35		0	0			9405	6466	456	0	0	168555	166	0			0	80527	2096	17042	18151	2061	6189	6892	4468	31556	28968	22597	5773	14251	25264	19902	393								0	96		0	
5050																															0	5519	0	64	6951		62		385	0			8508	128	9312	0	0	40596	0	0			0	8808	727	6963	12657	1394	5975	828	238	143	230	8547	7442	10237	5170	297	0								132	0		0	
5069																															0	25332	996	2514	199200		0		0	0			3698	787	0	0	0	240251	3015	0			0	10736	0	218	109266	4218	6237	48	233	0	0	161150	16467	35576	12444	0	1129								0	3		0	
5135																															0	1511	12000	2844	22641		33		11269	225			25919	322	8850	0	1244	112393	0	7			0	23745	1474	14047	49608	3983	10831	6211	1265	836	349	46086	25436	12511	3045	404	289								534	0		0	
5210																															0	19037	8718	22260	82434	0	276	276	1573	0	17517	0	17517	9297	10460	0	3874	380728	0	0	0	0	0	178608	25674	1210	10775	35399	37080	21027	26505	51978	6566	79214	8338	40070	53461	17229	3437	0	0	0	0	0	0	0	0	1000	0	0	
5247																															0	78245	10935	8851	83433	0	259	259	595	0	82766	0	82766	47791	12909	0	1657	522002	605	0	0	0	0	141479	53065	85989	160590	69789	6195	12606	22641	9230	21017	239374	13369	29692	78374	20263	57	0	0	0	0	0	0	0	251	371	0	0	
5274																															0	698	0	0	24895		3		0	0			5325	1698	2475	0	240	71893	0	0			147	35689	680	209	10370	920	1169	1843	3438	16022	11511	16113	1414	10200	5485	2180	0								0	190		0	
5331																															1340	7374	0	32740	22820		2125		0	0			10584	12671	404	0	0	107334	279	0			1939	17383	41	4227	11412	1573	1188	4375	7800	1645	802	24054	6082	19009	39849	1211	0								0	131		0	
5461																															0	3205	3916	1938	77856		8456		267	178			30686	1603	2002	0	0	140171	260	0			14256	6820	3298	947	24129	1235	1269	1542	2700	74	0	38978	2534	8504	31639	47662	4280								0	384		0	
5751																															0	50	3275	101	2887		7		14453	546			8571	0	2389	0	52	40905	0	0			0	8865	227	4299	18328	402	1077	3238	378	2179	1559	19185	3710	3369	4111	1118	141								0	28		0	
5939																															30	147001	0	39396	458157	0	1820	1820	0	707	146835	0	146835	156492	15980	0	3665	1544639	0	0	0	0	22638	432545	142117	335210	96270	83600	128869	122892	50549	21577	15082	478307	202156	239835	126597	51645	2147	0	0	0	30	0	0	0	0	601	5361	0	
6039																															0	2698	2431	0	24282		103		2497	0			12643	0	5614	0	1784	57844	27	0			0	4825	534	833	21078	869	384	2043	710	650	113	35989	6476	5745	2441	2187	0								396	64		0	
6057																															0	37	2902	0	990		0		1260	0			1177	0	896	0	0	10762	0	0			0	3350	150	0	4114	101	1019	1968	67	43	0	2337	1980	1995	1030	70	0								0	0		0	
6141																															0	0	1484	0	2218		54		1472	0			923	0	2361	0	193	11615	4	0			0	2912	2	649	5747	398	436	305	1336	437	0	1618	3295	1097	1686	997	0								0	0		0	
6329																															0	6116	4470	285	41091		0		4303	0			23121	1637	33084	0	593	142560	1721	0			0	25638	2514	870	47984	3541	4056	6938	7725	3038	81	30939	20154	33617	23818	5991	969								620	809		0	
6972																															0	40629	470	11082	147997	0	128	128	41	339	22882	0	22882	14264	11617	0	8057	285243	0	0	0	0	1695	22503	3395	6152	65970	3622	1186	3953	2535	8524	2683	77070	24585	72367	61168	16596	3851	0	0	0	0	0	0	0	1326	852	0	0	
7009																															0	0	0	0	0	0	6959	6959	0	0	0	0	0	0	265575	0	0	272534	0	0	0	0	0	0	0	0	262597	0	0	0	0	0	0	253688	15759	3087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	3726	0	5821		11		3078	0			3131	171	14652	0	227	48467	0	0			0	17224	0	339	6065	378	431	97	462	8339	7476	2570	2686	7521	8892	4947	4620								426	0		0	
7157																															0	0	1323	0	871		0		1615	0			2650	0	3714	0	0	17380	0	0			0	7207	0	93	6098	180	733	5831	219	243	0	1277	3933	3816	924	90	2								0	0		0	
7166																															0	109600	0	8145	142474	0	493	493	96	0	54325	0	54325	7209	1065	0	0	336335	1249	529	529	0	0	12022	543	1665	96346	435	941	69	521	1520	8536	79751	57237	45359	50397	81959	10805	0	0	0	0	0	0	0	594	489	0	0	
7456																															0	0	1074	0	451		0		6741	0			5586	0	1963	0	0	16075	0	0			0	260	0	0	8108	0	0	19	241	0	0	3305	4803	2897	2631	2110	69								0	0		0	
7634																															0	260	718	0	2853		60		1767	0			7784	0	3589	0	0	21164	0	0			0	3685	448	0	8583	309	1262	1074	534	438	0	1611	5401	5135	3891	898	0								0	0		0	
8033																															0	3750	0	0	722		427		6734	0			21208	905	6486	0	0	45704	0	0			0	5147	325	2224	34671	2912	61	1406	714	11	43	28993	2706	4012	3990	663	14								0	0		0	
8417																															0	0	0	0	0	0	95531	95531	0	0	0	0	0	0	0	0	0	95531	0	0	0	0	0	0	0	0	95531	0	0	0	0	0	0	95531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	12	1675	0	2191		2		8804	0			6478	0	6457	0	891	29896	0	0			0	2901	485	18	10332	5	170	19	192	1037	1478	13711	4233	3640	3345	1803	221								0	0		0	
8547																															0	2113	16992	2123	66246	0	0	0	5633	1755	32950	0	32950	8109	16321	0	332	241487	503	319	319	0	0	88253	2062	43290	44028	5647	10281	7409	4286	25189	33710	39145	17140	18163	30158	17256	28683	0	0	0	0	0	0	0	537	0	0	0	
8631																															0	402	57	0	4675		85		177	0			2101	0	8535	0	162	24779	0	0			0	8433	152	18	3219	244	45	190	486	4529	2939	2774	474	3630	4273	3991	923								0	0			
9115																															0	41940	947	15268	298086	0	4939	4939	0	0	91500	0	91500	88410	32820	0	14505	749371	0	0	0	0	0	92014	64971	42907	213442	12915	2288	6511	15280	28765	26152	227178	32759	85895	208685	79240	22846	0	0	0	0	0	0	0	0	3971	0	0	
9160																															0	46537	0	0	15627		48		120	0			5176	3688	796	0	105	87061	527	0			0	15127	127	12417	35036	13890	843	0	291	0	103	69977	2317	127	19	21	0								0	237		0	
9357																															0	0	0	0	18494	0	1219	1225	0	0	98073	0	98073	3938	2575	0	0	445055	0	0	0	0	0	319517	998	0	85838	319470	0	0	47	0	0	101674	4747	7246	9378	2173	0	0	0	0	0	0	0	0	0	241	0	0	
9553																															0	495	14177	37	261		910		19499	0			3315	0	1262	0	0	44228	0	0			0	4183	89	306	16594	658	573	894	1904	78	76	34785	966	775	2749	768	0								0	0		0	
9807																															0	419124	0	37936	366720	0	975	975	0	0	74387	0	74387	88248	670	0	0	1403641	4923	0	0	0	0	376495	43725	25515	393911	17360	18237	9124	27230	216619	81814	578230	31901	70698	148796	184819	1830	0	0	0	0	0	0	0	0	284	0	0	
9955																															0	840	6434	205	2836		56		10633	0			5039	119	4307	0	0	40984	0	1639			0	7831	1013	3766	19415	125	830	724	550	5518	84	11021	7485	6862	3801	3127	854								0	32		0	
10157																															0	0	8336	460	445		372		22472	0			3873	0	1631	0	657	40699	0	0			0	2453	0	487	19254	133	356	7	253	1285	419	5932	17728	2181	5497	4066	1820								0	0		0	
10250																															0	17797	888	4860	42013		137		107	0			33608	6079	33689	0	627	181204	0	0			0	24870	15559	16785	34139	2276	653	11390	10032	417	102	45695	12171	54260	36738	6705	0								233	737		0	
10849																															0	14051	7486	9030	38487		29		5387	0			5213	0	3035	0	2598	125119	0	0			0	38338	1032	22682	37829	3747	19400	7230	3292	2155	2514	35272	15250	20436	14407	1413	0								433	0		0	
10858																															0	8427	12710	4253	35755	0	247	247	22910	0	28959	0	28959	4666	50188	0	1219	282407	0	60	60	0	0	8775	4018	1098	168430	597	920	1982	2337	1786	1153	147079	28967	35202	49284	12648	273	0	0	0	0	0	0	0	100000	220	0	0	
11145																															0	2527	13	0	18353		57		92	0			6977	2625	4029	0	825	97017	0	0			0	60814	704	7554	7169	1726	7109	7932	6499	37106	325	9102	1984	13817	6790	3636	71								1	0		0	
11640																															0	1198	14573	1521	18999		327		9741	0			22872	0	14021	0	132	99035	3	0			0	14430	1224	11568	35013	2615	5246	993	1110	2798	1647	21929	27844	11458	12161	7557	3633								0	0		0	
11837																															0	11828	310	0	74		618		334	0			24403	0	1339	0	1343	52646	43	0			0	12100	184	1481	24212	4479	2620	4726	260	14	0	13283	3830	17255	2793	2654	0								148	8		0	
12030																															0	5080	22588	144	45800		110		4966	0			40198	0	19653	0	2381	178943	0	0			0	36487	1536	1629	83924	4855	10153	16274	2438	2664	103	65857	34724	24389	11032	5462	820								0	0		0	
12058																															0	4234	4491	558	5160		76		4539	0			9713	0	8717	0	14	60629	0	0			0	22000	1127	2890	13603	1844	3117	6713	7766	1564	946	7140	9894	9849	7456	2508	283								0	0		0	
12142																															0	2624	4433	914	19000		935		2300	0			4276	147	15451	0	0	68798	322	0			0	18166	724	18166	21061	954	1658	10591	3744	580	639	10668	10393	19873	8431	1295	0								150	0		0	
12245																															0	2269	989	0	20398		34		0	0			1860	0	3519	0	1030	56420	0	0			0	26187	41	2956	18526	1190	3535	7496	1077	12598	0	7821	5981	7661	4169	3556	0								93	0		0	
12311	9964113	225806	39619	0	4353996	0	3261888	0	44292	19296545	9	1325641	0	213736	3881803	7317853	853284	1569508	3141171	3962488	127383	18379	0	175	0	0	0	62645	0	0	18554	1430678	69686	175198	2814069	23459	225806	202347	39619		4353996	0	4353996	2662264	3261888	0	44292	19296545	9	1325641				2208394	603824	1250277		195366	125386	405657	652309	261057	558450							18379			175	0			0	62645			
12357																															0	0	3183	0	108		54		2778	0			980	0	882	0	0	9307	0	0			0	1322	0	0	3610	13	31	308	970	0	0	1377	2189	704	3589	126	0								0	0		0	
12647																															0	3693	1851	0	5444		7		3418	0			4848	554	1638	0	364	35866	0	0			0	13368	552	8102	24313	4143	4109	4004	1049	0	0	10239	7030	4215	927	87	0								96	33		0	
12656																															0	65	520	261	280		0		875	0			456	0	985	0	0	7881	0	0			0	4439	0	2620	2510	1203	2419	445	219	128	0	211	1530	644	586	471	0								0	0		0	
12937																															0	0	141	14409	23140		396		0	0			10814	11772	703	0	0	96210	72	0			0	29611	5296	343	23253	555	3059	4078	17871	2317	1731	38434	4757	4966	12623	5891	0								0	0		0	
12946																															0	7526	9287	4092	67072	60	898	838	2779	0	25899	0	25899	406	19805	0	85	209217	0	0	0	0	0	66191	5102	2114	64808	4835	4705	10705	31420	13163	337	64050	26963	24559	23008	2552	165	0	0	0	0	0	0	0	0	75	600	0	
12955																															0	5868	345	447	22393		0		19	0			13352	245	4339	0	259	61680	0	1131			0	11453	1829	1394	16929	4344	316	6792	0	0	0	14034	6448	24748	4842	0	0								0	0		0	
13037																															0	5825	159	61	39885		224		4	168			16959	248	4418	0	0	100367	74	0			0	30888	1439	21021	33280	5328	21382	3308	0	275	324	43574	11789	8615	2488	1525	169								331	0		0	
13103																															0	11114	0	17973	142515	0	0	0	0	0	49726	0	49726	10003	4650	0	3048	418546	0	0	0	0	0	173950	5456	29609	23309	3743	9577	11441	6587	48141	94036	42956	22291	45595	89284	41451	1733	0	0	0	0	0	0	0	0	111	0	0	
13251																															0	0	1068	0	4630		0		1865	0			3231	0	2538	0	224	18931	0	0			0	5025	350	0	9404	155	1411	3347	64	37	0	2977	5266	4619	849	141	0								0	0		0	
13309																															0	13635	536	14355	341863	25	557	532	824	3623	240693	0	240693	44136	284647	0	8195	1402098	0	0	0	0	613	404077	45059	71008	225269	10361	29465	10622	21092	206844	124906	345437	60113	150215	210934	146016	42057	0	0	0	0	0	0	0	0	3521	0	0	
13457																															0	0	3759	0	419		21		4585	0			1440	13	647	0	0	11662	0	149			0	626	3	602	4856	43	142	338	58	45	0	9380	1072	330	25	222	0								0	0		0	
14052																															0	1786	2710	0	10679		0		1162	27			7058	100	4754	0	212	48875	0	0			0	18746	1668	0	34715	4217	10234	3318	150	17	613	9500	10764	4274	4781	266	0								0	0		0	
14155																															0	4036	4387	0	1247		77		10316	0			12862	0	7884	0	40	62743	2	0			3160	21310	586	264	18284	1424	2370	13617	3131	503	234	8629	7731	10910	8327	3970	1731								0	0		0	
14258																															0	114059	6870	4886	101624	0	141	141	1087	0	85272	0	85272	12469	7742	0	624	446137	1569	0	0	0	5280	102372	9377	75968	220647	20137	22002	42819	7421	4159	5694	266387	23360	33187	16391	5467	104	0	0	0	0	0	0	0	0	1183	0		
14409	5894619	83038	13228	0	4284929	1788	1815522	0	1271	12744898	0	616725	0	0	1644613	5129504	895742	1015123	1605245	1340919	719113	0	0	0	0	0	0	33778	0	0	0	68724	458	98075	1851243	42625	83038	40413	13228		4284929	1788	4286717	1001737	1815522	0	1271	12744898	0	616725				1935027	939355	467954		48093	128471	119835	170499	430050	1032973							0			0	0			0	33778			
14454																															0	1816	1064	1251	12496		3		2716	0			1394	0	494	0	0	24020	0	1900			0	886	0	0	6043	19	290	543	34	0	0	6113	5416	7822	3061	11	78								0	0		0	
14650																															0	90	345	0	2141		6		809	0			977	0	4500	0	56	14851	47	0			0	5896	78	2483	3057	593	409	3059	1602	199	0	1101	1235	4759	1769	132	0								0	0			
14753																															0	45	2473	0	675		6		8296	171			1276	0	907	0	0	14952	0	0			0	1268	0	234	8134	179	248	807	9	25	0	2074	10710	506	284	0	0								0	6		0	
14865																															0	9908	6297	57	10014		389		12977	181			7744	130	2357	0	3489	58193	152	0			0	3130	848	476	23465	12	258	440	84	1154	1183	14052	11781	7965	3709	5305	11118								325	680		0	
14931																															0	1344	650	358	4284		100		0	0			7120	1094	643	0	0	16072	47	0			0	526	0	523	2966	523	0	0	0	3	0	6270	713	1320	1808	5470	0								0	0		0	
14940																															0	2390	0	4791	23085		227		0	0			4132	19308	15166	0	0	109328	0	0			0	33038	5549	20436	9653	1390	1210	4476	10205	13933	1824	33568	1194	9259	23511	8733	25								0	1642		0	
15536																															0	152879	3504	20497	484110	0	236	236	0	0	57041	0	57041	4445	3112	0	6309	871122	0	117379	116862	517	0	16751	4502	0	360787	1098	1929	2808	2847	3443	4183	272530	85230	238494	70109	138520	22748	0	0	0	0	0	0	0	0	357	0	0	
15732																															0	63328	678	2059	127283		0		0	0			54553	1814	9617	0	0	282185	0	1028			0	15826	5931	608	93073	1773	3513	5225	4249	240	826	70638	40481	65079	69133	13909	6595								0	68		0	
16337																															0	30961	1179	7687	45403		692		108	45			18989	835	27316	0	782	169039	0	0			0	30433	3813	27309	32936	4668	7869	15415	846	1333	286	45716	46725	24327	13131	4858	3743								0	841		0	
16355																															0	2774	481	4469	7524		10		517	0			6188	1008	1116	0	0	28325	0	0			50	3827	335	3201	6602	648	750	2089	297	0	0	6104	4998	7402	5449	545	0								0	76		0	
