RIAD4097,RIAD4235,RIAD4239,RIAD4341,RIAD4797,RIAD4843,RIAD4844,RIAD4845,RIAD4846,RIADB523,RIADB524,RIADB525,RIADC899,RIADC900,RIADC902,RIADC903,RIADC904,RIADC905,RIADC907,RIADC908,RIADC909,RIADC911,RIADC913,RIADC914,RIADGW64,RIADJA28,RIADKW02,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,61476,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,61533,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,61757,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,61832,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,61953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,62044,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,62147,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63050,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,63069,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63078,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63201,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63573,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63733,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63742,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,63751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,64150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,64543,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,64552,2008-12-31
,,,,,,,,,,,,26,6,0,0,0,298,814,0,-186,-310,0,-310,,,,64619,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,64730,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,65205,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,65241,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,65513,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,65559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,65746,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,65858,2008-12-31
,,,,,,,,,,,,8278,1518,0,0,0,229,0,0,0,6989,0,6989,,,,66015,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,66154,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,66172,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,66275,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,66837,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,67142,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,67151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,67209,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,67254,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,67311,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68448,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68831,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68840,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68859,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,68943,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,69333,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,69678,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,69847,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70049,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70058,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70218,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70254,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70414,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70638,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,70955,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,71318,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,71457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,71859,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,72258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,72351,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,72454,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,72678,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,73031,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,73116,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,73152,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,73554,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,73956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74056,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74140,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74159,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74403,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74449,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,74458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75446,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75455,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75558,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,75633,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,75651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,76050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,76135,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,76153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,76443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,76854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77253,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77347,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77422,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,77851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78036,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78157,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78241,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78643,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,78858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,79042,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,79127,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,79145,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,79257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,79855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,80020,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,80150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,80431,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,80552,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,80936,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,81429,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,82033,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,82257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,82350,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,82659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83236,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83311,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83375,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,83638,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83834,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83852,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,83955,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84046,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84251,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84541,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,84804,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85043,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85052,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85454,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,85931,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,86349,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,86358,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,86527,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,86554,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87047,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87159,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87234,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87476,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87533,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88240,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88352,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88455,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88530,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,88950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89032,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89135,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89162,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89452,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,89957,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90047,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90328,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90337,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90467,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90645,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,90739,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91156,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91615,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91754,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91950,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,91969,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92144,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92630,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92706,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,92902,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93244,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93413,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93543,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93619,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93721,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,93758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,94139,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,94456,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,94522,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,94755,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,94858,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,95051,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,95659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,96553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,97055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,97279,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,97457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,97804,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,97943,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98351,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98454,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98463,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98548,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98641,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,98717,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99004,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99143,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99255,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99442,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99536,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99853,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,99974,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,100236,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,100357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,100553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,100562,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,100843,2008-12-31
,,,,,,,,,,,,11387,83283,223,0,0,92,80,0,-23527,-48419,36024,-12395,,,,101019,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101037,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101233,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101439,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101671,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101738,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,101952,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,102155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,102333,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,102342,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,102539,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,102557,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103134,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103255,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103536,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103554,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103563,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,103602,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104038,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104056,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104234,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104430,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,104663,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105026,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105044,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105071,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105222,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105530,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,105633,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106359,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106377,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106452,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106519,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106546,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106555,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,106658,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107057,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107226,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107244,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107431,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107459,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,107758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,108269,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,108652,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,108746,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,108951,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109136,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109154,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109574,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,109855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,110413,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,110655,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,110936,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,110945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111157,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111205,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111661,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111942,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,111979,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,112163,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,112332,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,112444,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,112510,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,112556,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,112837,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113003,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113030,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113441,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113601,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113740,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,113937,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114149,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114158,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114251,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114260,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114774,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114840,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,114859,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115100,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115146,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115155,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115221,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115575,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,115641,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116077,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116358,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116554,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116639,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116732,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,116741,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,117038,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,117458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,117672,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,117775,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,117841,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,118156,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,118174,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,118660,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,118736,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,119153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,119274,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,119528,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,119779,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,120542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,120609,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,120953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,121576,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,121642,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,121651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,121914,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,122153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,122546,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,122658,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,122751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,122854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,123178,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,123440,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,123646,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,124344,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,124353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,124773,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,124830,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,125154,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,125855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,125958,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126012,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126049,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126254,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126740,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,126834,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,127055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,127224,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,127260,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,127701,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,128258,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,128511,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,128904,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,128959,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129349,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129358,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129394,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129479,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129732,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129853,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,129910,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,130345,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,130541,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,130635,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,130813,2008-12-31
