RIAD4097,RIAD4235,RIAD4239,RIAD4341,RIAD4797,RIAD4843,RIAD4844,RIAD4845,RIAD4846,RIADB523,RIADB524,RIADB525,RIADC899,RIADC900,RIADC902,RIADC903,RIADC904,RIADC905,RIADC907,RIADC908,RIADC909,RIADC911,RIADC913,RIADC914,RIADGW64,RIADJA28,RIADKW02,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,809379,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,809539,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,809650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,809856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,809940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,810151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,810544,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,810553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,810834,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,810900,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,810919,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811046,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811279,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811457,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811541,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811550,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811747,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,811756,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,812164,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,812436,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,812557,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,812614,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,813059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,813572,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,813853,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,813947,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814177,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814216,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814355,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814430,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814551,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814711,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814748,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,814953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,815053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,815147,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,815156,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,815277,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,815754,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816210,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816256,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816304,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816603,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,816948,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,817356,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,817477,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,817824,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,818401,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,818540,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,818559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,818652,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,819154,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,819172,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,819453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,819556,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,819855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820048,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820178,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820301,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820459,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820655,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,820842,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821036,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821120,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821157,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821278,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821456,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821559,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821643,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821652,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,821906,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822042,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822051,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822145,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822154,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822408,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822529,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822556,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822631,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,822846,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823133,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823142,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823450,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823553,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823638,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,823656,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,824000,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,824242,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,824550,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,824653,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,824738,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825146,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825454,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825548,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825847,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,825977,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,826255,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,826451,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,826648,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,826956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,827346,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,827355,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,827458,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,827560,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,827953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,827971,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,828053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,828110,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,828651,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,828745,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,829032,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,829041,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,829050,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,829256,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,829452,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830113,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830168,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830252,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830355,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830645,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,830748,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831008,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831044,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831352,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831549,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831576,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831642,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831857,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,831941,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,832377,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,832470,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,832528,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,832546,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833271,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833404,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833646,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833749,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833758,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,833851,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,834045,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,834353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,834755,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,834979,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835257,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835378,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835444,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835613,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835659,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835743,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,835958,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,836151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,836544,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,836656,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,836843,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,836852,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837000,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837037,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837046,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837149,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837158,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,837260,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837354,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837448,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837541,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837550,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837653,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837840,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,837952,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,838155,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,838632,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,839068,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,839246,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,839255,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,839817,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840019,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840251,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840354,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840363,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840578,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,840747,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841052,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841436,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841472,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841539,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841838,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,841865,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842004,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842031,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842116,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842358,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842376,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842460,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,842853,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,843159,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,843270,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,843542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,843935,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,843953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,844053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,844138,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,844343,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,844455,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,844567,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,845247,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,845443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,845452,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,845751,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,846132,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,846356,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,846619,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,846945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,847157,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,847540,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,848248,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,848453,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,848752,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849348,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849432,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849450,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849647,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849665,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849777,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,849834,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,850036,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,850054,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,850456,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,850616,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,851060,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,851239,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,851631,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852133,2008-12-31
,,,,,,,,,,,,23093000,15579000,5896000,3538000,33000,4815000,13297000,22000,-313000,8364000,2321000,5846000,,,,852218,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852254,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852263,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,852320,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852357,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852544,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852704,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852713,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,852973,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853112,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853158,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853251,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853372,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853644,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853747,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853804,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853934,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853952,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,853970,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854052,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854173,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854351,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854418,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854454,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854520,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854548,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854753,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,854847,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855143,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855264,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855303,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855563,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855648,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855741,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855844,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,855956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856140,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856159,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856243,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856337,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856346,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856458,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856542,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856748,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856869,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,856944,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857017,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857147,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857455,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857576,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857745,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857811,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,857941,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858210,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858443,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858452,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858528,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858818,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,858854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859002,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859141,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859150,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859552,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859655,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859712,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,859945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860053,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860147,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860156,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860231,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860259,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860334,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,860352,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,861153,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,861434,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,861658,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,861742,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,861854,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,862057,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,862141,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,862552,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,862824,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,862945,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,863353,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,863362,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,863607,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,863652,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,863746,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,864248,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,864341,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,864752,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,864846,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,864855,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865142,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865151,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865450,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865544,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865674,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865759,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,865852,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866000,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866055,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866121,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866251,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866859,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,866943,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,867258,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,867454,2008-12-31
,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,867632,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,867650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,867856,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,867940,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868059,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868068,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868376,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868442,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868844,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,868956,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869346,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869524,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869551,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869663,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869953,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,869971,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,870539,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,870650,2008-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,870856,2008-12-31
