"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1350	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2800	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	
18126										40003		12227	0			0	0			189754	0	
18135										7600		596	0			5984	0			4175	0	
18368										33207		623	0			0	0			6548	5592	
18377										0		95	0			0	0			0	0	
18827										5800		491	0			0	0			757	0	
18836										5313		356	0			0	0			2147	46	
18854										3692		48	0			0	0			0	0	
18863										0		1940	0			7000	0			22825	0	
18957										3708		215	0			0	0			2700	0	
19356										5850		0	0			700	0			0	0	
19730										44665		23411	0			17190	0			10000	5	
19936										6005		932	0			5179	0			0	0	
19972										0		227	0			0	0			0	0	
20053										0		75	0			2243	0			1350	523	
20147										1142		162	0			0	0			737	0	
20259										5686		38	0			0	0			0	2586	
20370										700		453	0			0	0			2000	0	
20512										1700		784	0			0	0			10000	0	
20633										2900		279	0			0	0			2000	1000	
20754										360		0	0			0	0			0	0	
20839										3605		260	0			0	0			5200	0	
20857										5962		316	0			0	0			3557	0	
20866										8370		276	0			0	0			0	0	
21256										636		18	0			0	0			0	0	
21359										1225		32	0			0	0			366	85	
21630										700		482	0			0	0			6613	0	
21658										4315		379	0			0	0			4462	0	
22048										12415		314	0			2713	0			1551	2091	
22235										4547		845	0			0	0			16900	0	
22356										6690		1268	0			3804	0			676	10	
22459										5100		442	0			1785	0			2239	0	
22543										11850		176	0			0	0			949	0	
22552										0		194	0			1050	0			1700	0	
22730										2329		0	0			0	0			0	0	
22860										0		5268	0			0	0			174000	102471	
22936										4198		300	0			0	0			4655	0	
22954										277		145	0			0	0			2331	74	
23036										0		0	0			11374	0			90	0	
23045										7200		184	0			0	0			0	0	
23241										13933		34613	0			350678	0			548238	58720	
23344										8604		1044	0			196	0			11500	0	
23456										3419		174	0			0	0			241	0	
23504										9300		1393	0			0	0			0	0	
23540										4547		443	0			0	0			0	0	
23643										2050		497	0			0	0			623	0	
23755										7065		355	0			0	0			1000	0	
23812										1000		3546	0			3811	0			30786	1101	
24006										50700		2275	0			0	0			0	0	
24266										72000		2059	0			0	0			14238	0	
24453										2157		1017	0			0	0			0	0	
24659										1500		0	0			0	0			0	0	
24668										0		429	0			2630	0			0	0	
24855										2191		19	0			0	0			0	0	
24949										9251		1687	0			373	0			30000	2036	
25357										20		207	0			0	0			0	0	
25450										264146		7800	0			451095	0			9132	16582	
25647										16680		0	0			0	0			0	0	
25852										1390		1125	0			0	0			13000	0	
26149										2988		0	0			361	0			0	0	
26233										0		1338	0			5500	0			1036	8000	
26242										0		2764	0			8999	0			22775	0	
26457										630		0	0			0	0			0	0	
26756										0		63	0			0	0			900	0	
26765										3150		225	0			1125	0			0	0	
26859										500		1936	0			0	0			12630	0	
26916										16450		812	0			1697	0			6000	0	
27548										425		2346	0			5553	0			42700	1521	
27614										8715		1137	0			5236	0			0	0	
27838										9750		510	0			788	0			200	83	
27847										1080		443	0			0	0			3659	0	
28013										0		19385	0			413000	0			15	16586	
28152										2050		224	0			0	0			2620	0	
28255										2600		428	0			0	0			0	4	
28349										1520		805	0			9868	0			0	0	
28406										50293		2610	0			0	0			0	54456	
28572										4100		842	0			0	0			9792	212	
28732										1335		84	0			0	0			0	0	
29104										0		3339	0			65931	0			60000	22299	
29159										4720		52	0			0	0			404	0	
29252										2600		509	0			0	0			7500	0	
29636										14500		1580	0			0	0			16907	0	
29850										3450		0	0			0	0			100	0	
29944										1195		0	0			0	0			0	0	
29953										1425		421	0			0	0			6884	0	
30025										12817		995	0			6450	0			0	0	
30052										4225		156	0			0	0			0	0	
30146										4940		229	0			0	0			0	0	
30155										1800		951	0			0	0			17186	490	
30258										4425		444	0			838	0			8150	0	
30418										936		0	0			169591	0			0	0	
30436										0		1976	0			16705	0			23000	0	
30502										11900		3355	0			8176	0			24000	3854	
30650										5750		237	0			0	0			1000	0	
30810										600000		0	0			0	0			2653303	0	
30856										400		498	0			5648	0			200	0	
31134										8833		219	0			0	0			0	0	
31152										0		160	0			650	0			2364	247	
31255										8162		358	0			2453	0			663	0	
31303										140000		25000	40			35526	40			505817	1000	
31657										3764		0	0			0	0			0	0	
31826										14585		716	0			0	0			1000	1222	
31835										0		361	0			1900	0			10000	0	
32159										2875		594	0			0	0			195	0	
32234										1550		43	0			13596	0			0	0	
32766										9075		24	0			0	0			0	0	
33147										0		675	0			0	0			10000	0	
33259										4050		669	0			857	0			0	0	
33268										1150		50	0			0	0			0	0	
33549										1723		10	0			0	0			0	0	
33727										22013		1096	0			3252	0			261	0	
33754										3275		0	0			0	0			0	0	
33772										19629		6985	0			6882	0			0	0	
33839										15		109	0			123	0			0	0	
33857										2320		550	0			0	0			3500	0	
34032										2000		100	0			0	0			0	0	
34153										12376		309	0			0	0			0	0	
34359										1226		105	0			0	0			444	0	
34425										15657		1252	0			3588	0			0	0	
34434										9500		565	0			0	0			49	0	
34452										850		57	0			0	0			0	57	
34537										11000		6023	0			41422	0			40000	1850	
34555										2850		368	0			727	0			0	0	
34742										0		1059	0			495	0			11461	0	
34836										1412		0	0			0	0			0	0	
34863										2215		0	0			0	0			0	0	
35057										372		160	0			0	0			2183	0	
35244										920		3580	0			0	0			30091	0	
35301	1184297	4697856	1578314	723964	0	249708	2883450	3264613	564788	15596333	17653332	18562	87308		43616280	14765194	87308	2672106	36704844	881832	2506342	
35570										0		111344	0			1968000	0			875	52834	
35646										4265		140	0			0	0			0	8	
35842										6010		185	0			0	0			0	0	
35851										5200		0	0			0	0			0	0	
35936										410		0	0			0	0			0	0	
36054										237		2087	0			815	0			8248	0	
36344										9784		1112	0			14066	0			13000	0	
36456										720		121	0			0	0			335	0	
36830										3724		141	0			0	0			179	0	
36858										6600		750	0			6549	0			0	0	
36933										4800		782	0			0	0			1166	0	
37051										8672		51	0			0	0			0	0	
37341										148		19	0			0	0			0	0	
37350										2400		80	0			0	0			0	0	
37378										4525		373	0			0	0			0	0	
37435										0		1574	0			3681	0			278	0	
37640										0		2773	0			50815	0			24183	1881	
37659										3550		95	0			0	0			0	0	
37743										671		230	0			0	0			0	2825	
37949										0		911	0			5638	0			8377	0	
38441										1425		87	0			0	0			0	0	
38478										15078		3003	0			0	0			10343	0	
38526										11285		1061	0			0	0			11747	349	
38535										6425		1158	0			1202	0			5000	375	
38740										4150		2011	0			0	0			39972	0	
39327										46058		0	0			5109	0			220	0	
39420										0		3614	0			31215	0			30345	0	
39475										0		3573	0			6030	0			44637	1232	
39756										2726		388	0			0	0			709	0	
39934										412		748	0			0	0			7000	0	
40033										5450		284	0			0	0			0	3	
40051										0		2750	0			0	0			50192	0	
40305										158300		12530	0			49245	0			34471	40	
40350										2900		59	0			0	0			103	0	
40707										0		757	0			0	0			5600	0	
40855										1320		331	0			1000	0			4590	0	
41245										1505		45	0			0	0			0	0	
41553										4375		99	0			0	0			0	0	
41629										6470		474	0			0	0			5888	0	
41647										4332		2760	0			22032	0			46864	0	
41759										1454		6	0			0	0			0	0	
41825										5541		0	0			0	0			0	0	
41937										4578		238	0			0	0			840	0	
41955										1439		59	0			850	0			125	0	
42037										3994		59	0			0	0			0	500	
42055										2150		327	0			0	0			0	0	
42354										4750		180	0			0	0			0	0	
42420										1900		23593	0			210863	0			496462	1573	
42448										0		1157	0			6050	0			13781	0	
42457										2753		2	0			0	0			125	0	
42541	0	0	496837	172416	0	298618	79518	19053	0	1610673	1066490	59610	24	0	17335534	1192244	24	52597	15950808	1191300	48	
43052										0		375	0			309	0			6454	1362	
43155										5575		670	0			0	0			10000	0	
43173										0		22770	2456			0	2456			238000	0	
43324										10796		618	0			0	0			116	0	
43351										2650		0	0			0	0			0	0	
43454										1330		0	0			0	0			0	2	
43511										1500		3102	0			2011	0			49827	0	
43641										5650		625	0			0	0			8688	0	
43669										19000		5563	1146			532	1146			68000	65696	
43744										2171		147	0			0	0			1000	0	
43856										1725		274	0			0	0			0	2528	
43959										7035		0	0			0	0			0	0	
44040										80		562	0			60	0			476	250	
44134	1000	40399	35582	35749	0	34840	0	0	15	251	147585	2606	5142	0	1238054	69630	5142	56240	1074051	150000	0	
44433										7500		1909	651			0	651			22917	29020	
44451										12500		57	0			0	0			1126	0	
44602	0	4818	0	7880	0	0	2817	0	0	1317430	15515	16115	0	1267117	4528432	84889	0	0	5225782	6016	0	
44741										0		486	0			10512	0			900	0	
44750										2500		113	0			0	0			0	0	
44929										2058		355	0			743	0			2988	0	
45038										2484		0	0			102	0			0	0	
45047										0		275	0			35	0			5474	2542	
45056										3000		0	0			0	0			0	0	
45270										16408		225	0			0	0			0	0	
45430										6345		667	0			0	0			13150	175	
45458										732		34	0			0	0			0	0	
45551										17929		3364	0			1300	0			21704	0	
45560										19586		2294	0			0	0			34687	0	
45627										0		38688	0			127336	0			665380	0	
45775										0		746	0			3949	0			0	0	
46053										7000		382	0			0	0			0	500	
46905										1300		3941	0			36747	0			12000	23790	
46941										6301		381	0			0	0			1048	0	
47153										550		2	0			0	0			0	0	
47247										3450		566	0			0	0			0	0	
47256										0		95	0			725	0			0	0	
47377										0		5069	0			10500	0			45000	0	
47425										35307		1003	0			12300	0			0	0	
47452										7990		36	0			0	0			0	0	
47500										0		1055	0			0	0			0	3721	
47658										330		4	0			0	0			0	0	
48057										2900		133	0			0	0			0	0	
48150										399		110	0			0	0			1738	0	
48208										4500		1436	0			6938	0			2000	4224	
48374										0		2937	0			16055	0			32567	4171	
48440										1000		3	0			0	0			0	0	
48552										5035		147	0			0	0			1800	0	
48673										0		166	0			0	0			0	0	
48730										12000		2182	0			0	0			59	0	
49054										2535		92	0			0	0			0	0	
49148										900		333	0			0	0			275	0	
49241										6400		941	0			0	0			5719	0	
49344										5606		1967	0			0	0			30246	0	
49362	0	0	2285	2094697	0	0	25124	0	51	2621384	2122157	63007	16	0	10952222	265065	16	0	10122866	26666	0	
49540										1050		439	0			486	0			1074	0	
49643										2945		0	0			0	0			0	0	
49652										2300		310	0			0	0			4600	0	
49821										27114		1439	0			0	0			7112	0	
49858										340		129	0			0	0			516	0	
49951										9618		0	0			0	0			0	0	
50144										2181		0	0			0	0			0	0	
50461										10000		0	38			0	38			0	0	
50546										1400		633	0			0	0			12235	0	
50854										4120		0	0			0	0			0	0	
50957										700		216	0			0	0			1280	0	
51253										6738		423	0			0	0			2034	1505	
51347										1015		532	0			2000	0			6612	0	
51356										4000		0	0			0	0			0	0	
51459										0		437	0			0	0			2750	0	
51730										2000		68	0			0	0			35	475	
51842										3815		351	0			0	0			1000	79	
51972										1701		1096	0			0	0			786	133	
52410										236		292	0			0	0			0	0	
52456										3114		11	0			0	0			0	0	
52719										1407518		2334	0			0	0			182654	0	
52764										11350		319	0			0	0			0	0	
52951										2400		200	0			0	0			0	0	
53015										3650		9	0			0	0			0	0	
53033	13531	0	10841	125395	0	0	0	0	0	246480	149767	11856	281	0	1555434	379531	281	0	1147701	0	0	
53051										6950		5	0			0	0			0	0	
53239										14025		0	0			0	0			0	0	
53453										2610		113	0			0	0			0	0	
53752										2775		55	0			0	0			0	1391	
54049										1882		198	0			0	0			462	0	
54058										1080		485	0			0	0			9310	0	
54124										4869		316	0			0	0			2000	0	
54357										2075		0	0			0	0			0	0	
54375										0		5870	0			15259	0			61500	0	
54441										792		100	0			715	0			0	0	
54656										2515		277	0			0	0			2300	0	
55019										239217		771	0			5977	0			129	2186	
55176										0		1648	0			0	0			21000	0	
55251										800		352	0			0	0			0	0	
55336										13040		250	0			0	0			0	0	
55635										2500		212	0			0	0			0	0	
55653										2721		125	0			6523	0			2500	0	
55859										1885		197	0			0	0			0	0	
55916										54000		90	0			0	0			0	0	
56230										500		628	0			0	0			3000	0	
56258										7665		429	0			0	0			0	0	
56351										11585		517	0			0	0			2131	0	
56427										1250		15	0			0	0			0	1001	
56548										5895		482	0			0	0			4000	95	
56557										0		4634	0			109955	0			36270	0	
56717										3840		540	0			5399	0			4000	0	
56726										3005		430	0			0	0			0	0	
57040										1600		9	0			0	0			0	0	
57134										2800		894	0			5127	0			5742	0	
57228										9665		283	0			0	0			4000	5250	
57255										7240		30	0			0	0			0	0	
57451										5987		582	0			0	0			2702	0	
57572										150		472	0			0	0			3000	171	
57956										1150		4	0			441	0			0	0	
58074										1145		1601	0			0	0			16000	1368	
58207										0		391	0			55	0			2405	10433	
58225										0		434	0			2395	0			300	0	
58243	3008	57459	47880	55671	0	59613	31	10985	75	12451	246724	18290	0	0	1513612	29052	0	90910	1308610	94683	12002	
58355										1000		0	0			0	0			0	0	
58551										2698		0	0			0	0			0	0	
58636										8562		826	0			0	0			1646	4	
58757										1075		2	0			0	0			30	0	
58971										60000		7399	0			123882	0			117288	0	
59259										3575		190	0			0	0			0	0	
59316										13985		1400	0			4819	0			26000	174	
59352										0		104	0			0	0			374	0	
59679										2200		148	0			0	0			0	322	
59754										1649		112	0			0	0			0	0	
60143	51400	0	16914	1051271	1312	1504897	6161	50768	2500	482034	2685223	75501	5175	1904949	33754467	3399883	5175	0	31974923	4046797	0	
60219										5494		483	0			0	0			3000	0	
60330										10711		935	0			355	0			4144	0	
60433										5100		1260	0			0	0			6500	0	
60545										2150		120	0			0	0			302	0	
60554										1806		129	0			0	0			1340	0	
60648										14858		1033	0			0	0			111	0	
61001										11150		2281	0			0	0			41500	17463	
61047										1125		447	0			2508	0			6283	0	
61122										0		5950	0			0	0			111109	7043	
61355										12000		1423	0			0	0			9200	0	
61476										0		965	0			0	0			8000	10796	
61533										24367		0	0			1858	0			0	0	
61757										6700		412	0			4257	0			0	0	
61832										7575		484	0			0	0			0	0	
61953										530		170	0			0	0			0	0	
62044										794		296	0			0	0			2025	0	
62101										100000		19000	274			657165	274			279533	0	
62147										2622		1251	0			0	0			3000	0	
62651										0		204	0			0	0			1430	2	
62709										2400		6	0			0	0			0	0	
63050										3775		0	0			0	0			0	0	
63069	64368	276838	190267	484400	0	269692	120351	114978	3000	311500	1590285	36938	6829	0	9721834	149701	6829	11005	8913672	986703	66391	
63078										0		1366	0			20000	0			10000	109	
63201										12000		19	0			0	0			0	0	
63210										5550		746	0			6869	0			3124	0	
63359										24200		0	0			0	0			0	79	
63573										0		3533	0			0	0			27000	1100	
63733										25258		237	0			0	0			0	0	
63742										24511		149	0			0	0			0	0	
63751										554		34	0			0	0			194	0	
63957										18681		249	0			0	0			0	0	
64150										920		163	0			0	0			300	1750	
64253										1010		5	0			0	0			0	0	
64543										39836		2090	0			0	0			38723	0	
64552										1780		11	0			0	0			0	0	
64619	2474	2996	34536	369570	0	63726	0	0	1500	5000	474802	5647	1333	0	1297553	61427	1333	2230	1201236	49381	0	
64646										1092		317	0			0	0			0	0	
64730										5800		869	0			0	0			0	0	
64758										5984		15	0			0	0			402	0	
65205										30585		3965	0			0	0			0	40	
65241										1022		360	0			0	0			6000	0	
65513	0	0	1602	21	0	0	0	70851	24655	114375	97129	375	0	0	390374	0	0	0	349501	21	0	
65559										3175		247	0			0	0			2051	500	
65746										0		5124	0			7962	0			78187	0	
65858										0		2037	0			4825	0			2000	0	
66015	0	12005	0	0	0	0	0	0	0	14000	12406	578	0	114098	102030	0	0		191784	0	401	
66154										700		621	0			0	0			8361	0	
66172										3650		7726	0			0	0			108000	20655	
66275										0		1866	0			0	0			5900	0	
66350										0		381	0			0	0			3446	0	
66613										304818		1050	0			0	0			0	0	
66837										2670		1619	0			0	0			12000	0	
66846										6345		1084	0			0	0			17000	0	
66903										11519		1427	0			9299	0			25601	2933	
67142										8997		448	0			0	0			16	0	
67151										0		1412	0			400	0			15224	0	
67209										7371		1566	0			1695	0			26321	25726	
67254										410		0	0			0	0			0	0	
67311	1012	184196	110295	1191460	0	196337	35200	92018	0	0	1860126	96365	605	0	10229285	1124705	605	0	9273259	394987	49608	
67414										793		498	0			1146	0			5800	0	
67777										10189		3460	0			0	0			44610	16822	
67852										0		15204	0			577847	0			2752	4	
68345										8092		982	0			0	0			13773	0	
68372										1925		837	0			0	0			15076	89	
68448										2336		72	0			0	0			0	27	
68569										710590		25983	0			334935	0			3	0	
68756										12108		263	0			0	0			2000	0	
68831										8300		0	0			0	0			0	0	
68840										1609		961	0			714	0			6595	0	
68859										11605		660	0			2906	0			2133	0	
68943										4247		954	0			0	0			12843	0	
69333										37414		1345	0			322	0			1005	1038	
69351										4100		24	0			0	0			0	0	
69650										1700		0	0			0	0			0	0	
69678										4392		2151	0			5231	0			5000	1215	
69847										835		0	0			0	0			0	0	
70049										9100		419	0			0	0			465	0	
70058										2152		676	0			0	0			2041	0	
70076										3632		83	0			0	0			0	0	
70151										11847		0	0			0	0			0	0	
70218										600		363	0			0	0			3000	2000	
70254										0		15	0			0	0			19	0	
70414										2000		871	0			0	0			11333	0	
70638										0		546	0			0	0			5070	0	
70955										525		0	0			0	0			0	0	
71318										5631		4100	0			0	0			55737	11506	
71457										3570		440	0			0	0			6849	0	
71671										5665		1273	0			676	0			8146	3432	
71859										0		0	0			0	0			100	0	
72258										25975		0	0			0	0			0	0	
72276										0		1093	0			2560	0			7812	0	
72351										1667		0	0			0	0			0	0	
72418										4605		839	0			2450	0			5000	5	
72454										1800		171	0			0	0			0	0	
72614										19894		0	0			14940	0			0	394	
72678										0		2654	0			0	0			1500	40	
73031										2849		589	0			0	0			2500	0	
73116										26000		1607	0			0	0			17850	0	
73152										928		196	0			0	0			1000	0	
73554										6000		2	0			0	0			0	0	
73956										3500		116	0			0	0			2000	0	
74056										250		261	0			0	0			2765	0	
74140										5000		2062	0			0	0			7400	0	
74159										500		65	0			0	0			0	0	
74337										2200		442	0			0	0			0	0	
74403										0		1013	0			1091	0			11733	4244	
74449										2821		25	0			0	0			0	0	
74458										1336		86	0			277	0			1500	0	
75053										0		1309	0			400	0			16500	0	
75259										1000		0	0			0	0			0	385	
75446										884		1389	0			167	0			26351	0	
75455										3810		0	0			0	0			0	0	
75558										8445		201	0			0	0			0	0	
75576										4980		35284	0			422562	0			608662	0	
75633	1321134	2739818	0	2146783	0	0	0	0	0	133700	6207735	2420	7834		20164261	4134706	7834	1850670	16503197	1495683	0	
75651										600		100	0			0	0			1500	0	
75857										1806		503	0			486	0			4537	0	
76050										3980		447	0			0	0			0	2551	
76117										6600		11447	0			31609	0			228779	10006	
76135										13635		968	0			0	0			0	0	
76153										0		120	0			110	0			1746	0	
76201	169000	270000	1318000	9606000	0	1868000	1361000	1657000	63000	8084000	16690000	1276000	82000	5818000	156469000	7884000	92000	0	142210000	11703000	378000	
76443										4450		1033	0			1000	0			12062	0	
76742										2800		1252	0			0	0			23266	0	
76854										8700		759	0			0	0			0	0	
77150										1900		0	0			0	0			0	0	
77253										2555		213	0			0	0			0	0	
77347										168		1705	0			15879	0			27000	0	
77374										15789		5210	0			5388	0			79549	0	
77422										54757		301	0			57730	0			0	1000	
77758										13300		1589	0			8420	0			10500	0	
77851										18032		2774	0			22605	0			46420	1066	
78036										1181		1698	0			0	0			0	0	
78054										0		350	0			650	0			5514	0	
78157										1675		0	0			0	0			0	0	
78241										0		20	0			0	0			390	0	
78559										2330		23	0			0	0			0	0	
78643										1606		348	0			0	0			3500	306	
78858										1250		0	0			0	0			0	1522	
79042										1000		183	0			7985	0			3657	0	
79127										5954		18	0			0	0			0	0	
79145										33		1010	0			301	0			0	0	
79257										2300		0	0			0	0			0	0	
79855										400		472	0			2330	0			8400	0	
80020										1500		109	0			0	0			0	0	
80150										8400		541	0			1400	0			0	4322	
80431										1436		462	0			0	0			0	0	
80552										1300		6	0			0	0			0	0	
80936										3900		306	0			0	0			0	0	
81054										4660		246	0			0	0			0	0	
81223										12259		832	0			11140	0			0	8	
81429										6213		250	0			0	0			4000	0	
82024										11090		863	0			8046	0			0	0	
82033										367		372	0			0	0			139	0	
82257										735		104	0			0	0			1730	0	
82350										2133		145	0			0	0			1715	0	
82659										1850		118	0			0	0			1000	0	
83151										2952		169	0			1405	0			1925	0	
83236										3770		0	0			0	0			0	0	
83311										105166		0	0			3320	0			62	0	
83357										102		0	0			0	0			0	0	
83450										0		2218	0			19626	0			3071	0	
83638	0	0	11427	248991	0	285917	10156	213529	47301	21209	943784	5378	2720	0	2041363	110685	2720	5211	1867243	44000	126463	
83834										1500		149	0			0	0			485	0	
83852										2400		0	0			0	0			0	0	
83955										3194		203	0			0	0			119	0	
84046										0		241	0			2240	0			4135	0	
84055										900		56	0			0	0			0	0	
84251										200		0	0			0	0			0	2	
84345										7700		265	0			0	0			0	1002	
84541										5650		883	0			0	0			10098	4000	
84804										4000		0	0			0	0			0	0	
84970										0		4289	0			3045	0			65350	5	
85043										1500		47	0			0	0			190	0	
85052										2100		26	0			0	0			0	0	
85258										2150		175	0			0	0			3500	0	
85454										4550		0	0			0	0			0	0	
85856										275		38	0			0	0			0	0	
85931										3150		925	0			0	0			8631	0	
86349										1010		562	0			0	0			0	0	
86358										0		0	0			600	0			0	0	
86527										0		4218	0			11557	0			70810	242	
86554										2770		239	0			0	0			1000	0	
87047										4425		295	0			0	0			0	0	
87159										3100		109	0			0	0			0	0	
87234										9600		1137	0			18492	0			1000	0	
87476										0		3020	0			0	0			55553	1369	
87533										0		0	0			17361	0			0	0	
87944										0		2505	0			10326	0			30000	0	
88240										1500		156	0			2091	0			0	0	
88259										1000		240	0			0	0			3538	200	
