"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
1351																																							0	1903	0	5818	22298	4642	0	1208	258	0	1497	84267	70644	0	0	1674	72318	0	358	0	0	0	11949	240	84267	0	0	11089	0	530	0	7829	62815		0	47001	46643	90	
1454																																							7620	16670	162	24100	0	93508	0	2677	0	0	4154	283575	253992	0	0	763	254755	0	841	0	0	0	28820	1000	283575	0	0	23952	0	1214	1503	71148	182844		0	134022	133181	2654	
1557																																							0	1026	0	5716	2236	8659	0	147	0	0	797	34705	28379	0	0	517	28956	0	357	0	60	0	5749	200	34705	0	0	4560	0	800	0	2730	25649		0	16481	16124	189	
1632																																							0	8911	0	0	0	33533	0	3487	28	0	4157	197142	157251	11482	0	2494	181227	0	2036	0	10000	0	15915	1900	197142	0	0	6113	0	7135	0	29885	127366		0	149062	147026	767	
1669																																							6603	6719	0	14122	96669	49533	0	936	139	0	3566	245324	204425	0	0	1203	206632	0	718	2493	1004	0	38692	800	245324	0	0	36299	0	800	0	27441	176984		0	65262	64544	793	
1829																																							2408	5721	0	0	0	105511	0	4077	61	0	2933	243776	207138	0	0	2600	209738	0	1683	0	0	0	34038	390	243776	0	0	27969	0	3100	0	51727	155411		0	124748	123065	2579	
1856																																							646	745	0	759	0	2938	0	191	0	0	280	9218	8420	0	0	52	8472	0	137	0	0	0	746	100	9218	0	0	457	0	150	0	1144	7276		0	3796	3659	39	
1959																																							700	844	0	0	2113	6994	0	4	0	0	436	17361	14955	0	0	284	15239	0	327	0	0	0	2122	75	17361	0	0	1526	0	400	0	3562	11393		0	6597	6270	121	
2040																																							182	2902	0	8189	314	18806	0	2356	0	0	2316	132136	103325	0	0	934	119675	0	1191	0	15416	0	12461	480	132136	0	0	7255	0	4270	243	8185	95140		0	98019	96828	456	
2161																																							6697	3681	0	4440	826	22772	0	1758	0	0	1153	93718	84531	0	0	445	84976	0	498	0	0	0	8742	1000	93718	0	0	6403	0	1000	0	13662	70869		0	52889	52391	339	
2376																																							4927	19034	0	0	18859	274762	2875	4149	1442	0	7613	698914	578645	23080	0	6836	608561	67	5046	0	0	0	90286	500	698914	0	0	88186	0	0	0	17464	561181		0	370299	365253	1600	
2451																																							17	260	0	290	307	566	0	34	20	0	437	12234	9226	0	0	169	11295	0	101	0	1900	0	939	50	12234	0	0	379	0	499	0	805	8421		0	10404	10303	11	
2554																																							0	629	0	0	16	1284	0	109	0	0	162	6077	5170	0	0	65	5335	0	51	0	100	0	742	50	6077	0	0	226	0	450	0	1024	4146		0	3928	3877	16	
2732																																							0	16446	0	4200	6	88828	0	5782	0	0	3829	403761	353528	0	0	4030	357908	0	2172	1809	350	0	45853	2320	403761	0	0	38572	0	3728	0	62268	291260		0	285033	282861	1233	
2750																																							0	600	0	2420	0	3596	0	434	505	0	2421	48420	40179	100	0	302	43170	0	831	0	2589	0	5250	90	48420	0	0	4964	0	93	0	1661	38518		0	39275	38444	103	
2938																																							0	10989	0	0	0	42342	0	7057	66	0	4578	268734	200839	22754	0	4346	247939	0	2500	0	20000	0	20795	1250	268734	0	0	13521	0	4955	0	45446	155393		0	206202	203702	1069	
2956																																							97	3475	0	7090	0	32829	0	1365	190	0	1382	113691	100305	0	0	733	101038	0	850	0	0	0	12653	100	113691	0	0	10509	0	1650	0	7177	93128		0	68113	67263	394	
3252																																							0	3753	0	2425	9325	10100	0	721	459	0	3281	84302	74016	0	0	791	74912	0	899	0	105	0	9390	200	84302	0	0	8802	0	300	0	11597	62419		0	55137	54238	88	
3458																																							3341	125	0	0	736	6288	0	103	0	0	337	19130	15774	1074	0	165	17013	0	337	0	0	0	2117	100	19130	0	0	1413	0	450	0	2097	13677		0	8537	8200	154	
3506																																							0	23148	0	0	40196	126285	0	9887	250	0	26324	811600	707239	16047	0	7858	744144	61	6339	0	13000	0	67395	2879	811600	0	0	40935	0	21448	0	108504	598735		0	591849	585510	2133	
3579																																							201	5836	0	0	0	28058	0	5486	241	0	3696	196148	148551	4497	0	1718	176663	0	1492	5555	21897	0	19485	5000	196148	0	0	957	0	14174	0	18228	130323		-689	148567	147075	43	
3720																																							0	3389	0	0	10877	38831	0	1557	146	0	3722	125281	97120	2400	0	1069	110056	0	977	0	9467	0	15225	1200	125281	0	0	6825	0	6800	0	11349	85771		0	67736	66759	400	
3953																																							0	2639	0	2790	0	0	0	1549	1760	0	1998	56899	51241	0	0	376	51765	0	695	0	148	0	5134	500	56899	0	0	2954	0	1680	8878	11881	39360		0	37980	37285	0	
4138																																							0	6288	0	76	0	51478	24	5034	551	0	2133	152939	131567	1000	0	1292	139050	0	932	0	5191	0	13889	300	152939	0	0	12826	0	300	0	14033	117534		0	88287	87355	463	
4147																																							113	924	0	4652	0	23198	0	1629	0	0	12742	98026	77670	0	0	1027	86697	0	496	0	8000	0	11329	1950	98026	0	0	6991	0	2230	0	10843	66827		0	55264	54768	158	
4156																																							110	2252	0	0	0	8978	0	3347	6	0	1524	67715	47198	1000	0	745	58799	0	633	0	9856	0	8916	1200	67715	0	0	6304	0	1200	0	5917	41281		0	52131	51498	212	
4231																																							0	1434	0	0	0	35387	0	952	15	0	1399	81955	68894	1695	0	749	71338	0	667	0	0	0	10617	500	81955	0	0	4602	0	5500	0	10253	58641		0	43435	42768	15	
4437																																							1567	3368	0	4756	7284	9120	0	1881	796	0	2106	128968	112987	3698	0	1153	118284	0	748	0	446	0	10684	963	128968	0	0	8674	0	1000	0	13337	99650		0	98838	98090	47	
4745																																							0	519	0	450	2504	0	0	36	0	0	109	9371	8254	0	0	50	8304	0	54	13	0	0	1067	50	9371	0	0	177	0	840	0	851	7403		0	5794	5740	0	
4839																																							222	4844	0	0	0	55017	263	3763	0	0	2698	193394	156299	1472	0	977	177648	0	1520	92	18900	0	15746	1875	193394	0	0	3990	0	7929	0	35324	120975		0	128015	126495	1952	
5005																																							742	4817	0	8232	8572	51711	0	7630	0	0	11377	261750	209140	0	0	2785	237329	0	1701	410	25404	0	24421	0	261750	0	0	1013	0	22578	0	20013	189127		0	169960	168259	830	
5050																																							1314	2542	0	0	0	24105	0	1324	991	0	1225	77594	70400	0	0	332	70732	0	564	0	0	0	6862	400	77594	0	0	4643	0	1400	0	10516	59884		0	46657	46093	419	
5069																																							161	1783	0	28300	0	14991	0	18704	327	0	2999	255167	203153	0	0	7860	211013	0	5049	0	0	0	44154	4500	255167	0	0	34873	0	4129	0	9323	193830		0	192951	187902	652	
5135																																							26	3068	0	5743	0	22635	0	649	267	0	2122	85081	72149	0	0	438	72587	0	1069	392	0	0	12494	300	85081	0	0	2526	0	9300	0	9777	62372		0	51248	50179	368	
5210																																							26156	22339	0	0	45485	107913	0	5133	1357	0	16313	580577	477292	35181	0	5382	518305	0	3778	0	450	0	62272	4798	580577	0	0	49844	0	5455	0	67058	410234		0	359659	355881	2175	
5247																																							200	31592	0	131100	6151	212245	0	16880	692	0	5940	849861	760054	24525	0	2879	790053	0	2199	0	2595	0	59808	700	849861	0	0	32801	0	19300	59	138466	621588		0	447201	445002	7007	
5274																																							1904	1480	0	0	0	15766	0	2639	0	0	4174	87268	78723	187	0	477	80887	0	602	0	1500	0	6381	0	87268	0	0	6135	0	0	0	5913	72810		0	61907	61305	246	
5331																																							0	4806	0	1300	0	84684	0	6313	353	0	4118	207181	186909	0	0	2151	189466	0	917	0	406	0	17715	2580	207181	0	0	5709	0	8360	0	43003	143906		0	106524	105607	1066	
5461																																							0	12929	0	12225	0	58990	824	3397	187	0	4279	203292	185479	0	0	736	186681	0	1374	0	466	0	16611	2059	203292	0	0	9503	0	4241	0	62822	122657		0	111835	110461	808	
5751																																							1429	578	0	5275	0	36103	0	298	0	0	2920	85932	65026	0	0	614	65640	0	736	0	0	0	20292	600	85932	0	0	18321	0	700	0	5565	59461		0	40065	39329	671	
5939																																							8011	60083	30110	78550	24903	693798	0	42137	6532	0	47123	2446916	2137547	46182	0	17558	2223540	0	32779	2846	22253	0	223376	22146	2446916	24407	0	14246	0	180916	0	145698	1991849		0	1461195	1428416	6068	
6039																																							0	2208	0	3716	47	8284	0	2025	223	0	2281	76716	68611	0	0	797	69418	0	788	0	10	0	7298	469	76716	0	0	2969	0	3750	0	8398	60213		0	58720	57932	110	
6057																																							18	373	0	353	341	2746	0	245	0	0	415	15017	12161	0	0	100	13761	0	114	0	1500	0	1256	25	15017	0	0	1082	0	100	0	701	11460		0	10640	10526	49	
6141																																							0	2018	0	5100	11144	0	0	341	0	0	621	32137	28584	0	0	293	28877	0	438	0	0	0	3260	400	32137	0	0	360	0	2500	0	5298	23286		0	13351	12913	0	
6329																																							66	6381	0	2450	4119	48336	0	6457	413	0	3750	204320	184993	0	0	1484	186477	0	1832	0	0	0	17843	2600	204320	0	0	6699	0	7700	0	36824	148169		0	134180	132348	844	
6842																																							6	1353	0	2320	597	1556	0	886	0	0	660	23120	20534	0	0	223	21058	0	130	56	301	0	2062	150	23120	0	0	413	0	1462	0	3258	17276		0	15816	15686	37	
6972																																							0	35317	0	66565	162836	59187	342	7469	0	0	15885	634834	536700	2031	0	2153	543358	0	3738	0	2474	0	91476	2600	634834	0	0	64845	0	22400	841	108401	428299		0	290130	286392	1631	
7009																																							5000	53210	0	50000	0	182012	0	651	0	0	13927	587233	494471	0	0	8102	502573	0	0	0	0	0	84660	500	587233	0	0	82600	0	516	0	34652	459819		0	282433	282433	1044	
7045																																							0	3363	0	16780	7314	22485	0	946	52	0	1258	95817	86126	0	0	487	86613	0	716	0	0	0	9204	100	95817	0	0	6728	0	2100	0	10208	75918		0	44335	43619	276	
7157																																							0	1334	0	0	0	10517	0	185	0	0	389	30547	26065	600	0	409	27074	0	145	0	0	0	3473	200	30547	0	0	2897	0	200	0	3301	22764		0	18267	18122	176	
7166																																							1841	18032	330	37005	7719	41620	0	7109	0	0	7938	413803	381544	0	0	1851	383395	0	3511	0	0	0	30408	5220	413803	0	0	18952	0	6352	4428	93846	287698		0	291292	287781	-116	
7456																																							0	1355	0	1325	1540	19910	0	251	0	0	895	41859	36558	0	0	323	36881	0	428	0	0	0	4978	400	41859	0	0	1664	0	2400	0	4702	31856		0	17011	16583	514	
7634																																							100	1740	0	316	2444	7741	0	180	0	0	766	37361	32156	0	0	218	32374	0	484	0	0	0	4987	200	37361	0	0	1913	0	2800	0	5521	26635		0	24558	24074	74	
8033																																							196	1436	0	975	0	3771	0	579	117	0	1316	47810	38627	0	0	626	41085	0	617	0	1832	0	6725	774	47810	0	0	2683	0	3226	0	7873	30754		0	40037	39420	42	
8154																																							46	555	0	635	0	4375	58	511	0	0	1053	36934	32980	0	0	413	33393	0	498	0	0	0	3541	134	36934	0	0	706	0	2664	77	2460	30520		0	30122	29624	37	
8417																																							0	297128	9759	1457726	0	863	0	17587	0	0	763544	2694136	2450819	0	0	82625	2533444	0	194	0	0	0	160692	800	2694136	0	0	114729	0	45157	0	1403420	1047399		0	147723	147529	6	
8462																																							0	3420	0	3200	1702	25473	0	466	0	0	850	63221	55339	0	0	672	56011	0	348	0	0	0	7210	350	63221	0	0	6034	0	350	0	8684	46655		0	28458	28110	476	
8547																																							0	4632	987	7780	1110	10134	0	699	54	0	2006	112948	92683	2275	0	722	103680	0	1175	0	8000	0	9268	350	112948	0	0	3602	0	5220	0	7594	85089		0	86721	85546	96	
8631																																							1580	1054	0	2980	0	10451	0	1055	0	0	550	46272	39726	0	0	150	39876	0	252	0	0	0	6396	500	46272	0	0	4967	0	800	0	5015	34711		0	28854	28602	129	
9115																																							0	40561	0	303500	209386	349016	0	51000	132	0	10153	1508684	1406115	2327	0	5989	1414431	0	7269	0	0	0	94253	2500	1508684	0	0	55368	0	30222	0	125986	1280129		0	552205	544936	6163	
9160																																							26191	6038	0	15349	9151	0	0	1734	0	0	1820	142464	123585	0	0	1128	132363	0	1150	0	7650	0	10101	4501	142464	0	0	5600	0	0	0	22815	100770		0	83331	82181	0	
9339																																							2363	6455	1231	0	0	48525	0	6185	156	0	9873	295268	223383	13384	0	2856	270123	0	3084	0	30500	0	25145	1418	295268	0	0	9185	0	13700	0	18941	204442		0	223564	220480	842	
9357																																							1700	18813	0	0	0	27720	0	583	0	0	5092	304594	211723	2946	0	847	280316	0	2477	0	64800	0	24278	500	304594	0	0	7576	0	15500	148166	82288	129435		0	104997	102520	702	
9553																																							22	519	0	300	0	4804	0	303	0	0	2890	52239	43543	2000	0	907	46450	0	429	0	0	0	5789	400	52239	0	0	4023	0	1200	0	3752	39791		0	43830	43401	166	
9807																																							475	25441	0	118000	96722	201410	0	7854	1589	0	48704	1663337	1335901	42965	0	25502	1505160	0	31821	0	100792	0	158177	20000	1663337	0	0	72352	0	63858	0	28662	1307239		0	1194963	1163142	1967	
9955																																							2980	3220	0	3350	0	23294	0	1323	34	0	1855	85432	74872	0	0	1098	76773	0	488	2482	803	0	8659	110	85432	0	0	4766	0	3023	0	6964	67908		0	47382	46894	760	
10157																																							11	1594	0	0	9540	16702	0	1227	300	0	2598	74261	60492	0	0	886	67753	0	574	342	6375	0	6508	250	74261	0	0	3462	0	2560	0	8364	52128		0	42521	41947	236	
10250																																							0	8660	0	8472	0	29380	0	5783	651	0	2143	214056	195831	0	0	1240	197071	0	1502	0	0	0	16985	1500	214056	0	0	3033	0	12000	0	27633	168198		0	160469	158967	452	
10577																																							31	1991	0	500	0	18392	0	502	0	0	1431	53026	47244	0	0	941	48185	0	357	0	0	0	4841	245	53026	0	0	1243	0	2943	0	9120	38124		0	30536	30179	410	
10849																																							12795	2731	0	1685	15111	13459	0	4207	0	0	3122	160146	138820	0	0	734	146427	0	1433	706	6873	0	13719	16	160146	0	0	7553	0	6006	0	15843	122977		0	107763	106330	144	
10858																																							18	11727	36	1500	31513	13053	0	2197	35	0	6865	311911	269568	6645	0	3041	285899	0	3841	1841	6645	0	26012	2500	311911	0	0	11723	0	11755	1348	28172	241396		0	245619	241778	34	
11145																																							3	5350	203	900	3154	12654	0	5031	0	0	1112	114150	93665	1850	0	465	104576	0	836	459	8596	0	9574	1000	114150	0	0	4389	0	4000	0	11936	81729		0	86120	85284	185	
11350																																							1290	1817	0	1400	6474	6279	0	261	0	0	981	44744	37559	231	0	251	38205	0	381	2859	164	0	6539	400	44744	0	0	-2274	0	8155	0	4565	32994		0	23764	23383	258	
11640																																							0	6982	0	0	0	45056	0	2112	0	0	7789	162891	123830	0	0	1842	144448	0	1169	0	18776	0	18443	650	162891	0	0	2110	0	15200	0	26065	97765		0	102121	100952	483	
11837																																							0	967	0	41	0	23228	0	1122	158	0	1876	67651	54024	6001	0	404	60429	0	1182	0	0	0	7222	314	67651	0	0	741	0	5686	0	4031	49993		0	41441	40259	481	
12030																																							500	5553	0	8260	1408	4230	0	3788	106	0	4466	182495	162768	0	0	3832	166600	0	4184	117	0	0	15895	300	182495	0	0	15242	0	300	0	13437	149331		0	158251	154067	53	
12058																																							0	2888	0	4000	4296	16646	0	2007	323	111	1654	104772	92414	0	111	1239	95931	0	555	0	2167	0	8841	200	104772	0	0	6835	0	1650	682	7769	84645		0	72720	72165	156	
12142																																							164	7263	0	2100	7307	76663	0	4507	34	0	2882	169810	146211	0	0	1205	149416	0	1053	0	2000	0	20394	1250	169810	0	0	4716	0	13250	0	25696	120515		0	69943	68890	1178	
12245																																							36	1926	0	1700	0	28628	0	1431	0	0	1490	86401	71953	0	0	887	76340	0	688	0	3500	0	10061	1419	86401	0	0	4348	0	3581	0	13916	58037		0	51878	51190	713	
12311	1322	1083285	110276	58300	14629	2876001	5487	440135	8051	16382	1505001	28167023	1736655	16382	620656	25605757	415198	358717	625506	2007749	962749	2146068	40000	28167023	858	0	1618131	0	451268	294077		0	21486430	21127713	36669	470857	0	470857				58300						16382		28167023	19790709	1736655	16382		25605757				2007749											3624389	16166320						
12357																																							990	1578	0	3000	14214	0	0	105	0	0	524	29441	25296	0	0	372	25668	0	81	0	0	0	3773	120	29441	0	0	2633	0	1020	0	2805	22491		0	9111	9030	0	
12405																																							1937	16663	331	0	0	369336	0	8109	462	0	15722	976371	853869	29193	0	13949	897871	0	8999	17140	860	0	78500	5867	976371	2419	0	47574	0	22500	0	82023	771846		0	553251	544252	2559	
12647																																							15	1591	0	1600	7412	0	0	770	22	0	556	43399	38108	0	0	408	38516	0	401	0	0	0	4883	125	43399	0	0	633	0	4125	229	5479	32629		0	31605	31204	0	
12656																																							0	811	0	255	421	0	0	240	58	0	214	10447	9572	0	0	78	9650	0	113	0	0	0	797	72	10447	0	0	537	0	188	0	2548	7024		0	8561	8448	0	
12937																																							2852	3733	0	0	0	13613	66	4537	0	0	1896	119932	96484	0	0	1188	107106	0	755	0	9434	0	12826	750	119932	0	0	6639	0	5250	0	20634	75850		0	93990	93235	187	
12946																																							0	12444	39	4475	10495	156337	803	5410	254	0	12125	392121	335180	0	0	3187	353769	0	3620	2949	15402	0	38352	2500	392121	0	0	33053	0	1250	0	32534	302646		0	190410	186790	1549	
12955																																							80	3469	0	3225	4739	14036	0	3242	0	0	971	86852	72634	0	0	504	78138	0	869	119	5000	0	8714	1567	86852	0	0	3258	0	3350	1423	12913	59721		0	56417	55548	539	
13037																																							0	3789	0	2671	0	9844	0	2685	636	0	2777	125908	110228	0	0	1300	111528	0	1070	0	0	0	14380	900	125908	0	0	12920	0	450	0	16214	94014		0	104576	103506	110	
13103																																							83	16984	0	39122	82738	136189	0	9166	0	0	7904	679072	535176	5678	0	26028	570107	103	3856	363	3225	0	108862	500	679072	0	0	40859	0	34018	0	20528	514648		0	390379	386523	33485	
13251																																							311	1105	0	2071	150	8800	0	66	105	0	1123	30136	26825	0	0	271	27096	0	291	0	0	0	3040	25	30136	0	0	1393	0	1475	0	2485	24340		0	16696	16405	147	
13309																																							1607	57579	0	94500	12101	392292	0	14885	478	0	50120	2109368	1638317	50303	0	20028	1928709	0	56905	924	220061	0	180659	25321	2109368	0	0	125206	0	23945	2331	166224	1472093		0	1539456	1482551	6187	
13457																																							100	453	0	650	189	3708	0	68	0	0	1648	20554	16439	0	0	90	16529	0	349	0	0	0	4025	50	20554	0	0	3893	0	50	0	1312	15127		0	14087	13738	32	
14052																																							1191	3235	0	2159	103	4128	0	540	0	0	661	57676	53280	0	0	370	53650	0	553	0	0	0	4026	1000	57676	0	0	1501	0	1500	0	11761	41519		0	46212	45659	25	
14155																																							15	1684	0	0	1804	8634	0	1855	151	0	2072	69856	56875	560	0	1106	62441	0	771	0	3900	0	7415	176	69856	0	0	6928	0	160	0	7413	49462		0	54412	53641	151	
14258																																							0	15325	0	50000	0	34491	0	5381	150	0	7840	480696	407574	33825	0	1734	448133	0	4475	0	5000	0	32563	500	480696	0	0	16470	0	15088	4880	88259	319315		0	367104	362629	505	
14409	32855	210010	116713	260000	0	4526011	0	100850	19717	2481	498951	17388218	1482715	2481	544837	14779397	148	194391	1432320	319058	300000	2608673	0	17388218	0	0	448164	0	2095380	0		0	10382701	10188310	65129	286707	0	286707				260000						2481		17388218	11843599	1482715	2481		14779397				319058											2235292	9608307						
14454																																							0	519	0	125	380	16312	0	160	0	0	827	46287	37058	0	0	224	41121	0	699	0	3839	0	5166	75	46287	0	0	3111	0	1775	0	2101	34957		0	28663	27964	205	
14650																																							1002	1414	0	900	5499	395	0	281	0	0	1064	29391	26651	0	0	175	26826	0	248	0	0	0	2565	200	29391	0	0	2053	0	300	0	4787	21864		0	19084	18836	12	
14753																																							0	781	0	800	1875	6219	0	204	48	0	644	24262	21060	0	0	462	21522	0	496	0	0	0	2740	300	24262	0	0	114	977	1277	0	4540	16520		0	14187	13691	72	
14865																																							1346	1579	0	120	0	11599	0	2392	153	0	2661	77478	68184	0	0	627	70761	0	668	0	1950	0	6717	730	77478	0	0	2957	0	2870	0	8990	59194		0	58296	57628	160	
14931																																							0	1282	0	4675	0	10170	0	34	0	0	314	28298	24609	42	0	260	24911	0	124	0	0	0	3387	1903	28298	0	0	-203	0	1560	0	9876	14733		0	11947	11823	127	
14940																																							0	1605	0	3475	0	45176	0	308	0	0	1065	129670	114311	3326	0	1330	119185	0	790	0	218	0	10485	500	129670	0	0	4031	0	5397	0	8287	106024		0	78831	78041	557	
15536																																							1902	23794	0	41864	45544	15532	0	24140	8150	0	15862	1040258	913627	0	0	10535	924162	0	8246	9047	0	0	116096	356	1040258	0	0	3219	0	112273	0	130867	782760		0	862669	854423	248	
15732																																							0	6148	0	0	0	16624	0	1729	53	0	2367	250194	225227	3702	0	973	229902	0	2814	0	0	0	20292	1250	250194	0	0	3284	0	15600	0	25919	199308		0	226087	223273	158	
16337																																							48	6736	0	17542	0	30791	0	6626	754	0	2756	195754	160031	1201	0	1203	179501	0	1288	0	17066	0	16253	350	195754	0	0	12082	0	3350	0	27273	132758		0	131789	130501	471	
16355																																							11	1153	0	2870	0	6726	0	1841	0	0	549	40527	34826	0	0	457	37283	0	510	0	2000	0	3244	111	40527	0	0	977	0	2038	0	6201	28625		0	27887	27377	118	
16458																																							0	5424	0	7897	34712	16544	0	8762	0	0	2197	163884	136713	0	0	1272	139977	0	1467	0	1992	0	23907	941	163884	0	0	20454	0	2059	0	11196	125517		0	89815	88348	453	
