"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	TEXTA545	
1632	0	0	0	0		0	0	0		0	0	0	0	0		61	0		0	0	0	0	0	0	0	15619	676	2073	5	214912	19917	209261	704		
1669	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10545	567	0	0	114857	13159	56911	201		
1829	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14449	2493	3289	4	163249	31453	71661	366		
1856	7	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3	2	0	0	34947	30356	42174	44		
2040	3	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	9271	1099	251	1	59167	9552	60373	162		
2161	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6467	342	0	0	47993	6583	32014	173		
2376	0	0	0	3		0	0	55146		0	0	0	0	167		0	0	45500	0	0	0	0	0	0	0	46183	3520	349	1	513019	52709	139388	940		
2451	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	600	83	0	0	12606	1422	8589	26		
2554	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	3846	729	2317	13		
2732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9303	735	277	1	150947	11952	322936	600		
2750	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1651	102	0	0	25315	2278	13366	64		
2938	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6000	344	594	2	91584	4567	200869	464		
3252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4898	238	0	0	36084	6555	39165	87		
3458	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	449	25	0	0	11381	3463	8044	41		
3506	0	0	0	63698		0	0	23497		0	0	0	0	1855		0	0	382026	0	0	0	0	0	0	0	30079	2627	0	0	627582	63860	585871	1966		
3720	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3923	327	304	1	83070	13217	39113	186		
3953	0	367	0	0		0	0	0		0	0	270	0	0		0	0		0	0	0	0	0	0	0	435	27	0	0	52481	4067	38565	187		
4138	0	59	2	0		0	0	0		0	45	45	0	0		0	0		0	0	0	0	0	0	0	9617	516	276	1	102280	15655	48274	334		
4147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5335	375	0	0	50536	7802	32234	106		
4156	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5910	318	287	1	66417	10006	44804	179		
4231	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10085	290	2244	5	53951	7167	36686	125		
4437	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6733	380	0	0	100586	11040	73443	282		
4839	0	0	0	0		0	0	0		0	0	0	0	0		113	0		0	0	0	0	0	0	0	10761	505	2235	2	105122	11474	98368	411		
5005	0	0	0	136		0	0	302		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16599	1243	1542	4	172331	19902	82486	464		
5069	0	0	0	420		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	389	19	0	0	73347	1293	138788	609		
5135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10581	514	0	0	82042	11896	130606	384		
5210	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	48763	6231	898	3	462658	61574	167067	782		
5274	0	0	0	12		0	0	145		0	2	0	0	0		0	0		0	0	0	0	0	0	0	5340	305	314	1	86639	5861	23555	88		
5331	0	0	0	2843		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7193	962	0	0	142201	13735	70444	310		
5461	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	129199	13225	219231	588		
5751	0	2	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3893	183	254	1	30627	3268	41126	106		
6039	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7458	679	911	3	38899	5078	31788	116		
6057	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	577	42	0	0	12252	1618	1097	10		
6141	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	910	47	0	0	18437	3752	10802	40		
6329	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9721	514	690	2	145522	23921	141571	537		
6972	0	0	0	1610		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29399	1952	273	1	346009	75422	305211	978		
7009	0	0	0	0		0	0	428		0	0	0	0	3		0	0		0	0	0	0	0	0	0	166	7	8063	4	56205	3352	311274	408		
7045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4278	629	637	2	49903	11666	44898	106		
7157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2366	108	0	0	19020	2998	7639	30		
7456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1966	365	0	0	24904	3966	9834	34		
7634	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1645	159	364	1	22145	2902	14746	84		
8033	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1624	124	0	0	35770	4042	21509	72		
8417	0	0	0	0		0	0	0		0	0	0	0	0		0	0	182211	0	0	0	0	0	0	0	533	140	0	0	69716	4014	282029	147		
8462	1	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	2504	138	0	0	27176	4371	41165	163		
8631	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2836	141	0	0	27363	4122	12066	62		
9357	0	81	0	0		0	0	0		0	211	5	0	0		0	0		0	0	0	0	0	0	0	1198	118	356	1	77067	4724	232500	425		
9553	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6469	272	0	0	29776	4430	10547	61		
9807	448	0	0	0		0	0	0		0	0	0	0	0		0	0	524956	0	0	0	0	0	0	0	76162	4188	4960	12	925083	62704	884229	2493		
9955	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2319	322	0	0	42379	6639	33992	74		
10157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1759	255	0	0	29842	3749	11960	50		
10250	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	34167	2120	4158	10	178738	25224	104911	433		
10849	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5867	276	0	0	119550	10449	94155	413		
10858	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9155	946	0	0	202080	24887	96752	392		
11145	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4051	343	0	0	68645	13801	43935	166		
11640	90	0	0	0		0	0	0		7	0	0	0	0		0	0		0	0	0	0	0	0	0	7263	461	816	3	80270	10523	109104	289		
11837	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4374	314	0	0	41758	4434	28972	109		
12030	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16766	1160	903	3	176966	21870	90803	431		
12058	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3189	578	998	2	55750	8884	23570	119		
12142	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8353	497	264	1	67864	11109	63889	213		
12245	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4474	306	371	1	49690	9173	27139	124		
12311	0	0	0	3963194	0	0	0	0	0	0	0	0	170912	0	0	28899	0	8899209	0	0	0	0	0	0	0	304218	23255	5804	15	11584207	2274337	12362870	27073		
12647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4353	200	455	1	28577	4528	21192	79		
12656	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	402	26	0	0	8293	1379	2409	16		
12937	14	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3395	245	1627	2	48502	4936	84157	206		
12946	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25928	1077	1053	2	221752	25439	167307	589		
12955	6	0	0	0		0	0	0		141	0	0	0	0		0	0		0	0	0	0	0	0	0	5258	352	0	0	51817	7838	33554	134		
13037	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4744	291	0	0	64208	9968	21707	121		
13103	0	0	0	23		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	45739	3827	3127	9	395530	49280	236368	1051		
13251	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8824	411	525	1	16292	2567	3350	29		
13457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1102	72	0	0	8827	1505	3564	26		
14052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2246	139	0	0	37673	6835	13248	74		
14155	0	1	0	0		0	0	0		0	20	12	0	0		0	0		0	0	0	0	0	0	0	3805	359	0	0	51994	8918	26061	112		
14258	0	0	0	0		0	0	0		14	0	0	0	0		0	0		0	0	0	0	0	0	0	21802	1510	3339	9	184666	23956	522893	1173		
14409	0	0	0	177702	0	0	0	0	0	0	0	0	0	0	0	0	0	12739970	0	0	0	0	0	0	0	583799	52439	23711	48	9554859	2165514	16170360	34421		
14454	0	2	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1391	106	0	0	14301	2074	9076	63		
14650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1325	69	0	0	16322	2846	6566	20		
14753	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3244	138	0	0	18284	3401	4360	20		
14865	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5386	386	276	1	94695	15491	62527	256		
15536	0	0	0	393		0	0	0		0	0	0	0	0		0	0	786082	0	0	0	0	0	0	0	157529	10135	5901	15	1560804	125967	1207064	6059		
16337	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	21218	1058	1003	3	203487	25648	133089	506		
16458	3101	0	0	0		0	0	0		7	0	0	0	0		0	0		0	0	0	0	0	0	0	6660	748	1338	4	99423	14578	65105	239		
16551	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8196	480	652	2	51835	10799	41535	127		
16748	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3775	285	0	0	29353	4849	6326	43		
16944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	827	55	0	0	19067	3199	3778	21		
16953	83	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	463	29	0	0	19011	3240	5205	23		
17110	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2100	46	450	1	12912	322	107054	177		
17147	0	379	79	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	379	0	0	33083	14713	617	2	316640	52593	385027	839		
17259	0	17	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4373	341	0	0	33806	3889	13761	64		
17464	0	0	0	0		0	0	0		34	0	0	0	0		0	0	936435	0	0	0	0	0	0	0	16443	1402	1501	2	576845	75945	1051596	2687		
17839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	75555	4662	87127	320		
17950	0	3	0	0		0	0	0		0	16	0	0	0		0	0	43827	0	0	0	0	0	0	0	5324	313	0	0	69574	11790	67418	241		
18050	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9212	714	454	1	147866	29838	73401	325		
18135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2305	228	0	0	70568	7121	76419	292		
18368	46	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4827	384	267	1	136609	16080	283309	852		
18377	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2005	306	770	2	16279	2267	1615	14		
18827	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7368	1065	0	0	89700	14406	48504	144		
18836	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10877	498	951	3	79216	13044	19077	110		
18854	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	850	55	0	0	19826	1875	10997	63		
18957	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3730	278	0	0	25757	3272	16067	74		
19356	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2955	626	0	0	44621	4941	17080	78		
19730	6399	0	0	565		0	0	0		0	0	0	0	0		0	0	362626	0	0	0	0	0	0	0	49364	3705	344	1	832352	91970	708973	2266		
19936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6914	360	506	1	69880	12065	81168	285		
19972	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	29448	3147	6741	49		
20053	0	0	0	0		0	0	7782		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1964	153	0	0	21230	3053	10213	51		
20147	0	0	0	0		0	0	0		0	0	0	0	0		0	0	7561	0	0	0	0	0	0	0	1576	117	0	0	34841	7264	6436	44		
20259	0	0	0	0		0	0	0		4	0	0	0	0		0	0		0	0	0	0	0	0	0	292	40	0	0	27837	4568	25947	90		
20370	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3841	245	0	0	71416	7189	43386	144		
20512	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5818	474	505	1	46899	9786	22097	83		
20633	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8538	459	0	0	131776	11247	58461	352		
20754	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	865	82	0	0	8294	1567	2099	16		
20839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5101	235	0	0	77192	7338	92100	442		
20857	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	663	60	0	0	17840	2562	51043	48		
20866	117	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	80212	10056	69331	360		
21256	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1820	116	0	0	3797	579	1521	8		
21359	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1272	75	0	0	9984	1440	4342	27		
21630	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2484	229	0	0	25646	4256	27605	98		
21658	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7246	1380	368	1	80480	11949	18831	96		
22048	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6401	404	464	1	78242	13293	66558	344		
22235	0	0	0	30		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14218	859	253	1	150936	81390	127938	547		
22356	2	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	5007	734	260	1	120768	15866	91056	268		
22459	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4980	844	0	0	56093	9993	21589	101		
22543	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3374	196	0	0	38283	7598	17783	79		
22552	1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1138	119	0	0	27563	3768	10750	36		
22730	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4109	262	0	0	51592	9788	21260	108		
22936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8378	489	264	1	91543	12610	88610	323		
22954	0	500	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2120	179	0	0	37786	4977	19486	82		
23036	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16248	1330	332	1	167048	17654	229844	544		
23045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	955	61	0	0	12008	1778	14127	31		
23241	0	0	0	175		0	0	291997		0	0	0	605	0		0	0	1222853	0	0	0	0	0	0	0	100008	6894	1139	4	1091482	180670	858631	1955		
23456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4970	772	251	1	46772	7104	15124	77		
23504	0	0	0	2151		0	0	25776		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5135	704	0	0	153644	24389	294009	801		
23540	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11172	525	268	1	75281	11261	45661	157		
23643	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9083	342	676	2	72128	10959	64990	338		
23755	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8192	607	0	0	53595	8693	48589	165		
23812	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	30251	2329	1130	2	239577	46179	462544	1090		
24006	0	0	0	1952		0	0	6224		0	18	241	0	0		0	0		0	0	0	0	0	0	0	48995	3854	552	2	528919	61846	236805	1236		
24266	0	0	0	11689		0	0	14437		0	0	0	0	0		0	0	651449	0	0	0	0	0	0	0	90715	6989	1490	5	1063654	157054	836702	3463		
24453	0	6	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1448	66	0	0	32764	2314	63537	110		
24659	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	591	4	433	1	18332	2887	3669	25		
24668	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7839	764	1190	2	80569	10591	32550	190		
24855	5	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	5702	911	1893	10		
24949	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2688	21	602	2	294121	35666	187442	624		
25357	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1538	101	0	0	26686	3691	18721	102		
25647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	134	20	0	0	33244	8184	49997	230		
25852	0	0	0	99		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18808	1999	256	1	193741	32124	120589	394		
26149	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1043	85	0	0	28874	3706	10589	73		
26233	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	21847	1332	302	1	252616	21862	151388	495		
26242	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17819	943	308	1	176400	24810	95897	352		
26457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	427	75	0	0	14478	1598	4733	24		
26765	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1444	69	0	0	18315	2547	28109	61		
26859	596	0	0	0		0	0	0		141	0	0	0	0		0	0		0	0	0	0	0	0	0	11858	710	0	0	110910	11410	136489	627		
26916	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8349	1210	0	0	158498	26577	96225	400		
27548	0	35	3	0		0	0	0		0	7	0	0	0		0	0		0	0	0	0	0	0	0	20377	1362	0	0	106657	31706	177734	453		
27614	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22294	1529	3977	8	151729	29286	59889	237		
27838	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7923	568	0	0	118030	9887	149666	439		
27847	0	0	0	308		0	0	1390		0	0	0	0	2		0	0		0	0	0	0	0	0	0	12386	1244	2742	6	105475	15977	67147	412		
28013	0	0	0	0		0	0	0		0	0	0	0	0		0	20	94688	0	0	0	0	0	0	0	52690	4263	2410	4	699237	51903	251188	1565		
28152	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4523	344	0	0	32302	6775	21619	64		
28255	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2646	277	0	0	59921	8420	38608	180		
28349	0	0	0	42		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6140	308	0	0	56315	7867	39181	228		
28406	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	45825	3482	8641	11	448903	44146	237290	1406		
28572	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5717	252	1018	3	28585	2658	14605	112		
28732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1480	75	0	0	38571	4433	21775	100		
29104	0	0	0	909		0	0	17109		0	0	0	0	4		0	0	295634	0	0	0	0	0	0	0	14951	1016	308	1	374116	37012	392431	2533		
29159	0	10	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	735	88	0	0	14306	1899	18046	163		
29252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3470	374	0	0	54899	8318	35874	140		
29636	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	20149	1078	580	2	225547	44635	228663	740		
29850	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	970	80	0	0	30288	4231	23213	77		
29944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1044	57	745	2	34223	2743	79411	230		
29953	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2393	161	0	0	37202	3467	14646	112		
30052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	214	10	0	0	8544	2138	3306	17		
30155	0	0	0	0		0	0	0		0	0	0	0	0		0	24		0	0	0	0	0	0	0	3541	288	0	0	45754	4959	15302	65		
30258	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10224	743	911	3	123690	20212	109292	310		
30418	0	0	0	0		0	0	0		0	0	0	0	0		3175	0		0	0	0	0	0	0	0	1505	139	0	0	249492	16866	3918	15		
30502	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25684	2468	896	3	332643	50333	114703	589		
30650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7156	462	0	0	51837	6423	78060	157		
30810	0	0	0	0		0	0	0		0	0	0	0	0		0	64870	483754	0	0	0	0	0	0	0	3711	266	0	0	1704161	70177	11747081	5034		
30856	0	0	0	0		0	0	0		0	0	0	0	0		0	7		0	0	0	0	0	0	0	1252	82	402	1	53134	4156	103102	333		
