"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1856																																					25	247	0	109271	80441	0	546	28	6175	211697	77124	265	203049	0	126	98	88000	0	8648	400	211697	0	0	1173	0	13882	0	1787	75337		0	14992	14866	-6807	0	0	12660	25000	
2040																																					88	3288	0	0	26469	0	2236	80	4090	166559	129062	727	150757	0	1972	0	20968	0	15802	480	166559	0	0	11237	0	4270	569	12068	116994		0	130271	128299	-185	1440	0	0	0	
2161																																					3000	3706	0	78	27778	0	1605	0	3559	97401	86474	676	87150	0	552	0	0	0	10251	1000	97401	0	0	8425	0	1253	0	18209	68265		0	57142	56590	-427	1085	0	0	0	
2376																																					74	7199	212	288110	27925	2764	10171	496	45610	1006361	698939	9891	883953	68	7672	0	169404	0	122340	500	1006361	0	0	121970	0	0	0	18527	680412		0	631472	623800	-130	0	0	5719	0	
2451																																					747	491	0	0	0	0	245	0	1193	31739	21795	438	28663	0	195	750	6430	0	3076	50	31739	0	0	722	0	2304	0	2037	19758		0	28196	28001	0	312	0	0	0	
2554																																					0	474	0	3	2458	0	85	0	146	6724	6163	39	6202	0	56	0	0	0	522	50	6724	0	0	113	0	550	0	2878	3285		0	3159	3103	-191	455	0	0	0	
2732																																					0	14909	1262	0	61153	0	6459	345	4548	550895	483463	4532	488111	0	3609	0	116	0	62784	2320	550895	0	0	57463	0	3728	35432	83225	400238		0	390396	386787	-727	40000	0	0	0	
2750																																					1089	459	0	0	14089	0	527	0	1879	52022	40332	557	47395	0	516	0	5900	0	4627	90	52022	0	0	4924	0	93	0	1803	38529		0	32363	31847	-480	2132	0	0	606	
2938																																					1944	13168	0	0	43293	0	6442	88	7967	372405	299046	3501	343643	0	5528	0	15500	0	28762	1250	372405	0	0	13811	0	14408	0	58652	240394		0	305031	299503	-707	0	0	22093	3503	
3252																																					1983	4010	0	7830	33504	0	692	162	3125	100574	80147	273	88494	0	936	0	4274	0	12080	200	100574	0	0	12239	0	300	0	9756	70391		0	50204	49268	-659	0	0	3800	0	
3458																																					2838	1302	0	2279	7447	0	100	0	381	24367	19873	80	21778	0	385	0	0	0	2589	100	24367	0	0	2140	0	450	0	2110	17763		0	10040	9655	-101	365	0	500	1325	
3506																																					3	39636	5784	31208	309902	8	17018	0	62851	1661970	1243532	10022	1457764	35	10649	68922	198122	0	204171	2879	1661970	0	0	125200	0	79952	0	249799	993733		0	1137287	1126638	-3860	0	0	0	6088	
3720																																					0	5113	0	13582	38533	0	1892	172	5088	155673	126410	1527	136015	0	1278	0	4234	0	19658	2400	155673	0	0	7477	0	10800	291	19145	107265		0	92280	91002	-1019	0	0	223	3621	
3953																																					11	3214	0	0	0	0	4622	233	3174	99470	91481	722	92595	0	1526	0	392	0	6875	500	99470	0	0	4695	0	1680	10850	24688	66793		0	68472	66946	0	10420	0	0	0	
4138																																					0	4675	0	0	39251	23	6670	1080	3042	182955	160447	657	166678	0	1229	0	2574	0	16277	300	182955	0	0	16719	0	300	0	22756	137691		0	129443	128214	-1042	0	0	3000	0	
4147																																					798	2641	0	0	24234	0	3711	524	7176	116328	88105	763	103240	0	576	0	13000	0	13088	1950	116328	0	0	8985	0	2230	0	14315	73791		0	76871	76295	-77	949	0	1372	0	
4156																																					116	6306	0	0	37854	0	3827	128	6292	151607	117418	670	137088	0	1366	1783	19000	0	14519	1200	151607	0	0	7801	0	5981	701	16707	100711		0	95966	94600	-463	0	0	0	0	
4231																																					0	1961	0	0	55307	0	1132	147	2204	117264	102966	724	105690	0	704	0	0	0	11573	500	117263	0	0	1673	0	11100	0	14051	88915		0	56426	55722	-1700	791	0	2000	0	
4437																																					962	7092	0	3412	29811	0	4077	160	3642	212473	180762	1128	193303	0	1824	0	7527	0	19170	963	212473	0	0	14947	0	3750	0	20887	159875		0	164477	162653	-490	664	0	0	3886	
4839																																					296	4587	0	0	71182	76	6980	0	3268	281748	216486	1359	263148	0	1821	0	30900	0	18600	1875	281748	0	0	10369	0	8429	0	34989	181497		0	197180	195359	-2073	0	0	3100	11303	
5005																																					2047	7032	0	1984	68170	0	7814	0	13128	356926	272958	3542	322642	0	2018	2085	46142	0	34284	0	356926	0	0	1404	0	33666	0	31472	241486		0	255344	253326	-786	1340	0	0	0	
5069																																					398	1366	0	0	2101	0	18123	0	3139	294762	212524	5079	217603	0	6684	0	0	0	77159	4500	294762	0	0	68471	0	4129	0	13666	198858		0	252319	245635	59	24000	0	0	0	
5135																																					53	4541	0	0	35512	0	4154	39	8981	269591	223229	1791	242020	0	2519	1042	17000	0	27571	651	269591	0	0	7897	0	19349	0	29048	194181		0	197966	195447	-326	19822	0	0	0	
5210																																					892	18595	88	17446	333577	0	15026	72	44556	944208	679386	8028	881184	0	4915	0	170409	0	63024	4798	944208	0	0	60080	0	5455	833	55501	623885		0	518038	513123	-7309	0	0	0	23361	
5274																																					4004	2461	0	0	17343	0	4761	0	3989	144678	115848	1334	132257	0	907	0	13455	0	12421	1	144678	0	0	8939	0	3847	0	13071	102777		0	112166	111259	-366	861	0	0	1620	
5331																																					72	6360	0	0	142632	0	14862	0	8710	344677	219838	3070	322160	0	888	0	17252	0	22517	2580	344677	0	0	15271	0	8360	0	42230	177608		0	171929	171041	-3694	1000	0	0	82000	
5461																																					1723	20618	918	0	86164	731	10206	0	4798	391474	348429	2056	361747	0	1939	0	6262	0	29727	2059	391474	0	0	25786	0	4241	0	88944	259485		0	268255	266316	-2359	0	0	5000	0	
5751																																					0	1334	0	0	39796	0	304	0	3413	96604	75900	307	76207	0	767	0	0	0	20397	600	96604	0	0	20197	0	700	0	4782	71118		0	46649	45882	-1100	5875	0	0	0	
6039																																					3315	2569	0	0	13183	0	2245	8	1874	89006	79056	679	79735	0	853	0	0	0	9271	469	89006	0	0	4135	0	4800	0	12989	66067		0	59115	58262	-133	7550	0	0	0	
6057																																					10	338	0	62	2534	0	232	68	432	16213	13926	101	14727	0	192	0	700	0	1486	25	16213	0	0	1404	0	100	0	1399	12527		0	12374	12182	-43	355	0	0	0	
6141																																					0	2116	0	12597	0	0	319	0	407	34482	30149	197	30346	0	341	0	0	0	4136	400	34482	0	0	336	0	3400	0	8718	21430		0	17734	17393	0	1650	0	0	0	
6329																																					51	14279	0	874	47988	0	11197	255	10276	327668	297504	2742	300246	0	3140	0	0	0	27422	2600	327668	0	0	16317	0	9400	0	60707	236797		0	244126	240986	-895	1762	0	0	0	
6972																																					180	38111	0	205819	30034	0	11945	0	19141	865923	680892	5828	767164	0	7987	4685	29302	0	98759	2600	865923	0	0	74415	0	22400	21637	60532	620360		0	542358	534371	-656	0	0	41000	10142	
7009																																					2000	1839	0	0	118080	0	447	0	10400	437784	375708	4195	379903	0	0	0	0	0	57881	500	437784	0	0	55984	0	548	0	44790	330918		0	227018	227018	849	78000	0	0	0	
7045																																					8617	2846	0	6805	29526	0	1539	0	1466	111174	99716	306	100022	0	693	0	0	0	11152	100	111174	0	0	9103	0	2325	0	12811	86905		0	52523	51830	-376	8545	0	0	0	
7157																																					0	777	0	0	10749	0	167	0	482	33091	29025	296	29321	0	274	0	0	0	3770	200	33091	0	0	3520	0	200	0	4963	24062		0	20029	19755	-150	1161	0	0	0	
7456																																					0	909	0	285	17418	0	395	0	764	41603	36704	134	38197	0	283	0	0	0	3406	400	41603	0	0	1287	0	2400	0	6463	30240		0	22115	21832	-681	0	0	1359	0	
7634																																					100	2537	0	244	9800	0	729	0	1273	44202	38900	219	39119	0	617	0	0	0	5083	200	44202	0	0	1659	0	3400	0	5782	33118		0	30091	29474	-176	45	0	0	0	
8033																																					1090	3032	0	0	3500	0	908	300	3630	85118	58903	737	76252	0	817	0	16612	0	8866	774	85118	0	0	4688	0	3476	0	14492	44411		0	68525	67708	-72	4950	0	0	0	
8417																																					0	159742	63000	0	0	0	9081	0	157685	1478533	352278	99009	492401	0	713	688226	41114	0	986132	800	1478533	0	0	-22594	0	1007926	0	324346	27932		0	197029	196316	0	100000	104483	0	0	
8462																																					0	3982	0	340	36259	0	373	0	877	80178	70845	404	71249	0	379	0	0	0	8929	350	80178	0	0	9212	0	350	92	14662	56183		0	30134	29755	-983	8500	0	0	0	
8631																																					4	1153	0	0	12770	0	1734	0	2113	48568	42265	137	42402	0	297	0	0	0	6166	500	48568	0	0	5009	0	800	0	9348	32917		0	29120	28823	-143	1971	0	0	0	
9357																																					0	22368	4887	0	28395	0	521	0	40011	409654	311120	1592	349055	0	3606	23238	29100	0	60599	500	409654	0	0	3147	0	57142	114290	94840	216280		0	179550	175944	-190	0	0	0	7243	
9553																																					5	990	0	0	2508	0	359	0	2970	64381	46792	734	57364	0	617	0	9638	0	7017	400	64381	0	0	5452	0	1200	0	5608	41184		0	58166	57549	-35	0	0	200	0	
9807																																					56170	33039	0	343159	78840	35	8509	550	78913	2659396	1890434	19775	2430663	0	49080	0	397378	0	228733	20000	2659396	0	0	144260	0	63858	0	69915	1820519		0	2109261	2060181	615	0	0	0	123076	
9955																																					4586	4425	1990	0	31911	0	2146	27	1582	89452	78690	298	80479	0	401	0	1491	0	8973	110	89452	0	0	6598	0	3023	0	13193	65497		0	41545	41144	-758	1641	0	0	0	
10157																																					23	1490	0	2347	19291	0	750	0	1738	52502	43561	194	47730	0	807	219	3975	0	4772	250	52502	0	0	2409	0	2560	0	8308	35253		0	27396	26589	-447	55	0	0	0	
10250																																					1381	9238	0	0	51550	0	8079	0	4493	367793	321974	1945	340740	0	3269	0	15611	0	27053	1500	367793	0	0	7084	0	20000	0	49708	272266		0	295552	292283	-1531	769	0	10	1200	
10849																																					382	2790	0	59980	390	0	3982	0	6409	289164	219572	993	262480	0	2772	694	28185	0	26684	16	289164	0	0	15922	0	10746	0	19995	199577		0	217309	214537	0	0	0	13730	0	
10858																																					2177	9385	126	59038	0	0	7816	0	6053	383608	307987	3035	349503	0	3618	2957	9283	0	34105	2500	383608	7512	0	16850	0	14755	4060	41113	266874		0	288102	284484	0	0	0	13580	15618	
11145																																					71	4864	57	489	16679	0	4483	897	2081	146453	116631	326	132242	0	1711	449	15285	0	14211	1000	146453	0	0	9377	0	4000	0	16156	100475		0	114894	113183	-166	3200	0	0	0	
11640																																					99	8157	0	0	70348	0	4947	0	12413	246988	197453	3109	226843	0	1531	0	24481	0	20145	650	246988	0	0	4304	0	16800	0	36199	161255		0	152555	151024	-1609	0	0	1800	0	
11837																																					72	1923	0	0	20749	0	1200	0	2262	93557	75104	679	84283	0	1059	0	8500	0	9274	314	93557	0	0	539	0	8686	0	7168	67936		0	67006	65947	-265	1404	0	0	0	
12030																																					0	9641	0	100	21507	0	3898	0	5227	312866	285438	3160	288598	0	7929	1029	0	0	24268	300	312866	0	0	23784	0	300	152	25529	259909		0	246054	238125	-116	33187	0	0	0	
12058																																					0	3511	0	863	18269	0	1369	73	1444	95041	83507	586	85120	0	701	0	1027	0	9921	200	95041	0	0	8255	0	1650	389	12689	70818		0	69774	69073	-184	50	0	0	0	
12142																																					69	7635	0	2883	75899	0	5142	0	3606	163906	140370	512	144882	0	1221	0	4000	0	19024	1250	163906	0	0	5825	0	13250	0	25029	115341		0	69393	68172	-1301	500	0	0	0	
12245																																					50	3190	0	0	28372	0	1697	0	1033	103754	81674	717	92609	0	798	0	6000	0	11145	1419	103754	0	0	6263	0	3581	0	16573	65101		0	70210	69412	-118	0	0	4218	0	
12311	75376	858847	204938	0	4953057	7836	365732	35805	2103412	35886969	1123113	33246911	493294	280033	557284	4271974	952549	2146764	39999	35886969	164787	41241	1270361	0	887748	298871		0	26175686	25895653	-51344	363671	967604	697038	0	697038										35886969	24257099		33246911				4271974											1155620	23101479						1700	363671	936293	967604	
12647																																					71	1486	0	11263	0	0	1182	470	811	66022	54577	269	58946	0	520	0	3550	0	7076	125	66022	0	0	826	0	6125	86	9261	45316		0	51173	50653	0	0	0	550	0	
12656																																					5	412	0	700	0	0	202	46	170	12108	11104	93	11197	0	188	0	0	0	911	72	12108	0	0	451	0	388	0	2158	8946		0	9529	9341	0	1232	0	0	0	
12937																																					1023	4115	0	0	14129	0	4641	0	2106	153853	137681	1047	138865	0	1036	0	137	0	14988	750	153853	0	0	9437	0	5250	0	23115	114566		0	128875	127839	-449	0	0	0	0	
12946																																					181	10800	3215	438	144325	1053	8605	300	14970	497019	416040	5288	451904	0	4195	3800	25161	0	45115	1	497019	0	0	43790	0	3749	0	47458	368582		0	313527	309332	-2425	0	0	5415	0	
12955																																					16	3371	0	9501	10050	0	3407	1536	1357	108418	90629	393	97522	0	858	0	6200	0	10896	1567	108418	0	0	2919	0	6433	1057	18511	72118		0	78981	78123	-23	0	0	300	0	
13037																																					353	2568	0	0	34421	0	2449	609	4651	102647	90659	1150	91809	0	2055	0	0	0	10838	900	102647	0	0	10204	0	450	0	21622	69037		-19	52545	50490	-697	7106	0	0	0	
13103																																					31	14822	0	2660	308314	0	12702	0	21165	1041252	680764	12311	897888	0	6766	328	187850	0	143364	500	1041252	0	0	97714	0	34018	0	29249	651515		0	687488	680722	11132	508	0	0	16963	
13251																																					355	971	0	0	6590	0	82	99	741	32338	28991	156	29147	0	359	0	0	0	3190	25	32337	0	0	1582	0	1725	0	4051	24940		0	22116	21757	-142	1743	0	0	0	
13457																																					0	440	0	0	5286	0	27	0	1608	19423	13493	163	14046	0	141	0	0	0	5377	50	19423	0	0	5329	0	50	0	1442	12051		0	12203	12062	-52	0	0	390	0	
14052																																					8	2079	0	115	7981	0	774	0	805	62600	53167	306	57447	0	691	0	0	0	5153	1000	62600	0	0	2691	0	1500	0	11176	41991		0	50704	50013	-38	825	0	3974	0	
14155																																					0	2579	0	675	8873	0	1984	0	3195	102426	81860	666	91731	0	1029	0	9205	0	10695	176	102426	0	0	10456	0	160	0	10654	71205		0	85734	84705	-97	415	0	0	0	
14258																																					0	18349	0	0	51593	0	4702	0	8954	809669	732700	2439	744789	0	8084	0	6000	0	64880	500	809669	0	0	50000	0	15088	4366	129270	603430		0	678789	670705	-708	51000	0	3650	0	
14409	21289	185509	90049	0	7698308	0	156462	35745	812098	37112775	343824	32972046	147	200295	1844685	3100144	260000	4140582	0	37112775	74328	49958	1769316	0	2532380	0		0	23994597	23794302	-161114	0	2405608	479783	0	479783										37112775	26332729		32972046				3100144											4324740	22007989						2400000	0	0	2405608	
14454																																					0	926	0	0	1265	0	390	0	283	31739	24768	191	25334	0	326	2745	0	0	6405	75	31739	0	0	285	0	6069	0	2259	22509		0	26456	26130	-24	0	0	375	0	
14650																																					1287	1849	0	4290	107	0	370	55	1465	27817	24213	268	24481	0	321	115	0	0	3336	200	27817	0	0	2837	0	300	0	6042	18171		0	15560	15239	-1	3040	0	0	0	
14753																																					0	852	0	0	14450	0	134	0	687	28852	25888	192	26080	0	526	0	0	0	2772	300	28852	0	0	444	977	1277	0	5701	20187		0	13255	12729	-226	0	0	0	0	
14865																																					77	6963	1455	0	44550	0	5031	104	5190	182921	162883	1176	167969	0	1329	0	2955	0	14952	730	182921	0	0	5262	0	9946	0	24265	138618		0	120880	119551	-986	0	0	955	0	
15536																																					8577	94218	111	162701	234322	0	63393	16197	87598	3573050	2931298	58686	3118884	0	40766	6577	100000	0	454166	10293	3573050	0	0	223401	0	222429	2937	294489	2636809		0	2937185	2896419	-1957	0	0	28900	0	
16337																																					835	12908	0	0	55022	0	16960	0	14555	431157	358797	1901	396282	0	3671	0	34000	0	34875	350	431157	0	0	26969	0	8500	0	72122	286675		0	330900	327229	-944	3648	0	0	1584	
16458																																					0	5123	0	35099	37933	0	10814	0	2797	205117	172526	889	178730	0	2019	0	5315	0	26387	941	205117	0	0	24278	0	2059	232	14498	158028		0	114902	112883	-891	236	0	0	0	
16551																																					145	2367	0	0	7892	0	1974	62	3845	136222	102218	579	123469	0	2401	751	20504	0	12753	175	136222	0	0	8898	0	3746	2	10755	91463		0	121585	119184	-66	0	0	168	0	
16748																																					23	2089	338	344	9051	0	878	135	2943	46578	39454	484	42043	0	353	0	2000	0	4535	400	46578	0	0	1804	0	2600	396	7488	31966		0	30589	30236	-269	145	0	105	0	
16944																																					0	2723	0	0	9666	0	182	0	295	27997	23673	85	23758	0	235	0	0	0	4240	1000	27998	0	0	1852	0	1500	0	4022	19651		0	13866	13631	-112	1500	0	0	0	
16953																																					100	1175	0	305	11832	0	97	0	378	29570	24679	244	24923	0	155	0	0	0	4647	100	29570	0	0	3115	0	1900	0	4344	20335		0	13238	13083	-468	2600	0	0	0	
17110																																					21440	2708	302	19933	1788	0	939	0	3575	142529	122516	1528	126044	0	856	0	0	2000	16486	300	142530	0	0	9200	0	6986	0	0	122516		0	91632	90776	0	0	1068	0	0	
17147																																					2576	45291	423	604	161987	0	10439	939	29701	967402	735366	2754	897779	0	7416	631	65128	0	69623	3140	967402	0	0	55741	0	13043	0	125564	609802		0	639378	631962	-2301	82849	0	77039	17492	
17259																																					16	901	0	204	24196	0	1093	0	1985	61771	51940	978	56595	0	112	0	1750	0	5176	769	61771	0	0	4152	0	769	0	6484	45456		0	33488	33376	-514	0	0	1927	0	
17464																																					32	66347	16167	3701	124809	2334	40000	367	40063	2146115	1646384	25562	1844660	0	20777	104734	117405	0	301455	750	2146115	0	0	224947	0	76340	5461	412625	1233759		0	1762494	1741717	-582	383	0	0	55309	
17839																																					5131	4923	0	0	40115	0	2463	441	4101	194581	162683	1971	179830	0	1749	0	5000	0	14751	800	194581	0	0	7385	0	7166	0	27701	134982		0	139156	137407	-600	0	0	7519	2657	
17950																																					17	3963	0	342	45137	0	3819	30	3976	169662	142316	1347	154584	0	1120	1691	6096	0	15078	725	169662	0	0	4594	0	10550	0	21524	120792		0	111807	110687	-791	0	0	4825	0	
18050																																					205	8321	1080	18342	62517	0	14679	241	4361	267418	230933	1231	236352	0	2384	0	4188	0	31066	1214	267418	0	0	24048	0	7671	413	60583	170350		0	155018	152634	-1867	4625	0	0	0	
18135																																					168	7653	0	0	49083	0	10142	0	6105	186528	149292	459	172262	0	1110	0	12909	0	14266	456	186528	0	0	8372	0	6056	3037	39747	109545		0	105691	104581	-618	5759	0	0	9602	
18368																																					157	15914	0	11684	78207	0	3353	0	12529	569927	425012	2269	517986	0	7428	0	63293	0	51941	5441	569927	0	0	47329	0	0	0	148145	276867		0	442511	435083	-829	13000	0	0	27412	
18377																																					6813	15	0	0	3264	0	680	0	212	23649	20669	41	21360	0	102	0	650	0	2289	0	23649	0	0	2381	0	0	0	0	20669		0	12767	12665	-92	0	0	0	0	
18827																																					247	7547	0	52263	9912	0	2463	0	1804	162257	145572	609	146938	0	1249	0	757	0	15319	400	162257	0	0	12714	0	2400	0	24059	121513		0	82820	81571	-195	6450	0	0	0	
18836																																					1312	3277	0	490	9802	0	2929	50	4905	132156	110121	1689	119866	0	1411	0	8056	0	12290	180	132156	0	0	10490	0	1676	0	17996	92125		0	107370	105959	-56	3432	0	0	0	
18854																																					18	707	0	0	7629	0	812	0	658	34796	31672	140	31812	0	223	0	0	0	2984	40	34796	0	0	1274	0	2060	0	4447	27226		0	22657	22434	-390	2538	0	0	0	
18957																																					222	1536	0	0	14390	0	595	29	1928	55417	45554	275	50853	0	532	0	4454	0	4564	200	55417	0	0	4255	0	500	0	4924	40630		0	37249	36717	-391	0	0	570	0	
19356																																					82	2469	0	0	27779	0	931	175	872	75792	64657	148	67370	0	898	0	0	0	8423	2025	75793	0	0	4431	0	3200	0	13753	50904		0	44382	43484	-1233	0	0	2565	0	
19730																																					2193	74679	9843	35322	97071	0	62897	887	76737	1872202	1591032	9861	1689614	0	19706	17847	63965	0	182588	4083	1872202	0	0	68832	0	111304	914	329004	1262028		0	1452147	1432441	-1631	61371	0	0	24756	
19936																																					2	8099	0	10157	22453	0	4231	0	5087	178164	158468	988	162978	0	1772	0	0	0	15186	420	178164	0	0	7467	0	7781	0	31482	126986		0	129654	127882	-482	253	0	0	3522	
19972																																					2844	37	0	14184	0	0	321	0	2440	47222	36189	628	36817	0	95	0	0	0	10405	0	47222	0	0	150	0	10255	0	125	36064		0	27491	27396	0	0	0	0	0	
