RCFDHU20,RCFDHU21,RCFDHU22,RCFDHU23,RCFDJ981,RCFDJF77,RCFDJF78,RCFDJF84,RCFDJF85,RCFDJF86,RCFDJF87,RCFDJF88,RCFDJF89,RCFDJF90,RCFDJF91,RCFDJF92,RCFDJF93,RCFDK009,RCFDK030,RCFDK033,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,13251,2005-06-30
,,,,,,,,,,,,,,,,,,,,13457,2005-06-30
,,,,,,,,,,,,,,,,,,,,14052,2005-06-30
,,,,,,,,,,,,,,,,,,,,14155,2005-06-30
,,,,,,,,,,,,,,,,,,,,14258,2005-06-30
,,,,,,,,,,,,,,,,,,,,14409,2005-06-30
,,,,,,,,,,,,,,,,,,,,14454,2005-06-30
,,,,,,,,,,,,,,,,,,,,14650,2005-06-30
,,,,,,,,,,,,,,,,,,,,14753,2005-06-30
,,,,,,,,,,,,,,,,,,,,14865,2005-06-30
,,,,,,,,,,,,,,,,,,,,15536,2005-06-30
,,,,,,,,,,,,,,,,,,,,16337,2005-06-30
,,,,,,,,,,,,,,,,,,,,16458,2005-06-30
,,,,,,,,,,,,,,,,,,,,16551,2005-06-30
,,,,,,,,,,,,,,,,,,,,16748,2005-06-30
,,,,,,,,,,,,,,,,,,,,16944,2005-06-30
,,,,,,,,,,,,,,,,,,,,16953,2005-06-30
,,,,,,,,,,,,,,,,,,,,17110,2005-06-30
,,,,,,,,,,,,,,,,,,,,17147,2005-06-30
,,,,,,,,,,,,,,,,,,,,17259,2005-06-30
,,,,,,,,,,,,,,,,,,,,17464,2005-06-30
,,,,,,,,,,,,,,,,,,,,17549,2005-06-30
,,,,,,,,,,,,,,,,,,,,17839,2005-06-30
,,,,,,,,,,,,,,,,,,,,17950,2005-06-30
,,,,,,,,,,,,,,,,,,,,18050,2005-06-30
,,,,,,,,,,,,,,,,,,,,18135,2005-06-30
,,,,,,,,,,,,,,,,,,,,18368,2005-06-30
,,,,,,,,,,,,,,,,,,,,18377,2005-06-30
,,,,,,,,,,,,,,,,,,,,18827,2005-06-30
,,,,,,,,,,,,,,,,,,,,18836,2005-06-30
,,,,,,,,,,,,,,,,,,,,18854,2005-06-30
,,,,,,,,,,,,,,,,,,,,18957,2005-06-30
,,,,,,,,,,,,,,,,,,,,19356,2005-06-30
,,,,,,,,,,,,,,,,,,,,19730,2005-06-30
,,,,,,,,,,,,,,,,,,,,19936,2005-06-30
,,,,,,,,,,,,,,,,,,,,19972,2005-06-30
,,,,,,,,,,,,,,,,,,,,20053,2005-06-30
,,,,,,,,,,,,,,,,,,,,20147,2005-06-30
,,,,,,,,,,,,,,,,,,,,20259,2005-06-30
,,,,,,,,,,,,,,,,,,,,20370,2005-06-30
,,,,,,,,,,,,,,,,,,,,20512,2005-06-30
,,,,,,,,,,,,,,,,,,,,20633,2005-06-30
,,,,,,,,,,,,,,,,,,,,20754,2005-06-30
,,,,,,,,,,,,,,,,,,,,20839,2005-06-30
,,,,,,,,,,,,,,,,,,,,20857,2005-06-30
,,,,,,,,,,,,,,,,,,,,20866,2005-06-30
,,,,,,,,,,,,,,,,,,,,21256,2005-06-30
,,,,,,,,,,,,,,,,,,,,21359,2005-06-30
,,,,,,,,,,,,,,,,,,,,21630,2005-06-30
,,,,,,,,,,,,,,,,,,,,21658,2005-06-30
,,,,,,,,,,,,,,,,,,,,22048,2005-06-30
,,,,,,,,,,,,,,,,,,,,22235,2005-06-30
,,,,,,,,,,,,,,,,,,,,22356,2005-06-30
,,,,,,,,,,,,,,,,,,,,22459,2005-06-30
,,,,,,,,,,,,,,,,,,,,22543,2005-06-30
,,,,,,,,,,,,,,,,,,,,22552,2005-06-30
,,,,,,,,,,,,,,,,,,,,22730,2005-06-30
,,,,,,,,,,,,,,,,,,,,22936,2005-06-30
,,,,,,,,,,,,,,,,,,,,22954,2005-06-30
,,,,,,,,,,,,,,,,,,,,23036,2005-06-30
,,,,,,,,,,,,,,,,,,,,23045,2005-06-30
,,,,,,,,,,,,,,,,,,,,23241,2005-06-30
,,,,,,,,,,,,,,,,,,,,23456,2005-06-30
,,,,,,,,,,,,,,,,,,,,23504,2005-06-30
,,,,,,,,,,,,,,,,,,,,23540,2005-06-30
,,,,,,,,,,,,,,,,,,,,23643,2005-06-30
,,,,,,,,,,,,,,,,,,,,23755,2005-06-30
,,,,,,,,,,,,,,,,,,,,23812,2005-06-30
,,,,,,,,,,,,,,,,,,,,24006,2005-06-30
,,,,,,,,,,,,,,,,,,,,24266,2005-06-30
,,,,,,,,,,,,,,,,,,,,24453,2005-06-30
,,,,,,,,,,,,,,,,,,,,24659,2005-06-30
,,,,,,,,,,,,,,,,,,,,24668,2005-06-30
,,,,,,,,,,,,,,,,,,,,24855,2005-06-30
,,,,,,,,,,,,,,,,,,,,24949,2005-06-30
,,,,,,,,,,,,,,,,,,,,25357,2005-06-30
,,,,,,,,,,,,,,,,,,,,25647,2005-06-30
,,,,,,,,,,,,,,,,,,,,25852,2005-06-30
,,,,,,,,,,,,,,,,,,,,26149,2005-06-30
,,,,,,,,,,,,,,,,,,,,26233,2005-06-30
,,,,,,,,,,,,,,,,,,,,26242,2005-06-30
,,,,,,,,,,,,,,,,,,,,26457,2005-06-30
,,,,,,,,,,,,,,,,,,,,26756,2005-06-30
,,,,,,,,,,,,,,,,,,,,26765,2005-06-30
,,,,,,,,,,,,,,,,,,,,26859,2005-06-30
,,,,,,,,,,,,,,,,,,,,26916,2005-06-30
,,,,,,,,,,,,,,,,,,,,27548,2005-06-30
,,,,,,,,,,,,,,,,,,,,27614,2005-06-30
,,,,,,,,,,,,,,,,,,,,27838,2005-06-30
,,,,,,,,,,,,,,,,,,,,27847,2005-06-30
,,,,,,,,,,,,,,,,,,,,28013,2005-06-30
,,,,,,,,,,,,,,,,,,,,28152,2005-06-30
,,,,,,,,,,,,,,,,,,,,28255,2005-06-30
,,,,,,,,,,,,,,,,,,,,28349,2005-06-30
,,,,,,,,,,,,,,,,,,,,28406,2005-06-30
,,,,,,,,,,,,,,,,,,,,28572,2005-06-30
,,,,,,,,,,,,,,,,,,,,28732,2005-06-30
,,,,,,,,,,,,,,,,,,,,29104,2005-06-30
,,,,,,,,,,,,,,,,,,,,29159,2005-06-30
,,,,,,,,,,,,,,,,,,,,29252,2005-06-30
,,,,,,,,,,,,,,,,,,,,29636,2005-06-30
,,,,,,,,,,,,,,,,,,,,29850,2005-06-30
,,,,,,,,,,,,,,,,,,,,29944,2005-06-30
,,,,,,,,,,,,,,,,,,,,29953,2005-06-30
,,,,,,,,,,,,,,,,,,,,30052,2005-06-30
,,,,,,,,,,,,,,,,,,,,30155,2005-06-30
,,,,,,,,,,,,,,,,,,,,30258,2005-06-30
,,,,,,,,,,,,,,,,,,,,30418,2005-06-30
,,,,,,,,,,,,,,,,,,,,30502,2005-06-30
,,,,,,,,,,,,,,,,,,,,30650,2005-06-30
,,,,,,,,,,,,,,,,,,,,30810,2005-06-30
,,,,,,,,,,,,,,,,,,,,30856,2005-06-30
,,,,,,,,,,,,,,,,,,,,31134,2005-06-30
,,,,,,,,,,,,,,,,,,,,31255,2005-06-30
,,,,,,,,,,,,,,,,,,,,31657,2005-06-30
,,,,,,,,,,,,,,,,,,,,31826,2005-06-30
,,,,,,,,,,,,,,,,,,,,31835,2005-06-30
,,,,,,,,,,,,,,,,,,,,32159,2005-06-30
,,,,,,,,,,,,,,,,,,,,32234,2005-06-30
,,,,,,,,,,,,,,,,,,,,32766,2005-06-30
,,,,,,,,,,,,,,,,,,,,33147,2005-06-30
,,,,,,,,,,,,,,,,,,,,33259,2005-06-30
,,,,,,,,,,,,,,,,,,,,33268,2005-06-30
,,,,,,,,,,,,,,,,,,,,33549,2005-06-30
,,,,,,,,,,,,,,,,,,,,33727,2005-06-30
,,,,,,,,,,,,,,,,,,,,33754,2005-06-30
,,,,,,,,,,,,,,,,,,,,33772,2005-06-30
,,,,,,,,,,,,,,,,,,,,33839,2005-06-30
,,,,,,,,,,,,,,,,,,,,33857,2005-06-30
,,,,,,,,,,,,,,,,,,,,34153,2005-06-30
,,,,,,,,,,,,,,,,,,,,34359,2005-06-30
,,,,,,,,,,,,,,,,,,,,34425,2005-06-30
,,,,,,,,,,,,,,,,,,,,34434,2005-06-30
,,,,,,,,,,,,,,,,,,,,34452,2005-06-30
,,,,,,,,,,,,,,,,,,,,34537,2005-06-30
,,,,,,,,,,,,,,,,,,,,34555,2005-06-30
,,,,,,,,,,,,,,,,,,,,34742,2005-06-30
,,,,,,,,,,,,,,,,,,,,34836,2005-06-30
,,,,,,,,,,,,,,,,,,,,34863,2005-06-30
,,,,,,,,,,,,,,,,,,,,35057,2005-06-30
,,,,,,,,,,,,,,,,,,,,35244,2005-06-30
,,,,,,,,,,,,,,,,,,,,35301,2005-06-30
,,,,,,,,,,,,,,,,,,,,35570,2005-06-30
,,,,,,,,,,,,,,,,,,,,35646,2005-06-30
,,,,,,,,,,,,,,,,,,,,35842,2005-06-30
,,,,,,,,,,,,,,,,,,,,35936,2005-06-30
,,,,,,,,,,,,,,,,,,,,36054,2005-06-30
,,,,,,,,,,,,,,,,,,,,36344,2005-06-30
,,,,,,,,,,,,,,,,,,,,36456,2005-06-30
,,,,,,,,,,,,,,,,,,,,36858,2005-06-30
,,,,,,,,,,,,,,,,,,,,36933,2005-06-30
,,,,,,,,,,,,,,,,,,,,37051,2005-06-30
,,,,,,,,,,,,,,,,,,,,37341,2005-06-30
,,,,,,,,,,,,,,,,,,,,37350,2005-06-30
,,,,,,,,,,,,,,,,,,,,37378,2005-06-30
,,,,,,,,,,,,,,,,,,,,37435,2005-06-30
,,,,,,,,,,,,,,,,,,,,37640,2005-06-30
,,,,,,,,,,,,,,,,,,,,37659,2005-06-30
,,,,,,,,,,,,,,,,,,,,37743,2005-06-30
,,,,,,,,,,,,,,,,,,,,37949,2005-06-30
,,,,,,,,,,,,,,,,,,,,38478,2005-06-30
,,,,,,,,,,,,,,,,,,,,38526,2005-06-30
,,,,,,,,,,,,,,,,,,,,38535,2005-06-30
,,,,,,,,,,,,,,,,,,,,38740,2005-06-30
,,,,,,,,,,,,,,,,,,,,39327,2005-06-30
,,,,,,,,,,,,,,,,,,,,39420,2005-06-30
,,,,,,,,,,,,,,,,,,,,39475,2005-06-30
,,,,,,,,,,,,,,,,,,,,39756,2005-06-30
,,,,,,,,,,,,,,,,,,,,39934,2005-06-30
,,,,,,,,,,,,,,,,,,,,40033,2005-06-30
,,,,,,,,,,,,,,,,,,,,40305,2005-06-30
,,,,,,,,,,,,,,,,,,,,40350,2005-06-30
,,,,,,,,,,,,,,,,,,,,40707,2005-06-30
,,,,,,,,,,,,,,,,,,,,40855,2005-06-30
,,,,,,,,,,,,,,,,,,,,41245,2005-06-30
,,,,,,,,,,,,,,,,,,,,41553,2005-06-30
,,,,,,,,,,,,,,,,,,,,41629,2005-06-30
,,,,,,,,,,,,,,,,,,,,41647,2005-06-30
,,,,,,,,,,,,,,,,,,,,41759,2005-06-30
,,,,,,,,,,,,,,,,,,,,41825,2005-06-30
,,,,,,,,,,,,,,,,,,,,41937,2005-06-30
,,,,,,,,,,,,,,,,,,,,41955,2005-06-30
,,,,,,,,,,,,,,,,,,,,42037,2005-06-30
,,,,,,,,,,,,,,,,,,,,42055,2005-06-30
,,,,,,,,,,,,,,,,,,,,42354,2005-06-30
,,,,,,,,,,,,,,,,,,,,42420,2005-06-30
,,,,,,,,,,,,,,,,,,,,42448,2005-06-30
,,,,,,,,,,,,,,,,,,,,42457,2005-06-30
,,,,,,,,,,,,,,,,,,,,42541,2005-06-30
,,,,,,,,,,,,,,,,,,,,43052,2005-06-30
,,,,,,,,,,,,,,,,,,,,43155,2005-06-30
,,,,,,,,,,,,,,,,,,,,43173,2005-06-30
,,,,,,,,,,,,,,,,,,,,43324,2005-06-30
,,,,,,,,,,,,,,,,,,,,43351,2005-06-30
,,,,,,,,,,,,,,,,,,,,43454,2005-06-30
,,,,,,,,,,,,,,,,,,,,43511,2005-06-30
,,,,,,,,,,,,,,,,,,,,43641,2005-06-30
,,,,,,,,,,,,,,,,,,,,43744,2005-06-30
,,,,,,,,,,,,,,,,,,,,43856,2005-06-30
,,,,,,,,,,,,,,,,,,,,43959,2005-06-30
,,,,,,,,,,,,,,,,,,,,44040,2005-06-30
,,,,,,,,,,,,,,,,,,,,44134,2005-06-30
,,,,,,,,,,,,,,,,,,,,44433,2005-06-30
,,,,,,,,,,,,,,,,,,,,44451,2005-06-30
,,,,,,,,,,,,,,,,,,,,44602,2005-06-30
,,,,,,,,,,,,,,,,,,,,44741,2005-06-30
,,,,,,,,,,,,,,,,,,,,44750,2005-06-30
,,,,,,,,,,,,,,,,,,,,44929,2005-06-30
,,,,,,,,,,,,,,,,,,,,45038,2005-06-30
,,,,,,,,,,,,,,,,,,,,45047,2005-06-30
,,,,,,,,,,,,,,,,,,,,45056,2005-06-30
,,,,,,,,,,,,,,,,,,,,45430,2005-06-30
,,,,,,,,,,,,,,,,,,,,45458,2005-06-30
,,,,,,,,,,,,,,,,,,,,45551,2005-06-30
,,,,,,,,,,,,,,,,,,,,45560,2005-06-30
,,,,,,,,,,,,,,,,,,,,45627,2005-06-30
,,,,,,,,,,,,,,,,,,,,45775,2005-06-30
,,,,,,,,,,,,,,,,,,,,46053,2005-06-30
,,,,,,,,,,,,,,,,,,,,46941,2005-06-30
,,,,,,,,,,,,,,,,,,,,47153,2005-06-30
,,,,,,,,,,,,,,,,,,,,47247,2005-06-30
,,,,,,,,,,,,,,,,,,,,47256,2005-06-30
,,,,,,,,,,,,,,,,,,,,47452,2005-06-30
,,,,,,,,,,,,,,,,,,,,47500,2005-06-30
,,,,,,,,,,,,,,,,,,,,48057,2005-06-30
,,,,,,,,,,,,,,,,,,,,48150,2005-06-30
,,,,,,,,,,,,,,,,,,,,48374,2005-06-30
,,,,,,,,,,,,,,,,,,,,48440,2005-06-30
,,,,,,,,,,,,,,,,,,,,48552,2005-06-30
,,,,,,,,,,,,,,,,,,,,48730,2005-06-30
,,,,,,,,,,,,,,,,,,,,49054,2005-06-30
,,,,,,,,,,,,,,,,,,,,49148,2005-06-30
,,,,,,,,,,,,,,,,,,,,49241,2005-06-30
,,,,,,,,,,,,,,,,,,,,49344,2005-06-30
,,,,,,,,,,,,,,,,,,,,49540,2005-06-30
,,,,,,,,,,,,,,,,,,,,49643,2005-06-30
,,,,,,,,,,,,,,,,,,,,49652,2005-06-30
,,,,,,,,,,,,,,,,,,,,49821,2005-06-30
,,,,,,,,,,,,,,,,,,,,49858,2005-06-30
,,,,,,,,,,,,,,,,,,,,49951,2005-06-30
,,,,,,,,,,,,,,,,,,,,50144,2005-06-30
,,,,,,,,,,,,,,,,,,,,50461,2005-06-30
,,,,,,,,,,,,,,,,,,,,50546,2005-06-30
,,,,,,,,,,,,,,,,,,,,50854,2005-06-30
,,,,,,,,,,,,,,,,,,,,50957,2005-06-30
,,,,,,,,,,,,,,,,,,,,51253,2005-06-30
,,,,,,,,,,,,,,,,,,,,51356,2005-06-30
,,,,,,,,,,,,,,,,,,,,51459,2005-06-30
,,,,,,,,,,,,,,,,,,,,51730,2005-06-30
,,,,,,,,,,,,,,,,,,,,51842,2005-06-30
,,,,,,,,,,,,,,,,,,,,52410,2005-06-30
,,,,,,,,,,,,,,,,,,,,52456,2005-06-30
,,,,,,,,,,,,,,,,,,,,52719,2005-06-30
,,,,,,,,,,,,,,,,,,,,52951,2005-06-30
,,,,,,,,,,,,,,,,,,,,53015,2005-06-30
,,,,,,,,,,,,,,,,,,,,53033,2005-06-30
,,,,,,,,,,,,,,,,,,,,53051,2005-06-30
,,,,,,,,,,,,,,,,,,,,53239,2005-06-30
,,,,,,,,,,,,,,,,,,,,53453,2005-06-30
,,,,,,,,,,,,,,,,,,,,53752,2005-06-30
,,,,,,,,,,,,,,,,,,,,54049,2005-06-30
,,,,,,,,,,,,,,,,,,,,54058,2005-06-30
,,,,,,,,,,,,,,,,,,,,54357,2005-06-30
,,,,,,,,,,,,,,,,,,,,54375,2005-06-30
,,,,,,,,,,,,,,,,,,,,54441,2005-06-30
,,,,,,,,,,,,,,,,,,,,54656,2005-06-30
,,,,,,,,,,,,,,,,,,,,55176,2005-06-30
,,,,,,,,,,,,,,,,,,,,55251,2005-06-30
,,,,,,,,,,,,,,,,,,,,55336,2005-06-30
,,,,,,,,,,,,,,,,,,,,55635,2005-06-30
,,,,,,,,,,,,,,,,,,,,55653,2005-06-30
,,,,,,,,,,,,,,,,,,,,56230,2005-06-30
,,,,,,,,,,,,,,,,,,,,56258,2005-06-30
,,,,,,,,,,,,,,,,,,,,56351,2005-06-30
,,,,,,,,,,,,,,,,,,,,56427,2005-06-30
,,,,,,,,,,,,,,,,,,,,56548,2005-06-30
,,,,,,,,,,,,,,,,,,,,56557,2005-06-30
,,,,,,,,,,,,,,,,,,,,56717,2005-06-30
,,,,,,,,,,,,,,,,,,,,56726,2005-06-30
,,,,,,,,,,,,,,,,,,,,57040,2005-06-30
,,,,,,,,,,,,,,,,,,,,57228,2005-06-30
,,,,,,,,,,,,,,,,,,,,57255,2005-06-30
,,,,,,,,,,,,,,,,,,,,57451,2005-06-30
,,,,,,,,,,,,,,,,,,,,57572,2005-06-30
,,,,,,,,,,,,,,,,,,,,57956,2005-06-30
,,,,,,,,,,,,,,,,,,,,58074,2005-06-30
,,,,,,,,,,,,,,,,,,,,58207,2005-06-30
,,,,,,,,,,,,,,,,,,,,58225,2005-06-30
,,,,,,,,,,,,,,,,,,,,58243,2005-06-30
,,,,,,,,,,,,,,,,,,,,58355,2005-06-30
,,,,,,,,,,,,,,,,,,,,58551,2005-06-30
,,,,,,,,,,,,,,,,,,,,58636,2005-06-30
,,,,,,,,,,,,,,,,,,,,58757,2005-06-30
,,,,,,,,,,,,,,,,,,,,58971,2005-06-30
,,,,,,,,,,,,,,,,,,,,59259,2005-06-30
,,,,,,,,,,,,,,,,,,,,59316,2005-06-30
,,,,,,,,,,,,,,,,,,,,59352,2005-06-30
,,,,,,,,,,,,,,,,,,,,59679,2005-06-30
,,,,,,,,,,,,,,,,,,,,59754,2005-06-30
,,,,,,,,,,,,,,,,,,,,60143,2005-06-30
,,,,,,,,,,,,,,,,,,,,60219,2005-06-30
,,,,,,,,,,,,,,,,,,,,60330,2005-06-30
,,,,,,,,,,,,,,,,,,,,60433,2005-06-30
,,,,,,,,,,,,,,,,,,,,60545,2005-06-30
,,,,,,,,,,,,,,,,,,,,60554,2005-06-30
,,,,,,,,,,,,,,,,,,,,60648,2005-06-30
,,,,,,,,,,,,,,,,,,,,61122,2005-06-30
,,,,,,,,,,,,,,,,,,,,61355,2005-06-30
,,,,,,,,,,,,,,,,,,,,61476,2005-06-30
,,,,,,,,,,,,,,,,,,,,61533,2005-06-30
,,,,,,,,,,,,,,,,,,,,61757,2005-06-30
,,,,,,,,,,,,,,,,,,,,61832,2005-06-30
,,,,,,,,,,,,,,,,,,,,61953,2005-06-30
,,,,,,,,,,,,,,,,,,,,62044,2005-06-30
,,,,,,,,,,,,,,,,,,,,62101,2005-06-30
,,,,,,,,,,,,,,,,,,,,62147,2005-06-30
,,,,,,,,,,,,,,,,,,,,63050,2005-06-30
,,,,,,,,,,,,,,,,,,,,63069,2005-06-30
,,,,,,,,,,,,,,,,,,,,63078,2005-06-30
,,,,,,,,,,,,,,,,,,,,63201,2005-06-30
,,,,,,,,,,,,,,,,,,,,63359,2005-06-30
,,,,,,,,,,,,,,,,,,,,63573,2005-06-30
,,,,,,,,,,,,,,,,,,,,63733,2005-06-30
,,,,,,,,,,,,,,,,,,,,63742,2005-06-30
,,,,,,,,,,,,,,,,,,,,63751,2005-06-30
,,,,,,,,,,,,,,,,,,,,64150,2005-06-30
,,,,,,,,,,,,,,,,,,,,64543,2005-06-30
,,,,,,,,,,,,,,,,,,,,64552,2005-06-30
,,,,,,,,,,,,,,,,,,,,64619,2005-06-30
,,,,,,,,,,,,,,,,,,,,64730,2005-06-30
,,,,,,,,,,,,,,,,,,,,64758,2005-06-30
,,,,,,,,,,,,,,,,,,,,65205,2005-06-30
,,,,,,,,,,,,,,,,,,,,65241,2005-06-30
,,,,,,,,,,,,,,,,,,,,65513,2005-06-30
,,,,,,,,,,,,,,,,,,,,65559,2005-06-30
,,,,,,,,,,,,,,,,,,,,65746,2005-06-30
,,,,,,,,,,,,,,,,,,,,65858,2005-06-30
,,,,,,,,,,,,,,,,,,,,66015,2005-06-30
,,,,,,,,,,,,,,,,,,,,66154,2005-06-30
,,,,,,,,,,,,,,,,,,,,66172,2005-06-30
,,,,,,,,,,,,,,,,,,,,66275,2005-06-30
,,,,,,,,,,,,,,,,,,,,66837,2005-06-30
,,,,,,,,,,,,,,,,,,,,66846,2005-06-30
,,,,,,,,,,,,,,,,,,,,66903,2005-06-30
,,,,,,,,,,,,,,,,,,,,67142,2005-06-30
,,,,,,,,,,,,,,,,,,,,67151,2005-06-30
,,,,,,,,,,,,,,,,,,,,67209,2005-06-30
,,,,,,,,,,,,,,,,,,,,67254,2005-06-30
,,,,,,,,,,,,,,,,,,,,67311,2005-06-30
,,,,,,,,,,,,,,,,,,,,67414,2005-06-30
,,,,,,,,,,,,,,,,,,,,68345,2005-06-30
,,,,,,,,,,,,,,,,,,,,68448,2005-06-30
,,,,,,,,,,,,,,,,,,,,68756,2005-06-30
,,,,,,,,,,,,,,,,,,,,68831,2005-06-30
,,,,,,,,,,,,,,,,,,,,68840,2005-06-30
,,,,,,,,,,,,,,,,,,,,68859,2005-06-30
,,,,,,,,,,,,,,,,,,,,68943,2005-06-30
,,,,,,,,,,,,,,,,,,,,69333,2005-06-30
,,,,,,,,,,,,,,,,,,,,69351,2005-06-30
,,,,,,,,,,,,,,,,,,,,69650,2005-06-30
,,,,,,,,,,,,,,,,,,,,69678,2005-06-30
,,,,,,,,,,,,,,,,,,,,69847,2005-06-30
,,,,,,,,,,,,,,,,,,,,70049,2005-06-30
,,,,,,,,,,,,,,,,,,,,70058,2005-06-30
,,,,,,,,,,,,,,,,,,,,70076,2005-06-30
,,,,,,,,,,,,,,,,,,,,70151,2005-06-30
,,,,,,,,,,,,,,,,,,,,70218,2005-06-30
,,,,,,,,,,,,,,,,,,,,70254,2005-06-30
,,,,,,,,,,,,,,,,,,,,70414,2005-06-30
,,,,,,,,,,,,,,,,,,,,70638,2005-06-30
,,,,,,,,,,,,,,,,,,,,70955,2005-06-30
