"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
4839	31835	8	114	37320	0	42702	0	0	0	20298	20298	0	174617	0	4305	68493		53651	20638	14035	47602	55996	0	9949	18007	29596	5596	453	24805	31191	8527	3970	42580	170312	0	0	5792	
5005	58980	16	1995	29914	0	45709	0	0	0	0	0	0	256443	0	12	66822		116774	13867	18086	97212	59964	0	0	25283	71929	18668	894	12139	47825	6858	0	43698	256431	0	0	5214	
5069	19694	13	0	10432	0	13333	0	0	17106	5100	24159	0	210526	0	1675	122693		63649	4490	494	56649	113282	14147	6257	18749	37900	5055	1945	55890	57392	5832	3579	13320	199065	0	9786	200	
5135	11321	0	21235	38726	0	59846	0	0	0	0	56478	0	189930	0	13362	117242		48048	13319	10830	43811	109034	0	54748	12295	31516	4208	29	39987	69047	8208	0	38611	117498	0	59070	1861	
5210	213376	33	14812	54167	0	78096	0	0	0	0	0	0	604811	0	14999	60293		222749	108393	51402	164586	43406	0	0	54568	111130	44936	12115	10761	33034	13453	3045	63251	589812	0	0	6347	
5331	17499	10	487	40588	0	47624	0	0	4920	0	4920	0	171565	0	0	28340		52585	73141	7790	43805	25318	4920	0	19832	23973	7870	910	12221	13097	2922	100	47127	171565	0	0	1249	
5461	147905	52	5307	37192	0	42240	0	0	35020	0	35020	0	312387	0	0	35259		51284	77939	5488	49117	32410	35020	0	41364	7753	1255	912	15194	17216	1235	1614	36818	312387	63	0	1410	
5751	4386	14	1344	5302	0	14986	0	0	0	0	0	0	65609	0	23098	14203		12329	34691	4623	9570	11491	0	0	3347	6223	2356	403	7219	4272	2602	110	13628	42511	0	0	975	
6039	6232	0	4210	10153	0	21445	0	0	0	0	0	0	57647	0	5082	19683		28622	3110	8546	24149	14303	0	0	6036	18113	4456	17	3926	10377	5380	0	17060	52559	175	6	3024	
6057	539	0	511	1418	0	2808	0	0	0	0	0	0	11664	0	2066	1402		8885	838	595	6286	1017	0	0	1414	5413	1305	753	516	554	232	100	2297	9598	0	0	0	
6141	1323	9	905	9299	0	15352	0	0	0	0	0	0	16914	0	1798	7752		7153	686	1012	5747	6183	0	0	1579	4168	813	593	2561	3622	307	1262	14438	15116	0	0	264	
6329	13223	16	1318	62408	0	98308	0	0	0	14938	14938	0	230224	16	3369	97819		95198	23985	11822	76111	89447	0	14938	25781	50330	18457	630	25523	63924	5594	2778	96974	226839	0	0	2904	
6972	57035	30	847	44963	0	70206	0	0	0	145019	145019	0	693774	62	25270	48669		232203	355867	28865	215286	41619	0	145019	145563	75433	8648	2559	19834	22835	5354	646	69134	667813	195	629	6773	
7009	0	41	6	86923	0	86923	0	0	0	0	0	0	405919	0	0	0		0	405919	48	0	0	0	0	0	0	0	0	0	0	0	0	86876	405919	0	0	0	
7045	9128	1	12987	13173	0	35402	0	0	0	0	0	0	58920	0	6557	9709		25723	14360	5067	21890	8536	0	0	6265	15625	3009	824	1785	6751	668	505	22414	52363	0	0	1120	
7157	1747	0	384	5098	0	7796	0	0	0	0	0	0	24127	11	1941	4908		12161	5311	2488	10576	4535	0	0	5040	5537	1579	5	2179	2356	373	0	7412	22175	0	0	245	
7456	6505	0	3453	6645	0	13158	0	0	0	0	0	0	25789	0	1505	3766		15519	0	1939	12804	3557	0	0	3799	9005	2702	13	336	3221	208	0	9702	24284	3	0	0	
7634	3721	0	516	7524	0	10916	0	0	1683	9544	11227	0	40108	0	344	21054		14394	938	2461	12230	19033	1188	9234	2899	9331	1654	510	3414	15619	1610	411	10400	39764	0	0	0	
8033	5998	0	1225	17285	0	25063	0	0	0	0	0	0	40157	0	3356	11685		21978	496	1698	18563	10266	0	0	4193	14370	2887	528	3696	6570	1218	201	23838	36801	0	0	1475	
8462	114	7	1118	18216	0	35571	0	0	0	0	0	0	46255	0	10170	28078		12960	5103	2410	11874	27951	0	0	6245	6132	583	0	15229	12722	127	0	34446	36085	0	0	348	
8631	8574	0	4743	12998	0	20781	0	0	0	0	0	0	28797	0	238	4110		12945	3168	2915	11563	3711	0	0	5963	5600	1021	361	1657	2054	100	299	16038	28559	0	0	327	
9357	78793	68	0	14699	0	18928	0	0	0	0	0	0	237467	9267	0	3581		1574	153519	1581	950	3581	0	0	1251	310	13	0	2607	974	0	0	18860	228200	0	0	355	
9553	0	0	1309	6169	0	14612	0	0	1485	100	1585	0	38136	0	3070	10382		24738	3016	6937	22112	9461	1485	100	8742	13370	2623	3	5204	4257	921	0	13303	33581	0	1485	2106	
9807	441519	37	19536	62256	0	87034	0	0	389855	0	389855	0	2084560	0	300051	217697		399253	1026091	80990	366054	215710	365005	0	93462	272592	32924	275	146228	69482	1761	226	67461	1784509	0	0	667	
9955	5315	4	1885	9630	0	24402	0	0	0	0	0	0	44615	1	15197	9655		16667	12978	2316	14163	9655	0	0	4046	10117	1978	526	6808	2847	0	0	22513	29417	0	0	254	
10157	4597	0	1032	8668	0	15863	0	0	4050	0	4050	0	31158	0	4705	4406		16961	5194	1751	10751	4097	4050	0	7406	7395	1987	173	2444	1653	309	0	14831	22403	0	4050	0	
10250	57799	0	1354	16931	0	29102	0	0	19337	0	50239	0	334470	0	44176	101524		124662	50485	42183	92714	78271	17353	27181	27765	65048	28716	3133	16582	61863	18472	4607	27748	282995	0	7299	16573	
10849	45220	7	1665	9080	0	12188	0	0	0	0	0	0	221791	0	44514	73103		73455	30013	6287	69704	71493	0	0	23111	46593	3620	131	29842	41651	1491	119	10512	177277	4	0	1129	
10858	99150	12	4143	11616	0	18521	0	0	0	0	0	0	316021	0	23274	70578		129692	16601	11028	102733	53043	0	0	34308	68425	25568	1391	19463	33580	17044	491	14366	292747	0	0	2206	
11145	14773	0	18370	15701	0	53952	0	0	0	0	0	0	68903	0	5797	11762		24080	18288	5199	14904	7379	0	0	3920	10984	5648	3528	2116	5263	1086	3297	35371	63106	211	0	1173	
11640	93093	18	7556	11076	0	19724	0	0	0	0	0	0	217948	0	34883	51055		44680	29120	9419	38659	46524	0	0	10781	28135	3259	2505	9759	36765	2974	1557	12147	183065	3	0	3320	
11837	4222	2	16458	6707	0	31155	0	0	792	0	792	0	49496	0	1177	14384		24774	6116	4408	14185	9123	99	0	3380	10805	8319	2270	1871	7252	4699	562	14695	48319	0	0	1052	
12030	13855	14	13833	29761	0	59023	0	0	0	0	0	0	241301	0	4469	74249		108901	44296	19843	87857	61146	0	0	24306	63551	19193	1851	17286	43860	11880	1223	45176	234914	0	1918	0	
12058	6083	45	5794	11636	0	17988	0	0	0	0	0	0	71322	100	6001	14331		33586	17322	3998	25239	13036	0	0	8062	17516	7455	553	3306	9730	1048	247	12149	65221	0	0	4738	
12142	13148	0	12180	27003	0	61420	0	0	0	0	0	0	81994	0	12845	35524		24416	8906	8025	17600	33562	0	0	12145	11483	788	0	22931	11748	845	0	48990	69149	250	0	1470	
12245	13935	0	2843	15616	0	22540	0	0	0	0	4970	0	70526	0	14065	22863		23399	10329	5149	19649	21541	0	4970	7485	12164	3187	563	9164	12377	1037	285	19697	56461	0	0	1433	
12311	2455223	0	159292	1140643	0	1923410	0	0	0	0	2721927	0	22264344	0	2474100	3712844		5857658	10238619	480187	4581165	2490660	0	981150	870069	3711096	287995	988498	1514652	976008	1153004	69180	1755892	19790244	8226	0	54956	
12647	4553	0	379	7613	0	11653	0	0	396	6595	6991	0	48450	0	12698	16847		14278	12772	4364	10614	16275	396	6595	3985	6631	3659	3	5199	11076	572	0	11274	35752	0	0	1214	
12656	971	0	518	1995	0	3564	0	0	0	0	0	0	8368	0	1285	1665		4765	967	413	3839	1565	0	0	1317	2522	796	130	355	1210	0	100	3046	7083	0	0	0	
12937	9150	160	0	22847	0	36779	0	0	0	537	537	0	108353	0	0	61789		16795	20619	5067	16144	58792	0	537	6337	9807	651	0	39146	19646	2997	0	36619	108353	0	0	2744	
12946	22195	16	7740	18562	0	33723	0	0	0	0	0	0	388078	0	50347	113501		128342	124039	26687	101629	101342	0	0	37693	66730	21736	2183	30523	71028	11250	700	25967	337731	0	0	6193	
12955	6215	0	405	18837	0	26722	0	0	0	0	0	0	71353	0	14309	24911		21906	18321	5245	18079	22295	0	0	5868	12211	3763	64	6194	16791	1642	284	26317	57044	0	0	797	
13037	16988	6	350	17486	0	27769	0	0	0	0	0	0	63571	0	106	10544		31306	4734	5219	20618	7386	0	0	7716	16638	5060	1892	3468	5667	1031	378	27413	63465	0	0	429	
13103	167043	15	5746	28596	0	69901	0	0	22469	0	22469	0	633134	0	5383	81775		185962	198355	50836	163864	76945	22469	0	72429	91435	19170	2928	34611	42334	4401	429	64015	627429	125	322	10316	
13251	1536	0	2	3397	0	5136	0	0	0	0	500	0	23115	0	689	2148		10879	8552	2464	9353	2005	0	500	2442	6911	1526	0	969	1036	143	0	5134	22426	0	0	546	
13457	2097	0	214	1925	0	3965	0	0	0	0	0	0	11095	0	1825	2946		4096	1956	1019	2230	2839	0	0	1165	1565	1366	0	1054	1785	107	0	3751	9270	0	0	0	
14052	7919	0	2679	11501	0	17398	0	0	0	0	0	0	42186	0	726	9818		14911	9538	2232	13502	9818	0	0	3778	9724	1409	0	3128	6690	0	0	14134	41460	585	0	225	
14155	5128	16	2046	9347	0	21697	0	0	4967	3068	8035	0	69802	0	14422	19060		28614	17000	4168	13902	8763	0	1000	10943	13902	3125	644	7629	8763	2667	0	19635	54984	0	396	789	
14258	19416	21	9507	38313	0	73245	0	0	0	2500	2500	0	706431	0	62905	121285		44130	521600	24952	32211	98934	0	2500	20142	15577	7661	750	26588	73794	19507	1396	63717	643526	0	0	8136	
14409	7476199	621	720305	1616778	0	2823220	0	0	0	0	499974	0	20322764	0	824375	3495821		3387446	5963298	633996	2962380	3282147	0	499974	1117882	1844498	385387	39679	1952856	1329291	195218	18456	2074065	19493916	28229	4473	32073	
14454	2465	0	420	2168	0	3816	0	0	1154	300	1454	0	22032	0	829	2542		8847	8178	1392	7349	2342	492	100	2644	4705	1431	67	910	1432	200	0	3396	19923	0	1280	0	
14650	4303	7	3986	6402	0	12474	0	0	0	0	0	0	11561	0	242	1275		5577	406	1337	2639	1275	0	0	2948	2230	399	0	714	561	0	0	8481	11319	0	0	102	
14753	4272	0	193	5823	0	8250	0	0	0	0	0	0	18442	0	1904	3893		10277	0	3425	8585	3187	0	0	5190	4686	381	20	2138	1633	122	0	8057	16538	0	0	988	
14865	77840	35	1565	12488	0	18816	0	0	0	0	0	0	146362	0	12758	14846		31313	22363	6483	23834	12755	0	0	11992	12995	5222	1104	8850	4060	699	1238	17216	133604	0	0	1566	
15536	280163	158	4065	299901	0	354070	0	0	57671	35400	146186	0	2860094	0	46537	664711		923433	991787	192326	902530	654962	57572	84649	243759	658771	19350	1553	185380	469582	9030	719	349677	2733490	170	80067	41689	
16337	110141	75	6984	19736	0	29915	0	0	14223	0	14223	0	343736	0	14115	83814		107818	41963	23437	85639	73776	5199	0	24463	64911	18420	24	12982	62394	6438	2000	22856	329621	0	0	6349	
16458	53933	20	788	16142	0	22985	0	0	0	0	0	0	157311	0	7337	15407		30630	57343	8243	24157	12966	0	0	8559	15598	6008	465	5292	7674	1968	473	22071	149974	106	0	2333	
16551	17106	5	1602	13920	0	23564	0	0	1089	29375	30464	0	100443	0	3334	41807		37837	3693	11184	23621	20428	198	12577	15985	15516	5878	458	11515	13285	11956	5051	21957	97109	0	0	2680	
16748	5743	0	732	8104	0	11743	0	0	0	0	0	0	30705	0	677	5217		17770	1975	3678	9341	4491	0	0	3391	7097	5915	1368	2136	2355	525	201	11011	30028	0	0	326	
16944	6982	0	1577	4942	0	11616	0	0	0	0	0	0	14909	0	891	1030		5491	1405	773	3988	1030	0	0	1538	2594	1359	0	500	530	0	0	10039	14018	0	0	0	
16953	2889	2	1231	5111	0	9134	0	0	0	0	0	0	16618	0	744	1945		10006	1778	464	7662	1945	0	0	1606	6056	2344	0	200	1745	0	0	7901	15874	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	129906	0	22899	114683		15217	6	0	15217	114683	0	0	15217	0	0	0	113508	1175	0	0	0	107007	0	0	1190	
17147	246179	0	3094	46060	0	92185	0	0	0	13069	13069	0	618676	0	115205	166202		172703	33592	35660	137122	129581	0	13069	40734	96388	33513	2067	87355	55305	22842	700	87014	503471	2077	0	0	
17259	10403	1	274	6717	0	13307	0	0	0	0	0	0	38510	0	2956	8920		18124	1063	4800	12271	7583	0	0	5532	6739	5585	268	2568	5015	1337	0	13032	35554	0	0	886	
17464	44466	189	26676	274629	0	336483	0	0	95490	75980	201040	0	1459450	0	132529	113178		235911	1065894	18132	218787	76423	95490	75980	149267	69520	12908	4216	15787	60636	24936	11819	309618	1324141	0	2780	75980	
17839	8632	19	6150	25382	0	46325	0	0	0	0	0	0	125844	0	9231	44632		32797	39783	10694	25157	38116	0	0	7832	17325	5387	2253	17808	20308	3208	3308	40156	116613	0	0	3197	
17950	25837	496	13588	22776	0	52342	0	0	0	7121	7121	0	106205	0	14399	25181		27769	27418	5466	24369	23573	0	7121	6462	17907	2947	453	12323	11250	1508	100	38258	84685	0	7121	0	
18050	103227	8	5904	19844	0	32494	0	0	0	0	0	0	222892	0	24765	44236		57097	18331	9510	50257	39556	0	0	17540	34570	4985	2	10777	28899	4560	0	26582	198127	0	0	1365	
18078	390486	0	24	39080	0	70328	0	0	8010	0	8010	0	928611	0	3240	195893		184303	157928	24542	143743	170821	0	0	44617	99126	27807	12753	62950	107871	12479	12593	70304	925371	0	0	7826	
18135	33348	0	0	37970	0	55986	0	0	0	0	0	0	96347	0	10000	26231		25533	11233	2275	23915	25557	0	0	17265	6650	1160	458	14055	11502	474	200	55986	86347	0	0	0	
18377	3384	0	0	0	0	0	0	0	0	0	0	0	21011	0	48	2684		14943	0	2837	10702	1156	0	0	2525	8177	3414	827	521	635	1528	0	0	20567	0	396	1055	
18827	40067	4	5402	23312	0	50636	0	0	0	0	0	0	85555	0	9813	12383		31046	2059	7271	20855	10206	0	0	6636	14470	6481	3459	3738	6616	1444	585	45230	75742	0	0	583	
18836	8098	3	1601	17701	0	26401	0	0	0	0	0	0	93171	0	104	26700		50063	8311	11823	36663	20126	0	0	18159	20754	7971	3180	8881	11766	3868	2185	24797	92992	0	75	3018	
18854	6281	0	780	5621	0	8617	0	0	2956	0	2956	0	31955	0	89	9049		15090	1536	902	10762	5288	0	0	1945	8817	3673	655	2562	5682	805	0	7837	31866	0	0	0	
18957	5254	0	5620	5099	0	13766	0	0	0	0	0	0	32938	0	4548	11510		14660	1514	4128	9144	7253	0	0	1920	7224	3912	1604	4139	3114	3109	1148	8146	28390	0	0	1225	
19356	6331	0	4856	10351	0	23658	0	0	0	0	0	0	42378	0	494	6726		27163	2158	2879	22296	5726	0	0	3620	18865	4225	453	830	4896	1000	0	18543	41884	259	0	0	
19730	249433	50	31540	210197	0	261921	0	0	0	70677	70677	0	1414977	0	54395	300620		453628	411296	57079	409161	287512	0	70677	142842	267861	30553	12372	103070	184442	7215	5893	230331	1360582	0	0	10817	
19936	9271	5	45432	29246	0	89900	0	0	16099	0	16099	0	114490	0	6756	47130		30633	27456	4933	27529	43150	16099	0	7964	19565	2263	841	15797	27353	3390	590	44463	107734	0	0	2701	
19972	39194	0	0	0	0	0	0	0	0	0	0	0	39194	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39194	0	0	0	
20053	12711	0	861	7426	0	11879	0	0	0	7007	8907	0	55500	0	4334	10783		28871	3135	9964	21076	9310	0	6765	8177	12899	6609	1187	3237	6073	846	627	11018	51166	0	0	501	
20147	6689	0	1040	4562	0	11968	0	0	0	0	0	0	37550	0	2286	5897		17077	7887	2103	10432	3259	0	0	2005	8545	4059	2468	2144	1115	1644	994	10928	35264	0	0	250	
20259	11803	0	12869	21864	0	41074	0	0	81	170	251	0	27780	0	3483	5519		4105	6353	581	3544	4990	0	0	1772	1790	450	93	1613	3378	373	155	28205	24297	0	0	0	
20370	8102	14	751	25082	0	46017	0	0	0	0	0	0	70201	0	102	8172		34427	19501	3852	28947	7610	0	0	9682	19265	4681	799	2929	4681	562	0	45252	70099	0	0	0	
20512	12837	0	988	14007	0	24751	0	0	0	0	0	0	45982	0	303	9064		21966	2116	6181	13292	5781	0	0	3220	10072	7036	1638	364	5417	3284	0	23763	45679	0	0	0	
20633	52246	19	8367	15554	0	56267	0	0	0	0	0	0	147558	0	2579	35903		57135	2273	10704	25915	14897	0	0	5080	20835	11384	19836	3637	11260	6397	14609	47856	144979	25	0	2564	
20839	1741	4	606	15252	0	24044	0	0	0	8284	8284	0	157429	0	587	58613		73550	23525	6807	70583	54016	0	8284	16514	54069	2881	86	13807	40209	4597	0	23434	153073	0	3769	2735	
20857	2437	0	672	23326	0	34724	0	0	0	0	0	0	70533	0	936	1924		7098	59074	714	6337	1804	0	0	2176	4161	720	41	931	873	120	0	34052	69597	0	0	0	
20866	67417	14	1394	1455	0	22023	0	0	0	0	0	0	139645	0	0	16804		22483	32941	0	20511	15909	0	0	4747	15764	1777	195	3834	12075	786	109	20615	139645	0	0	0	
21256	753	0	995	1435	0	2985	0	0	0	542	542	0	5074	0	1119	842		2641	837	1856	866	300	0	0	423	443	360	1415	300	0	542	0	1990	3955	0	0	0	
21359	2435	0	466	1994	0	2998	0	0	0	0	0	0	14596	0	1371	1930		3399	6832	1323	3085	1290	0	0	698	2397	252	52	100	1190	640	0	2532	13225	0	0	0	
21630	5332	0	943	15509	0	20978	0	0	0	0	0	0	38604	0	4064	17239		12958	3075	2417	10337	16354	0	0	2311	8026	2472	150	3882	12472	562	323	20035	34540	0	0	471	
21658	14419	134	0	139	0	139	0	0	0	0	0	0	110542	0	4424	10471		46598	39054	8473	33190	7294	0	0	9546	23644	11745	1663	2023	5271	2575	602	5	106118	0	0	1465	
22048	12984	56	9819	22808	0	43852	0	0	4776	0	4776	0	112994	0	19092	47072		50147	2791	6761	42398	38960	4776	0	14343	28055	7343	406	11724	27236	7856	256	33977	93460	0	442	1822	
22235	8223	0	15978	16716	0	58577	0	0	0	30061	30061	0	233014	0	3483	59653		138650	26488	14790	126686	54721	0	28061	31257	95429	8153	3811	21842	32879	3834	1098	42598	219183	1	10348	11396	
22356	13195	0	4387	9115	0	16732	0	0	9922	0	9922	0	212815	0	49584	27608		53123	118889	5477	39035	20840	9922	0	21153	19024	11201	1745	11613	9267	2480	4248	12345	163231	0	0	964	
22459	8307	10	730	20055	0	28655	0	0	0	0	0	0	56929	0	6090	14723		30021	3878	5303	18620	11674	0	0	4078	14545	10977	422	4729	6945	2949	100	27799	50729	116	110	747	
22543	5020	11	7242	10422	0	27802	0	0	0	0	0	0	36577	0	1130	11402		16470	3685	3410	13144	10316	0	0	4147	9135	2162	1026	4785	5532	651	434	20549	35447	0	0	962	
22552	4737	0	623	4006	0	9641	0	0	0	0	0	0	29948	0	2439	11184		14027	0	1108	10430	7118	0	0	2627	7803	3348	249	1198	5920	1130	2936	9017	21836	1	5673	0	
