RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2013-06-30,The Peoples Bank,Brownstown,IN,47220,7045
,2013-06-30,Wallkill Valley Federal Savings And Loan Association,Wallkill,NY,12589,7072
,2013-06-30,THE STATE BANK OF BLUE RAPIDS,BLUE RAPIDS,KS,664110157,7157
,2013-06-30,Bank of Hartington,Hartington,NE,68739-0077,7456
,2013-06-30,THE FOUR COUNTY BANK,ALLENTOWN,GA,31003,7634
,2013-06-30,Peoples Bank & Trust Company of Pointe Coupee Parish,New Roads,LA,70760,8033
,2013-06-30,Perryton National Bank,Perryton,TX,79070,8462
,2013-06-30,Pleasants County Bank,St. Marys,WV,261700240,8631
,2013-06-30,Fidelity Bank,Edina,MN,55435,9357
,2013-06-30,ADAMS COUNTY BANK,KENESAW,NE,689560149,9553
,2013-06-30,Amboy Bank,Old Bridge,NJ,08857,9807
,2013-06-30,"First State Bank And Trust Company Of Larned, The",Larned,KS,67550,9955
,2013-06-30,"Bank Of Elk River, The",Elk River,MN,55330,10250
,2013-06-30,FIRST STATE BANK,LONOKE,AR,72086,10849
,2013-06-30,Platte Valley State Bank and Trust Company,Kearney,NE,68847,10858
,2013-06-30,Lake-Osceola State Bank,Baldwin,MI,49304,11145
,2013-06-30,Pulaski Bank,Saint Louis,MO,63141,11275
,2013-06-30,First National Bank of Clarksdale,Clarksdale,MS,38614,11640
,2013-06-30,The Farmers Bank,Greensboro,GA,30642,11837
,2013-06-30,First National Bank South,Alma,GA,31510,12030
,2013-06-30,The Cleveland State Bank,Cleveland,MS,387321000,12142
,2013-06-30,American Savings Bank,Middletown,OH,45042,12179
,2013-06-30,BANK NORTH,Wausaukee,WI,54177,12245
,2013-06-30,The Huntington National Bank,Columbus,OH,43215,12311
,2013-06-30,The Portage County Bank,Almond,WI,54909,12647
,2013-06-30,EMERALD BANK,BURDEN,KS,67019,12656
,2013-06-30,OAK BANK,CHICAGO,IL,60611,12937
,2013-06-30,Farmers Bank and Trust Company,Magnolia,AR,71753,12946
,2013-06-30,Bank of Nebraska,La Vista,NE,68128,12955
,2013-06-30,Bristol County Savings Bank,Taunton,MA,02780,13103
,2013-06-30,Elysian Bank,Elysian,MN,56028,13251
,2013-06-30,BANK OF LEWELLEN,LEWELLEN,NE,691470248,13457
,2013-06-30,Lincoln Community Bank,Merrill,WI,54452,14052
,2013-06-30,F & C Bank,Holden,MO,64040,14155
,2013-06-30,BANK OF LOCUST GROVE,LOCUST GROVE,OK,743520219,14650
,2013-06-30,"Farmers State Bank Of Bucklin, Kansas, The",Bucklin,KS,67834,14753
,2013-06-30,Bank of Eastern Oregon,Heppner,OR,97836,14865
,2013-06-30,First Federal Bank Littlefield Texas ssb,Littlefield,TX,793391390,14977
,2013-06-30,Douglas County Bank,Lawrence,KS,66044,16458
,2013-06-30,Northview Bank,Sandstone,MN,55072,16551
,2013-06-30,The Elberfeld State Bank,Elberfeld,IN,47613,16748
,2013-06-30,The West Michigan Savings Bank,Bangor,MI,49013,16944
,2013-06-30,First State Bank of Fertile,Fertile,MN,56540,16953
,2013-06-30,The Haverford Trust Company,Radnor,PA,19087,17110
,2013-06-30,"First Merchants Bank, NA",Muncie,IN,47305,17147
,2013-06-30,The First National Bank In Marlow,Marlow,OK,73055,17259
,2013-06-30,Bank of the Cascades,Bend,OR,977099906,17464
,2013-06-30,Bank of Bridger NA,Bridger,MT,59014,17950
,2013-06-30,Elizabethton Federal Savings Bank,Elizabethton,TN,37643,17978
,2013-06-30,First National Bank of Bastrop,Bastrop,TX,78602,18050
,2013-06-30,"South Central Bank, NA",Chicago,IL,60607,18135
,2013-06-30,Bally Savings Bank,Bally,PA,19503,18377
,2013-06-30,"Farmers & Merchants Bank of Western Pennsylvania, N.A.",Kittanning,PA,16201,18827
,2013-06-30,CAPON VALLEY BANK,WARDENSVILLE,WV,26851,18836
,2013-06-30,Bank 7,Oklahoma City,OK,73116,18854
,2013-06-30,SECURITY BANK AND TRUST COMPANY,MIAMI,OK,74354,19356
,2013-06-30,Standard Bank and Trust Company,Hickory Hills,IL,604572298,19730
,2013-06-30,"Citizens Bank of Americus, Inc.",Americus,GA,31709,19936
,2013-06-30,FARMERS BUILDING AND SAVINGS BANK,ROCHESTER,PA,15074,19972
,2013-06-30,Security Bank,New Auburn,WI,54757,20053
,2013-06-30,First National Bank of Port Allegany,Port Allegany,PA,16743,20512
,2013-06-30,MCNB Bank And Trust Co.,Welch,WV,24801,20633
,2013-06-30,Granite Falls Bank,Granite Falls,MN,56241,20857
,2013-06-30,State Bank of Burrton,Burrton,KS,670200219,21256
,2013-06-30,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,56727,21359
,2013-06-30,Teche Bank & Trust Company,St. Martinville,LA,70582,21630
,2013-06-30,ALLIANCE BANK,MONDOVI,WI,54755,21658
,2013-06-30,UNION BANK & TRUST CO.,MONTICELLO,AR,716570270,22048
,2013-06-30,State Savings Bank,Frankfort,MI,496351169,22543
,2013-06-30,FIRST SOUTHEAST BANK,HARMONY,MN,55939,22552
,2013-06-30,West Union Bank,West Union,WV,26456,22730
,2013-06-30,Farmers & Merchants Bank,Statesboro,GA,304592789,22936
,2013-06-30,West Michigan  Bank & Trust,Frankfort,MI,49635,23045
,2013-06-30,The First National Bank of Henning,Henning,MN,565510096,23456
,2013-06-30,Bridgehampton National Bank,Bridgehampton,NY,11932,23504
,2013-06-30,Commercial Bank & Trust Company,Monticello,AR,71655,23643
,2013-06-30,First National Community Bank,New Richmond,WI,54017,23755
,2013-06-30,Putnam County Savings Bank,Brewster,NY,105090417,24006
,2013-06-30,Galion Building and Loan Bank,Galion,OH,44833,24378
,2013-06-30,ROCKY MOUNTAIN BANK,JACKSON,WY,83001,24453
,2013-06-30,PRODUCE STATE BANK,HOLLANDALE,MN,56045,24659
,2013-06-30,"BANK TEXAS, NATIONAL ASSOCIATION",QUITMAN,TX,757831675,24668
,2013-06-30,"First National Bank Of Nash, The",Nash,OK,73761,24855
,2013-06-30,THE BARABOO NATIONAL BANK,BARABOO,WI,53913,24949
,2013-06-30,All America Bank,Mustang,OK,73064,25357
,2013-06-30,FirstSecure Bank and Trust Co,Palos Hills,IL,60465,25647
,2013-06-30,"Broadway Federal Bank, F.S.B",Los Angeles,CA,90010,26176
,2013-06-30,"Integrity First Bank, National Association",Mountain Home,AR,726541928,26242
,2013-06-30,La Monte Community Bank,La Monte,MO,65337,26457
,2013-06-30,"Vantage Bank Texas, National Association",San Antonio,TX,78279,26765
,2013-06-30,"OMNIBANK, N.A.",HOUSTON,TX,77021,26859
,2013-06-30,Time Federal Savings Bank,Medford,WI,54451,27070
,2013-06-30,Blackhawk Bank,Beloit,WI,53511,27548
,2013-06-30,The Andover Bank,Andover,OH,440031300,27614
,2013-06-30,DIAMOND BANK,MURFREESBORO,AR,71958,27847
,2013-06-30,Northfield Bank,Staten Island,NY,10314,28013
,2013-06-30,Harvest Bank,Kimball,MN,55353,28152
,2013-06-30,The First National Bank of Beeville,Beeville,TX,78102,28255
,2013-06-30,ALLIED BANK,MULBERRY,AR,72947,28349
,2013-06-30,Blue Hills Bank,Hyde Park,MA,021369935,28406
,2013-06-30,Columbia Savings Bank,Cincinnati,OH,45220,28572
,2013-06-30,"Cumberland Federal Bank, Fsb",Cumberland,WI,54829,28675
,2013-06-30,Peoples Bank & Trust Co,Manchester,TN,37355,28732
,2013-06-30,UNION CENTER NATIONAL BANK,UNION,NJ,07083,29104
,2013-06-30,Corning Savings And Loan Association,Corning,AR,72422,29476
,2013-06-30,The Citizens Bank,Philadelphia,MS,393500209,29636
,2013-06-30,Maspeth Federal Savings And Loan Association,Maspeth,NY,11378,29878
,2013-06-30,Home State Bank,Louisville,NE,68037,29953
,2013-06-30,Amistad Bank,Del Rio,TX,78840,30052
,2013-06-30,College Savings Bank,Princeton,NJ,08540,30418
,2013-06-30,NORTHWAY BANK,BERLIN,NH,3570,30502
,2013-06-30,Lake Community Bank,Long Lake,MN,55356,30650
,2013-06-30,Discover Bank,New Castle,DE,19720,30810
,2013-06-30,Fox Chase Bank,Hatboro,PA,19040,30874
,2013-06-30,"First National Bank Of Waynesboro, The",Waynesboro,GA,30830,31134
,2013-06-30,Central Bank,Houston,TX,77041,31255
,2013-06-30,"First State Bank of Ben Wheeler, Texas",Ben Wheeler,TX,75754,31657
,2013-06-30,POWELL VALLEY NATIONAL BANK,JONESVILLE,VA,242630100,31826
,2013-06-30,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2013-06-30,First National Bank & Trust Company,Clinton,IL,61727,32234
,2013-06-30,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75032,32766
,2013-06-30,Security Federal Savings Bank,Logansport,IN,46947,32971
,2013-06-30,Farmers Bank & Trust Co.,Blytheville,AR,723150688,33147
,2013-06-30,Premier Bank,Maplewood,MN,55109,33259
,2013-06-30,THE ROSCOE STATE BANK,ROSCOE,TX,795450609,33268
,2013-06-30,"Home Savings Bank, Fsb",Ludlow,KY,41016,33370
,2013-06-30,Farmers State Bank,Bertram,TX,78605,33754
,2013-06-30,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2013-06-30,FRONTIER BANK,MADISON,NE,687480610,33857
,2013-06-30,American Bank of St. Paul,St. Paul,MN,551162824,34153
,2013-06-30,BANK OF MARQUETTE,MARQUETTE,NE,68854,34359
,2013-06-30,Bank of Lancaster,Kilmarnock,VA,22482,34425
,2013-06-30,MAGNOLIA STATE BANK,BAY SPRINGS,MS,394220580,34434
,2013-06-30,First National Bank of Park Falls,Park Falls,WI,54552,34452
,2013-06-30,Seacoast National Bank,Stuart,FL,349959012,34537
,2013-06-30,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2013-06-30,First Western Bank,Booneville,AR,729270238,34742
,2013-06-30,THE WOODBURY BANKING COMPANY,WOODBURY,GA,30293,34836
,2013-06-30,Alliant Bank,Madison,MO,65263,35057
,2013-06-30,State Street Bank and Trust Company,Boston,MA,02110,35301
,2013-06-30,Investors Bank,Short Hills,NJ,07078,35570
,2013-06-30,BONDUEL STATE BANK,BONDUEL,WI,54107,35646
,2013-06-30,Premier Bank Of Jacksonville,Jacksonville,IL,62650,35842
,2013-06-30,"East Wisconsin Savings Bank, S.A.",Kaukauna,WI,54130,35879
,2013-06-30,Farmers State Bank,Maywood,NE,69038,36456
,2013-06-30,First State Bank,Wrens,GA,30833,36933
,2013-06-30,PIGEON FALLS STATE B ANK,PIGEON FALLS,WI,547600489,37051
,2013-06-30,Bank Of Ontario,Ontario,WI,54651,37341
,2013-06-30,United Bank,Zebulon,GA,30295,37435
,2013-06-30,GERMAN AMERICAN BANCORP,JASPER,IN,47547,37640
,2013-06-30,FARMERS STATE BANK,ALLEN,OK,748250467,37659
,2013-06-30,Calumet County Bank,Brillion,WI,54110,37743
,2013-06-30,Bank of Rantoul,Rantoul,IL,61866,37949
,2013-06-30,Owen County State Bank,Spencer,IN,47460,38740
,2013-06-30,"Calvin B. Taylor Banking Company of Berlin, Maryland",Berlin,MD,218110005,39327
,2013-06-30,THE LORAIN NATIONAL BANK,Lorain,OH,440521769,39420
,2013-06-30,AmericanWest Bank,Spokane,WA,99201,39475
,2013-06-30,NBC Oklahoma,Oklahoma City,OK,73156,39756
,2013-06-30,Richton Bank & Trust Company,Richton,MS,39476,40033
,2013-06-30,MURRAY STATE BANK,MURRAY,NE,684090076,40350
,2013-06-30,"Connecticut River Bank, N.A.",Springfield,VT,05156,40707
,2013-06-30,Eitzen State Bank,Caledonia,MN,55921,40855
,2013-06-30,Farmers   Merchants Bank of Orfordville,Orfordville,WI,53576,41245
,2013-06-30,First State Bank,Anadarko,OK,73005,41553
,2013-06-30,PIONEER  BANK,Stanley,VA,22851,41629
,2013-06-30,FARMERS STATE BANK OF ELKTON,ELKTON,MN,55933,41759
,2013-06-30,Middletown Valley Bank,Middletown,MD,217690075,41825
,2013-06-30,FARMERS STATE BANK OF DANFORTH,DANFORTH,IL,609300168,41937
,2013-06-30,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2013-06-30,Peoples Exchange Bank of Monroe County,Monroeville,AL,36461,42037
,2013-06-30,ANADARKO BANK AND TRUST COMPANY,ANADARKO,OK,73005,42055
,2013-06-30,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,768250591,42354
,2013-06-30,First Federal Savings Bank Of Lincolnton,Lincolnton,NC,28092,42372
,2013-06-30,FIRST COMMONWEALTH BANK,INDIANA,PA,157010400,42420
,2013-06-30,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2013-06-30,Commercial Bank,Nelson,NE,68961,42457
,2013-06-30,"Southwest Securities, FSB",Dallas,TX,75270,42671
,2013-06-30,Security State Bank,Iron River,WI,54847,43052
,2013-06-30,Leonardville State Bank,Leonardville,KS,66449,43351
,2013-06-30,American State Bank of Erskine,Erskine,MN,56535,43454
,2013-06-30,Cambridge State Bank,Cambridge,WI,53523,43744
,2013-06-30,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2013-06-30,Bridge City State Bank,Bridge City,TX,776110887,43959
,2013-06-30,"First National Bank Of Monterey, The",Monterey,IN,46960,44040
,2013-06-30,"Intercredit Bank, National Association",Miami,FL,33131,44433
,2013-06-30,Citizens Bank,Mooresville,IN,46158,44741
,2013-06-30,Citizens Bank of Newburg,Newburg,MO,65550,44750
,2013-06-30,First National Bank,McConnelsville,OH,437560208,44929
,2013-06-30,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2013-06-30,The First National Bank at Paris,Paris,AR,72855,45047
,2013-06-30,Platte Valley Bank,North Bend,NE,686490500,45056
,2013-06-30,Johnson County Bank,Mountain City,TN,37683,45430
,2013-06-30,Vintage Bank Kansas,Leon,KS,67074,45458
,2013-06-30,Bank Midwest,Spirit Lake,IA,51360,45551
,2013-06-30,Jefferson Bank,San Antonio,TX,782010190,45560
,2013-06-30,Iron Workers Bank,Aston,PA,19014,45775
,2013-06-30,The State Bank of Faribault,Faribault,MN,55021,46053
,2013-06-30,FARMERS BANK & TRUST COMPANY,PRINCETON,KY,424450559,46941
,2013-06-30,NORTH LOUP VALLEY BANK,NORTH LOUP,NE,688590006,47153
,2013-06-30,The Dart Bank,Mason,MI,48854,47247
,2013-06-30,Community Financial Bank,Prentice,WI,54556,47256
,2013-06-30,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2013-06-30,Claremont Savings Bank,Claremont,NH,3743,47500
,2013-06-30,Prairie Bank of Kansas,Stafford,KS,67578,48057
,2013-06-30,Franklin State Bank,Franklin,MN,55333,48150
,2013-06-30,First Financial Bank,El Dorado,AR,71730,48374
,2013-06-30,CLEVELAND STATE BANK,CLEVELAND,WI,53015,48440
,2013-06-30,Commerce Bank,Geneva,MN,56035,49054
,2013-06-30,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
,2013-06-30,"Relyance Bank, National Association",Pine Bluff,AR,71601,49241
,2013-06-30,Mason State Bank,Mason,MI,48854,49344
,2013-06-30,Palmyra State Bank,Palmyra,WI,53156,49643
,2013-06-30,First Bank,Sterling,KS,67579,49652
,2013-06-30,High Point Bank and Trust Company,High Point,NC,27261,49821
,2013-06-30,Bank of South Texas,McAllen,TX,78504,49858
,2013-06-30,The First Security Bank,Beaver,OK,739320947,49951
,2013-06-30,State Bank of Medora,Medora,IN,47260,50144
,2013-06-30,California Pacific Bank,San Francisco,CA,94104,50461
,2013-06-30,LITTLE RIVER BANK,LEPANTO,AR,72354,50546
,2013-06-30,WILBURTON STATE BANK,"WILBURTON, OK  74578",OK,74578,50854
,2013-06-30,Winchester Federal Bank,Winchester,KY,40391,50872
,2013-06-30,Alterra Bank,Overland Park,KS,66221,50957
,2013-06-30,Bank of Camden,Camden,TN,38320,51253
,2013-06-30,latimer state bank,wilburton,OK,745780070,51356
,2013-06-30,Centera Bank,Sublette,KS,67877,51459
,2013-06-30,City Bank of Hartford,Hartford,AL,36344,51730
,2013-06-30,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2013-06-30,BARTLETT FARMERS BANK,BARTLETT,OH,45713,52410
,2013-06-30,The Depository Trust Company,New York,NY,10041,52719
,2013-06-30,"Security State Bank Of Wewoka, Oklahoma",Wewoka,OK,74884,52951
,2013-06-30,"Sabadell United Bank, N.A.",Miami,FL,331313128,53033
,2013-06-30,The Buckholts State Bank,Buckholts,TX,76518,53051
,2013-06-30,FIRST NATIONAL BANK IN WEWOKA,WEWOKA,OK,748840750,53453
,2013-06-30,"FIRST STATE BANK, HEMPHILL, TEXAS",HEMPHILL,TX,75948,53752
,2013-06-30,Bank of Poynette,Poynette,WI,53955,54049
,2013-06-30,The Bank of Tescott,Tescott,KS,67484,54058
,2013-06-30,YOUR COMMUNITY BANK,NEW ALBANY,IN,471510939,54375
,2013-06-30,AMERICAN BANK & TRUST WISCONSIN,CUBA CITY,WI,538070827,54441
,2013-06-30,Citizens State Bank,Buffalo,TX,75831,54656
,2013-06-30,"American Savings Bank, FSB",Honolulu,HI,96813,54973
,2013-06-30,"Home Savings Bank of Albemarle, SSB",Albemarle,NC,280020489,55176
,2013-06-30,METAIRIE BANK & TRUST,METAIRIE,LA,70004,55336
,2013-06-30,Citizens Savings Bank & Trust,Nashville,TN,37208,55635
,2013-06-30,Fidelity State Bank   Trust Co.,Topeka,KS,66603,55653
,2013-06-30,Evergreen Federal Savings And Loan Association,Grants Pass,OR,97526,55970
,2013-06-30,"Citizens Bank & Trust Co., Hutchinson, Minn.",Hutchinson,MN,553500339,56258
,2013-06-30,Citizens National Bank,Henderson,TX,756531009,56351
,2013-06-30,The Citizens National Bank of Meyersdale,Meyersdale,PA,15552,56427
,2013-06-30,DMB Community Bank,DeForest,WI,535321156,56548
,2013-06-30,CoBiz Bank,Denver,CO,80202,56557
,2013-06-30,The Dime Bank,Honesdale,PA,18431,56717
,2013-06-30,First National Bank at Darlington,Darlington,WI,535300050,57040
,2013-06-30,New Windsor State Bank,New Windsor,MD,217760489,57228
,2013-06-30,FIRST NATIONAL BANK OF BYERS,BYERS,TX,76357,57255
,2013-06-30,Dairy State Bank,Rice Lake,WI,54868,57451
,2013-06-30,FAMILYFIRST BANK,WARE,MA,10820849,57572
,2013-06-30,Ripley Federal Savings Bank,Ripley,OH,45167,58177
,2013-06-30,First Colebrook Bank,Colebrook,NH,3576,58207
,2013-06-30,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
,2013-06-30,Johnson Bank,Racine,WI,53403,58243
,2013-06-30,VANTAGE BANK,KENT,MN,56553,58355
,2013-06-30,Security State Bank,Cheyenne,OK,73628,58551
,2013-06-30,CENTURY BANK,LUCEDALE,MS,39452,58636
,2013-06-30,Kensington Bank,Kensington,MN,56343,58757
,2013-06-30,Washington Trust Bank,Spokane,WA,992102127,58971
,2013-06-30,Wayne Bank,Honesdale,PA,184310269,59316
,2013-06-30,CITIZENS NATIONAL BANK,CAMERON,TX,76520,59352
,2013-06-30,First Shore Federal Savings And Loan Association,Salisbury,MD,21801,59370
,2013-06-30,THE BANK OF WYANDOTTE,WYANDOTTE,OK,74370,59754
,2013-06-30,Comerica Bank,Dallas,TX,75201,60143
,2013-06-30,PEOPLES BANK OF ALABAMA,CULLMAN,AL,35055,60330
,2013-06-30,THE HOME TRUST & SAVINGS BANK,OSAGE,IA,50461,60545
,2013-06-30,First State Bank Minnesota,LeRoy,MN,559510369,60554
,2013-06-30,First National Bank,Cloverdale,IN,46120,60648
,2013-06-30,First United Bank & Trust,Oakland,MD,21550,61122
,2013-06-30,Home Federal Savings and Loan Association of Nebraska,Lexington,NE,68850,61177
,2013-06-30,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
,2013-06-30,Pilgrim Bank,Cohasset,MA,2025,61476
,2013-06-30,American Heritage National Bank,Long Prairie,MN,563470509,61757
,2013-06-30,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2013-06-30,FIRST NATIONAL BANK OF COWETA,COWETA,OK,74429,61953
,2013-06-30,SEBREE DEPOSIT BANK,SEBREE,KY,42455,62044
,2013-06-30,"Rockefeller Trust Company, N.A.",New York,NY,100201903,62110
,2013-06-30,Community First Bank,Rosholt,WI,54473,62147
,2013-06-30,First Advantage Bank,Clarksville,TN,37040,62772
,2013-06-30,The Dolores State Bank,Dolores,CO,81323,63050
,2013-06-30,City National Bank,Los Angeles,CA,90071,63069
,2013-06-30,Whidbey Island Bank,Oak Harbor,WA,98277,63078
,2013-06-30,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2013-06-30,Walpole Co-operative Bank,Walpole,MA,02081,63573
,2013-06-30,Citizens Bank,Lafayette,TN,37083,63733
,2013-06-30,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
,2013-06-30,TOWANDA STATE BANK,TOWANDA,KS,67144,63751
,2013-06-30,Wyoming Bank & Trust,Cheyenne,WY,82009,64150
,2013-06-30,BLOOMFIELD STATE BANK,BLOOMFIELD,IN,47424,64543
,2013-06-30,Bank2,Oklahoma City,OK,73108,64552
,2013-06-30,Sterling National Bank,New York,NY,100196108,64619
,2013-06-30,Farmers & Merchants Bank,Eatonton,GA,31024,64730
,2013-06-30,Torrington Savings Bank,Torrington,CT,06790,65205
,2013-06-30,Clarke County State Bank,Osceola,IA,50213,65241
,2013-06-30,Delta National Bank and Trust Company,New York,NY,10019,65513
,2013-06-30,Pioneer Bank & Trust,Spearfish,SD,57783,65559
,2013-06-30,"Citizens Union Bank of Shelbyville, Inc.",Shelbyville,KY,400660189,65746
,2013-06-30,Emprise Bank,Wichita,KS,67201,65858
,2013-06-30,BPD  BANK,NEW YORK,NY,10004,66015
,2013-06-30,DECATUR COUNTY BANK,DECATURVILLE,TN,38329,66154
,2013-06-30,FIRST SOUTHERN BANK,FLORENCE,AL,36530,66275
,2013-06-30,Cincinnati Federal Savings And Loan Association,Cincinnati,OH,45247,66677
,2013-06-30,Peoples Trust and Savings Bank,Boonville,IN,476010307,67142
,2013-06-30,Kirkpatrick Bank,Edmond,OK,73013,67151
,2013-06-30,Newburyport Five Cents Savings Bank,"Newburyport,",MA,01950,67209
,2013-06-30,Young Americans Bank,Denver,CO,80206,67254
,2013-06-30,"FirstMerit Bank, N.A.",Akron,OH,44308,67311
,2013-06-30,First Savings Bank,Beresford,SD,57004,67656
,2013-06-30,Thomas County Federal Savings & Loan Association,Thomasville,GA,31792,67870
,2013-06-30,"Peoples Bank Of Bullitt County, The",Shepherdsville,KY,40165,68345
,2013-06-30,Union National Bank & Trust Co,Sparta,WI,54656,68448
,2013-06-30,"Grand Bank for Savings, FSB",Hattiesburg,MS,39402,68671
,2013-06-30,Liberty National Bank,Lawton,OK,73501,68756
,2013-06-30,Bank of Franklin,Meadville,MS,39653,68831
,2013-06-30,Union Bank & Trust Company,Evansville,WI,53536,68840
,2013-06-30,The First National Bank of Durango,Durango,CO,81301,68859
,2013-06-30,TRUBANK,OSKALOOSA,IA,525770420,68943
,2013-06-30,The Citizens National Bank of Meridian,Meridian,MS,393015853,69333
,2013-06-30,Baker Boyer National Bank,Walla Walla,WA,99362,69678
,2013-06-30,Community Bank,Noblesville,IN,46060,70049
,2013-06-30,The Farmers & Merchants Bank,Dyer,TN,383300285,70058
,2013-06-30,United Orient Bank,New York,NY,10038,70218
,2013-06-30,THE NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND,PA,17857,70414
,2013-06-30,Peoples Bank,Mendenhall,MS,39114,70638
,2013-06-30,Nebraska State Bank,Bristow,NE,68719,70955
,2013-06-30,Home Federal Savings and Loan Association of Niles,Niles,OH,444460311,71073
,2013-06-30,"DNB First, National Association",Downingtown,PA,193350904,71318
,2013-06-30,Bruning State Bank,Bruning,NE,683220100,71457
,2013-06-30,CBW Bank,Weir,KS,66781,71859
,2013-06-30,The Converse County Bank,Douglas,WY,82633,72258
,2013-06-30,Farmers State Bank,Wathena,KS,660900219,72351
,2013-06-30,FREEPORT STATE BANK,FREEPORT,MN,56331,72454
,2013-06-30,BELMONT SAVINGS BANK,BELLAIRE,OH,439060654,72678
,2013-06-30,Artisans' Bank,Wilmington,DE,19808,73116
,2013-06-30,THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,Fairview,OK,737370493,73152
,2013-06-30,Pathway Bank,Cairo,NE,68824,73554
,2013-06-30,Security State Bank,Wellington,KS,67152,73956
,2013-06-30,SOUTH CENTRAL STATE BANK,CAMPBELL,NE,689320186,74056
,2013-06-30,Isabella Bank,Mt. Pleasant,MI,48858,74140
,2013-06-30,DAKOTA STATE BANK,BLUNT,SD,57522,74159
,2013-06-30,Merrimack County Savings Bank,Concord,NH,3301,74403
,2013-06-30,First National Bank in Tigerton,Tigerton,WI,54486,74449
,2013-06-30,First Minnesota Bank,Minnetonka,MN,55345,75053
