RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2015-12-31,FirstSecure Bank and Trust Co,Palos Hills,IL,60465,25647
,2015-12-31,"Broadway Federal Bank, F.S.B",Los Angeles,CA,90036,26176
,2015-12-31,"Integrity First Bank, National Association",Mountain Home,AR,726541928,26242
,2015-12-31,La Monte Community Bank,La Monte,MO,65337,26457
,2015-12-31,Vantage Bank Texas,San Antonio,TX,78216,26765
,2015-12-31,Time Federal Savings Bank,Medford,WI,54451,27070
,2015-12-31,Blackhawk Bank,Beloit,WI,53511,27548
,2015-12-31,The Andover Bank,Andover,OH,440031300,27614
,2015-12-31,DIAMOND BANK,MURFREESBORO,AR,71958,27847
,2015-12-31,Northfield Bank,Staten Island,NY,10314,28013
,2015-12-31,Harvest Bank,Kimball,MN,55353,28152
,2015-12-31,The First National Bank of Beeville,Beeville,TX,78102,28255
,2015-12-31,ALLIED BANK,MULBERRY,AR,72947,28349
,2015-12-31,Blue Hills Bank,Hyde Park,MA,021369935,28406
,2015-12-31,"Cumberland Federal Bank, Federal Savings Bank",Cumberland,WI,54829,28675
,2015-12-31,Peoples Bank & Trust Co,Manchester,TN,37355,28732
,2015-12-31,RiverBank Savings And Loan Association,Corning,AR,72422,29476
,2015-12-31,The Citizens Bank,Philadelphia,MS,393500209,29636
,2015-12-31,Maspeth Federal Savings And Loan Association,Maspeth,NY,11378,29878
,2015-12-31,Amistad Bank,Del Rio,TX,78840,30052
,2015-12-31,NORTHWAY BANK,BERLIN,NH,3570,30502
,2015-12-31,Lake Community Bank,Long Lake,MN,55356,30650
,2015-12-31,Discover Bank,New Castle,DE,19720,30810
,2015-12-31,Fox Chase Bank,Hatboro,PA,19040,30874
,2015-12-31,"First National Bank Of Waynesboro, The",Waynesboro,GA,30830,31134
,2015-12-31,Central Bank,Houston,TX,77041,31255
,2015-12-31,"First State Bank of Ben Wheeler, Texas",Ben Wheeler,TX,75754,31657
,2015-12-31,Powell Valley National Bank,Jonesville,VA,24263,31826
,2015-12-31,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2015-12-31,First National Bank & Trust Company,Clinton,IL,61727,32234
,2015-12-31,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75032,32766
,2015-12-31,Security Federal Savings Bank,Logansport,IN,46947,32971
,2015-12-31,Farmers Bank & Trust Co.,Blytheville,AR,723150688,33147
,2015-12-31,Premier Bank,Maplewood,MN,55109,33259
,2015-12-31,THE ROSCOE STATE BANK,ROSCOE,TX,795450609,33268
,2015-12-31,"Home Savings Bank, Fsb",Ludlow,KY,41016,33370
,2015-12-31,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2015-12-31,Frontier Bank,Omaha,NE,68118,33857
,2015-12-31,Bank of Lancaster,Kilmarnock,VA,22482,34425
,2015-12-31,MAGNOLIA STATE BANK,BAY SPRINGS,MS,39422,34434
,2015-12-31,First National Bank of Park Falls,Park Falls,WI,54552,34452
,2015-12-31,Seacoast National Bank,Stuart,FL,34994,34537
,2015-12-31,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2015-12-31,First Western Bank,Booneville,AR,729270238,34742
,2015-12-31,THE WOODBURY BANKING COMPANY,WOODBURY,GA,30293,34836
,2015-12-31,Alliant Bank,Madison,MO,65263,35057
,2015-12-31,State Street Bank and Trust Company,Boston,MA,02110,35301
,2015-12-31,Investors Bank,Short Hills,NJ,07078,35570
,2015-12-31,BONDUEL STATE BANK,BONDUEL,WI,54107,35646
,2015-12-31,Premier Bank Of Jacksonville,Jacksonville,IL,62650,35842
,2015-12-31,East Wisconsin Savings Bank S.A.,Kaukauna,WI,54130,35879
,2015-12-31,Community First Bank,Maywood,NE,69038,36456
,2015-12-31,First State Bank,Wrens,GA,30833,36933
,2015-12-31,Pigeon Falls State Bank,Pigeon Falls,WI,54760,37051
,2015-12-31,Bank Of Ontario,Ontario,WI,54651,37341
,2015-12-31,United Bank,Zebulon,GA,30295,37435
,2015-12-31,GERMAN AMERICAN BANCORP,JASPER,IN,47547,37640
,2015-12-31,FARMERS STATE BANK,ALLEN,OK,748250467,37659
,2015-12-31,Calumet County Bank,Brillion,WI,54110,37743
,2015-12-31,Bank of Rantoul,Rantoul,IL,61866,37949
,2015-12-31,Owen County State Bank,Spencer,IN,47460,38740
,2015-12-31,"Calvin B. Taylor Banking Company of Berlin, Maryland",Berlin,MD,218110005,39327
,2015-12-31,NBC Oklahoma,Oklahoma City,OK,73120,39756
,2015-12-31,Richton Bank & Trust Company,Richton,MS,39476,40033
,2015-12-31,MURRAY STATE BANK,MURRAY,NE,684090076,40350
,2015-12-31,HarborOne Bank,Brockton,MA,02301,40499
,2015-12-31,Eitzen State Bank,Eitzen,MN,55921,40855
,2015-12-31,Farmers   Merchants Bank of Orfordville,Orfordville,WI,53576,41245
,2015-12-31,First State Bank,Anadarko,OK,73005,41553
,2015-12-31,Pioneer Bank,Stanley,VA,22851,41629
,2015-12-31,Middletown Valley Bank,Middletown,MD,217690075,41825
,2015-12-31,Farmers State Bank of Danforth,Danforth,IL,609300168,41937
,2015-12-31,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2015-12-31,Peoples Exchange Bank of Monroe County,Monroeville,AL,36461,42037
,2015-12-31,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,768250591,42354
,2015-12-31,First Federal Savings Bank Of Lincolnton,Lincolnton,NC,28092,42372
,2015-12-31,FIRST COMMONWEALTH BANK,INDIANA,PA,157010400,42420
,2015-12-31,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2015-12-31,Commercial Bank,Nelson,NE,68961,42457
,2015-12-31,Security State Bank,Iron River,WI,54847,43052
,2015-12-31,Leonardville State Bank,Leonardville,KS,66449,43351
,2015-12-31,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2015-12-31,Bridge City State Bank,Bridge City,TX,77611,43959
,2015-12-31,"First National Bank Of Monterey, The",Monterey,IN,46960,44040
,2015-12-31,"Intercredit Bank, National Association",Miami,FL,33131,44433
,2015-12-31,Citizens Bank,Mooresville,IN,46158,44741
,2015-12-31,Citizens Bank of Newburg,Newburg,MO,65550,44750
,2015-12-31,First National Bank,McConnelsville,OH,437560208,44929
,2015-12-31,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2015-12-31,The First National Bank at Paris,Paris,AR,72855,45047
,2015-12-31,Platte Valley Bank,North Bend,NE,686490500,45056
,2015-12-31,Johnson County Bank,Mountain City,TN,37683,45430
,2015-12-31,Vintage Bank Kansas,Leon,KS,67074,45458
,2015-12-31,Bank Midwest,Spirit Lake,IA,51360,45551
,2015-12-31,Jefferson Bank,San Antonio,TX,782010190,45560
,2015-12-31,Iron Workers Bank,Aston,PA,19014,45775
,2015-12-31,The State Bank of Faribault,Faribault,MN,55021,46053
,2015-12-31,Farmers Bank And Trust Company,Princeton,KY,42445,46941
,2015-12-31,The Dart Bank,Mason,MI,48854,47247
,2015-12-31,Community Financial Bank,Prentice,WI,54556,47256
,2015-12-31,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2015-12-31,Claremont Savings Bank,Claremont,NH,03743,47500
,2015-12-31,Prairie Bank of Kansas,Stafford,KS,67578,48057
,2015-12-31,Franklin State Bank,Franklin,MN,55333,48150
,2015-12-31,First Financial Bank,El Dorado,AR,71730,48374
,2015-12-31,Cleveland State Bank,Cleveland,WI,53015,48440
,2015-12-31,Commerce Bank,Geneva,MN,56035,49054
,2015-12-31,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
,2015-12-31,"Relyance Bank, National Association",Pine Bluff,AR,71601,49241
,2015-12-31,Mason State Bank,Mason,MI,48854,49344
,2015-12-31,Palmyra State Bank,Palmyra,WI,53156,49643
,2015-12-31,First Bank,Sterling,KS,67579,49652
,2015-12-31,High Point Bank and Trust Company,High Point,NC,27261,49821
,2015-12-31,Bank of South Texas,McAllen,TX,78504,49858
,2015-12-31,The First Security Bank,Beaver,OK,739320947,49951
,2015-12-31,State Bank of Medora,Medora,IN,47260,50144
,2015-12-31,California Pacific Bank,San Francisco,CA,94104,50461
,2015-12-31,LITTLE RIVER BANK,LEPANTO,AR,72354,50546
,2015-12-31,WILBURTON STATE BANK,"WILBURTON, OK  74578",OK,74578,50854
,2015-12-31,Winchester Federal Bank,Winchester,KY,40391,50872
,2015-12-31,Alterra Bank,Leawood,KS,66211,50957
,2015-12-31,APEX BANK,CAMDEN,TN,38320,51253
,2015-12-31,latimer state bank,wilburton,OK,745780070,51356
,2015-12-31,Centera Bank,Sublette,KS,67877,51459
,2015-12-31,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2015-12-31,The Depository Trust Company,New York,NY,100410099,52719
,2015-12-31,"Security State Bank Of Wewoka, Oklahoma",Wewoka,OK,74884,52951
,2015-12-31,"Sabadell United Bank, N.A.",Miami,FL,331313128,53033
,2015-12-31,The Buckholts State Bank,Buckholts,TX,76518,53051
,2015-12-31,First State Bank,Hemphill,TX,75948,53752
,2015-12-31,United Community Bank,Poynette,WI,53955,54049
,2015-12-31,The Bank of Tescott,Tescott,KS,67484,54058
,2015-12-31,YOUR COMMUNITY BANK,NEW ALBANY,IN,471510939,54375
,2015-12-31,American Bank & Trust Wisconsin,Cuba City,WI,53807,54441
,2015-12-31,Citizens State Bank,Buffalo,TX,75831,54656
,2015-12-31,"American Savings Bank, FSB",Honolulu,HI,96813,54973
,2015-12-31,METAIRIE BANK & TRUST,METAIRIE,LA,70004,55336
,2015-12-31,Citizens Savings Bank & Trust,Nashville,TN,37208,55635
,2015-12-31,Fidelity State Bank   Trust Co.,Topeka,KS,66603,55653
,2015-12-31,Evergreen Federal Savings And Loan Association,Grants Pass,OR,97526,55970
,2015-12-31,"Citizens Bank & Trust Co., Hutchinson, Minn.",Hutchinson,MN,553500339,56258
,2015-12-31,Citizens National Bank,Henderson,TX,756531009,56351
,2015-12-31,The Citizens National Bank of Meyersdale,Meyersdale,PA,15552,56427
,2015-12-31,DMB Community Bank,DeForest,WI,53532,56548
,2015-12-31,CoBiz Bank,Denver,CO,80202,56557
,2015-12-31,The Dime Bank,Honesdale,PA,18431,56717
,2015-12-31,First National Bank at Darlington,Darlington,WI,535300050,57040
,2015-12-31,New Windsor State Bank,New Windsor,MD,217760489,57228
,2015-12-31,Dairy State Bank,Rice Lake,WI,54868,57451
,2015-12-31,Ripley Federal Savings Bank,Ripley,OH,45167,58177
,2015-12-31,Granite Bank,Colebrook,NH,3576,58207
,2015-12-31,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
,2015-12-31,Johnson Bank,Racine,WI,53403,58243
,2015-12-31,Vantage Bank,Kent,MN,56553,58355
,2015-12-31,Security State Bank,Cheyenne,OK,73628,58551
,2015-12-31,CENTURY BANK,LUCEDALE,MS,39452,58636
,2015-12-31,Kensington Bank,Kensington,MN,56343,58757
,2015-12-31,Washington Trust Bank,Spokane,WA,992102127,58971
,2015-12-31,Wayne Bank,Honesdale,PA,18431,59316
,2015-12-31,Citizens National Bank,Cameron,TX,76520,59352
,2015-12-31,First Shore Federal Savings And Loan Association,Salisbury,MD,21801,59370
,2015-12-31,THE BANK OF WYANDOTTE,WYANDOTTE,OK,74370,59754
,2015-12-31,Comerica Bank,Dallas,TX,75201,60143
,2015-12-31,PEOPLES BANK OF ALABAMA,CULLMAN,AL,35055,60330
,2015-12-31,THE HOME TRUST & SAVINGS BANK,OSAGE,IA,50461,60545
,2015-12-31,First State Bank Minnesota,LeRoy,MN,559510369,60554
,2015-12-31,First National Bank,Cloverdale,IN,46120,60648
,2015-12-31,First United Bank & Trust,Oakland,MD,21550,61122
,2015-12-31,Home Federal Savings and Loan Association of Nebraska,Lexington,NE,68850,61177
,2015-12-31,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
,2015-12-31,Pilgrim Bank,Cohasset,MA,2025,61476
,2015-12-31,American Heritage National Bank,Long Prairie,MN,56347,61757
,2015-12-31,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2015-12-31,First National Bank of Coweta,Coweta,OK,74429,61953
,2015-12-31,SEBREE DEPOSIT BANK,SEBREE,KY,42455,62044
,2015-12-31,"Rockefeller Trust Company, N.A.",New York,NY,100201903,62110
,2015-12-31,Community First Bank,Rosholt,WI,54473,62147
,2015-12-31,First Advantage Bank,Clarksville,TN,37040,62772
,2015-12-31,"Dolores State Bank, The",Dolores,CO,81323,63050
,2015-12-31,City National Bank,Los Angeles,CA,90071,63069
,2015-12-31,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2015-12-31,Walpole Co-operative Bank,Walpole,MA,02081,63573
,2015-12-31,Citizens Bank,Lafayette,TN,37083,63733
,2015-12-31,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
,2015-12-31,Towanda State Bank,Towanda,KS,67144,63751
,2015-12-31,Wyoming Bank & Trust,Cheyenne,WY,82009,64150
,2015-12-31,BLOOMBANK,BLOOMFIELD,IN,47424,64543
,2015-12-31,Bank2,Oklahoma City,OK,73108,64552
,2015-12-31,Farmers & Merchants Bank,Eatonton,GA,31024,64730
,2015-12-31,Torrington Savings Bank,Torrington,CT,06790,65205
,2015-12-31,Clarke County State Bank,Osceola,IA,50213,65241
,2015-12-31,Delta National Bank and Trust Company,New York,NY,10019,65513
,2015-12-31,Pioneer Bank & Trust,Spearfish,SD,57783,65559
,2015-12-31,"Citizens Union Bank of Shelbyville, Inc.",Shelbyville,KY,400660189,65746
,2015-12-31,Emprise Bank,Wichita,KS,67201,65858
,2015-12-31,DECATUR COUNTY BANK,DECATURVILLE,TN,38329,66154
,2015-12-31,FIRST SOUTHERN BANK,FLORENCE,AL,36530,66275
,2015-12-31,Cincinnati Federal Savings And Loan Association,Cincinnati,OH,45247,66677
,2015-12-31,Peoples Trust and Savings Bank,Boonville,IN,476010307,67142
,2015-12-31,Kirkpatrick Bank,Edmond,OK,73013,67151
,2015-12-31,Newburyport Five Cents Savings Bank,"Newburyport,",MA,01950,67209
,2015-12-31,Young Americans Bank,Denver,CO,80206,67254
,2015-12-31,"FirstMerit Bank, N.A.",Akron,OH,44308,67311
,2015-12-31,FIRST SAVINGS BANK,BERESFORD,SD,57004,67656
,2015-12-31,Thomas County Federal Savings & Loan Association,Thomasville,GA,31792,67870
,2015-12-31,Union National Bank & Trust Co,Sparta,WI,54656,68448
,2015-12-31,"Grand Bank for Savings, FSB",Hattiesburg,MS,39402,68671
,2015-12-31,Liberty National Bank,Lawton,OK,73501,68756
,2015-12-31,Bank of Franklin,Meadville,MS,39653,68831
,2015-12-31,Union Bank & Trust Company,Evansville,WI,53536,68840
,2015-12-31,First National Bank of Durango,Durango,CO,81301,68859
,2015-12-31,TruBank,Oskaloosa,IA,52577,68943
,2015-12-31,The Citizens National Bank of Meridian,Meridian,MS,393015853,69333
,2015-12-31,Baker Boyer National Bank,Walla Walla,WA,99362,69678
,2015-12-31,The Farmers & Merchants Bank,Dyer,TN,383300285,70058
,2015-12-31,United Orient Bank,New York,NY,10038,70218
,2015-12-31,THE NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND,PA,17857,70414
,2015-12-31,Peoples Bank,Mendenhall,MS,39114,70638
,2015-12-31,Nebraska State Bank,Bristow,NE,68719,70955
,2015-12-31,Home Federal Savings and Loan Association of Niles,Niles,OH,444460311,71073
,2015-12-31,"DNB First, National Association",Downingtown,PA,193350904,71318
,2015-12-31,Bruning State Bank,Bruning,NE,68322,71457
,2015-12-31,CBW BANK,WEIR,KS,66781,71859
,2015-12-31,The Converse County Bank,Douglas,WY,82633,72258
,2015-12-31,Farmers State Bank,Wathena,KS,660900219,72351
,2015-12-31,FREEPORT STATE BANK,FREEPORT,MN,56331,72454
,2015-12-31,BELMONT SAVINGS BANK,BELLAIRE,OH,439060654,72678
,2015-12-31,Artisans' Bank,Wilmington,DE,19808,73116
,2015-12-31,THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,Fairview,OK,737370493,73152
,2015-12-31,Pathway Bank,Cairo,NE,68824,73554
,2015-12-31,Security State Bank,Wellington,KS,67152,73956
,2015-12-31,SOUTH CENTRAL STATE BANK,CAMPBELL,NE,689320186,74056
,2015-12-31,Isabella Bank,Mt. Pleasant,MI,48858,74140
,2015-12-31,"Dakota State Bank Of Blunt, South Dakota, The",Blunt,SD,57522,74159
,2015-12-31,Merrimack County Savings Bank,Concord,NH,03301,74403
,2015-12-31,First National Bank in Tigerton,Tigerton,WI,54486,74449
,2015-12-31,First Minnesota Bank,Minnetonka,MN,55345,75053
,2015-12-31,First Oklahoma Bank,Jenks,OK,74037,75259
,2015-12-31,South Ottumwa Savings Bank,Ottumwa,IA,52501,75446
,2015-12-31,The Northern State Bank Of Gonvick,Gonvick,MN,56644,75455
,2015-12-31,"First Bank Texas, ssb",BAIRD,TX,79504,75558
,2015-12-31,BMO Harris Bank NA,Chicago,IL,60603,75633
,2015-12-31,CERESCOBANK,CERESCO,NE,680170036,75651
,2015-12-31,BANK OF CLARKS,CLARKS,NE,68628,76153
,2015-12-31,The Peoples Bank,Taylorsville,KY,40071,76443
,2015-12-31,GRAND BANK,TULSA,OK,741353247,76854
,2015-12-31,First Farmers & Merchants State Bank Grand Meadow,Grand Meadow,MN,559360188,77150
,2015-12-31,"Hondo National Bank, The",Hondo,TX,78861,77253
,2015-12-31,Community Bankers' Bank,Midlothian,VA,23113,77422
,2015-12-31,First Bank & Trust,Brookings,SD,570065057,77851
,2015-12-31,Bandera Bank,Bandera,TX,780031596,78157
,2015-12-31,THE FIRST NATIONAL BANK OF MCGEHEE,MCGEHEE,AR,716540728,78241
,2015-12-31,Summit National Bank,Hulett,WY,82720,78559
,2015-12-31,West Point Bank,Radcliff,KY,40160,79042
,2015-12-31,Home National Bank,Racine,OH,45771,79127
,2015-12-31,Farmers & Merchants State Bank,Waterloo,WI,53594,79145
,2015-12-31,First State Bank of Grove City,Grove City,MN,56243,79257
,2015-12-31,CITY BANK   TRUST CO.,"CRETE,",NE,68333-0288,79855
,2015-12-31,Manor Bank,Manor,PA,15665,80020
,2015-12-31,First Fidelity Bank,Burke,SD,57523,80150
,2015-12-31,First Federal Savings And Loan Association,Delta,OH,43515,80374
,2015-12-31,UNION BANK & TRUST COMPANY,LIVINGSTON,TN,38570,80431
,2015-12-31,State Bank Of Hamburg,Hamburg,MN,55339,80552
,2015-12-31,Capital Bank,Fort Oglethorpe,GA,30742,80936
,2015-12-31,Equitable Bank,Grand Island,NE,68801,81175
,2015-12-31,Clover Community Bank,Clover,SC,29710,81429
,2015-12-31,First National Bank of Pasco,Dade City,FL,33525,82033
,2015-12-31,BRYANT STATE BANK,BRYANT,SD,57221,82257
,2015-12-31,THE LAUDERDALE COUNTY BANK,HALLS,TN,38040,82350
,2015-12-31,CITIZENS STATE BANK OF HAYFIELD,HAYFIELD,MN,55940,82659
,2015-12-31,Flagship Bank Minnesota,Wayzata,MN,55391,83151
,2015-12-31,Bank of the South,Pensacola,FL,32506,83236
,2015-12-31,CENTURY BANK,SANTA FE,NM,875041507,83375
,2015-12-31,"MERCANTIL COMMERCEBANK, N.A.",CORAL GABLES,FL,33134,83638
,2015-12-31,AMERICAN BANK & TRUST COMPANY,OPELOUSAS,LA,70571,83834
,2015-12-31,Richland State Bank,Bruce,SD,572200338,83852
,2015-12-31,GREENFIELD BANKING COMPANY,GREENFIELD,TN,38230,83955
