RCFN2200,RCFN2625,RCFN2650,RCFNA245,RCFNB553,RCFNB554,RCFNB555,IDRSSD,RCON9999
,,,,,,,33147,2010-06-30
,,,,,,,33259,2010-06-30
,,,,,,,33268,2010-06-30
,,,,,,,33727,2010-06-30
,,,,,,,33754,2010-06-30
,,,,,,,33839,2010-06-30
,,,,,,,33857,2010-06-30
,,,,,,,34153,2010-06-30
,,,,,,,34359,2010-06-30
,,,,,,,34425,2010-06-30
,,,,,,,34434,2010-06-30
,,,,,,,34452,2010-06-30
,,,,,,,34537,2010-06-30
,,,,,,,34555,2010-06-30
,,,,,,,34742,2010-06-30
,,,,,,,34836,2010-06-30
,,,,,,,35057,2010-06-30
77687932,1214416,933704,2026133,65660934,9700526,178352,35301,2010-06-30
,,,,,,,35570,2010-06-30
,,,,,,,35646,2010-06-30
,,,,,,,35842,2010-06-30
,,,,,,,36054,2010-06-30
,,,,,,,36344,2010-06-30
,,,,,,,36456,2010-06-30
,,,,,,,36858,2010-06-30
,,,,,,,36933,2010-06-30
,,,,,,,37051,2010-06-30
,,,,,,,37341,2010-06-30
,,,,,,,37378,2010-06-30
,,,,,,,37435,2010-06-30
,,,,,,,37640,2010-06-30
,,,,,,,37659,2010-06-30
,,,,,,,37743,2010-06-30
,,,,,,,37949,2010-06-30
,,,,,,,38535,2010-06-30
,,,,,,,38740,2010-06-30
,,,,,,,39327,2010-06-30
,,,,,,,39420,2010-06-30
,,,,,,,39475,2010-06-30
,,,,,,,39756,2010-06-30
,,,,,,,40033,2010-06-30
,,,,,,,40350,2010-06-30
,,,,,,,40707,2010-06-30
,,,,,,,40855,2010-06-30
,,,,,,,41245,2010-06-30
,,,,,,,41553,2010-06-30
,,,,,,,41629,2010-06-30
,,,,,,,41647,2010-06-30
,,,,,,,41759,2010-06-30
,,,,,,,41825,2010-06-30
,,,,,,,41937,2010-06-30
,,,,,,,41955,2010-06-30
,,,,,,,42037,2010-06-30
,,,,,,,42055,2010-06-30
,,,,,,,42354,2010-06-30
,,,,,,,42420,2010-06-30
,,,,,,,42448,2010-06-30
,,,,,,,42457,2010-06-30
,,,,,,,43052,2010-06-30
,,,,,,,43351,2010-06-30
,,,,,,,43454,2010-06-30
,,,,,,,43511,2010-06-30
,,,,,,,43744,2010-06-30
,,,,,,,43856,2010-06-30
,,,,,,,43959,2010-06-30
,,,,,,,44040,2010-06-30
,,,,,,,44433,2010-06-30
,,,,,,,44741,2010-06-30
,,,,,,,44750,2010-06-30
,,,,,,,44929,2010-06-30
,,,,,,,45038,2010-06-30
,,,,,,,45047,2010-06-30
,,,,,,,45056,2010-06-30
,,,,,,,45430,2010-06-30
,,,,,,,45458,2010-06-30
,,,,,,,45551,2010-06-30
,,,,,,,45560,2010-06-30
,,,,,,,45775,2010-06-30
,,,,,,,46053,2010-06-30
,,,,,,,46941,2010-06-30
,,,,,,,47153,2010-06-30
,,,,,,,47247,2010-06-30
,,,,,,,47256,2010-06-30
,,,,,,,47452,2010-06-30
,,,,,,,47500,2010-06-30
,,,,,,,48057,2010-06-30
,,,,,,,48150,2010-06-30
,,,,,,,48374,2010-06-30
,,,,,,,48440,2010-06-30
,,,,,,,48730,2010-06-30
,,,,,,,49054,2010-06-30
,,,,,,,49148,2010-06-30
,,,,,,,49241,2010-06-30
,,,,,,,49344,2010-06-30
,,,,,,,49643,2010-06-30
,,,,,,,49652,2010-06-30
,,,,,,,49821,2010-06-30
,,,,,,,49858,2010-06-30
,,,,,,,49951,2010-06-30
,,,,,,,50144,2010-06-30
,,,,,,,50461,2010-06-30
,,,,,,,50546,2010-06-30
,,,,,,,50854,2010-06-30
,,,,,,,50957,2010-06-30
,,,,,,,51253,2010-06-30
,,,,,,,51356,2010-06-30
,,,,,,,51459,2010-06-30
,,,,,,,51730,2010-06-30
,,,,,,,51842,2010-06-30
,,,,,,,52410,2010-06-30
,,,,,,,52719,2010-06-30
,,,,,,,52951,2010-06-30
,,,,,,,53015,2010-06-30
,,,,,,,53033,2010-06-30
,,,,,,,53051,2010-06-30
,,,,,,,53239,2010-06-30
,,,,,,,53453,2010-06-30
,,,,,,,53752,2010-06-30
,,,,,,,54049,2010-06-30
,,,,,,,54058,2010-06-30
,,,,,,,54357,2010-06-30
,,,,,,,54375,2010-06-30
,,,,,,,54441,2010-06-30
,,,,,,,54656,2010-06-30
,,,,,,,55176,2010-06-30
,,,,,,,55336,2010-06-30
,,,,,,,55635,2010-06-30
,,,,,,,55653,2010-06-30
,,,,,,,56258,2010-06-30
,,,,,,,56351,2010-06-30
,,,,,,,56427,2010-06-30
,,,,,,,56548,2010-06-30
161370,0,0,0,161370,0,0,56557,2010-06-30
,,,,,,,56717,2010-06-30
,,,,,,,57040,2010-06-30
,,,,,,,57228,2010-06-30
,,,,,,,57255,2010-06-30
,,,,,,,57451,2010-06-30
,,,,,,,57572,2010-06-30
,,,,,,,57956,2010-06-30
,,,,,,,58074,2010-06-30
,,,,,,,58207,2010-06-30
,,,,,,,58225,2010-06-30
365506,0,0,0,365506,0,0,58243,2010-06-30
,,,,,,,58355,2010-06-30
,,,,,,,58551,2010-06-30
,,,,,,,58636,2010-06-30
,,,,,,,58757,2010-06-30
,,,,,,,58971,2010-06-30
,,,,,,,59316,2010-06-30
,,,,,,,59352,2010-06-30
,,,,,,,59679,2010-06-30
,,,,,,,59754,2010-06-30
1656675,21701,0,1228610,1634974,0,0,60143,2010-06-30
,,,,,,,60330,2010-06-30
,,,,,,,60433,2010-06-30
,,,,,,,60545,2010-06-30
,,,,,,,60554,2010-06-30
,,,,,,,60648,2010-06-30
,,,,,,,61122,2010-06-30
,,,,,,,61355,2010-06-30
,,,,,,,61476,2010-06-30
,,,,,,,61757,2010-06-30
,,,,,,,61832,2010-06-30
,,,,,,,61953,2010-06-30
,,,,,,,62044,2010-06-30
,,,,,,,62110,2010-06-30
,,,,,,,62147,2010-06-30
,,,,,,,63050,2010-06-30
0,0,0,0,0,0,0,63069,2010-06-30
,,,,,,,63078,2010-06-30
,,,,,,,63201,2010-06-30
,,,,,,,63359,2010-06-30
,,,,,,,63573,2010-06-30
,,,,,,,63733,2010-06-30
,,,,,,,63742,2010-06-30
,,,,,,,63751,2010-06-30
,,,,,,,64150,2010-06-30
,,,,,,,64543,2010-06-30
,,,,,,,64552,2010-06-30
395,0,0,395,395,0,0,64619,2010-06-30
,,,,,,,64730,2010-06-30
,,,,,,,65205,2010-06-30
,,,,,,,65241,2010-06-30
0,0,0,0,0,0,0,65513,2010-06-30
,,,,,,,65559,2010-06-30
,,,,,,,65746,2010-06-30
,,,,,,,65858,2010-06-30
12655,2200,0,8055,10455,0,0,66015,2010-06-30
,,,,,,,66154,2010-06-30
,,,,,,,66172,2010-06-30
,,,,,,,66275,2010-06-30
,,,,,,,66837,2010-06-30
,,,,,,,67142,2010-06-30
,,,,,,,67151,2010-06-30
,,,,,,,67209,2010-06-30
,,,,,,,67254,2010-06-30
,,,,,,,67311,2010-06-30
,,,,,,,68345,2010-06-30
,,,,,,,68448,2010-06-30
,,,,,,,68756,2010-06-30
,,,,,,,68831,2010-06-30
,,,,,,,68840,2010-06-30
,,,,,,,68859,2010-06-30
,,,,,,,68943,2010-06-30
,,,,,,,69333,2010-06-30
,,,,,,,69678,2010-06-30
,,,,,,,69847,2010-06-30
,,,,,,,70049,2010-06-30
,,,,,,,70058,2010-06-30
,,,,,,,70218,2010-06-30
,,,,,,,70254,2010-06-30
,,,,,,,70414,2010-06-30
,,,,,,,70638,2010-06-30
,,,,,,,70955,2010-06-30
,,,,,,,71318,2010-06-30
,,,,,,,71457,2010-06-30
,,,,,,,71859,2010-06-30
,,,,,,,72258,2010-06-30
,,,,,,,72351,2010-06-30
,,,,,,,72454,2010-06-30
,,,,,,,72678,2010-06-30
,,,,,,,73031,2010-06-30
,,,,,,,73116,2010-06-30
,,,,,,,73152,2010-06-30
,,,,,,,73554,2010-06-30
,,,,,,,73956,2010-06-30
,,,,,,,74056,2010-06-30
,,,,,,,74140,2010-06-30
,,,,,,,74159,2010-06-30
,,,,,,,74403,2010-06-30
,,,,,,,74449,2010-06-30
,,,,,,,74458,2010-06-30
,,,,,,,75053,2010-06-30
,,,,,,,75259,2010-06-30
,,,,,,,75446,2010-06-30
,,,,,,,75455,2010-06-30
,,,,,,,75558,2010-06-30
1511594,950000,0,561594,561594,0,0,75633,2010-06-30
,,,,,,,75651,2010-06-30
,,,,,,,76135,2010-06-30
,,,,,,,76153,2010-06-30
,,,,,,,76443,2010-06-30
,,,,,,,76854,2010-06-30
,,,,,,,77150,2010-06-30
,,,,,,,77253,2010-06-30
,,,,,,,77422,2010-06-30
,,,,,,,77758,2010-06-30
,,,,,,,77851,2010-06-30
,,,,,,,78036,2010-06-30
,,,,,,,78157,2010-06-30
,,,,,,,78241,2010-06-30
,,,,,,,78559,2010-06-30
,,,,,,,78858,2010-06-30
,,,,,,,79042,2010-06-30
,,,,,,,79127,2010-06-30
,,,,,,,79145,2010-06-30
,,,,,,,79257,2010-06-30
,,,,,,,79855,2010-06-30
,,,,,,,80020,2010-06-30
,,,,,,,80150,2010-06-30
,,,,,,,80431,2010-06-30
,,,,,,,80552,2010-06-30
,,,,,,,80936,2010-06-30
,,,,,,,81429,2010-06-30
,,,,,,,82033,2010-06-30
,,,,,,,82257,2010-06-30
,,,,,,,82350,2010-06-30
,,,,,,,82659,2010-06-30
,,,,,,,83151,2010-06-30
,,,,,,,83236,2010-06-30
,,,,,,,83375,2010-06-30
0,0,0,0,0,0,0,83638,2010-06-30
,,,,,,,83834,2010-06-30
,,,,,,,83852,2010-06-30
,,,,,,,83955,2010-06-30
,,,,,,,84046,2010-06-30
,,,,,,,84055,2010-06-30
,,,,,,,84251,2010-06-30
,,,,,,,84541,2010-06-30
,,,,,,,84804,2010-06-30
,,,,,,,85052,2010-06-30
,,,,,,,85258,2010-06-30
,,,,,,,85454,2010-06-30
,,,,,,,85931,2010-06-30
,,,,,,,86349,2010-06-30
,,,,,,,86358,2010-06-30
,,,,,,,86527,2010-06-30
,,,,,,,86554,2010-06-30
,,,,,,,87047,2010-06-30
,,,,,,,87159,2010-06-30
,,,,,,,87234,2010-06-30
,,,,,,,87476,2010-06-30
,,,,,,,88240,2010-06-30
,,,,,,,88259,2010-06-30
,,,,,,,88352,2010-06-30
,,,,,,,88455,2010-06-30
,,,,,,,88530,2010-06-30
,,,,,,,88950,2010-06-30
,,,,,,,89032,2010-06-30
,,,,,,,89135,2010-06-30
,,,,,,,89162,2010-06-30
,,,,,,,89751,2010-06-30
,,,,,,,89854,2010-06-30
,,,,,,,89957,2010-06-30
,,,,,,,90047,2010-06-30
,,,,,,,90328,2010-06-30
,,,,,,,90337,2010-06-30
,,,,,,,90467,2010-06-30
,,,,,,,90645,2010-06-30
,,,,,,,90739,2010-06-30
,,,,,,,91156,2010-06-30
,,,,,,,91259,2010-06-30
,,,,,,,91615,2010-06-30
,,,,,,,91651,2010-06-30
,,,,,,,91754,2010-06-30
,,,,,,,91950,2010-06-30
,,,,,,,92050,2010-06-30
,,,,,,,92144,2010-06-30
,,,,,,,92706,2010-06-30
,,,,,,,92854,2010-06-30
,,,,,,,92902,2010-06-30
,,,,,,,93244,2010-06-30
,,,,,,,93413,2010-06-30
,,,,,,,93543,2010-06-30
,,,,,,,93619,2010-06-30
,,,,,,,93721,2010-06-30
,,,,,,,93758,2010-06-30
,,,,,,,94139,2010-06-30
,,,,,,,94456,2010-06-30
,,,,,,,94522,2010-06-30
,,,,,,,94755,2010-06-30
,,,,,,,94858,2010-06-30
,,,,,,,95051,2010-06-30
,,,,,,,95659,2010-06-30
,,,,,,,96553,2010-06-30
,,,,,,,97055,2010-06-30
,,,,,,,97279,2010-06-30
,,,,,,,97457,2010-06-30
,,,,,,,97804,2010-06-30
,,,,,,,97943,2010-06-30
,,,,,,,98351,2010-06-30
,,,,,,,98454,2010-06-30
,,,,,,,98463,2010-06-30
,,,,,,,98548,2010-06-30
,,,,,,,98641,2010-06-30
,,,,,,,98717,2010-06-30
,,,,,,,99059,2010-06-30
,,,,,,,99143,2010-06-30
,,,,,,,99255,2010-06-30
,,,,,,,99442,2010-06-30
,,,,,,,99536,2010-06-30
,,,,,,,99853,2010-06-30
,,,,,,,99974,2010-06-30
,,,,,,,100236,2010-06-30
,,,,,,,100357,2010-06-30
,,,,,,,100553,2010-06-30
,,,,,,,100562,2010-06-30
,,,,,,,100843,2010-06-30
1221711,353328,12360,1086503,800024,56000,0,101019,2010-06-30
,,,,,,,101037,2010-06-30
,,,,,,,101345,2010-06-30
,,,,,,,101439,2010-06-30
,,,,,,,101671,2010-06-30
,,,,,,,101738,2010-06-30
,,,,,,,101952,2010-06-30
,,,,,,,102155,2010-06-30
,,,,,,,102333,2010-06-30
,,,,,,,102342,2010-06-30
,,,,,,,102539,2010-06-30
,,,,,,,102557,2010-06-30
,,,,,,,103134,2010-06-30
,,,,,,,103255,2010-06-30
,,,,,,,103554,2010-06-30
,,,,,,,103563,2010-06-30
,,,,,,,103602,2010-06-30
,,,,,,,104038,2010-06-30
,,,,,,,104056,2010-06-30
,,,,,,,104234,2010-06-30
,,,,,,,104430,2010-06-30
,,,,,,,104542,2010-06-30
,,,,,,,105026,2010-06-30
,,,,,,,105044,2010-06-30
,,,,,,,105053,2010-06-30
,,,,,,,105071,2010-06-30
,,,,,,,105222,2010-06-30
,,,,,,,105530,2010-06-30
,,,,,,,105633,2010-06-30
,,,,,,,106359,2010-06-30
,,,,,,,106377,2010-06-30
,,,,,,,106452,2010-06-30
,,,,,,,106519,2010-06-30
,,,,,,,106546,2010-06-30
,,,,,,,106658,2010-06-30
,,,,,,,107057,2010-06-30
,,,,,,,107226,2010-06-30
,,,,,,,107244,2010-06-30
,,,,,,,107431,2010-06-30
,,,,,,,107459,2010-06-30
,,,,,,,107758,2010-06-30
,,,,,,,108269,2010-06-30
,,,,,,,108652,2010-06-30
,,,,,,,108746,2010-06-30
,,,,,,,108951,2010-06-30
,,,,,,,109136,2010-06-30
,,,,,,,109154,2010-06-30
,,,,,,,109453,2010-06-30
,,,,,,,109574,2010-06-30
,,,,,,,109659,2010-06-30
,,,,,,,110413,2010-06-30
,,,,,,,110655,2010-06-30
,,,,,,,110936,2010-06-30
,,,,,,,110945,2010-06-30
,,,,,,,111157,2010-06-30
,,,,,,,111205,2010-06-30
,,,,,,,111559,2010-06-30
,,,,,,,111661,2010-06-30
,,,,,,,111942,2010-06-30
,,,,,,,111979,2010-06-30
,,,,,,,112163,2010-06-30
,,,,,,,112332,2010-06-30
,,,,,,,112444,2010-06-30
,,,,,,,112510,2010-06-30
,,,,,,,112556,2010-06-30
4907643,8453,0,4907643,4881212,17978,0,112837,2010-06-30
,,,,,,,113003,2010-06-30
,,,,,,,113030,2010-06-30
,,,,,,,113441,2010-06-30
,,,,,,,113601,2010-06-30
,,,,,,,113740,2010-06-30
,,,,,,,113937,2010-06-30
,,,,,,,114149,2010-06-30
,,,,,,,114158,2010-06-30
,,,,,,,114251,2010-06-30
,,,,,,,114260,2010-06-30
,,,,,,,114457,2010-06-30
,,,,,,,114756,2010-06-30
,,,,,,,114774,2010-06-30
,,,,,,,114840,2010-06-30
,,,,,,,114859,2010-06-30
,,,,,,,115100,2010-06-30
,,,,,,,115146,2010-06-30
,,,,,,,115155,2010-06-30
,,,,,,,115221,2010-06-30
,,,,,,,115575,2010-06-30
,,,,,,,115641,2010-06-30
,,,,,,,116077,2010-06-30
,,,,,,,116358,2010-06-30
,,,,,,,116554,2010-06-30
,,,,,,,116639,2010-06-30
,,,,,,,116732,2010-06-30
,,,,,,,116741,2010-06-30
,,,,,,,117038,2010-06-30
,,,,,,,117458,2010-06-30
,,,,,,,117672,2010-06-30
,,,,,,,117775,2010-06-30
,,,,,,,117841,2010-06-30
,,,,,,,118156,2010-06-30
,,,,,,,118174,2010-06-30
,,,,,,,118660,2010-06-30
,,,,,,,118736,2010-06-30
,,,,,,,119153,2010-06-30
,,,,,,,119274,2010-06-30
,,,,,,,119528,2010-06-30
,,,,,,,119779,2010-06-30
,,,,,,,120542,2010-06-30
,,,,,,,120609,2010-06-30
,,,,,,,120953,2010-06-30
,,,,,,,121576,2010-06-30
,,,,,,,121642,2010-06-30
,,,,,,,121651,2010-06-30
,,,,,,,121914,2010-06-30
,,,,,,,122153,2010-06-30
,,,,,,,122546,2010-06-30
,,,,,,,122658,2010-06-30
,,,,,,,122751,2010-06-30
,,,,,,,122854,2010-06-30
,,,,,,,123178,2010-06-30
,,,,,,,123440,2010-06-30
,,,,,,,123646,2010-06-30
,,,,,,,124344,2010-06-30
,,,,,,,124353,2010-06-30
,,,,,,,124773,2010-06-30
,,,,,,,124830,2010-06-30
,,,,,,,125154,2010-06-30
,,,,,,,125855,2010-06-30
,,,,,,,125958,2010-06-30
,,,,,,,126012,2010-06-30
,,,,,,,126049,2010-06-30
,,,,,,,126254,2010-06-30
,,,,,,,126553,2010-06-30
,,,,,,,126740,2010-06-30
,,,,,,,126834,2010-06-30
,,,,,,,127055,2010-06-30
,,,,,,,127224,2010-06-30
,,,,,,,127701,2010-06-30
,,,,,,,128258,2010-06-30
4625,4625,0,0,0,0,0,128511,2010-06-30
,,,,,,,128904,2010-06-30
,,,,,,,128959,2010-06-30
,,,,,,,129349,2010-06-30
,,,,,,,129358,2010-06-30
,,,,,,,129479,2010-06-30
,,,,,,,129732,2010-06-30
,,,,,,,129853,2010-06-30
,,,,,,,129910,2010-06-30
,,,,,,,130345,2010-06-30
,,,,,,,130541,2010-06-30
,,,,,,,130813,2010-06-30
,,,,,,,131034,2010-06-30
,,,,,,,131155,2010-06-30
,,,,,,,131173,2010-06-30
,,,,,,,131418,2010-06-30
,,,,,,,131436,2010-06-30
,,,,,,,131650,2010-06-30
,,,,,,,131717,2010-06-30
,,,,,,,131940,2010-06-30
,,,,,,,132107,2010-06-30
,,,,,,,132152,2010-06-30
,,,,,,,132219,2010-06-30
,,,,,,,132451,2010-06-30
,,,,,,,132554,2010-06-30
,,,,,,,132853,2010-06-30
,,,,,,,132938,2010-06-30
,,,,,,,133850,2010-06-30
,,,,,,,133971,2010-06-30
,,,,,,,134156,2010-06-30
,,,,,,,134437,2010-06-30
,,,,,,,134455,2010-06-30
,,,,,,,134848,2010-06-30
,,,,,,,135836,2010-06-30
,,,,,,,135854,2010-06-30
,,,,,,,136048,2010-06-30
,,,,,,,136338,2010-06-30
,,,,,,,136459,2010-06-30
,,,,,,,136655,2010-06-30
,,,,,,,137205,2010-06-30
,,,,,,,137447,2010-06-30
,,,,,,,137456,2010-06-30
,,,,,,,137559,2010-06-30
,,,,,,,137643,2010-06-30
,,,,,,,137652,2010-06-30
,,,,,,,137821,2010-06-30
,,,,,,,137915,2010-06-30
,,,,,,,138051,2010-06-30
,,,,,,,138257,2010-06-30
,,,,,,,138556,2010-06-30
,,,,,,,138725,2010-06-30
,,,,,,,138752,2010-06-30
,,,,,,,139133,2010-06-30
,,,,,,,139432,2010-06-30
,,,,,,,139478,2010-06-30
,,,,,,,139553,2010-06-30
,,,,,,,139656,2010-06-30
,,,,,,,139740,2010-06-30
,,,,,,,139834,2010-06-30
,,,,,,,139843,2010-06-30
,,,,,,,139955,2010-06-30
,,,,,,,140018,2010-06-30
,,,,,,,140157,2010-06-30
,,,,,,,140362,2010-06-30
,,,,,,,140634,2010-06-30
,,,,,,,141211,2010-06-30
,,,,,,,141341,2010-06-30
,,,,,,,141350,2010-06-30
,,,,,,,141453,2010-06-30
,,,,,,,141556,2010-06-30
,,,,,,,141734,2010-06-30
,,,,,,,141958,2010-06-30
,,,,,,,142049,2010-06-30
,,,,,,,142571,2010-06-30
,,,,,,,142656,2010-06-30
,,,,,,,142955,2010-06-30
,,,,,,,143158,2010-06-30
,,,,,,,143662,2010-06-30
,,,,,,,143859,2010-06-30
,,,,,,,143952,2010-06-30
,,,,,,,144034,2010-06-30
,,,,,,,144052,2010-06-30
,,,,,,,144155,2010-06-30
,,,,,,,144436,2010-06-30
,,,,,,,144856,2010-06-30
,,,,,,,144913,2010-06-30
,,,,,,,145059,2010-06-30
,,,,,,,145545,2010-06-30
,,,,,,,145554,2010-06-30
,,,,,,,145741,2010-06-30
,,,,,,,145750,2010-06-30
,,,,,,,145844,2010-06-30
,,,,,,,145956,2010-06-30
,,,,,,,146056,2010-06-30
,,,,,,,146533,2010-06-30
,,,,,,,146618,2010-06-30
,,,,,,,146654,2010-06-30
,,,,,,,146663,2010-06-30
,,,,,,,146850,2010-06-30
,,,,,,,147053,2010-06-30
,,,,,,,147174,2010-06-30
,,,,,,,147633,2010-06-30
,,,,,,,147651,2010-06-30
,,,,,,,147679,2010-06-30
,,,,,,,147857,2010-06-30
,,,,,,,147923,2010-06-30
,,,,,,,148144,2010-06-30
,,,,,,,148238,2010-06-30
,,,,,,,148340,2010-06-30
,,,,,,,148715,2010-06-30
,,,,,,,148809,2010-06-30
,,,,,,,148920,2010-06-30
,,,,,,,149150,2010-06-30
,,,,,,,149253,2010-06-30
,,,,,,,149271,2010-06-30
,,,,,,,150035,2010-06-30
,,,,,,,150044,2010-06-30
,,,,,,,150156,2010-06-30
,,,,,,,150334,2010-06-30
,,,,,,,150352,2010-06-30
,,,,,,,150727,2010-06-30
,,,,,,,150754,2010-06-30
,,,,,,,151331,2010-06-30
,,,,,,,151546,2010-06-30
,,,,,,,151555,2010-06-30
,,,,,,,151751,2010-06-30
,,,,,,,151818,2010-06-30
,,,,,,,151957,2010-06-30
,,,,,,,152057,2010-06-30
,,,,,,,152235,2010-06-30
,,,,,,,152253,2010-06-30
,,,,,,,152431,2010-06-30
,,,,,,,152440,2010-06-30
,,,,,,,152673,2010-06-30
,,,,,,,152851,2010-06-30
,,,,,,,153054,2010-06-30
,,,,,,,153353,2010-06-30
,,,,,,,154154,2010-06-30
,,,,,,,154257,2010-06-30
,,,,,,,154770,2010-06-30
,,,,,,,155245,2010-06-30
,,,,,,,155517,2010-06-30
,,,,,,,155759,2010-06-30
,,,,,,,155777,2010-06-30
