"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
702229																																	0	7864	207	0	1502		53		70	0			7268	340	2329	0	150	21181	0	0			0	1194	196	915	12058	964	54	93	73	10	0	13123	4268	1951	645	0	0								0	8			0	0	
702359																																	0	6045	1794	0	9249		28		2289	0			5437	0	4318	0	28	38641	236	0			0	9689	0	5974	10064	615	2089	2417	459	2466	1643	10219	4105	5298	2352	5421	1780								0	0			0	0	
702612																																	0	25008	50026	5474	186814	5161	13321	8160	6386	0	54235	0	54235	8189	16064	0	1525	501062	1178	0	0	0	0	129200	5275	37570	149436	19505	31298	15717	13248	47592	307	164849	77591	54833	50352	20432	997	0	0	0	0	0	0	0	0	723	0		0	0	
702751																																	0	4583	528	469	15191		0		39	0			8956	889	5892	0	0	49798	0	0			0	13199	52	0	12589	1392	1738	5658	3462	949	0	14015	7337	7874	6424	877	0								0	0			0	0	
702836																																	0	295	1492	54	18615		0		1121	0			5586	0	6770	0	334	47503	0	0			0	13053	183	322	30648	3042	6640	2190	823	358	0	9085	12694	8157	3653	861	0								0	0			0	0	
702854																																	0	56297	8552	6962	42041		269		4821	0			8055	418	3039	0	78	155513	50	0			0	23475	1556	2011	88603	3664	4461	14684	462	148	56	65658	16877	36827	7519	4349	0								0	0		0	0	0	
702911																																	0	5968	32165	1411	32113		227		4642	0			21518	5258	13720	0	680	194202	0	0			0	72308	3591	66635	19201	8123	25368	17331	16012	5237	173	21015	25890	24249	44764	5789	0								601	0			0	0	
702966																																	0	0	566	0	1228		22		2297	0			1566	0	2222	0	0	9514	0	0			0	1613	0	31	4838	164	13	641	715	80	0	3193	1468	1520	1246	474	0								0	0			0	0	
703039																																	0	95	4992	0	1156		4		11844	0			6069	0	1016	0	34	27356	0	0			0	2146	0	2109	22194	440	673	742	254	38	0	17894	3189	1792	1548	10	775								0	0			0	0	
703141																																	0	2083	0	0	91828	0	54	54	1687	0	2567	0	2567	886	23025	0	0	230443	37	0	0	0	0	102252	5731	20602	50562	1008	4478	8138	4591	32755	51207	31494	13582	28016	40844	11534	2646	0	0	0	0	0	0	0	0	367	0		0	0	
703310																																	0	36	0	29783	55676		27		0	0			6622	9790	2461	0	0	169952	0	0			0	65192	77	52848	14443	1238	5155	31590	13169	6236	7804	11622	2251	28477	26689	30944	4677								0	288		0	0	0	
703347																																	0	2519	7083	434	32185	0	418	418	8990	0	24937	0	24937	0	15945	0	0	118318	6	262	262	0	0	24264	315	821	47290	2325	6393	12613	957	1484	347	18785	23206	37425	7461	5664	77	0	0	0	0	0	0	0	972	0	0	0	0	0	
703552																																	0	1343	909	0	1059		35		936	0			2270	0	4663	0	0	14336	262	0			0	3026	357	673	8584	1667	80	482	699	71	27	5244	1592	3136	1336	260	0								0	0			0	0	
703767																																	0	44737	20340	4688	103551	100	475	375	16445	0	75123	300	75423	23608	4790	0	0	310935	779	107	107	0	299	7559	7607	878	85180	4982	207	1003	788	457	122	157536	18268	36150	74671	14421	3109	0	0	0	0	0	0	0	820	1564	0		0	0	
704326																																	0	0	562	11	2930		0		0	0			2326	0	11633	0	0	20496	42	0			0	3076	0	0	5879	41	107	326	1217	1385	0	2930	2447	2873	3461	4814	580								0	0			0	0	
704447																																	0	6290	419	2680	22372		0		94	0			4935	179	1135	0	1911	44047	4	1113			2020	2606	301	743	8076	332	299	530	444	419	582	8541	5397	9585	5023	9249	3577								0	16			0	0	
704559																																	0	84003	1111	6656	99002	0	869	869	631	0	32825	0	32825	8405	13899	0	4699	298364	416	0	0	0	544	40312	5269	25452	123396	8358	7043	10718	7770	5643	554	105164	44513	42950	31778	32147	29	0	0	0	0	0	0	0	950	149	0		0	0	
704737																																	0	51576	4533	28281	137169		3168		0	0			22644	54422	1688	0	0	343496	225	0			0	33270	4696	6855	39435	1274	870	9514	8790	12479	344	100069	6613	63893	57371	77011	5493								0	2274			0	0	
704755																																	0	650	2836	0	2556		10		142	0			511	0	958	0	0	20615	0	0			0	12875	77	12875	4066	1661	2405	5745	2274	789	0	2153	3321	1242	827	132	66								0	0			0	0	
704906																																	0	6821	0	1137	19359		71		0	0			5577	15894	516	0	0	210524	0	0			0	141544	19605	97646	8665	705	4391	17653	28130	63714	26908	34720	9035	6686	8130	8575	1460								0	0			0	0	
705444																																	0	1150	11404	498	6718		0		17342	0			2713	0	3781	0	0	54204	0	0			0	10063	124	498	26907	588	1991	4324	1539	1039	488	8086	17814	9974	2421	4196	792								411	0			0	0	
705453																																	0	0	672	0	58		0		1995	0			453	51	156	0	0	4238	0	518			0	335	0	0	2544	39	97	199	0	0	0	1170	1238	936	173	243	143								0	0			0	0	
705556																																	0	14435	1554	1650	25212		54		2005	0			25801	4774	6600	0	0	103194	61	1567			0	17283	2075	0	32249	923	2861	10400	2113	606	152	24069	13963	30651	9653	3981	2870								89	156			0	0	
705565																																	0	1152	2899	124	3075		76		2833	0			6491	0	5569	0	302	25381	476	0			0	3336	0	124	8191	279	42	101	802	997	1114	6091	4269	4996	5262	1517	322								0	0			0	0	
705958																																	0	5874	4793	954	20588		48		2014	0			13152	6071	6742	0	0	79414	0	0			7837	16494	2520	0	25497	2924	3305	6142	2415	1682	26	25910	12863	12130	7753	2582	1682								0	164			0	0	
706030																																	0	7924	939	0	615		5		484	0			1819	82	1846	0	0	17718	0	0			0	4002	0	0	12414	600	508	1816	1017	61	0	9656	1650	1836	486	57	0								0	2			0	0	
706058																																	0	5728	2551	1135	12735		13		686	0			4567	11730	2057	369	0	51390	0	0			0	8527	1213	1009	12642	1496	1935	4400	567	17	0	23182	2597	11039	3849	606	79								0	79		0	0	0	
706151																																	0	6793	0	0	16304		32		0	0			20843	0	4552	0	0	56652	0	0			0	7925	203	832	29053	2015	1299	1764	2821	26	0	20746	14382	7912	4561	1076	0								0	0			0	0	
706236																																	0	272	0	0	7636		0		0	0			12027	675	14906	0	0	63131	0	0			0	26953	662	0	9096	324	1205	6616	8148	9954	145	5851	1716	11402	11817	4692	420								0	0			0	0	
706254																																	0	7932	6548	988	14062		17		12950	516			11995	0	7613	0	93	91011	0	0			0	27050	1753	2390	20545	1017	1823	19087	4017	641	29	16256	24547	13182	6836	2218	542								0	10			0	0	
706450																																	0	1611	1865	0	3970		21		350	0			4035	1920	3677	0	0	36174	0	0			24	17057	1558	0	8456	9	359	1072	5402	10215	0	5887	2321	2879	4718	3262	46								0	110		0	0	0	
706656																																	0	1646	9664	41	2336		351		7717	60			4654	602	5844	0	129	43052	0	0			100	9563	445	6152	14309	2242	5118	484	1446	225	48	14447	10142	3775	3772	463	890								0	60		0	0	0	
707354																																	0	30153	19150	18681	176586	564	3722	3158	5880	0	36648	0	36648	7720	24767	0	3811	540109	9	0	0	0	0	200916	12084	176422	119051	25174	57595	70215	4280	8527	35125	111794	78142	85151	29374	21012	11141	0	0	0	0	0	0	0	0	0	0		0	0	
708052																																	0	4870	0	1672	15612		5		0	0			8876	0	3128	0	0	53217	0	340			0	17310	1404	17310	28524	5787	7117	2356	1573	0	0	11422	4198	10064	6089	3264	0								0	0		0	0	0	
708137																																	0	95050	9816	2309	44685		268		3568	0			20207	6962	9225	0	0	228132	158	0			0	32103	3740	3485	133281	6725	8875	13847	1852	380	0	91644	45720	43437	12049	1223	872								0	357			0	0	
708164																																	0	20529	0	0	12196		63		0	0			8016	207	7697	0	0	54100	413	0			374	4975	807	1358	25538	818	912	711	825	1672	36	29805	2547	9717	5826	1128	516								0	23			0	0	
708333																																	0	6759	9	0	3700		0		0	0			160	0	5180	0	0	27926	2	0			0	12120	0	0	5627	41	337	558	549	8188	2447	4528	766	2961	2911	3332	1310								0	0			0	0	
708379																																	0	1845	19988	167	9780		32		22100	0			7074	74	8010	0	0	104265	0	106			0	34398	691	21891	20930	103	269	5007	1523	14961	12049	3423	20847	16284	24569	3190	1045								0	0			0	0	
708454																																	0	19047	60	5699	66995		0		198	0			17534	382	3126	0	0	135829	488	0			0	21454	1681	64	53267	2136	2728	8382	5318	1635	1255	29147	19256	30018	24187	10886	1314								0	141			0	0	
708753																																	0	0	0	0	0		11		4747	0			4709	0	0	0	0	18791	0	0			24	6602	0	0	10633	1138	2766	2356	311	31	0	2186	4543	3755	975	424	145								0	2722			0	0	
709031																																	0	82621	168	2027	80053		639		0	0			11215	5074	4398	0	0	205212	443	0			58	17924	1459	4046	117432	5577	4199	5697	1367	812	0	102403	19565	44200	12415	7151	0								0	77			0	0	
709143																																	0	3068	37307	3289	38305	2966	3052	86	34513	1172	17812	0	17812	1836	6549	0	1121	157032	0	0	0	0	0	9941	0	5577	42481	309	1642	3385	886	3115	512	53468	14727	37976	23204	12141	5215	0	0	0	0	0	0	0	0	239	0		0	0	
709358																																	0	31057	3560	108	44841		307		1188	0			21603	17504	3905	0	992	143878	0	0			0	12879	5471	2963	58621	2924	2880	2033	363	304	3872	61612	18097	22040	15647	3715	1743								0	463			0	0	
709451																																	0	1345	5510	0	1853		17		2152	0			5115	548	5619	0	0	71563	0	0			0	47232	1884	42879	8154	1445	5188	17434	19368	2627	1166	4019	8435	5183	5341	1035	307								254	34			0	0	
709554																																	0	9920	795	112	12630		0		1612	0			25760	159	6982	0	0	63955	198	0			0	5578	605	0	27533	554	1239	1919	1651	89	126	23704	9015	12341	8707	4524	282								0	0			0	0	
709602																																	0	19903	0	442	31617	0	0	0	0	0	19646	0	19646	26259	78744	0	0	341631	101	0	0	0	0	157985	6575	99015	19764	7294	16282	42184	33668	14437	43700	57491	13840	28506	27177	23157	33554	0	0	0	0	0	0	0	0	561	0		0	0	
709639																																	0	12938	11283	0	27910		182		3162	0			8372	175	20212	0	985	123188	0	0			6	37896	73	7213	70151	4421	7630	17314	8453	16	0	38272	19993	16259	10703	15	0								0	0			0	0	
709648																																	0	14233	2573	322	28479		225		58	0			21346	651	18563	0	457	116024	0	0			0	28813	304	1058	34221	1547	5140	8823	10524	2624	36	17921	13571	27768	24058	3559	0								0	0			0	0	
709675																																	0	1739	0	1665	8688		4		0	0			8063	0	29937	0	0	91649	518	0			0	41981	0	31014	15010	15954	22772	800	388	1546	521	19111	5828	19778	5128	30	254								0	90			0	0	
709956																																	0	0	1082	0	149		80		0	0			5988	0	4984	0	11	21430	0	0			0	9136	0	4303	4018	1183	3727	741	1394	1520	488	1492	4001	2650	2831	1102	190								0	0			0	0	
710176																																	0	1498	17048	325	4087		59		7107	0			8318	0	4628	0	0	62827	0	0			0	19596	161	11412	18150	3347	5268	6173	527	2124	2095	10648	15772	9875	3736	2691	142								0	0			0	0	
710251																																	0	11014	0	918	8591		144		0	0			1264	6801	428	0	783	71276	351	0			7	37321	3559	22972	8610	685	1919	9824	10245	13608	959	14644	2470	2745	7523	6922	0								0	804			0	0	
710859																																	0	10033	29666	2018	13049		122		21207	0			18724	801	7377	0	0	111182	0	0			0	8014	171	779	78955	1128	2623	2106	1964	127	0	45819	29385	13306	11483	3007	53								0	0			0	0	
711472	206831	1073	0	5920	112619	13158	62966	0	10399	417597	1094	0	0	0	34377	230056	24225	28835	50804	6844	3	0	0	0	0	0	11645	0	2927		0	0	0	13331	0	11109	104456	0	1059	1059	0		112619	0	112619	0	57039	0	10399	395592	1073	0				73165	1843	53197		11175	34223	1995	837	7234	16949							0			0	0			11645	0					
711520																																	0	991	0	0	1637		0		0	0			970	1382	9924	0	43	43921	0	0			0	27991	976	82	4957	671	502	1882	3497	18341	3036	1906	1995	4410	3457	3912	155								0	7			0	0	
711548																																	0	13410	1402	2287	49148		0		102	0			16825	7867	3463	0	690	133015	4	0			0	36633	999	0	44641	693	2459	13139	8543	11564	235	37147	9635	22605	23981	3018	0								0	193		0	0	0	
711753																																	0	91	5064	0	2406		502		13599	0			2332	0	1078	0	75	27965	0	0			0	2447	324	0	13863	913	298	877	134	135	0	16247	4277	3549	1260	185	0								0	47			0	0	
711801																																	0	5390	0	5567	27370	0	13	13	0	0	3254	0	3254	6446	1404	0	0	173865	0	0	0	0	0	124060	0	103241	7211	793	5673	41049	24529	48204	3310	14198	1904	6611	14038	10864	2190	0	0	0	0	0	0	0	0	361	0		0	0	
711959																																	0	0	724	0	570		5		1515	0			758	0	475	0	0	5887	0	0			0	1772	68	0	1775	0	34	127	395	1097	119	281	1464	820	862	688	0								0	0			0	0	
712031																																	0	109080	1054	8283	110660	162	474	312	15	0	56270	0	56270	14047	8832	0	1197	349645	837	919	919	0	3169	34597	3950	32695	188974	32246	80	84	142	0	579	299726	2578	6014	532	0	0	0	0	0	0	0	0	0	1104	0	0		0	0	
712059																																	0	14971	61112	3135	86385	147	359	212	82468	0	46828	0	46828	7868	13941	0	1278	360154	0	1227	1227	0	0	33539	6419	0	250956	16946	3439	10206	2302	643	0	208235	22336	55469	23110	13228	1950	0	0	0	0	0	0	0	0	624	0		0	0	
712648																																	0	1489	500	0	13654		1223		0	85			2958	0	6422	0	0	47228	0	0			0	20921	61	0	7971	586	835	6995	8803	2487	1064	3597	4120	6872	9948	1174	542								0	0			0	0	
712750																																	0	1469	0	2373	13157		34		0	604			13333	183	2312	0	176	58697	0	0			0	24915	349	128	16749	853	2866	17424	3772	0	0	5217	7932	16781	3589	82	0								85	311			0	0	
712956																																	0	25580	6259	1017	34706		0		12195	0			12147	505	14428	0	0	127223	115	0			0	19935	546	5267	43245	805	4969	3375	9658	759	369	26355	28653	27240	20177	2179	2600								20	0			0	0	
713038																																	0	270	885	0	6588		2004		1279	0			2607	0	2513	0	0	19217	0	0			0	3071	0	377	9012	382	153	1595	705	236	0	11541	1558	1869	1064	66	0								0	0		0	0	0	
713047																																	0	4230	0	0	2964		7		0	0			4812	0	1511	0	300	20431	0	0			0	6005	602	0	7269	389	701	2433	942	1201	339	4928	1529	3776	2241	547	0								0	0			0	0	
713140																																	0	701	1697	1035	3055		31		9726	0			1945	0	1446	0	154	25127	0	0			0	5155	182	0	10619	58	854	2405	1478	266	0	1486	8757	5385	2731	1558	0								0	0			0	0	
713252																																	0	718	2099	0	1276		0		8188	0			1410	68	1962	0	0	17571	0	583			714	1267	0	0	6243	2	1	106	192	966	0	8511	2169	2877	1054	1197	296								0	0			0	0	
713926																																	0	41044	12376	3475	69769	0	124	124	2408	0	16203	0	16203	18871	16972	0	0	299724	0	0	0	0	0	105303	11516	91227	33731	5376	4757	46811	35032	11866	1461	70351	10075	51428	52376	8646	1545	0	0	0	0	0	0	0	1567	96	0		0	0	
714165																																	0	550	5472	0	2109		9		843	0			1137	0	1221	0	0	11746	0	0			0	405	0	0	2341	0	0	17	63	328	0	2133	1961	1626	857	4333	431								0	0			0	0	
714437																																	0	4120	488	0	7641		0		0	0			3378	2025	17641	0	574	63949	0	0			0	26932	263	0	18835	1610	3559	10396	9908	1390	69	3912	9561	10981	9163	3347	0								0	887			0	0	
714811	115317	181	0	0	36357	0	1087	0	0	152701	681	0	0	0	44030	64392	57341	18573	8358	142	0	0	0	0	0	0	425	15	0		0	0	0	6049	0	0	102953	0	181	181	0		36357	0	36357	3254	1087	0	0	152701	681	0				2989	72	2198		485	805	1332	180	187	0							0			0	0			425	15					
714839																																	0	83043	0	2698	21086		119		0	0			10918	4682	4256	0	2621	191438	0	0			0	56778	4647	32	119215	25806	11489	13833	4774	107	0	71923	23126	27997	9887	797	779								590	0			0	0	
714978																																	0	25723	1242	11707	39888		0		0	0			19322	11862	425	0	0	203424	62	0			0	91204	2113	42256	26464	6450	4934	19721	12082	17753	30264	43432	7696	25253	14066	17314	2498								0	0			0	0	
715032																																	0	3240	2428	672	21874		275		1141	0			5867	0	3710	0	104	43528	0	0			0	4041	176	648	15971	857	260	942	841	881	260	24809	4387	4779	4266	1226	0								0	0			0	0	
715144																																	0	5217	6934	1169	71083		0		6397	0			7849	15055	3796	0	326	139619	0	1021			6470	16999	3404	602	81402	4248	4864	5430	1614	328	515	61193	11097	21019	27950	418	60								0	369			0	0	
715340																																	0	32248	472	3875	34807		0		0	0			29172	9489	4418	0	0	133609	0	0			1391	16620	2355	10632	59886	8415	105	3883	2400	1808	9	61936	7777	18166	27512	1193	0								0	153			0	0	
715630																																	0	10510	3509	844	19178		216		528	0			5469	1196	6295	0	2620	71586	0	0			0	20665	556	170	24149	1208	2160	7603	9363	214	0	10540	13174	9869	14431	2665	0								0	0			0	0	
715751																																	0	0	0	0	4788		220		0	0			12303	9459	3315	0	0	31304	0	0			0	583	94	0	25571	149	151	267	0	16	0	23746	1525	2491	2701	247	0								0	542			0	0	
716413																																	0	86385	7638	0	197285	0	3763	3763	1007	0	277587	19683	297270	5756	489239	0	0	1416965	0	11094	11094	0	6825	279685	3254	0	289713	22627	18422	93176	88847	11470	35657	426202	99899	184565	246899	136716	118	0	0	0	0	0	0	0	34589	0	0	0	0	0	
716655																																	0	85748	965	900	116421	0	1500	1500	29	0	65164	0	65164	23667	13521	0	13937	444320	0	232	232	0	0	105538	13247	5296	134015	7420	10328	62889	18556	5821	456	161376	47782	79609	36609	9088	2925	0	0	0	0	0	0	0	2911	540	0		0	0	
716833																																	0	107715	0	39944	209552	0	18	18	0	0	50674	0	50674	88078	4998	0	99309	922596	0	0	0	0	0	299086	22636	82971	167545	28585	6537	28502	38204	87856	109273	227018	13979	129876	101720	129174	17702	0	0	0	0	0	0	0	0	586	0		0	0	
716851																																	1000	2898	135	49	37020		25		0	0			20713	2333	2507	0	788	74457	0	0			0	5072	1917	626	23457	348	529	1314	31	1921	929	44980	2855	14734	4168	2648	0								0	0			0	0	
716954																																	0	1651	15920	430	17790		39		7626	0			13484	240	6838	0	4566	89497	0	0			0	18726	1899	0	46072	2121	5911	8986	625	487	423	17718	24239	18668	6436	1864	1								226	62			0	0	
717232																																	0	3560	1215	0	2574		21		980	11			2177	0	2157	0	155	21256	0	0			103	8138	279	0	8189	219	668	3290	3961	0	0	5215	2510	3919	1168	277	29								0	0			0	0	
717513																																	0	13772	6830	2064	57728		118		468	0			14031	0	14706	0	5056	176420	1037	0			0	59772	1858	41506	40236	6551	5768	10596	16970	5331	13186	27968	17882	25802	14515	17115	6903								795	259			0	0	
717737																																	0	84454	3985	8834	218906	0	98	98	110	0	16341	0	16341	17587	6887	0	0	463103	821	1244	1244	0	0	102079	2319	11392	100217	12255	7105	24192	20714	37534	279	153353	27153	83821	72544	24972	0	0	0	0	0	0	0	0	1080	0	0		0	0	
717867																																	0	0	6745	0	12980		4		15200	389			5344	0	2064	0	1412	50627	0	0			0	6413	465	5985	26978	229	1822	1879	2179	304	0	25164	10161	4577	3345	967	0								0	0			0	0	
717924																																	0	85977	40470	7234	196512	0	1138	1138	48010	0	76870	0	76870	74225	18286	0	2786	715406	0	23401	23401	0	1547	126864	8837	41765	167576	25270	14802	42054	22147	11557	10548	260956	51492	118495	88806	65912	2551	0	0	0	0	0	0	0	0	4796	0		0	0	
718079																																	0	7894	3924	35	8637		476		908	0			4861	1608	8036	0	0	55682	0	0			1200	17268	2028	211	24201	1536	2745	8337	4348	302	0	9672	11616	11424	4840	525	306								0	7			0	0	
718145																																	0	102080	13934	0	90638	0	1302	1302	10116	0	18584	0	18584	2782	28314	0	0	329384	86	0	0	0	0	54300	6529	13522	179333	17065	9199	13013	12704	2280	0	150610	42640	40262	23970	15085	1848	0	0	0	0	0	0	0	757	134	0		0	0	
718275																																	0	0	0	1487	1747		38		58	321			7756	0	12107	0	0	23948	0	0			58	682	0	297	3850	297	0	0	0	385	0	7541	1901	9690	3804	98	0								73	0		0	0	0	
718538																																	0	13445	5480	0	59181		380		296	0			14859	880	18285	0	327	174768	0	0			0	59678	1957	15885	48311	7460	30534	16285	2877	1469	1053	23103	34929	36414	12652	6971	611								0	0			0	0	
718547																																	0	4939	5359	313	10645		38		356	0			10412	646	5792	0	679	84106	0	0			0	42786	2095	17843	15567	2771	10518	4355	3536	8723	12627	8130	11072	7857	7693	4541	1780								0	46			0	0	
718556																																	0	0	456	0	223		0		7351	0			11908	0	5237	0	0	26326	0	0			0	1089	0	508	10215	40	335	229	0	485	0	6827	3538	5338	8233	424	0								0	62			0	0	
718930																																	0	20462	106	45206	133818		1820		0	0			3258	6524	706	0	0	250108	0	1049			0	34502	2657	3157	46465	3859	2683	9606	16149	1309	201	50313	10028	73817	73782	5167	0								0	0			0	0	
719030																																	0	910	418	0	6280		0		168	0			1391	0	2702	0	0	28705	0	0			0	16634	202	8946	3647	450	330	3484	5698	6144	350	1113	1883	2130	3195	3520	199								0	0			0	0	
719441																																	0	15640	1376	2920	22159	812	907	95	455	0			22693	3290	5985	0	231	118978	0	60			357	40485	2777	32992	31059	4397	7620	26018	1839	566	0	20464	16237	30081	9046	2658	0								0	0			0	0	
719610																																	0	1306	417	0	28211		36		276	123			16952	326	6356	0	540	81922	71	0			0	27461	0	459	17443	3410	578	3526	7494	4388	7103	24867	2816	7235	9388	5337	1663								0	112			0	0	
719656																																	0	32397	22371	1979	40439		1105		10351	57			26684	5232	6608	0	325	205640	0	90			0	55779	1988	46872	50237	2777	12364	33098	2390	2098	2710	54919	34995	43255	11549	2730	1766								0	292			0	0	
719955																																	0	25206	331	1980	54925		619		0	0			58944	15940	3759	0	524	187239	0	307			0	14672	4655	4908	58458	3874	1253	2940	5011	1367	226	102080	11774	31679	19116	6168	1356								164	5213			0	0	
719964																																	0	1406	1462	0	809		47		13592	270			3086	0	2359	0	30	27449	0	0			0	4593	65	0	14801	68	963	2394	335	607	226	9744	4026	4698	3538	476	285								0	0			0	0	
720045																																	0	562	2357	0	3411		7		6141	0			3085	0	1869	0	134	24832	0	0			0	6951	315	0	12540	481	2588	3775	107	0	0	3244	6227	5888	1525	648	0								0	0			0	0	
720157																																	0	0	704	0	213		7		1519	0			1835	0	2173	0	88	9378	0	0			0	2810	0	0	2335	237	386	2028	64	95	0	930	1005	3394	1237	0	0								0	29			0	0	
720166																																	0	1799	4179	0	2131		11		14110	0			879	0	1098	0	0	26602	0	0			0	2318	77	0	10305	90	41	182	100	898	990	14640	2868	1515	770	670	3623								0	0			0	0	
720344																																	0	528	7656	158	6799		151		2517	0			1519	0	7305	0	0	59884	7	0			123	32403	855	21041	11089	5494	8117	2842	6262	6766	2922	6550	8302	3928	3502	4690	516								0	0			0	0	
720465																																	0	256556	0	8288	156967	0	469	469	0	0	202762	0	202762	18121	3600	0	0	665830	3183	0	0	0	0	19320	2013	18738	387620	17825	423	0	1072	0	0	446124	65611	22087	88545	25282	31	0	0	0	0	0	0	0	0	917	0		0	0	
720746																																	0	10241	12115	593	23235		0		6736	0			4999	2520	5352	0	716	97607	0	0			0	28882	1961	2351	20822	835	6239	14381	7396	30	0	18244	20268	20794	8436	881	96								257	0			0	0	
720858																																	0	0	4454	0	1001		136		27553	0			3966	0	2079	0	450	45299	0	1760			0	3601	0	0	28343	242	89	645	1641	255	725	24136	3876	5161	6014	1426	1048								207	92			0	0	
720951																																	0	3459	15427	230	47781		21		6168	0			22147	156	2141	0	1492	112518	0	0			490	12547	934	0	2923	423	2647	6772	586	1251	688	56312	15556	13583	3516	9076	1872								0	15			0	0	
721350																																	0	2434	37200	613	8440		374		65573	0			25018	51	5912	0	2752	155710	0	554			0	6205	452	121	55478	383	143	1894	2817	144	714	21193	56674	31314	31497	7930	412								0	132			0	0	
721659																																	0	2502	1176	0	14064		0		2770	0			11255	170	8285	0	0	49604	0	0			0	9188	194	6057	14324	622	2280	3467	1669	293	857	20189	6580	4641	6956	1895	102								0	0			0	0	
721752																																	0	0	2534	943	8583		37		3272	0			5398	0	1077	0	1144	26817	3	591			0	3067	174	0	11299	624	93	2318	32	0	0	10720	1536	6547	2890	1932	6								0	0			0	0	
721949																																	0	1184	22828	264	9602		128		5941	1019			14676	123	10690	0	1127	108554	0	0			0	40706	1273	32926	17918	5023	12936	453	656	6420	14538	9693	22581	10445	5487	5247	10640								0	12			0	0	
722227																																	0	3790	0	17	4656		59		0	0			857	318	2833	0	0	24713	0	0			0	11917	0	0	5196	1512	1251	4770	2690	1203	103	1835	940	3776	2632	287	597								266	0			0	0	
722432																																	0	8329	381	0	22039		89		275	0			11930	0	23032	0	0	154857	0	0			2816	85396	3386	35379	17106	2595	15219	22825	11747	33009	0	8460	20047	21287	10419	9183	0								0	0			0	0	
722544																																	0	127851	25832	12486	227478	0	152	152	18156	508	137468	0	137468	32675	32757	0	7194	766715	695	628	628	0	0	129421	13545	42060	392406	21366	33127	65116	4088	4774	428	348931	73677	161437	37602	9852	4379	0	0	0	0	0	0	0	1157	610	0		0	0	
722816																																	0	16512	0	1818	44481	0	786	786	0	0	58949	0	58949	16216	15321	0	0	331961	0	0	0	0	2249	160674	14071	13788	38988	404	834	1349	2480	89549	65603	68553	6783	26886	39570	23603	4218	0	0	0	0	0	0	0	2114	1019	0		0	0	
723112	19577141	244855	11709	0	6434242	90652	4853250	0	49525	36409325	0	3331118	1180207	194364	5458828	11283484	1162066	4253474	5207014	4084293	1902467	836	20000	0	45	563	501859	113323	149288	8505	0	0	21444	3397242	50190	356748	2945958	81611	244854	163243	11709		6434242	40960	6475202	3987482	4853250	0	49525	36359632	0	4511325				8390774	448747	3721564		181987	615095	1858005	998928	2236973	2469106							20836			0	608			501859	113323					
723158																																	0	3223	5170	1042	8847		46		11079	0			12893	1026	7316	0	0	54668	0	0			0	3654	336	195	19048	264	709	1639	940	87	0	18644	7326	14745	7792	1664	332								0	36		0	0	0	
723550																																	0	488	6400	0	3045		19		3451	0			2094	0	1893	0	244	23808	0	0			0	5843	201	218	4164	567	357	1257	1592	1195	669	8102	1745	3255	3353	1209	0								123	7		0	0	0	
723653																																	0	3855	5144	1400	16216		30		9501	0			13732	0	5334	0	0	62107	0	0			0	6895	0	390	35454	1039	2204	3011	618	21	0	21304	10942	14091	5835	2050	989								0	0			0	0	
723710																																	0	247	613	2130	54727	0	0	0	0	0	35438	0	35438	13528	47321	0	0	249483	0	0	0	0	5	89794	5377	59190	24413	9826	19416	12368	18938	17183	12006	37427	7757	37011	57411	19174	909	0	0	0	0	0	0	0	0	308	0		0	0	
723747																																	0	0	5305	0	9580		0		362	0			1582	0	1079	0	1679	26012	0	3266			0	3159	0	0	4682	237	179	1421	1135	187	0	3214	5729	6672	5176	1446	0								0	0		0	0	0	
723756																																	0	0	2074	0	1216		23		7758	0			4049	0	2442	0	0	19157	0	0			0	1595	0	1595	14989	433	941	153	40	28	0	7727	5888	1858	1687	390	0								0	0			0	0	
723822																																	0	7168	189	4971	41726		178		513	0			7033	4628	21269	0	0	108427	1533	0			0	21318	819	0	48655	1782	3131	11527	3782	1096	0	35488	8250	27810	13706	3388	0								0	148			0	0	
723868																																	0	1913	0	636	17035		32		0	1175			5318	0	3662	0	0	38532	0	0			8	9188	682	2131	13388	2446	508	1707	1369	2760	398	10169	4120	7846	4962	2247	0								0	66			0	0	
