"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
599643																																	0	823	8564	58	8779		10		5634	0			5777	776	3303	0	162	43117	0	0			0	8617	600	5039	28640	1604	4346	2029	297	14	0	7150	18450	4974	3612	71	0								14	0			0	0	
599755																																	0	0	10991	0	2170		19		6759	0			1005	0	1044	0	450	23396	0	0			0	808	143	22	8220	29	163	74	172	93	277	9603	3789	4519	961	2313	1358								0	7			0	0	
599764																																	0	231734	25779	11503	267710	331	975	644	6877	0	100017	0	100017	2640	45724	0	12366	832417	0	2434	2434	0	0	104591	12051	49081	151250	8561	8041	7602	9345	44893	25631	275392	79398	113344	147137	98732	10989	0	0	0	0	0	0	0	0	8016	0		0	0	
600129																																	0	893	400	8196	49598		66		0	0			12572	1515	15229	0	12859	135439	202	0			0	31947	1822	14363	4455	830	677	2731	1524	13829	12191	11684	12459	14006	14444	38199	11410								539	5			0	0	
600419																																	0	15267	9607	996	87323	0	433	433	5519	0	42201	0	42201	11803	5798	0	14732	275915	0	659	659	0	0	67559	11861	15131	39420	1791	3311	6461	5236	26842	23918	50965	17560	38478	40991	39986	19249	0	0	0	0	0	0	0	0	2157	0		0	0	
600651																																	0	3176	2274	2102	11992		0		23903	0			19378	1011	5083	0	2590	74695	0	0			0	2747	256	77	37795	210	419	685	955	272	206	37628	4775	17501	8776	2661	592								0	183			0	0	
601032																																	0	0	923	0	560		0		1284	8			428	0	1492	0	31	7655	0	0			0	2937	0	0	1878	133	304	1417	769	260	0	574	926	1592	962	426	221								0	0			0	0	
601041																																	0	475	1446	0	6440		119		1866	0			3438	627	6106	0	0	30282	0	0			0	8906	859	0	13662	745	2104	5368	317	6	258	4214	6599	7077	3245	84	0								0	0			0	0	
601050																																	300	585551	101147	125475	1522811	36618	160872	124254	97076	0	1892449	0	1892449	417345	1344206	0	60805	8623749	0	244701	244701	0	30744	1415759	90412	856040	3001954	105376	150757	359476	216333	512647	70679	4301116	789968	1003164	795541	299304	11883	0	0	0	300	0	0	0	541508	23332	0	5330	0	0	
601153																																	0	194	1884	0	6289		90		26372	0			6439	0	5599	0	0	50472	0	0			0	3517	0	3063	21221	277	361	1072	1768	26	0	12360	17815	8295	6217	2019	165								88	0			0	0	
601416																																	25	9937	44395	13041	235968	0	4084	4084	28655	0	98635	0	98635	109647	141002	0	4	966104	0	0	0	0	0	244005	33296	52568	74291	9084	20512	10419	12624	139428	48754	310559	21597	90499	147283	116220	20564	25	0	25	0	0	0	0	0	3410	0		0	0	
601434																																	0	0	1997	0	789		0		3431	0			3755	0	3527	0	0	21029	0	0			0	7147	383	593	7679	533	978	5000	418	0	0	4445	1723	4487	2811	357	0								0	0			0	0	
601443																																	0	14536	86	907	63222		81		226	0			9938	1088	8391	0	3411	142550	0	71			0	35070	5523	17546	50982	3120	21251	8058	1048	995	418	24828	26011	45227	6777	3060	0								0	0		0	0	0	
601564																																	0	5744	245	1058	13697		26		3057	0			13923	1677	1533	0	0	48891	97	0			0	5447	553	3124	20662	3953	3	183	210	999	0	38543	1382	2220	584	268	468								0	2028			0	0	
601658																																	0	100	781	0	1797		181		2964	247			1311	0	2302	0	0	11942	0	0			0	2506	0	2	4700	72	82	305	597	1441	0	2149	3378	2540	855	471	0								0	0			0	0	
601733																																	0	3666	335	1023	14913		0		1004	0			6150	1927	6365	0	0	46786	0	0			0	11162	241	0	14637	823	1977	2538	3194	2572	58	10756	5122	9702	8055	1538	325								0	0			0	0	
602048																																	0	46774	0	4288	98304	0	0	0	8	0	53129	0	53129	21978	22380	0	3044	282866	0	0	0	0	0	29905	2844	3577	88645	4534	1133	6596	7420	4746	5474	111635	9990	40519	58575	29686	1824	0	0	0	0	0	0	0	0	212	0		0	0	
602150																																	0	1722	303	717	4361		48		2316	0			6948	0	5192	0	0	26880	65	0			732	5338	0	4087	11424	2407	1737	640	254	300	0	9802	6480	2646	1935	731	0								0	0			0	0	
602356																																	0	27224	639	959	13493		22		0	0			3660	11416	2226	0	0	71191	95	0			0	10404	1172	2873	27155	3650	4382	1837	212	323	0	29704	10719	12864	1162	3813	2597								0	71			0	0	
602543																																	0	613	6270	0	6213		33		16491	0			8779	0	8969	0	420	65861	0	0			0	17127	623	0	20999	283	884	5393	4688	5652	227	16421	6095	10530	8646	7020	1								315	8			0	0	
602842																																	0	136	619	0	161		6		1190	0			424	0	165	0	0	3151	0	0			0	450	0	321	2718	209	133	108	0	0	0	738	1638	319	6	0	0								0	0			0	0	
602851																																	0	163694	1361	19992	220485	5231	14038	8807	0	0	144380	0	144380	21507	1875	0	0	644367	0	7638	7638	0	0	43096	6193	30291	316467	29381	7072	6466	124	0	0	320710	57325	161684	52834	393	0	0	0	0	0	0	0	0	0	108	0		0	0	
603232																																	0	0	345	0	690		13		5142	0			1240	0	5070	0	0	15514	0	150			0	2864	0	0	10806	862	1618	146	196	0	0	4452	3874	1615	1490	1164	0								0	0			0	0	
603540																																	0	433	5910	0	8712		6		1506	0			3398	504	3528	0	2018	44250	0	0			0	16583	1477	1108	17865	1108	3655	8566	753	2501	0	4547	8555	9459	4814	292	0								90	85			0	0	
603559																																	0	373	2544	0	805		0		2013	165			3165	0	1845	0	0	14241	0	3			0	3458	35	248	4174	99	224	488	1556	819	221	4032	2263	2742	1211	180	325								0	0			0	0	
603755																																	0	137	3471	0	1510		31		679	0			1069	0	1292	0	0	13563	3	0			0	4923	454	1374	2443	492	1772	703	448	1357	151	880	2622	1861	1839	1251	191								0	0			0	0	
603951																																	0	558	7386	1867	7223		38		9831	0			3208	87	2136	0	757	48882	0	0			0	15685	53	407	15566	1118	2226	5131	7019	191	0	10763	3201	8647	9849	736	0								0	53			0	0	
604024																																	0	4946	18642	7143	42625		52		3900	0			19008	11046	5550	0	824	152099	2	0			552	35441	2918	30509	14012	4620	17461	6404	2651	800	3505	35246	35359	18304	16465	9818	1468								0	6			0	0	
604033																																	0	0	746	0	175		0		378	0			888	0	951	0	16	6224	0	0			0	3052	18	0	449	174	716	1255	907	0	0	611	438	758	738	627	0								0	0			0	0	
604453																																	0	2351	71	0	1982	0	0	0	23	0	10426	0	10426	0	861	0	0	18003	0	0	0	0	0	2289	0	1047	8245	695	740	343	234	154	123	7858	4682	1646	1023	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604547																																	0	0	7431	0	3326		165		17887	0			3270	455	2627	0	340	44739	0	0			0	9027	211	7944	14538	0	1337	542	5964	1172	0	14906	3880	5336	9446	1703	0								0	0			0	0	
604556																																	0	15750	550	4349	27603		146		3009	199			19061	1954	3525	0	625	122630	0	0			456	41336	4722	7450	22969	904	8072	5283	3379	17971	5728	17578	16210	17171	17004	8107	3378								0	0			0	0	
604640																																	0	0	708	0	1643		0		3759	0			1922	16	1137	0	511	13851	0	0			0	3963	192	0	4793	59	293	1361	2250	0	0	2576	2691	1141	3396	84	0								0	0			0	0	
605058																																	0	5464	619	0	17833		14		203	0			4360	2713	1325	0	2273	51488	0	0			0	15371	1269	7862	8654	1171	2595	4404	2322	1933	2948	3912	7435	10607	7293	3570	2425								0	44			0	0	
605133																																	0	89405	0	3	112914	0	211	211	0	79	34195	0	34195	7634	2096	0	0	273298	780	0	0	0	0	22479	5099	2195	78050	2195	470	6314	5624	852	7024	114998	10009	51306	69071	2546	332	0	0	0	0	0	0	0	0	42	1126		0	0	
605610																																	0	2188	573	1564	17392		300		0	0			5947	3836	585	0	0	82832	51	0			0	47526	2894	4191	10695	830	988	1008	481	17453	26614	9378	4904	3570	3153	9617	4733								0	78			0	0	
605656																																	0	55068	15093	6533	64850	0	1503	1503	4476	0	14716	0	14716	2562	19075	0	4702	236188	0	0	0	0	0	35923	10833	19723	86174	6949	9018	13895	3431	1585	755	56401	56333	34602	35546	16644	438	0	0	0	0	0	0	0	854	0	0	0	0	0	
606046																																	0	715294	206817	166139	2156564	4671	15590	10919	66110	11	844954	0	844954	305977	289234	0	17701	7434110	0	274351	274351	0	4551	2001051	282114	295592	1223424	1064280	357365	411040	131370	33540	1182	2888521	969911	1115588	356547	91030	3208	0	0	0	0	0	0	0	82348	9866	225		0	0	
606073																																	0	410	0	1445	3791		0		0	0			0	2042	3305	0	0	73133	75	0			0	61927	288	0	343	1	32	4430	638	22980	33518	161	149	844	1864	4768	3428								0	0			0	0	
606653																																	0	1668	52555	634	56349		744		54660	0			37422	529	9640	0	395	228596	0	0			0	11411	1581	1372	59973	906	2508	3287	4471	179	60	30011	70619	60553	52193	3306	358								652	356		0	0	0	
607146																																	0	5613	5836	1633	13096		66		15078	0			13476	173	5455	0	13	66594	0	203			0	5599	353	0	35901	412	692	3477	998	0	0	23595	11288	18004	7930	100	0								0	0			0	0	
607333																																	0	25186	653	17735	58618		8		185	0			17790	11301	2154	0	735	165018	0	0			0	29880	734	4610	51598	6078	2445	8301	8035	926	4072	60410	4990	25465	37303	6508	0								0	39			0	0	
607511																																	0	29247	6217	2375	61743		485		3630	0			48953	8643	6139	0	1794	199856	0	77			0	28635	1726	8819	50832	4448	10243	10613	1311	300	1392	98677	26299	25060	12516	7546	451								0	192			0	0	
607931																																	0	11410	16880	3525	49952	0	50	50	765	0	7283	0	7283	5349	9956	0	3900	204357	93	0	0	0	0	93249	2094	55401	34980	11791	38078	11094	6605	6783	18380	37320	14796	23095	15675	18708	1565	0	0	0	0	0	0	0	0	37	0	0	0	0	
608358																																	0	0	5324	0	503		42		9696	0			916	0	1075	0	15	18488	0	0			0	746	0	306	7990	282	0	152	283	0	0	13089	591	952	2594	60	0								171	0			0	0	
608367																																	0	2601	497	291	3760		10		964	0			2659	0	4749	0	0	25767	0	0			0	9472	764	9181	5434	173	1043	5149	397	1345	1365	3378	3111	5534	3381	559	332								0	0			0	0	
608451																																	0	1093	789	109	5749		34		757	0			1517	0	2726	0	0	19344	0	0			0	6501	69	6109	3437	1873	4225	126	268	9	0	1538	6763	1737	2674	42	0								0	0			0	0	
608844																																	0	14869	1780	6874	32014		171		0	0			2159	21090	1078	0	4678	138779	0	0			0	51099	2642	6164	22795	8146	6269	13105	9456	7806	6317	33245	11142	13407	21675	8164	0								325	0			0	0	
609010																																	0	39963	3241	1275	49484		238		885	0			9743	5517	7120	0	0	180963	406	0			0	55010	8807	2217	55534	3405	4274	12486	19240	9872	5634	44494	9074	21655	36212	8863	5333								0	86			0	0	
609373																																	0	2654	0	1707	18713		7		0	0			2175	12451	5167	0	0	101047	0	0			0	57063	1099	3566	4888	313	981	1367	211	28315	25746	16674	2039	8463	10747	4519	1542								0	11			0	0	
609467																																	0	0	524	25028	40888		1550		0	0			559	0	0	0	0	70836	249	0			0	2229	90	2229	5639	1476	753	0	0	0	0	26518	5348	8882	18036	9563	509								17	200			0	0	
609609																																	0	0	0	0	169499		3372		0	0			12034	712	0	0	0	194876	0	0			0	864	8395	864	6966	864	0	0	0	0	0	85263	29367	23646	49523	3115	0								0	0			0	0	
609645																																	0	0	2278	0	460		0		3390	0			2178	0	755	0	0	10529	0	0			0	1466	2	1356	3062	17	58	275	6	525	585	4746	636	615	553	1198	1304								0	0			0	0	
609832																																	0	18	16742	0	2334		77		12547	0			6829	0	4400	0	258	54743	1	0			0	11461	78	0	18473	603	1617	4237	4831	135	0	8226	11106	11506	12005	421	0								0	0			0	0	
610052																																	0	2	2665	0	620		45		11084	0			6452	0	1456	0	0	25049	0	35			0	2690	0	287	14583	56	231	408	1824	148	0	13983	646	384	1122	5501	0								0	0			0	0	
610128																																	0	25176	2327	1985	60936	0	33	33	2582	0	19434	0	19434	6296	74306	0	634	238549	1154	0	0	0	0	42785	1328	3797	69542	6577	7661	22461	3904	1438	745	43717	27536	54491	48021	20080	0	0	0	0	0	0	0	0	1597	284	0		0	0	
610155																																	0	11218	2	2744	31646		28		129	0			16362	1407	4923	0	0	75687	67	0			2086	5928	1103	3706	21449	1397	828	2145	863	645	49	23983	10423	14649	8946	6656	4798								0	264			0	0	
610164																																	0	9286	27624	0	88848	0	627	627	33511	0	63059	0	63059	0	20500	0	1320	274359	1205	7151	7151	0	0	22401	692	6031	84500	3897	9610	3859	2184	2367	426	115527	32399	60615	30757	7980	2656	0	0	0	0	0	0	0	545	0	0		0	0	
610539																																	0	0	3338	0	7216	0	0	0	242	44	1585	0	1585	0	2099	0	396	20539	0	0	0	0	0	5581	82	130	8928	100	135	1047	1496	2740	62	4172	4521	2396	1588	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610557																																	0	3206	1062	64	16036	0	11	11	4255	0	26672	0	26672	2505	3072	0	585	65975	0	0	0	0	0	4496	3070	2262	19479	715	10	1304	645	989	833	13591	6261	16853	7132	14624	1593	0	0	0	0	0	0	0	804	137	0	0	0	0	
610623																																	0	76443	2282	7939	209340	105	627	522	1259	0	125953	0	125953	37410	71586	0	2290	785084	0	0	0	0	5862	225564	23599	139093	206759	35929	15025	44421	51110	51802	27108	173521	27636	91005	135669	67800	63682	0	0	0	0	0	0	0	0	792	0		0	0	
610847																																	0	780	503	290	4359		8		174	0			783	396	2345	0	601	36639	32	0			0	26088	160	0	4062	360	1458	6658	3474	13570	44	2275	1017	3016	1607	1967	0								149	35			0	0	
610913																																	0	1182	134	0	20543		113		139	0			4543	1265	30646	0	78	103188	224	0			0	44557	39	5968	25616	5363	9612	25662	3144	637	29	16959	7634	19241	13572	868	574								0	173		0	0	0	
611031																																	0	26739	80	945	26917		0		0	0			3914	1133	8127	0	80	98564	0	0			1955	29728	679	0	37244	3704	6537	18204	416	753	90	25575	14128	23451	3582	237	1775								0	222			0	0	
611246																																	0	211	2038	0	5696		8		1020	0			1589	118	1183	0	0	15373	0	0			0	3483	20	0	3799	162	49	814	321	1857	280	1521	2217	3114	3908	908	222								0	7			0	0	
611451																																	340	14000	19767	7757	40443		296		5656	0			18570	4558	32602	0	0	177670	32	382			342	30980	1754	23289	57856	4157	11769	10545	1597	1186	1665	51726	28124	25316	32453	8601	502								407	190			0	0	
612159																																	0	7214	2394	0	1048		5		6448	0			8195	0	751	0	0	30301	0	0			0	4246	0	2919	12730	737	2998	448	63	0	0	10594	9834	5213	414	0	0								0	0			0	0	
612346																																	0	158	10109	767	15281		62		20531	0			12920	1117	3553	0	574	78236	0	0			0	12014	1042	180	27296	594	862	5778	4297	390	0	28260	5571	13666	12233	4501	661								0	108			0	0	
612364																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216682	0	0	1216682	0	0	0	0	0	0	0	0	407254	0	0	0	0	0	0	115678	291576	499708	254487	55233	0	0	0	0	0	0	0	0	0	0	0		0	0	
612551																																	0	20148	1130	91	15820		3		339	0			5590	1976	3510	0	0	64056	0	17			0	12936	2453	1181	35535	1659	3102	7504	671	0	0	20957	9817	14826	4250	1271	0								0	43			0	0	
613008																																	0	148057	1050	82331	541714	0	1588	1588	0	0	214556	0	214556	214523	294468	0	0	2039005	0	0	0	0	7860	482557	50610	238262	253187	28919	1373	11871	18091	97192	324427	345242	129968	310148	438505	301831	27448	0	0	0	0	0	0	0	0	7551	0		0	0	
613156																																	0	26352	50	2198	64508		359		258	588			38905	3319	24939	0	911	187202	0	0			3396	21031	4100	9257	43693	1707	7321	6679	4110	371	674	54675	37453	46937	22574	3606	523								0	272			0	0	
613222																																	0	2729	1015	1003	16232		3127		371	0			7072	6317	5327	0	0	74133	0	0			0	24829	5487	15889	10920	1926	1547	7962	5355	6349	1630	16275	3434	14220	10334	4839	66								121	503			0	0	
613307																																	25000	666434	0	131789	1120763	22182	185023	162841	0	5669	1867907	4878	1872785	1006258	31951	0	0	8774871	64314	128618	128618	0	33478	3461080	203444	3378530	1175607	119118	421849	1437316	943342	497462	36898	2841465	460038	958375	596673	495204	8463	25000	0	25000	0	0	0	0	0	6040	0		0	0	
613334																																	0	248	2627	575	1914		0		2903	0			1137	0	255	0	392	12873	0	681			0	2127	14	332	5391	206	383	1317	33	32	14	3400	2902	2271	1142	860	125								0	0			0	0	
613343																																	0	9698	22572	13857	1750	0	0	0	18490	0	29102	0	29102	2142	11613	0	0	122670	0	61	61	0	0	11751	356	6909	75532	2089	1887	6033	191	452	934	41045	15340	25983	10698	5736	8699	0	0	0	0	0	0	0	870	408	0	0	0	0	
613400																																	0	44657	0	43652	243088	0	0	0	0	0	59735	0	59735	44267	3908	0	6781	907100	0	0	0	0	0	444120	16310	206970	40663	7496	23109	48846	73554	127362	163266	90833	63092	66108	61446	162379	18950	0	0	0	0	0	0	0	0	582	0		0	0	
613464																																	0	3731	0	37799	61685		0		0	0			429	0	7	0	0	103651	0	0			429	0	0	0	2885	0	0	0	0	0	0	46317	410	250	1606	45596	9393								0	0			0	0	
613558																																	0	40179	23537	24169	185559	0	0	0	4836	0	145047	0	145047	27939	17625	0	3159	613231	2	1233	1233	0	0	132289	5199	95872	169046	49409	32425	25898	14609	7529	2397	412700	13546	24414	21828	5448	950	0	0	0	0	0	0	0	609	1853	0		0	0	
613754																																	0	0	4982	58	1927		0		3906	0			1990	0	2943	0	0	20677	0	0			0	4871	0	0	7991	200	938	3476	196	60	0	2398	4535	6369	1391	863	250								0	0			0	0	
613839																																	0	28062	0	3901	61684		53		41	0			9287	4212	5035	0	94	139123	0	0			0	25465	1104	6235	57696	6656	1801	8368	830	6711	1099	64829	10082	29116	7266	1735	18								0	185			0	0	
613950																																	0	28647	407	4961	70580	4347	4347	0	0	0	20890	0	20890	0	76442	0	0	263283	248	0	0	0	0	47539	9718	12168	47570	5209	3683	6697	8516	21240	2054	40921	71371	36284	36463	28955	1729	0	0	0	0	0	0	0	0	0	0		0	0	
614256																																	0	100	961	69	1958		53		4198	0			6849	0	2298	0	1166	22880	0	0			0	4974	254	3801	7502	189	583	1387	1763	473	386	5895	4441	2934	3659	158	736								0	0			0	0	
614313																																	0	2827	26919	4066	66025	0	86	86	15451	794	60685	0	60685	18397	12725	0	1177	278559	0	0	0	0	0	62885	4262	7778	36433	2902	6637	7816	10830	25704	7985	67183	25155	44548	57684	16063	3083	0	0	0	0	0	0	0	2998	56	0	0	0	0	
614340																																	0	19791	1408	373	27911		38		2790	0			12580	16841	3126	0	1162	146305	0	0			0	59543	742	141	43377	668	3008	7533	18112	14082	15929	24979	14946	23137	19956	1686	32								0	0			0	0	
614368																																	0	16653	2033	277	39428		1204		5616	0			10618	60	10131	0	0	103523	748	0			0	18105	146	10203	57543	8877	4174	1542	3295	133	83	58176	15658	8025	3518	128	572								0	0			0	0	
614751																																	0	9391	5717	283	15649		300		8502	0			5964	321	3755	0	207	60209	120	0			839	8337	1607	1187	20347	769	818	4963	639	628	429	12349	14161	14526	7283	2490	857								0	296			0	0	
614948																																	0	3075	18126	1612	6930		1730		4416	0			2785	1285	2806	0	79	56833	0	51			0	12646	1292	425	18667	1813	2437	4497	1883	1800	216	12087	6208	17172	7768	952	0								0	0			0	0	
615217																																	0	5946	0	3150	90434	0	110	110	0	417	128145	0	128145	11170	6927	0	300	309243	142	0	0	0	0	56348	4343	45803	88381	7392	6897	31210	3042	1161	5421	131971	28140	71585	13829	7259	0	0	0	0	0	0	0	0	2512	0	0		0	0	
615253																																	0	33	15925	0	2989	38	38	0	11736	0	4842	0	4842	0	4165	0	404	41704	0	0	0	0	0	1420	94	40	11705	46	32	195	169	978	0	15818	4320	9657	6465	3548	288	0	0	0	0	0	0	0	0	58	0	0	0	0	
615459																																	0	9460	0	2832	77642		299		328	0			79725	18358	5211	0	0	216110	91	1751			0	17131	2776	15782	105807	15092	96	790	380	773	0	159867	6958	9997	16786	5372	0								0	688			0	0	
615851																																	0	3550	10830	0	12003		0		10846	0			6579	0	4701	0	0	57731	0	297			0	8750	175	0	24834	603	410	923	2302	3426	1086	15925	7832	4950	6754	10610	2820								0	0		0	0	0	
615954																																	80	26442	1440	4110	50054		75		1339	0			21181	3047	12272	0	0	149703	0	0			0	24237	5376	4698	34515	1143	4217	3032	3899	6153	5742	32127	17962	12792	15257	20419	24754								0	50			0	0	
616036																																	0	13639	516	2134	40573		0		2653	0			49803	1589	11054	0	0	152587	0	2			615	28267	1409	4455	93413	5718	6411	7855	7182	59	726	59869	21415	21823	17794	2699	42								288	660			0	0	
616148																																	0	4259	6896	414	10359		23		9159	0			23186	145	4889	0	3109	79954	0	0			0	17409	106	0	25723	240	632	3858	4020	8195	393	28442	3925	10808	12438	5966	665								0	0			0	0	
616410																																	0	50378	9250	13832	197199	0	0	0	5189	0	38246	0	38246	20038	51487	0	5729	568819	0	514	514	0	0	160065	11577	160065	92735	14413	38754	26851	8512	18002	52531	129680	78606	93725	58851	34203	13356	0	0	0	0	0	0	0	5315	0	0		0	0	
616540																																	0	0	4732	0	5692		17		8979	0			2698	0	3670	0	696	37165	0	0			0	10669	0	0	11658	116	117	892	982	8550	12	8978	2465	3018	3361	8063	592								0	12			0	0	
616755																																	0	11769	0	4253	25236	0	431	432	0	0	2629	0	2629	6586	808	0	6581	131662	749	0	0	0	22	69025	3949	51009	13465	1343	987	21094	19905	20338	5359	25723	1175	2335	16539	17616	0	0	0	0	0	0	0	0	0	1144	0		0	0	
616849																																	0	962	2829	0	1587		65		958	0			3608	0	1544	0	189	17754	0	0			0	6009	3	584	5147	28	465	1777	2064	1675	0	913	3741	2741	2738	1339	0								0	0			0	0	
617024																																	0	42326	360	10658	201154	0	1206	1207	32	0	83128	0	83128	111005	55800	0	300	754976	0	313	313	0	0	227384	10376	127192	177164	22503	42620	43239	80631	18880	19511	166552	79883	128980	126195	24667	1082	0	0	0	0	0	0	0	6482	4452	0		0	0	
617051																																	0	678	3862	0	11729		17		6940	0			9338	0	7754	0	127	46901	0	0			0	6204	252	0	18441	872	389	2703	2008	232	0	20436	3167	7189	7196	700	2011								0	0			0	0	
617145																																	0	0	17180	0	8630		270		3563	0			4491	890	4547	0	315	54677	0	0			0	14355	394	11099	6097	452	1197	6632	3725	1146	1123	5210	5833	12442	6466	5151	1621								0	42			0	0	
617275																																	0	14059	61	1618	11267		0		0	21			964	783	252	0	0	31779	129	0			0	2253	515	969	20205	1202	612	346	93	0	0	17882	1983	4274	4895	51	0								78	58			0	0	
617341																																	0	635	2057	940	1664		0		3247	0			1412	0	1241	0	0	14738	0	0			0	3317	225	0	5347	575	424	1694	566	58	0	1756	2934	2250	2861	1623	0								0	0			0	0	
617538																																	0	28	1307	60	564		15		918	0			443	1101	2317	0	398	11404	0	0			0	4207	46	0	1196	54	256	1303	2594	0	0	1515	1263	2148	2185	84	0								0	0			0	0	
617743																																	0	0	36863	722	4683		65		39611	643			8289	519	2408	0	73	102819	0	0			0	8986	0	0	29731	829	1013	5923	352	657	119	24317	25174	28095	10996	2837	719								600	0			0	0	
618544																																	0	835	16134	798	13090		0		4896	0			3282	708	2924	0	611	72609	0	0			0	27690	1641	1596	14680	1064	3985	15419	6068	986	0	6700	5932	20422	10107	1733	0								0	0			0	0	
618647																																	0	858	1046	48	1349		8		1141	0			2836	0	2151	0	51	13403	38	0			0	3914	34	0	2905	76	587	963	1631	657	0	634	1937	3566	2491	756	143								0	5			0	0	
618740																																	0	5027	3987	1213	21496		111		3626	0			13152	4929	2992	0	3292	108994	6	0			0	46244	2575	2752	29266	1800	4914	8499	4653	16509	9718	24134	9126	10869	12403	5830	189								293	63			0	0	
618807																																	0	122798	0	7878	337541	0	0	0	0	260	153094	0	153094	132297	28448	0	0	1440585	0	4410	4410	0	0	644650	8537	502061	149596	50124	65825	135543	231262	39721	120187	283374	59930	90256	78627	208075	74745	0	0	0	0	0	0	0	0	932	0		0	0	
619327																																	0	44222	5270	5651	57365		17		898	0			15010	3758	4673	0	0	182505	4	0			0	42324	3279	35737	68498	10319	5392	11180	13482	1951	0	67333	15293	27368	28118	2073	0								0	42			0	0	
619457																																	0	1862	1123	114	10065		45		1628	0			9116	31	2203	0	198	31688	0	0			0	4675	610	75	12518	230	51	1259	1664	308	1163	8187	4050	5408	3633	2515	2463								0	18			0	0	
619701																																	0	65884	880	19006	93891	0	0	0	0	0	28635	0	28635	29008	5841	0	0	481266	312	0	0	0	879	224589	13545	130291	143251	8111	15891	52605	60384	42600	44698	75888	43361	56685	49964	21374	6789	0	0	0	0	0	0	0	191	108	0		0	0	
619859																																	0	10574	11172	432	30849		422		1158	0			2708	900	7172	0	156	107558	475	0			0	39703	2735	15278	41411	3855	8677	22111	424	2602	2034	17827	21218	20524	5856	2491	414								0	52			0	0	
620015																																	0	90	772	310	3993		286		71	0			4219	211	4445	0	678	30339	0	0			0	14783	35	0	4421	159	201	3525	2927	5545	2299	1356	2837	3908	3034	3651	676								446	0			0	0	
620051																																	0	1035	350	0	4855		46		50	0			2950	128	1496	0	0	15787	0	0			208	4156	646	0	8153	197	1131	965	1049	541	274	4473	3680	1989	846	242	172								75	0		0	0	0	
620453																																	0	215652	13632	13486	143342	0	8174	8174	19258	0	132736	0	132736	0	49457	0	6118	776031	0	1302	1302	0	0	152235	17273	70279	176151	24305	59751	5971	7276	32604	22327	288131	87177	64233	66932	81686	34267	0	0	0	0	0	0	0	0	3366	0		0	0	
620752																																	0	6593	373	115	1035		0		7	19			8170	0	3337	0	0	24378	0	0			0	3103	1421	1156	9644	0	647	2427	29	0	0	3884	10407	3970	1976	538	500								224	0			0	0	
620930																																	0	8955	990	962	20997		23		2859	0			13155	5683	4329	0	0	95545	1	0			0	36311	1236	10029	28420	2613	3027	9958	14542	1104	4942	22515	8476	12716	12886	2236	14								46	0			0	0	
621151																																	0	1323	3734	0	310		10		5259	112			769	0	3085	0	364	15794	0	92			0	707	0	0	4713	85	17	10	365	108	120	3831	3208	2982	4248	749	69								134	7			0	0	
621245																																	0	0	4766	0	5686		0		5789	0			5366	0	2265	0	0	35439	0	0			0	11186	381	10939	17200	750	3441	6831	39	125	0	5424	7585	6739	2636	1559	310								0	0			0	0	
621357																																	0	398	7835	551	14782		0		10043	0			7198	0	5914	0	946	58254	8	0			0	10484	111	2914	17879	1033	3581	643	740	3355	1132	7352	21275	4933	4803	4391	5024								0	0			0	0	
621375																																	0	115463	333	6101	193773	0	193	193	0	1871	48947	0	48947	81727	15719	0	2954	604850	0	0	0	0	0	105430	34151	35161	180140	16564	20531	48638	10073	696	8066	247759	26537	141069	68731	9589	1555	0	0	0	0	0	0	0	59	0	0		0	0	
621432																																	0	113898	0	6429	30439		29		0	0			13429	36196	1008	0	383	233071	669	0			0	24722	7082	14095	122531	11625	3745	1694	1567	3319	2552	189099	4925	5357	4704	2052	0								0	125			0	0	
621441																																	0	1288	3023	3092	6432		74		694	0			6147	154	7107	0	122	43933	0	0			0	14909	891	32	16366	1342	4840	7201	1285	41	0	5719	10569	8288	418	3751	0								0	0			0	0	
621674																																	0	30810	0	7644	88363		215		0	0			42997	0	1439	0	0	172445	302	0			0	170	1022	170	59945	168	0	0	0	3	0	114146	859	14780	32804	9229	757								0	87			0	0	
