"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
791942																																						0	2331	0	7696	28399	0	1273	0	3878	200133	176537	1687	178489	0	1846	0	0	0	21644	1550	200133	0	0	7706	0	12022	0	15375	161162	8	1231	0	133920	132074	366	24482	0	0	265	21644	
792248																																						239	865	0	0	15696	0	140	145	856	47810	33542	350	43170	0	610	0	4330	0	4640	200	47810	0	0	2356	0	1800	0	4230	29312	4	1231	0	30479	29869	284	0	0	0	4948	4640	
792453																																						787	1769	0	794	2172	0	241	1708	1170	59900	42095	166	51761	0	711	0	9500	0	8139	200	59900	0	0	7183	0	750	0	7084	35011	8	1231	0	51552	50841	6	418	0	0	0	8139	
792640																																						3070	1719	0	174	0	0	412	0	778	43424	39551	169	39720	0	477	0	0	0	3704	500	43424	0	0	2204	0	1000	0	5446	34105	4	1231	0	37748	37271	0	0	0	0	0	3704	
792659																																						1012	3319	0	0	90869	0	4387	0	1169	148284	135148	599	135747	0	599	0	0	0	12537	705	148284	0	0	8580	0	1471	0	23233	111915	2	1231	0	48127	47528	1781	0	0	0	0	12537	
792743																																						35	1082	0	0	10498	0	805	163	1523	65571	55702	245	56510	0	2088	3416	563	0	9061	469	65571	0	0	-15452	0	23908	0	6260	49442	2	1231	0	44403	42315	136	5734	0	0	0	9061	
793571																																						22059	5186	0	32865	773	0	11117	0	9727	349993	277480	1920	317611	0	1248	0	38211	0	32382	200	349993	16	0	21409	0	12419	0	19063	258417	4	0630	-1644	269498	268250	-2	0	0	0	0	32382	
794149																																						25	5471	0	0	39987	0	3960	712	1383	166210	149108	963	150298	0	721	0	0	0	15912	702	166210	0	0	16363	0	702	0	24277	124831	2	12-31	0	108778	108057	-1855	6615	0	0	227	15912	
794251																																						3377	1101	46	1002	7332	0	1231	0	800	46276	39014	340	41769	0	370	518	2240	0	4507	500	46276	0	0	2287	0	1700	210	2270	36744	8	1231	0	26254	25884	20	4775	0	0	175	4507	
794336																																						869	5044	0	55898	115137	0	1875	2727	5593	304260	198235	925	270141	0	1751	0	0	0	34119	4000	304260	0	0	25776	0	4000	0	52922	145313	1	1231	0	118868	117117	343	0	0	0	70981	34119	
794345																																						0	1604	0	542	93661	0	2241	178	5648	171394	140065	1167	149534	0	1198	0	8302	0	21860	142	171394	0	0	18206	0	3000	0	8955	131110	1	1231	0	67543	66345	512	1175	0	0	0	21860	
794608																																						629	8164	139	45561	4244	0	10892	270	21468	523986	354598	315	443970	0	3417	0	65938	0	80016	34795	523986	0	0	0	0	47158	2443	31146	323452	2	1231	0	416195	412778	-1937	17398	0	0	23119	80016	
794653																																						348	1776	0	0	2917	0	2316	240	1055	28865	26012	321	26535	0	228	0	202	0	2330	12	28865	0	0	2099	0	286	0	2502	23510	4	1231	0	19091	18863	-67	1350	0	0	0	2330	
795249																																						27	1461	0	0	30403	31	795	0	1486	70579	54280	591	62147	0	303	0	5142	0	8432	610	70579	0	0	6176	0	1390	0	5381	48899	4	1231	0	32622	32319	256	4057	0	0	2134	8432	
795548																																						0	4528	0	0	53385	0	3015	0	7966	244840	190110	1232	217354	0	1810	7155	24500	0	27486	1000	244840	0	0	24672	0	1000	1356	23136	166975	5	1231	0	169245	167435	814	0	0	1512	0	27486	
795959																																						363	3588	0	0	0	0	2542	210	4478	105630	87822	543	94765	0	867	0	6400	0	10865	200	105630	21965	0	10465	0	200	0	26831	60991	1	1231	0	64298	63431	0	9053	0	0	0	10865	
795968	900626	299394	24431	228176	3106573	26647	114538	346	445579	11427163	434998	10656342	0	134416	20831	69003	0	770821	14908	11427163	31491	32840	157795	0	599437	24121	1	0	6338826	6204410	-1319	0	844283	770821	686896	147742	539154										10739339	8532227		9968518				69003					31491	32840					1826490	6705737		1231					0	0	56095	844283		
796125																																						206	9805	0	0	47023	0	3415	863	7462	641786	545727	4074	575677	0	5644	0	10000	0	66110	5938	641787	0	0	52968	0	6541	0	54430	491296	2	1231	0	570311	564667	663	8345	0	0	15876	66110	
796152																																						1715	5770	0	545	39345	0	3583	0	3513	117336	103786	1795	105581	0	452	0	0	0	11755	750	117336	0	0	5024	0	5250	0	39108	64678	9	1231	0	51590	51138	731	11727	0	0	0	11755	
796451																																						0	8116	0	0	167129	0	7662	57	2349	428621	356062	664	390501	0	2805	512	0	0	38120	518	428621	0	0	34973	0	1000	0	44282	311780	8	1231	0	218148	215343	1629	27453	0	0	33775	38120	
796657																																						4039	2852	0	0	28218	0	2215	0	773	68489	58941	209	61684	0	621	0	0	0	6805	800	68489	0	0	4535	0	800	445	12384	46557	5	1231	0	30464	29843	670	104	0	0	2534	6805	
796769																																						11825	2456	0	3294	8809	0	2972	0	2680	70604	62283	383	62666	0	285	1518	0	0	7938	339	70604	0	0	1840	0	5623	0	11098	51185	1	1231	0	37335	37050	136	0	0	0	0	7938	
797140																																						21	2593	173	0	28858	109	2816	0	5874	169494	136929	1391	152168	0	1746	2181	8600	0	17326	200	169494	0	0	5517	0	11293	0	18320	118609	4	1231	0	127209	125463	316	1406	0	1435	3813	17326	
797159																																						4439	459	0	6380	0	0	200	0	252	22316	20530	28	20558	0	107	0	0	0	1757	200	22315	0	0	1078	0	479	0	2737	17793	5	1231	0	10693	10586	0	0	0	0	0	1757	
797319																																						0	3585	0	0	20835	0	1036	174	1044	83255	72420	161	72581	0	375	0	0	0	10674	250	83255	5416	0	10202	0	500	0	7420	65000	1	1231	0	44648	44273	-278	6892	0	0	0	10674	
797467																																						1067	15532	3428	0	62492	0	6838	2893	31026	859558	665517	7336	767853	0	10429	11049	95000	0	91705	26833	859558	0	0	41722	0	24833	13806	165015	500502	2	1231	0	690086	679657	-1683	31770	0	0	0	91705	
797775																																						70568	6077	875	0	224128	0	35050	2742	21915	1266332	1065759	9038	1100797	0	13465	2360	26000	0	165535	200	1266332	0	0	161691	0	0	0	9335	1056424	1	0430	0	914070	900605	3644	0	2012	0	0	165535	
798512																																						91	1380	0	0	18360	0	451	149	1304	65615	52617	519	58639	0	364	0	5503	0	6976	1000	65615	0	0	3650	0	2000	0	8630	43987	1	1231	0	41575	41211	326	2669	0	0	0	6976	
798857																																						84	9770	7	0	20372	0	8614	1781	4073	255733	207179	823	232564	0	3144	0	19000	0	23169	150	255733	0	0	5340	0	17350	8710	49380	157799	2	1231	0	200335	197191	329	5131	0	0	5562	23169	
799359																																						3528	719	0	0	299	0	172	0	166	13635	11253	25	11378	0	113	983	100	0	2257	250	13635	0	0	35	0	1968	0	3167	8087	4	1231	0	7881	7768	4	0	0	0	0	2257	
799612																																						3383	35649	1282	16728	417449	0	23175	0	35211	1642361	1313980	25808	1522788	0	9990	814	183000	0	119573	2333	1642361	0	0	105668	0	19391	0	159679	1154301	1	1231	0	1118660	1108670	-7819	0	0	0	0	119573	
799751																																						4286	3121	1722	0	43043	0	3497	1698	2284	165370	138093	1049	142643	0	1804	3818	3500	0	22727	895	165370	0	0	7431	0	13701	0	16448	121645	3	1231	0	99405	97601	700	4300	0	0	1	22727	
799854																																						511	2661	0	0	44053	0	318	0	799	72755	63895	150	64045	0	334	0	0	0	8710	250	72755	0	0	7191	0	500	0	12438	51457	1	1231	0	21747	21413	769	3000	0	0	0	8710	
799939																																						2808	2225	0	660	82	0	63	0	327	17269	15077	169	15346	0	163	0	0	0	1923	600	17269	0	0	941	0	440	0	5327	9750	8	1231	0	9876	9713	-58	1391	0	0	100	1923	
799948																																						13110	7392	0	0	45614	0	3762	80	4073	169241	152418	408	152826	0	1089	0	0	0	16415	1000	169241	0	0	15007	0	1000	0	15789	136629	1	1231	0	84554	83465	-592	11745	0	0	0	16415	
800134																																						73	2444	214	0	42228	0	3320	755	6558	170625	141056	1840	151032	0	902	2141	7000	0	19593	1170	170625	0	0	9689	0	8278	492	11393	129663	1	1231	0	113302	112400	456	0	0	1136	0	19593	
800442																																						2587	7333	0	0	37102	0	2646	1098	3389	105102	92381	2447	94828	0	594	0	0	0	10274	450	105102	0	0	3354	0	6900	0	14318	78063	4	1231	0	46941	46347	-430	4600	0	0	0	10274	
800479																																						2544	411	0	808	9	0	162	0	214	25805	20910	18	20928	0	52	0	0	0	4877	0	25805	0	0	4879	0	0	0	0	20910	1	1231	0	21709	21657	-2	0	0	0	0	4877	
800657																																						12986	70585	3324	80815	359231	648	35231	7607	45248	2526677	1941651	18445	2252500	0	31622	60651	102108	0	274177	4608	2526677	0	0	90213	0	176600	5305	331178	1610474	2	1231	0	1746690	1715068	2756	129978	0	46437	143859	274177	
800853																																						23651	3508	0	0	39030	0	1935	44	4733	160036	145587	1366	147247	0	1270	0	294	0	12789	318	160036	0	0	7816	0	4860	0	31010	114577	1	1231	0	88405	87135	-205	0	0	0	0	12789	
801047																																						771	4196	1312	0	57980	0	3219	4377	11254	316089	242352	2165	276648	0	4597	0	29531	0	39441	200	316089	0	0	30364	0	8130	103	17477	224875	8	0331	0	237474	232877	747	0	0	2600	0	39441	
801056																																						1091	1696	0	8341	12011	0	1601	60	1799	80593	65149	307	74247	0	509	0	8791	0	6346	550	80593	0	0	4426	0	950	0	11656	53493	9	12/31	0	54503	53994	420	0	0	0	0	6346	
801654																																						42614	2135	0	0	31486	0	1065	0	2703	99848	78853	515	79368	0	147	0	0	0	20480	800	99848	0	0	13901	0	5300	0	19399	59454	2	1231	0	15907	15760	479	4085	0	0	0	20480	
802110																																						291866	86008	33549	296157	1534559	0	114288	1024	387145	9387491	6477614	78383	8201593	0	83639	511315	938652	0	1185898	5950	9387491	0	0	522669	0	703824	17806	728439	5749175	2	1231	0	6197413	6113774	-46545	0	0	61000	645944	1185898	
802174																																						1436	913	0	0	7769	0	1358	381	1555	50779	41154	595	45749	0	312	987	4000	0	5030	4639	50779	0	0	487	0	0	0	3737	37417	2	1231	0	35342	35030	-96	1350	0	0	0	5030	
802352																																						118	9536	1112	0	51017	567	6350	0	4370	269183	240759	1753	246208	0	2568	0	3356	0	22975	1030	269183	0	0	16878	0	4370	668	33870	206889	8	1231	0	196013	193445	697	2000	0	0	340	22975	
802866	3266461	244205	0	0	1501063	0	27243	1200	284528	10277180	129905	9459327	0	109956	0	436522	288220	817853	436848	10277180	44979	45400	382041	0	0	215	2	0	4968760	4858804	-1036	48482	53500	817853	1761426	0	1761426										10277180	6744354		9459327				436522					44979	45400					5252286	1492068		1231					0	48482	0	53500		
803144																																						6150	1102	0	4177	6709	0	1264	140	813	62787	53817	308	56194	0	443	0	2069	0	6593	250	62787	0	0	5999	0	250	0	4996	48821	4	1231	0	39800	39357	94	3075	0	0	0	6593	
803256																																						693	4116	0	74	6978	0	696	0	794	48439	42946	774	43720	0	459	289	0	0	4719	40	48439	0	0	1108	0	3460	0	8425	34521	4	0831	0	34258	33799	111	1000	0	0	0	4719	
803265																																						537	980	0	10693	22675	0	475	0	1176	53125	47477	333	48654	0	349	0	844	0	4471	200	53125	0	0	1814	0	2400	0	7978	39499	2	1231	0	14638	14289	57	2300	0	0	0	4471	
803461																																						25011	17	0	1057	7102	0	2493	0	1462	112415	86972	820	87792	0	3547	0	0	0	24623	1619	112415	0	0	21911	0	1100	0	3038	83934	2	1231	0	78820	75273	-7	0	0	0	0	24623	
803649																																						64	5808	0	5051	13802	552	2610	20	2773	214570	187606	1487	194093	0	1540	0	5000	0	20477	1300	214570	0	0	17244	0	1700	64	20086	167520	2	1231	0	168466	166926	233	16900	0	0	0	20477	
803658																																						5	2323	0	0	16559	0	147	56	2198	47239	39988	585	40573	0	423	0	0	0	6666	90	47239	0	0	2951	0	3500	0	5492	34496	4	1231	0	26374	25951	125	0	0	0	0	6666	
803957																																						1389	466	0	1020	7038	0	234	0	956	44437	38606	415	39021	0	545	0	0	0	5416	300	44437	0	0	3932	0	1000	0	4994	33612	5	1231	0	33429	32884	184	450	0	0	0	5416	
804150																																						697	1166	0	3147	8151	0	158	0	435	37406	31623	288	31911	0	427	0	0	0	5495	50	37406	0	0	2939	0	2450	0	3745	27878	4	1231	0	18879	18452	56	5200	0	0	0	5495	
804338																																						100	21668	0	0	211646	0	2211	7815	10583	1390051	1175115	14114	1268129	0	8671	0	0	0	121922	1750	1390051	0	0	79407	0	46905	0	48201	1126914	4	1231	0	1144699	1136028	-6140	0	0	76000	2900	121922	
804422																																						45	1812	0	11184	0	0	477	0	788	50531	42487	252	42739	0	429	0	0	0	7792	1050	50531	0	0	6512	0	230	0	5951	36536	1	1231	0	34854	34425	0	1800	0	0	0	7792	
804758																																						1000	7020	68	35	0	0	1842	174	2139	104357	68840	216	94093	0	1307	315	25037	0	10264	50	104357	0	0	62	0	10152	352	5346	63494	4	1231	0	87201	85894	0	5518	0	0	0	10264	
804815																																						0	4941	0	20565	3980	0	389	0	621	55244	44932	183	45115	0	307	0	0	0	10129	3000	55244	0	0	4474	0	3000	0	3682	41250	7	1231	0	25055	24748	-345	0	0	0	0	10129	
804860																																						0	1515	0	0	31989	0	2590	0	459	67995	58816	676	59492	0	144	0	0	0	8503	3675	67995	0	0	2560	0	1865	0	6621	52195	1	1231	0	29886	29742	403	1700	0	0	0	8503	
804963	2209765	2354906	181052	0	7060566	0	478703	70289	2976723	66214874	592154	57320237	3911	901235	4198003	14146829	179650	8890726	5	66214874	456101	383821	1161652	0	8079801	87826	1	0	46892175	45990940	-350732	150000	1942589	8894637	5912328	0	5912328										66214874	32233878		57320237				14146829					456101	383821					9361227	22872651		1231					0	150000	1928988	1942589		
805045																																						363	978	0	0	9655	0	190	756	1796	94122	70989	432	85421	0	773	0	14000	0	8701	170	94122	0	0	3226	0	4930	306	8033	62956	4	1231	0	80230	79457	375	621	0	0	0	8701	
805250																																						6068	5846	661	0	92814	3312	4292	3780	7767	313666	263776	672	280112	0	4043	4126	12550	1000	33554	2000	313666	0	0	22337	0	8180	0	38753	225023	2	1231	0	189043	185000	1037	0	0	0	2114	33554	
805335																																						151	5865	0	548	11130	0	1357	466	1868	98746	90154	570	90724	0	1114	0	0	0	8022	145	98746	0	0	2012	0	5855	0	5610	84544	2	1231	0	72275	71161	10	6200	0	0	0	8022	
805447																																						2383	1009	0	1101	13834	0	175	401	837	65292	53338	251	57089	0	503	0	3500	0	8203	200	65292	0	0	7144	0	1300	0	7115	46223	1	1231	0	45255	44752	-441	800	0	0	0	8203	
805670																																						101	2291	0	0	0	0	33	3269	3252	79773	71279	583	71862	0	1508	0	0	0	7911	100	79773	0	0	7211	0	600	0	10632	60647	1	1231	0	68335	66827	0	4000	0	0	0	7911	
805755																																						575	4363	48	23278	19028	0	1740	1131	3139	261613	225093	1122	231449	0	2311	94	0	0	30164	400	261613	0	0	29136	0	200	1571	21220	203873	4	1231	0	197657	195346	428	11300	0	0	5234	30164	
805858																																						17729	3620	0	0	1665	21	521	0	720	90791	83006	118	83124	0	786	0	0	0	7667	300	90791	0	0	1159	0	6200	0	13126	69880	1	1231	0	63871	63085	8	3430	0	0	0	7667	
805876																																						7405	1561	0	0	29977	0	1890	183	2195	136464	101326	552	120321	0	668	0	18443	0	16143	0	136464	0	0	15512	0	0	0	11921	89405	1	1231	0	93921	93253	631	0	0	0	0	16143	
806154																																						250	11879	0	0	32163	0	10409	8324	7931	244121	225240	1369	226609	0	2385	0	0	0	17512	2000	244121	0	0	7989	0	7857	0	57142	168098	2	1231	0	175550	173165	-334	0	0	0	0	17512	
806220																																						100	11043	0	2328	1592	0	3896	1528	3818	70137	64981	617	65598	0	1897	0	0	0	4539	90	70137	0	0	1896	0	2994	0	5322	59659	1	1231	0	47729	45832	-441	0	0	0	0	4539	
806846																																						15936	5953	1942	0	70971	0	7243	4656	11804	656015	559696	2836	603125	0	6602	0	27500	0	52889	400	656014	0	0	33741	0	18487	204	55243	504453	1	1231	0	543509	536907	261	399	0	0	13093	52889	
806958																																						29	2897	0	0	2837	0	3994	2527	3465	240634	196983	954	217502	0	2515	229	16765	0	23132	250	240634	0	0	4845	0	18250	3498	23243	173740	4	1231	0	223673	221158	-213	0	0	2800	0	23132	
807348																																						7	1193	20	0	14360	0	2352	406	2141	63529	54504	725	57215	0	463	0	1500	0	6313	750	63528	0	0	4255	0	1070	0	6015	48488	4	1231	0	43236	42773	238	277	0	486	0	6313	
807432																																						2976	9329	0	0	22889	0	4342	468	1450	105781	93362	796	97158	0	696	399	3000	0	8623	300	105781	0	0	4855	0	4575	0	5817	87545	1	1231	0	64624	63928	-1107	0	0	0	0	8623	
807656																																						172	7355	0	2279	30591	0	3452	115	2953	166219	125930	1097	149747	0	595	0	12911	0	16472	1650	166219	0	0	11940	0	2249	158	33359	92571	4	1231	0	118548	117953	633	1191	0	0	9809	16472	
807665																																						50661	154663	1202	0	3871	0	13749	76007	51391	1855830	1589379	17226	1786105	0	54518	0	179500	0	69725	1632	1855830	0	0	-182126	0	250057	1007	40449	1548930	1	1231	0	1557797	1503279	162	0	0	0	0	69725	
807946																																						299	1697	64	0	1474	0	343	0	140	9599	7942	40	7982	0	76	136	0	0	1617	100	9599	0	0	117	0	1400	0	1391	6552	8	1231	0	5522	5446	0	0	0	0	0	1617	
807955																																						10245	29717	0	328	172834	0	20400	1257	8865	847339	765076	2090	768166	0	9363	2339	1000	0	79173	3057	847339	0	0	61538	0	9430	1684	368394	396682	2	1231	0	609033	599670	5148	0	0	0	0	79173	
808167																																						17	19578	1356	15	97514	0	11191	5943	56832	902314	788754	9223	797977	0	15887	15187	0	0	104337	32413	902314	0	0	44836	0	28113	0	151603	637151	2	1231	0	660653	644766	-1025	49915	0	0	0	104337	
808176																																						68118	44730	3962	53215	683490	0	72299	1685	124650	4036139	3098890	62190	3641986	0	27866	93410	353827	25000	394153	0	4036139	0	0	166570	0	217456	1413	453806	2645084	2	1231	0	2917033	2889167	10127	0	0	0	102079	394153	
808260																																						112022	37539	0	70952	256876	0	22368	4990	78626	1731610	1477491	22592	1560773	0	20500	0	690	0	170837	1	1731610	0	0	120903	0	43581	0	376954	1100536	2	1231	0	1168737	1148237	6352	0	0	0	60000	170837	
808345																																						12331	2163	0	0	10054	0	5352	1028	5759	275544	237446	770	253532	0	3688	1193	15316	0	22012	3370	275544	0	0	8766	0	9974	477	23643	213803	4	1231	0	229632	225944	-98	11243	0	0	0	22012	
808354																																						3851	2100	0	526	4661	0	125	0	974	66287	51701	225	52120	0	1100	0	0	0	14167	125	66287	0	0	8208	0	5875	0	7221	44480	4	1231	0	55150	54050	-41	0	0	0	194	14167	
808448																																						342	1752	45	0	26788	0	894	27	2092	66434	52040	514	52632	0	282	0	78	0	13802	240	66434	0	0	11325	0	2200	0	5720	46320	8	1231	0	32262	31980	37	2514	0	0	0	13802	
