"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
7157	1115	0	526	5742	0	8407	0	0	0	0	0	0	28244	11	1855	7141		12959	7029	3009	10799	6481	0	0	2636	8164	2159	0	2017	4464	660	0	7881	26378	0	0	764	
7456	6570	1	4737	9767	0	17645	0	0	0	0	0	0	26840	0	1077	4500		15770	0	2416	11673	3466	0	0	4067	7606	4086	10	1647	1819	917	117	12904	25763	3	0	119	
7634	3960	0	2128	6991	0	11730	0	0	13870	100	13970	0	60903	0	252	31884		23976	1083	4296	20711	27903	10550	100	5254	15457	2691	574	6783	21120	3439	542	9602	59858	0	793	2448	
8033	6742	0	1416	18762	0	30087	0	0	0	0	0	0	54115	0	7756	22670		24585	118	2689	22161	20342	0	0	8021	14190	1817	557	6293	14049	2078	250	28671	46359	0	0	467	
8462	40	2	1481	29150	0	50449	0	0	0	0	0	0	62425	0	8837	34783		13881	13721	3887	12760	34162	0	0	5952	7297	632	0	18818	15344	621	0	48716	53588	250	0	1089	
8631	8661	0	728	9598	0	15599	0	0	464	0	464	0	32263	0	1118	7880		13227	2495	3394	10631	4407	263	0	3134	7497	2004	592	1319	3088	1827	1646	14871	31145	0	0	982	
9357	76237	82	0	14281	0	18415	0	0	0	71169	71169	0	264933	9893	0	73327		1411	113958	1492	721	72800	0	71169	1032	332	47	0	72778	340	209	0	18333	255040	0	0	453	
9553	0	0	4133	9412	0	24367	0	0	0	0	0	0	43989	0	3454	14368		24219	5402	7848	21819	13690	0	0	9079	12740	2346	54	6024	7666	678	0	20234	40535	0	0	2677	
9807	397990	0	55486	53093	0	81953	0	0	424792	0	424792	0	2043803	0	275669	221449		547514	876851	82393	515915	215881	424792	0	122014	393901	31020	579	141513	74368	4553	1015	26467	1768134	0	0	2939	
9955	7229	35	1836	12061	0	29343	0	0	0	0	0	0	46740	45	13473	10305		15965	13241	2166	12546	9789	0	0	3316	9230	2838	581	5074	4715	316	200	27472	33222	0	0	204	
10157	5131	0	1047	12025	0	19093	0	0	2600	0	2600	0	30268	0	6398	3870		15053	6214	1754	12782	3770	2600	0	2938	9844	1746	525	740	3030	100	0	18046	21270	0	2600	0	
10250	55032	6	1000	14891	0	27119	0	0	20327	0	53865	0	370998	0	26959	116355		134439	65172	50227	66184	60257	15776	22286	21090	45095	55183	13071	17066	43192	37625	18472	26113	338695	0	5344	20441	
10849	45066	41	3009	12178	0	19928	0	0	0	0	0	0	254591	0	55380	105739		78513	25273	9721	74772	102698	0	0	38699	36073	3566	175	52035	50663	2857	184	16860	199211	18	0	3359	
10858	40635	30	2125	6480	0	15669	0	0	6925	0	6925	0	338893	194	35609	82992		109175	106092	9427	82946	64475	6925	0	40544	42402	23313	2916	31057	33418	18193	324	13499	302389	15	701	1326	
11145	13455	0	17479	14975	0	52930	0	0	0	0	0	0	85480	0	10341	22804		32161	17060	8281	16148	11112	0	0	5466	10682	12531	3482	6533	4579	9730	1962	35219	75139	232	0	3549	
11640	83333	22	5808	8271	0	18669	0	0	0	0	0	0	208037	0	37278	60240		43004	21460	11989	28298	48367	0	0	613	27914	9167	5311	218	48149	8903	2970	12821	170759	18	0	4843	
11837	4099	0	23708	5067	0	35346	0	0	99	0	99	0	46970	0	1358	14706		22845	5319	3739	13982	10379	99	0	4012	9970	4849	4014	2627	7752	1733	2594	11638	45513	0	99	1053	
12030	15091	3	15538	28713	0	60442	0	0	0	0	0	0	243808	0	8477	84341		122245	22131	24172	95393	65967	0	0	31614	63779	24909	1943	22006	43961	16774	1600	44901	223460	0	11871	0	
12142	13427	2	7836	32912	0	61022	0	0	0	0	0	0	68483	0	2784	27707		22721	4628	8038	10057	26144	0	0	11562	10524	635	0	11576	16019	112	0	52980	65699	204	0	1584	
12245	13805	0	2095	13512	0	21582	0	0	0	0	4350	0	73714	0	11863	19686		25575	14648	6516	20190	18578	0	4350	6173	14017	4626	759	6157	12421	1108	0	19487	61851	0	0	1941	
12311	3295333	16	399600	1265391	0	3038208	0	0	1768288	0	3848321	0	35854045	0	2374142	3921048		14547164	14090499	1593480	7763463	3091597	764425	961104	1956298	5807165	5080080	1703621	1154093	1937569	543021	286365	2622987	33479903	15605	0	204166	
12647	4865	0	402	9446	0	14594	0	0	0	14877	14877	0	54371	0	16899	22190		14235	13081	4897	10760	12513	0	6071	3285	7476	3381	93	5170	7343	8670	1007	14192	37472	0	0	1419	
12656	935	0	458	1573	0	3894	0	0	0	0	0	0	9283	0	690	2753		5073	522	509	4409	2543	0	0	937	3472	664	0	561	1982	210	0	3436	8593	0	0	0	
12937	9327	0	0	20626	0	34184	0	0	0	0	0	0	128409	0	0	91090		20285	7707	6268	19712	88080	0	0	10471	9241	573	0	62894	25186	3010	0	34184	128409	0	0	4109	
12946	26939	38	17704	26251	0	70470	0	0	350	200	550	0	464925	0	55980	164956		131446	141584	31228	108243	149859	350	200	39507	72852	16637	2450	51725	99024	13430	777	52728	408945	0	0	10154	
12955	5550	0	1185	19058	0	26996	0	0	0	0	0	0	76673	0	13082	29969		22775	18378	5610	19127	28473	0	0	2737	16390	3077	571	6629	21844	1055	441	25811	63591	0	0	1328	
13037	21626	0	1614	27344	0	37141	0	0	0	0	0	0	101603	0	1918	16755		54718	8504	9206	39576	11163	0	0	10468	29201	13237	1812	2922	8242	4611	980	35527	99685	0	0	848	
13103	179725	10	14794	34842	0	79411	0	0	0	0	0	0	762631	0	43977	149557		176734	256616	58117	149046	133987	0	0	56731	92315	18755	8933	68467	65520	6583	8987	64171	718306	436	348	15478	
13251	237	0	47	3487	0	5224	0	0	0	0	0	0	26610	0	755	1807		12701	11865	2759	11140	1807	0	0	3113	8402	1186	0	383	1424	0	0	5177	25855	0	0	686	
13457	1921	0	409	1809	0	4439	0	0	0	0	0	0	9692	0	1205	2763		3777	1231	1056	3480	2328	0	0	1345	2135	297	0	1168	1160	435	0	4030	8487	0	0	0	
14052	7125	4	2407	8545	0	15615	0	0	0	100	100	0	43690	0	104	12854		12324	11387	3529	10682	11187	0	100	2985	7697	1621	21	4902	6285	1667	0	13204	43586	0	0	1733	
14155	5577	1	2449	8311	0	22873	0	0	5784	0	11519	0	69160	0	23134	22079		27252	14252	4573	22904	18899	5611	5735	7636	15268	3506	842	12888	6011	2770	410	20423	46026	0	0	0	
14454	2330	0	306	2378	0	4049	0	0	1765	100	1865	0	19499	0	1321	1152		9126	6890	1137	7491	952	1072	0	2860	4631	1166	469	402	550	100	100	3743	16902	0	1276	0	
14650	4111	0	3680	6277	0	12332	0	0	0	0	0	0	11779	0	224	1511		5391	766	1263	4925	1400	0	0	2355	2815	221	0	781	730	0	0	8652	11555	0	0	110	
14753	9449	0	371	5956	0	5956	0	0	0	0	0	0	23898	0	1782	4829		9620	0	3602	9080	4429	0	0	4809	4271	516	24	2392	2037	400	0	5585	22116	0	0	1244	
14865	73613	20	4450	9238	0	18083	0	0	2481	0	2975	0	163595	0	22589	20068		36744	33170	7797	28657	17365	1578	494	16324	14453	5412	555	8889	9220	1675	284	13613	141006	0	0	1836	
14977	2273	0	0	2901	0	6248	0	0	0	0	0	0	32206	0	0	14532		14002	1399	3294	12997	14096	0	0	4142	8856	847	157	4358	9738	436	0	6248	32206	0	0	413	
15536	247261	318	3740	200737	0	404223	0	0	34160	79039	113199	0	2613419	0	15951	663384		985136	717638	225697	953016	646728	32359	78839	368482	584534	30194	1926	264646	382082	16556	100	400121	2536367	44	61101	63298	
16337	99891	49	8662	12923	0	22544	0	0	29675	0	29675	0	408871	0	45269	105773		170072	33135	31702	129961	70051	25261	0	32080	102825	35166	1	21230	51679	27864	5000	13833	363602	0	0	11479	
16458	57024	11	539	14882	0	24558	0	0	0	0	0	0	187238	0	15498	29239		33911	67064	9978	26435	21896	0	0	9611	16825	7396	79	11551	10345	7343	0	23833	171740	175	0	3990	
16551	18058	0	1501	14307	0	24282	0	0	1683	14765	16448	0	94043	0	2768	31131		41893	2961	14553	20429	15554	0	9281	6741	13721	13763	7668	2926	12628	9187	6390	22011	89690	770	1585	5028	
16748	6650	2	908	10066	0	13980	0	0	0	0	0	0	33983	0	2904	5362		18894	3078	4061	10370	4344	0	0	5946	6843	5256	848	3116	1499	547	200	13070	31079	0	0	592	
16944	6473	0	1894	4127	0	10467	0	0	0	0	0	0	18020	0	1111	3103		7045	1399	811	5765	2999	0	0	1684	4225	1136	0	614	2385	104	0	8573	16909	0	0	0	
16953	3657	0	1238	5519	0	8905	0	0	0	0	0	0	16424	0	214	1885		9214	1668	594	7060	1785	0	0	1690	5370	2154	0	300	1485	100	0	7667	16210	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	89847	0	7212	74166		15681	0	2903	15681	74166	0	0	15681	0	0	0	74166	0	0	0	0	82635	0	0	1583	
17147	602344	43	56145	103117	0	185859	0	0	0	171046	171046	0	1410732	0	233640	243597		494962	69829	77623	344220	127251	0	133203	162334	181886	139676	11066	61872	65379	55608	60738	126614	1177092	3057	0	17430	
17259	12325	0	0	7242	0	14335	0	0	0	0	0	0	39151	0	4199	9471		16206	1149	4842	11413	7691	0	0	4322	7091	4282	511	2238	5453	1678	102	14335	34952	0	0	659	
17464	35563	201	10480	201852	0	259155	0	0	326341	975	398155	0	1582423	0	192831	260725		442822	843313	20653	335873	194128	252248	71813	67255	268644	102572	4351	75569	118559	42326	24271	248474	1376352	0	13240	4843	
17950	32464	891	16381	26345	0	59350	0	0	0	3000	3000	0	137998	85	20379	28939		32630	43965	7406	27952	25077	0	3000	10006	17946	4062	616	7898	17179	3350	512	42078	114534	0	3000	0	
18050	24041	6	26748	66511	0	119245	0	0	0	0	101	0	142911	0	5020	39827		56545	22498	10858	49317	36867	0	101	17952	33569	5008	17	12435	24803	2589	0	92491	137891	0	0	2649	
18135	18653	0	0	41011	0	59636	0	0	6107	0	14508	0	105143	0	15948	49276		30364	6850	2605	28522	48115	6107	8401	13701	14821	1545	297	26755	21360	819	342	59636	88717	0	478	0	
18377	4001	0	0	0	0	0	0	0	279	0	279	0	27854	0	190	4337		19516	0	4171	12985	3204	196	0	3697	9288	5388	1143	1325	1879	1031	102	0	27142	0	522	1074	
18827	145651	8	7913	36836	0	89899	0	0	0	0	0	0	223977	0	17536	19861		52702	5763	13150	33341	12646	0	0	9735	23717	10930	8320	4323	8323	3237	3978	81978	206441	0	0	1952	
18836	7339	0	1549	17324	0	25301	0	0	1034	0	1392	0	103992	0	1092	32474		55255	8924	14284	34572	20524	1034	357	13817	23303	14378	3757	8655	12167	8806	2846	23752	102825	0	75	4741	
18854	9989	0	1041	12831	0	19138	0	0	15726	0	17451	0	76962	0	2604	21786		43636	1551	1474	40403	19276	15726	1725	4655	35748	2971	261	4267	15010	2110	400	18097	73636	0	722	404	
18957	5560	0	3794	4855	0	11886	0	0	0	0	0	0	34441	0	4077	12941		14280	1660	4758	8487	8571	0	0	2071	6416	4521	1272	3700	4871	3243	1127	8092	30364	0	0	1290	
19356	6321	0	3452	10638	0	22121	0	0	0	0	0	0	44163	0	3985	10245		23889	3708	2787	19272	9493	0	0	6041	13231	4405	212	2605	6888	402	350	18470	40178	199	0	0	
19730	227294	33	44633	222646	0	285185	0	0	328932	0	354102	0	1705544	0	82495	360422		725108	392720	65786	674768	336788	328932	25170	194911	482702	29910	17585	145784	191192	14386	9060	240519	1617476	0	5573	14610	
19936	8527	4	18061	28260	0	60207	0	0	14013	0	14013	0	120236	0	5870	53029		33245	25435	9214	28783	45822	10917	0	8546	20237	3448	1014	13855	31967	6283	924	42142	114366	0	0	3452	
19972	46849	0	0	0	0	0	0	0	0	0	0	0	46849	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46849	0	0	0	
20053	11415	0	207	7718	0	11651	0	0	5822	800	6622	0	51218	0	2692	6883		27023	5897	3481	19321	4092	3292	800	5520	14564	6847	92	1779	4439	443	222	11444	48526	0	0	0	
20147	6523	0	1715	10400	0	15130	0	0	0	0	0	0	41755	0	3053	7957		18059	9216	2803	10034	4518	0	0	1510	8525	4750	3274	2456	2062	1441	1998	13415	38702	0	0	500	
20370	7471	3	93	18651	0	32911	0	0	0	0	0	0	148910	0	1163	37655		83793	19990	5577	80809	37024	0	0	11338	69472	1978	1005	4044	32980	311	320	32815	147747	0	0	2035	
20512	12939	0	0	12803	0	20689	0	0	198	7637	7835	0	60594	0	0	21768		22227	3660	5890	12696	17319	198	7637	3722	8974	4046	5484	1342	15977	2235	2214	20689	60594	0	0	0	
20633	60375	8	14171	21066	0	49724	0	0	0	0	0	0	184429	0	6630	46467		72542	5044	17103	27172	16244	0	0	7675	19688	21931	23248	4965	11279	14244	15979	35534	177799	11	0	5684	
20857	3734	0	3421	55863	0	68491	0	0	0	0	0	0	30072	0	754	6428		8070	11840	822	7510	6124	0	0	1767	5743	456	104	1888	4236	304	0	65070	29318	0	0	0	
20866	110478	2	6335	1505	0	42577	0	0	0	0	0	0	175489	0	0	25176		24776	15058	0	22546	24772	0	0	8899	13649	1953	276	11013	13759	404	0	36240	175489	0	0	0	
21256	718	0	1237	1622	0	3195	0	0	542	0	542	0	4782	0	501	642		2790	633	1943	862	642	542	0	203	659	1638	290	100	542	0	0	1958	4281	0	0	0	
21359	3304	0	435	2437	0	3537	0	0	0	0	0	0	16568	0	1434	4308		3976	4980	1863	3765	3498	0	0	706	3059	188	23	1021	2477	610	200	3102	15134	0	0	0	
21630	5826	0	1442	14528	0	20424	0	0	0	0	0	0	45361	0	8963	19219		13070	7246	2379	10938	18266	0	0	4215	6723	1998	134	7287	10979	846	107	18982	36398	0	0	662	
21658	13240	134	2921	11467	0	36272	0	0	0	0	0	0	84180	0	1198	12004		48651	10285	10939	32888	6335	0	0	11530	21358	14022	1741	2572	3763	4927	742	33217	82982	0	0	2083	
22048	13276	45	10827	20401	0	45555	0	0	1516	0	1516	0	103920	0	15172	43780		44399	2465	6950	32468	30494	1516	0	8820	23648	11232	699	7604	22890	13180	106	34683	88661	0	87	1796	
22356	16041	0	7358	11958	0	24153	0	0	0	0	0	0	225918	0	42649	33917		49924	126036	6550	41244	26782	0	0	15046	26391	6752	1735	14162	12751	6272	733	16572	183269	223	0	1478	
22459	9241	20	1304	20419	0	28772	0	0	0	0	0	0	60769	0	5076	14960		32826	3743	5552	21973	12061	0	0	5176	16797	9828	1025	5125	6936	2542	357	27448	55693	0	0	589	
22543	5254	4	8433	9565	0	30945	0	0	0	0	0	0	32817	0	661	10481		14363	2719	3374	10476	8701	0	0	3729	6747	2975	912	3564	5137	1308	472	22508	32156	0	0	793	
22552	5056	0	398	5456	0	14038	0	0	2470	0	2470	0	29261	0	2111	8647		15558	0	1287	13932	5725	0	0	4153	9779	1620	6	2146	3579	2922	0	13628	27075	12	75	0	
22730	124	0	2695	20023	0	30646	0	0	0	0	0	0	54510	0	1207	8909		24401	21076	3870	17950	6822	0	0	7893	11826	3937	745	2634	4917	1129	229	27951	53303	0	0	587	
22936	6275	19	2818	32085	0	47800	0	0	69525	0	69525	0	236860	0	2908	73211		114603	42771	16265	88753	49966	61720	0	22307	66446	25850	0	12342	37624	23245	0	44963	233952	0	0	6769	
22954	3414	0	1812	7179	0	15467	0	0	5470	750	6220	0	44219	0	3477	10997		24507	5301	2465	21367	8819	5470	750	7984	13383	3090	50	3609	5210	2178	0	13655	40445	0	297	0	
23036	11233	20	2754	15861	0	81190	0	0	75350	51438	126788	0	462815	0	66538	116840		179216	155526	23587	168963	110097	73570	38364	33338	135625	8863	1390	32265	77832	6149	594	78394	396034	22	243	4730	
23045	2128	0	415	1331	0	8797	0	0	0	0	0	0	16974	0	764	4626		2350	7870	1046	1628	3682	0	0	536	1092	510	212	2342	1340	559	385	8382	16210	0	0	453	
23241	224876	75	5700	76450	0	141246	0	0	0	413916	413916	0	2469055	0	329099	749205		536049	958925	104875	377087	511098	0	234576	113960	268270	128996	24823	206498	304600	222119	15988	134801	2105147	670	34809	20455	
23456	6442	0	1632	7638	0	22555	0	0	142	740	882	0	52345	0	5413	9827		27648	8428	6607	20007	7666	142	740	6248	13759	5571	2070	2505	5161	1361	800	20885	46832	38	100	1126	
23504	205219	20	7379	77856	0	85838	0	0	26509	0	26509	0	627474	0	125745	82449		68021	271784	5131	54821	69269	26109	0	26943	33029	7409	640	28883	40387	11505	1674	78439	501729	0	0	1092	
23540	23473	6	2584	17874	0	32929	0	0	0	0	0	0	101893	0	5751	25433		36302	16686	13766	28511	21937	0	0	14546	13965	7677	114	6054	15883	3392	104	30339	96142	0	0	1013	
