"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
1351	0	53	0	0		0	0	0		40656	44433	211	0	0	0	0		0		0	0	23333	0	0	0	0	0	0	0	0	0	0		
1454	0	0	0	0		0	0	0		193271	152902	460	0	0	0	0		0		0	0	93875	0	0	0	0	0	0	0	0	0	0		
1557	0	0	0	0		0	0	0		20800	5586	32	0	0	0	0		0		0	0	1780	0	0	0	0	0	0	0	0	0	0		
1632	67	0	0	0		0	0	0		177170	181763	642	34	0	0	0		0		69	0	141594	0	0	0	0	0	0	0	0	0	0		
1669	0	0	0	0		0	0	0		123689	60607	201	0	0	0	0		0		0	0	46812	0	0	0	0	0	0	0	0	0	0		
1829	0	0	0	0		0	0	0		181755	81205	417	0	0	0	0		0		0	0	46728	0	0	0	0	0	0	0	0	0	0		
1856	22	0	0	0		0	0	0		4964	64022	38	0	0	0	0		0		0	0	1170	0	0	0	0	0	0	0	0	0	0		
2040	4	0	0	0		0	0	0		65818	49950	171	5	0	0	0		0		0	0	19989	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		51712	35174	171	0	0	0	0		0		0	0	22029	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	4		0	0	2615		570420	134518	896	0	0	0	0		0		0	0	45000	0	0	0	0	0	0	0	0	0	0		
2451	0	0	0	0		0	0	0		12794	4387	21	0	0	0	0		0		0	0	853	0	0	0	0	0	0	0	0	0	0		
2554	0	0	0	0		0	0	0		4054	2258	11	0	0	0	0		0		0	0	1050	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		162724	288374	628	0	0	0	0		0		0	0	227548	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		25453	13798	70	0	0	0	0		0		0	0	9222	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		85634	171885	367	0	0	0	0		0		0	0	22541	0	0	0	0	0	0	0	0	0	0		
2956	0	0	0	0		0	0	0		69060	20196	120	0	0	0	0		0		0	0	11726	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		40949	51995	119	0	0	0	0		0		0	0	40095	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		11524	7489	42	0	0	0	0		0		0	0	6058	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	24956		0	0	33879		664694	603200	1818	0	0	0	0		0		0	0	412518	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		93169	32545	167	0	0	0	0		0		0	0	20648	0	0	0	0	0	0	0	0	0	0		
3953	0	593	0	0		0	0	0		50890	30174	173	0	0	0	0		0		0	0	27751	0	0	0	0	0	0	0	0	0	0		
4138	0	1866	2	0		0	0	0		106593	46844	250	0	1	0	0		0		0	0	21844	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		57162	30731	120	0	0	0	0		0		0	0	14962	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		67293	36681	162	0	0	0	0		0		0	0	20481	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		59088	36572	140	0	0	0	0		0		0	0	18427	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		97256	84013	302	0	0	0	0		0		0	0	53813	0	0	0	0	0	0	0	0	0	0	0	
4839	0	0	0	0		0	0	0		105517	103120	390	0	0	0	0		0		128	0	60220	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	37		0	0	107		178056	79296	417	0	0	0	0		0		0	0	36029	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		46254	31424	107	0	0	0	0		0		0	0	20532	0	0	0	0	0	0	0	0	0	0		
5069	0	0	0	750		0	0	0		97425	151041	680	0	0	0	0		0		0	0	61210	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		90375	100042	358	0	0	0	0		0		0	0	64242	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		483456	197564	826	0	0	0	0		0		0	0	123275	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		640341	273591	1167	0	0	0	0		0		0	0	162847	0	0	0	0	0	0	0	0	0	0		
5274	2	0	0	17		0	0	136		80085	21804	95	2	0	0	0		0		0	0	8452	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	2991		0	0	60		134673	68988	319	0	0	0	0		0		0	0	49544	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		133170	221711	674	0	0	0	0		0		0	0	67400	0	0	0	0	0	0	0	0	0	0		
5751	0	7	1	0		0	0	0		32445	31076	115	0	0	0	0		0		0	0	28859	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		48332	22221	88	0	0	0	0		0		0	0	13421	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		11788	1736	15	0	0	0	0		0		0	0	236	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		19416	12619	42	0	0	0	0		0		0	0	11969	0	0	0	0	0	0	0	0	0	0		
6329	0	0	0	0		0	0	0		133586	139783	557	0	0	0	0		0		0	0	84083	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		339411	282495	1029	0	0	0	0		0		0	0	185322	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	541		48715	224468	417	0	0	0	0		1		0	0	182768	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		58060	35040	102	0	0	0	0		0		0	0	16931	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		21200	6890	29	0	0	0	0		0		0	0	2100	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		147840	369067	875	0	0	0	0		0		0	0	301519	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		26885	10121	36	0	0	0	0		0		0	0	7132	0	0	0	0	0	0	0	0	0	0		
7634	0	0	0	0		0	0	0		23321	12813	75	0	0	0	0		0		0	0	5313	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		33386	17657	66	0	0	0	0		0		0	0	5334	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		37880	334470	135	0	0	0	0		0		0	0	214919	0	0	0	0	0	0	0	0	0	0		
8462	1	0	0	0		0	0	0		29121	35281	149	5	0	0	0		0		0	0	20381	0	0	0	0	0	0	0	0	0	0		
8631	0	0	0	0		0	0	0		29538	12523	68	0	0	0	0		0		0	0	5179	0	0	0	0	0	0	0	0	0	0		
9357	0	4	0	0		0	0	0		47301	254818	427	0	8	6	0		0		0	0	219194	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		33639	10730	69	0	0	0	0		0		0	0	2741	0	0	0	0	0	0	0	0	0	0		
9807	294	0	0	0		0	0	0		807378	949140	2724	0	0	0	0		0		0	0	545239	0	0	0	0	0	0	0	0	0	0		
9955	0	0	0	0		0	0	0		45499	27836	71	0	0	0	0		0		0	0	4982	0	0	0	0	0	0	0	0	0	0		
10157	0	0	0	0		0	0	0		32827	10799	43	0	0	0	0		0		0	0	9049	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		193301	110159	466	0	0	0	0		0		0	0	50317	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		120888	80877	390	0	0	0	0		0		0	0	41847	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		207369	119273	481	0	0	0	0		0		0	0	116759	0	0	0	0	0	0	0	0	0	0		
11145	0	0	0	0		0	0	0		81335	35746	145	0	0	0	0		0		0	0	37724	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		78844	97595	246	0	0	0	0		0		0	0	83338	0	0	0	0	0	0	0	0	0	0		
11837	0	0	0	0		0	0	0		41577	35005	91	0	0	0	0		0		0	0	8610	0	0	0	0	0	0	0	0	0	0		
12030	0	0	0	0		0	0	0		162361	72426	538	0	0	0	0		0		0	0	1956	0	0	0	0	0	0	0	0	0	0		
12058	2	0	0	0		0	0	0		60720	24223	127	0	0	0	0		0		0	0	5240	0	0	0	0	0	0	0	0	0	0		
12142	0	0	0	0		0	0	0		70804	68126	211	0	0	0	0		0		0	0	29503	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		51469	29715	147	0	0	0	0		0		0	0	21690	0	0	0	0	0	0	0	0	0	0		
12311	4149	0	0	2568663	0	0	0	0	0	11633670	10366316	24675	0	0	0	65555		202	0	12106	0	11094595	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		34478	19040	86	0	0	0	0		0		0	0	13518	0	0	0	0	0	0	0	0	0	0		
12656	0	0	0	0		0	0	0		5317	3350	18	0	0	0	0		0		0	0	1580	0	0	0	0	0	0	0	0	0	0		
12937	0	0	0	0		0	0	0		52352	86718	385	0	0	0	0		0		0	0	48218	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		252339	168344	612	0	0	0	0		0		0	0	103463	0	0	0	0	0	0	0	0	0	0		
12955	4	0	0	0		0	0	0		49079	36701	138	0	0	0	0		0		0	0	22901	0	0	0	0	0	0	0	0	0	0		
13037	0	0	0	0		0	0	0		72877	19264	100	0	0	0	0		0		0	0	9264	0	0	0	0	0	0	0	0	0	0		
13103	0	0	0	108		0	0	0		429611	266494	1158	0	0	0	0		0		0	0	166202	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		17328	12507	61	0	0	0	0		0		0	0	3521	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		9773	3718	23	0	0	0	0		0		0	0	1655	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		36839	17563	92	0	0	0	0		0		0	0	8363	0	0	0	0	0	0	0	0	0	0		
14155	0	2	5	0		0	0	0		51570	19544	103	0	9	55	0		0		0	0	3000	0	0	0	0	0	0	0	0	0	0		
14258	0	0	0	0		0	0	0		202984	528520	1211	8	0	0	0		0		0	0	407421	0	0	0	0	0	0	0	0	0	0		
14409	0	0	0	253624	0	0	0	1234	0	10362533	13446233	37435	0	0	0	0		0	0	148	0	9702732	0	0	0	0	0	0	0	0	0	0		
14454	0	6	0	0		0	0	0		18740	17390	122	0	0	0	0		0		0	0	4066	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		16834	6639	33	0	0	0	0		0		0	0	3339	0	0	0	0	0	0	0	0	0	0		
14753	0	0	0	0		0	0	0		20112	5528	24	0	0	0	0		0		0	0	1328	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		99648	54955	240	0	0	0	0		0		0	0	14213	0	0	0	0	0	0	0	0	0	0		
15536	0	0	0	0		0	0	0		666144	334240	1903	0	0	0	0		0		0	0	201855	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		201101	129937	495	0	0	0	0		0		0	0	81061	0	0	0	0	0	0	0	0	0	0		
16458	2763	0	0	0		0	0	0		100833	62366	245	2	0	0	0		0		0	0	34366	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		57629	43983	153	0	0	0	0		0		0	0	15383	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		33889	6448	40	0	0	0	0		0		0	0	4133	0	0	0	0	0	0	0	0	0	0		
16944	0	0	0	0		0	0	0		19409	5778	31	0	0	0	0		0		0	0	970	0	0	0	0	0	0	0	0	0	0		
16953	9	0	0	0		0	0	0		20141	4322	21	0	0	0	0		0		0	0	2222	0	0	0	0	0	0	0	0	0	0		
17110	0	0	0	0		0	0	0		17295	95599	196	0	0	0	0		0		0	0	81419	0	0	0	0	0	0	0	0	0	0		
17147	0	0	0	0		0	0	0		290523	298648	740	0	0	0	0		0		0	0	152416	0	0	0	0	0	0	0	0	0	0		
17259	0	31	0	0		0	0	0		36958	12012	55	0	0	0	0		0		0	0	4196	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		496680	657079	1318	62	0	0	0		0		0	0	682661	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		126411	113142	496	0	0	0	0		0		0	0	80941	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		81752	98414	226	0	0	0	0		0		0	0	81356	0	0	0	0	0	0	0	0	0	0		
17950	0	8	1	0		0	0	0		69372	58909	215	0	8	0	0		0		0	0	37409	0	0	0	0	0	0	0	0	0	0	0	
18050	0	0	0	0		0	0	0		150791	87125	321	0	0	0	0		0		0	0	55025	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		74057	74272	313	0	0	0	0		0		0	0	42215	0	0	0	0	0	0	0	0	0	0		
18368	181	0	0	0		0	0	0		174914	259414	896	0	0	0	0		0		0	0	211011	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		18192	2055	13	0	0	0	0		0		0	0	756	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		94109	53768	176	0	0	0	0		0		0	0	21421	0	0	0	0	0	0	0	0	0	0		
18836	0	0	0	0		0	0	0		85097	27121	169	0	0	0	0		0		0	0	16619	0	0	0	0	0	0	0	0	0	0		
18854	0	0	0	0		0	0	0		16805	9302	20	0	0	0	0		0		0	0	5862	0	0	0	0	0	0	0	0	0	0		
18957	0	0	0	0		0	0	0		29231	15477	82	0	0	0	0		0		0	0	10345	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		47693	17372	85	0	0	0	0		0		0	0	7536	0	0	0	0	0	0	0	0	0	0		
19730	126	0	0	915		0	0	0		855409	619849	2110	0	0	0	0		0		0	0	338994	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		73208	82354	297	0	0	0	0		0		0	0	74723	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		30449	6229	45	0	0	0	0		0		0	0	1676	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	5013		17754	11371	47	0	0	0	0		0		0	0	6060	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		32124	6638	49	0	0	0	0		0		0	0	6326	0	0	0	0	0	0	0	0	0	0		
20259	0	17	0	0		0	0	0		28113	18361	77	0	0	0	0		0		0	0	10661	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		61960	41235	139	0	0	0	0		0		0	0	28134	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		51908	18865	83	0	0	0	0		0		0	0	10565	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		132857	66748	365	0	0	0	0		0		0	0	30248	0	0	0	0	0	0	0	0	0	0	0	
20754	0	0	0	0		0	0	0		9085	2021	16	0	0	0	0		0		0	0	1762	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		62286	62258	269	0	0	0	0		0		0	0	35358	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		17464	51952	53	0	0	0	0		0		0	0	50491	0	0	0	0	0	0	0	0	0	0		
20866	124	0	0	0		0	0	0		73183	78243	383	0	0	0	0		0		0	0	38943	0	0	0	0	0	0	0	0	0	0		
21256	0	0	0	0		0	0	0		5555	1687	9	0	0	0	0		0		0	0	787	0	0	0	0	0	0	0	0	0	0		
21359	0	0	0	0		0	0	0		10227	4267	32	0	0	0	0		0		0	0	1067	0	0	0	0	0	0	0	0	0	0		
21630	0	0	0	0		0	0	0		25779	24052	80	0	0	0	0		0		0	0	19913	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		84771	18907	109	0	0	0	0		0		0	0	11136	0	0	0	0	0	0	0	0	0	0		
22048	0	0	0	0		0	0	0		93463	83929	397	0	0	0	0		0		0	0	44029	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	47		0	0	955		168978	115659	543	0	0	0	0		0		0	0	61359	0	0	0	0	0	0	0	0	0	0		
22356	1	0	0	0		0	0	0		111012	90440	260	5	0	0	0		0		0	0	88477	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		60768	22675	105	0	0	0	0		0		0	0	11438	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		39438	23528	102	0	0	0	0		0		0	0	13328	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		27069	10286	25	0	0	0	0		0		0	0	1801	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		53733	21450	114	0	0	0	0		0		0	0	10050	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		93644	67121	325	0	0	0	0		0		0	0	49943	0	0	0	0	0	0	0	0	0	0		
22954	0	1	0	0		0	0	0		40339	15899	65	0	1	0	0		0		0	0	8779	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		149051	221164	593	0	0	0	0		0		0	0	175926	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		13133	18562	38	0	0	0	0		0		0	0	13170	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	264		0	0	305398		1129456	699214	1891	0	0	0	73		0		0	0	1064991	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		51847	11481	62	0	0	0	0		0		0	0	12862	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1801		0	0	6896		192877	303812	879	0	0	0	0		0		0	0	215912	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		81411	63297	188	0	0	0	0		0		0	0	44497	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		89424	56749	264	0	0	0	0		0		0	0	37641	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		56247	49081	184	0	0	0	0		0		0	0	29833	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		264500	426519	1115	0	0	0	0		0		0	0	106630	0	0	0	0	0	0	0	0	0	0		
24006	0	181	0	6075		0	0	4069		578963	229166	1291	0	142	19	0		8		0	0	147224	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	11344		0	0	13539		1152453	956764	3768	0	0	0	0		0		0	0	731945	0	0	0	0	0	0	0	0	0	0		
24453	0	17	0	0		0	0	0		19308	58420	86	0	0	0	0		0		0	0	49820	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18062	5063	33	0	0	0	0		0		0	0	1763	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		86541	31756	196	0	0	0	0		0		0	0	23694	0	0	0	0	0	0	0	0	0	0		
24855	5	0	0	0		0	0	0		5746	2287	12	0	0	0	0		0		0	0	1087	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		280537	164988	586	0	0	0	0		0		0	0	93915	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		29066	13011	75	0	0	0	0		0		0	0	5511	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		35290	44419	215	0	0	0	0		0		0	0	28132	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	14		0	0	0		211816	127899	401	0	0	0	0		0		0	0	70396	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		29205	11876	75	0	0	0	0		0		0	0	4702	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		293895	147916	517	0	0	0	0		0		0	0	96214	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		183820	98696	373	0	0	0	0		0		0	0	23564	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		15527	4989	25	0	0	0	0		0		0	0	2489	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		9199	3971	21	0	0	0	0		0		0	0	94	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		19193	22268	61	0	0	0	0		0		0	0	22038	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		134884	128580	686	0	0	0	0		0		0	0	49184	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		167294	115265	438	0	0	0	0		0		0	0	77050	0	0	0	0	0	0	0	0	0	0	Delaware National Bank	
27548	0	5	1	766		0	0	307		171574	121626	463	0	69	1	0		0		6	0	84305	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		152300	69893	243	0	0	0	0		0		0	0	70000	0	0	0	0	0	0	0	0	0	0		
27838	0	0	0	0		0	0	0		116111	139562	422	0	0	0	0		0		0	0	88207	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	321		0	0	1187		117589	70127	463	0	0	0	0		2		0	0	68668	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		774866	246272	1505	0	0	0	0		0		0	0	96000	0	0	0	0	0	0	0	0	0	0		
28152	0	0	0	0		0	0	0		37214	17665	63	0	0	0	0		0		0	0	12807	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		58646	37639	159	0	0	0	0		0		0	0	28500	0	0	0	0	0	0	0	0	0	0		
28349	0	0	0	0		0	0	0		59180	39510	227	0	0	0	0		0		0	0	2559	0	0	0	0	0	0	0	0	0	0		
28406	0	0	0	0		0	0	0		479087	233408	1411	0	0	0	0		0		0	0	93208	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		35086	18775	148	0	0	0	0		0		0	0	3328	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		37837	20846	88	0	0	0	0		0		0	0	12046	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	4144		0	0	12200		331472	356463	1073	0	0	0	0		0		0	62	264254	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		14848	5813	25	0	0	0	0		0		0	0	4688	0	0	0	0	0	0	0	0	0	0		
29252	0	0	0	0		0	0	0		56263	34803	140	0	0	0	0		0		0	0	20803	0	0	0	0	0	0	0	0	0	0		
29636	0	0	0	0		0	0	0		252279	220150	759	0	0	0	0		0		0	0	155950	0	0	0	0	0	0	0	0	0	0		
29850	0	0	0	0		0	0	0		31012	21692	72	0	0	0	0		0		0	0	16375	0	0	0	0	0	0	0	0	0	0		
29944	0	0	0	0		0	0	0		27033	56814	110	0	0	0	0		0		0	0	30431	0	0	0	0	0	0	0	0	0	0		
29953	0	0	0	0		0	0	0		32509	18103	94	0	0	0	0		0		0	0	6663	0	0	0	0	0	0	0	0	0	0		
30052	0	0	0	0		0	0	0		8520	3255	24	0	0	0	0		0		0	0	855	0	0	0	0	0	0	0	0	0	0		
30155	0	0	0	0		0	0	0		44293	14086	65	0	0	0	0		0		0	113	8586	0	0	0	0	0	0	0	0	0	0		
30258	0	0	0	0		0	0	0		122179	100442	298	0	0	0	0		0		0	0	77842	0	0	0	0	0	0	0	0	0	0		
30418	0	0	0	0		0	0	0		242032	3171	16	0	0	0	0		0		3671	0	6229	0	0	0	0	0	0	0	0	0	0		
30502	0	0	0	0		0	0	0		197872	87132	391	0	0	0	0		0		0	0	66834	0	0	0	0	0	0	0	0	0	0		
30650	0	0	0	0		0	0	0		56627	82578	171	0	0	0	0		0		0	0	28056	0	0	0	0	0	0	0	0	0	0		
30810	0	0	0	0		0	0	0		2031033	14678687	5341	0	0	0	0		0		0	24026	188950	0	0	0	0	0	0	0	0	0	0		
30856	0	0	0	0		0	0	0		50620	78480	279	0	0	0	0		0		0	18	66366	0	0	0	0	0	0	0	0	0	0		
31134	0	146	0	0		0	0	0		44550	22748	87	0	3	0	0		0		0	0	14048	0	0	0	0	0	0	0	0	0	0		
31255	161	0	0	0		0	0	0		121953	73710	430	148	0	0	0		0		0	0	30710	0	0	0	0	0	0	0	0	0	0		
31657	0	0	0	0		0	0	0		42115	24719	119	0	0	0	0		0		0	0	2978	0	0	0	0	0	0	0	0	0	0		
31826	0	0	0	0		0	0	0		104269	94595	461	0	0	0	0		0		0	0	54011	0	0	0	0	0	0	0	0	0	0		
31835	0	0	0	219		0	0	0		30875	28873	127	0	0	0	0		0		0	0	16173	0	0	0	0	0	0	0	0	0	0		
