"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
14753	0	0					9	7248	12456					0	2050	3907	2948	6604	0	0	0									
14865	0	0					560	0	32262					10000	0	14421	0	8704	0	0	0									
14977	0	0					185	69	6857					182	0	0	0	0	0	0	0									
16337	0	0					2358	0	70442					29000	0	32052	0	15429	0	0	2969									
16458	0	3018					792	24766	64309					245	2298	30956	22467	15371	0	0	0									
16551	0	0					2926	240	14802					20808	0	956	240	8704	0	0	0									
16748	0	0					294	6415	11613					2000	0	626	6415	0	0	0	0									
16944	0	0					0	0	12414					0	0	3843	0	7765	0	0	0									
16953	0	0					0	110	8284					0	0	8284	110	0	0	0	0									
17110	100	0					216	100	12721					0	0	0	0	0	12721	0	0									
17147	0	0					37883	149509	411684					208715	0	4307	15990	246233	0	0	125687									
17259	0	0					364	5	25426					3500	0	5326	0	10784	0	0	0									
17464	0	0					10472	2008	133755					238293	0	9491	2008	1598	451	0	0									
17950	0	0					1007	173	98169					7173	0	13336	150	18488	0	0	0									
18050	0	0					600	18526	66417					548	0	14637	18526	2519	0	0	0									
18135	0	0					1501	0	50513					26095	0	32401	0	18112	0	0	13984									
18377	0	0					145	0	8055					0	0	150	0	0	0	0	0									
18827	0	0					1096	0	60296					14000	0	18337	0	23144	12345	0	0									
18836	0	0					930	0	8986					5375	0	3250	0	2889	25	0	0									
18854	0	0					456	0	11537					5200	0	11537	0	0	0	0	0									
18957	0	0					254	0	5065					1325	0	2519	0	2442	0	0	0									
19356	0	0					161	0	32637					2145	0	4982	0	5120	0	0	0									
19730	0	0					18195	6407	81147					113684	0	12604	3341	0	2154	0	0									
19936	0	0					860	4020	23365					5000	0	1087	299	1083	0	0	5411									
19972	0	0					214	13680	0					0	5312	0	8189	0	0	0	0									
20053	0	0					503	0	11294					3002	0	8065	0	80	658	0	0									
20370	0	0					477	0	4141					5000	0	0	0	3906	0	0	0									
20512	0	0					1060	250	42554					10000	0	2954	250	13329	0	0	0									
20633	0	995					1413	8830	32374					6000	1935	21351	0	1213	859	0	0									
20857	0	0					428	0	91096					3741	0	15836	0	54468	0	0	0									
20866	0	0					1630	0	15341					10323	0	4996	0	0	0	0	0									
21256	0	0					87	0	148					250	0	0	0	0	0	0	0									
21359	0	0					114	0	5010					347	0	978	0	2589	0	0	0									
21630	0	0					393	0	40328					4638	0	3057	0	4978	0	0	304									
21658	0	0					442	0	23001					275	0	18371	0	4565	0	0	0									
22048	0	0					835	0	40118					15822	0	7069	0	1231	0	0	3478									
22356	0	0					1064	0	106881					786	0	0	0	26707	11	0	15056									
22459	0	0					752	0	15502					6511	0	11482	0	4020	0	0	0									
22543	0	1782					184	0	5801					0	0	1773	0	1320	880	0	0									
22552	0	0					189	429	5846					0	0	5174	429	663	0	0	0									
22730	0	0					317	0	23591					0	0	7093	0	12574	0	0	2948									
22936	0	301					1306	0	7941					8900	0	7553	0	0	0	0	0									
22954	0	0					1264	0	11351					11273	0	3535	0	4104	66	0	0									
23036	0	5136					0	0	79395					0	0	33100	0	1112	0	0	4530									
23045	0	0					212	530	24251					0	0	24251	530	0	0	0	0									
23241	0	8833					29124	0	358835					182017	0	0	0	25010	2694	0	142114									
23456	0	0					292	1214	16673					236	0	1002	0	8900	0	0	0									
23504	0	0					1205	77424	306111					0	5000	45939	54104	41805	0	0	15000									
23540	0	0					625	38686	46255					10000	38686	5071	0	28372	3060	0	0									
23643	0	0					266	300	39543					0	0	35712	300	3557	0	0	0									
23755	0	0					747	0	31428					2000	0	3681	0	8479	0	0	0									
23812	0	20016					10817	0	71443					144462	0	2047	0	4594	120	0	0									
24006	0	7325					1177	277691	67560					0	241414	32931	17865	6584	10	0	0									
24453	0	0					3722	0	10036					49674	0	9700	0	0	0	0	0									
24659	0	0					0	150	336					0	0	0	150	336	0	0	0									
24668	0	0					834	0	42652					12000	0	9135	0	33246	0	0	5864									
24855	0	0					29	0	0					0	0	0	0	0	0	0	0									
24949	0	14700					3167	0	31290					7600	0	3350	0	13240	0	0	4275									
25357	0	0					3889	55869	9120					43250	0	0	0	1493	0	0	0									
25647	200	0					0	2782	2191					0	0	1990	2582	201	0	6000	0									
26149	0	0					0	0	25288					0	0	4039	0	6889	0	0	902									
26242	0	0					1983	0	103882					0	0	51481	0	51144	0	0	6213									
26457	0	200					0	0	4539					0	0	3989	0	350	0	0	0									
26765	0	0					2083	2279	60152					24000	0	4075	105	533	0	0	0									
26859	1000	0					494	1000	0					1375	0	0	0	0	0	0	0									
26916	0	0					5203	5	115125					86019	0	7058	0	6146	0	0	5088									
27548	0	0					4114	0	126602					54274	0	3445	0	21180	0	20473	0									
27614	0	0					1486	0	80561					3000	0	10170	0	31683	3573	0	0									
27847	0	1005					2254	2607	116547					33246	952	46001	0	0	0	0	0									
28152	0	0					325	4575	3176					2237	207	905	3381	811	0	0	0									
28255	0	8070					408	0	31927					0	0	2016	0	0	345	0	0									
28349	0	0					1450	6470	10564					20000	0	0	6470	0	0	0	162									
28406	0	756					4724	0	459887					0	0	125939	0	1998	48142	0	0									
28572	0	0					1122	164	2764					9759	159	2688	0	0	0	0	0									
28732	0	0					192	0	16653					4000	0	6998	0	1618	0	0	0									
29104	0	2088					10672	0	297778					170144	0	22090	0	19281	5187	392	99109									
29636	0	0					4833	0	313571					74947	0	143322	0	98119	0	0	114753									
29953	0	5095					1472	2261	5095					17495	0	0	2261	0	0	0	4374									
30052	0	0					201	0	0					4674	0	0	0	0	0	0	0									
30258	0	0					2560	0	31362					28470	0	1038	0	1531	0	0	1000									
30418	0	0					0	0	370303					0	0	207	0	422	0	0	214290									
30502	0	4000					5325	0	118741					63000	0	33508	0	35054	4229	0	35271									
30650	0	0					1342	0	29885					19000	0	24335	0	3094	0	0	0									
30810	0	0	0	0	0	60528	49866	81225	2106619	33	65844979	0	60602493	24275459	0	0	68416	0	1137816	0	0	12809	0	0	0	0	908275	0	0	
31134	0	0					649	0	22830					10000	0	2727	0	11475	0	0	0									
31255	0	0					945	0	119176					16728	0	0	0	1573	0	0	2169									
31657	0	0					132	45854	0					0	2000	0	0	0	0	0	0									
31826	0	0					775	0	36352					1000	0	7258	0	17794	92	0	0									
31835	0	0					1165	0	25966					11000	0	8269	0	13779	1000	0	0									
32234	0	6081					82	0	40643					0	0	34267	0	295	0	0	19203									
32766	0	0					24	13581	45					0	0	0	13581	0	0	0	0									
33147	0	0					2137	0	29264					32500	0	14993	0	14271	0	0	401									
33259	0	36726					1543	3019	45967					17500	0	9241	3019	0	0	0	3394									
33268	0	0					0	1291	62443					0	0	7097	1291	14528	0	0	0									
33549	0	0					0	0	8116					0	0	4670	0	1150	13	0	0									
33727	0	1404					1234	0	77551					55	0	16914	0	16695	0	0	15057									
33754	0	0					0	6498	13444					0	6498	8171	0	5013	0	0	0									
33839	0	0					122	0	5178					0	0	2548	0	2630	0	0	0									
33857	0	0					955	0	13508					18131	0	3081	0	0	0	0	0									
34153	0	0					4331	0	42128					37031	0	35881	0	265	0	0	0									
34359	0	390					412	0	13221					0	0	7352	0	4009	0	0	0									
34425	0	0					2239	0	34021					30000	0	3032	0	30370	0	0	7488									
34434	0	0					475	4893	39286					0	0	0	4893	707	0	0	0									
34452	0	0					57	2831	20586					0	0	0	151	6865	0	0	0									
34537	0	3688					14918	17088	393646					50000	0	0	4234	2063	3033	0	110903									
34555	0	0					2026	0	66241					2300	0	8565	0	29505	0	0	0									
34742	0	0					758	0	30323					0	0	1021	0	3155	0	0	0									
34836	0	407					0	0	8451					0	0	7855	0	189	0	0	0									
35057	0	0					2001	0	16868					3805	0	788	0	10631	0	0	0									
35301	0	10004070	3200033	388439	5446619	14923897	305259	18965289	63883009	0	106213027	36063178	55481830	19979871	500244	1158058	206458	5937010	636882	2386910	10551685	418806	2032745	0	0	6215555	28370305	2977574	431603	
35570	0	0					66202	717441	469190					888232	15226	25039	10259	0	0	0	750000									
35646	0	0					111	18221	4380					0	4711	302	13510	3778	300	0	0									
35842	0	0					452	0	25776					3000	0	18000	0	2831	0	0	0									
36054	0	0					6157	1200	3665					28821	0	1508	1200	880	0	0	0									
36344	0	0					2308	0	119409					20000	0	4557	0	21510	27	0	28202									
36456	0	0					208	66	15205					0	0	9995	65	4099	0	0	0									
36858	0	0					773	0	96426					3987	0	58510	0	0	0	0	12970									
36933	0	0					209	0	14666					96	0	6488	0	2902	0	0	0									
37051	0	0					280	0	5818					2500	0	0	0	847	0	0	0									
37341	0	0					19	105	0					0	0	0	105	0	0	0	0									
37378	1188	542					513	4547	3968					0	255	506	0	206	0	0	0									
37435	0	0					2430	2000	206095					0	0	91828	2000	18179	0	0	17384									
37640	0	0					10621	2774	247896					79370	0	5010	2774	22379	0	0	33501									
37659	0	0					0	4630	3729					0	0	3354	4630	0	0	0	0									
37743	0	0					276	0	14322					0	0	0	0	13249	0	0	0									
37949	0	0					696	0	45963					5255	0	8682	0	24770	0	0	6209									
38535	0	0					1528	0	81662					20000	0	2821	0	31850	0	0	7933									
38740	0	0					2032	0	34297					25139	0	3355	0	12368	0	0	0									
39327	25498	39148					0	38598	39548					48	10000	0	3100	400	0	0	7048									
39420	0	0					4985	0	247037					42505	0	45213	0	23043	0	0	1457									
39475	0	0					11034	0	48119					63683	0	3400	0	20293	2821	0	0									
39756	0	0					4928	0	26503					56146	0	1046	0	2335	0	0	5556									
40033	0	0					435	356	23726					0	0	7440	210	3191	3	0	0									
40350	0	0					260	1336	6764					1939	0	6383	1336	381	0	0	0									
40707	0	0					1060	953	11139					5174	953	5117	0	1695	0	0	0									
40855	0	0					576	0	5331					5009	0	409	0	4922	0	0	0									
41245	0	452					45	6220	2164					0	700	1712	5488	0	0	0	287									
41553	494	1274					99	1703	35782					0	0	34508	1195	0	0	0	0									
41629	0	0					788	0	10420					8500	0	2000	0	4439	0	0	0									
41647	0	41024					6741	0	173706					73600	0	2198	0	6489	0	0	23650									
41759	0	0					66	0	13537					0	0	4113	0	7189	0	0	0									
41825	2000	1006					0	4001	39162					0	2001	17371	0	0	0	0	0									
41937	0	0					130	0	20772					15	0	7154	0	6717	0	0	0									
41955	0	0					215	642	9394					1521	0	5013	635	0	0	0	0									
42037	0	0					0	0	4984					0	0	804	0	2707	0	0	0									
42055	0	0					411	638	16366					0	0	2468	180	0	0	0	0									
42354	0	0					240	0	48206					0	0	14559	0	7673	0	0	0									
42420	0	0					53001	36758	1115175					817503	0	74974	36640	166577	6595	0	199526									
42448	0	1567					4360	0	115926					69556	0	37372	0	76233	754	0	0									
42457	0	0					2	7187	0					0	5013	0	1006	0	0	0	0									
43052	0	0					1426	0	19035					14080	0	11261	0	16	331	0	0									
43351	0	1145					0	0	1783					0	0	0	0	638	0	0	0									
43454	0	0					25	0	3181					0	0	3124	0	57	0	0	0									
43511	0	0					3728	0	60478					33334	0	0	0	3815	0	0	0									
43744	0	0					661	0	5456					10500	0	1000	0	917	0	0	0									
43856	0	0					178	1613	13142					0	0	5480	1613	2719	29	0	0									
43959	0	2420					52	0	47881					0	0	10234	0	16106	0	0	0									
44040	0	0					1702	0	87399					101	0	27090	0	5996	192	0	0									
44134	0	0	0	0	0	0	0	0	174672	0	1985416	59981	1721332	20000	0	17169	0	11710	0	0	991	0	123279	0	8025	0	14489	0	0	
44433	0	1894					4077	0	56744					44500	0	0	0	0	2348	0	1827									
44741	0	0					1155	30202	37093					20600	0	36470	30202	449	174	0	10581									
44750	0	0					960	0	26732					5000	0	6264	0	9784	154	0	0									
44929	2012	7146					1237	2012	9488					0	0	1310	0	1009	0	0	0									
45038	0	0					229	3640	38075					3750	0	14469	3640	17526	0	0	4713									
45047	0	0					764	0	12554					1346	0	8032	0	377	0	0	0									
45056	0	0					182	1036	8202					100	0	3325	1004	4208	0	0	0									
45430	0	0					664	2421	6227					11641	0	0	2421	0	0	0	0									
45458	0	0					34	0	2297					0	0	2297	0	0	0	0	0									
45551	0	2011					1905	0	117176					851	0	80159	0	28810	0	0	31967									
45560	0	0					2301	26735	102517					27733	18877	6127	7858	6655	0	0	0									
45775	0	0					1320	8509	0					10000	2000	0	912	0	0	0	0									
46053	0	0					1852	0	52341					2343	0	20451	0	6616	0	0	863									
46941	0	0					516	8070	32718					4049	0	16321	8070	2014	0	0	0									
47153	0	0					0	5072	0					0	4099	0	973	0	0	0	0									
47247	0	0					1669	1033	57692					27100	0	16213	933	20131	0	0	0									
47256	0	0					214	0	3797					0	0	1919	0	1878	0	0	0									
47452	490	13728					36	490	17585					2000	0	0	0	320	0	0	0									
47500	0	3044					2207	0	36917					26500	0	21408	0	1118	6697	0	0									
48057	0	0					299	0	17750					0	0	5601	0	10306	0	0	0									
48150	0	0					120	0	2386					629	0	1539	0	656	0	0	0									
48374	0	0					6248	681	17890					95278	0	14583	0	0	3046	0	1000									
48440	0	0					378	0	14200					6000	0	2394	0	5288	0	0	0									
48730	0	0					1433	9204	9645					6000	4995	0	4209	0	7676	0	0									
49054	0	0					741	0	5706					6500	0	5706	0	0	0	0	0									
49148	0	0					403	0	49384					0	0	13912	0	14122	0	0	0									
49241	0	0					2779	15716	49697					16886	8616	31369	3919	12201	0	0	0									
49344	0	0					2374	500	10155					40350	0	2960	0	5269	0	0	0									
49643	0	0					451	11040	0					0	307	0	8485	0	0	0	0									
49652	0	0					458	0	34506					2466	0	14378	0	20128	0	0	0									
49821	0	0					3934	0	112102					53718	0	12013	0	51797	502	0	25000									
49858	0	0					242	0	4661					48	0	4012	0	479	0	0	0									
49951	0	0					0	0	16815					0	0	16815	0	0	0	0	0									
50144	0	0					196	18153	0					0	3024	0	8313	0	0	0	0									
50461	0	0					0	818	0					0	0	0	818	0	0	0	0									
50546	0	0					385	0	12578					0	0	2998	0	170	0	0	0									
50854	0	0					0	2056	19054					0	0	986	2056	4248	0	0	0									
50957	9101	0					1282	14831	0					11346	5730	0	0	0	0	0	0									
51253	0	0					640	0	33779					16269	0	0	0	20937	0	0	0									
51356	0	5039					0	0	27529					0	0	22490	0	0	0	0	0									
51459	0	0					431	0	84861					147	0	33344	0	21897	0	0	0									
51730	0	0					94	2305	8728					0	842	6895	0	0	407	0	0									
51842	0	0					1298	0	14708					20203	0	0	0	13872	836	0	0									
52410	0	0					377	0	27394					3000	0	2972	0	16779	0	0	0									
52719	0	0					4891	205302	0					372897	0	0	205302	0	0	170482	0									
52951	0	0					249	0	19974					0	0	5832	0	7177	0	0	0									
53015	0	0					9	16611	0					0	6294	0	10116	0	0	0	0									
53033	0	6000					5512	7816	479810					0	0	0	0	16314	0	0	0									
53051	0	0					5	25976	0					0	0	0	0	0	0	0	0									
53239	0	5022					0	0	28140					0	0	0	0	12360	0	0	0									
53453	0	0					140	0	25720					0	0	1041	0	5923	0	0	0									
53752	0	0					47	10581	14659					0	1873	0	490	0	0	0	0									
54049	0	0					521	698	6952					4000	0	528	698	0	0	0	0									
54058	0	0					970	0	56453					6489	0	6436	0	15649	0	0	0									
54357	300	0					0	311	18					0	0	0	0	0	0	0	0									
54375	0	0					6291	0	164072					61252	0	0	0	48566	245	0	70696									
54441	0	0					136	0	9782					2000	0	6499	0	1140	0	0	1859									
54656	0	673					626	0	210136					5000	0	17	0	80104	0	0	0									
55176	0	0					2401	9995	280					39100	0	0	0	0	0	0	0									
55336	0	10375					1170	0	71927					424	0	58606	0	2946	0	0	0									
55635	0	0					297	0	7593					1290	0	3498	0	3134	0	0	0									
55653	0	1010					614	0	32733					8785	0	18034	0	8211	0	0	10784									
56258	0	0					315	0	49995					808	0	44903	0	295	0	0	0									
56351	0	15225					1892	100267	165422					746	0	53162	50618	3337	0	0	0									
56427	0	0					342	0	21079					500	0	4093	0	7269	0	0	0									
56548	0	0					1199	0	17959					1500	0	2652	0	7572	134	0	0									
56557	0	0	0	0	0	2373	14301	302	529205	0	2376656	107500	2062665	0	0	56453	0	2392	0	0	139794	302	400540	0	0	0	67422	0	25	
56717	0	0					1741	0	73279					24402	0	22120	0	27088	85	0	10974									
57040	0	0					9	0	24145					0	0	10792	0	13352	1	0	0									
57228	0	0					506	0	9347					0	0	3797	0	1980	9	0	569									
57255	0	1016					30	1310	14242					0	0	8286	1310	2869	0	0	0									
57451	0	0					1036	0	184905					14000	0	41569	0	39130	0	0	43453									
57572	0	0					1110	0	12064					15239	0	1564	0	0	8	0	0									
57956	0	0					126	1229	34677					0	0	8400	1229	8539	115	0	4061									
58074	0	0					2941	0	14813					27500	0	6920	0	230	7	0	0									
58207	0	1000					778	0	28259					4882	0	6651	0	5901	4929	0	570									
58225	0	1071					577	0	33590					5000	0	5562	0	21847	0	0	240									
58243	0	0	0	0	0	0	26235	268784	401587	0	5553236	397144	4740615	242170	22942	64067	38666	328	8879	0	336573	66976	200957	140200	127331	0	0	0	25	
58355	0	0					0	0	7					0	0	0	0	0	0	0	0									
58551	0	0					0	0	47770					0	0	9653	0	9946	0	0	0									
58636	0	0					988	0	53014					17528	0	32062	0	2843	1760	0	0									
58757	0	0					178	0	11164					1088	0	4430	0	6171	0	0	0									
58971	0	9725					15660	0	790154					20328	0	196347	0	48236	0	0	244774									
59316	0	0					3583	708	130173					43197	0	39772	708	31635	372	0	25606									
59352	0	0					118	0	140203					0	0	950	0	35118	0	0	0									
59679	0	0					194	0	1590					0	0	0	0	0	1590	0	0									
59754	0	0					216	0	2014					0	0	504	0	1310	0	0	0									
60143	0	102897	0	0	0	33	657176	0	7344457	0	58165026	2169453	50355058	8035421	0	0	0	47399	70795	0	377534	0	5929078	0	332344	0	861911	0	0	
60330	0	0					3436	0	42316					39700	0	7073	0	18278	0	0	0									
60433	0	101					155	0	9160					0	0	6988	0	0	0	0	0									
60545	0	0					120	0	72129					42	0	69605	0	0	0	0	0									
60554	0	0					257	0	18217					1073	0	4385	0	13583	0	0	0									
60648	0	501					1003	233	4651					15	0	1616	233	1238	0	0	0									
61122	0	0					13861	0	273784					227423	0	68263	0	97303	0	0	0									
61355	0	0					3255	374	123288					32000	0	60676	374	60769	0	0	9324									
61476	51	0					1255	1477	14534					2292	0	7077	0	2254	808	0	0									
61533	0	0					3454	690	116901					50000	193	1952	497	1881	59	0	0									
61757	0	0					41	3200	38103					0	0	38103	2473	0	0	0	15044									
61832	0	0					1515	0	30906					16000	0	29822	0	1084	0	0	0									
61953	0	0					148	7237	14080					0	0	12101	7236	1979	0	0	0									
62044	0	0					401	1501	1728					176	1501	1728	0	0	0	0	0									
62110	4998	0					81	4998	0					0	0	0	0	0	0	0	0									
62147	0	0					770	0	10269					2000	0	0	0	2994	177	0	0									
63050	0	0					0	0	27160					0	0	8097	0	9515	0	0	0									
63069	0	73597	0	0	0	251070	123217	0	4280005	0	20748591	0	18813202	10690	0	656721	0	378639	948	0	200000	0	555157	0	2287368	0	76505	0	0	
63078	0	23983					2430	0	80833					10000	0	37193	0	17954	0	0	0									
63201	300	0					19	32202	5146					0	5199	3512	16008	108	0	0	0									
63359	0	42262					0	0	75851					0	0	0	0	33589	0	0	0									
63573	0	0					3152	0	37941					11000	0	32268	0	0	0	0	0									
63733	0	0					758	0	147270					13204	0	73699	0	73563	8	0	0									
63742	0	0					318	0	83					7371	0	0	0	0	0	10985	0									
63751	0	0					35	0	848					197	0	848	0	0	0	0	0									
64150	0	0					209	4365	5086					2036	0	1764	4365	0	2310	0	0									
64543	0	0					2707	0	73491					49496	0	0	0	33496	0	0	0									
64552	0	0					821	1	13007					0	0	0	0	2913	0	0	0									
64619	0	0	0	0	0	0	8742	390539	345548	0	2127461	581	1982890	182509	132084	131635	59473	23864	0	0	21048	170905	39629	27827	17659	0	132761	250	0	
64730	0	0					1116	0	44316					16800	0	30487	0	6025	0	0	0									
65205	15048	0					2556	150376	122022					0	135328	0	0	0	6259	0	0									
65241	0	0					1184	600	14395					21500	0	7573	600	3186	0	0	0									
65513	0	0	0	0	0	0	375	70617	41928	0	423138	0	374970	72000	0	0	149	876	0	0	0	0	1	0	0	54600	18688	15868	22363	
65559	0	0					541	0	133392					667	0	25309	0	33111	9	0	0									
65746	0	2787					8475	0	56801					63313	0	18648	0	3075	5000	0	18816									
65858	0	0					7364	0	356359					55519	0	21500	0	19891	0	0	0									
66015	0	0	0	0	0	0	4222	0	69119	33257	390836	0	365384	38000	0	23506	0	0	0	0	15000	0	1225	0	44388	0	0	0	0	
