"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RIADG377	
3252																																																										0	19887	0		155		28150	0			9165	0	5114	0	1768	71207	0	110	0	850	0	612	0	54	479	26	102	157	0	22615	26245	15069	2441	2900	7								0	0			0	0	0	696	0	5312			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17267		
3458																																																										0	4614	358		1		997	0			3089	0	727	0	0	13413	0	209	0	2462	23	0	3656	50	329	1570	365	26	122	2238	1982	2633	2273	332	1486								0	0			0	0	80	753	22	78			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
3720																																																										0	6590	270		248		4711	0			10068	3259	7430	0	1635	105442	0	0	1815	23974	799	875	32601	1669	3504	9712	7315	1774	0	18142	13521	15440	28477	4517	592								0	265			0	0	1399	8750	27868	8176			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		22618		
3953																																																										0	11452	1206		108		16174	0			38968	0	6157	0	0	116423	0	0	0	13943	3145	4135	50876	3536	2817	3951	2574	862	0	53620	19567	19649	4167	0	95								0	0			0	0	4727	271	15637	4635			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	23699	0	
4138																																																										0	385	1055		26		0	375			13682	3342	10529	0	164	130365	202	0	0	56694	1219	24641	14797	2708	10965	19128	11113	9160	3008	16429	14632	6759	17605	6087	10422								0	54			0	0	2562	9348	13540	17967			0			0	318																									0	0	0	0	0	0	0	0	0	0	0	0		4858		
4156																																																										0	12692	6533		0		9080	0			16753	1853	3451	0	0	144147	0	1223	0	32126	2338	976	43770	2604	2887	5099	3973	16790	628	21867	23087	12514	32353	19741	1163								0	0			0	0	7383	9656	11532	29527			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																										0	11687	0		0		960	0			5859	0	8352	0	1033	83202	0	0	0	13624	0	0	38262	865	1343	7005	3882	340	0	15710	24638	17612	8483	905	0								0	0			0	0	302	113	11823	29449			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
4437																																																										0	7214	1923		50		343	0			14287	7730	8595	0	416	174132	231	0	0	61197	5270	44429	37946	2696	8314	25683	16462	3179	1537	47394	9869	27474	19411	5565	0								0	3659			0	0	1428	15171	41521	5559			0			0	1300																									0	0	0	0	0	0	0	0	0	0	0	0	0	147013	0	
4839																																																										0	0	35867	0	1433	1433	0	0	7477	0	7477	5980	2028	0	0	233357	0	0	0	23234	1908	4145	115545	5259	4521	6573	6881	0	0	53518	56211	46768	48869	1454	0	0	0	0	0	0	0	0	0	507	0		0	0	6503	25030	63761	59629	0	0	0			129	2																									0	0	0	0	0	0	0	0	0	0	0	0	11797	25878	56	
5005																																																										0	0	14602	0	50	50	0	2233	15806	0	15806	4688	209	0	0	305083	0	0	0	134441	7813	45892	33009	4435	4868	17635	14522	21715	66121	44176	5846	19706	43401	30994	6388	0	0	0	0	0	0	0	0	80	0		0	0	27174	14023	46318	39879	0	0	0			0	407																									0	0	0	0	0	0	0	0	0	0	0	0	21969	106163	131	
5069																																																										0	0	2521	0	0	0	0	0	1823	0	1823	1484	0	0	0	423128	1634	0	0	36697	11617	14782	322881	13680	9158	234	0	0	0	213838	95311	45199	5027	3194	941	0	0	0	0	0	0	0	0	0	234		0	0	47211	25761	256476	41172	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
5135																																																										0	56642	2368	0	140	140	15603	0	23541	0	23541	0	11559	0	5680	221251	0	0	0	53617	1437	18468	133314	7917	17580	23415	961	3034	207	54760	54028	42544	4619	7975	3213	0	0	0	0	0	0	0	528	0	0		0	0	762	11382	28179	9813	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		26399		
5210																																																										0	9116	27997	0	2649	2649	3337	0	32614	0	32614	50667	12254	0	9210	646694	0	0	0	258565	28256	107052	35553	12648	23197	23520	22875	95503	79763	69282	29401	71318	130883	48881	26117	0	0	0	0	0	0	0	0	2124	0		0	0	9040	28925	97262	74678	0	0	0			0	1262																									0	0	0	0	0	0	0	0	0	0	0	0		106688		
5331																																																										0	0	66539	0	2052	2052	0	0	2238	0	2238	9577	257	0	0	142390	144	0	436	13145	397	1049	47482	300	1118	2111	7583	892	768	29879	27935	18450	45475	2997	0	0	0	0	0	0	0	0	0	116	0		0	0	1987	16741	5095	24390	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		33328		
5461																																																										0	10194	11274	0	11366	11366	1063	0	50157	0	50157	14317	10220	0	0	353735	284	0	25730	21969	2552	5008	111701	5008	2916	5182	8284	178	401	44559	59224	104394	105508	13230	349	0	0	0	0	0	0	0	0	273	0		0	0	3523	25986	88475	102650	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		90687		
5751																																																										0	7621	110		3		22981	0			5898	0	3304	0	615	51641	0	907	0	9147	59	1852	10948	480	431	1373	605	3262	2927	18091	2377	7894	5488	5693	363								0	11			0	0	169	352	334	130			0			0	114																									0	0	0	0	0	0	0	0	0	0	0	0		8262		
6039																																																										0	1936	100		242		4171	476			13925	0	4647	0	1261	61894	29	0	0	6110	1303	370	26414	480	1000	2194	820	1590	0	29879	7933	8874	3780	1858	10								480	71			0	0	312	4498	0	22867			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
6141																																																										0	2436	0		7		2550	0			926	0	4198	0	270	21956	0	0	0	7446	0	1848	8938	1329	633	652	2117	2686	0	3738	3238	1980	3047	1958	487								0	0			0	0	0	0	0	4123			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
6329																																																										0	6539	733	0	779	779	4217	959	48484	0	48484	7151	71989	0	298	373532	0	0	0	74238	6603	1840	155904	6080	17686	34392	10516	2521	81	54123	79259	84907	50190	8052	0	0	0	0	0	0	0	0	1146	1552	0		0	0	30858	64318	33547	21080	0	0	0			898	6015																									0	0	0	0	0	0	0	0	0	0	0	0	13132	10834	15	
6972																																																										0	9909	45498	251	12844	12593	5101	0	135158	0	135158	42162	2187	0	13453	765133	0	2369	13351	28473	4254	8282	241195	1505	2984	1338	4119	4550	10718	186918	114993	167330	106545	83024	6176	0	0	0	0	0	0	0	0	6627	0		0	0	31106	166338	66402	193252	0	2369	0			393	0																									0	0	0	0	0	0	0	0	0	0	0	0	140471	301071	412	
7009																																																										0	0	0	2521	3010	489	0	0	53920	0	53920	0	185458	0	0	242388	0	0	0	0	0	0	195668	0	0	0	0	0	0	174889	20779	46721	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7045																																																										0	3873	0		0		5008	0			3122	637	11427	0	1682	70201	0	0	0	26086	395	22955	7289	57	700	3036	9503	5428	6478	2672	4639	11870	14918	5075	4344								560	11			0	0	122	1880	0	15398			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7157																																																										0	2791	208		0		2364	0			5086	0	4180	0	0	24480	0	0	0	8356	0	0	9752	765	1205	6212	151	23	0	2556	5226	6277	1258	156	398								0	0			0	0	0	0	0	1495			96			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7456																																																										0	5598	0		19		7882	0			9688	40	2023	0	0	29992	0	0	0	2190	202	0	12418	128	362	605	1094	0	0	10917	1835	4917	8386	1747	0								0	0		0	0	0	110	0	0	2240			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7634																																																										0	1886	274		17		1455	0			13090	0	4427	0	11	62082	0	0	0	17384	598	0	23079	3209	4406	7780	947	153	0	7934	8241	23145	3389	394	0								0	0			0	0	948	0	21992	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		9683		
8033																																																										0	13669	1467		715		3709	0			24803	0	6962	0	0	108573	0	0	0	22715	673	1278	55264	2766	3582	10386	5523	411	36	33335	15582	18910	14298	3179	65								0	0			0	0	7997	10619	12209	3035			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																										0	2174	0		0		7363	30			7701	0	8015	0	528	29154	0	0	0	1396	53	0	8900	0	11	2	106	539	738	12728	3357	4916	4632	1730	382								0	0			0	0	0	0	1802	122			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
8631																																																										0	101	0		60		60	0			6132	0	7482	0	0	33508	0	0	0	15402	82	0	2507	60	40	207	459	7010	7214	1280	1127	2680	5249	7168	446								0	0			0	0	0	322	3867	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9357																																																										0	0	0	0	243	243	0	0	101500	0	101500	4982	4974	0	0	305174	0	0	0	145949	619	0	222451	143976	0	355	0	606	1012	96608	11055	20287	26436	4155	675	0	0	0	0	0	0	0	0	450	0		0	0	0	0	38642	7815	0	0	0			1535	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9553																																																										0	18562	727		1129		30728	0			4286	0	1628	0	0	65066	0	0	0	5945	69	217	28849	486	834	866	3136	623	0	45426	1424	2864	5606	2970	664								0	0			0	0	1183	0	809	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9807																																																										0	0	54509	0	408	408	0	13834	95657	0	95657	89995	506	0	0	1770400	2496	0	0	408559	34469	61762	611423	45604	24187	39521	15553	103997	165059	548749	159912	166146	201996	123323	32903	0	0	0	0	0	0	0	0	167	0		0	0	243889	468518	149142	227077	0	0	0			0	9425																									0	0	0	0	0	0	0	0	0	0	0	0	107571	362408	299	
9955																																																										0	11135	0		93		9578	0			7597	842	2596	0	0	51648	0	902	0	9049	0	5401	23847	1179	1145	3862	843	764	1256	11251	12691	9713	5233	2733	458								0	13			0	0	0	2000	0	7843			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		24884		
