"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RIADG377	
680457																																																										0	16815	12759	0	320	320	18570	0	68123	0	68123	1731	7655	0	184	294045	0	0	0	32499	3405	1468	96600	5905	7817	16095	1911	96	675	60107	48226	117421	24754	8308	621	0	0	0	0	0	0	0	0	0	0		0	0	15848	38722	48881	28533	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
680747																																																										0	10051	186		0		2202	0			1631	0	5038	0	885	48909	0	396	0	11563	7	11563	32570	2180	6403	2320	524	0	0	11550	16069	6313	1441	1367	0								23	123		0	0	0	0	8700	0	8104			0			0	136																									0	0	0	0	0	0	0	0	0	0	0	0		0		
680813																																																										0	3498	7934	0	141	141	44	3380	43654	0	43654	26935	135049	0	17442	609245	0	0	11205	161591	5476	70449	45557	4025	58330	7445	8471	42827	38087	58827	60789	127794	85955	93411	13651	0	0	0	0	0	0	0	549	832	0		0	0	2401	23032	119204	61463	0	0	0			0	1653																									0	0	0	0	0	0	0	0	0	0	0	0		160883		
680952																																																										0	699	0		0		1766	0			2535	0	1624	0	18	8272	0	0	0	1461	24	0	3031	2	5	22	166	1266	0	2815	1361	1047	861	727	0								0	0			0	0	0	0	145	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
681043																																																										0	476	595		52		0	1585			19362	2224	28220	0	0	71043	0	0	0	5825	624	4204	7614	631	915	1635	2290	334	20	4676	5292	18915	23996	11466	169								0	8			0	0	1541	691	6768	4657			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
681249																																																										0	1601	190		33		1110	0			4968	0	2192	0	623	21887	2	0	0	11057	12	336	8026	306	2173	5855	2477	0	0	2266	3281	3024	2154	80	0								35	0			0	0	0	0	0	68			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
682143																																																										1000	3282	7426		278		3820	2125			37333	34225	22803	0	2326	261682	0	0	0	59649	7685	26249	41435	3335	14412	16899	12990	6886	4491	68754	18756	25694	52222	25719	8578								0	1558			0	0	4213	4861	56333	14890			0			2136	236																									0	0	0	0	0	0	0	0	0	0	0	0		41506		
682545																																																										0	1062	1886		21		40	1114			2255	5740	820	0	31	41432	0	0	0	10039	1762	3743	8797	437	1635	2892	717	1158	3120	6144	3673	10140	9378	1651	406								0	47			0	0	698	4043	11689	1299			0			1011	79																									0	0	0	0	0	0	0	0	0	0	0	0		0		
682563	4064801	123007	22716	0	3446078	74454	227457	0	101093	8381756	0	0	2895991	5697808	216372	489813	466326	912188	115400	0	614	0	0	0	0	144991	15606		160	0	0	176545													0	0	0	0	0	0	0	0	0	0	0	0	3971105	614	93696	96531	3212	123007	119795	22716		3446078	74454	3520532	166441	227457	0	101093	8381756	0	176545		338813	273402	14076		50849	16994	18595	25648	124435	100461							614			0	0			0	144991					118533	926268	724242	1326875			0			0	6588																																					0		0	
682611																																																										5001	184827	202361	0	27283	27283	23203	58042	1749323	0	1749323	547430	465707	0	245299	9826833	0	750038	75526	1306616	312973	495623	1874950	107603	148877	150188	179013	312447	380229	2153305	1401389	1776341	1675283	888411	434192	5001	0	5001	0	0	0	0	0	16559	0		4366	3798	492634	622075	909633	1965871	450036	300002	0			0	9516																									0	0	0	0	0	0	0	0	0	0	0	0	247454	1204129	1950	
682648																																																										0	7692	237		71		5894	679			14249	317	4528	0	0	60378	0	0	0	11769	1167	0	22869	1202	2772	6490	304	581	221	7165	11872	14942	9924	2414	991								45	0			0	0	801	2353	9233	2022			0			199	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
683449																																																										0	47153	64		364		16068	0			15631	1245	9852	0	3226	161821	0	402	0	20170	1235	0	72366	1206	2779	14938	1094	55	98	41642	26739	37142	22458	9286	2717								0	0			0	0	1511	540	35091	9269			0			0	15																									0	0	0	0	0	0	0	0	0	0	0	0		42951		
683814																																																										0	214	1565		40		0	0			12340	33	11282	0	2850	70405	18	243	0	25195	3018	168	3344	3	262	203	1250	11861	11140	14388	2070	5443	4787	13540	4974								0	115			0	0	1526	2360	386	9256			0			0	24																									0	0	0	0	0	0	0	0	0	0	0	0		0		
684325																																																										0	2477	706		1080		906	1674			3757	2066	1726	0	0	127710	0	0	0	47534	3613	5811	39002	4432	10927	14334	4629	640	7855	38388	12016	13695	9046	2108	1907								0	150			0	0	18068	18415	24430	2782			0			539	689																									0	0	0	0	0	0	0	0	0	0	0	0	9077	33073	0	
684455																																																										0	5262	1115		438		738	0			7914	2480	13680	0	0	117956	0	0	0	46342	1604	2454	28425	5622	2176	7976	15407	9478	5682	18384	9094	11123	19408	10808	2719								0	0			0	0	1268	4400	26165	6550			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
685023																																																										0	2102	272		0		0	0			46	1322	2578	0	1051	44387	0	0	0	24801	493	20240	742	941	9080	7022	2467	3432	1812	1973	4617	5408	3713	3300	388								0	97			0	0	0	751	5373	5501			0			0	187																									0	0	0	0	0	0	0	0	0	0	0	0		0		
685368																																																										0	6637	731		444		6316	0			17730	1960	731	0	0	98990	25	120	1272	546	0	0	20299	0	0	425	121	0	0	16843	13345	16382	13873	34507	0								255	6			0	0	0	4658	30474	28407			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
685555																																																										0	2346	948		0		6301	0			17439	4688	3282	0	1193	66196	0	0	0	6764	372	1320	18839	357	1139	107	59	429	4674	17113	10215	8479	7504	8726	4530								0	155			0	0	3799	4481	13202	1226			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
685649																																																										0	500	5990		903		8	0			43795	5974	1398	0	500	162946	0	0	20	27177	2251	16926	53874	3861	8253	9898	3627	266	757	13480	34254	32635	44672	4911	611								0	11			0	0	11431	5172	36834	21002			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	5739	26150	33	
685658																																																										0	3426	1601		0		0	4187			31626	0	12736	0	0	201861	0	0	0	35935	1080	1542	59056	4475	2974	21353	5865	1116	0	17325	39946	75883	27193	4802	30								0	122			0	0	11494	42471	44580	16790			0			1040	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
685733																																																										0	4851	882		0		9065	0			2179	0	1769	0	118	23248	0	0	0	1665	205	0	10222	60	260	661	684	0	0	6230	3672	4088	7101	492	0								0	10			0	0	225	300	1126	853			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
686271																																																										0	0	146420	0	0	0	0	43946	219754	0	219754	44502	6370	0	688	903251	474	0	0	57567	2704	12297	372615	9358	21827	9516	10192	1450	622	322987	145439	132981	118828	6280	234	0	0	0	0	0	0	0	0	9	0		0	0	63477	64080	145605	152549	0	0	0			5424	436																									0	0	0	0	0	0	0	0	0	0	0	0	83291	121090	273	
686440																																																										0	16443	2738		0		15971	0			12030	2111	2444	0	0	98341	0	0	0	22086	2198	10660	35276	2451	3402	6571	5670	732	2233	18118	12598	12673	20601	5516	4523								0	37			0	0	1386	6090	7076	7731			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		18057		
686459																																																										0	12413	458		90		2736	0			3454	728	1027	0	42	44607	0	0	0	12073	85	9699	8976	1762	6994	1709	688	336	543	6528	9138	6836	3081	2240	4711								0	0			0	0	1018	436	4737	5310			0			0	41																									0	0	0	0	0	0	0	0	0	0	0	0		18001		
686655																																																										4000	8390	4042		12377		4311	0			24286	2182	2662	0	0	155686	0	331	0	23731	1670	11482	53439	3218	4499	9256	1699	2405	2143	25519	33665	36666	16405	16649	0								0	136			0	0	436	8684	29697	28751			0			0	323																									0	0	0	0	0	0	0	0	0	0	0	0		0		
686758																																																										0	3424	0		297		9727	5			7961	0	1340	0	150	26910	0	0	0	7	0	0	11266	0	0	7	0	0	0	15063	7226	1438	1958	992	0								338	0		0	0	0	0	0	2075	1591			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
686963																																																										0	1983	4221		18		395	0			2085	0	2	0	0	70221	165	0	0	1403	76	0	9369	0	244	205	0	0	0	7414	8127	7616	7024	19493	0								11	35			0	0	1128	24894	9930	24205			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	18223	0	55	
687009																																																										0	964	101611	0	4841	4841	0	2511	166881	0	166881	141397	65355	0	0	2017035	0	120662	240	454532	82027	36928	199316	11093	6453	16395	24881	276418	110789	378221	73248	216368	285492	484192	94774	0	0	0	0	0	0	0	194	1389	0		0	0	81098	55961	334338	405785	0	120662	0			983	7170																									0	0	0	0	0	0	0	0	0	0	0	0		304363		
687054																																																										0	0	0		0		1233	0			235	0	2011	0	0	3561	45	0	0	17	0	0	3110	0	0	17	0	0	0	1306	1804	229	178	72	0								0	0			0	0	0	0	0	110			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
687250																																																										0	125	0		15		3067	0			2938	0	3547	0	0	16946	0	0	0	1884	275	0	5418	25	352	801	66	81	60	2262	2991	3396	2001	1247	1050								0	0			0	0	1239	347	3404	105			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
687474																																																										0	26249	4344		39		8799	384			24054	4150	13506	0	636	176787	0	0	0	37775	24121	8482	37170	1573	4422	12053	4228	4953	10100	20919	22062	36792	37016	11282	9790								0	240			0	0	2973	8446	18748	2707			0			36	94																									0	0	0	0	0	0	0	0	0	0	0	0		0		
687830																																																										0	5449	0		959		8505	0			4210	736	783	0	400	26992	0	387	0	1923	305	0	12839	396	175	502	754	38	0	9566	3540	6741	3342	546	199								0	0		0	0	0	0	1135	649	1551			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
687858																																																										0	0	88693	0	99	99	0	20043	67930	0	67930	9153	3426	0	0	533231	279	0	0	67457	987	7934	118894	5784	12559	16742	1828	20816	1394	150907	50218	164565	37659	44073	4592	0	0	0	0	0	0	0	0	0	0		0	0	13235	102791	63044	116695	0	0	0			2335	190																									0	0	0	0	0	0	0	0	0	0	0	0	5420	135503	65	
687951																																																										0	8445	434	0	22	22	22959	109	71177	0	71177	561	23358	0	7848	279099	0	29923	0	18599	1069	3928	96576	4423	1791	3028	7688	789	880	50719	49593	47956	77325	26514	3291	0	0	0	0	0	0	0	1458	689	1889		0	0	3713	16384	25844	46616	0	29923	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		18599		
688079	672000	76000	77000	0	2159000	0	5482000	0	0	13511000	0	0	4709000	10083000	31000	2369000	225000	631000	106000	0	425000	0	0	0	2092000	2427000	0	37000	0	0	0	101000													0	0	0	0	0	0	0	0	0	0	0	0	0	425000	0	0	0	76000	76000	77000		2159000	0	2159000	489000	5482000	0	0	13511000	0	101000		9000	174000	1000		0	0	0	0	4000	4000							425000			0	0			2092000	2427000					0	0	0	0			0			20000	4000																																								
688257																																																										0	559	1218		30		12	0			6252	0	5416	0	0	96979	110	0	0	22245	2266	21342	20300	562	11595	2411	4739	1855	611	18362	17066	19473	13275	2379	4246								0	0			0	0	4525	13304	26364	14898			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
688453																																																										0	5892	165		51		10947	0			7600	0	2133	0	0	33682	0	0	0	3982	0	0	8558	42	175	1357	2175	223	0	12760	1659	3562	8394	1619	1407								105	0			0	0	0	438	0	2369			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
688556																																																										0	12404	83		0		6422	0			4801	601	2944	0	22	45814	0	0	0	12207	260	1683	15881	2798	1829	4817	2142	621	0	7488	4690	14093	5052	1125	160								0	0			0	0	1812	0	4258	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
689209																																																										0	0	5497	0	48	48	0	129	18624	0	18624	55287	12503	0	0	804512	0	0	0	441397	26546	86136	77465	4271	15733	9374	10748	136289	259855	17356	40105	57168	67123	70971	100542	0	0	0	0	0	0	0	0	0	0		0	0	22275	24483	62003	135849	0	0	178			5857	1057																									0	0	0	0	0	0	0	0	0	0	0	0		0		
689302																																																										0	0	78795	0	82	82	0	0	142484	0	142484	26582	455	0	36591	821849	0	0	0	385848	15171	125184	86614	4294	33341	19823	73146	66321	186027	133886	58367	60851	75697	96423	10189	0	0	0	0	0	0	0	2	318	0		0	0	35165	0	63220	37136	0	0	0			0	585																									0	0	0	0	0	0	0	0	0	0	0	0		425650		
689357																																																										0	0	12336	0	0	0	0	8360	89455	0	89455	12613	1223	0	11297	311984	0	0	0	5481	2606	5481	92042	939	381	1460	2701	0	0	64020	52464	81265	89502	8790	5428	0	0	0	0	0	0	0	0	824	0		0	0	7552	11182	134885	22530	0	0	0			500	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
689740																																																										0	16218	653	376	1091	715	10724	0	12743	0	12743	15549	5323	0	7830	136929	0	0	0	22442	7130	5783	36150	1414	3416	1759	1981	6081	7019	45061	14679	22319	13504	15962	2128	0	0	0	0	0	0	0	0	243	0		0	0	2007	3571	20264	11141	0	0	0			0	493																									0	0	0	0	0	0	0	0	0	0	0	0		46027		
689759																																																										0	0	0		11		0	0			4638	986	211	0	1580	22970	0	0	1621	674	461	474	3478	0	273	228	173	0	0	4758	2261	5540	8090	1349	96								0	23			0	0	0	2794	8464	3128			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
691042																																																										0	1175	116		7		1733	0			1766	0	1808	0	517	10728	0	0	0	2333	25	0	3731	73	223	502	627	686	0	1849	1586	1734	2135	896	137								0	0			0	0	0	0	219	1029			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
691079																																																										0	0	3187	0	37	37	0	986	23212	0	23212	24059	978	0	2055	240282	397	0	919	73358	9334	7849	39259	2843	3318	4626	3717	11859	44299	31444	15550	37382	21599	24204	19592	0	0	0	0	0	0	0	1920	1568	0		0	0	5106	41594	31193	23078	0	0	0			3208	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	89658	0	
691556																																																										0	1065	0		790		0	77			25732	12119	2833	0	0	119018	0	28267	0	27269	3477	0	34687	235	600	1695	326	12422	11990	21700	22112	18595	20111	5132	3875								0	757			0	0	2640	95	9656	4318			0			0	216																									0	0	0	0	0	0	0	0	0	0	0	0		27269		
691743																																																										0	4744	0		0		32	0			1094	991	2261	0	0	31680	0	0	0	15791	0	5093	2029	194	339	6575	3055	3547	1625	1723	1365	5970	3360	1038	2408								0	0			0	0	0	875	2862	3030			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
691958																																																										0	242	2532		0		294	0			8076	60	1894	0	0	55194	0	0	0	5864	1043	0	10063	558	1157	2808	688	489	0	4951	6032	31467	6739	53	0								0	0			0	0	1342	5313	5237	23297			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		41077		
692450																																																										0	19224	537		0		6371	0			8998	1331	4625	0	0	84118	0	0	0	26628	1616	321	50787	3738	7488	14782	340	0	246	13836	25725	10714	1606	1712	3490								0	0			0	0	2671	0	0	12117			0			0	89																									0	0	0	0	0	0	0	0	0	0	0	0		25052		
692478																																																										0	2906	128		0		0	1279			8707	4360	564	0	0	128046	201	0	0	14099	3865	2121	52182	1031	3361	2312	4257	1019	1959	32692	18417	21702	24683	9223	983								0	1			0	0	4154	19037	46947	23479			0			147	0																									0	0	0	0	0	0	0	0	0	0	0	0	8552	59468	181	
692704																																																										0	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
692946																																																										0	12849	6768	0	479	479	1417	0	24836	0	24836	11949	12032	0	397	357328	0	2246	0	97569	12151	52400	96058	14015	32517	14942	9324	10893	10913	50924	62258	43004	44975	35873	10288	0	0	0	0	0	0	0	480	194	0		0	0	14635	59834	51081	48411	0	2246	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	14237	0	19	
693224																																																										362	16778	45159	0	13327	13327	655	0	117646	0	117646	135916	94085	0	16938	1586350	0	0	1685	254489	28189	104143	634292	89372	25748	42058	37356	26215	33208	309991	209181	230954	325750	146417	88216	362	0	362	0	0	0	0	17743	1375	0		0	0	46260	225116	266979	305333	0	0	0			0	1963																									0	0	0	0	0	0	0	0	0	0	0	0	39946	0	244	
693345																																																										925	64291	32632	0	5369	5369	72769	41	389175	0	389175	35529	276810	0	25308	1580906	41	2313	1278	321087	34603	168994	272534	20654	40379	83892	72550	29216	71979	259290	94216	268544	460636	128981	15276	925	0	925	0	0	0	0	937	0	0		0	0	10295	16936	23169	268799	0	2313	0			49	1269																									0	0	0	0	0	0	0	0	0	0	0	0		310831		
693662																																																										0	2745	68396	0	7681	7681	0	2204	231948	0	231948	17465	5852	0	0	945731	0	0	15329	55051	15000	9112	236553	3766	4175	16584	16009	5308	8595	143601	132298	181769	194283	198331	8220	0	0	0	0	0	0	0	0	915	0		0	0	41742	117852	196744	184340	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	536190	0	
693952																																																										0	11827	432		2133		22443	0			25666	377	5276	0	121	103092	0	535	273	6643	890	0	39269	905	735	1098	2053	903	949	26401	17179	18691	18773	11091	3953								514	243			0	0	6219	2798	10128	6847			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		70563		
694146																																																										0	3825	158		9		1309	0			484	0	321	0	7	8654	0	0	0	2446	22	0	1668	0	17	697	663	1069	0	1163	488	1512	2155	890	0								0	0			0	0	0	0	73	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1882		
694771																																																										0	110	0		6		350	0			1441	0	665	0	1	5002	0	0	74	743	0	0	1191	21	0	19	33	670	0	663	507	762	683	1617	0								0	0			0	0	103	502	178	903			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
694847																																																										0	4269	363		0		4264	0			33596	6383	7849	0	5324	164066	0	0	0	40774	1476	33164	51808	7615	23322	5613	2378	542	903	18488	37573	28211	31671	7141	0								875	206			0	0	1355	5045	37513	14774			0			326	418																									0	0	0	0	0	0	0	0	0	0	0	0		0		
694904																																																										0	0	16422368	0	18745	18745	0	0	158489	0	158489	433492	12219	0	0	27025622	8540	0	0	4241982	615463	3785870	1027392	260637	1061361	1473809	280220	239098	859304	1467735	2400451	6777777	7622693	2086821	1928422	0	0	0	0	0	0	0	0	4727	0		56166	32374	212572	413434	141060	4359611	0	0	0			27760	9059																									0	0	0	0	0	0	0	0	0	0	0	0		9272659		
695134																																																										0	374	21832	0	97	97	0	11667	26336	0	26336	3927	1061	0	0	222670	153	0	26336	49545	1346	34160	72785	3976	24820	12187	4235	1799	429	30774	53265	29118	36324	3182	4431	0	0	0	0	0	0	0	0	506	0		0	0	2994	66094	18284	30427	0	0	0			2616	493																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
695349																																																										0	16469	289		19		7228	1079			8378	5470	3427	0	1503	129547	0	0	0	24626	5519	1252	27160	2543	2844	7270	7762	1263	2607	9652	12597	30426	34776	15623	469								0	2			0	0	1573	9501	40063	5480			0			1762	454																									0	0	0	0	0	0	0	0	0	0	0	0		20603		
695648																																																										0	1186	0		0		1252	0			1504	0	507	0	48	8597	0	0	0	3648	123	0	2043	0	565	1033	2050	0	0	324	1209	1228	2128	60	0								0	26			0	0	0	0	0	303			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
695705																																																										0	97	658	199	268	69	0	0	39662	0	39662	42003	3159	0	1691	376765	0	36841	0	121431	5599	36812	20880	5644	18092	2921	6707	30337	52143	96962	7337	26997	74537	32490	10177	0	0	0	0	0	0	0	1196	420	0		0	0	11946	7302	85243	19249	0	36841	0			0	949																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
695732																																																										0	0	0		24		0	0			2171	0	3066	0	1701	58681	88	0	0	16392	522	1728	24729	1571	4609	7975	171	157	0	15266	8769	13770	944	174	0								0	111			0	0	1838	11738	0	21206			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
695947																																																										0	8714	0		0		3024	0			1126	0	3908	0	506	26961	0	0	0	8769	0	0	4166	49	972	4471	2448	829	0	1163	1994	4197	4226	5297	1305								0	0			0	0	0	0	914	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
696047																																																										0	4794	0		100		688	0			2101	556	5483	0	0	52475	46	0	577	29148	2018	3125	10451	578	2112	4555	6855	11972	2529	1829	6247	3766	4351	4802	1651								0	0			0	0	2301	1526	283	3523			0			77	907																									0	0	0	0	0	0	0	0	0	0	0	0		0		
696168																																																										0	0	5582		0		0	489			819	0	154698	0	0	178961	0	0	0	3779	790	524	3142	0	219	598	1043	475	1444	746	2249	32390	89174	48470	307								0	0			0	0	0	0	0	13293			0			643	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
696430																																																										0	0	14557	0	381	381	0	74	62356	0	62356	34767	15313	0	3086	483826	59	1816	0	91770	4628	31028	146402	11505	14930	24275	16213	6531	9935	118124	47349	81165	80055	33551	36	0	0	0	0	0	0	0	0	201	0		0	0	5117	66630	86551	96712	0	1816	0			29	4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165184	0	
696551																																																										0	3782	883		73		8867	299			4765	0	2346	0	767	34275	0	1382	0	2651	471	0	6638	383	442	414	927	297	0	10951	806	6088	8719	2397	2113								265	0			0	0	0	921	5476	1626			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
696645																																																										0	7610	901		66		3814	0			11379	1604	2924	0	52	53131	0	0	0	19157	111	691	12689	297	218	603	819	5781	10948	7597	4577	4939	6527	7951	2383								0	0			0	0	25	1520	1277	2691			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
697035																																																										0	7349	0		0		512	0			2061	0	3468	0	0	23394	0	0	0	3463	243	0	5895	109	794	869	1605	37	0	3940	2866	4421	7126	931	0								0	0		0	0	0	0	1542	4756	0			0			21	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
697147																																																										0	1171	1758		34		1010	0			32493	6459	3715	0	472	199134	0	0	0	107109	3681	38353	15315	1333	4195	15382	13946	20109	51217	23651	4980	11955	28951	11886	9771								0	13			0	0	2471	2070	21537	15141			0			167	162																									0	0	0	0	0	0	0	0	0	0	0	0		66737		
697156																																																										491	28441	3155		0		9181	1138			8652	738	3213	0	0	98227	0	0	0	15015	1537	15015	25961	582	3789	8214	1667	252	0	15387	26719	29323	4081	7214	81								0	0			0	0	1522	836	12987	12459			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		32880		
697231																																																										0	77	8321	0	405	405	0	256	9543	0	9543	16287	2841	0	1362	181402	7	5	0	51252	2037	7622	35062	9302	7099	5359	1469	5431	16709	13593	24003	31057	8010	28077	15213	0	0	0	0	0	0	0	4433	490	0		0	0	2033	35328	24287	22708	0	5	0			0	4911																									0	0	0	0	0	0	0	0	0	0	0	0		0		
697633	28835169	224455	50423	11971	8697331	306670	2905991	0	1119987	42777077	0	326543	12635334	22004034	2139289	3996061	3007180	1900596	1040012	0	45000	0	0	623	487301	104127	220880	0	2208727	1396382	0	0	0	0	0	0	0	0	0	0	0	0	47396	45596	3549731	4412544	656631	1868290	2285959	310670	41220	45354	3229	99885	103551	3014	7923354	45623	172749	2089771	17885	224455	206570	50423		8697331	306670	9004001	2768350	2905991	0	1119987	42777077	0	0		6756388	659285	4066660		411930	961270	1251620	1317093	1047830	1606101							45000			0	623			487301	104127					759276	8152139	3094445	4382766			206488			24617	160128	0	0	0	47394	2	0	0	0	0	0	0	0	0	0	0	45594	2	0	0	0	0	0	0	0													1418406		9658	
697754																																																										0	296	19264	206	20107	19901	0	5737	180747	0	180747	34367	5626	0	4288	623559	1026	0	0	41604	8520	25002	280359	12625	13910	10150	3495	486	91	133229	159416	108538	100804	49929	1810	0	0	0	0	0	0	0	0	1022	0		0	0	18520	88096	70845	131283	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	8626	0	109	
697763																																																										0	66240	73157	0	12345	12345	113499	0	438379	0	438379	64038	520734	0	176258	3056389	0	11463	0	387598	2120	331850	560482	25949	144842	101296	47605	19859	41850	495017	91272	399614	547626	963251	73198	0	0	0	0	0	0	0	0	10892	0		87857	43196	22579	50037	276374	830676	0	11463	0			0	6845																									0	0	0	0	0	0	0	0	0	0	0	0		196377		
697950																																																										0	593	211		15		586	0			3566	0	3928	0	0	24227	0	0	85	10738	167	468	7496	1060	767	1777	837	6297	0	2103	3566	3987	2776	762	266								0	0			0	0	283	205	2430	1505			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
697978																																																										0	0	0	0	0	0	0	5552	126576	0	126576	18900	1607	0	0	624064	0	0	9032	115460	6233	9985	171650	892	1187	3738	6724	27351	75229	119235	85648	85204	101071	64003	34616	0	0	0	0	0	0	0	0	0	0		0	0	3084	92606	131028	128570	0	0	0			394	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
698144																																																										0	5591	2640	0	340	340	510	1875	40449	0	40449	829	57965	0	3889	344696	0	0	255	109651	17067	87376	50281	3920	7070	21782	18880	26161	31138	50214	32488	27915	35259	47837	41135	0	0	0	0	0	0	0	0	1384	0		0	0	10775	21497	50754	21355	0	0	0			0	410																									0	0	0	0	0	0	0	0	0	0	0	0		109651		
698322																																																										0	1233	717	0	4762	4762	115	846	28640	0	28640	29971	5602	0	175	247963	0	0	2231	45331	1160	6251	68972	3308	7713	7584	14148	7735	1846	52667	36646	50284	40826	11400	2997	0	0	0	0	0	0	0	0	318	0		0	0	12529	41118	42157	34135	0	0	0			0	675																									0	0	0	0	0	0	0	0	0	0	0	0	2204	40850	28	
698546																																																										0	6187	667		42		2586	0			5567	335	5071	0	381	59022	0	0	0	25679	600	331	10349	419	1075	10776	4480	8811	0	3811	5470	11273	7150	4892	655								0	0			0	0	912	102	10852	41			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
