"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
2938	12231	0	6200	55056	0	59090	0	0	0	0	30000	0	155058	0	19326	42137		19633	81057	5286	16696	19897	0	30000	6280	10416	2231	706	3562	16335	11586	10654	51899	135632	991	100	
2956	5431	57	565	8218	0	21331	0	0	0	0	0	0	80209	0	10383	14559		41323	18896	5891	31549	12831	0	0	8639	22910	5971	3803	5539	7292	1225	503	20709	69826	0	0	
3252	9726	70	619	13884	0	26877	0	0	0	0	0	0	50378	0	4162	13923		18079	8650	4707	13728	11579	0	0	3820	9908	3622	728	8408	3171	2245	100	26188	46216	0	0	
3458	1273	0	1816	2361	0	6360	0	0	0	0	0	0	13048	0	2304	3695		6512	1568	417	4512	3117	0	0	1704	2808	1557	443	1490	1627	378	200	4544	10744	0	0	
3506	116595	35	1075	124024	0	213441	0	0	0	0	0	0	973643	0	50469	18878		263404	574766	35368	243598	2777	0	0	89757	153841	17286	2520	12882	5819	177	0	191231	923174	21100	0	
3579	29330	9	31108	29843	0	89541	0	0	0	0	0	0	168710	0	4062	38776		82817	17787	16902	56451	25082	0	0	16883	39568	21879	4487	6785	18297	9608	4086	58424	152264	0	12384	
3720	19215	0	5312	16622	0	55441	0	0	0	0	0	0	66383	0	1591	15503		30529	1136	4620	25324	12570	0	0	8499	16825	5171	34	3112	9458	2933	0	50129	64792	0	0	
3953	5734	49	2479	17553	0	25306	0	0	0	0	0	0	44661	0	3540	8588		15006	15333	422	12901	7869	0	0	5193	8130	1516	167	4720	3149	719	0	22778	41121	0	0	
4138	25049	13	233	18922	0	31010	0	0	0	0	0	0	117817	0	5018	25017		43245	24506	9543	40209	23221	0	0	18469	21740	2067	969	9776	13446	895	900	30764	112799	0	0	
4147	11268	0	1058	13692	0	26748	0	0	0	0	1960	0	56886	0	3140	6562		22363	16692	5593	16500	5426	0	1960	4161	12339	5862	0	403	5023	1136	0	25690	53746	0	0	
4156	7216	0	5999	14150	0	31044	0	0	0	0	0	0	61136	0	6918	11091		27328	15501	5271	16889	8140	0	0	5663	11226	6231	4208	5367	2773	1198	1753	25045	54218	0	0	
4231	12689	3	5802	13205	0	23304	0	0	0	0	0	0	66344	0	9722	24201		20831	8622	8539	15670	17875	0	0	4234	11436	4071	1090	3536	14405	5341	919	17499	56622	0	0	
4437	88867	10	514	19170	0	42824	0	0	0	0	0	0	113900	0	4792	5023		19992	18	7414	11688	1896	0	0	4545	7143	6983	1321	427	1469	2194	933	42300	109108	0	0	
4745	955	0	1295	833	0	2430	0	0	0	0	0	0	6352	0	1207	828		3806	763	1195	2982	828	0	0	586	2396	788	36	728	100	0	0	1135	5145	0	0	
4839	34718	4	95	35015	0	40268	0	0	0	17016	17016	0	136732	0	4200	47804		43713	10497	8252	34787	28440	0	0	13197	21590	5240	3686	8131	20309	10135	9229	40169	132136	0	396	
5005	71558	14	1451	30209	0	49205	0	0	0	0	0	0	194996	0	1321	29374		76800	17264	17910	46889	18599	0	0	10830	36059	27275	2636	3364	15235	8854	1921	47740	193675	0	0	
5050	4739	15	2501	11121	0	20725	0	0	0	0	0	0	55180	0	7455	11286		19285	19870	5681	11428	9208	0	0	3003	8514	5116	2652	3801	5407	1540	538	18039	47426	170	299	
5069	43442	5	0	9343	0	11808	0	0	68037	33516	101553	0	272462	0	15083	103489		121182	4349	422	100294	96933	52000	30416	33583	66711	20415	473	36522	60411	6456	100	11704	212591	99	44788	
5135	13516	0	9379	20203	0	43420	0	0	0	0	0	0	114845	0	8539	41439		43793	16099	9563	41164	38999	0	0	14339	26825	2488	141	13342	25657	1190	1250	34041	99083	0	7223	
5210	128165	67	24747	74495	0	188062	0	0	0	0	0	0	480146	0	6459	42994		189402	119586	43272	110219	24155	0	0	40547	70599	57868	20388	16182	8295	10507	8010	163248	473687	0	0	
5247	232913	0	3105	74152	0	93474	0	0	0	0	0	0	791115	0	11987	39517		176384	342301	41655	128642	31069	0	0	42392	87315	29905	16772	12717	18577	3836	4387	90369	779128	0	0	
5274	5337	0	238	10247	0	13235	0	0	0	0	0	0	70041	0	5130	9197		35726	19781	5658	16227	5722	0	0	3431	12797	11817	7681	387	5335	2225	1250	12997	64911	0	0	
5331	24130	9	501	43641	0	64571	0	0	0	0	0	0	132645	0	0	12529		29990	65996	7564	19344	9373	0	0	8147	11197	5401	5245	5689	3684	861	2295	64061	132645	0	0	
5461	35845	37	291	117440	0	153854	0	0	0	0	0	0	155161	0	9546	32695		20964	65657	7852	17616	29895	0	0	9215	9856	1451	442	17171	13043	352	2129	153444	145615	82	0	
5751	4673	6	1734	5374	0	14425	0	0	0	0	0	0	61672	0	22688	8134		11585	37280	4331	9194	5616	0	0	3657	5537	2263	128	1720	3896	2415	102	12685	38984	0	0	
6039	5557	0	3103	9052	0	18413	0	0	0	0	0	0	49426	0	1843	13705		25598	4566	7914	24462	12612	0	0	7335	17127	1106	30	6211	6401	1093	0	15277	47577	33	6	
6057	850	0	315	953	0	2760	0	0	0	0	0	0	10301	0	2263	535		8295	621	453	5515	335	0	0	2396	3346	2125	428	230	105	200	0	2445	8038	0	0	
6141	1829	7	1520	8032	0	16773	0	0	0	0	0	0	13750	0	1974	4357		6644	920	1087	5496	3829	0	0	2959	2537	841	307	922	2907	528	0	15246	11776	0	0	
6329	11344	5	19164	45589	0	84012	0	0	0	0	0	0	127457	5	8334	45115		50266	20732	9696	47772	38304	0	0	26229	21543	1861	633	17606	20698	6016	795	64843	119118	0	0	
6972	74340	79	17122	137651	0	196613	0	0	0	0	0	0	379819	0	3774	30964		96650	177865	36391	76034	26356	0	0	27939	48095	17947	2669	9947	16409	3564	1044	178627	376045	785	0	
7009	0	25	4	53435	0	53435	0	0	0	0	0	0	341158	0	0	0		0	341158	26	0	0	0	0	0	0	0	0	0	0	0	0	53406	341158	0	0	
7045	9987	4	19493	11861	0	40884	0	0	0	0	0	0	49301	0	3160	5865		24111	9338	4552	8531	2250	0	0	2646	5885	10346	5234	1102	1148	1118	2497	21387	46141	0	0	
7157	1687	0	247	3044	0	5936	0	0	0	0	0	0	21672	0	1621	2833		12463	4689	2318	10740	2495	0	0	3229	7511	1723	0	1371	1124	338	0	5689	20051	0	0	
7166	123514	69	1935	71195	0	80337	0	0	0	0	26500	0	401029	0	4628	120479		60525	96511	6656	39595	91543	0	22500	16961	22634	20104	826	55046	36497	28021	915	78333	388401	0	8000	
7456	4685	8	2684	5712	0	11518	0	0	0	0	0	0	22994	0	2219	2502		14517	1290	1947	11430	1796	0	0	2610	8820	3042	45	1154	1245	103	0	8823	20775	3	0	
7634	3600	8	1041	5737	0	9287	0	0	396	0	396	0	23263	0	548	6554		12024	1085	1632	9577	5291	99	0	2440	7137	1823	624	1348	3943	663	600	7947	22715	291	0	
8033	6977	3	1108	9737	0	15893	0	0	0	0	0	0	26691	0	2796	6877		12211	626	1563	9611	5217	0	0	3945	5666	1080	1520	2307	2910	958	702	14782	23895	0	0	
8417	0	0	0	354399	0	354399	0	0	0	0	0	0	63938	0	0	0		0	63938	3076	0	0	0	0	0	0	0	0	0	0	0	0	354399	63938	0	0	
8462	312	6	3060	12832	0	28228	0	0	0	0	0	0	33299	0	4201	18699		11491	2797	2269	10505	18699	0	0	6329	4672	490	0	12161	6538	0	0	25162	29098	0	0	
8547	27002	0	15022	19618	0	40591	0	0	297	300	597	0	151631	0	4219	16550		74593	33486	13730	51040	12606	297	200	17079	33961	18510	5045	6720	5886	2906	1038	25569	147412	0	0	
8631	11161	0	1005	7404	0	13282	0	0	0	0	0	0	27466	0	207	2985		10369	2951	2721	6020	1528	0	0	3313	2707	3520	829	554	974	1275	182	12277	27259	0	0	
9357	103186	56	0	17919	0	24893	0	0	0	0	0	0	246405	3400	0	4193		1383	137643	1703	882	3739	0	0	1000	375	8	0	3731	462	0	0	24837	243005	0	0	
9553	0	2	2203	5413	0	13910	0	0	0	0	0	0	33049	0	3383	7615		21838	3596	5699	19931	7215	0	0	9168	10763	1907	0	2632	4583	400	0	11705	29566	0	100	
9807	254173	29	10645	50605	0	112425	0	0	0	0	0	0	1450228	0	289015	187131		98352	910572	78103	78744	181212	0	0	26724	52020	17781	1827	137083	44129	5167	752	101751	1161213	0	0	
9955	5504	0	2946	7490	0	22823	0	0	0	0	0	0	47471	1	15616	12296		17545	12126	2860	13958	10523	0	0	4547	9447	2927	624	4279	6244	1673	100	19877	31854	0	0	
10157	4840	0	1496	8463	0	15571	0	0	0	0	0	0	41094	0	7376	7148		21586	7520	2421	17041	5848	0	0	4178	12863	2921	1624	3786	2062	400	900	14075	33718	0	0	
10250	0	33	6142	40664	0	79694	0	0	0	0	0	0	171392	0	10394	42555		91628	37209	30193	37772	20120	0	0	10638	27134	34926	18930	5327	14794	12689	9745	73519	160998	0	0	
10849	49735	451	1580	8815	0	15361	0	0	0	0	0	0	160408	687	28238	45334		52627	12712	5364	38784	38174	0	0	10461	28323	13549	294	13360	24814	6800	360	13330	131483	0	0	
10858	99312	76	5692	10916	0	14508	0	0	0	0	0	0	310529	0	32746	74127		118080	19010	8832	69944	50667	0	0	18561	51383	40566	7570	24976	25691	22515	945	8740	262783	0	15000	
11145	16562	0	14002	17188	0	40822	0	0	0	0	0	0	69249	0	9319	7320		22713	22654	3678	11643	2657	0	0	4748	6895	8440	2630	913	1744	4446	217	26570	59830	250	100	
11640	6787	8	21510	35532	0	77924	0	0	0	0	0	0	85771	0	24657	35712		32070	11202	6007	22603	30415	0	0	9231	13472	3834	5533	5720	24695	3545	1752	56291	61114	115	0	
11837	4592	2	7063	4896	0	19807	0	0	792	0	792	0	48539	2	1154	12981		25481	5485	4722	12290	4482	0	0	4048	8242	6225	6966	1376	3106	2003	6496	12742	47383	0	0	
12030	10189	12	2616	19116	0	32079	0	0	0	0	0	0	146297	0	3725	49000		82130	4978	12653	72365	39148	0	0	29268	43097	5447	4318	18255	20893	5489	4363	29451	141250	0	1322	
12058	6102	35	1462	11124	0	17982	0	0	0	0	0	0	75436	0	10096	13044		34917	21373	4302	23003	10501	0	0	8375	14628	8510	3404	3351	7150	1887	656	16485	65340	0	0	
12142	20326	0	10614	24426	0	55904	0	0	0	0	0	0	103717	0	19416	48682		28220	6489	9567	21219	45189	0	0	13806	13137	1273	4	35176	13506	0	0	45290	84301	0	0	
12245	16684	0	1984	15584	0	21049	0	0	0	0	2000	0	58338	0	7264	14411		18702	8541	4703	14786	13712	0	2000	4084	10721	3657	240	5199	8513	699	0	19065	51074	0	0	
12311	2857571	0	176179	2538514	243	2839953	0	0	0	821150	1661150	0	16320586	0	580863	2510231		2984527	7968257	587827	936970	1098084	0	840000	299712	637258	1327718	719839	486239	611845	684582	727565	2636814	15739723	26717	0	
12647	6319	0	360	8574	0	12328	0	0	891	0	891	0	37470	0	2727	5414		16191	9546	5343	8807	3678	0	0	1672	7135	7384	0	1123	2556	1735	0	11968	34743	0	0	
12656	855	0	394	1295	0	2723	0	0	0	0	0	0	5283	0	1357	657		2615	1156	261	2448	657	0	0	906	1542	167	0	354	303	0	0	2329	3926	0	0	
12937	10582	0	0	29172	0	41612	0	0	0	0	0	0	77539	0	0	30262		13985	22710	4818	13031	29278	0	0	2888	10328	769	0	20669	8609	984	0	41612	77539	0	0	
12946	16625	19	7516	20312	0	34161	0	0	1544	0	1544	0	304771	0	36895	93836		113861	80449	21136	84392	78118	1544	0	41209	55436	12703	4513	44953	39615	6519	2749	26626	266966	0	910	
12955	7813	5	1430	15321	0	24837	0	0	0	0	0	0	52558	0	10795	11181		16476	17088	4955	10675	8824	0	0	3201	7474	5653	148	2747	6077	2057	300	23402	41763	0	0	
13037	18245	6	900	14945	0	24659	0	0	0	0	0	0	76544	0	161	8915		37237	12146	5340	25457	6777	0	0	8004	17453	8643	3137	2953	3824	1308	830	23753	76383	0	0	
13103	197853	42	5835	30438	0	83718	0	0	0	0	0	0	575449	0	13317	40385		146432	190779	43533	115329	32316	0	0	37831	77498	27668	3435	10383	21933	6910	1159	77762	561213	79	919	
13251	3532	0	197	2923	0	4964	0	0	0	0	0	0	24989	0	1471	1355		11612	8490	2431	10249	1293	0	0	2544	7705	1363	0	505	850	0	0	4767	23518	0	0	
13309	281308	18	6804	163346	0	201258	0	0	0	169780	169780	0	1352682	0	192227	288856		374073	408446	93938	236023	96094	0	20000	80058	155965	109615	28435	28376	67718	151315	41446	194415	1154706	21	5749	
13457	2386	0	455	1572	0	4240	0	0	0	0	0	0	10808	0	1085	708		4977	2737	1101	4353	708	0	0	1471	2882	624	0	0	708	0	0	3785	9723	0	0	
14052	9355	4	2226	11748	0	17697	0	0	0	0	0	0	40013	0	482	9681		13897	7080	2299	12379	8564	0	0	4661	7722	1506	8	3279	5402	1000	0	14262	39531	1205	0	
14155	5544	4	1332	9229	0	20007	0	0	0	0	0	0	49929	0	7983	6469		21667	16249	3920	14772	4633	0	0	4981	9793	3839	3054	2424	2209	976	860	18671	41946	0	0	
14258	19244	252	8620	105214	0	138910	0	0	5443	13166	18609	0	348516	0	14198	67204		44362	217706	21136	27428	40212	2869	100	13643	16287	11971	2461	22941	18943	17548	7772	130005	334318	33	0	
14409	9252235	301	312825	1504410	0	2194371	0	0	0	0	0	0	20029790	0	1076090	2228483		2614792	5934280	593689	1884714	1703552	0	0	735148	1149566	637443	92635	724459	979093	462755	62176	1874743	18953700	6502	0	
14454	2665	0	311	2396	0	4206	0	0	6803	3997	10800	0	28662	0	1578	6771		14191	5035	1147	9923	5471	4554	2997	4027	5896	3252	1016	4226	1245	1000	300	3895	20962	0	6122	
14650	4232	0	2327	6455	0	11603	0	0	0	0	0	0	12705	0	859	1777		5948	748	1474	5001	1677	0	0	3059	2353	500	36	750	927	0	100	9276	11846	0	0	
14753	4825	0	157	4882	0	6879	0	0	0	0	0	0	17872	0	1350	3049		9998	0	2940	8479	2506	0	0	4835	4926	237	0	1515	1109	425	0	6722	16522	0	0	
14865	11557	26	4417	19367	0	45033	0	0	62	0	62	0	92340	0	13819	19955		30240	30588	4541	20519	16938	62	0	9765	12150	6227	2098	13541	3684	2225	505	40590	78521	0	0	
14940	26493	69	215	9685	0	11939	0	0	0	0	0	0	107592	0	3178	15085		22769	43246	8980	16228	13034	0	0	6392	9836	5707	834	3752	9282	1439	612	11655	104414	0	0	
15536	161571	13	813	98534	0	121745	0	0	31486	38990	70476	0	821351	0	6227	152871		339072	167837	69162	317270	150016	31486	38990	84414	232856	21602	200	39683	110333	2753	102	120810	783979	109	31145	
16337	43960	132	6993	63052	0	99407	0	0	0	0	0	0	172172	0	7490	51314		66834	10064	19466	51360	42956	0	0	28030	28447	10089	268	19202	25797	6095	220	92129	163982	153	700	
16458	48636	22	579	14952	0	21644	0	0	0	0	0	0	132883	0	4801	13109		27641	43497	8358	15863	6831	0	0	5228	10636	11116	661	2368	4463	6006	272	20886	128082	157	0	
16551	13017	30	939	9674	0	16202	0	0	0	14238	14238	0	69744	0	3257	25050		26733	4945	7837	17180	10044	0	1661	10648	9584	5313	1188	5306	6144	9678	3923	15233	66487	0	0	
16748	6114	0	765	6979	0	10429	0	0	0	0	0	0	27848	0	845	2446		16854	2434	3304	6999	1430	0	0	6198	5186	3846	1624	1126	533	787	0	9664	27003	0	0	
16944	6771	0	1042	3797	0	9853	0	0	0	0	0	0	14059	0	453	329		5082	1877	910	3421	329	0	0	1686	1788	1608	0	229	100	0	0	8811	13606	0	0	
16953	3600	0	810	4717	0	8643	0	0	0	0	0	0	17834	0	1349	1944		9259	3031	504	5631	1444	0	0	2079	3552	3628	0	744	700	500	0	7833	16485	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	106150	0	13906	88988		17011	151	0	17011	88988	0	0	16951	60	0	0	88788	200	0	0	0	92244	0	0	
17147	187422	53	18648	56296	0	71467	0	0	27220	0	27220	0	568706	0	87255	110422		146680	124183	29771	81243	101091	0	0	31720	49523	31100	34338	88028	13063	6602	2729	42529	481451	10237	0	
17259	18982	11	64	4470	0	8407	0	0	0	0	0	0	40485	0	2898	4621		15828	1053	3967	7633	1687	0	0	2193	5440	7192	1003	210	1477	2124	810	8332	37587	0	0	
17464	34039	234	18008	178366	0	217327	0	0	0	0	0	0	548623	0	50683	19551		31754	463280	8907	23472	13015	0	0	10631	12841	7594	688	7162	5853	4982	1553	199085	497940	0	0	
17549	46794	8	5222	38703	0	54514	0	0	16402	12103	28505	0	167886	0	9891	45721		43509	31862	3619	41463	45119	16402	12103	16810	24653	1968	78	24833	20286	602	0	49284	147836	0	10159	
17839	8379	31	4180	25369	0	44218	0	0	0	0	0	0	97214	0	6118	28755		30759	29321	9033	20730	22199	0	0	5658	15072	5553	4476	9665	12534	3483	3073	40007	91096	0	0	
17950	26546	668	7439	16243	0	38303	0	0	0	0	0	0	73842	190	10373	14562		23773	8961	5395	18834	13766	0	0	6532	12302	4399	540	8700	5066	796	0	30196	63279	0	0	
18050	22168	26	20835	48955	0	89586	0	0	0	0	0	0	130337	0	5759	31061		55568	21540	10474	46006	24574	0	0	21158	26429	7952	28	12534	12398	6129	0	68725	124578	0	0	
18135	25629	0	0	34789	0	55961	0	0	0	0	0	0	83973	0	8000	20680		16776	20888	2519	13056	19551	0	0	5173	7883	2626	1094	7329	12222	808	321	55961	75973	0	0	
18368	16512	9	6947	29151	0	34579	0	0	0	0	0	0	370141	0	3395	31288		30674	291667	5352	28292	28832	0	0	15988	12320	2366	0	18169	10663	2456	0	27547	366746	76	0	
18377	6013	0	0	0	0	0	0	0	0	0	0	0	18482	0	23	1250		11219	0	1468	5411	527	0	0	1018	4393	5006	802	208	319	480	243	0	17564	0	895	
18827	52166	16	5810	21228	0	51230	0	0	0	0	0	0	93685	0	14740	9224		29592	2703	7420	18353	4538	0	0	7711	10978	5814	5089	2843	1695	2370	2316	45404	78945	0	0	
18836	9607	2	1634	14450	0	23994	0	0	198	0	198	0	89674	0	230	22005		46923	11139	10724	26105	9210	99	0	11972	16557	12693	5701	3398	6148	8364	4095	22358	87944	0	1500	
18854	0	0	2675	2375	0	7918	0	0	0	0	0	0	14024	0	2070	4144		8237	1643	591	7366	3940	0	0	2864	4502	800	71	1990	1951	104	100	5243	11954	0	0	
18957	5781	0	4228	3981	0	11715	0	0	0	0	0	0	34042	0	5260	10483		15184	2594	3531	10517	7206	0	0	4335	6182	3548	1119	3818	3388	2247	1030	7487	28782	0	0	
19356	7480	9	5309	14347	0	28715	0	0	0	0	0	0	40823	0	1424	5219		25949	2175	3677	18250	3500	0	0	6328	12068	6993	560	1219	2281	1517	202	22717	39299	680	100	
19730	406890	115	7068	214075	0	233629	0	0	0	0	0	0	993513	0	46390	92433		227549	266641	52064	166237	78530	0	0	64712	105835	45542	11460	50652	28351	10133	3297	226367	947123	79	0	
19936	8363	5	21204	31462	0	70576	0	0	0	0	0	0	70233	0	8362	20673		24712	16485	4220	21329	19347	0	0	5772	15575	2478	887	8369	10978	918	408	49367	61871	0	0	
19972	38520	0	0	0	0	0	0	0	0	0	0	0	38520	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38520	0	0	
20053	1874	0	549	3154	0	4898	0	0	0	0	0	0	17084	0	2699	3032		9145	3033	1713	5738	2618	0	0	2654	3503	2982	6	1819	799	414	0	4349	14385	0	0	
20147	15639	0	1069	6821	0	9684	0	0	0	0	0	0	28549	0	641	1638		11272	0	1148	4667	400	0	0	1643	3137	3511	2981	0	400	333	905	8615	27908	0	0	
20259	13008	23	5158	17173	0	30573	317	0	0	0	0	0	14255	0	1313	182		1056	9	281	788	182	0	0	949	108	0	0	182	0	0	0	25075	12942	0	0	
20370	19934	15	827	23556	0	37492	0	0	0	0	0	0	54031	0	8150	3548		15074	15475	4244	10894	3187	0	0	3661	7233	3097	1083	2167	1020	213	148	36650	45881	0	0	
20512	16016	0	1633	10362	0	17475	0	0	0	0	0	0	51527	0	344	5170		25863	4478	6243	9382	1560	0	0	2365	7017	10048	6433	385	1176	2191	1418	15842	51183	0	0	
20633	117620	103	7516	15232	0	27489	0	0	792	0	892	0	182797	0	1284	23135		35460	6582	5935	7137	4437	0	0	2786	4351	11613	16710	2814	1623	7037	11661	19822	181513	48	0	
20754	536	0	1040	829	0	3244	0	0	0	0	0	0	8368	0	809	833		5899	1099	862	4366	532	0	0	1680	2686	1130	403	200	332	101	200	2204	7559	0	0	
20839	2043	10	862	11962	0	21202	0	0	0	0	0	0	67928	0	1052	19789		36807	9289	2601	32644	17835	0	0	9127	23517	3663	500	8719	9116	1084	870	20330	53708	0	13168	
20857	2455	0	1372	8638	0	18054	0	0	0	0	0	0	37574	0	2652	2864		8199	24056	527	6885	1895	0	0	2432	4453	1125	189	807	1088	969	0	16682	34922	0	0	
20866	12095	46	2742	16023	0	93995	0	0	0	0	0	0	39808	0	0	2051		5271	20391	104	3434	1744	0	0	1696	1938	1063	574	658	1086	307	0	91207	39808	0	0	
