"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
1351																															0	0	9056	0	8833		79		4627	0			16331	0	8503	0	0	56292	0	0			0	8863	0	8311	47238	2323	5984	154	357	45	0	11172	27759	5320	1937	114	0								0	0		0	
1454																															0	2081	4584	1487	37177	0	69	69	4618	0	34182	0	34182	2038	29982	0	0	161010	354	0	0	0	0	39598	2862	3199	27869	3796	2334	1652	5524	21482	4810	36411	7779	17446	33761	25446	276	0	0	0	0	0	0	0	1473	1213	0	0	
1557																															0	36	3975	0	1342		3		7283	0			725	0	805	0	0	16780	0	0			0	2611	0	0	6727	255	112	426	1103	715	0	1123	5238	2377	4837	584	0								0	0		0	
1632																															0	34087	4876	7051	82965		1893		5504	0			52276	8658	11970	0	660	248412	0	0			0	35843	2629	7248	104548	11758	7846	10474	4482	266	707	88164	44512	50096	16885	11448	1395								0	0		0	
1669																															0	1437	131	0	5344		112		1712	45			8513	0	9829	0	100	69144	0	0			0	40389	1577	25275	7599	909	2928	3386	6514	17241	9339	3820	7905	6456	5843	4544	142								0	0		0	
1829																															0	8942	0	12570	35195		26		0	0			28054	12622	2059	0	214	184200	242	21436			0	54524	7476	0	30947	96	284	445	8365	25506	18368	29483	1084	12600	41074	43147	1769								572	752		0	
1856																															0	93	496	0	468		0		1362	0			2584	0	945	0	0	8348	0	0			0	2400	0	2062	2408	855	312	36	183	821	33	3491	484	547	803	523	87								0	0		0	
2040																															150	3415	3117	5023	1856		62		3227	482			57004	511	6539	0	236	117392	0	0			0	35248	643	2323	43962	7663	6448	17331	3038	162	0	19870	9981	39599	10716	1549	0								361	0		0	
2161																															0	1547	1252	0	6547		135		1605	0			6079	0	9828	0	0	53997	95	0			0	26698	0	19085	19944	1285	7663	4454	6596	6469	231	4857	6234	7727	6055	2415	106								401	0		0	
2376																															0	3153	0	147479	37784	0	0	0	0	0	0	0	0	5475	622	0	0	377871	0	0	0	0	0	138234	45124	9586	7291	633	1908	3430	4702	90364	36726	4289	2696	26711	36373	91213	78311	0	0	0	0	0	0	0	0	0	0	0	
2451																															0	111	4568	0	2899		3		2507	0			2304	0	577	0	0	14965	0	0			0	1996	0	1886	3048	507	1447	14	0	28	0	8625	3629	117	360	238	0								0	0		0	
2554																															0	0	920	0	0		4		1420	0			621	0	429	0	0	3620	0	0			0	226	0	0	1194	0	0	7	0	180	38	2306	119	333	229	404	0								0	0		0	
2732																															0	18653	0	72320	124739	0	226	226	0	0	79114	0	79114	8905	5788	0	0	317850	913	0	0	0	0	9018	0	4626	80186	2198	4486	1407	118	0	809	122897	48870	94908	31358	4093	7477	0	0	0	0	0	0	0	0	0	0	0	
2750																															0	174	6143	0	1904		26		15756	0			1576	0	1330	0	357	29769	0	0			0	2258	112	18	11911	211	197	892	914	9	0	10471	6821	3120	5365	1185	0								0	133		0	
2938																															0	36553	6424	7141	69150		1410		233	0			51806	9722	12116	0	0	248719	0	0			0	46423	7741	17903	106085	19971	3588	8967	12396	511	923	106339	24005	45595	22313	2599	35								0	0		0	
2956																															0	1489	20203	1456	3247		12		1729	286			1882	538	3178	0	159	58745	0	0			0	23427	1425	0	46077	6220	14293	1973	729	0	0	7402	18676	4027	4968	204	0								0	0		0	
3252																															0	240	11076	0	2320		66		25988	0			7540	0	3971	0	470	52926	93	0			0	1348	0	900	0	130	783	112	78	164	60	15065	26411	4811	2972	1034	9								0	0		0	
3458																															0	0	4059	0	510		10		679	0			1200	0	704	0	0	9624	0	547			0	1915	0	0	2681	209	401	1146	145	0	0	140	2524	3703	1201	90	50								0	0		0	
3506																															0	29557	0	6744	391617	0	1515	1515	0	0	105983	0	105983	52834	2847	0	0	884266	0	28939	28939	0	0	216825	46824	20972	52493	4300	3270	6414	17508	128218	55646	199532	20772	71595	212499	117946	39993	0	0	0	0	0	0	0	0	581	0		
3579																															0	12247	89	3693	28640	0	0	0	89	0	51480	0	51480	4790	42275	0	455	258164	17	0	0	0	0	112155	1463	77437	34831	9853	10572	7579	17280	28217	38055	56063	7778	20132	27779	29524	4724	0	0	0	0	0	0	0	0	805	0	0	
3720																															0	6497	3563	286	25842		0		1692	0			5240	2994	5056	0	628	80879	0	0			0	28765	178	2307	18067	2928	2825	5536	12374	4990	27	15940	6522	11185	13264	5203	0								0	138		0	
3953																															0	3107	8584	1566	9986		169		14607	0			17929	0	3746	0	0	68320	0	38			0	7351	1237	194	23519	976	866	4077	1281	6	0	37031	10176	7294	1658	1294	857								0	0		0	
4138																															0	9696	125	2529	21712		3961		0	1530			10228	3334	10253	0	1	115643	508	0			0	53918	338	44380	15117	1349	10210	27910	5692	6312	2445	25146	15531	11596	4528	1974	3458								0	56		0	
4147																															0	6564	163	6839	22376		158		28	0			8660	3979	2416	0	84	68159	0	0			0	15054	1099	7478	13444	477	3176	6328	4574	343	156	1841	17131	16933	14388	1644	192								654	85		0	
4156																															0	7172	6598	242	15331		240		12906	0			20526	1659	4376	0	0	82671	0	178			0	13385	58	0	28206	435	846	2276	2007	7118	659	18538	24044	12484	7904	5251	67								0	0		0	
4231																															0	1006	7742	0	12948		0		1489	0			2992	0	6976	0	170	44537	0	0			0	11214	0	55	17369	624	1953	5236	2669	629	0	8591	10992	7034	5557	1068	0								0	0		0	
4437																															0	9196	1127	844	37034		1220		72	0			31252	6512	11496	0	0	149437	169	46			0	46117	815	37482	52899	4897	8451	12628	6099	5867	7869	38840	27740	15640	9168	9692	1727								0	3875		0	
4745																															0	0	873	0	563		0		441	0			563	0	1001	0	36	4845	0	0			0	1368	0	0	1151	0	4	39	71	1254	0	718	429	833	805	692	0								0	0		0	
4839																															0	8121	0	18177	85612		631		0	0			6862	5455	3096	0	0	142784	0	0			0	12258	2445	1925	51273	2402	2031	2990	4364	372	0	40821	12114	26222	43535	7046	27								0	127		0	
5005																															0	22616	0	20657	49608	0	29	29	0	0	11816	0	11816	9037	203	0	0	191797	6	0	0	0	0	75323	2403	14228	30795	1288	5760	4022	4378	29452	30151	23180	17174	21552	29273	24854	396	0	0	0	0	0	0	0	0	111	0	0	
5050																															0	8870	0	214	7468		34		514	0			10682	121	6897	0	0	44430	0	0			0	8823	657	7929	15472	1904	5146	1533	164	76	0	7592	13836	8565	5167	234	0								150	0		0	
5069																															0	35988	1166	2474	233072	0	0	0	0	0	2420	0	2420	793	0	0	0	284032	4780	0	0	0	0	12898	0	188	109650	188	5000	4514	471	0	0	127859	28952	71441	41254	2290	1112	0	0	0	0	0	0	0	0	1	264	0	
5135																															0	2502	21905	1325	25451		138		21252	365			29708	529	9967	0	2089	143565	0	0			0	26080	2125	15631	71890	7387	9468	6045	2291	366	446	76897	26303	9837	3712	296	282								494	0		0	
5210																															0	14564	8586	26855	98167	0	795	795	1892	0	13775	0	13775	25511	10080	0	3692	422470	0	0	0	0	0	196626	20809	514	9482	23547	29885	15949	22342	69671	35213	73872	7731	34669	78101	23521	2864	0	0	0	0	0	0	0	0	1118	0	0	
5247																															0	81433	14924	11569	127281	0	364	364	260	0	79469	0	79469	70333	10146	0	7188	591408	528	0	0	0	0	147749	40575	89610	169798	68628	5292	8173	27095	12075	26486	288736	17054	31683	85439	21224	51	0	0	0	0	0	0	0	268	377	0	0	
5274																															0	581	0	0	30653		11		0	0			5179	1922	2177	0	496	69134	0	0			11	27003	937	239	10919	133	317	1501	3441	14185	6959	14952	3978	7013	13874	2092	0								0	175		0	
5331																															3249	6045	0	48593	19693		2366		0	0			9871	11178	285	0	0	118438	469	0			1793	17140	360	5462	7352	2817	2294	1902	8425	797	905	19522	4277	21918	51766	4284	0								0	127		0	
5461																															0	10669	3158	5284	96681		4725		1287	0			30095	5078	4152	0	0	166293	264	0			11206	3001	1977	432	35049	304	132	443	1314	808	0	55599	10393	24205	52733	18784	1703								0	450		0	
5751																															0	0	5762	90	2601		5		15914	546			8289	0	2427	0	385	44709	0	0			0	9019	203	5669	20671	158	1417	3957	511	2115	861	18660	7230	6268	2465	732	138								0	14		0	
6039																															0	2896	3031	0	25692		41		2482	0			14340	0	4974	0	1922	61251	41	0			0	4879	542	797	21276	811	655	2073	746	345	111	39327	5413	6354	2892	1734	0								425	68		0	
6057																															0	245	2901	0	1018		0		1397	0			1205	0	617	0	0	10731	0	0			0	3209	139	0	2379	58	564	2418	125	0	0	647	3229	2778	754	109	0								0	0		0	
6141																															0	0	1749	0	1604		39		1915	0			1147	0	3211	0	171	13474	0	0			0	3638	0	500	5616	287	341	295	2033	682	0	884	4733	1410	1722	1065	0								0	0		0	
6329																															0	11765	3950	418	35907		0		7959	0			27568	1664	41128	0	935	167825	726	0			0	33004	2540	1099	60124	3959	5102	8846	11325	3248	88	33865	29535	36677	27329	5583	1151								690	1023		0	
6972																															0	28694	298	2733	186947	0	556	556	0	7718	36014	0	36014	14842	6106	0	4729	323748	0	0	0	0	1043	40507	1770	7099	82162	27331	1524	3369	1635	4831	1557	123524	18999	57065	64688	10008	3081	0	0	0	0	0	0	0	1	551	0	0	
7009																															0	0	0	0	0	0	5436	5436	0	0	0	0	0	0	264946	0	0	270382	0	0	0	0	0	0	0	0	267358	0	0	0	0	0	0	266309	1049	3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	4179	0	6903		20		2583	0			3326	329	14264	0	179	49144	0	0			0	16883	0	12740	5865	0	455	140	504	6514	9222	2285	3125	7627	9399	3879	5943								467	11		0	
7157																															0	320	1657	135	735		2		1998	0			3710	0	3442	0	0	18599	0	0			0	6600	0	0	7283	797	1069	4503	115	116	0	2292	3165	5342	946	116	0								0	0		0	
7166																															0	129010	952	8258	190137	0	855	855	1366	0	52865	0	52865	11161	579	0	0	418202	1470	410	410	0	0	23014	283	14157	132495	4958	760	2885	3316	8886	2209	82575	86340	67729	51186	94701	13657	0	0	0	0	0	0	0	537	245	0	0	
7456																															0	35	1177	0	310		0		8182	0			5100	0	2190	0	0	17952	0	0			0	918	33	0	9935	229	0	159	498	32	0	9289	982	2089	3191	1451	32								7	0		0	
7634																															0	617	813	0	1151		156		2045	0			9237	0	3218	0	0	21460	0	0			0	3755	468	0	6884	466	1201	1200	710	178	0	2041	3176	7214	3121	1655	0								0	0		0	
8033																															0	4584	0	215	1041		158		7087	0			22291	1088	5884	0	453	49112	0	0			0	5518	793	2587	37465	1975	569	1907	997	39	39	29911	5010	4605	2915	434	107								0	0		0	
8417																															0	0	0	0	0	0	28467	28467	0	0	0	0	0	0	0	0	0	28467	0	0	0	0	0	0	0	0	28467	0	0	0	0	0	0	28467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	337	2256	0	2363		0		10530	0			5481	0	6919	0	1023	30904	0	0			0	1604	391	4	11575	84	1	96	92	460	871	15258	4305	3974	3419	2156	170								0	0		0	
8547																															0	4184	12598	706	55868	0	0	0	4994	0	20683	0	20683	9245	9501	0	983	186330	197	253	253	0	0	65016	1913	14324	34277	2244	4839	4213	3983	31689	16753	36624	8661	14932	28409	16256	14845	0	0	0	0	0	0	0	583	0	0	0	
8631																															0	657	534	0	5614		138		196	52			2821	0	6414	0	162	25503	0	0			0	8901	66	6	4326	148	37	170	289	5924	2248	3989	716	2642	4582	4332	277								0	0			
9357																															0	0	0	0	22473	0	585	585	0	0	107688	0	107688	3588	2464	0	0	296061	0	0	0	0	0	158205	844	0	176501	158196	0	9	0	0	0	116173	2003	5093	7668	2999	3597	0	0	0	0	0	0	0	0	214	0	0	
9553																															0	348	15334	0	1082		949		23818	0			4372	0	1446	0	0	51878	0	0			0	4499	30	246	20393	508	295	1123	2269	304	0	38689	992	1134	4524	2040	0								0	0		0	
9807																															0	633766	0	57459	367149	0	839	839	0	0	71921	0	71921	104373	517	0	0	1648299	5312	0	0	0	0	383022	34308	23618	542846	38038	10792	13154	21963	215179	76634	844640	14343	54733	143408	205670	2027	0	0	0	0	0	0	0	0	257	0	0	
9955																															0	110	5880	157	3871		38		11578	0			6129	1032	3701	0	0	44702	0	2818			0	9283	77	6789	12590	247	347	3106	2000	3516	65	7349	12186	5878	6384	2836	776								0	28		0	
10157																															0	0	10628	906	1257		57		14441	0			2737	0	1334	0	1137	34516	0	0			0	2019	0	327	12570	106	126	134	134	1247	272	3820	11575	2432	5900	3987	2564								0	0		0	
10250																															0	29560	394	5172	56285		182		87	0			44905	10228	28789	0	654	218316	0	0			0	25873	15045	17273	55453	2163	507	13269	8812	1020	102	53781	18931	61502	46884	10462	0								261	881		0	
10849																															0	24279	11367	13928	45887		17		7835	0			14299	0	2948	0	2452	159107	189	0			0	35259	573	19207	53223	3276	18397	9165	2895	892	634	55849	19654	28585	16607	3341	0								452	0		0	
10858																															20000	6421	16556	3876	40278	0	378	378	27020	0	56315	3	56318	5541	54587	0	1041	312716	0	0	0	0	0	9216	3511	690	159166	172	1574	1265	4005	1205	995	131444	59640	32953	64457	13723	273	20000	0	20000	0	0	0	0	67633	340	0	0	
11145																															0	2383	8	0	21214		57		124	0			4874	2582	3768	0	818	103769	0	0			0	66796	1145	7802	9463	2202	4729	5755	11443	41701	881	8307	3047	12912	7041	4758	48								0	0		0	
11640																															0	2577	15344	1912	18819		241		19793	601			25882	0	11814	0	114	112508	2	0			0	14702	1312	12046	42983	1843	4632	949	948	3621	2710	26022	30662	14996	12659	9164	4304								0	0		0	
11837																															0	20817	241	252	13212		0		293	0			15304	415	1103	0	277	59153	83	0			0	7174	0	3813	37960	1446	2003	3531	134	60	0	22428	12083	13572	399	2656	0								148	0		0	
12030																															0	9977	27934	692	52805		15776		4481	0			37043	0	6332	0	1754	191382	0	0			0	32782	1806	1039	84453	7024	7177	15859	1432	1290	0	76482	34234	29817	11061	6331	50								0	0		0	
12058																															0	7315	6308	519	9340		145		4062	312			8869	0	5595	0	12	65552	0	0			0	22246	1141	2165	18149	2053	2469	12242	3378	922	993	6817	14198	11377	7699	2593	340								0	0		0	
12142																															0	2973	4488	427	16335		0		3779	0			4281	268	15651	0	0	67918	65	0			0	18944	604	17090	13025	1179	4504	8483	3975	720	83	11846	14949	13813	6022	1877	436								233	0		0	
12245																															0	2101	409	0	20724		13		0	0			2157	0	3142	0	1476	57811	0	0			0	27703	3	1615	13930	473	1365	2981	1570	20995	0	7557	4536	7528	5096	5350	0								83	0		0	
12311	12817141	293536	31797	0	3758734	0	2401891	0	28399	21931526	1	2530280	0	210990	4261767	7184923	1241796	2479757	2529491	4461856	278072	4687	0	315	0	0	0	64747	0	0	5002	1386384	50029	195484	3146148	19416	293536	274120	31797		3758734	0	3758734	3366048	2401891	0	28399	21931526	1	2530280				3717680	955368	1672460		298810	170307	908343	949478	638796	736762							4687			315	0			0	64747			
12647																															0	4463	2798	0	5840		24		5677	0			5340	541	1408	0	62	40347	0	0			0	13544	536	0	25555	3356	5840	2997	1253	25	0	8886	11440	4512	1348	612	0								77	37		0	
12656																															0	13	547	272	389		0		901	0			449	0	700	0	0	6933	0	0			0	3662	0	3097	1056	404	2532	376	179	101	0	355	1425	921	200	370	0								0	0		0	
12937																															0	0	130	14814	35797		217		0	0			8520	19535	639	0	0	110399	69	0			0	24116	6700	0	16396	230	90	4439	15177	2480	1700	44982	3449	5808	30266	1847	0								0	0		0	
12946																															0	22997	7335	3902	77336	0	288	288	1842	168	32345	0	32345	315	18461	0	40	236000	0	0	0	0	0	67041	4036	1493	79659	2960	4114	15072	35936	8217	108	81606	27808	25067	31344	1513	112	0	0	0	0	0	0	0	0	62	1077	0	
12955																															0	16447	765	2546	32660		0		0	0			14323	1033	2144	0	270	80509	0	551			0	8166	1604	1689	34553	862	934	4610	1157	603	0	25412	9238	25934	10023	1698	0								0	0		0	
13037																															0	6544	152	60	31587		0		2	603			15944	11	4197	0	0	85310	33	0			0	25863	675	21474	19964	7498	14900	1845	61	224	273	29893	9583	7284	2366	3953	174								308	0		0	
13103																															0	36225	0	16829	168549	0	0	0	0	618	48095	0	48095	14696	2681	0	2179	460495	0	0	0	0	0	167268	3853	23654	31315	3118	6265	7851	8284	54144	87193	57813	26580	48874	107254	47395	4794	0	0	0	0	0	0	0	0	120	0	0	
13251																															0	0	1321	0	4694		0		1902	0			3725	0	3398	0	168	20516	0	0			0	5308	0	0	8556	334	855	3260	158	32	0	2378	5519	6543	682	24	0								0	0		0	
13309																															0	12029	71	21432	275644	25	132	107	745	16447	142476	0	142476	49480	247119	0	3088	1398030	0	0	0	0	38	589528	53006	71266	152650	10963	20736	13349	17915	404428	121308	239309	26775	115384	177506	208235	22744	0	0	0	0	0	0	0	0	3280	0	0	
13457																															0	0	3333	0	410		5		5314	0			1400	0	462	0	0	11534	0	83			0	513	14	15	4998	42	29	364	46	32	0	9037	1401	318	112	153	0								0	0		0	
14052																															0	2225	2885	0	12872		17		1260	0			7909	906	4004	0	176	48912	0	0			0	15214	1444	0	34529	2711	9317	2598	476	0	0	7362	15139	6422	4034	223	243								0	0		0	
14155																															0	4518	3939	0	1741		88		13537	0			17879	0	6541	0	0	69741	0	0			1300	20700	798	254	21288	1297	3432	13419	1651	558	238	7443	11942	14009	7167	5180	2079								0	0		0	
14258																															0	123676	11435	5298	135935	0	284	284	782	0	93761	0	93761	15968	6931	0	1264	525676	1971	0	0	0	3810	118321	10655	94220	196843	30428	18405	27031	33006	5765	2803	186342	52531	77552	62005	22563	1203	0	0	0	0	0	0	0	0	3337	0		
14409	8345775	30491	0	0	4273819	1508	4290903	0	1849	18347766	0	599929	0	0	1854970	7070106	844811	1254094	3181027	2186260	618468	0	0	0	0	0	765568	37924	0	8355	0	48134	0	148106	2044214	4407	30491	26084	0		4273819	1508	4275327	1808304	4290903	0	1849	18347766	0	599929				3144043	1152974	542820		55941	193076	120675	234727	1116601	1420964							0			0	0			765568	37924			
14454																															0	8677	1203	726	9421		20		2285	0			3985	116	477	0	0	33622	0	6018			0	694	0	0	12416	45	144	354	33	0	0	9905	7362	7156	5944	2231	75								0	0		0	
14650																															0	236	215	0	1092		6		479	0			1179	93	5135	0	18	17457	80	0			0	9052	32	6049	3609	739	156	7193	492	472	0	1199	1651	3791	1643	200	0								0	0			
14753																															0	51	2433	0	561		0		7370	248			1489	0	774	0	0	13840	0	0			99	1132	0	175	7170	145	408	551	14	14	0	1557	9100	713	845	0	0								0	30		0	
14865																															0	6778	12381	320	13485		115		20274	179			9974	122	3478	0	6575	79508	194	0			0	3673	801	511	34670	214	535	149	89	1664	1022	11523	25306	8325	3535	7202	19141								396	1330		0	
14940																															0	4046	0	5521	27327		328		0	0			5690	30066	8122	0	0	118993	0	0			0	27525	9583	21556	9381	387	1199	4863	8771	11078	1227	46228	1426	9807	21428	12519	60								0	785		0	
15536																															0	148464	4458	43247	537340	0	343	343	0	0	47557	0	47557	6324	2811	0	5647	954086	0	134240	134240	0	0	18844	4491	0	346939	2457	2040	1907	8136	2779	1424	284844	57598	209931	184666	169860	5394	0	0	0	0	0	0	0	0	320	0	0	
16337																															0	51447	1960	4626	57079		338		73	37			28376	1429	28432	0	1641	217738	0	0			0	38226	3272	34798	58768	2844	4419	6132	767	14171	9732	26453	43073	22736	25324	39867	21976								0	839		0	
16458																															0	8168	991	10122	42298		50		1013	0			15038	1415	3166	0	0	100417	11	232			694	16049	1752	2208	34086	834	3441	7562	2024	261	1927	25840	15340	22861	13309	6863	147								0	134		0	
16551																															0	32869	1685	668	10424		364		1163	121			8811	4241	7390	0	695	105609	0	257			456	35431	1513	6584	18300	1570	2695	10635	11530	8914	0	15328	10354	16852	17240	9613	431								0	98		0	
16748																															0	3567	281	0	2160		184		189	0			2624	4002	3003	0	0	26351	15	0			0	9724	632	5864	3569	330	1447	1598	2614	3230	424	7601	3097	2560	1880	1411	38								0	0		0	
16944																															0	122	1566	0	1683		4		460	0			724	82	1132	0	305	12250	1	0			154	6111	62	0	1401	197	21	742	2350	2797	0	1230	340	785	1878	1808	0								0	0		0	
16953																															0	0	821	0	969		6		4235	0			1973	0	1860	0	0	11103	0	0			0	1239	0	0	5994	27	20	590	602	0	0	1184	4763	1561	2103	253	0								0	0		0	
17110																															0	0	0	0	0		7152		0	0			6290	0	80487	0	0	94189	0	0			0	260	0	260	57088	260	0	0	0	0	0	93929	0	0	0	0	0								0	0		0	
