"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON6861	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
7166	0	0	0	0		0	0	0		198473	151708	660	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		30997	7369	32	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23393	10462	49	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		27615	13395	41	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
8154	0	0	0	0		0	0	0		29270	5244	20	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		192653	802903	624	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
8462	31	0	0	0		0	0	0		30329	23051	149	36	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
8547	0			0		0	0	0		82482	15485	70	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
8631	0	0	0	0		0	0	0		29964	9276	46	0	0	0	0		0		0	0			false	0	0	0	0	0	0						
8855	0	0	0	1142		0	0	0		14866	70439	95	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9115	0	0	0	0		0	0	0		625793	591765	1113	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9160	10	0	0	0		0	0	0		90517	25330	170	1	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9339	0	212	17	0		0	0	0		151852	75145	584	0	175	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9357	0	0	0	0		0	0	0		49200	151441	360	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		37449	6446	52	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9807	0	0	0	0		0	0	0		648863	546344	1613	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
9955		12	413	0		0	0	0		50059	25751	80	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		49074	12513	67	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		138531	49157	298	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
10577	0	1	0	0		0	0	0		39627	7337	46	0	0	0	0		0		0	0			false	0	0	0	0	0	0						
10849	0	0	0	0		0	0	0		91877	43931	244	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		216909	71139	402	0	0	0	0		0		0	0			false	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		64106	27173	111	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
11350	69	0	0	0		0	0	0		30145	9622	60	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		69598	57199	189	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
11837	0			0		0	0	0		35680	16521	95	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		83262	70358	154	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		68549	20204	121	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		79006	68833	184	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		49630	20250	97	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	0	0	0	0	0	0	13151035	5901932	22031	1658	0	0	0		0	0	0	0		0	false	0	41	0	0	0	0	0	0	0	0		
12357	0	0	0	0		0	0	0		20468	5338	27	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12405	0	0	0	0		0	0	0		537756	292072	879	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		25537	12701	50	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12656	0			0		0	0	0		4828	4587	8	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		50124	42086	146	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		212586	122596	482	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
12955	0	0	0	0		0	0	0		51172	22714	104	16	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		91316	20436	121	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
13103	0	0	0	1060		0	0	0		373268	122504	562	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		22323	1764	6	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	22645		0	0	0		1288771	505129	2153	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		13733	3304	21	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14052	0	4	3	0		0	0	0		34899	15170	64	0	2	4	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14155	2	0	0	0		0	0	0		44884	12647	72	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14258	8	0	0	0		0	0	0		161043	203959	669	7	0	0	0		0		0	0			false	0	0	0	0	0	0						
14409	0	0	0	416527	0	0	0	17	0	6986316	4719726	16160	0	0	0	0		0	0	0	352		0	false	0	0	0	0	0	0	0	0	0	0		
14454	0	0	0	0		0	0	0		26092	14866	122	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		19167	7873	25	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
14753	0	0	0	0		0	0	0		18009	3201	15	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		38645	24468	103	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	35		14913	8694	35	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		73777	36149	160	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
15536	0			73		0	0	0		635602	236800	1269	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
15732	0	0	0	0		0	0	0		132998	82965	361	0	0	0	0		0		18	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		111123	37482	144	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16355	0	0	0	0		0	0	0		21655	11323	56	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16458	3288	0	0	0		0	0	0		94146	44132	202	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		33441	10924	61	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		33238	5615	39	0	0	0	0		0		0	0			false	0	0	0	0	0	0						
16766	0	0	0	0		0	0	0		71313	196763	302	0	0	0	0		0		0	0			false	0	0	0	0	0	0						
16944	0	0	0	0		0	0	0		21935	3032	19	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
16953	15	0	0	0		0	0	0		20084	2520	15	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		5237	62814	114	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		330694	232290	681	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17259	0	31	0	0		0	0	0		33604	4893	28	0	0	0	0		0		0	0	0	350	true	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		207782	185842	556	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		93084	70600	319	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17642	0	0	0	0		0	0	0		25952	8621	43	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		94785	49789	212	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
17950	1	0	0	0		0	0	0		19667	18427	66	1	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		119378	46284	217	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18126	0	0	0	0		0	0	0		460936	170334	680	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		84339	25897	113	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18368	0	0	0	0		0	0	0		155822	168507	663	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		11139	422	4	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		82082	27977	111	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		69885	23575	135	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		17189	5278	21	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18863	0	0	0	0		0	0	0		151687	126523	421	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
18957	0	0	0	0		0	0	0		26769	12097	54	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		64186	14014	75	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	0		0	0	0		427453	291285	877	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		64754	45860	198	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		26904	3170	25	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	799		16359	1938	6	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		31286	4101	26	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20259	0	8	0	0		0	0	0		16246	7357	31	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		59960	29560	109	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		50292	13504	58	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		57967	20919	105	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		10010	1315	11	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		38752	17576	129	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		22222	8796	46	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
20866	165			0		0	0	0		42409	9873	56	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5451	1963	14	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		10836	1211	11	0			0		0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		23515	18103	75	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		50924	9202	52	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22048	121	0	0	0		0	0	0		84191	53849	316	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		118763	51287	319	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22356	0	0	0	0		0	0	0		104758	66979	213	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		60999	11848	64	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		28405	10675	57	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		25864	6415	42	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		63662	9571	62	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22860	0	0	0	0		0	0	0		299200	188219	482	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		51635	32392	231	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
22954	0	0	0	0		0	0	0		33157	6420	37	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		145567	70838	330	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		13086	4756	30	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	0		0	0	0		1523425	716351	2218	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	248121	0	0	0		
23344	0	0	0	0		0	0	0		48919	32435	107	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		39643	6930	37	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1365		0	0	4		150859	175138	503	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		70963	24880	102	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		70806	44578	248	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		46800	33325	121	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		306284	166246	725	0	0	0	0		0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	2119		0	0	15060		435313	90204	589	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	8810		0	0	10265		820658	427884	1938	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24453	0	9	64	0		0	0	0		16175	23501	44	0	23	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		14731	1581	12	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		66528	22175	162	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24855	2	0	0	0		0	0	0		6350	329	2	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		142064	61660	248	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		28164	3614	22	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
25450	0	0	0	0		0	0	0		1675730	1147585	3629	8054	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		35923	41208	207	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	0		0	0	0		83554	34342	119	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		37232	7629	58	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		172468	102854	323	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		145631	42646	253	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		14290	2280	7	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		11654	3874	19	0	0	0	0		0		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0		
