"IDRSSD"	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB528	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB613	RCONB614	RCONB616	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB645	RCONB646	RCONB647	RCONB648	RCONB649	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB674	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	
1351	58449	76643	0	0	0	0	45016	0	0	0	0	0	0	0	0	0	22	1859	0	0	0	17000	0	5227	49	499	2449	0	0	0	5491	0	0	0	0	0	0	0	0	0	0	45016	0	0	0	0	0	2628	0	0	0	0	-274	0	0	0	0	0	218	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	26799	0	53089	0	5360	0	53089	58449	
1454	145684	261019	0	0	0	0	129595	0	0	172	0	0	0	0	0	0	5913	22064	0	0	0	0	0	0	1749	16218	64145	2242	500	0	25800	0	0	0	0	1677	0	0	0	322	34633	94640	0	0	0	0	0	5925	0	66	772	0	879	17804	0	17804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22197	130907	38552	100227	0	26181	19276	100227	145684	
1557	21045	34009	0	0	0	0	17970	0	0	0	0	0	0	0	0	0	138	742	0	0	0	1668	0	0	173	0	8109	427	0	0	4168	0	0	0	0	0	0	0	0	0	2912	15058	0	0	0	0	0	950	0	0	0	0	-178	0	0	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	486	0	0	0	138	14687	3339	16519	0	2937	1670	16519	21126	
1632	144730	197406	0	0	0	0	140767	0	0	0	0	0	0	0	0	0	1669	4890	0	0	0	0	0	0	610	66	42393	883	0	0	0	0	0	0	0	0	0	0	0	4014	27497	109256	0	0	0	0	0	7363	0	0	459	0	-1345	990	0	102	0	888	222	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6305	0	0	6305	0	0	0	0	1735	51858	34907	117048	0	10372	17454	117048	144874	
1669	83267	256931	0	0	0	0	61944	0	0	2581	0	0	0	0	0	0	5358	19112	0	0	3497	86658	0	0	905	23631	40045	0	0	0	10313	0	0	0	0	0	0	0	0	0	30219	31725	0	0	0	0	0	6981	0	366	1825	27	214	65	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32852	157953	30246	36553	0	31591	15123	36553	83267	
1829	133103	245925	0	0	0	0	109842	0	0	0	0	0	0	0	0	0	5486	2249	0	0	0	0	0	0	2764	27130	51376	37601	6379	0	0	0	0	0	0	0	0	0	0	607	38156	71079	0	0	0	0	0	7536	0	0	939	0	1135	111	0	0	0	111	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32616	55171	75757	84190	0	11034	37879	84190	133103	
1856	4763	8794	0	0	0	0	4025	0	0	0	0	0	0	0	0	0	121	1273	0	0	0	0	0	0	33	125	2202	210	0	0	1098	0	0	0	0	0	0	0	0	153	1091	2781	0	0	0	0	0	418	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	33	0	0	0	246	4726	1301	3232	0	945	651	3232	4828	
1959	7238	18010	0	0	0	0	5788	0	0	0	0	0	0	0	0	0	62	1388	0	0	3000	13	0	0	55	0	5830	0	0	0	900	0	0	0	0	0	0	0	0	134	125	5529	0	0	0	0	0	351	0	44	102	1	-269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3106	8367	126	5733	0	1673	63	5733	7469	
2040	91851	120001	0	0	0	0	95676	0	0	0	0	0	0	0	0	0	492	2469	0	0	0	0	348	0	441	0	6667	11920	73	0	0	0	0	0	0	294	0	0	0	1509	30239	63928	0	0	0	0	0	4641	0	0	882	0	-681	385	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	11527	42801	68145	0	2305	21401	68145	91851	
2161	50727	91555	0	0	0	0	50666	0	0	0	0	0	0	0	0	0	1231	9046	0	0	1239	0	0	0	196	279	19992	0	0	0	8265	0	0	0	0	0	0	0	0	0	20443	30223	0	0	0	0	0	2911	0	198	0	0	-304	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2947	37303	20443	33046	0	7460	10221	33046	50727	
2376	342826	634479	0	0	0	0	345809	0	68	0	0	0	0	0	0	0	1734	591	0	0	8403	82578	0	0	311	62177	79542	39955	0	0	24675	0	0	0	0	0	0	0	0	1962	185405	158442	0	0	0	0	0	18202	0	0	4056	0	-4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19362	19362	0	0	0	19362	0	0	0	0	0	0	0	0	72314	193404	225360	191950	0	38681	112680	191950	343311	
2451	8821	11325	0	0	0	0	9591	0	0	0	0	0	0	0	0	0	33	172	0	0	0	412	0	0	5	0	649	0	0	0	130	0	0	0	0	0	0	0	0	0	2813	6778	0	0	0	0	0	414	0	0	66	0	-101	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1429	2813	7127	0	287	1407	7127	8821	
2554	4449	6233	0	0	0	0	3795	0	0	0	0	0	0	0	0	0	0	364	0	0	6	14	0	0	-1	0	1024	246	0	0	150	0	0	0	0	0	0	0	0	0	92	3703	0	0	0	0	0	267	0	0	0	0	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1552	338	3970	0	310	169	3970	4449	
2732	271886	383054	0	0	0	0	273662	0	0	1971	0	0	0	0	0	0	5695	10608	0	0	17	0	0	0	991	500	77046	1102	1586	0	3100	0	0	0	0	0	0	0	0	2231	65828	205603	0	0	0	0	0	11585	1971	181	0	0	1037	3202	0	0	0	3202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6393	92985	66930	219824	0	18597	33465	219824	271886	
2750	41769	46580	0	0	0	0	39234	0	0	0	0	0	0	0	0	0	232	487	0	0	0	0	0	0	93	1597	1675	771	200	0	3005	0	0	0	0	0	0	0	0	0	3575	35659	0	0	0	0	0	3117	0	19	200	77	-698	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	60	0	0	0	1848	5367	4423	38750	0	1073	2212	38750	42035	
2938	205926	253563	0	0	0	0	196109	0	0	0	0	0	0	0	0	482	2019	6942	0	0	0	0	0	0	784	2208	29978	2698	815	0	0	0	0	0	0	0	0	0	0	0	30616	165493	0	0	0	0	0	11458	0	22	750	0	-1751	4065	0	0	0	4065	387	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	965	0	0	0	0	4249	37670	34666	181059	0	7534	17333	181059	205926	
2956	62385	113662	0	0	0	0	69062	0	0	0	0	0	0	0	0	0	0	3176	0	0	0	0	0	0	351	162	30369	0	0	10535	0	0	0	0	0	0	0	0	0	3798	24515	40749	0	0	0	0	0	3105	0	0	1647	0	-461	0	0	0	0	0	47	0	0	0	47	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	105	0	0	0	10697	38990	24515	42365	0	7798	12258	42365	62421	
3252	59241	85250	0	0	0	0	49741	0	0	0	0	0	0	0	0	0	834	2812	0	0	0	18456	100	0	8	0	3007	1158	0	0	4575	0	0	0	0	0	0	0	0	218	831	48692	0	0	0	0	0	3954	0	15	500	14	-904	131	0	0	0	131	106	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	90	0	0	0	849	29568	2103	52444	0	5914	1052	52444	59410	
3458	8937	21305	0	0	0	0	7339	0	0	0	0	0	0	0	0	0	115	3399	0	0	0	446	0	0	171	1100	6951	0	0	0	1756	0	0	0	0	0	0	0	0	0	1735	5604	0	0	0	0	0	411	0	0	305	0	-163	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1215	12857	1735	5720	0	2571	867	5720	9158	
3506	535118	782174	0	0	0	0	570371	0	61	0	0	0	0	0	0	1041	7384	11298	0	0	0	43227	277	100	1898	7885	111819	578	0	0	26850	0	0	0	0	0	0	0	0	1655	188075	380641	0	0	0	0	0	23797	0	730	3247	0	-4476	175	0	0	0	175	298	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15999	198096	188930	401034	0	39619	94465	401034	535118	
3579	130631	181301	0	0	0	0	140441	0	0	5554	0	0	0	0	0	0	1721	3761	0	0	0	0	0	0	-270	0	13142	9675	5176	0	50	0	0	0	0	0	0	0	0	0	63966	76475	0	0	0	0	0	15137	5554	0	1394	0	3877	1444	0	1444	0	0	58	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1721	19849	73641	89840	0	3970	36821	89840	130631	
3720	61206	121303	0	0	0	0	66293	0	0	0	0	0	0	0	0	0	3198	83	0	0	0	6876	874	0	128	0	39931	0	0	0	1034	0	0	0	0	105	0	0	0	8769	26481	31043	0	0	0	0	0	5705	0	0	550	653	-847	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	0	0	707	0	0	0	0	3198	57243	28838	35545	0	11447	14419	35545	61413	
3953	38173	49994	0	0	0	0	33138	0	0	0	0	0	0	0	0	0	478	2358	0	0	0	0	0	0	0	0	0	0	0	0	1215	0	0	0	10230	0	0	0	0	2020	2203	28915	0	0	0	0	0	4987	0	0	7	0	-746	0	0	0	0	0	270	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	15830	2203	34165	0	3166	1102	34165	38433	
4138	86919	148148	0	0	0	0	89189	0	0	0	0	0	0	0	0	0	1125	4811	0	0	0	0	0	0	428	3961	44558	360	3489	0	2447	0	0	0	0	0	0	0	0	0	48055	41134	0	0	0	0	0	7758	119	18	693	0	-440	0	0	0	0	0	658	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5104	52509	48415	52209	0	10502	24208	52209	86919	
4147	34360	92921	0	0	0	0	58534	0	0	0	0	0	0	0	0	0	740	1172	0	0	0	0	0	0	-1	227	21501	0	0	3730	0	0	0	0	0	0	0	0	5617	29047	3003	20867	0	0	0	0	0	6427	0	0	5720	353	-493	44	0	44	0	0	28	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10314	57484	3356	21249	0	11496	1678	21249	34423	
4156	49040	69865	0	0	0	0	48588	0	0	0	0	0	0	0	0	0	369	1979	0	0	0	0	0	0	140	0	14406	590	0	0	0	0	0	0	0	0	0	0	0	0	13271	35317	0	0	0	0	0	3929	0	0	491	0	-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	16876	13861	38755	0	3375	6930	38755	49060	
4231	45243	79669	0	0	0	0	40753	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	-707	2204	28444	4918	0	0	3381	0	0	0	0	0	0	0	0	0	13378	27375	0	0	0	0	0	2365	0	0	0	0	-1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2204	32162	18296	29740	0	6432	9148	29740	45320	
4437	86135	117203	0	0	0	0	91189	0	0	0	0	0	0	0	0	0	1998	38	0	0	0	24793	1976	0	3	0	6000	0	0	0	4596	0	0	0	0	0	0	0	0	0	34948	56241	0	0	0	0	0	4601	0	59	646	0	-648	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	631	0	0	0	0	2057	36104	37555	60137	0	7221	18777	60137	86135	
4745	5104	9177	0	0	0	0	5540	0	0	15	0	0	0	0	0	0	138	197	0	0	1505	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794	3746	0	0	0	0	0	171	15	24	31	10	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667	1825	1804	3837	0	365	902	3837	5104	
4839	131911	181128	0	0	0	0	115952	0	0	106	0	0	0	0	0	0	1770	3894	0	0	0	0	0	0	0	10166	36302	3037	2077	0	5800	0	0	0	0	0	0	0	0	0	9909	106043	0	0	0	0	0	6523	0	0	0	0	-1446	340	0	0	0	340	244	0	0	244	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2265	0	0	2265	0	0	0	0	11936	45999	15455	114983	0	9200	7728	114983	131911	
