"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIAD5413	RIAD5414	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	
7157	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	10	0	0	3						3						0			0	0	0	0	0	0			0	0	7	3	
7166	0	0	0	0	0	0	0	0	0	0	0	0	7	5		0	0	0	3	3	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	2	
7456	0	0	0	0	0	0	0	0	0	0	0	0	25	25			0	0	9	9	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	4	
8033	0	0	0	0	0	0	0	0	0	0	0	0	46	8			0	37	132	53	0	79						79						37			0	0	0	0	0	0			0	0	0	1	
8154	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	21	0	0	0						0						0			0	0	0	0	0	0			0	0	21	1	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	4	1			0	1	11	0	0	0						0						1			0	0	0	0	0	0			0	0	11	2	
8547	2	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	44	0	0	0						0						0			0	0	0	0	3	0			3	0	36	4	
8631	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	8	0	0	0															0	0	0	0	0	0			0	0	8	1	
8855	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	3	0	0	0						0						0			0	0	0	0	0	0			3	0	0	1	
9115	0	0	0	0	0	0	0	0	0	0	0	0	7	0		0	0	0	169	14	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	110	2			1	0	44	5	
9160	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
9339	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	22	0	0	0						0						0			0	0	0	0	0	0			0	0	22	8	
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
9553	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
9807	0	0	0	0	0	0	0	0	0	0	0	0	17	1		0	0	0	43	2	0	0		0	0		0	0		0	0		0	0		0	0	0	0	6	41	5			0	0	0	5	
9955	0	0	0	0	0	0	0	0	0	0	0	0	4	4			0	0	9	3	0	0						0						0			0	0	0	0	0	0			0	0	6	0	
10157	0	0	0	0	0	0	0	0	0	0	0	0	18	9			0	0	10	0	0	0						0						0			0	0	0	0	0	0			0	0	10	9	
10250	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	33	0	0	0						0						0			0	0	0	0	0	0			5	0	28	9	
10577	0	25	0	0	0	0	0	0	0	0	0	0	25	0			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
10849	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0						0			0	0	0	0	0	1			0	0	1	0	
10858	0	0	0	0	0	0	61	0	0	0	0	0	17	0		0	0	0	1536	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			1418	0	57	17	
11145	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	44	30	0	0						0						0			0	0	0	0	0	0			0	0	14	7	
11350	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	2	
11640	0	0	0	0	0	0	0	0	0	0	0	0	96	0			0	65	217	0	0	183						183						65			0	0	0	0	0	0			0	0	34	31	
11837	0	0	0	0	0	0	0	0	0	0	0	0	25	10			0	0	0	0	0	0															0	0	0	1	0	0			0	0	0	14	
12030	0	0	0	0	0	0	0	0	0	0	0	0	247	81			0	23	277	125	0	12						0						0			125	81	0	0	16	68			0	0	124	75	
12058	0	0	0	0	0	0	0	0	0	0	0	0	22	0			0	10	98	0	0	17						0						0			0	0	0	0	0	0			0	0	81	12	
12142	0	0	0	0	0	0	0	0	0	0	0	0	41	0			0	30	52	0	0	27						0						0			0	0	0	0	0	0			0	0	25	11	
12245	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	17	0	0	0						0						0			0	0	0	0	0	0			0	0	17	4	
12311	585	0	18	0	0	4	827	122	8074	1124	0	10	7556	1202	1202	0	0	1	35648	8014	0	5	8014	0	0	0	0	16	8074	0	0	0	10	0	1124	0	0	0	1595	59	130	71	0	0	0	0	16384	4963	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
12405	0	0	0	0	0	0	0	0	38	0	0	0	80	23		0	0	1	208	0	0	0		0	0		0	0		0	0		0	1		0	0	0	0	0	35	3			3	13	132	40	
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0						0			0	0	0	0	0	0			0	0	5	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	5	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
12946	0	0	0	0	0	0	0	1	0	0	0	0	126	5		0	0	0	194	7	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	85	11			0	0	102	109	
12955	0	0	0	0	0	0	0	0	0	0	0	0	55	25			0	0	126	5	0	0						0						0			0	0	0	0	0	0			0	0	121	30	
13037	0	0	0	0	0	0	0	0	0	0	0	0	15	2			0	0	3	0	0	0															0	0	0	0	0	0			1	4	2	9	
13103	0	0	0	0	0	0	0	0	0	0	0	0	32	0		0	0	0	6	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	31	0	0			0	0	6	1	
13251	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	13	
13309	0	5	0	0	0	37	1412	1	0	0	0	0	684	304		0	0	2	3226	668	0	0		0	0		0	0		0	0		0	2		0	0	0	64	0	75	3			161	39	846	293	
13457	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	13	0	0	0						0						0			0	0	0	0	0	0			0	0	13	5	
14258	0	0	0	0	0	0	0	0	0	0	0	0	19	0		0	0	0	65	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	65	19	
14409	9	50	0	0	0	0	80	33	36	105	0	0	2563	968	968	0	0	304	12584	9132	0	1227	9132	0	0	0	0	0	36	0	0	0	0	0	105	0	0	0	0	0	275	79	0	0	0	0	1825	1024	
14454	0	0	0	0	0	0	0	0	10	1	0	0	2	1			0	0	10	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14650	0	0	0	0	0	0	0	0	0	0	0	0	24	0			0	10	10	0	0	0						0						10			0	0	0	0	0	0			0	0	10	14	
14753	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14865	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	14	0	0	0						0						0			0	0	0	0	0	0			0	0	14	5	
14931	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	41	40	0	0						0						0			0	0	0	0	1	0			0	0	0	0	
15536	0	0	0	0	0	0	0	0	0	0	0	0	156	81		0	0	0	210	163	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	14	14			0	0	33	61	
15732	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	8	6	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
16337	0	0	0	0	0	0	0	0	0	0	0	0	15	1			0	0	38	0	0	0						0						0			0	0	0	0	0	0			0	0	38	14	
16355	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
16458	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	12	0	0	1						0						0			0	0	0	0	0	0			0	0	11	2	
16551	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
16748	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	5	0	0	0															0	0	0	0	0	0			0	0	5	2	
16766	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	260	260	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0	0	0			0	0	5	1	
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	55	0		0	0	18	246	62	0	33		0	0		0	0		0	0		0	0		0	0	0	0	0	27	0			0	4	124	33	
17259	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	1	1	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
17464	0	0	0	0	0	0	145	0	0	0	0	0	83	0		0	0	0	637	157	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	16	30			32	2	287	51	
17549	0	0	0	0	0	0	0	0	157	22	0	0	34	1			0	0	164	0	0	0						0						0			0	0	0	0	0	0			0	0	7	11	
17642	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	14	0	0	0						0						0			0	0	0	0	0	0			0	0	14	0	
17839	0	0	0	0	0	0	20	0	0	0	0	0	286	279			0	0	45	20	0	0						0						0			0	0	0	0	0	3			0	0	5	4	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
18050	0	0	0	0	0	0	0	0	0	0	0	0	16	11			0	0	29	6	0	0						0						0			0	0	0	0	0	0			5	0	18	5	
18126	0	0	0	0	0	0	0	0	0	0	0	0	25	0		0	0	0	74	3	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	37	11			0	0	34	14	
18135	0	0	0	0	0	0	0	0	0	0	0	0	35	0			0	0	38	0	0	0						0						0			0	0	0	0	0	0			0	0	38	35	
18368	0	0	0	0	0	0	0	0	17	18	0	0	105	83		0	0	0	72	39	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			8	0	8	4	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	2	2			0	0	41	35	0	0						0						0			0	0	0	0	0	0			0	0	6	0	
18836	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	28	0	0	0															0	0	0	0	0	0			0	0	28	16	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	123	11	0	112						112						0			0	0	0	0	0	0			0	0	0	0	
18863	0	0	0	0	0	0	0	0	0	0	0	0	25	18		0	0	0	33	25	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			8	5	0	2	
18957	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	1	9	0	0	1						0						0			0	0	0	0	0	0			3	0	5	1	
19356	0	0	0	0	0	0	0	0	0	0	0	0	18	13			0	3	7	0	0	7						0						0			0	0	0	0	0	2			0	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	2	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	2			0	0	0	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	24	17			0	0	405	68	0	0						0						0			68	17	0	0	3	1			0	0	334	6	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	4	2	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
20147	0	0	0	0	0	0	0	0	0	0	0	0	30	27			0	0	20	2	0	0						0						0			2	27	0	0	0	0			0	0	18	3	
20259	0	0	0	0	0	0	0	0	0	0	0	0	4	2			0	0	7	0	0	0						0						0			0	0	0	0	0	0			0	0	7	2	
20370	0	0	0	0	0	0	0	0	0	0	0	0	20	20			0	0	114	85	0	0						0						0			0	0	0	0	0	0			0	0	29	0	
20512	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	12	
20633	0	0	0	0	0	0	0	0	0	0	0	0	19	0			0	0	15	0	0	0						0						0			0	0	0	0	4	11			0	0	11	8	
20754	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
20839	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	2	3	3	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20857	0	0	0	0	0	0	22	0	0	0	0	0	0	0			0	0	22	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	34	0	0	0															0	0	0	0	0	0			7	0	27	17	
21256	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0															0	0	0	0	0	0			0	0	1	0	
21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	4	0	0	0						0						0			0	0	0	0	0	1			0	0	4	0	
21658	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	0	0	0	0						0						1			0	0	0	0	0	0			0	0	0	0	
22048	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	44	0	0	0						0						0			0	0	0	0	10	1			0	0	34	6	
22235	0	0	0	0	0	0	0	0	0	0	0	0	80	52			0	25	34	0	0	0						0						25			0	0	0	0	0	0			0	0	34	3	
22356	0	0	0	0	0	0	0	0	0	0	0	0	62	40			0	1	40	7	0	0						0						1			0	0	0	0	0	2			7	7	26	12	
22459	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	12	0	0	0						0						0			0	0	0	0	0	1			0	0	12	7	
22543	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	1						0						0			0	0	0	0	0	0			0	0	0	0	
22552	0	0	0	0	0	0	22	0	0	0	0	0	4	0			0	4	36	0	0	0						0						4			0	0	0	0	0	0			0	0	14	0	
22730	0	0	0	0	0	0	0	0	0	0	0	0	15	1			0	0	93	44	0	0						0						0			0	0	0	0	22	2			0	0	27	12	
22860	0	0	0	0	0	0	0	0	0	0	0	0	724	0		0	0	0	5946	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			5946	724	0	0	
22936	0	0	0	0	0	0	0	6	0	0	0	0	41	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	35	
22954	0	0	0	0	0	0	0	0	0	0	0	0	20	0			0	0	16	0	0	0						0						0			0	0	0	0	0	0			0	0	16	20	
23036	5	0	0	0	0	0	17	0	0	0	0	0	7	0			0	0	169	0	0	0						0						0			0	0	0	0	74	0			0	0	73	7	
23045	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
