"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
2732			7	314	32	4469	120	59460	238	4271	113	6226	110	20901			0	0	1	167	0	0	0	0	0	0	0	0	false	false	
2750			16	577	2	75	2	970	74	1075	2	208	1	645			22	821	9	1088	12	3539	159	4005	36	4484	15	3907	false	false	
2938			67	3752	78	10888	104	73343	399	12782	74	7458	87	50038			1	17	2	218	7	2769	7	74	0	0	1	250	false	false	
3252			20	649	10	1467	6	2915	207	5182	14	1747	1	357			43	1600	21	2942	16	4977	593	16855	45	5221	9	2290	false	false	
3458	9	53															44	1650	7	915	0	0	63	599	0	0	0	0	false	true	
3720			50	2034	29	3543	47	28200	175	3144	22	2129	12	4398			50	1433	21	2635	10	2241	60	1134	12	1292	3	843	false	false	
3953			47	1907	21	2868	32	16691	303	5749	68	5982	54	18184			47	1223	19	1286	13	2360	147	1870	37	2289	21	3218	false	false	
4138			55	2478	64	9777	44	22761	141	3693	34	4197	26	3458			2	80	3	381	1	452	0	0	0	0	0	0	false	false	
4156			60	2203	15	1875	21	10140	212	4051	39	4231	15	5758			140	4882	29	3245	6	1458	446	6546	16	1759	5	686	false	false	
4231			110	3422	33	3543	11	4657	99	1992	4	412	6	2412			151	3882	22	2789	6	1352	34	534	6	365	0	0	false	false	
4437			76	3146	63	6985	65	26390	184	3773	43	4411	24	5611			5	183	0	0	3	846	7	182	2	337	1	450	false	false	
4839			101	3827	103	15065	106	43033	174	2213	18	2508	13	3848															false	false	
5005			7	409	11	1923	41	18555	38	675	14	858	12	4378															false	false	
5069			4	252	5	801	59	36926	4	232	2	198	4	1030															false	false	
5135			52	3470	47	6304	53	20858	591	11770	51	5663	24	8808			127	4426	60	7689	37	11365	149	3171	40	4156	16	3658	false	false	
5210			141	4668	133	15845	120	48453	338	5518	36	3579	19	5576			25	708	20	2400	9	1938	67	1133	7	428	1	416	false	false	
5331			3	152	7	1295	23	13649	27	985	6	923	2	657															false	false	
5461			24	1307	60	8489	124	57508	212	6104	62	6027	57	18718			0	0	3	509	5	1542	5	231	1	100	0	0	false	false	
5751	11	92															18	649	8	1010	3	656	110	2676	33	2714	26	5877	false	true	
6039			77	2231	35	4402	21	8007	201	4585	29	3252	21	8110			36	1031	5	429	3	805	56	902	5	570	2	450	false	false	
6141	43	17													57	70													true	true	
6329			166	8260	64	9385	57	26225	965	22843	71	8925	22	10290			52	1435	12	1333	9	3160	148	3384	10	1747	1	310	false	false	
6972			8	522	21	3758	39	20471	464	19459	89	16225	120	66798			0	0	1	214	1	356	6	130	0	0	1	357	false	false	
7009			0	0	0	0	0	0	0	0	3	314	6	2473															false	false	
7045			36	1754	26	3726	13	4197	44	986	6	649	6	1074			26	987	11	1215	4	911	75	1350	15	1662	2	419	false	false	
7157			14	454	4	631	0	0	72	1398	10	1243	3	896			25	1168	7	1072	0	0	140	2156	1	8	1	214	false	false	
7456	22	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	756	6	1055	1	335	141	3944	23	3500	2	581	false	true	
7634			41	1171	17	2365	13	2894	218	3054	32	3556	38	13571	24	49													true	false	
8033			5	220	2	285	5	1839	161	3846	65	7449	33	11580			0	0	5	449	2	420	33	952	11	871	5	542	false	false	
8462			29	755	2	259	1	514	114	2327	17	2025	13	3450			16	648	8	945	1	399	73	1726	15	2372	6	1626	false	false	
8631	32	76															2	10	1	110	0	0	6	19	0	0	0	0	false	true	
9357			1	13	13	1998	41	17837	237	6156	113	10839	160	44921															false	false	
9553			3	122	6	743	0	0	43	882	14	1686	4	1430			40	1528	52	6440	24	5468	76	1566	44	3617	46	10781	false	false	
9807			32	1740	76	12211	172	84473	181	6760	50	8317	44	21564															false	false	
9955			36	898	8	1007	5	2763	134	1569	14	1808	12	5271	127	179													true	false	
10157			10	270	3	420	12	7142	59	1284	5	681	11	2815			22	807	15	1745	3	730	80	1368	17	1501	5	864	false	false	
10250			36	1587	85	13345	103	48543	780	16905	187	16942	47	32421			0	0	0	0	2	773	2	26	0	0	0	0	false	false	
10849			47	1707	39	6124	41	17126	85	1966	12	1314	13	5562			46	1995	13	2197	15	4518	73	1677	14	1280	9	2394	false	false	
10858			59	2754	40	5718	31	9262	2522	16580	111	11190	62	20451			69	3499	80	10699	21	5955	365	9320	104	10744	32	7862	false	false	
11145			133	2495	107	13331	52	25826	68	1403	4	223	1	497	3	100													true	false	
11640			75	2304	32	3965	31	10306	297	6553	43	5112	37	11944			86	2735	49	6093	22	6432	119	2649	53	5353	35	6976	false	false	
11837			16	690	6	827	17	6628	24	476	8	932	2	1073			15	571	7	989	3	681	11	118	0	0	1	286	false	false	
12030			231	12384	88	14927	80	34442	841	16223	47	6079	18	6148			248	11009	65	11987	37	6756	153	3247	7	1019	2	977	false	false	
12058	0	0	99	3203	22	2864	17	9024	195	3199	18	2221	12	5544	105	211	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
12142			39	1476	28	3197	31	12297	95	1934	19	2636	11	3218			14	438	5	528	4	1120	22	479	5	445	0	0	false	false	
12245			105	6381	62	8567	24	9333	95	1813	12	1465	0	0			0	0	2	85	2	608	2	20	0	0	0	0	false	false	
12311			4516	193315	4812	622218	5206	2016921	16997	485853	3274	353050	3030	970307			415	16464	242	26256	74	16948	623	15567	146	15635	49	12317	false	false	
12647			3	178	17	2498	11	4838	128	3351	41	5130	18	6470			16	708	7	1060	7	2537	43	1022	15	1990	5	1062	false	false	
12656	15	42													13	49													true	true	
12937			16	1037	22	3747	42	23473	51	1906	9	1363	13	7339			0	0	1	142	1	250	0	0	0	0	0	0	false	false	
12946			135	4812	86	11187	85	25066	673	11450	88	7915	40	11882			66	2267	27	2928	16	4056	48	666	3	376	4	1097	false	false	
12955			36	1847	21	3482	43	21683	130	3583	24	3701	16	5017			3	156	0	0	3	1213	0	0	0	0	0	0	false	false	
13037	63	156													5	1													true	true	
13103			69	4078	154	25573	236	111980	510	15339	105	13860	67	26870															false	false	
13251	131	710													29	330													true	true	
13457			9	161	2	237	0	0	23	365	1	190	3	1350			22	594	7	687	3	1097	135	1720	14	1171	7	1629	false	false	
14052			84	5105	22	3611	20	10230	123	2192	16	1507	8	3296	35	16													true	false	
14155	72	463													204	628													true	true	
14258			17	761	35	4199	125	58133	272	4508	83	7895	92	25884			2	69	3	314	2	480	6	117	3	370	1	493	false	false	
14454			8	430	3	339	5	856	55	1039	2	236	7	1073	10	34													true	false	
14650	29	96													14	51													true	true	
14753	14	51													41	218													true	true	
14865			50	1966	45	6382	23	8875	181	4004	27	2977	23	8642			41	2275	46	6505	30	9255	224	5661	82	9226	31	8185	false	false	
14977	0	0	2	180	1	262	1	280	0	0	0	0	0	0	104	124	90	2034	14	1162	2	388	110	5166	14	1924	4	1550	false	false	
15536			312	13478	220	38512	349	178185	345	8464	164	15067	186	43502			0	0	0	0	3	838	0	0	0	0	0	0	false	false	
16337			46	2073	66	9593	87	38199	436	9967	74	7944	67	21888			2	100	3	616	0	0	2	14	0	0	0	0	false	false	
16458			24	1046	44	5618	48	15391	223	4769	51	4986	17	5651			6	283	6	529	0	0	6	45	1	125	3	770	false	false	
16551			54	2684	37	4948	26	10747	159	4372	32	3881	13	3629			11	495	8	1093	4	1500	27	849	2	226	1	242	false	false	
16748			12	388	9	1241	2	546	56	695	3	241	4	710			10	388	14	1904	1	205	24	492	4	140	1	263	false	false	
16944	22	35															4	220	7	1152	1	372	12	126	0	0	0	0	false	true	
16953	31	153													20	336													true	true	
17110			0	0	0	0	0	0	3	103	3	433	7	6191															false	false	
17147			489	20129	293	40813	306	130884	1582	37981	378	45141	321	116060			267	10412	209	26635	94	26761	413	9960	90	9425	27	5610	false	false	
17259			25	1001	9	1148	5	1563	37	787	4	635	6	2444	113	49													true	false	
17464			192	8520	388	53995	497	220756	2519	49471	542	53332	464	129971			13	632	15	1963	8	2516	116	2785	16	1646	13	4031	false	false	
17839			70	3882	37	4635	45	29681	257	9190	29	3092	27	17628			15	1167	18	2338	10	2616	49	1265	16	1621	3	703	false	false	
17950			80	3133	73	9602	44	16539	225	4072	25	2634	11	3455	165	327													true	false	
18050			112	4485	74	10409	52	19337	485	6728	30	3285	6	1427			116	4080	27	3372	4	1375	279	3217	4	293	0	0	false	false	
18135			3	121	14	1468	11	2305	87	2841	72	9341	64	20142															false	false	
18377																	0	0	6	993	2	425	0	0	0	0	0	0	false	false	
18827			74	3360	72	8916	48	16373	140	3088	15	1439	32	9661			3	24	2	156	0	0	3	34	0	0	1	132	false	false	
18836			83	2837	20	2748	18	5070	3	138	3	308	5	1670			22	497	14	1673	3	758	0	0	1	128	0	0	false	false	
18854			21	881	21	3269	29	12790	133	3631	14	2018	17	6212			55	2274	25	3417	5	1745	76	1245	18	1808	7	1867	false	false	
18957	65	166													83	72													true	true	
19356			10	264	3	166	6	3467	7	99	9	1113	15	6084			5	77	2	112	0	0	6	173	0	0	2	440	false	false	
19730			244	10127	344	41186	470	172941	539	10454	194	17729	181	43864			29	821	18	1673	10	1762	73	1299	11	1187	4	584	false	false	
19936			321	4399	73	11890	64	29004	807	7913	32	5325	20	3960			89	1714	9	1407	12	3172	190	2095	12	1756	4	340	false	false	
19972	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	101	0	0	0	0	0	0	0	0	false	true	
20053			30	1118	11	1286	13	5059	81	3408	13	1733	5	2145			22	612	17	2279	2	607	142	4748	17	1806	4	1169	false	false	
20147			25	912	9	1261	11	4959	75	1730	6	504	3	669			60	1942	31	3698	11	4916	53	730	6	815	2	787	false	false	
20259			1	17	8	1115	14	6935	54	950	13	1347	5	1603			4	168	1	160	2	769	31	583	4	537	0	0	false	false	
20370			42	1411	33	4696	51	19419	173	4156	24	3156	13	4460															false	false	
20512	104	31													1	0													true	true	
20633			42	1526	30	3623	54	21089	93	3142	30	3110	19	6776			0	0	0	0	0	0	1	41	1	200	0	0	false	false	
20839			50	1409	45	3471	87	28767	195	3460	30	2593	17	2751			12	492	8	1092	6	1567	37	896	1	128	2	471	false	false	
20857			14	452	9	1214	10	1742	49	1003	23	2406	13	3726			28	1088	20	2481	8	1174	86	2470	46	5308	52	9048	false	false	
20866			14	661	39	6117	51	23788	83	2422	30	3690	40	11694			1	90	0	0	1	372	0	0	0	0	0	0	false	false	
21256			7	210	3	615	4	818	19	300	3	230	0	0			2	30	0	0	1	271	6	105	0	0	0	0	false	false	
21359	6	28													24	112													true	true	
21630			26	783	8	1150	11	4003	84	1711	5	574	3	467			3	134	2	214	0	0	5	152	5	574	1	295	false	false	
21658			76	3325	29	4128	13	5745	214	5498	18	1943	8	4567	219	311													true	false	
22048			35	1291	27	3520	47	22390	439	7399	54	5492	30	14804			41	87	2	255	3	447	39	979	6	259	23	8501	false	false	
22235			83	3187	62	9460	72	34668	83	1993	18	1660	18	4843			21	676	20	2720	6	1140	79	1383	13	1469	5	1380	false	false	
22356			45	2036	45	5666	32	9950	236	5010	70	6279	40	9578			38	1987	30	3317	25	7006	180	4113	74	7728	40	11867	false	false	
22459			25	1024	13	1729	14	3611	124	2262	23	2235	20	6420			37	1428	2	400	1	430	161	1945	0	0	1	425	false	false	
22543	115	97															1	46	2	432	0	0	0	0	0	0	0	0	false	true	
22552	69	152													90	339													true	true	
22730			53	1611	32	4048	18	8403	62	1409	15	1393	12	3960			3	49	1	82	0	0	0	0	0	0	0	0	false	false	
22936			82	2914	88	12284	69	31067	462	9478	54	6422	21	6569			30	926	11	1599	6	2088	55	1489	21	2311	24	6071	false	false	
22954	46	278	0	0	0	0	0	0	0	0	0	0	0	0	115	202	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
23036			122	6732	111	14302	102	42292	765	16265	73	7946	45	12598			10	410	9	870	1	388	14	354	3	202	2	551	false	false	
23045	22	17													11	1													true	true	
23241			427	15594	276	34907	243	97004	3104	51371	328	34861	283	83887			380	12636	172	18962	55	15042	679	12234	101	9709	28	5740	false	false	
23456			53	2255	31	4946	15	4502	105	2173	15	1858	14	5014			46	2035	23	3132	5	1798	58	1475	14	2015	9	4014	false	false	
23504			14	861	74	9523	176	80397	838	21427	100	10641	52	19738															false	false	
23540			23	2220	4	534	8	3154	115	5615	6	646	3	1132															false	false	
23643	201	253													25	15													true	true	
23755			34	1436	33	4356	42	19340	122	2511	20	2307	10	2821			2	102	1	160	1	338	11	152	0	0	0	0	false	false	
23812			43	1637	99	12449	175	72823	319	7535	87	8073	98	29398			0	0	2	478	2	576	1	40	0	0	0	0	false	false	
24006			13	759	51	7753	114	54337	218	5562	72	6405	78	25352															false	false	
24453			13	719	37	4712	29	12647	41	820	6	616	15	6048			0	0	1	215	0	0	1	7	0	0	0	0	false	false	
24659	43	197													25	88													true	true	
24668			37	1692	31	3901	17	7207	86	2036	22	2602	7	1999			9	221	4	583	2	670	45	824	3	333	2	843	false	false	
24855	1	20													10	90													true	true	
24949			279	10680	186	27319	146	65416	447	8459	85	9551	79	25757	41	94													true	false	
25357			39	1205	12	1964	12	9495	113	1925	8	1177	6	3429			0	0	2	111	3	1134	3	96	0	0	1	403	false	false	
25647			12	909	22	3553	22	8957	26	594	7	1010	1	811			0	0	0	0	2	471	0	0	0	0	0	0	false	false	
26149			96	3256	25	3657	14	6288	85	1395	38	3756	11	2358			11	265	7	634	0	0	4	65	1	69	0	0	false	false	
26242			112	4233	54	6737	91	47604	481	9282	21	2195	17	7028			32	1407	65	8585	2	891	22	464	18	1316	23	7007	false	false	
26457			14	388	3	702	1	608	7	120	1	103	0	0			55	1971	23	2732	10	2442	76	975	2	146	0	0	false	false	
26765			3	130	13	2333	27	13425	78	2762	23	3616	13	4329			3	89	2	257	1	338	73	2025	1	114	4	1284	false	false	
26859			20	1213	42	7722	75	39878	210	7966	55	9640	60	30192	1	21													true	false	
26916			68	2500	99	13326	122	51252	339	6354	60	5367	23	4096			5	300	6	756	7	2309	0	0	0	0	0	0	false	false	
27548			64	1949	117	6802	67	24061	427	11406	118	15209	83	31310			4	150	6	464	1	310	9	191	1	66	1	338	false	false	
27614			44	1711	49	6196	26	8869	53	1389	7	798	7	2109			3	172	10	934	0	0	1	23	0	0	0	0	false	false	
27847	100	531															328	7451	55	6454	49	15991	537	7146	0	0	0	0	false	true	
28152	34	88													100	32													true	true	
28255			30	625	13	1988	20	10426	93	1847	17	1465	16	4674			17	709	3	471	1	343	71	1036	6	528	4	1001	false	false	
28349			113	2711	37	4874	21	5731	84	1722	19	2329	21	9426	12	16													true	false	
28406			0	0	2	223	1	318	1	30	0	0	0	0															false	false	
28572	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	0	false	true	
28732			49	1807	16	2616	16	6556	36	996	19	2020	9	3193			3	115	5	453	3	849	3	107	2	300	1	250	false	false	
29104			16	488	56	7531	123	54494	184	4893	49	6098	65	23331															false	false	
29252			51	2157	50	5663	29	12394	98	1768	16	1899	12	6377	13	7													true	false	
29636			230	8674	116	14775	79	29893	988	14934	44	4271	22	7971			632	15494	102	11061	46	13919	350	3100	0	0	0	0	false	false	
29850			34	1411	12	1843	20	6463	239	2350	2	153	4	1330	3	4													true	false	
29944			21	648	14	2033	25	11892	228	6636	35	4631	32	10171			3	30	3	458	1	287	1	42	0	0	0	0	false	false	
29953			15	813	18	2789	26	16560	71	1348	8	738	15	6554			10	562	16	2145	20	8001	10	279	7	598	3	641	false	false	
30052			24	782	15	1775	4	894	32	651	10	1227	2	300			1	3	0	0	0	0	1	10	0	0	0	0	false	false	
30155			22	1260	1	68	10	3331	180	2475	15	1950	10	3714			51	1490	31	4851	25	10784	358	4531	89	11565	77	28229	false	false	
30258			219	10337	213	34418	197	97163	510	11916	86	10671	48	18918	9	16													true	false	
30418																													false	false	
30502			70	3466	124	16547	162	64074	397	9084	39	3886	51	15388															false	false	
30650			10	475	24	3522	34	16280	169	4845	38	3570	19	5177			3	59	3	508	0	0	3	54	1	225	0	0	false	false	
30810	0	131041																											false	true	
30856			15	645	30	4092	58	23018	209	5268	58	6961	49	13815			7	351	1	128	0	0	2	55	0	0	0	0	false	false	
31134			55	1331	16	1526	11	4249	155	2754	11	1067	3	866			4	96	2	240	0	0	39	902	6	689	3	853	false	false	
31255			18	857	28	3836	40	18773	176	5207	50	5686	27	8231			1	22	1	85	0	0	4	95	0	0	0	0	false	false	
31657	103	229													66	70													true	true	
31826			291	18928	63	8491	20	5875	299	24899	40	3729	15	2178	112	10													true	false	
31835			29	679	0	0	1	154	117	2305	10	1132	14	3555			14	704	5	620	1	483	119	2722	32	4004	19	3555	false	false	
32234			23	1289	13	2018	11	3515	44	1207	9	1133	4	1216			13	442	5	832	3	858	37	707	3	445	3	695	false	false	
32766			35	924	17	1773	12	3122	105	2075	11	962	2	787															false	false	
33147			54	1839	34	5088	56	22933	253	7233	56	6622	45	14073			23	755	14	1508	8	1937	64	1744	15	1652	23	7521	false	false	
33259			59	2783	103	19519	155	87194	245	9723	97	12758	79	16737			2	62	3	666	0	0	0	0	0	0	0	0	false	false	
33268			17	699	8	1296	3	1996	153	2997	10	1188	1	763			38	1522	7	985	4	1580	151	2972	14	2090	4	1323	false	false	
33549			6	383	10	1668	14	2807	19	675	2	280	0	0			4	321	8	1293	9	2820	16	357	4	605	1	295	false	false	
33727			20	901	52	7343	55	24410	156	4570	31	3776	26	7890			0	0	1	149	1	245	1	48	0	0	0	0	false	false	
33754	17	49													0	20													true	true	
33839			29	1081	3	400	0	0	40	880	1	112	0	0			5	197	6	693	4	1168	41	1405	0	0	0	0	false	false	
33857			7	208	7	2685	6	3816	68	1821	18	1978	11	4216			16	764	23	2697	9	2021	52	888	21	1787	7	1343	false	false	
34153			70	2553	94	12462	134	61573	638	10516	86	9790	83	28597			48	1914	48	5177	36	12267	209	6695	35	5611	14	4839	false	false	
34359	0	0	8	217	1	143	6	1036	32	776	7	784	1	353	0	0	21	722	8	820	4	1011	38	759	6	637	2	357	false	false	
34425			38	2037	60	9233	53	20044	360	5856	38	3999	13	2376	84	0													true	false	
34434			253	7435	90	11620	48	21557	129	3752	25	2618	5	1499			2	52	1	38	1	133	3	74	0	0	0	0	false	false	
34452	73	230													1	3													true	true	
34537			134	5642	251	29612	274	146336	1348	18947	177	10079	140	28240			12	468	5	811	6	775	27	576	4	206	0	0	false	false	
34555	136	169													331	458													true	true	
34742			85	2331	43	4622	56	13296	385	4709	32	2907	8	3031			81	3098	16	1534	10	2177	183	1363	4	259	1	428	false	false	
34836			10	575	8	1215	6	2183	14	335	6	808	1	169			2	128	2	338	1	323	3	137	2	381	0	0	false	false	
34863	24	47													16	87													true	true	
35057	298	298													218	218													true	true	
35244			76	3351	77	10412	78	28876	294	6527	39	9113	28	7378			13	537	13	1687	7	1575	32	846	4	509	11	3366	false	false	
35301			0	0	0	0	0	0	0	0	0	0	1	667															false	false	
35570			0	0	5	615	29	16612	2	47	0	0	0	0															false	false	
35646	22	166													8	40													true	true	
35842			27	1359	11	1627	13	3947	144	2760	6	754	4	1551			24	1202	6	971	3	875	56	840	5	342	1	168	false	false	
35936			3	104	0	0	1	498	8	136	0	0	1	305			17	728	6	753	1	482	22	303	6	433	2	333	false	false	
36054			51	2319	103	12965	156	64422	536	11191	150	12379	127	32317			0	0	1	117	1	351	2	60	0	0	0	0	false	false	
36344			96	4232	73	9793	71	23468	236	6362	45	5515	41	15317			66	2965	39	4316	20	5779	91	3737	22	2751	8	2352	false	false	
36456			21	612	5	704	2	640	93	2027	10	1038	6	1369			37	1061	35	4204	14	3230	371	9847	99	10880	38	8795	false	false	
36858			8	320	29	4253	44	17221	142	3856	58	6527	46	13269			1	65	1	203	0	0	0	0	0	0	0	0	false	false	
36933			50	1647	33	4426	10	6052	243	6256	24	2664	11	4337	82	71													true	false	
37051			32	1379	11	1576	12	4498	42	1112	8	1044	4	876			45	1568	22	3468	3	981	88	2180	14	1443	5	2048	false	false	
37341	38	54													35	44													true	true	
37350	10	40													29	93													true	true	
37378			32	1700	49	6955	44	19064	104	2948	28	3500	17	5072			25	1040	30	4292	21	6773	52	1413	32	3400	26	6785	false	false	
37435			154	7030	152	21163	120	49514	714	12486	50	5164	25	5816			16	609	11	1509	10	2772	4	54	1	97	0	0	false	false	
37640			433	17139	229	30575	239	112735	572	16131	148	16905	132	61292			226	9236	175	21993	119	38200	246	7226	84	10207	52	16372	false	false	
37659			35	1072	10	1342	0	0	151	2425	14	1189	1	235			41	1104	4	517	2	518	186	2166	10	909	3	626	false	false	
37743			26	1051	20	2943	17	7995	142	3978	19	2111	14	5283			14	648	8	1082	5	2159	21	259	6	316	1	100	false	false	
37949			39	1561	22	2622	10	4921	211	4787	31	3379	36	12488			34	1479	31	4181	7	2367	136	3403	27	2669	17	3706	false	false	
38526			273	11018	167	21030	113	41003	277	6991	41	3593	31	10633															false	false	
38535			18	1236	46	9150	75	49045	101	5317	34	6234	31	16413			3	148	2	365	3	1401	3	32	0	0	0	0	false	false	
38740			51	1466	28	3381	27	10612	146	2794	12	1187	3	637			22	520	6	783	1	498	10	238	0	0	0	0	false	false	
39327			49	1316	63	6835	65	21855	173	3730	47	3934	38	8042			4	146	6	505	4	1023	4	43	1	139	1	257	false	false	
39420			408	29459	274	32680	261	100823	620	13899	113	11684	57	16366	1	1													true	false	
39475			249	11817	443	63287	413	175758	1798	41896	362	36857	315	84211			133	6091	143	19138	63	16793	522	13343	206	21157	93	19892	false	false	
39756			45	1794	46	5845	36	15122	362	7473	73	7897	44	12331			40	1730	33	4299	5	1654	298	5814	53	5395	15	2144	false	false	
40033	49	117													191	27													true	true	
40350			10	450	0	0	0	0	76	1489	5	958	2	987			12	504	3	429	4	1338	58	1316	9	1625	2	740	false	false	
40707			70	3347	78	9249	49	16246	432	9492	132	11811	58	17077			0	0	1	42	0	0	0	0	0	0	0	0	false	false	
40855			14	629	11	1489	5	1515	74	1499	12	1652	8	3006			21	861	30	3997	14	4359	56	1213	17	2506	11	2935	false	false	
41245	22	48															22	1315	18	2411	3	1177	59	1715	9	1135	3	800	false	true	
41553			21	440	2	209	4	1555	40	539	8	754	1	342			21	711	6	651	2	636	226	4608	16	1844	6	1890	false	false	
41629			12	470	16	1963	19	8489	127	2635	13	1351	6	1605			5	161	2	168	5	1417	6	65	2	126	0	0	false	false	
41647			211	9705	166	21513	147	59128	357	6897	54	5485	62	12882			449	13594	211	22986	121	27258	238	5281	57	5014	18	2596	false	false	
41759	14	77													48	131													true	true	
41825			4	215	7	923	10	3926	12	314	3	287	3	1134			0	0	2	420	1	166	4	120	0	0	0	0	false	false	
41937	29	60															15	524	19	2799	3	1045	98	2482	28	4419	6	2179	false	true	
41955			16	140	1	105	0	0	8	56	0	0	4	1425			24	777	31	3179	0	0	337	3486	24	2956	5	2130	false	false	
42037			83	3041	26	4094	7	2890	169	3860	15	2424	5	2264			116	3599	14	2348	5	1869	27	917	3	517	0	0	false	false	
42055	53	148															17	465	16	2026	2	320	133	1367	9	1389	4	1165	false	true	
42354			59	1941	20	2983	6	2382	267	3224	12	652	3	302			46	1711	13	1841	3	505	169	1936	20	1438	3	536	false	false	
42420			918	34455	691	82796	466	156856	4709	61191	462	39985	308	81205			17	598	12	1451	4	1110	1	3	0	0	0	0	false	false	
42448			125	4765	76	10586	60	25723	512	9142	57	7432	27	7780			176	6308	80	9518	28	8785	476	10270	112	12293	61	15411	false	false	
42457			4	146	1	103	1	132	45	994	6	966	2	671			30	1360	11	1072	1	302	112	5940	7	941	3	892	false	false	
43052			45	1628	46	5657	51	16303	91	2145	19	1581	28	9970			0	0	0	0	0	0	4	111	2	373	0	0	false	false	
43155			173	6208	65	8533	60	24889	860	11067	42	3901	22	5623			216	7915	84	10735	25	7560	604	7552	9	831	1	181	false	false	
43173			57	4026	306	58947	1292	747384	982	38639	606	110428	714	366042			0	0	0	0	0	0	0	0	0	0	1	41	false	false	
