"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
5210																																					1422	20035	12	0	245573	0	14249	0	42213	916547	697859	6914	844132	0	6337	0	101037	0	72415	4798	916547	0	0	64451	0	5455	1248	66220	631640		0	598132	591795	-2289	0	0	0	38322	
5331																																					129	9120	0	0	143053	0	13187	1024	8747	339285	215763	1575	310938	0	1364	0	100	0	28347	2580	339285	0	0	16837	0	11360	228	36865	178898		0	155161	153797	-2430	0	10000	0	93500	
5461																																					81	14985	608	0	50668	776	11568	276	9027	409984	333564	2298	370476	0	2777	0	34614	0	39508	2059	409984	0	0	32913	0	4241	0	107322	226242		0	324772	321995	295	0	0	0	0	
5751																																					0	1732	0	0	47903	0	268	70	3667	111741	88935	507	89442	0	959	0	0	0	22299	600	111741	0	0	21163	0	700	0	5594	83341		0	53597	52638	-164	5463	0	0	0	
6039																																					6727	3336	0	0	7361	0	1933	130	2649	87901	77079	655	77734	0	953	0	0	0	10167	469	87901	0	0	4085	0	5600	0	13678	63401		0	64566	63613	13	2152	0	0	0	
6141																																					0	3035	0	12995	0	0	232	30	570	39634	35029	224	35253	0	390	0	0	0	4381	400	39634	0	0	381	0	3600	0	9356	25673		0	19212	18822	0	3950	0	0	0	
6329																																					215	13081	0	504	39063	0	16207	1518	12762	407722	368864	4214	373078	0	3798	0	0	0	34644	2600	407722	0	0	17390	0	15400	0	64831	304033		0	323727	319929	-746	4443	0	0	0	
6972																																					21	24751	237	53853	45139	0	10710	0	17201	957682	684404	8866	859626	0	9671	0	88500	0	98056	2600	957682	0	0	73170	0	22400	0	161207	523197		0	807541	797870	-114	7900	0	69305	8551	
7009																																					2000	13376	0	0	334191	0	293	0	9785	615215	564970	5298	570268	0	0	0	0	0	44947	500	615215	0	0	42430	0	552	0	57839	507131		0	219570	219570	1465	36000	0	0	0	
7045																																					13	5545	0	17596	21753	0	1758	0	1376	111221	98078	372	98450	0	754	0	0	0	12771	100	111221	0	0	10462	0	2325	0	14558	83520		0	59334	58580	-116	4600	0	0	0	
7157																																					0	946	0	0	14827	0	131	0	455	37642	32950	404	33354	0	231	0	0	0	4288	200	37642	0	0	3803	0	200	0	4413	28537		0	21445	21214	85	69	0	0	0	
7456																																					0	1094	0	140	14347	0	336	37	892	46982	42854	150	43004	0	215	0	0	0	3978	400	46982	0	0	916	0	2900	0	8090	34764		0	29599	29384	-238	752	0	0	0	
7634																																					117	1178	0	19	8465	0	720	5	1763	76317	67803	264	70067	0	710	0	2000	0	6250	200	76317	0	0	1387	0	4700	0	6156	61647		0	62525	61815	-37	2235	0	0	0	
8033																																					93	3856	0	0	6280	0	2048	0	3833	120648	88023	1265	109186	0	923	0	19898	0	11462	774	120648	0	0	6215	0	4476	0	20270	67753		0	101811	100888	-3	3650	0	0	0	
8462																																					0	8057	0	0	59584	0	381	0	1018	110410	98335	430	98765	0	374	0	0	0	11645	350	110410	0	0	11322	0	350	136	30293	68042		0	32063	31689	-377	9545	0	0	0	
8631																																					12	2199	0	0	12535	0	1672	0	2293	56854	50098	236	50334	0	386	0	0	0	6520	500	56854	0	0	5188	0	800	0	18466	31632		0	34958	34572	32	3571	0	0	0	
9357																																					0	19965	3849	0	27855	0	1301	1225	11531	329434	251484	1189	275335	0	5736	23238	16500	0	54099	500	329434	0	0	1789	0	51847	49797	77251	174233		0	196409	190673	-37	0	0	0	6162	
9553																																					1243	7106	0	0	1992	0	337	40	3658	80046	67794	1251	72335	0	617	0	3290	0	7711	400	80046	0	0	6117	0	1200	0	11841	55953		0	63837	63220	-6	2450	0	0	0	
9807																																					35467	29074	0	508882	29582	14	8769	50121	68077	2641768	1978268	20901	2378336	1500	63435	0	282377	0	261932	20000	2641768	0	0	178055	0	63858	0	56814	1921454		0	1975217	1911782	19	0	0	0	96790	
9955																																					5653	3832	1002	0	19754	0	1928	0	2588	84142	71036	273	73500	0	472	0	2191	0	10642	110	84142	0	0	7337	0	3023	0	12347	58689		0	48347	47875	172	1510	0	0	0	
10157																																					29	3153	0	1290	16401	0	655	0	1330	54809	47386	248	49809	0	1003	168	2175	0	5000	250	54809	0	0	2459	0	2560	0	10072	37314		-63	32786	31783	-206	0	0	0	0	
10250																																					1461	10280	0	0	67518	0	13018	3902	5215	437266	373902	2354	404198	0	3662	0	23000	0	33068	1500	437266	0	0	11166	0	21000	0	43761	330141		0	339534	335872	-598	0	0	4942	0	
10849																																					7658	4943	0	66920	230	0	4741	1742	8049	333245	269532	1434	304351	0	4422	694	33385	0	28894	16	333245	0	0	18132	0	10746	0	22657	246876		0	242690	238268	0	0	0	0	0	
10858																																					5191	9924	0	38529	7172	0	6929	103	6320	427856	351128	3023	389641	0	3905	2957	14641	0	38215	2500	427856	0	0	20946	0	14755	867	50416	300712		0	346994	343089	14	6775	0	0	20849	
11145																																					140	5558	8	0	9338	247	5162	960	2103	157819	128227	479	141919	0	1464	450	13213	0	15900	1000	157819	0	0	10868	0	4000	60	17083	111144		0	131607	130143	32	3650	0	0	0	
11640																																					272	21519	0	0	76412	0	6359	0	14710	302953	229788	3029	278834	0	1397	0	46017	0	24119	650	302953	0	0	7528	0	16800	0	64858	164930		0	182578	181181	-859	2500	0	0	0	
11837																																					1224	1556	0	0	43881	0	1096	371	2236	102169	83890	737	91627	0	1014	0	7000	0	10542	314	102169	0	0	396	0	10186	0	6135	77755		0	51719	50705	-354	1100	0	0	0	
12030																																					0	8070	0	1846	23499	0	3725	971	6627	334941	301179	2498	303677	0	8882	721	0	0	31264	300	334941	0	0	30684	0	300	0	30964	270215		0	288624	279742	-20	9740	0	0	0	
12058																																					2875	2735	0	210	21897	0	1358	157	1687	99538	82532	1009	88664	0	933	0	5123	0	10874	200	99538	0	0	8879	0	1650	421	11037	71495		0	69131	68198	145	0	0	0	0	
12142																																					1252	6538	0	1718	47409	0	5137	30	2683	158209	128695	799	139060	0	1322	0	2000	0	19149	1250	158209	0	0	4875	0	13250	0	29702	98993		0	90589	89267	-226	4175	0	0	7566	
12245																																					114	2345	0	0	26339	0	1724	0	1200	111336	89504	1091	99619	0	849	0	7900	0	11717	1419	111336	0	0	6707	0	3581	0	14429	75075		0	80463	79614	10	0	0	1124	0	
12311	42466	1309599	599716	0	4334191	120137	526706	72378	3110907	54842484	677661	48575385	603085	605089	2977285	6231424	1049186	5664014	39999	54842484	1158071	32808	1200282	0	4682790	365063		0	40632721	40027632	-259057	191575	1679567	1746432	0	1746432										54842484	37148282		48575385				6231424					1158071	32808					1278052	35870230						6758	191575	10025	1679567	
12647																																					90	2816	0	6707	0	0	4369	695	1037	79107	64213	295	70708	0	600	0	6200	0	8399	125	79107	0	0	2109	0	6165	102	9940	54273		0	61891	61291	0	2000	0	0	0	
12656																																					100	492	0	711	0	0	233	0	179	13281	12076	75	12151	0	173	0	0	0	1130	72	13281	0	0	670	0	388	0	2240	9836		0	10309	10136	0	1430	0	0	0	
12937																																					7916	3228	0	0	1840	0	12007	0	1898	175038	142344	1470	143817	0	1177	0	3	0	31221	750	175038	0	0	25337	0	5250	0	25196	117148		0	147976	146799	-116	1350	0	0	0	
12946																																					1853	10791	3304	0	94642	1119	11578	1351	17109	622056	494389	6206	563309	0	5236	9959	54509	0	58747	1	622056	0	0	42183	0	17119	0	56654	437735		0	475586	470350	-556	0	0	8205	0	
12955																																					34	3245	0	11285	1315	0	3161	675	1474	117720	102054	418	106247	0	895	0	3775	0	11473	1567	117720	0	0	2473	0	7433	860	18816	83238		0	96566	95671	0	0	0	0	0	
13037																																					374	4479	1923	0	37311	0	2588	490	3500	113710	94750	1178	95928	0	1839	6683	0	0	17782	900	113710	0	0	139	0	17240	0	18131	76619		0	51862	50023	-497	6339	0	0	0	
13103																																					59	20785	1227	1569	201014	0	13691	0	27680	1135508	764756	12442	977838	46	8038	3506	189227	0	157624	500	1135508	0	0	119307	0	34019	3233	32972	731784		0	867480	859442	3798	3302	0	0	11413	
13251																																					1947	1672	0	0	4352	0	120	163	792	34886	31225	202	31427	0	437	0	0	0	3460	25	34887	0	0	1723	0	1725	0	3585	27640		0	21674	21237	-13	4603	0	0	0	
13457																																					0	409	0	0	4555	0	18	0	1561	21023	15413	167	15580	0	85	0	0	0	5443	50	21023	0	0	5344	0	50	0	1733	13680		0	10065	9980	-1	4500	0	0	0	
14052																																					1190	2647	0	0	11218	0	2273	36	2000	69377	60854	292	63416	0	757	0	1000	0	5961	1000	69377	0	0	3449	0	1500	0	10550	50304		0	50684	49927	12	86	0	1270	0	
14155																																					0	3816	0	200	6625	0	6285	600	3792	117933	86593	723	105856	0	1179	0	13590	0	12077	176	117933	0	0	11719	0	160	0	10160	76433		0	97716	96537	22	78	0	4950	0	
14258																																					0	24593	0	0	50316	0	10386	0	10614	1112498	898378	2378	1019483	0	9667	0	25000	0	93015	500	1112498	0	0	75681	0	16542	638	138240	760138		0	1017614	1007947	292	8004	0	93727	0	
14454																																					2847	736	0	0	3957	0	429	39	252	27732	20536	185	22371	0	307	2117	900	0	5361	75	27732	0	0	-510	0	5570	0	2761	17775		0	17662	17355	226	0	0	750	0	
14650																																					1782	2699	0	3439	37	0	282	0	1593	26717	22951	282	23233	0	118	102	0	0	3484	200	26717	0	0	2984	0	300	0	6627	16324		0	14715	14597	0	2186	0	0	0	
14753																																					0	1691	0	10349	8045	0	146	0	627	33763	29467	409	30526	0	522	0	0	0	3237	300	33763	0	0	630	977	1277	0	6874	22593		0	13427	12905	53	0	0	650	0	
14865																																					50	5490	914	0	36312	0	5414	0	6365	219292	174587	1459	199794	0	2001	0	19333	0	19498	730	219292	0	0	8972	0	9946	0	27368	147219		0	166748	164747	-150	0	0	4415	0	
14977																																					14905	828	0	108	4813	0	367	0	754	44590	37232	185	37688	0	307	0	271	0	6902	0	44590	0	0	6903	0	0	0	2727	34504		0	23122	22815	-1	0	0	0	0	
15536																																					8990	78292	2558	0	435096	0	80033	32072	175862	4605578	2992430	39628	4125579	0	38887	34522	710521	0	479999	10593	4605578	47250	0	198573	0	271830	6875	226345	2766085		0	3742915	3704028	-997	0	0	383000	0	
16337																																					247	10918	0	0	68053	0	20688	3493	17571	479229	403087	3530	436788	0	3678	0	29000	0	42441	350	479229	0	0	33987	0	8500	0	54599	348488		0	352931	349253	-396	9006	0	0	1171	
16458																																					0	5976	0	23306	42377	0	10271	0	2382	216637	184849	939	187175	0	2030	0	1387	0	29462	941	216637	0	0	26267	0	2059	0	17059	167790		0	127995	125965	195	6360	0	0	0	
16551																																					1124	4024	0	0	13338	1050	3170	1047	6739	165428	120324	692	150224	0	2172	868	27778	0	15204	175	165428	0	0	8508	0	6576	0	16612	103712		0	136240	134068	-55	0	0	1430	0	
16748																																					22	1876	362	3284	10967	0	797	89	2255	53152	45661	604	48265	0	410	0	2000	0	4887	400	53152	0	0	2003	0	2600	0	9061	36599		0	30918	30508	-116	2992	0	0	0	
16944																																					0	2438	0	0	11453	0	136	38	223	31100	26688	185	26873	0	247	0	0	0	4228	1000	31101	0	0	1755	0	1500	0	3818	22870		0	15059	14812	-27	2000	0	0	0	
16953																																					100	2183	0	205	13101	0	131	0	388	31673	26442	300	26742	0	202	0	0	0	4931	100	31673	0	0	2655	0	2275	0	5904	20538		0	12967	12765	-99	2800	0	0	0	
17110																																					8980	2380	100	0	5234	0	1825	0	2989	99119	80799	1929	82728	0	558	0	0	0	16391	300	99119	0	0	9105	0	6986	0	0	80799		0	76330	75772	0	0	1839	0	0	
17147																																					1286	48455	2201	3822	213709	0	20612	14319	66251	1976639	1407903	7686	1786468	0	17763	24847	127176	0	190171	5985	1976639	0	0	109563	125	75445	1072	202718	1205184		0	1573918	1556155	-947	23910	0	182738	60965	
17259																																					9	1392	0	8	25007	0	1042	137	2212	63869	52361	1103	57714	0	124	0	4250	0	6155	769	63869	0	0	4658	0	769	0	7089	45272		0	33101	32977	-41	1085	0	0	0	
17464																																					39	63876	12521	2212	88021	1603	36312	33943	68577	2435604	1587186	14905	2097422	0	42638	105047	395986	0	338182	750	2435604	0	0	260956	0	76340	875	273191	1313995		0	2065216	2022578	136	0	0	87481	11864	
17839																																					42	3990	0	0	49948	0	2292	21	3336	208182	173782	1769	192272	0	1919	0	0	0	15910	800	208182	0	0	5421	0	9277	0	12900	160882		0	150472	148553	412	0	0	12188	4533	
17950																																					37	4594	0	173	59747	0	5125	148	3702	208922	175198	1603	190720	0	1507	1695	12269	0	18202	725	208922	0	0	7289	0	10550	0	25082	150116		0	135208	133701	-362	0	0	1650	0	
18050																																					95	9527	885	20278	71095	0	13969	50	3005	288768	253722	1683	256157	0	2339	0	752	0	32610	1214	288767	0	0	24690	0	7671	225	63422	190300		0	170278	167939	-965	1700	0	0	0	
18135																																					2194	7701	0	0	31560	0	13154	0	6842	211735	159943	740	194697	0	1194	0	24370	0	17038	456	211735	0	0	10267	0	6056	258	42662	117281		0	140265	139071	259	10955	0	0	9644	
18377																																					6278	3	0	0	5197	0	675	0	246	27080	24465	52	24517	0	102	0	0	0	2563	0	27080	0	0	2553	0	0	0	0	24465		0	14783	14681	10	0	0	0	0	
18827																																					12017	9239	0	0	76871	0	3382	269	3083	344559	307439	1682	309878	0	1942	2175	757	0	34681	528	344559	0	0	30318	0	4387	0	93242	214197		0	205215	203273	-552	34250	0	0	0	
18836																																					319	3373	0	0	9533	0	2848	0	5456	145120	126051	1580	132045	0	1542	0	4414	0	13075	180	145120	0	0	11266	0	1676	0	17840	108211		0	124223	122681	-47	910	0	0	0	
18854																																					3053	1976	0	0	2023	0	2142	0	1484	88978	77329	341	81670	0	346	0	4000	0	7308	40	88978	0	0	3205	0	4060	0	10389	66940		0	75121	74775	3	3525	0	0	0	
18957																																					160	1651	0	0	9811	0	536	178	1964	56981	48540	174	53273	0	410	0	4559	0	3708	200	56981	0	0	3128	0	500	0	4945	43595		0	38956	38546	-120	4135	0	0	0	
19356																																					2206	2065	0	0	27857	0	826	0	985	80527	71480	1530	73010	0	877	0	0	0	7517	2025	80527	0	0	2821	0	3200	0	11313	60167		0	46470	45593	-529	995	0	0	0	
19730																																					2887	75898	7287	8994	160379	0	70458	1872	78723	2209813	1798847	13642	1999030	0	23998	17847	109967	0	210783	4083	2209813	0	0	96072	0	111304	1462	333169	1465678		0	1800184	1776186	-676	7820	0	36500	40074	
19936																																					14	12327	0	5672	57703	0	7006	1946	6960	252373	219075	1005	233975	0	2466	0	10000	0	18398	420	252373	0	0	8442	0	9781	0	30754	188321		0	160178	157712	-245	3033	0	0	3895	
19972																																					8027	37	0	12646	0	0	319	0	2601	54806	43157	624	43781	0	100	0	0	0	11025	0	54806	0	0	179	0	10846	0	100	43057		0	31276	31176	0	0	0	0	0	
20053																																					4851	1748	514	0	10935	0	469	570	1189	82173	63855	382	71665	0	840	2646	6947	0	10508	150	82173	0	0	4364	0	6053	0	8149	55706		0	59868	59028	-59	223	0	0	481	
20147																																					421	1803	96	0	18490	0	1585	310	1354	62076	55193	492	57404	0	414	0	1719	0	4672	100	62076	0	0	1311	0	3600	0	8023	47170		0	38431	38017	-339	0	0	0	0	
20259																																					0	3852	757	0	20400	0	3654	0	1158	92635	80276	173	80458	0	141	4925	9	0	12177	73	92635	0	0	464	0	11636	910	23245	57031		0	53493	53352	4	3627	0	0	0	
20370																																					231	7697	0	0	7126	0	4700	1155	8593	174931	142489	1922	156111	0	1874	0	11700	0	18820	2867	174931	0	0	-263	0	16085	715	23768	118721		0	146588	144714	131	0	0	0	0	
20512																																					199	1919	0	750	37467	0	706	212	4811	97914	64352	4051	90052	0	497	0	21649	0	7862	410	97914	0	0	7286	0	775	0	12865	51487		0	52347	51850	-609	0	0	0	0	
20633																																					5890	5808	0	21129	31804	0	6461	396	8764	253900	221864	1489	230353	0	2352	0	7000	0	23547	1106	253900	0	0	21970	0	1394	0	20574	201290		0	160569	158217	-923	15431	0	0	0	
20839																																					86	6123	0	0	11272	0	6826	933	3239	210389	174793	602	188738	0	3330	0	9000	0	21651	507	210389	0	0	4800	0	16493	0	13819	160974		0	185189	181859	-149	51	0	4343	0	
20857																																					534	7668	0	0	91730	0	1202	0	2610	141676	90332	333	132246	0	278	142	831	0	9430	200	141676	0	0	4642	0	5300	0	12198	78134		0	37952	37674	-712	116	0	0	40750	
