"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
5461								0	4807	235	0	0	110054	11729	218762	644	333623	0				
5751								0	5072	219	0	0	30871	3287	53110	142	89053	0				
6039								0	7326	642	667	2	42870	4968	26736	85	77599	0				
6141								0	964	45	0	0	19010	2243	15262	49	35236	0				
6329								0	11080	565	1853	5	182636	25931	175015	765	370584	0			n/a	
6972								0	27287	1664	259	1	316702	42255	341128	890	685375	0				
7009								0	347	10	5701	7	60153	3404	499283	698	565485	0				
7045								0	4136	346	881	2	55347	13485	37863	122	98227	0				
7157								0	2482	87	0	0	21103	2937	9365	35	33140	192				
7456								0	2304	355	0	0	27835	4105	12821	51	42960	0				
7634								0	2408	156	670	2	30021	3364	34895	77	67994	0				
8033								0	2586	135	0	0	52951	4270	32946	114	88483	0				
8462								0	2738	142	0	0	31565	4738	64413	177	98716	0				
8631								0	2780	133	0	0	28522	4098	18878	91	50180	0				
9357								0	1152	96	342	1	39377	4208	210628	423	251499	0				
9553								0	7257	259	312	1	35879	3850	24504	88	67952	0				
9807							510789	0	78165	3798	6185	16	977170	66326	921204	3140	1982724	0	1922690	0		
9955								0	1977	252	0	0	44449	6732	24778	96	71204	0				
10157								0	1774	247	0	0	32160	3639	13619	60	47553	0				
10250								0	40030	2249	4612	11	195756	28117	134795	449	375193	0				
10849								0	8415	363	0	0	133640	10094	127991	540	270045	0				
10858								0	9793	925	378	1	203836	23587	138096	507	352103	0				
11145								0	5463	380	1416	3	74915	9327	46594	172	128388	0				
11640								0	9935	479	1417	4	83155	10151	136539	344	231046	0				
11837								0	4239	272	0	0	41713	3909	38049	114	84001	0				
12030								0	21676	1171	1529	5	178819	17648	100378	476	302402	0				
12058								0	4827	373	632	1	55663	8254	23559	95	84681	0				
12142								0	7237	318	0	0	59457	10486	62654	225	129348	0				
12245								0	5144	320	415	1	55659	9428	28768	142	89986	0				
12311	40231897	3192560	39944739	3059203	3192560	3059203	12506709	0	1279057	92596	38245	101	20987300	2518501	14734735	38387						
12647								0	4225	208	481	1	28780	3837	30948	74	64434	0				
12656								0	362	30	0	0	8951	1453	2830	21	12143	0				
12937								0	3553	100	2130	3	40328	4459	96952	204	142963	0				
12946								0	28971	1107	2912	6	237714	26768	225719	723	495316	0				
12955								0	5613	312	0	0	40365	7356	56076	159	102054	0				
13037								0	4911	391	0	0	66580	9045	23459	100	94950	0				
13103							217805	0	98072	3395	3554	10	347146	47711	318882	1223	767654	0	751181	0		
13251								0	2067	375	574	1	15284	1907	13455	67	31380	0				
13457								0	1046	60	0	0	9765	1398	4645	30	15456	0				
14052								0	2356	136	528	1	38122	6704	20154	102	61160	0				
14155								0	4534	317	0	0	53524	8978	28675	117	86898	165				
14258								0	25029	1515	2179	6	188736	25493	684536	1384	900480	0	927748	0		
14454								0	1500	118	0	0	13611	1985	5592	33	20703	0				
14650								0	1236	64	0	0	15906	2702	5826	21	22968	0				
14753								0	3886	135	0	0	20180	3354	5607	26	29686	13				
14865								0	6679	416	295	1	96802	15960	71065	269	174841	0				
14977								0	3154	130	401	1	22213	1677	11615	73	37383	0	37136	0		
15536							791466	0	200105	10308	13632	36	1590470	151546	1212054	5901	3016261	0	3041517	0		
16337								0	25577	1109	2279	6	226966	26296	149539	534	404361	0				
16458								0	6721	649	2035	6	101763	14632	74883	260	185402	0				
16551								0	11415	473	2604	8	65145	10742	41512	132	120676	0				
16748								0	3833	266	0	0	32043	4686	9881	50	45757	0				
16944								0	748	48	0	0	20611	3175	5427	35	26786	0				
16953								0	592	27	0	0	19842	3181	6262	28	26696	0				
17110								0	2418	54	642	1	12385	302	65588	168	81033	0				
17147							398494	0	67599	4823	4188	12	671077	118819	668152	1610	1411906	889	1420028	770		
17259								0	5001	337	0	0	31322	3607	16160	75	52483	0				
17464							1079281	0	15527	1323	983	3	496613	62596	1075313	1885	1588436	0	1643928	0		
17839								0	9935	618	974	3	82707	11847	81215	239	174831	0	175092	0		
17950								0	6342	304	0	0	86844	1388	82504	278	175690	0				
18050								0	9576	676	501	1	153797	31043	90308	382	254182	0				
18135								0	2448	231	0	0	70608	6822	87156	289	160212	0				
18377								0	2824	321	770	2	19201	1604	1711	13	24506	0				
18827								0	12134	1614	257	1	144121	20972	151450	354	307962	0				
18836								0	11128	511	1235	4	82283	13017	31679	195	126326	0				
18854								0	1210	61	0	0	42422	3208	33966	139	77598	0				
18957								0	4226	287	409	1	25670	3135	18317	91	48622	0				
19356								0	2750	507	0	0	47441	5297	21421	88	71612	0				
19730							568454	0	62032	3836	1465	5	1005964	97583	734857	2815	1804318	0	1794563	0		
19936								0	7498	350	480	1	76269	11918	135341	349	219588	0				
19972								0	0	0	0	0	34798	3176	8359	60	43158	0				
20053								0	9580	493	0	0	35332	6591	19193	74	64105	0				
20147								0	2509	154	0	0	39905	7117	12975	68	55396	7				
20259								0	836	71	0	0	33345	4840	46239	113	80420	0				
20370								0	3699	220	0	0	84072	7341	55276	183	143047	0				
20512								0	5234	420	723	2	41468	9058	16987	73	64413	0				
20633								0	13541	710	556	2	138657	12547	70076	77	233956	11126				
20839								0	5869	257	264	1	82497	7320	86739	369	175369	0				
20857								0	752	98	0	0	20935	2772	68803	67	90490	0				
20866								0	0	0	0	0	93112	11873	83915	454	177973	946				
21256								0	1926	73	0	0	4367	540	1827	5	8120	0				
21359								0	1252	79	285	1	9592	1409	7862	48	18991	0				
21630								0	2262	137	0	0	27111	4326	34318	109	63691	0				
21658								0	9523	991	650	2	87890	12584	25401	126	123466	2				
22048								0	6287	350	468	1	76003	12830	64403	315	147161	0				
22235								0	15598	775	783	3	166116	14479	82347	420	264843	0				
22356								0	5765	639	302	1	108101	16041	121056	309	235224	0				
22459								0	5598	837	0	0	61784	10234	18555	108	85937	0				
22543								0	3469	182	0	0	36473	6256	24503	107	64859	414				
22552								0	1275	116	0	0	27669	3717	11472	51	40416	0				
22730								0	3653	263	0	0	57797	10025	22747	116	84197	0				
22936								0	11477	547	1234	4	177320	13606	88751	468	278782	0				
22954								0	1966	192	0	0	35714	4771	24385	91	62065	0				
23036								0	22748	1650	326	1	315080	24176	209851	766	548005	0	538856	0		
23045								0	998	53	0	0	10662	1593	14114	31	25774	0				
23241							1073637	0	107297	7210	1820	6	1219103	201194	1029405	2649	2357625	0	2342802	0		
23456								0	6274	358	0	0	49998	7736	15466	86	71738	0				
23504								0	4800	585	273	1	141713	24942	475849	914	622635	0				
23540								0	12254	514	969	3	72296	11130	48170	206	133689	0	133289	0		
23643								0	9948	324	286	1	72499	11381	56711	316	139444	0				
23755								0	8647	558	254	1	60142	8948	61043	211	130086	0	126994	0		
23812							60458	0	30632	2219	2208	3	354587	41894	346519	1014	733946	0				
24006								0	52525	3793	582	2	480699	54624	250851	1267	784657	0				
24453								0	953	64	397	1	83788	3774	114832	379	199970	0				
24659								0	2575	137	524	1	17331	2861	5211	34	25641	0				
24668								0	10433	562	1346	3	86063	11377	45789	228	143631	0				
24855								0	0	0	0	0	5879	895	3120	15	8999	0				
24949								0	27348	1652	268	1	364621	39174	221426	763	613663	0				
25357								0	1430	95	0	0	29347	3565	45326	115	76103	0				
25647								0	6185	238	1279	3	23267	8707	44772	173	75503	0				
26149								0	1572	82	0	0	33468	3776	14864	100	49904	0	50365	0		
26242								0	16721	872	338	1	159827	23637	96349	328	273234	0				
26457								0	587	72	0	0	13861	1578	6441	24	20889	0				
26765								0	2693	91	0	0	91422	25728	62661	266	156776	0				
26859								0	13488	857	0	0	109236	9789	188068	743	310792	0				
26916								0	10927	1158	329	1	157798	26943	94563	410	263617	0				
27548								0	19607	1247	1105	3	180522	24160	151506	295	352740	0				
27614								0	23005	1494	3880	7	144238	28268	74429	255	245552	0				
27847								0	20663	1228	3298	7	190237	25943	108736	492	325125	2191				
28152								0	4756	303	291	1	35472	6943	21079	83	61598	0	61149	0		
28255								0	2488	253	0	0	70439	8508	66107	250	139034	0				
28349								0	7348	343	1424	2	65154	8126	45387	254	119313	0				
28406								0	52998	3564	5593	10	471786	45671	285972	1606	816349	0				
28572								0	4914	184	735	2	26640	2301	12201	88	45527	1037				
28732								0	1852	96	0	0	39346	4500	24376	104	65574	0				
29104							251629	0	11394	816	318	1	264897	29018	427812	1159	704421	0	690465	0		
29252								0	4992	56289	0	0	56289	8933	39908	172	101189	0				
29636								0	19471	977	1380	3	236848	45685	232883	778	490582	0				
29850								0	1035	77	0	0	31294	4260	27463	96	59792	0				
29944								0	2304	78	0	0	53975	3827	136056	280	192335	0				
29953								0	2461	160	0	0	39403	3467	14363	133	56227	0				
30052								0	194	10	0	0	8449	2011	1546	10	10189	0				
30155								0	3654	274	0	0	43247	4848	27715	136	74616	0				
30258								0	18087	1220	1600	5	202044	29457	140511	488	362242	0				
30418								0	1324	121	0	0	266759	15224	5092	20	273174	0				
30502								0	25419	1983	571	2	335655	46612	141812	745	503457	0				
30650								0	8166	495	909	2	62113	6910	73065	278	144253	0				
30810	24675287	0	25313288	0	0	0	640233	0	29154	1388	1002	3	23087425	17871469	1557706	8129						
30856								0	1582	90	859	3	58384	4341	106650	378	167475	0				
31134								0	5834	365	519	1	46207	8133	24155	88	76731	16				
31255								0	8162	332	825	2	104820	6377	99103	445	212910	0				
31657								0	4098	131	412	1	45019	4616	23067	138	72596	0				
31826								0	13696	492	1341	4	106376	16832	65947	403	187360	0				
31835								0	2696	128	341	1	31584	5421	33184	134	67805	0				
32234								0	2996	134	264	1	29863	4155	24620	67	57743	0				
32766								0	1758	111	0	0	25445	3463	18611	77	45814	0				
33147								0	14252	861	1668	3	117914	22210	141491	587	275325	0				
33259								0	26836	2240	257	1	363445	23510	67757	379	458295	0				
33268								0	3853	162	629	1	47819	5975	34574	182	86875	0	85652	0		
33549								0	5129	250	0	0	20782	3539	14042	74	40042	89				
33727								0	18318	1423	711	1	150717	23737	84370	426	254116	0				
33754								0	788	50	0	0	18872	2430	4325	24	23985	0				
33839								0	974	128	0	0	17356	2165	5507	39	23837	0				
33857								0	2472	254	0	0	38674	5219	17263	33	59125	716				
34153								0	33862	2295	1572	5	292645	28775	139137	689	468620	1404				
34359								0	1893	91	0	0	12158	1486	7894	53	21945	0				
34425								0	10834	623	306	1	155046	17251	92474	541	258659	0				
34434								0	13078	511	1542	2	88685	14735	74301	511	177606	0				
34452								0	4714	212	839	1	40835	5791	25211	113	71599	0				
34537							751442	0	47295	3839	2576	8	887635	103405	1017729	3462	1955235	0	1959298	0		
34555								0	13952	941	818	2	77196	9603	39333	142	131299	0				
34742								0	11454	502	465	1	140518	15996	103026	421	255463	0				
34836								0	559	5	0	0	15363	1694	9100	30	25022	0				
34863								0	1534	72	0	0	11403	1679	5599	38	18536	0				
35057								0	2635	115	0	0	48126	5634	32821	137	83582	0				
35244								0	11816	607	948	2	149603	24074	131931	341	294299	0				
35301	101254647	76871039	90390775	69259684	76871039	69259684	23869360	0	0	0	0	0	135648	8837	24247960	4180						
35570							102945	0	384181	22327	10304	33	2438150	169495	1219226	6394	4051861	0	4005804	0		
35646								0	1265	162	482	1	25944	3462	8716	42	36408	0				
35842								0	4260	234	553	1	58199	7506	25723	128	88735	0				
35936								0	602	92	0	0	11487	2069	2549	16	14638	0				
36054								0	17877	3132	654	2	275114	23036	594554	1285	888199	0				
36344								0	16738	1293	896	2	190640	21492	116534	448	324808	0				
36456								0	3526	163	276	1	45917	4096	26912	138	76631	0				
36858								0	5426	387	255	1	98743	10975	96496	400	200920	0				
36933								0	4760	230	613	2	40584	6447	48478	163	94435	0				
37051								0	2993	154	279	1	32750	3816	15382	69	51404	0				
37341								0	2417	148	0	0	18871	3666	5000	28	26288	0				
37350								0	374	72	0	0	12622	1837	10901	36	23897	0				
37378								0	960	89	0	0	65056	6405	53782	256	119798	0				
37435								0	52534	3463	4937	13	313310	62368	196809	893	567590	0				
37640							335726	0	41470	3680	596	1	501171	72344	386451	1129	939316	9628	935020	5377		
37659								0	783	120	552	1	23103	2977	13495	88	37933	0				
37743								0	5909	284	907	2	29846	4843	36303	134	72965	0				
37949								0	5458	264	0	0	91826	7516	55729	225	153014	0				
38526								0	15199	1310	0	0	164030	18566	77314	315	256543	0				
38535								0	22826	1613	997	3	237278	25875	161004	629	422105	0				
38740								0	11531	756	0	0	75320	11196	35928	137	122779	0				
39327								0	11238	999	0	0	182824	28516	87162	434	281224	0				
39420							85128	0	33578	2541	716	2	600886	72319	230493	1109	865675	0	867537	0		
39475							504936	0	32651	2760	1853	4	918185	83320	661785	2584	1614475	0	1593844	0		
39756								0	7483	325	0	0	84478	8440	70403	293	162364	0				
40033								0	6749	351	843	3	50081	9028	22559	70	80232	0				
40350								0	2609	260	0	0	20532	2757	9249	49	32390	0				
40707								0	10301	609	354	1	135882	22533	52325	271	198862	0				
40855								0	1874	171	281	1	29727	2844	10474	54	42356	0				
41245								0	2895	186	0	0	20759	4098	4797	28	28451	0				
41553								0	1763	107	313	1	28153	4601	26726	88	56955	0				
41629								0	7176	615	0	0	95237	12476	29911	139	132325	0	128837	0		
41647								0	25829	1499	1599	2	485106	43337	176481	767	689788	773				
41759								0	2070	133	0	0	20386	1970	7825	40	30281	0				
41825								0	5562	530	0	0	81185	13160	47116	125	133863	0				
41937								0	4972	229	299	1	10234	2660	26259	156	41764	0				
41955								0	2354	138	283	1	15475	904	7920	39	26032	0				
42037								0	0	0	0	0	31316	3814	23812	92	55128	0				
42055								0	2714	272	634	1	38651	4699	17677	79	59676	0				
42354								0	2400	94	0	0	44015	5510	32148	136	78564	0				
42420							1224404	0	309869	29169	16005	41	2450827	370742	1558728	4629	4335429	0	4309380	0		
42448								0	41128	2499	4784	12	269907	32674	149418	525	465237	0				
42457								0	961	70	0	0	10822	1710	5935	23	17718	0				
43052								0	4898	325	0	0	38859	5857	33694	109	77451	0				
43155								0	8499	466	307	1	158292	26009	95570	379	262669	0				
43173	8778183	1111002	8420110	1000466	1111002	1000466	4335669	0	115436	12218	2625	6	2633279	242187	4915840	13348						
43351								0	288	23	0	0	2857	567	997	6	4142	0				
43454								0	1012	116	0	0	11601	2049	4419	22	17032	0				
43511								0	16492	1804	986	3	228004	30484	128063	411	373546	0				
43744								0	4131	222	0	0	39398	5490	40566	175	84095	0				
43856								0	914	70	276	1	19097	2808	15209	52	35496	0				
43959								0	1809	122	0	0	39703	5321	50443	96	91955	0				
44040								0	14119	665	0	0	114971	13024	80379	280	209469	0				
44134	1524904	170060	1488583	140404	170060	140404	904083	0	28327	1418	5747	11	303627	29272	1017143	1839						
44433								0	3155	137	283	1	73767	4858	196722	677	273927	0				
44602							9249393	0	66371	4248	74956	120	248185	22606	9606593	3572	9996105	0	8078262	0		
44741								0	13985	1089	662	2	148217	24377	99217	357	262081	0				
44750								0	11738	923	515	1	93669	7786	70173	186	176095	0				
44929								0	5126	291	0	0	51745	9297	14536	67	71407	0				
45038								0	12116	572	271	1	55365	6611	23736	108	91488	0				
45047								0	5527	249	0	0	57774	8183	24368	139	87669	0				
45056								0	2994	320	0	0	25418	4458	11977	58	40389	0				
45430								0	7509	362	381	1	46973	6817	27117	164	81978	0				
45458								0	506	54	0	0	7047	621	1001	7	8554	0				
45551								0	22662	1895	388	1	245888	32373	147111	541	416049	0				
45560								0	12940	809	528	1	242813	23195	248153	946	504434	0				
45775								0	11244	739	517	2	77116	8258	35338	200	124215	0				
46053								0	12239	606	297	1	81084	11602	56689	147	150309	0				
46941								0	5923	487	0	0	48795	6866	17283	64	72001	0				
47153								0	986	71	0	0	9099	1372	6290	36	16375	0				
47247								0	21573	1045	2996	8	104442	13906	75692	328	204703	0				
47256								0	1600	135	0	0	17158	2992	5117	29	23877	0				
47452								0	2366	67	0	0	17654	1589	25850	70	45870	0				
47500								0	23382	1238	260	1	173591	23476	47423	290	245814	1158				
48057								0	3102	175	0	0	34592	6360	32263	116	69957	0				
48150								0	1014	50	0	0	13111	1783	4909	23	19034	0				
48374								0	30221	1145	1807	6	294956	26905	138009	663	464993	0				
48440								0	5134	251	0	0	44680	5468	4884	48	54698	0				
48730								0	9086	375	1964	2	153896	14533	109854	519	274800	0				
49054								0	16	1	0	0	130746	2269	38690	130	169452	0				
49148								0	4542	243	311	1	40490	5094	16887	74	62230	0				
49241								0	10634	690	0	0	153532	23210	141935	360	306101	0				
49344								0	3321	195	278	1	41521	5037	24810	103	69930	0				
49643								0	902	42	0	0	18366	2686	7459	53	26837	110				
49652								0	2236	177	0	0	35798	5303	36503	100	74537	0				
49821								0	36541	1405	5163	14	258606	25007	294237	971	594547	0				
49858								0	1830	224	0	0	40348	3991	22667	106	64845	0				
49951								0	2193	116	276	1	43140	3208	32598	172	78207	0				
50144								0	7744	347	703	2	32674	4517	11318	44	52439	0				
50461								0	175	27	326	1	15125	882	41929	139	57555	0				
50546								0	3249	128	0	0	16076	2268	21735	70	41060	0				
50854								0	1342	66	0	0	29186	3968	24127	122	54655	0				
50957								0	4438	233	320	1	64027	2921	30965	209	99750	0				
51253								0	5000	231	882	3	79085	9808	28957	133	113923	0				
51356								0	1108	70	264	1	30524	4656	32614	118	64510	0				
51459								0	7555	541	264	1	80257	10523	77407	295	165483	0				
51730								0	5089	204	0	0	29278	4947	13065	79	47432	0				
51842								0	22464	1467	337	1	108448	14050	53155	153	184404	0				
52410								0	1726	136	0	0	33972	6392	5128	34	40826	0				
52719							0	0	0	0	0	0	0	0	0	0	0	0	0	0		
52951								0	1641	56	0	0	23071	3481	40687	139	65399	0				
53015								0	3023	126	0	0	14981	2843	2819	12	20823	0				
53033							856741	0	5139	276	259	1	281637	22838	1076501	2202	1363535	0	1377718	0		
53051								0	2935	230	0	0	25067	3960	11667	91	39669	0				
53239								0	6841	231	264	1	53558	7699	32787	112	93450	0				
53453								0	1218	42	0	0	23583	1374	14796	20	39597	0				
53752								0	2351	81	0	0	25423	2640	13662	65	41436	0				
54049								0	5373	287	378	1	45019	8157	17211	86	67981	0				
54058								0	12952	732	264	1	95453	9375	40532	241	151629	2428				
54357								0	0	0	0	0	18138	1556	7457	55	25595	0				
54375								0	21384	1345	1233	4	254268	34107	178821	638	455707	0				
54441								0	6291	316	0	0	73951	7998	17432	92	97674	0				
54656								0	15171	569	2995	8	102166	10664	89049	326	209381	0				
55176								0	30841	751	2768	9	123272	10437	87332	386	244871	658				
55336								0	12064	1118	0	0	175274	21283	81647	406	268985	0				
55635								0	255	40	0	0	31529	3835	27893	70	59804	126				
55653								0	2933	283	0	0	43230	4787	21347	97	67510	0				
56230								0	3437	307	0	0	57014	7265	31550	215	92001	0				
56258								0	6721	543	0	0	80124	10876	70260	206	157106	0				
56351								0	27189	2014	0	0	359330	84683	332821	1011	719340	0				
56427								0	5765	351	316	1	33871	5513	6880	33	46832	0				
56548								0	6689	487	388	1	154698	10035	45378	182	207153	0				
56557	1658071	100771	1755765	108345	100771	108345	1053382	0	8221	358	3155	6	396753	21546	1149171	2574						
56717								0	28898	1223	2491	4	214111	26767	118427	481	363927	0				
57040								0	4986	264	0	0	45120	6121	17917	87	68023	0				
57228								0	6439	423	0	0	113723	16806	66812	303	186974	0				
57255								0	328	24	0	0	44125	4559	28603	126	73056	0				
57451								0	24318	1173	843	2	144244	21359	136553	392	305958	0				
57572								0	2990	480	0	0	29122	5158	6838	44	38950	0				
57956								0	1909	126	0	0	41449	5657	85236	282	128594	0	122515	0		
58074								0	15176	1221	2054	7	88783	17045	42019	215	148032	0				
58207								0	10512	434	767	2	98335	11134	58552	312	168165	0				
58225								0	18389	611	1079	3	124700	15800	44227	230	188395	0				
58243	3928800	295489	3806389	421903	295489	421903	1475618	0	102456	6224	8776	22	1127830	107121	2394249	5755						
58355								0	627	22	0	0	3717	916	1655	8	5999	0				
58551								0	1468	57	1160	3	40732	4327	42990	159	86350	0				
58636								0	6077	405	558	2	118943	20103	70886	317	196464	0				
58757								0	6874	1020	0	0	33066	4081	10760	58	50700	0				
58971							1147061	0	54775	4112	3245	7	994367	130037	1804480	5569	2856867	0	2785614	0		
59316								0	21685	2384	0	0	222020	29815	124716	501	368421	0				
59352								0	7509	633	332	1	122852	14108	100397	409	231090	0				
59679								0	2351	165	263	1	11305	2268	6889	26	20808	0				
59754								0	1202	41	0	0	6783	1363	3805	14	11790	0				
60143	43167412	1338758	44531439	1573781	1336929	1572110	24137154	0	722953	73860	39770	95	10746075	1279617	30319856	47454						
60330								0	23920	1207	1874	5	230841	42952	121749	504	378384	0				
60433								0	1216	103	255	1	14553	646	18871	90	34895	0				
60545								0	22231	751	2018	5	75548	7819	39309	197	139106	0				
60554								0	2266	134	0	0	25580	4106	20846	102	48692	0				
60648								0	15081	604	3029	9	110532	18145	70668	251	199310	0				
61122							375102	0	50254	3543	811	3	529109	60477	595855	1195	1176029	0	1129697	0		
61355								0	24328	2056	676	2	263512	43291	121667	559	410183	0				
61476								0	12588	418	3619	9	60578	6987	57134	243	133919	0				
61533								0	36972	730	1866	6	170470	8684	266173	1646	475481	0				
61757								0	8967	1298	0	0	95208	16221	54322	152	158497	0				
61832								0	5646	296	0	0	87474	11537	55229	296	148349	0				
61953								0	7312	478	0	0	35110	5937	16142	74	58631	67				
62044								0	1101	127	0	0	11917	626	3833	23	16851	0				
62147								0	3197	335	0	0	33160	5003	16881	75	53238	0				
63050								0	3912	231	0	0	50299	10730	30807	170	85018	0				
63069	11925331	0	11715445	0	0	0	8390075	0	48333	3637	5963	12	2401125	163599	9469910	18834						
63078								0	16180	906	846	3	377468	46557	341228	1220	735722	0				
63201								0	4584	592	0	0	48407	10063	29280	116	82271	0				
63359								0	6467	460	641	2	104429	7894	81945	299	193482	0				
63573								0	23584	2052	343	1	119880	11692	93233	440	237040	0				
63733								0	28439	1019	2780	6	187730	23221	70128	390	289077	0				
63742								0	645	82	0	0	84659	9953	83591	249	168895	0				
63751								0	376	118	0	0	3557	1064	2888	15	6821	0				
64150								0	280	21	0	0	31962	3659	49196	173	81438	0				
64543								0	20228	857	258	1	160983	21637	137240	476	318709	0				
64552								0	2098	54	0	0	45028	2082	22500	68	69626	0				
64619	1453452	577	1464012	577	577	577	890807	0	12785	543	582	2	112658	23412	1326850	2310						
64730								0	11928	757	630	2	72038	9291	88956	285	174075	523				
65205								0	68442	4721	1975	6	414593	35769	125307	882	610317	0	607007	0		
65241								0	4336	239	0	0	60770	6240	47314	201	112420	0	112624	0		
65513	164597	0			0			0	0	0	0	0	27989	2734	136608	224						
65559								0	8321	526	0	0	142039	17007	164844	495	315204	0				
65746								0	20879	1313	2551	7	199846	26243	155742	535	379019	0	378751	0		
65858							290427	0	57686	3509	1688	5	551749	84068	369471	1214	980594	0	985918	0		
66015	522666	61705			59924			0	0	0	0	0	81916	3504	379045	830						
66154								0	11446	300	2017	5	41579	5374	12007	76	67049	0				
66172								0	21072	1373	419	1	198483	23588	143605	651	363579	0				
66275								0	5505	304	298	1	55891	6283	36065	160	97759	0				
66837								0	8810	579	1861	4	99007	9055	175065	352	284743	0				
66846								0	32026	2614	1934	2	398950	40805	161588	787	594498	0				
67142								0	5085	539	0	0	55016	7303	23948	100	84049	0				
67151								0	5616	270	965	3	132928	12973	350277	567	489786	0				
67209								0	27896	1046	3253	10	221646	22926	129579	592	382374	0				
67254								0	0	0	0	0	11758	15437	1065	7	12823	0				
67311							1896869	0	344752	30823	10448	28	4583945	749677	2389496	8072	7328641	0	7381861	0		
68345								0	14250	620	2939	6	92226	13712	41308	175	150723	0				
68448								0	5519	370	511	2	53508	7201	7100	36	66638	0				
68756								0	6386	254	0	0	79234	10056	62299	331	147918	0				
68831								0	4333	408	543	2	40134	5713	33294	84	78304	0				
68840								0	6592	465	262	1	58370	7798	37728	141	102952	0				
68859								0	8138	751	1192	4	167480	25036	179844	763	356655	0				
68943								0	5750	378	0	0	71592	10698	28979	116	106321	0				
69333							240916	0	34615	2054	1196	3	484617	50243	340325	1364	860753	0	870813	0		
69678								0	19054	1005	0	0	170668	20962	140834	546	330556	0				
69847								0	489	57	0	0	9941	1305	3587	22	14017	0				
