"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	
666844																																																																	0	0	0									0	6	0	77	200	53	0	0	0		0	0	0	360	0	253	0	0	0	34	0	42	0	0	347						0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	93	6	72	0	0	0	0	254	0	463	6	0	0	0	0	195	0	0	0	0	
667029																																																																	0	0	0												43	0	0	0	0	0		0	0	0	177	0	0	0	0	0	133	0	648	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	3	4	0	0	0	0	59	0	310	43	0	0	0	0	59	0	0	0	0	
667252																																																																	0	0	0									0	4	0	40	0	0	0	0	0		0	0	0	0	0	0	74	0	0	0	0	0	0	0	0						0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	9	0	0	0	0	66	29	19	17	0	0	0	0	0	0	0	0	0	
667346																																																																	0	0	0									0	0	0	5	0	31	0	0	0		0	0	220	26	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	44	0	60	0	0	0	0	0	0	0	0	0	0	
667458																																																																	0	0	0									0	0	0	59	46	640	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	326	0	1166	0	0	0	0	0	0	0	0	0	0	0	0	43	16	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	
667524																																																																	0	0	0												253	0	5	0	0	0		0	0	0	309	0	0	0	0	0	142	0	290	0	0	0						0	0	0	9	0	0	46	28	0	0	0	0	0	0	0	0	0	0	0	0	0	276	18	0	0	0	0	0	259	0	1264	183	0	0	0	0	0	0	0	0	0	
667551																																																																	0	0	0									0	0	0	466	0	207	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	324	0	0	0	0	30	0	19	0	0	0	0	0	0	0	0	0	0	
667757																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	68	158	0	0	0	0	1003	40	303	0	23	0	293	0	0	81	0	764	0	0	0	0	0	0	0	0	0	0	0	143	0	40	0	0	10	123	0	0	103	0	0	0	0	0	0	0	0	978	11	462	0	0	0	0	487	34	1366	468	266	5	0	0	0	0	0	0	0	
667832																																																																	0	0	0									0	0	0	0	5	239	0	0	0		0	0	0	211	0	0	0	0	0	30	0	154	0	0	0						0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	150	24	39	0	0	0	0	90	40	134	0	49	0	0	0	86	0	0	0	0	
667850																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
667869																																																																	0	0	0												2176	645	1071	0	0	0		1617	0	0	0	0	0	0	0	0	345	0	0	0	0	0						0	0	0	0	0	0	0	0	0	2110	645	868	1370	483	671	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
668053																																																																	0	0	0									0	0	0	71	0	115	0	0	0		0	0	0	53	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	0	35	16	0	0	0	0	0	0	0	11	84	31	0	0	0	0	0	0	0	0	
668147																																																																	0	0	0									0	0	0	0	0	391	0	0	0		0	0	12	0	0	0	0	0	0	0	0	87	0	0	0						0	0	0	0	0	0	260	0	0	0	0	60	0	0	42	0	0	0	0	0	0	8	0	15	0	0	0	0	10	0	123	0	0	0	0	0	87	63	0	0	0	
668352																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
668745																																																																	0	0	0												108	0	521	0	0	0		0	0	4205	0	0	0	0	0	0	0	0	278	0	0	0						0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	27	26	0	41	0	0	0	0	98	0	1006	0	0	0	0	0	0	0	0	0	0	
668848																																																																	0	0	0									0	122	0	308	0	407	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	0	0	0	0	0	0	0	105	0	0	18	0	0	0	0	0	0	0	
669340																																																																	0	0	0									0	0	0	105	0	177	0	0	0		0	0	956	0	0	196	0	0	0	764	0	248	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	27	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	
669359																																																																	0	0	0												149	0	0	0	0	0		0	0	0	0	0	0	60	0	0	0	0	0	0	0	0						0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	
669443																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2388	13	1918	0	0	0	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	0	0	0	0	0	0	0	0	0	0	0	0	0	219	20	86	0	0	0	0	553	0	2824	0	0	0	0	0	534	0	0	0	0	
669555																																																																	0	0	0									290	2400	0	174	0	75	0	0	0		0	0	0	1025	0	0	0	0	0	104	0	0	0	0	0						0	0	0	0	14	0	2400	0	290	84	0	0	73	0	0	0	0	0	0	0	0	36	0	2	0	0	0	0	18	0	169	0	0	0	0	0	0	0	0	0	0	
670159																																																																	0	0	0									0	54	64	4	0	25	0	0	0		0	0	0	0	0	0	0	0	0	0	18	20	0	0	0						0	0	0	0	0	0	54	64	0	0	0	0	0	0	0	0	0	0	0	0	0	111	20	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	
670421																																																																	0	0	0												154	0	93	0	0	0		0	0	0	0	0	0	0	0	0	60	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	41	0	0	0	0	16	0	666	0	0	0	0	0	88	0	0	0	0	
670430																																																																	0	0	0									50	0	0	667	0	45	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	40	0	31	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	279	10	106	0	0	0	0	301	0	166	0	0	0	0	0	0	0	0	0	0	
670467																																																																	0	0	0	0	0	0	0	0	0	0	0	0	3	0	308	0	543	0	0	0	0	707	0	228	0	0	157	429	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	9	0	0	0	0	0	0	0	0	0	0	0	19	41	0	743	0	44	0	0	0	0	0	0	501	0	0	0	0	0	318	70	0	0	0	
670551																																																																	0	0	0									0	0	0	4	0	0	0	0	0		0	0	0	418	0	0	0	0	0	37	0	0	0	0	0						0	0	0	0	0	0	255	0	0	516	0	0	465	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	265	0	0	0	0	0	54	54	0	0	0	
670560																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
670654																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	108	0	0	0	0	0	0	0	0	76	13	0	0	0	0	0	0	0	128	0	39	41	0	0	0	0	0	0	0	
670748																																																																	0	0	0									46	0	0	252	0	217	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	11	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	34	0	19	0	0	0	0	57	0	312	0	0	0	0	0	0	0	0	0	0	
670850																																																																	0	0	0									0	22	0	25	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
671053																																																																	0	0	0									0	0	0	12	0	0	0	0	0		0	0	0	230	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
671147																																																																	0	0	0									0	204	133	485	130	58	0	0	0		0	0	0	50	186	0	0	0	0	482	0	230	0	0	0						0	0	0	0	0	0	204	133	0	0	0	0	0	0	0	0	0	0	0	0	0	119	52	0	0	0	0	0	0	0	329	418	1012	0	0	0	0	0	0	0	0	
671334																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	890	0	0	0	0	0	0	0	0	0	0	0	0	1269	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	108	23	1020	0	229	0	0	0	2159	0	0	0	0	
671464																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	2569	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	577	0	1330	437	0	1010	0	0	0	25	0	0	185	0	407	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	
671558																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	115	0	0	0	0	292	0	23	7	0	245	0	0	0	701	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	24	94	0	0	0	0	0	0	0	0	0	0	0	26	0	0	285	0	40	0	0	0	0	416	0	1091	0	0	0	0	0	1284	0	0	0	0	
671576																																																																	413	0	1075	0	0	0	0	0	0	0	0	0	0	0	2973	0	5508	0	0	0	0	14765	0	69949	0	0	0	0	0	0	24681	0	41559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8290	0	0	7461	0	0	0	403	0	734	1492	0	2078	0	0	0	13669	43396	4732	17107	0	2870	0	6273	0	0	0	0	0	0	
671857																																																																	0	0	0									0	0	0	30	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	87	87	0	0	0						0	0	0	0	0	0	0	148	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	
672041																																																																	0	0	0									0	0	161	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	40	115	0	0	0	0	0	0	0	196	168	0	0	0	0	0	0	0	0	0	
672238																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	448	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	26	0	0	0	0	0	0	0	116	48	0	0	0	0	0	0	0	0	0	
672247																																																																	0	0	0												52	0	94	0	0	883		0	0	0	0	0	510	0	0	25	29	0	315	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	5	0	50	0	13	0	0	0	0	324	4	322	0	0	0	0	0	445	22	0	0	0	
672359																																																																	0	0	0									0	0	0	239	125	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	23	0	0	0	0	0	0	71	39	0	0	0	0	0	0	0	0	0	0	
672537																																																																	0	0	0												129	131	70	0	0	0		1212	0	0	0	0	0	0	0	0	108	8	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	18	0	83	0	13	0	0	0	0	0	0	223	184	171	25	0	0	0	0	0	0	0	
673132																																																																	5	4	0	0	0	0	0	0	0	0	0	0	0	0	460	210	397	0	0	0	0	461	0	0	0	0	425	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	45	65	0	0	0	0	100	45	1340	128	50	0	0	0	0	0	0	0	0	
673178																																																																	0	0	0												11	0	0	0	0	0		105	0	0	146	0	0	0	0	0	680	0	0	0	0	0						0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	26	56	0	0	0	0	0	0	0	0	0	
673244																																																																	0	0	0									0	0	0	0	0	0	0	0	0		541	322	534	192	0	0	0	0	0	565	0	421	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	33	851	0	0	0	0	534	0	0	0	0	
673431																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	1180	54	0	1180	0	0	0	0	1792	0	0	0	0	0	0	1238	59	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	35	0	0	0	0	0	766	7	625	0	1	3	0	0	0	133	0	0	0	
673440																																																																	0	0	0	0	0	0	0	0	0	0	0	5	7	0	687	0	573	0	0	34	0	1851	0	2506	101	0	0	0	0	0	440	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	444	0	0	336	0	0	0	25	0	0	666	0	85	0	0	0	0	1187	113	1154	0	147	22	0	0	2653	0	0	0	0	
673851																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	
673909																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	0	0	0	0	598	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0	165	0	2429	0	0	0	0	0	0	0	0	0	0	
673963																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	47	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	0	0	0	0	96	0	11	0	0	0	0	58	0	72	0	9	0	0	0	0	0	0	0	0	
674344																																																																	0	0	0												0	0	0	0	0	0		144	0	0	0	0	0	0	0	0	0	101	229	0	0	0						0	0	0	85	0	48	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	48	493	0	0	0	0	0	97	0	0	0	0	
674513																																																																	0	0	0	0	0	0	0	0	0	0	0	0	228	0	199	7	0	0	0	0	0	432	0	0	282	249	90	0	0	0	0	45	277	0	0	0	0	0	0	0	0	0	0	0	5	0	0	228	0	0	0	0	0	0	0	0	0	0	0	78	8	0	304	228	0	0	0	0	0	51	0	1137	611	211	49	0	0	367	0	0	0	0	
674849																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	168	174	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	31	107	0	0	0	0	0	0	0	0	0	0	0	0	0	43	3	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	
675042																																																																	0	0	0									0	60	0	40	42	41	0	0	0		0	0	0	0	19	0	0	0	0	0	62	19	0	0	0						0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	34	0	0	0	0	0	71	0	166	57	0	0	0	0	90	0	0	0	0	
675051																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	133	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
675079																																																																	0	0	0												2	0	0	0	0	0		0	0	0	369	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	24	0	0	0	0	18	0	342	0	109	0	0	0	0	0	0	0	0	
675239																																																																	0	0	0												0	0	207	0	0	0		0	0	154	0	0	0	0	0	0	62	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	14	0	0	0	0	0	381	0	427	0	0	0	0	0	0	0	0	0	0	
675248																																																																	0	0	0									0	0	0	75	0	0	0	0	0		0	0	0	0	0	0	0	0	0	71	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	64	0	23	0	0	0	0	97	0	177	0	0	0	0	0	0	0	0	0	0	
675332	1317	0	28	55030	11252	96179	682	0	0	46147	1189	9366	0	0	178	1234	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347	59	1800	118693	278209	5191	83472	91938	2328	1097	0	551	0	456	0	226053	112795	15719	0	0	0	345394	0	12708	165280	1459	0	0	0																						300929	21021	40082	940	488	608	5196	371	4853	59336	10572	49840												85287	461	44730																							192741	46504	299129	186951	45474	5395								
675341																																																																	0	0	0									0	0	0	0	30	0	0	0	0		5	695	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	
675659																																																																	0	0	0									0	0	0	412	0	0	0	0	0		0	0	354	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	
675855																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	46	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	7	0	0	0	0	0	0	0	76	12	0	0	0	0	0	0	0	0	0	
675949																																																																	0	0	0												2080	0	3771	503	0	0		1524	0	1611	0	0	0	0	0	0	1762	0	4074	0	0	0						0	0	0	0	0	0	0	0	0	620	0	2333	452	0	183	0	0	0	0	0	0	35	0	0	0	0	0	0	953	78	720	0	0	0	0	0	0	0	0	0	0	
676049																																																																	0	0	0												65	0	430	0	0	0		0	0	0	243	0	0	0	0	0	5	0	23	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	0	137	0	0	0	0	515	0	1532	0	0	0	0	0	0	0	0	0	0	
676151																																																																	0	0	0									0	203	0	51	0	0	0	0	0		0	0	959	0	0	0	0	0	0	0	78	286	0	0	0						0	0	0	9	0	0	203	0	0	0	0	0	0	0	0	0	0	0	24	12	0	231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	
676160	0	0	0	1736	739	3227	0	0	0	0	0	0	0	0	0	0	0	0	0	1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	76	367	160	57	275	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0																						875	0	4999	0	0	0	388	0	120	4692	76	2091												152	0	1213																							278	38	359	0	1085	0								
676245																																																																	0	0	0									0	0	0	293	169	246	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	2	22	0	0	0	0	26	0	28	0	0	0	0	0	0	0	0	0	0	
676656	0	0	0	24043	6410	8258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	24	0	3230	97	4479	1200	37	1724	0	0	0	0	0	0	5036	509	196	0	0	0	6134	230	0	0	0	0	0	0																						28580	1006	0	60	0	0	4617	50	3123	10295	247	1800												59	0	74																							282	1159	5026	941	911	478								
676955																																																																	0	0	0									0	189	0	2	0	12	0	0	0		0	0	0	0	0	0	0	0	0	115	100	608	0	0	0						0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	55	0	0	0	0	13	0	69	0	0	0	0	0	0	0	0	0	0	
677354																																																																	0	0	0									0	0	0	28	11	64	0	0	0		0	0	0	0	0	0	0	0	0	0	0	13	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	24	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	
677448																																																																	0	0	0									0	312	31	134	0	0	0	0	0		0	0	0	514	0	0	0	0	0	223	0	0	0	0	0						0	0	0	0	0	0	312	31	0	0	0	0	0	0	0	0	0	0	0	0	0	63	5	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	
677644																																																																	0	0	0	0	0	0	0	0	0	0	0	472	62	0	203	0	2	0	0	0	0	200	0	29	0	0	31	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	472	0	0	0	0	0	0	0	0	0	11	0	0	442	0	154	0	0	0	0	392	19	845	0	79	0	0	0	0	0	0	0	0	
677756																																																																	0	0	0									0	52	0	138	0	53	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	
678043																																																																	0	0	0									0	0	0	536	54	0	0	0	0		0	0	0	0	0	0	0	0	0	55	19	0	0	0	0						0	0	0	162	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	78	0	0	0	0	0	0	15	265	80	6	16	0	0	0	0	0	0	0	
678052																																																																	0	0	0												193	41	24	0	0	0		0	0	0	0	0	0	0	0	0	179	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	29	22	0	0	0	0	13	0	469	38	0	0	0	0	42	0	0	0	0	
678070																																																																	0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	92	0	0	0	0						0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	166	0	0	0	0	0	0	0	0	0	
678258																																																																	0	0	0									0	67	0	56	0	9	0	0	0		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
678454																																																																	0	0	0												112	0	0	0	0	0		0	0	0	144	0	21	0	0	0	0	0	246	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	72	0	0	0	0	62	0	258	0	43	0	0	0	27	0	0	0	0	
678557																																																																	0	0	0									0	0	0	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	80	129	0	0	0	0						0	0	0	0	0	0	0	0	0	0	129	0	0	104	0	0	0	0	0	0	0	19	1	14	0	0	0	0	25	0	28	0	0	0	0	0	0	0	0	0	0	
678717																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	37	97	0	0	0	0	0	0	170	0	0	0	0	0	0	997	0	1828	0	0	0	0	0	0	0	0	0	0	0	204	0	303	44	9	0	1054	0	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1316	275	725	47	331	0	0	0	214	0	0	0	0	
678744																																																																	0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	23	0	0	0	0	0	198	0	138	0	0	0	0	0	0	0	0	0	0	
678931																																																																	0	0	0												18	2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	365	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	61	2	0	0	0	0	0	0	82	150	0	0	0	0	0	0	0	0	0	
679246																																																																	50	29	0									0	0	0	105	20	111	0	0	0		0	0	0	0	0	0	0	0	0	0	123	24	0	0	0						0	0	0	0	0	0	184	0	0	108	0	0	97	0	0	0	0	0	0	0	0	60	3	0	0	0	0	0	30	0	205	0	0	0	0	0	0	0	0	0	0	
679451																																																																	0	0	0									0	0	0	0	7	74	0	0	0		0	0	0	2	0	23	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	29	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	38	0	24	0	0	0	0	0	0	0	0	0	0	
679648																																																																	0	0	0									0	0	0	53	63	61	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	28	17	0	0	0	0	0	0	197	64	0	0	0	0	153	0	0	0	0	
679826																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	19	0	0	0	0	0	0	0	885	0	0	0	0	0	0	0	0	0	0	
680055																																																																	0	0	0									0	244	0	858	0	88	0	0	0		0	0	0	58	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	9	6	0	108	40	6	0	0	0	0	0	0	54	0	39	0	0	0	88	236	0	0	0	
