"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	TEXTA545	
1856	4	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3		0	0	25770		69291	40		
2040	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9494		0	0	60654		69022	177		
2161	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6611		0	0	46064		37224	178		
2376	0	0	0	5		0	0	91983		0	0	0	0	42		0	0	62000	0	0	0	0	0	0	0	46178		370	1	516929		165982	1042		
2451	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	517		0	0	11631		11738	32		
2554	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	3834		3198	18		
2732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9431		262	1	145132		291326	596		
2750	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1781		0	0	26924		13014	60		
2938	0	0	0	0		0	0	0		0	0	0	0	0		89	0		0	0	0	0	0	0	0	5921		598	2	94640		199661	454		
3252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4843		0	0	37749		41435	101		
3458	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	442		0	0	11120		8447	44		
3506	0	0	0	3294		0	0	0		0	0	0	0	0		0	0	400956	0	0	0	0	0	0	0	28876		0	0	594184		610750	2000		
3720	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4070		312	1	87937		44816	200		
3953	0	109	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	349		0	0	52861		41891	208		
4138	0	3	21	0		0	0	0		0	0	333	0	0		0	0		0	0	0	0	0	0	0	9952		520	2	105973		47252	250		
4156	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5929		257	1	74676		50627	135		
4231	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10709		2267	5	46055		44599	213		
4437	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6793		0	0	103783		94825	294		
4839	0	0	0	0		0	0	0		0	0	0	0	0		122	0		0	0	0	0	0	0	0	11693		2288	3	110454		96170	361		
5005	0	0	0	269		0	0	426		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16450		1511	4	179610		94070	544		
5069	0	0	0	429		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	484		0	0	113399		117363	419		
5135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10717		0	0	88716		158419	343		
5210	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	49229		919	3	466718		153452	760		
5331	0	0	0	4614		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7656		0	0	135528		79457	336		
5461	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5429		0	0	155168		191743	756		
5751	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4540		0	0	31408		48327	101		
6039	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7426		897	3	45395		22623	89		
6057	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	580		0	0	12479		1655	13		
6141	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1043		0	0	18210		12335	46		
6329	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10187		1525	4	146680		137731	581		
6972	0	0	0	60		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	28749		263	1	306947		403329	914		
7009	0	0	0	0		0	0	449		0	0	0	0	2		0	0		0	0	0	0	0	0	0	619		19770	4	53636		243632	460		
7045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4685		332	1	51093		51024	109		
7157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2400		0	0	20243		7538	36		
7456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1919		0	0	25015		9661	38		
7634	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1756		373	1	26064		21477	66		
8033	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1763		0	0	38646		21710	88		
8462	17	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	2401		0	0	29000		44764	161		
8631	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2794		0	0	27816		13485	70		
9357	0	72	527	0		0	0	0		0	406	1	0	0		0	0		0	0	0	0	0	0	0	1201		352	1	45936		244737	460		
9553	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6199		328	1	30604		14787	78		
9807	34	0	0	0		0	0	0		0	0	0	0	0		0	0	491107	0	0	0	0	0	0	0	76458		4828	13	1120309		876584	2646		
9955	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2179		0	0	41108		28102	64		
10157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1737		0	0	34522		14840	59		
10250	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	36132		4253	10	191155		123195	455		
10849	0	47	239	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6164		0	0	125059		96164	453		
10858	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10346		348	1	214526		116582	491		
11145	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4251		771	2	81802		31871	119		
11640	8	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7663		1246	4	85394		130150	298		
11837	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4412		0	0	41702		28269	110		
12030	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17831		1257	4	170206		97685	462		
12058	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4597		988	2	60681		22145	98		
12142	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7928		253	1	64860		66793	216		
12245	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4669		379	1	51415		27459	131		
12311	0	0	0	6530	0	0	0	0	0	0	0	0	115948	0	0	14813	0	9389283	0	0	0	0	0	0	0	410056		11772	34	11989167		11959519	26955		
12647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4039		467	1	28091		28848	95		
12656	1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	407		0	0	6728		4097	20		
12937	15	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3342		1647	2	47426		98593	187		
12946	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25481		1520	3	213945		176095	615		
12955	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5316		0	0	44298		47242	161		
13037	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1896		2929	8	65367		20974	120		
13103	0	0	0	39		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	46886		3106	9	407293		235086	1040		
13251	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1853		536	1	18890		8460	57		
13457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1085		0	0	9152		4281	28		
14052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2266		0	0	40591		21544	102		
14155	0	3	2	0		0	0	0		0	0	0	0	0		8	0		0	0	0	0	0	0	0	4325		0	0	51968		31684	69		
14258	0	0	0	0		0	0	0		141	0	0	0	0		0	0		0	0	0	0	0	0	0	22251		2843	9	190474		542433	1301		
14409	0	0	0	2192535	0	0	0	0	0	0	0	0	0	0	0	0	0	9732764	0	0	0	0	0	0	0	579044		25741	54	9423434		12943894	32597		
14454	0	13	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1592		0	0	14200		8551	57		
14650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1277		0	0	15761		5150	19		
14753	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3365		0	0	18607		4847	22		
14865	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6125		282	1	97130		58941	260		
15536	0	0	0	142		0	0	0		0	0	0	0	0		0	0	845690	0	0	0	0	0	0	0	168266		10410	25	1544087		1253380	6033		
16337	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	21440		1003	3	199140		139137	495		
16458	4286	0	0	0		0	0	0		6	0	0	0	0		0	0		0	0	0	0	0	0	0	6810		1374	4	98024		69838	250	n	
16551	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10273		305	1	65439		47042	168		
16748	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3677		0	0	29524		8252	39		
16944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	768		0	0	19617		5512	29		
16953	216	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	456		0	0	19281		5585	30		
17110	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2137		450	1	12952		118259	190		
17147	0	0	0	0		0	0	0		0	0	0	0	0		0	0	213724	0	0	0	0	0	0	0	34511		859	3	330002		427799	905		
17259	0	21	1	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4510		0	0	33196		13595	74		
17464	0	0	0	0		0	0	0		37	0	0	0	0		0	0	975967	0	0	0	0	0	0	0	16746		1529	2	607829		1037991	2652		
17839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9647		969	3	64894		94183	326		
17950	0	26	1	0		0	0	0		0	12	4	0	0		0	0		0	0	0	0	0	0	0	5471		0	0	74064		70848	228		
18050	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9038		463	1	150524		83674	362		
18135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2285		0	0	71785		81925	294		
18377	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2053		771	2	17684		821	6		
18827	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7070		0	0	85975		50303	144		
18836	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10852		971	3	79760		22982	157		
18854	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	574		259	1	19920		9117	64		
18957	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3735		0	0	25270		15864	72		
19356	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2848		0	0	46846		16649	84		
19730	0	460	107	610		0	0	0		0	0	0	0	0		0	0	523102	0	0	0	0	0	0	0	55569		1275	4	891471		777573	2678		
19936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7121		519	1	68087		104073	294		
19972	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	29509		6788	48		
20053	0	0	0	0		0	0	8641		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2151		0	0	18364		16601	56		
20147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2050		0	0	35406		10556	71		
20259	0	0	0	0		0	0	0		27	0	0	0	0		0	0		0	0	0	0	0	0	0	357		0	0	29669		33394	105		
20370	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3948		0	0	66253		43913	188		
20512	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5799		498	1	44359		19464	83		
20633	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9103		272	1	121314		60922	331		
20839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6318		256	1	88583		93110	498		
20857	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	702		0	0	19027		110904	59		
20866	62	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	86021		61607	329		
21256	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1846		0	0	3594		1874	8		
21359	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1287		0	0	9729		4632	31		
21630	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2549		0	0	25701		33526	98		
21658	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7924		363	1	82899		17373	98		
22048	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6284		455	1	81160		61235	333		
22235	0	0	0	18		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14562		260	1	147204		137848	590		
22356	3	0	0	0		0	0	0		3	0	0	0	0		0	0		0	0	0	0	0	0	0	5633		0	0	115834		102662	272		
22459	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5285		0	0	56277		24823	118		
22543	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3497		0	0	37252		21819	85		
22552	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1121		0	0	27872		9626	36		
22730	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4000		0	0	52844		20081	102		
22936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8998		577	2	135278		62264	356		
22954	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1892		0	0	35216		27493	89		
23036	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16869		331	1	167351		221239	597		
23045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	952		0	0	11172		18627	36		
23241	0	0	0	229		0	0	305385		0	0	0	395	0		0	0	1143519	0	0	0	0	0	0	0	98894		891	3	1094897		767350	1997		
23456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5388		0	0	47938		15407	86		
23504	0	0	0	871		0	0	26820		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5111		0	0	164953		334350	752		
23540	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11241		273	1	72442		50879	185		
23643	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9289		658	2	73832		69593	364		
23755	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8413		0	0	52638		53196	166		
23812	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	31357		0	0	241199		454619	1067		
24006	0	0	0	2643		0	0	2324		0	0	27	0	5		0	0		0	0	0	0	0	0	0	49684		300	1	516146		212780	1199		
24266	0	0	0	11768		0	0	6985		0	0	0	0	0		0	0	685295	0	0	0	0	0	0	0	98585		2137	7	1026651		883559	3582		
24453	0	26	0	0		0	0	0		0	2	0	0	0		0	0		0	0	0	0	0	0	0	1550		0	0	90897		99882	197		
24659	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2489		515	1	16102		7427	39		
24668	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9283		1463	3	81187		32868	197		
24855	1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	5778		1959	10		
24949	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23032		261	1	290479		190314	653		
25357	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1437	95	0	0	37776	3691	59633	87		
25647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5564		867	2	25594		51884	232		
25852	0	0	0	3593		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19712		0	0	196242		114982	400		
26149	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1066		0	0	29687		9090	53		
26233	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22176		312	1	238604		145056	469		
26242	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	20773		315	1	166880		98220	335		
26457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	436		0	0	14060		4020	20		
26765	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1335		0	0	18425		31722	57		
26859	794	0	0	0		0	0	0		73	0	0	0	0		0	0		0	0	0	0	0	0	0	12000		0	0	107289		162634	628		
26916	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8973		320	1	156907		104951	451		
27548	0	7	1	0		0	0	0		0	105	1	0	0		0	0		0	0	0	0	0	0	0	19682		516	2	116904		176508	312		
27614	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22350		4016	8	155177		62090	251		
27838	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9739		273	1	124305		146351	463		
27847	0	0	0	213		0	0	1593		0	0	0	0	3		0	0		0	0	0	0	0	0	0	13138		2577	5	119267		54789	272		
28013	0	0	0	0		0	0	0		0	0	0	0	0		0	5	101144	0	0	0	0	0	0	0	51829		2482	6	683173		253644	1525		
28152	0	0	0	0		0	0	0		0	0	0	0	0		0	5		0	0	0	0	0	0	0	4362		0	0	32866		22753	80		
28255	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2706		0	0	61174		49194	205		
28349	0	0	0	13		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6397		0	0	62176		38969	259		
28406	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	46167		8740	11	449589		251257	1450		
28572	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5341		1031	3	31125		14532	111		
28732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1719		0	0	38495		21038	107		
29104	0	0	0	1200		0	0	13978		0	865	0	0	4		0	0	257129	0	0	0	0	0	0	0	13857		315	1	370391		344401	1283		
29252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4213		0	0	55336		31631	149		
29636	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19743		570	2	236356		216962	702		
29850	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1007		0	0	29948		24234	83		
29944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1554		744	2	34448		115770	244		
29953	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2383		0	0	27033		24046	108		
30052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	214		0	0	8048		2286	16		
30155	0	0	0	0		0	0	0		0	0	0	0	0		19	0		0	0	0	0	0	0	0	3354		0	0	44965		17534	77		
30258	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11089		1183	4	132723		112771	316		
30418	0	0	0	0		0	0	0		0	0	0	0	0		2879	0		0	0	0	0	0	0	0	2117		0	0	240058		5423	18		
30502	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25358		903	3	325011		133449	680		
30650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7240		799	2	55323		83911	175		
30810	0	0	0	0		0	0	0		0	0	0	0	0		0	30573	683257	0	0	0	0	0	0	0	3500		104212	1	1686533		12641303	5228		
30856	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1217		412	1	52325		107311	346		
31134	0	354	0	0		0	0	0		0	7	0	0	0		0	0		0	0	0	0	0	0	0	5404		487	1	38505		28271	122		
31255	142	0	0	0		0	0	0		5	0	0	0	0		0	0		0	0	0	0	0	0	0	10376		331	1	123877		74936	420		
31657	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3321		384	1	40275		24324	180		
31826	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10708		965	2	101661		83631	439		
31835	0	0	0	7		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2158		259	1	30143		32388	134		
32159	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1793		851	2	66932		49421	276		
32234	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2579		260	1	27711		15326	55		
32766	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1551		0	0	25226		14932	80		
33147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11754		0	0	89339		150690	457		
33259	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25445		251	1	251594		203035	796		
33268	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3163		1248	2	47268		23588	132		
33549	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4987		0	0	22067		12710	82		
33727	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17289		726	1	158234		83750	378		
33754	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	509		0	0	19301		2333	14		
33772	0	0	0	1626		0	0	0		0	0	0	0	0		0	0	1092411	0	0	0	0	0	0	0	29319		443	1	783508		1354099	3418		
33839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	598		0	0	15842		4372	30		
33857	113	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2497		0	0	26471		22582	50		
34153	0	0	0	0		0	0	0		0	0	0	0	0		6	84		0	0	0	0	0	0	0	37908		0	0	355584		162111	717		
34359	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1767		0	0	11177		5856	56		
34425	2	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11077		300	1	153110		87261	515		
34434	76	0	0	0		0	0	0		132	0	0	0	0		0	0		0	0	0	0	0	0	0	9321		1519	1	73798		60932	210		
34452	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4412		0	0	40106		19555	104		
