"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
1454	1156	171	4982	102200	0	168293	0	0	0	0	0	0	201980	9	15493	43059		54460	103304	16239	37074	17836	0	0	22580	18505	10187	3188	27206	9909	4249	1695	163140	186478	0	0	2545	
1557	2415	2	1086	4592	0	7835	0	0	0	0	0	0	19529	0	3319	4404		11163	1547	1883	7511	3655	0	0	3648	3863	3252	400	2500	1155	446	303	6747	16160	0	50	127	
1632	8388	35	105	40730	0	49447	0	0	9774	0	9774	0	475552	0	14276	124577		125704	216884	28071	118163	114529	9774	0	38306	79858	6850	690	32744	81785	9898	150	49307	461276	0	0	14057	
1669	12155	6	11534	38454	0	76488	0	0	0	0	0	0	109740	0	2906	27474		56787	13324	11019	46253	22011	0	0	17725	29999	6935	2128	7723	14390	4223	1138	64823	106834	125	0	0	
1829	44159	10	569	58471	0	76954	0	0	0	0	0	0	226986	0	14476	47628		102324	32875	24088	73003	34680	0	0	23594	49409	24827	4494	8203	26477	10193	2755	76375	212510	0	0	8534	
1856	468	0	971	2515	0	4147	0	0	83512	0	83512	0	127123	0	21153	24860		100623	1172	15	77501	24198	75036	0	74846	2655	7645	15477	22128	2070	212	450	3176	91970	0	14000	0	
2040	12302	14	10198	8953	0	31343	0	0	19604	0	19604	0	105283	0	2764	16095		52967	23920	9354	25366	13122	3775	0	4779	20587	22930	4672	5793	7329	2972	0	21131	102519	0	0	1812	
2161	14469	0	2129	16386	0	36263	0	0	0	0	0	0	54337	0	8758	20625		16484	2759	7154	15129	18770	0	0	6151	8978	1035	320	12441	6329	1701	154	34134	45579	0	0	526	
2376	226122	0	79	13491	0	17922	0	0	0	0	0	0	689607	0	301	96868		325679	40938	47011	293107	90499	0	0	116793	176315	28584	3986	36852	53647	5130	1239	17843	689306	0	0	7549	
2451	1655	0	334	1976	0	3300	0	0	198	7768	7966	0	21659	0	1544	11418		5246	3340	535	4049	10707	99	7742	1317	2732	969	228	4214	6493	211	500	2966	20018	0	97	0	
2554	432	0	176	20	0	2847	0	0	0	0	0	0	3334	0	718	710		2190	0	0	1797	100	0	0	508	1289	327	66	100	610	0	0	2671	2616	0	0	0	
2732	31800	1	2194	86278	0	123046	0	0	0	6077	6077	0	315638	0	38893	171548		57933	54357	9806	34030	161956	0	3027	33779	16094	3764	4296	99724	65751	2472	3601	120851	276745	0	0	1655	
2750	7314	0	1288	1687	0	7162	0	0	707	200	907	0	31142	0	4058	7654		15189	984	1732	12650	6772	707	100	5582	7510	1888	209	1967	4913	774	0	5874	25618	0	1466	234	
2938	10261	12	0	45682	0	49930	0	0	69511	0	69511	0	270460	0	28311	29912		109028	121259	7092	99199	25849	64788	0	32719	66480	9159	670	7420	18429	3739	324	49164	235835	754	6314	2255	
3252	9088	0	639	9877	0	37708	0	0	0	0	0	0	48055	0	5713	13858		19504	5605	5096	16302	12137	0	0	3886	12416	2806	395	3950	8187	1722	0	37069	42342	0	0	0	
3458	1376	0	2254	2471	0	7230	0	0	0	0	0	0	13714	0	1973	4245		6727	1366	454	4712	2878	0	0	1449	3263	1908	107	921	1957	1267	100	4976	11741	0	0	0	
3720	26061	0	1993	18994	0	57221	0	0	0	0	0	0	82327	0	1473	18204		32012	6050	4995	26989	15204	0	0	7877	19112	4885	138	6842	10577	785	0	55228	80854	0	0	1064	
3953	4837	31	1259	23619	0	30309	0	0	0	0	0	0	59395	0	3904	6884		13666	34009	342	12381	5992	0	0	2663	10060	895	48	1742	4250	792	100	29019	55491	0	0	0	
4138	24250	19	4710	25581	0	43033	0	0	0	0	0	0	127401	0	3160	33870		52039	17242	10549	47202	29157	0	0	18347	28995	4060	637	11180	17977	4004	709	38304	124241	0	0	2941	
4156	6671	0	7186	15990	0	33511	0	0	0	0	0	0	95367	0	15121	31591		37931	19174	6264	30119	23399	0	0	10694	19425	4975	2837	20289	8218	1558	1526	26325	80246	0	0	1750	
4231	8844	42	7444	13831	0	24918	0	0	0	12654	12654	0	82712	0	2064	40465		26508	6894	13900	19433	22755	0	7433	4975	14490	4426	2616	4006	19903	10208	6348	17432	80648	0	0	8531	
4437	61827	20	1144	23232	0	42747	0	0	6740	0	6740	0	148583	0	8114	35750		50320	686	7814	43998	31431	6381	0	11417	32581	5910	412	11924	19507	3898	421	41583	139883	0	586	0	
4839	30167	0	209	36834	0	41828	0	0	0	14298	14298	0	174803	0	4305	46877		64282	33477	14006	50735	44910	0	6912	16208	34527	10312	3235	14032	30878	1561	406	41619	170498	0	0	5931	
5005	56346	9	441	31506	0	44600	0	0	0	0	0	0	264485	0	12	72404		123492	12243	17934	112395	70181	0	0	18758	93637	10360	737	13856	56325	2223	0	44150	264473	0	0	5043	
5069	17956	1	0	10461	0	12799	0	0	15355	5100	21962	0	203080	0	1675	119412		61392	4320	500	52799	108433	12198	5911	27604	26399	5444	1945	62893	45540	7157	3822	12798	192114	0	9291	0	
5135	11142	0	18204	33659	0	56025	0	0	0	0	75548	0	209790	0	12469	136742		48511	13394	11138	45357	129351	0	75548	12983	32374	3133	22	30523	98829	7390	0	37821	121673	0	75648	2027	
5210	209728	45	15602	56242	0	81719	0	0	0	0	0	0	613111	0	17119	64516		230337	108530	52730	174209	49137	0	0	52228	122497	45990	9622	17616	31712	13035	2153	66072	595992	0	0	6639	
5331	16993	5	215	41342	0	49136	0	0	0	0	0	0	171218	0	0	31807		47655	74763	7862	40326	29564	0	0	17553	22773	6632	697	12193	17371	2143	100	48916	171218	0	0	1125	
5461	146346	103	5353	35916	0	40931	0	0	18000	0	18000	0	328823	0	0	35717		34367	112393	5243	32217	33136	18000	0	23954	8263	1384	766	22231	10905	944	1637	35412	328823	63	0	1431	
5751	4328	11	1093	4957	0	13516	0	0	0	0	0	0	66892	0	25872	9689		12532	40343	4709	9522	6957	0	0	3277	6245	2730	280	3264	3693	2732	0	12412	41020	0	0	985	
6039	6564	0	3344	10512	0	20622	0	0	0	0	0	0	56365	0	5397	18597		28676	2528	8601	24412	15081	0	0	6136	18276	4243	21	4479	10602	3516	0	17278	50962	0	6	2953	
6057	547	0	379	1916	0	3520	0	0	0	0	0	0	11085	0	2061	1373		8559	606	625	6525	1041	0	0	2963	3562	1338	696	300	741	232	100	3141	9024	0	0	0	
6141	1231	9	1179	9103	0	15001	0	0	0	0	0	0	16349	0	1509	7079		7327	712	1020	5598	5529	0	0	962	4636	318	1411	962	4567	881	669	13813	14840	0	0	264	
6329	12951	16	14259	61848	0	98498	0	0	0	0	14938	0	234025	16	3766	98879		96019	26176	12126	76912	90242	0	0	42945	33967	18513	594	34852	55390	5756	2881	84223	230243	0	0	2927	
6972	51843	27	1657	56999	0	81631	0	0	0	165054	165054	0	718526	56	20427	50969		251396	364320	28614	233773	44468	0	165054	135450	104708	8799	2439	22331	23486	4841	311	79886	697662	61	381	6639	
7009	0	43	7	71083	0	71083	0	0	0	0	0	0	327037	0	0	0		0	327037	155	0	0	0	0	0	0	0	0	0	0	0	0	71033	327037	0	0	0	
7045	9001	0	23735	13720	0	31513	0	0	0	0	0	0	60771	0	6266	10772		26310	14688	5018	22730	10066	0	0	10173	12557	3088	492	4648	5418	300	406	7778	54505	0	0	1236	
7157	1807	0	451	5612	0	8336	0	0	0	0	0	0	24529	11	1561	5732		11916	5074	2480	10225	5226	0	0	4800	5425	1686	5	2970	2256	506	0	7885	22957	0	0	351	
7456	6584	9	3155	6435	0	12533	0	0	0	0	0	0	26814	0	2038	4140		16089	0	1992	13457	4030	0	0	3239	10218	2603	30	661	3369	109	0	9366	24776	3	0	0	
7634	3528	3	503	10037	0	13576	0	0	1782	11099	12881	0	43998	0	555	23401		16184	885	2617	14263	21880	1287	10888	2758	11505	1419	502	4300	17580	1110	411	13070	43443	0	0	1174	
8033	5834	0	1137	16376	0	24328	0	0	0	0	0	0	41106	0	3297	13061		21871	340	1883	18426	12006	0	0	9335	9091	2837	608	6728	5278	854	201	23191	37809	0	0	358	
8462	619	16	988	19419	0	36193	0	0	0	0	0	0	44241	0	7002	25856		13088	4678	2479	11862	25856	0	0	7140	5256	692	0	15084	10772	0	0	35189	37239	0	0	338	
8631	8123	0	202	9757	0	14967	0	0	0	0	0	0	31442	0	227	4802		13568	4949	2914	9360	3308	0	0	5831	3529	3845	363	1412	1896	1234	260	14765	31215	0	0	449	
9357	76354	36	0	13970	0	17801	0	0	0	0	0	0	253769	9685	0	3224		1584	172607	1676	850	3116	0	0	1265	317	2	0	1889	1335	0	0	17765	244084	0	0	359	
9553	0	7	1298	6781	0	14642	0	0	1683	200	1883	0	37927	0	3116	11120		24566	2241	7009	22515	10720	1683	200	8639	13876	2048	3	4015	6705	400	0	13337	32928	0	1883	2134	
9807	425981	29	27898	58563	0	109784	0	0	326519	0	326519	0	1994683	0	281792	198324		353219	1017159	83466	345114	196649	326519	0	108750	236364	7904	201	111454	85195	1449	226	81857	1712891	0	0	533	
9955	5714	1	1321	10882	0	25192	0	0	0	0	0	0	46482	1	15706	9536		17245	13987	2289	14614	9536	0	0	5419	9195	2024	607	5282	4254	0	0	23870	30775	0	0	258	
10157	4587	0	1436	9245	0	15281	0	0	5628	0	5628	0	32814	0	3378	4032		19541	4654	1747	11881	3722	5628	0	3483	14026	1898	134	2035	1687	310	0	13845	23808	0	5628	0	
10250	56177	5	1866	16616	0	28715	0	0	20536	0	57002	0	338541	0	35894	107278		127565	47521	43257	93429	83250	18716	30678	38406	55041	30808	3310	35774	47476	19496	4532	26844	294067	0	8580	16974	
10849	43264	9	1695	9026	0	11927	0	0	0	0	0	0	227166	0	44458	76157		74091	33654	6786	70113	22181	0	0	33029	37084	3812	166	32552	41786	1819	0	10219	182708	4	0	1280	
10858	102117	65	6690	11183	0	16304	0	0	0	0	0	0	313638	0	23042	68133		127312	16076	11101	94474	52075	0	0	31703	62771	31704	1134	14854	37221	15821	237	9549	290596	0	0	2230	
11145	14246	0	13080	16666	0	47147	0	0	0	0	0	0	69500	0	13474	11591		25122	18541	5349	15631	6099	0	0	5337	10294	5717	3774	2070	4029	2637	2855	33636	56026	431	0	1454	
11640	81430	36	6535	10977	0	16669	0	0	0	0	0	0	215384	0	46450	66527		46174	21252	9769	40519	62049	0	0	13180	27488	3120	2386	17930	44119	3035	1443	10083	168934	15	0	3347	
11837	3710	1	14460	7170	0	29189	0	0	693	0	693	0	48710	0	1190	14778		24828	5394	4346	14552	9369	495	0	4048	10504	8005	2271	3208	6161	4736	673	14728	47520	0	0	1080	
12030	14161	10	12910	30101	0	54988	0	0	0	0	0	0	240331	0	6040	73795		110067	42308	20688	79972	52590	0	0	28181	51791	28952	1143	23165	29425	20434	771	42068	232568	0	1723	0	
12058	5309	40	2415	11962	0	19428	0	0	0	0	0	0	67241	50	9609	13666		32360	15906	3959	25607	12892	0	0	7323	18588	6016	433	3854	9038	547	227	16973	57582	0	0	4939	
12142	12754	103	8253	25383	0	54612	0	0	0	0	0	0	80482	0	13365	36053		22805	8870	7331	16297	34104	0	0	11305	10740	760	0	18485	16722	846	0	45824	67117	432	0	1208	
12245	13843	0	1611	15189	0	21224	0	0	0	7557	7557	0	68451	0	8487	22388		23812	8408	4847	19379	21292	0	7557	5457	13922	3848	585	5598	15694	811	285	19613	59964	0	0	1309	
12311	2395967	0	153625	951353	890	1825757	0	0	0	0	2920727	0	22295285	0	2210599	3785674		6106902	10006742	507186	4776073	2701677	0	1077220	3332	4772741	336312	994517	163996	2537681	1011011	72986	1665320	20084686	5922	0	54882	
12647	4714	0	635	8322	0	12955	0	0	0	9105	9105	0	48550	0	11991	17796		14671	11369	4471	10742	16994	0	9105	2290	8452	3929	0	8622	8372	802	0	12320	36559	0	0	1342	
12656	902	0	364	1912	0	3309	0	0	0	0	0	0	8128	0	1118	1522		4692	1012	444	4008	1422	0	0	1244	2764	548	136	380	1042	0	100	2945	7010	0	0	100	
12937	8277	305	0	25841	0	38374	0	0	0	0	545	0	104524	0	0	57999		14380	23869	5131	13863	56003	0	545	5283	8580	517	0	43750	12253	1996	0	38069	104524	0	0	2768	
12946	21387	3	17784	22525	0	45863	0	0	0	0	0	0	378721	0	39242	115868		126313	115154	26913	100202	104129	0	0	35795	67613	21476	1429	44281	60000	10887	700	28076	339479	0	0	6601	
12955	5724	0	625	16783	0	24157	0	0	0	0	0	0	71152	0	14581	25937		20536	18955	5475	17742	23520	0	0	5105	12637	2761	33	7504	16016	2130	287	23532	56571	0	0	1032	
13037	17119	10	1870	18294	0	28409	0	0	0	0	0	0	65909	0	780	11685		31449	5656	5278	23353	9141	0	0	3266	20388	6245	1550	3016	7083	1256	330	26529	65129	0	0	3721	
13103	169209	40	5423	27036	0	67445	0	0	20000	0	20000	0	642895	0	5193	95637		186014	192035	51288	164475	90711	20000	0	82089	82386	18334	3205	24996	65715	4458	468	61857	637380	125	322	10940	
13251	1312	0	292	3862	0	5677	0	0	0	0	500	0	22634	0	623	1911		11315	8096	2487	9512	1769	0	500	2235	7277	1803	0	852	917	142	0	5385	22011	0	0	547	
13457	2138	0	258	1710	0	3632	0	0	0	0	0	0	11212	0	1778	3186		4001	1887	1089	3762	2878	0	0	1133	2629	239	0	620	2258	308	0	3374	9434	0	0	0	
14052	7585	0	1935	10662	0	16057	0	0	0	0	0	0	44743	0	576	11945		15871	9342	3032	14594	11536	0	0	5834	8760	1277	0	4248	7288	409	0	13718	44167	404	0	971	
14155	5083	5	2329	10627	0	22500	0	0	3481	2068	5549	0	64807	0	14618	17377		27348	14999	4172	22961	16882	3481	2068	11076	11885	3324	1063	5821	11061	387	108	20166	49991	0	198	788	
14258	18946	35	17534	45868	0	87166	0	0	0	2500	2500	0	762866	0	59059	120077		47577	576266	25463	32928	97565	0	2500	24715	14774	7388	700	63513	35093	20332	1139	69597	703807	0	0	8350	
14409	7460991	505	823930	1593135	0	2870394	0	0	0	0	249992	0	20842965	0	837064	3688314		3473676	6219984	649387	2854726	3362057	0	249992	899471	1955255	585742	33208	1890162	1471895	313896	12361	2035135	20005901	10824	0	116330	
14454	2217	0	354	2116	0	4142	0	0	960	300	1260	0	17545	0	1249	2726		8484	4117	1432	7140	2524	363	200	1985	5155	1171	173	1118	1406	100	102	3788	15310	0	986	102	
14650	4228	0	3368	6289	0	11713	0	0	0	0	0	0	11591	0	265	1383		5616	363	1315	5067	1383	0	0	3148	2270	198	0	303	1080	0	0	8345	11326	0	0	103	
14753	5096	0	172	6397	0	8662	0	0	0	0	0	0	19560	0	1938	4005		10459	0	3535	8658	2933	0	0	5161	4699	579	20	2720	1063	222	0	8490	17622	0	0	1100	
14865	75186	26	3877	12614	0	20681	0	0	0	0	0	0	148264	0	18469	19547		32158	21372	6849	23961	17011	0	0	11453	14190	5530	985	13364	4511	419	1253	16778	129795	0	0	1614	
15536	270269	174	3653	304556	0	408714	0	0	48133	64188	112321	0	2759615	0	43670	632738		918540	938068	196880	579979	413933	47935	63588	356832	223247	307969	30493	258405	155528	205636	13169	404833	2656593	54	59352	42193	
16337	109352	101	6198	17982	0	29416	0	0	29223	0	29223	0	375467	0	13777	86381		137127	42607	24941	117309	76370	20199	0	25580	96550	14995	2	25065	53659	5657	2000	23117	361690	0	0	7031	
16458	48901	10	1284	14095	0	20696	0	0	0	0	0	0	152326	0	8085	14262		31000	58162	8232	24876	11542	0	0	7752	17124	5701	423	2908	8634	2484	236	19002	144241	400	0	2330	
16551	15833	11	1734	14788	0	24179	0	0	1287	24062	25349	0	94592	0	2340	36802		38447	3510	12128	22791	15544	0	8493	17368	14160	6349	570	9742	10170	11849	5041	22434	92252	0	0	3872	
16748	5706	0	629	7395	0	10739	0	0	0	0	0	0	31933	0	3271	5414		18077	2736	3745	9676	4884	0	0	4648	7477	4897	1055	775	4109	327	203	10110	28662	0	0	329	
16944	6568	0	1131	3760	0	10222	0	0	0	0	0	0	14829	0	639	1038		6056	1167	772	4581	1038	0	0	1278	3411	1368	0	208	830	0	0	9091	14190	0	0	0	
16953	2880	0	1069	5186	0	8477	0	0	0	0	0	0	16492	0	534	1945		10079	1588	475	8339	1945	0	0	2818	5521	1740	0	1545	400	0	0	7408	15958	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	89395	0	23177	74537		14858	0	0	14858	74537	0	0	14858	0	0	0	73362	1175	0	0	0	66218	0	0	1190	
17147	446322	13	28344	81393	0	185584	0	0	0	67383	67383	0	1166334	0	180274	288929		399059	32024	72442	317345	243409	0	61318	128888	188457	72386	9326	128342	115067	36258	9261	154794	986060	2433	0	13255	
17259	9900	1	223	6647	0	13356	0	0	0	0	0	0	37850	0	3117	9163		17599	1188	4853	11317	6823	0	0	2684	8633	5664	618	2621	4202	2236	104	13132	34733	0	0	894	
17464	40624	194	19678	244808	0	295628	0	0	113953	100101	238097	0	1490764	0	121912	118419		276693	1055028	18972	259555	80216	113953	113953	168812	90745	13585	3551	32928	47288	27525	10678	275756	1367113	0	1739	100101	
17839	9006	7	5282	20666	0	41157	0	0	0	0	0	0	127875	0	8425	45539		33036	40295	10896	25143	39518	0	0	4935	20208	5743	2150	14080	25438	2922	3099	35868	119450	0	0	3203	
17950	26827	806	12936	23318	0	52050	0	0	0	5121	5121	0	106850	0	15969	24673		28641	26709	5761	24891	23158	0	5121	9018	15873	3324	426	11759	11399	1415	100	38308	85760	0	5121	0	
18050	105089	17	4684	22968	0	34989	0	0	0	0	0	0	224108	0	23668	43911		58042	17066	9655	51782	42942	0	0	20200	33635	4205	2	12154	30930	827	0	30288	200440	0	0	1402	
18135	33849	0	0	40790	0	58967	0	0	0	0	0	0	99943	0	10000	26781		26314	12998	2364	24738	26255	0	0	19087	5681	1125	421	13173	13082	215	311	58967	89943	0	0	0	
18377	3285	0	0	0	0	0	0	0	0	0	0	0	21515	0	48	3164		15066	0	2900	11293	1821	0	0	3922	7371	3223	550	254	1578	1332	0	0	21170	0	297	1165	
18827	40274	5	5593	23447	0	50877	0	0	0	0	0	0	88616	0	11963	14811		31180	2352	7404	21680	13291	0	0	7188	14809	5722	3461	2803	10488	642	878	45279	76653	0	0	587	
18836	7850	0	1480	16908	0	24037	0	0	0	0	0	0	94615	0	147	28003		50079	8683	12098	37997	19901	0	0	16660	23277	7230	2912	5882	14645	5308	2168	22557	94393	0	75	3119	
18854	10795	0	1127	5566	0	9136	0	0	0	0	0	0	47409	0	308	9649		24308	2658	1533	13602	5705	0	0	2744	14328	6979	257	828	4877	3943	0	8009	47101	0	0	647	
18957	5348	0	5041	4917	0	12600	0	0	0	0	0	0	33637	0	5136	12162		14942	1185	4343	9368	7430	0	0	3095	6273	3981	1592	3457	3973	3317	1414	7559	28501	0	0	1411	
19356	6367	2	4887	11280	0	24557	0	0	0	0	0	0	45107	0	481	7008		28373	3359	2887	23165	6208	0	0	7304	16162	4534	373	1702	4506	800	0	19456	44626	212	0	0	
19730	237812	75	34741	204045	0	254969	0	0	0	108066	108066	0	1474086	0	46375	305512		501551	429211	59171	452733	293308	0	108066	130216	329486	28295	13554	123630	169678	5070	7134	220153	1427711	0	0	11086	
19936	9145	8	32988	26898	0	76459	0	0	21204	0	21204	0	122570	0	7874	52520		32326	28579	8171	29143	48302	21204	0	8253	20890	2404	779	13846	34456	3626	592	43463	114696	0	0	2771	
19972	41254	0	0	0	0	0	0	0	0	0	0	0	41254	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41254	0	0	0	
20053	4860	0	225	8363	0	19405	0	0	4920	1400	6320	0	45655	0	1953	11303		26483	3009	2418	18436	7336	2778	1400	5811	13140	6424	1108	2447	4889	3460	507	19180	43702	0	0	0	
20147	6546	0	1526	4148	0	12499	0	0	0	0	0	0	37123	0	2301	5608		16921	8048	2211	10438	3265	0	0	3497	7107	3913	2404	1715	1550	1339	1004	10973	34822	0	0	250	
20259	11927	0	11130	26526	0	43988	0	0	81	170	251	0	30693	0	4421	5137		3950	9678	648	3367	4398	0	0	1157	2227	473	93	1880	2518	582	157	32858	26272	0	0	0	
20370	7749	19	715	25790	0	46409	0	0	0	0	0	0	73581	0	210	8442		36374	21016	3784	30987	7992	0	0	6365	24623	4642	744	3293	4699	450	0	45675	73371	0	0	0	
20512	12560	0	933	13027	0	22079	0	0	0	0	0	0	45332	0	331	9335		21624	1813	6183	13784	6973	0	0	3426	10358	6326	1514	376	6597	2362	0	21146	45001	0	0	0	
20633	50768	17	11598	15734	0	59460	0	0	0	0	0	0	148991	0	2490	36582		58789	2852	11375	28471	18921	0	0	6658	21813	10396	19922	3146	15775	2972	14689	47820	146501	25	0	3092	
20839	1649	5	702	14678	0	23355	0	0	0	8284	8284	0	157699	0	393	57779		73378	24893	7550	69673	53969	0	8284	25034	44639	3527	178	15315	38654	3810	0	22648	154928	0	2378	2985	
20857	2680	0	314	17979	0	30914	0	0	0	0	0	0	65076	0	1140	1941		7318	53137	727	6508	1821	0	0	1493	5015	764	46	1042	779	120	0	30600	63936	0	0	0	
20866	71187	26	1068	1929	0	22243	0	0	0	0	0	0	147860	0	0	20770		23223	32680	0	20700	19028	0	0	2798	17902	2368	155	1339	17689	1616	126	21149	147860	0	0	0	
21256	708	0	1004	1403	0	2954	0	0	0	542	542	0	5001	0	919	842		2778	673	1879	847	300	0	0	203	644	1802	128	200	100	542	0	1950	4082	0	0	0	
21359	2456	0	532	1724	0	2789	0	0	0	0	0	0	15084	0	1367	1949		3308	7371	1362	3002	1203	0	0	692	2310	254	52	103	1100	646	100	2257	13717	0	0	0	
21630	5180	0	1329	14968	0	20191	0	0	0	0	0	0	39151	0	4084	18476		13159	2336	2297	11544	17730	0	0	4222	7322	1565	50	5946	11784	322	424	18862	35067	0	0	452	
21658	14254	228	0	229	0	229	0	0	0	0	0	0	111966	0	4096	11076		46798	39838	8856	33680	7622	0	0	8178	25502	11130	1988	2202	5420	2850	604	1	107870	0	0	1462	
22048	13189	12	11404	20531	0	43798	0	0	3936	0	3936	0	107685	0	14755	42517		48732	3247	6481	41035	34382	3936	0	13081	27954	6625	1072	11670	22712	7819	316	32382	92676	0	254	1609	
22235	8203	0	14002	15532	0	53390	0	0	0	34688	34688	0	232999	0	3546	59763		137203	27830	15168	127356	56997	0	32688	38157	89199	6077	3770	18886	38111	1773	993	39387	224800	1	4653	3566	
22356	12952	0	4741	10015	0	18541	0	0	4002	0	4002	0	196664	0	40966	28149		57407	98156	5663	33467	21136	4002	0	28058	16378	11132	1839	11270	9866	3684	3329	13800	155698	0	0	1068	
22459	7960	12	984	19120	0	27506	0	0	0	0	0	0	56899	0	6018	14448		30085	4407	5267	21779	11290	0	0	5137	16674	7859	415	2504	8786	3058	100	26403	50770	107	111	746	
22543	5777	11	7242	11871	0	26839	0	0	0	0	0	0	35582	0	1130	10482		16079	3243	3474	12788	9481	0	0	4369	8419	2276	1015	3304	6177	362	639	19586	34452	0	0	969	
22552	4397	0	794	4284	0	9598	0	0	0	0	5598	0	30088	0	2392	10810		14881	0	1120	11902	7462	0	0	2561	9341	2975	4	1737	5725	3348	0	8790	22023	14	5673	0	
22730	188	0	1969	18015	0	26868	0	0	0	0	0	0	50294	0	918	6486		23704	19916	3847	15829	5086	0	0	4208	14412	3953	1131	675	4789	795	227	24899	49376	0	0	401	
22936	6382	36	3098	32627	0	45820	0	0	34317	0	34317	0	183082	0	2905	64664		85674	26362	11492	72941	52986	30997	0	17519	55422	12733	0	15783	40523	8358	0	42686	180177	0	0	4215	
