"IDRSSD"	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	RCONF264	
1454	0	0	0	0	0	0	221560	404677	0	0	0	0	0	206931	0	0	0	2920	2920	0	2920	0	0	0	0	47	0	0	0	0	0	0	13783	10946	0	0	0	0	0	0	-2531	5320	133038	0	77	0	0	0	1824	0	0	0	92	63825	143014	0	0	0	0	0	12361	47	66	854	0	-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19169	171250	65649	154485	0	34250	32825	154485	221560	0	23400	23400	34379	0	0	0	0	0	0	0	0	0	
1557	0	0	0	0	0	82	23672	34755	0	0	0	0	0	21133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	912	0	0	0	2235	0	0	-71	0	9119	0	0	0	0	0	0	0	0	0	0	2419	18714	0	0	0	0	0	1130	0	0	0	0	-450	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	213	0	0	0	280	12307	2419	20083	0	2461	1210	20083	23754	0	41	41	4689	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	0	602722	610804	0	0	0	0	0	554832	0	0	0	14706	14706	0	0	0	14706	0	0	0	0	0	0	0	0	0	2525	7612	0	0	0	0	0	0	-499	0	39159	2515	0	0	0	0	0	0	0	0	4368	75177	475287	0	0	0	0	0	26305	0	0	1617	44	-7839	3154	0	0	0	3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35512	0	0	0	35512	0	0	0	2525	52756	77736	553303	0	10551	38868	553303	602722	0	0	0	54022	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	400	99062	222612	0	0	0	0	0	71781	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	5361	7065	0	0	0	59113	0	11136	-926	0	43493	0	0	0	0	0	0	0	0	0	0	39272	32509	0	0	0	0	0	12036	1481	0	426	0	-1088	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5361	130240	39272	53778	0	26048	19636	53778	99462	0	20143	20143	38904	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	1569	236042	361715	0	0	0	0	0	242191	0	0	0	101	101	0	0	0	101	0	0	9133	0	0	0	0	0	0	5422	2710	0	0	0	0	0	0	-1739	1453	91039	13073	2542	0	0	0	0	0	0	0	0	98355	143836	0	0	0	0	0	22185	9133	7	3093	409	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6302	0	0	0	6302	0	0	0	6882	96842	111837	162324	0	19368	55919	162324	237611	0	0	0	30175	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	66214	217659	0	0	0	0	0	18712	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	2725	0	0	0	113810	2097	0	-5002	0	85966	0	0	0	0	0	0	0	0	0	0	1731	16981	0	0	0	0	0	6894	98	0	0	0	-5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	202501	3828	23800	0	40500	1914	23800	66214	0	0	0	18359	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	331	134466	174734	0	0	0	0	0	135892	0	0	0	322	322	0	0	0	322	0	0	0	0	0	0	0	0	0	625	3997	0	0	0	0	0	0	-285	0	24073	3482	0	0	0	0	1032	0	0	0	1159	30116	104616	0	0	0	0	0	7556	0	0	1095	0	-2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	30416	34630	111399	0	6083	17315	111399	134797	0	92	92	15604	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	52174	104103	0	0	0	0	0	58301	0	0	0	67	67	67	0	0	0	0	0	0	0	0	0	0	0	0	1127	8255	0	0	4	0	0	0	-454	708	29427	0	0	0	0	0	0	0	0	0	0	30382	27919	0	0	0	0	0	5434	0	5	4946	0	-1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1911	42903	30382	28402	0	8581	15191	28402	52174	0	275	275	11278	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	11	0	783430	1184958	0	0	0	0	0	748446	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	2372	58009	0	0	8895	211974	1952	0	43	4502	59278	0	10411	0	0	0	0	0	0	0	13	209593	538840	0	0	0	0	0	70400	43	0	10619	0	-8796	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15769	343043	211545	609048	0	68609	105773	609048	783430	0	3150	3150	179035	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	32621	36337	0	0	0	0	0	33429	336	3699	3699	70	70	0	0	0	70	0	0	750	0	0	0	0	0	0	98	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	166	1649	10247	21368	0	0	0	0	0	2987	750	71	818	0	508	63	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	3695	10667	26548	0	739	5334	26548	32621	0	664	664	2721	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	3675	6922	0	0	0	0	0	2797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	1	1	0	0	-136	0	2599	50	0	0	0	0	0	0	0	0	0	260	2537	0	0	0	0	0	199	0	0	0	0	-162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3919	310	2736	0	784	155	2736	3675	0	940	940	706	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	394564	506471	0	0	0	0	0	414792	0	0	0	3579	3579	0	0	0	3579	0	0	1162	0	0	0	0	0	0	8517	9443	0	0	0	0	0	0	-741	0	61065	0	2051	0	0	0	0	0	0	0	880	102120	311792	0	0	0	0	0	12020	1162	174	0	0	-3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8691	76988	102120	328106	0	15398	51060	328106	394564	0	5600	5600	62454	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	36226	49959	0	0	0	0	0	33967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	659	0	0	0	0	0	0	-286	1484	9404	518	0	0	0	0	0	0	0	0	1264	3357	29346	0	0	0	0	0	2752	0	13	474	23	-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666	13444	3898	31588	0	2689	1949	31588	36226	0	1643	1643	5073	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	2289	322979	380872	0	0	0	0	0	320444	0	0	0	9139	9139	0	0	0	9139	0	0	0	0	0	0	0	0	0	1600	6520	0	0	0	0	0	0	-587	0	44506	2534	0	0	0	0	0	0	0	0	3150	71125	246169	0	0	0	0	0	16241	0	0	1803	48	-6941	827	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6693	0	0	0	6693	0	0	0	1600	55979	73707	277218	0	11196	36854	277218	325268	0	0	0	30920	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	73	67266	102393	0	0	0	0	0	55237	0	0	0	101	101	0	0	0	101	0	0	0	0	0	0	0	0	0	2472	3033	0	0	0	4128	100	0	-750	4894	31825	1592	201	0	0	0	0	0	0	0	464	1024	53749	0	0	0	0	0	3962	0	34	618	14	-1665	199	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	414	0	0	0	7400	40068	2730	57960	0	8014	1365	57960	67339	0	0	0	13511	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	105	18409	26358	0	0	0	0	0	11348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3771	0	0	0	0	1880	-88	1104	6667	0	0	0	0	0	0	0	0	0	0	1562	9786	0	0	0	0	0	653	0	0	0	0	-424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104	8214	1562	16090	0	1643	781	16090	18514	0	1547	1547	2808	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	37	104719	171619	0	0	0	0	0	104781	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	0	5624	0	0	0	11113	1729	0	-972	206	42017	0	0	0	0	0	264	0	0	0	7132	27936	69713	0	0	0	0	0	7559	965	0	557	1501	-1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	0	0	0	1212	0	0	0	206	67209	31430	75599	0	13442	15715	75599	104756	0	766	766	22189	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	115	78859	100867	0	0	0	0	0	74255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	2428	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13008	0	0	15391	9277	49588	0	0	0	0	0	7929	0	0	990	0	-1102	554	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	21209	9277	70093	0	4242	4639	70093	78974	0	2400	2400	8375	0	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	0	130144	189837	0	0	0	0	0	135883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2239	6656	0	0	0	0	0	0	-1180	0	34451	0	0	0	0	0	0	0	0	0	0	50094	85789	0	0	0	0	0	12203	0	18	935	1221	-2448	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2457	43341	51315	95818	0	8668	25658	95818	130144	0	1299	1299	17490	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	0	131790	177002	0	0	0	0	0	112263	0	0	0	1230	1230	0	0	0	1230	0	0	1783	0	0	0	0	0	0	534	4049	0	0	0	0	0	0	-509	0	35729	14625	400	0	0	0	0	1518	0	0	588	22846	88829	0	0	0	0	0	12638	0	0	1750	10856	-2143	0	0	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10464	10464	0	0	10464	0	0	0	0	0	0	0	1943	0	0	0	1943	0	0	0	534	42117	58791	93971	0	8423	29396	93971	131790	0	1	1	14625	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	81459	122387	0	0	0	0	0	71499	0	0	0	725	725	0	0	0	725	0	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	-1797	0	40566	6254	0	0	0	0	0	0	0	0	0	11916	59583	0	0	0	0	0	3569	0	0	0	0	-2583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42483	18170	63877	0	8497	9085	63877	81459	0	201	201	13937	0	0	0	0	0	0	0	0	0	
