"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
20633			56	2161	55	6418	64	24105	98	1875	31	2587	7	878			1	43	1	124	0	0	0	0	0	0	1	409	false	false	
20857			18	548	10	1543	10	5258	26	470	5	486	19	6868			8	272	21	2180	19	6753	137	2293	10	1025	53	24561	false	false	
21256			5	164	3	234	0	0	10	126	1	142	0	0	3	9													true	false	
21359			4	157	5	832	0	0	34	735	10	1962	0	0	37	91													true	false	
21630			23	741	11	1819	15	5387	81	1818	10	1555	4	1182			2	102	4	383	0	0	13	267	4	393	0	0	false	false	
21658			91	3855	28	3727	20	7341	200	3200	21	1975	7	2400			127	4665	51	7117	12	3985	301	5780	15	2163	3	1072	false	false	
22048			44	1653	40	4770	46	19730	361	6170	50	4920	12	4137			2	71	3	332	1	172	14	332	2	75	7	584	false	false	
22356			29	972	42	4968	36	11564	117	2500	33	2216	31	9010			25	1092	24	2118	12	2478	57	1097	41	3229	24	5136	false	false	
22459			23	1088	11	1778	11	4003	140	1995	8	1280	3	784			29	1079	3	552	1	404	103	1455	2	347	0	0	false	false	
22543			32	1245	40	5375	37	13755	68	950	3	465	0	0			1	83	4	548	0	0	0	0	0	0	0	0	false	false	
22552	70	162															43	1859	40	3494	27	10377	265	4863	36	3281	16	3517	false	true	
22730			62	1954	32	3944	17	6375	68	1555	16	1466	17	4589			1	3	1	58	0	0	0	0	0	0	0	0	false	false	
22936			36	1634	55	7634	71	30018	303	5846	52	5762	24	6870			35	1181	27	3849	9	3345	41	1076	12	1163	10	1756	false	false	
22954			16	642	22	2857	14	4304	181	2399	20	1848	15	3084			67	288	50	6033	10	2592	136	2973	25	2389	13	3175	false	false	
23045			10	340	7	821	3	847	13	342	1	203	0	0			2	63	2	289	0	0	0	0	2	255	0	0	false	false	
23241			247	9096	165	20965	146	59098	1753	24960	210	19560	166	45096			204	7767	106	12456	40	10160	346	7615	92	10816	27	7644	false	false	
23456			67	2925	29	3531	9	2806	99	1831	15	2155	20	6327			36	1611	23	2830	7	1631	53	1202	14	1636	9	1499	false	false	
23504			23	1106	77	10025	177	80891	667	19720	101	11174	61	22588			0	0	1	172	0	0	0	0	0	0	0	0	false	false	
23540			3	124	4	474	14	6956	48	1119	21	2529	8	1819			0	0	1	249	0	0	0	0	0	0	0	0	false	false	
23643			64	2464	43	5113	23	8013	124	2669	38	4112	23	6327			7	223	5	666	7	2093	14	339	2	239	2	331	false	false	
23755			31	1643	18	2458	43	21346	74	1720	16	2086	8	3172			2	79	0	0	2	716	4	41	0	0	0	0	false	false	
24006			15	1010	50	6887	133	60595	231	5602	74	7641	82	31364															false	false	
24453			13	458	20	2373	26	12266	29	504	11	1393	9	4841			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24659			20	955	6	933	5	1786	60	1251	21	2524	15	3011			12	444	4	500	3	1010	211	2042	11	1304	6	1858	false	false	
24668			31	1467	27	2923	37	11414	132	2620	12	1583	10	3614			8	355	4	437	6	1722	52	725	1	104	4	1037	false	false	
24855	0	15													10	93													true	true	
24949			169	6605	137	18431	138	52023	181	3198	43	4747	50	17609			25	1002	14	2260	3	836	69	1180	1	100	2	302	false	false	
25357			32	1534	11	1764	24	22629	75	2490	7	1324	4	2125			5	152	0	0	4	1545	0	0	0	0	0	0	false	false	
25647			10	582	19	2565	27	12124	8	212	6	600	2	892			0	0	0	0	2	451	0	0	0	0	0	0	false	false	
26149			100	3945	27	3727	12	6204	129	3083	28	3093	14	4115			7	226	3	374	0	0	9	270	2	254	2	185	false	false	
26242			103	4761	61	9807	101	54093	425	8639	23	1815	15	6016			40	1875	60	9978	0	0	18	560	8	806	19	6345	false	false	
26457			14	330	2	186	1	451	15	328	2	202	0	0			54	1844	22	2376	10	2485	75	1066	3	380	0	0	false	false	
26765			5	303	32	4762	58	29241	97	2397	34	3395	43	13411			4	68	3	536	0	0	7	225	0	0	0	0	false	false	
26859			16	644	36	5001	65	23012	142	4919	39	3717	60	17503			0	0	0	0	0	0	7	110	0	0	0	0	false	false	
27548			76	4459	74	13373	82	43820	510	14482	131	15088	121	72691			5	137	6	602	1	302	3	94	1	58	1	206	false	false	
27614			49	2714	38	4483	21	6925	73	3021	6	658	1	609			3	154	8	887	0	0	2	54	1	199	0	0	false	false	
27847			291	9624	89	11478	62	21784	608	10024	29	2793	12	2586			440	10493	82	10850	72	21815	559	7409	13	1519	0	0	false	false	
28152			32	1095	27	4102	20	7704	68	1144	15	1359	10	2349			30	1243	44	4833	4	1284	32	499	9	997	2	557	false	false	
28255			21	687	19	2508	23	11326	93	2140	18	1718	21	6513			12	462	9	1384	5	1782	55	815	5	397	4	958	false	false	
28349			21	609	24	2920	25	12383	102	2751	19	2475	25	9008			16	553	6	865	4	1302	11	152	1	120	1	338	false	false	
28406			0	0	2	413	1	282	0	0	0	0	1	1000															false	false	
28572	8	0													1	0													true	true	
28732			38	2050	20	2711	16	7596	19	420	11	1235	11	3870			2	109	4	539	5	1243	3	132	3	468	0	0	false	false	
29104			12	401	58	7520	115	52121	219	6220	66	7693	41	14347															false	false	
29636			264	11163	110	16572	81	39599	918	12876	26	3709	14	6446	668	289													true	false	
29953			14	520	14	2015	19	9496	43	782	8	801	9	2754			12	475	15	1919	16	4707	11	288	6	656	4	1245	false	false	
30052	51	33																											false	true	
30258			95	3876	90	13209	156	45605	408	9291	55	5030	49	19310	10	14													true	false	
30418																													false	false	
30502			57	2922	119	15500	169	64297	491	11595	46	2982	53	17005															false	false	
30650			10	548	18	2478	34	15417	195	3506	36	2588	25	4996			1	15	1	126	0	0	0	0	2	256	0	0	false	false	
30810	0	129100																											false	true	
31134			29	908	17	2177	14	5231	190	3195	9	1065	1	78			16	616	6	671	0	0	33	820	6	509	1	0	false	false	
31255			14	656	25	3118	43	20148	160	4532	33	2757	31	8529			2	72	1	59	0	0	1	13	0	0	0	0	false	false	
31657	139	214													43	71													true	true	
31826	65	281													65	69													true	true	
31835			28	714	5	694	2	679	145	3113	10	1448	14	5120			13	459	5	620	3	1019	121	11515	32	3547	25	6373	false	false	
32234			35	1682	14	1877	10	3420	26	613	8	1226	4	1415			13	407	10	1745	4	1144	41	944	9	1265	5	1529	false	false	
32766			32	1106	14	1482	10	2772	68	1549	7	960	0	0															false	false	
33147			62	2432	44	6295	60	29036	255	5863	54	7003	54	19758			18	812	15	2027	9	3459	44	1512	11	1307	14	2695	false	false	
33259			61	4294	94	14193	162	70159	215	9935	89	8105	70	19954			2	109	2	365	1	254	0	0	0	0	0	0	false	false	
33268			13	688	9	1430	2	566	131	2020	7	627	8	2990			33	1089	12	1253	5	878	142	2834	22	2203	12	2406	false	false	
33727			17	837	41	5620	60	25273	102	2729	18	2259	21	7399			0	0	1	149	0	0	1	47	0	0	0	0	false	false	
33754	21	28													3	8													true	true	
33839			35	1345	3	310	1	390	43	1170	0	0	0	0			4	105	3	340	5	1230	55	2648	1	123	0	0	false	false	
33857	0	222															15	820	16	2266	10	2380	63	1284	20	1861	9	1988	false	true	
34153			27	1182	62	6838	117	35670	242	4718	51	3749	71	13447			17	620	22	1635	18	5663	65	2790	16	2569	5	1613	false	false	
34359			8	180	4	387	1	339	32	811	8	730	4	1083			15	452	7	538	2	622	32	762	5	363	5	1603	false	false	
34425			35	2018	60	8896	61	24768	191	3259	26	2704	18	3841			1	65	1	226	0	0	1	10	0	0	0	0	false	false	
34434			266	8362	86	10912	68	29209	170	3459	24	2207	11	3219			6	253	1	95	2	170	7	128	1	229	2	694	false	false	
34452			50	1508	22	2871	13	5335	116	3338	34	4515	15	5973			0	0	1	192	0	0	1	21	0	0	0	0	false	false	
34537			65	3504	129	17012	249	103713	361	5995	40	3428	43	15185			5	326	4	472	3	635	4	25	0	0	0	0	false	false	
34555			102	3485	21	3525	23	11776	161	2449	8	1369	4	1884	330	437													true	false	
34742			50	2099	41	6078	40	16804	230	3323	22	2736	7	2219			34	850	14	1589	4	1465	88	1244	2	355	0	0	false	false	
34836			11	589	7	963	6	1932	9	217	3	272	1	30			2	111	4	604	0	0	3	121	4	611	0	0	false	false	
35057	156	239													158	195													true	true	
35301			0	0	0	0	2	1295	0	0	0	0	0	0															false	false	
35570			31	464	87	11765	277	125328	144	3890	52	4652	72	17970															false	false	
35646			29	525	4	678	2	611	128	2907	10	1725	5	2591	5	29													true	false	
35842			52	2380	17	2614	18	8935	111	3099	8	1255	6	2080			23	1001	9	1687	1	388	44	1155	3	432	0	0	false	false	
36054			46	2296	94	12964	164	60883	412	7738	128	10920	110	26624			0	0	1	103	1	250	1	24	0	0	0	0	false	false	
36344			52	2011	52	6580	61	24933	208	5247	36	4977	27	10076			38	1374	31	3486	20	5514	86	2791	32	4612	16	4522	false	false	
36456			21	444	6	787	5	2318	97	2080	12	1161	6	1536			34	1108	29	3686	16	3285	356	7722	82	8949	34	6832	false	false	
36858			5	114	18	2378	31	12710	99	1956	35	3621	21	6557															false	false	
36933			54	3236	17	2021	13	5204	138	3447	6	619	6	1623			51	2669	2	219	1	325	58	2000	88	853	3	1247	false	false	
37051			24	820	4	646	17	6841	0	0	11	294	0	0			63	2361	34	5074	13	3915	83	1534	16	2148	4	1422	false	false	
37341	31	59															10	288	16	2189	2	391	25	488	2	164	0	0	false	true	
37378			30	1613	45	5986	48	21600	106	2998	37	4154	26	7356			27	1238	28	3999	18	5276	34	1065	34	3074	19	3601	false	false	
37435			231	9223	232	31227	230	80642	783	13301	59	4730	33	8129			24	1242	16	2536	15	5090	3	44	0	0	0	0	false	false	
37640			411	16268	280	35787	302	135258	479	13849	162	18336	147	64015			194	7757	159	19078	129	40129	221	8214	73	9764	56	19953	false	false	
37659			34	937	10	1080	2	478	97	1810	17	1230	2	385			28	790	10	1155	2	474	158	2096	5	569	3	675	false	false	
37743			23	1060	16	1824	25	14547	92	2055	19	2408	15	5576			11	399	9	1161	8	3104	37	549	3	283	3	198	false	false	
37949			38	1203	20	2324	7	2444	143	3117	24	2483	31	12099			28	1128	29	4138	10	2853	117	2709	33	3141	24	5035	false	false	
38535			10	336	28	3827	37	16815	40	1015	13	1436	14	4851			2	21	1	172	2	399	0	0	0	0	0	0	false	false	
38740			50	1572	30	3383	43	18510	142	3013	18	1788	7	1701			13	251	3	252	1	480	3	28	0	0	0	0	false	false	
39327			61	2395	62	7170	73	27765	150	2437	32	2395	30	6541			5	94	6	663	3	766	3	27	1	109	1	227	false	false	
39420			325	19588	255	29448	248	91848	318	6404	93	8560	48	14927	1	1													true	false	
39475			183	8034	375	49096	381	101316	823	15860	201	17405	128	26416			121	4829	127	15801	46	11143	337	7172	135	10448	88	16225	false	false	
39756			55	2131	90	11900	97	39537	504	11229	122	13546	77	26034			40	1544	29	3507	5	1526	297	8022	63	7956	23	5839	false	false	
40033			27	500	12	1429	1	141	67	1172	10	1305	1	364	172	16													true	false	
40350			2	78	5	839	0	0	62	1091	7	742	8	1846			11	417	9	1128	3	1025	55	1326	22	1890	14	3362	false	false	
40707			74	3278	83	10522	85	30370	325	7699	95	8956	45	10949	2	0													true	false	
40855			12	412	12	1772	3	1138	72	1849	11	1151	7	2359			18	688	28	3710	17	5619	67	1274	10	1343	11	3044	false	false	
41245	30	59															23	1397	18	2549	5	1659	65	1445	7	822	4	1271	false	true	
41553			16	376	2	71	3	708	31	601	8	758	2	848			13	557	4	431	1	289	208	3597	15	1694	7	1996	false	false	
41629			21	914	30	4435	38	18217	101	1894	9	1195	4	1080			3	102	3	453	7	1928	4	44	1	120	0	0	false	false	
41759	17	72													49	120													true	true	
41825			0	0	10	1292	12	4974	12	220	1	100	3	802			2	142	1	230	0	0	1	19	0	0	0	0	false	false	
41937			4	72	4	677	3	1070	34	741	6	731	8	2107			4	173	5	761	12	3088	24	719	7	814	16	3994	false	false	
41955			19	172	2	189	0	0	24	87	0	0	2	496			19	817	30	3311	1	294	298	5823	29	3564	9	3022	false	false	
42037			100	3264	16	2188	7	3089	127	3021	15	2288	5	2049			104	3143	22	3591	4	1549	27	571	3	596	1	349	false	false	
42055			19	609	11	1346	5	2225	64	1190	4	474	3	1041			18	724	8	730	1	265	66	829	18	2084	9	2126	false	false	
42354			53	1687	18	2720	2	1215	233	2444	6	547	3	671			33	1387	6	964	6	2126	149	1716	10	1623	1	280	false	false	
42420			914	33230	758	86512	502	162570	5004	62636	453	38647	304	80701			15	505	11	1226	2	497	0	0	0	0	0	0	false	false	
42448			112	4066	77	9204	65	26410	482	9065	50	5035	41	13053			165	6313	85	9869	44	14192	521	12529	110	12560	66	15732	false	false	
42457			5	196	1	200	1	120	34	1741	6	719	0	0			30	1158	8	807	4	1017	96	6514	3	206	1	235	false	false	
43052			46	1400	39	4105	42	12933	78	1435	20	1732	23	5566			1	39	0	0	0	0	3	159	3	528	2	535	false	false	
43351			2	15	1	305	0	0	11	553	0	0	1	571			2	76	8	1214	2	611	14	214	0	0	0	0	false	false	
43454	31	62													31	44													true	true	
43511			75	3674	96	11754	118	47331	204	6352	61	6256	59	12536			19	930	17	2395	30	14534	27	930	4	531	5	1968	false	false	
43744			34	1258	38	5208	33	12199	70	1578	10	1234	5	965			9	265	3	495	4	836	15	486	1	80	1	261	false	false	
43856			18	644	10	1175	6	1659	40	593	4	132	2	763			1	100	0	0	0	0	0	0	0	0	2	475	false	false	
43959			25	1094	29	3300	27	8755	65	1754	11	1246	10	2722			0	0	0	0	0	0	3	48	2	166	0	0	false	false	
44040			112	4296	49	6045	30	10546	150	2880	20	2167	10	3520			164	6613	100	12731	35	9057	271	6912	63	6946	25	6050	false	false	
44433			7	309	16	2273	45	20301	21	753	20	2352	28	12608															false	false	
44741			85	3542	81	9720	91	32789	187	3997	25	2086	18	4083			4	59	2	219	2	305	7	102	1	120	0	0	false	false	
44750			90	3665	51	7715	58	39508	59	1901	8	1121	6	1791			4	166	7	1179	2	681	4	202	0	0	0	0	false	false	
44929			41	1577	33	4113	20	6521	45	887	3	419	0	0			3	75	1	94	1	201	0	0	1	93	0	0	false	false	
45038			13	501	10	985	12	4133	66	1380	17	1892	32	6871			24	969	22	2899	9	2366	37	737	14	1253	8	1715	false	false	
45047			67	2282	26	3289	10	3865	175	2786	15	1564	1	178			89	3528	38	4569	28	10655	176	2079	6	531	2	589	false	false	
45056			13	359	5	397	7	2216	82	1183	13	1256	11	3421			24	1105	14	1774	7	1961	175	4638	40	3401	18	4926	false	false	
45430			15	530	14	1687	11	5432	67	786	2	274	0	0			3	153	5	492	1	323	6	99	0	0	0	0	false	false	
45458			1	22	2	466	0	0	23	690	3	422	1	1000			1	28	3	344	0	0	10	330	1	180	0	0	false	false	
45551			121	4726	81	9867	60	21883	512	9836	91	9604	65	17540			221	8545	276	30309	103	35994	989	24427	258	26582	149	33316	false	false	
