"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AVG DAILY AMT NONINT ACTS GT 250K	AVG DAILY NBR NONINT ACT GT 250K	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
558462																0	1721	105	303	1	40553	4105	23216	32	65794	0			0	0	0	0	0	0	0	0	0	8049	11.00	7731	10		
559553																0	3219	203	0	0	102278	9110	14051	25	119548	0			5000	0	0	0	0	0	0	0	0			0	0		
560214																0	3517	299	0	0	34662	3649	5221	8	43400	0			0	0	0	0	0	0	0	0	0			0	0		
560353																0	4924	239	1935	5	54886	3550	130602	77	192347	0			0	0	0	0	0	0	0	0	0			0	0		
560438																0	971	39	0	0	32813	3721	10220	17	44005	0			0	0	0	0	0	0	0	0	1673	1656	4.00	1381	3		
560830																0	3959	187	0	0	28707	3404	8702	23	41368	0			0	0	0	0	0	0	0	0	0	786	3.00	629	2		
561145																0	11473	543	1134	3	146968	12027	40594	68	200169	0			0	0	0	0	0	0	0	0	0	3507	7.08	5149	10		
561239																0	4116	101	0	0	15973	1737	2705	5	22795	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
561574																0	9323	301	1636	5	192613	4695	76777	88	280349	0			0	0	0	0	0	0	0	0	8238	11458	16.00	9850	17		
561659																0	21026	978	2610	7	351461	30764	134268	201	509365	0			0	0	0	0	0	0	0	0	773	21479	26.49	18575	24		
561864																0	1606	58	0	0	95560	4754	80418	121	177584	0			0	0	0	0	0	0	0	0	0	36566	62.00	41835	64		
562058																0	29325	2733	524	2	145269	18656	56957	63	232075	0			0	0	0	0	0	0	0	0	0	5254	9.40	2784	5		
562553																0	3905	190	286	1	97026	9875	56119	81	157336	0			0	0	0	0	0	0	0	0	3427	9424	19.00	5633	13		
563233																0	29105	1017	1209	4	173863	23808	20018	37	224195	0			0	0	0	0	0	0	0	0	0	8181	18.20	10980	19		
563336																0	5634	199	0	0	65546	6695	32634	56	103816	0			0	0	0	0	0	0	0	0	2864	3509	9.00	3144	8		
563457																0	2332	119	0	0	46500	5162	7961	12	56793	0			0	0	0	0	0	0	0	0	0	164	0.49	287	1		
563756																0	9986	566	1977	6	143403	11500	87732	111	243099	0			0	0	0	0	0	0	0	0	0	2615	6.26	4833	10		
563774																0	2927	84	300	1	28271	1582	1464	5	32962	0			0	0	0	0	0	0	0	0	0			0	0		
563934																0	2997	264	0	0	20336	2494	37703	21	61036	0			0	0	0	0	0	0	0	0	0			1028	2		
564052																0	12899	688	281	1	89771	9699	27692	41	130643	0			0	0	0	0	0	0	0	0	0	5189	10.00	7548	9		
564155																0	16112	737	264	1	225119	19773	61788	98	303283	0			0	0	0	0	0	0	0	0	0	2769	5.78	7904	10		
564324																0	14564	1301	595	2	232470	26598	65651	111	313280	0			0	0	0	0	0	0	0	0	14268	9795	23.41	7670	13		
564463																0	6405	226	0	0	86448	6599	13023	34	105876	0			0	0	0	0	0	0	0	0	0			3097	8		
564557	764293	0			0	0	0	0	0	0	0	0	0			0	3214	116	0	0	408566	23601	352513	445													34985	7256	16.88	16796	35		
564678																0	6515	347	0	0	64876	3922	5463	6	76855	0			0	0	0	0	0	0	0	0	0			0	0		
564838																0	10192	685	1215	2	80242	6286	13454	38	105103	0			0	0	0	0	0	0	0	0	0	4552	11.00	4085	9		
564856																0	2549	140	352	1	70619	4802	23196	47	96715	0			0	0	0	0	0	0	0	0	0	8333	21.0000	10774	18		
565143																0	12771	844	1115	4	84589	11746	24440	25	122915	0			0	0	0	0	0	0	0	0	0	0	0.00	13064	11		
565152																0	1699	120	0	0	22766	2275	8575	12	33042	0			0	0	0	0	0	0	0	0	0			3175	6		
565536																0	9629	492	854	3	76536	7006	10732	17	97751	0			0	0	0	0	0	0	0	0	58			333	1		
565750																0	37887	2897	2826	9	420099	27326	131862	124	592674	0			441	152	0	0	0	0	0	0	0	25187	37.00	25572	35		
565844																0	2494	148	0	0	47588	6327	14958	28	65040	0			0	0	0	0	0	0	0	0	0			1324	4		
566056																0	6135	367	0	0	96613	9697	21380	45	124128	0			0	0	0	0	0	0	0	0	0	10735	18.0000	0	0		
566243																0	9479	685	262	1	93452	10934	22703	25	125896	0			0	0	0	0	0	0	0	0	0	1380	4.00	0	0		
566458																0	2486	336	0	0	35411	4108	5302	5	43199	0			0	0	0	0	0	0	0	0	0	831	1.63	744	2		
566551																0	3131	166	0	0	46322	4818	15676	27	65129	0			0	0	0	0	0	0	0	0	1608			1612	5		
566953																0	2346	96	0	0	31980	4018	6093	19	40419	0	0	0	0	0	0	0	0	0	0	0	0			0	0		
567240																0	9721	887	962	3	106163	8763	7363	18	124209	0			0	0	0	0	0	0	0	0	0	1665	4.22	2424	5		
567736																0	3532	341	980	3	59004	6648	15733	27	79247	0			0	0	0	0	0	0	0	0	0	3774	7.00	0	0		
567754																0	8812	379	0	0	97286	7793	10308	19	116407	0			0	0	0	0	0	0	0	0	3631	285	1.00	0	0		
567905																0	11044	568	308	1	172088	12881	155602	102	339042	0			0	0	0	0	870	0	0	0	16023	42519	37.00	15325	15		
568126																0	12755	1003	0	0	121600	12649	31559	55	165914	0			0	0	0	0	0	0	0	0	0	5140	9.00	5608	7		
568135																0	9354	439	512	2	108799	8632	24116	52	142781	0			0	0	0	0	0	0	0	0	0	4937	12.33	3832	11		
568144																0	15241	494	1462	5	191703	10096	165066	234	373472	0			0	0	0	0	0	0	0	0	0	13033	20.96	16468	20		
568238																0	1890	103	0	0	32315	3510	4308	10	38513	0			0	0	0	0	0	0	0	0	0			2289	5		
568359																0	2445	167	0	0	40096	4975	39044	149	81585	0			0	0	0	0	0	0	0	0	0	708	2.0000	1400	4		
568443																0	5744	216	1473	4	43640	4011	5561	11	56418	0			0	0	0	0	0	0	0	0	0			0	0		
568470																0	26503	1231	881	3	332874	26649	164868	154	525126	0			0	0	0	0	0	0	0	0	0	23941	40.80	14015	25		
568751																0	5488	201	0	0	71743	6440	17010	34	94241	0			0	0	0	0	0	0	0	0	0	3683	5.00	3401	6		
568854																0	115	13	0	0	16181	1174	0	0	16296	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
568939																0	14657	766	2917	8	138135	15127	29305	56	185014	0			0	0	0	0	0	0	0	0	0	11957	10.40	12501	10		
569253																0	5424	161	276	1	64366	4793	22787	23	92853	0			0	0	0	0	0	0	0	0	0	409	1.00	2542	7		
569422																0	24583	1620	325	1	297095	26618	30646	65	352649	0			0	0	0	26	0	0	0	0	16167	17181	28.54	10989	20		
569534																0	31407	1269	1390	5	236159	19619	52868	83	321826	0			0	0	0	0	0	0	0	0	1553	13020	14.82	9764	16		
570558																0	2918	127	0	0	60085	6129	46908	30	109911	0			0	0	0	0	0	0	0	0	0	0	0.00	7737	12		
570651																0	2432	127	0	0	35729	3689	7571	15	45732	0	47417	0	0	0	0	0	0	0	0	0	0	0	0.00	6208	12		
570745																0	6723	411	265	1	49526	6504	4158	10	60672	0			0	0	0	0	0	0	0	0	0	12	0.02	1580	2		
571135																0	6587	402	280	1	55391	6689	14592	25	76850	0			0	0	0	0	0	0	0	0	0	2521	6.00	2804	7		
571265																0	6072	315	1424	4	205167	13222	26548	62	239211	0			0	0	0	0	0	0	0	0	21909	20678	20.20	7060	28		
571443																0	4292	159	0	0	38912	3956	9021	18	52225	0			0	0	0	0	0	0	0	0	0	353	0.82	0	0		
571920																0	5652	295	0	0	80569	7565	24266	44	110487	0			0	0	0	0	0	0	0	0	0	3466	4.37	5683	9		
571957																0	1867	157	0	0	18585	1681	7777	7	28229	0			0	0	0	0	0	0	0	0	0	1655	2.99	2089	2		
572338																0	4344	252	0	0	41165	4612	4019	9	49528	0			0	0	0	0	0	0	0	0	0	5172	7.33	1108	3		
572347																0	587	60	0	0	35810	3601	8266	10	44663	0			0	0	0	0	0	0	0	0	0	1352	2.00	0	0		
572374															36339	0	105388	6573	3041	10	1301153	214204	1234819	1944	2644402	0	2628073	0	0	3142	0	0	0	0	0	0	218823	71227	96.00	78812	92		
572459																0	22912	997	1279	4	152195	12281	32184	56	208570	0			0	0	0	0	0	0	0	0	0	7289	10.00	9745	13		
572655																0	2581	114	0	0	70030	6836	46892	53	119503	0			0	0	0	0	0	0	0	0	0	14279	20.00	14702	21		
573036																0	12795	803	325	1	183624	18292	47077	62	243821	0			0	0	0	0	0	0	0	0	0	10159	9.00	2806	4		
573335																0	11636	544	693	2	134959	10341	55059	70	202347	0			0	0	0	0	0	0	0	0	0	9326	11.75	9320	10		
573559																0	1565	55	0	0	34387	2766	7740	12	43692	0			0	0	0	0	0	0	0	0	0			0	0		
574051																0	667	28	0	0	32168	1721	5928	17	38763	0			0	0	0	0	0	0	0	0	0	4540	8.83	3907	9		
574556																0	1513	75	0	0	19795	1987	4219	8	25529	0			0	0	0	0	0	0	0	0	0	1763	3.00	1281	2		
574949																0	12154	940	986	3	88907	10494	44152	72	146198	0			0	0	0	0	0	0	0	0	0	3408	4.50	4176	6		
574976															176617	0	51122	1869	3346	11	725453	66922	197683	391	977604	0	977783	0	0	0	0	0	0	0	0	0	0			11689	28		
575133																0	3587	320	0	0	36870	4054	15166	24	55623	0			0	0	0	0	0	0	0	0	0			4512	7		
575254															485042	0	26050	1000	1770	6	907842	76514	738874	867	1756975	82439	1776729	69129	0	0	0	0	0	0	0	0	3240	94281	158.00	96195	139		
575348																0	6494	520	368	1	67263	6507	7626	16	81751	0			187	0	0	0	0	0	0	0	0	0	0.00	0	0		
575375																0	4926	279	263	1	41218	4590	6899	13	53306	0			0	0	0	0	0	0	0	0	0	1257	2.00	1332	1		
575647																0	2420	86	0	0	17874	1797	6179	12	26473	0			0	0	0	0	0	0	0	0	0	1330	2.33	1363	3		
575656																0	1584	39	500	1	28797	2316	40729	48	71610	0			0	0	0	0	0	0	0	0	0			4402	9		
575759																0	14970	591	2488	6	144512	10308	55665	75	217635	0			0	0	0	0	0	0	0	0	7075	10224	19.90	16369	28		
575834																0	5202	207	542	2	155471	11152	66037	133	227252	0			0	0	0	0	0	0	0	0	0	31302	52.59	22644	44		
575955																0	5879	419	296	1	69722	6208	23286	34	99183	0			0	0	0	0	0	0	0	0	0	1662	4.00	6825	5		
576037																0	3511	126	263	1	39292	3612	15854	18	58920	0			0	0	0	0	0	0	0	0	0	1858	5.00	4101	7		
576130															503706	0	95571	3432	7074	21	1346733	101041	437369	615	1886747	0	1887434	0	0	0	0	0	0	0	0	0	0	115340	185.59	72658	99		
576354																0	4212	138	0	0	43940	4110	14707	22	62859	0			0	0	0	0	0	0	0	0	8852			847	3		
576541																0	16183	1006	2866	7	162267	20813	85544	76	266860	0			0	0	0	0	0	0	0	0	0			4200	11		
576608																0	35929	1477	3640	9	306561	35302	132224	183	478354	0			0	0	0	0	0	0	0	0	0	19913	29.17	9054	17		
576644																0	2103	168	265	1	25975	3425	21226	84	49569	0	52634	0	0	0	0	0	0	0	0	0	0	2637	4.3500	303	1		
576653																0	7524	400	0	0	89382	8935	20715	43	117621	0			0	0	0	0	0	0	0	0	0	3854	9.25	4343	10		
576952																0	6971	408	253	1	103326	12054	35256	59	145806	0			0	0	0	0	0	0	0	0	0	9639	15.00	5288	8		
577128															260880	0	72873	4810	751	2	885947	117306	444460	462	1404563	532	1437815	544	0	0	0	0	0	0	0	0	15582	40705	69.50	37951	65		
577137	213529	70675			0	0	0	0	0	0	0	0	70675			0	0	0	0	0	103587	3943	39266	69													0	11906	25.00	0	0		
577230																0	3330	182	0	0	36175	1538	28478	45	67983	0			0	0	0	0	0	0	0	0	0	380	1.10	2118	4		
577472																0	13207	532	798	3	131814	10306	30326	52	176145	0			0	0	0	0	0	0	0	0	0	1848	5.16	1341	3		
578116																0	16240	608	1709	5	153100	11669	56079	68	227128	0			0	0	0	0	0	0	0	0	0	7915	10.00	8308	11		
578237																0	1246	68	672	2	31905	5853	24074	29	58561	663			0	0	0	0	0	0	0	0	0	5132	10.00	0	0		
578255																0	18103	728	1443	5	457320	26512	435713	402	912579	0	876573	0	0	0	0	0	0	0	0	0	19572	54468	82.95	68749	94		
578554																0	6806	324	0	0	77221	8922	10942	26	94969	0			0	0	0	0	0	0	0	0	0	3192	5.9100	3097	6		
578741																0	12019	430	526	2	134279	4602	36605	58	183429	0			0	0	0	0	0	0	0	0	800	13486	13.35	10070	14		
578862																0	1527	108	0	0	31759	2541	23914	28	57200	0			0	0	0	0	0	0	0	0	0			4860	11		
579140																0	9039	384	625	2	79489	7722	20133	37	109286	0			0	0	0	0	0	0	0	0	417	1882	4.03	1437	4		
579319																0	1562	104	0	0	30127	3420	10232	22	41921	0			0	0	0	0	0	0	0	0	0			0	0		
579364																0	4565	189	325	1	186114	12797	79920	104	270924	0			0	0	0	0	0	0	0	0	0	34743	43.00	0	0		
579636																0	2583	180	414	1	52509	4947	20711	24	76216	0			0	0	0	0	0	0	0	0	1314	8430	12.00	2190	3		
580155																0	8016	485	1270	4	129110	8569	27222	36	165618	0			0	0	0	0	0	0	0	0	0	5499	7.41	9688	6		
580548																0	13207	727	894	2	161363	17001	30162	50	205625	0			0	0	0	0	0	0	0	0	0	1041	2.00	5096	6		
580726																0	18476	1177	522	2	558416	34015	209158	173	786572	0			0	0	0	0	0	0	0	0	6023	37947	66.35	20935	40		
580847																0	3477	153	0	0	50356	4627	8284	10	62117	0			0	0	0	0	0	0	0	0	0			3631	4		
580874																0	16412	754	274	1	120777	13936	15752	32	153215	0			0	0	0	0	0	0	0	0	0	845	2.12	849	3		
581237																0	890	51	0	0	35343	3512	13487	18	49720	0			0	0	0	0	0	0	0	0	0			12009	14		
581358																0	5306	298	400	1	63214	6267	22380	26	91300	0			0	0	0	0	0	0	0	0	0	9709	13.00	4826	8		
582177																0	10599	865	0	0	97038	9525	11247	34	118884	0			0	0	0	0	0	0	0	0	0	507	1.00	512	1		
582654																0	3120	165	0	0	29115	3429	3617	8	35852	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
582766																0	849	37	0	0	15018	1323	17843	26	33710	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
582953																0	7191	435	258	1	106516	10938	35156	66	149121	0			0	0	0	0	0	0	0	0	0	14664	23.00	5246	12		
583138																0	8779	636	1030	2	80463	9017	16537	31	106809	0			0	0	0	0	0	0	0	0	0	829	2.00	2675	6		
583268																0	6001	399	0	0	92056	6504	64065	82	162122	0			0	0	0	0	0	0	0	0	0	22556	21.5500	5906	12		
583352																0	15588	667	405	1	253402	21573	80098	114	349492	0			0	0	0	0	0	0	0	0	0	15013	29.87	21787	30		
583745																0	762	44	0	0	12648	1205	1410	5	14820	0			0	0	0	0	0	0	0	0	0			0	0		
583754																0	973	82	0	0	19532	1723	3183	6	23688	0			0	0	0	0	0	0	0	0	0	1502	5.00	0	0		
583905																0	50278	1518	9767	24	361816	50928	96291	164	518152	0			0	0	0	0	0	0	0	0	0			4874	9		
584377																0	26468	1868	516	2	551650	52628	178390	262	757024	0			0	0	0	0	0	0	0	0	0	58118	86.35	46672	77		
584724																0	21531	1615	637	1	273050	33625	32200	53	327418	0			0	0	0	0	0	0	0	0	0			0	0		
584920															211265	0	90421	4544	4777	14	836685	79550	237190	394	1169073	0	1178170	0	0	0	0	0	0	0	0	0	0	99637	173.67	108595	160		
585235																0	8581	622	0	0	84973	7999	35371	57	128925	0			0	0	0	0	0	0	0	0	0	6236	9.22	2327	4		
585749																0	28591	1195	4694	13	198741	22036	45356	70	277382	0			0	0	0	0	0	0	0	0	4325	3905	9.16	6836	15		
586027																0	994	60	571	1	77858	4813	27864	47	107287	0			0	0	0	0	0	0	0	0	0	1620	4.23	360	1		
586241																0	2667	123	0	0	20476	2557	7941	12	31084	0			160	0	0	0	0	0	0	0	0	1018	3.00	0	0		
586335																0	3346	108	735	2	60421	3734	27604	20	92106	0			0	0	30	0	0	0	0	0	0	1376	3.00	670	2		
586858																0	3585	366	0	0	58071	3916	12985	29	74639	0			0	0	0	0	0	0	0	0	4852	3427	6.95	3501	7		
586960																0	3596	129	275	1	56463	5090	24041	31	84375	0			0	0	0	0	0	0	0	0	0			2817	4		
587350																0	13443	742	561	2	194338	12496	78290	123	290509	3875	293878	3087	0	0	0	0	0	0	0	0	6576	30226	37.00	29532	37		
587677																0	40580	2036	1914	6	274928	20595	11934	30	329356	0			0	0	0	0	0	0	0	0	0			0	0		
587743																0	4114	258	310	1	72782	7639	16222	22	93428	0			0	0	0	0	0	0	0	0	0	4295	6.61	1863	5		
587752																0	4387	153	788	1	30169	2887	4866	9	40210	0			0	0	0	0	0	0	0	0	0	3789	8.00	4273	8		
587800															432628	0	173861	10523	10256	34	1859010	195979	662925	681	2706052	0	2627233	0	0	0	0	0	0	0	0	0	26706	92404	117.00	106396	119		
588058																0	5102	261	0	0	109479	10255	52280	87	166861	0			0	0	0	0	0	0	0	0	0	26545	40.08	35493	56		
588245																0	5534	320	279	1	44649	5286	28590	38	79052	0			0	0	0	0	0	0	0	0	0	1742	4.00	0	0		
588348																0	6247	340	327	1	73047	5632	24574	46	104196	0			0	0	0	0	0	0	0	0	2409	2652	4.54	3329	6		
588441																0	8500	397	0	0	165234	17422	30438	54	204172	0			0	0	0	0	0	0	0	0	0	7316	16.00	6433	14		
589158																0	1426	131	0	0	59559	3872	18725	26	79710	0			0	0	0	0	0	0	0	0	0			0	0		
589439																0	2632	333	0	0	36089	3368	5250	10	43971	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
589523																0	44427	1374	3000	10	326776	27819	82702	160	456905	0			0	0	0	0	0	0	0	0	0	9451	19.22	10209	20		
589943																0	24731	1612	0	0	281666	29640	100561	106	406958	0			0	0	0	0	0	0	0	0	0	4620	13.50	7259	16		
590145																0	6380	229	953	3	25354	2109	5281	11	37968	0			0	0	0	443	0	0	0	0	0	111	0.24	287	1		
590220																0	25659	1014	3858	9	173348	17332	81602	90	284467	0			50	100	0	0	0	0	0	0	0	26389	33.00	24341	38		
590248																0	4454	480	0	0	169028	12842	42728	64	216210	0			0	0	0	0	0	0	0	0	7948			8739	15		
590640																0	9919	634	3158	7	135182	10688	75081	77	223340	0	225969	0	0	0	0	0	0	0	0	0	0	30011	48.11	11406	23		
590855																0	11998	1357	1057	3	505743	40014	85604	206	604460	60			0	0	0	0	0	0	0	0	1039	4315	7.93	11481	19		
590949																0	9604	958	0	0	72185	9571	38859	33	120648	0			558	0	0	0	0	0	0	0	0			4655	5		
591209																0	12229	643	0	0	153534	9841	21900	54	187663	0			0	0	0	0	0	0	0	0	0			0	0		
591320																0	32493	1399	2356	6	371562	50327	126597	210	533008	0			0	0	0	0	0	0	0	0	0			9679	24		
591357																0	4139	307	613	2	62408	4208	4493	10	71652	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
591366																0	4651	280	260	1	149959	10521	53695	89	208565	0			0	0	0	0	0	0	0	0	0	0	0.00	14196	31		
591740																0	720	81	0	0	14025	2390	7667	4	22414	0			0	0	0	0	0	0	0	0	0	11265	2.66	6953	3		
591825															189326	0	118907	4458	5277	18	1256998	83699	315388	446	1699987	3416	1737427	4340	0	0	0	0	0	0	0	7500	7463	65926	97.00	66046	88		
591852																0	2240	180	0	0	98107	9585	41755	54	142101	0	142924	0	0	0	0	0	0	0	0	0	0	18253	16.35	18938	15		
591937																0	30410	1677	1011	3	383279	26687	125447	152	540147	0			0	0	0	0	0	0	0	0	8116	47023	61.00	0	0		
592439																0	8773	387	0	0	82578	4755	80280	78	171631	0			0	0	0	0	0	0	0	0	0	55715	37.67	47850	38		
592448																0	3225	81	250	1	45798	2204	69839	48	119113	0			0	0	0	0	0	0	0	0	25051			1644	5		
592550																0	6093	516	478	1	84905	6473	21963	38	113439	0			0	0	0	0	0	0	0	0	0	3140	7.00	6526	11		
592644																0	16059	1252	322	1	213094	24430	110682	94	340157	0			0	0	0	0	0	0	0	0	0			7384	5		
592859																0	702	51	0	0	9359	1119	2452	3	12513	0			0	0	0	0	0	0	0	0	0	890	1.80	547	1		
593007															271713	0	83717	4990	4067	13	959329	101314	485682	439	1532795	0	1556434	0	45	98	78	950	0	0	0	0	27051	148298	160.00	47928	70		
593052																0	24450	1831	1386	5	269195	18832	41259	79	336290	0			0	0	0	0	0	0	0	0	0	4305	10.10	7613	18		
593249																0	27311	2128	581	2	197017	18757	81263	83	306172	0			0	0	0	0	0	0	0	0	0	5408	12.00	0	0		
593333																0	1295	69	0	0	40794	3661	15109	20	57198	0			0	0	0	0	0	0	0	0	0			8991	7		
593351																0	795	27	0	0	15805	1164	1384	5	17983	0			0	0	0	0	0	0	0	0	0			0	0		
593753															58381	0	11681	958	735	2	486931	34986	483810	543	983157	0	956458	0	19104	0	0	0	0	0	0	0	175			233975	221		
593771																0	148	1	0	0	9651	225	1054	4	10853	0			0	0	0	0	0	0	0	0	0	299	1.00	298	1		
593865															230212	0	34432	2558	759	3	1295515	153659	622279	898	1952985	0	2029221	0	0	0	0	0	0	0	0	0	539	319097	408.02	253576	344		
593940																0	4251	328	0	0	54233	5330	2097	7	60581	0			0	0	0	0	0	0	0	0	0	277	1.05	254	1		
593977																0	2718	194	0	0	26823	1566	551	2	30092	0			0	0	0	0	0	0	0	0	0			0	0		
594433															219829	0	57519	3377	2111	6	688258	67223	251409	307	999297	0	993324	0	0	0	0	0	0	0	0	0	0	19485	42.00	30568	41		
594451																0	592	34	0	0	14520	1338	594	1	15708	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
594853																0	4498	176	671	2	182811	10298	189405	235	377385	0	334866	0	0	0	0	0	0	0	0	0	0	58006	72.42	0	0		
594938																0	17401	2974	0	0	174310	23303	36247	63	227958	0	230672	0	0	0	0	0	0	0	0	0	0	8050	17.00	2703	7		
594947																0	35213	1622	1653	6	428929	49208	191905	249	657700	0			0	0	0	0	0	0	0	0	17801	32796	35.00	40339	52		
595038																0	933	96	0	0	13452	1493	1622	4	16007	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
595337																0	4758	206	0	0	52933	3032	34316	56	92007	0			0	0	0	0	0	0	0	0	0	500	1.00	650	2		
595430																0	35781	2389	1435	4	377164	37888	165564	158	579944	0			0	0	0	0	0	0	0	1500	3630	11047	21.48	13553	23		
595449																0	8290	928	3565	7	59897	5368	14457	35	86209	0			0	0	0	0	0	0	0	0	0			0	0		
595869	7037166	180103	7216386	168324	5824	2641	0	19111	0	0	0	50000	180103	168324	1839588	0	100036	7089	2612	7	3980222	194530	2774192	3869													0	546690	802.83	445337	614		
595944																0	4251	197	0	0	32876	3294	15297	23	52424	0			0	0	0	0	0	0	0	0	0	0	0.00	4105	2		
595953																0	340	55	0	0	13829	1257	1432	5	15601	0	15368	0	0	0	0	0	0	0	0	0	0	324	0.3300	362	1		
596062																0	23397	741	943	3	262001	24587	45518	85	331859	0			0	0	0	0	0	0	0	0	0			0	0		
596156																0	8292	381	535	2	149525	9930	62380	100	220732	0			0	0	0	0	0	0	0	0	0	25963	46.00	22923	37		
596455																0	4703	347	552	1	92227	11119	22829	40	120311	0			0	0	0	0	0	0	0	0	0	6999	9.02	4673	3		
596642																0	3681	80	285	1	64940	3585	4218	12	73124	0			0	0	0	0	0	0	0	0	0	473	1.00	0	0		
596848																0	52998	1898	1856	7	380243	35790	226163	246	661260	0			0	0	0	0	0	0	0	0	0	52728	58.00	47873	66		
596978																0	23800	1091	1418	3	98244	10775	6565	13	130027	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
597041																0	4070	206	0	0	58769	4971	3252	8	66091	0			0	0	0	0	0	0	0	500	0	0	0.00	0	0		
597256																0	0	0	0	0	6395	492	2149	5	8544	0			0	0	0	0	0	0	0	0	0	1680	3.04	1116	3		
597313																0	11758	566	267	1	158797	18846	25212	55	196034	0			0	0	0	0	0	0	0	0	0	10110	22.00	0	0		
597452																0	5757	216	0	0	78908	6256	17759	39	102424	0			0	0	0	0	0	0	0	0	0			7771	18		
597546																0	13391	628	350	1	115336	11881	30972	49	160049	0			494	0	0	0	0	0	0	0	16722	2304	6.0000	0	0		
597555																0	7966	518	0	0	199888	16889	186768	186	394622	0			0	0	0	0	0	0	0	0	0			36915	42		
597658																0	4791	333	0	0	59839	4385	23510	24	88140	0			0	0	0	0	0	0	0	0	0	4224	6.2400	3574	9		
597751																0	14332	505	1267	4	199435	9312	138080	216	353114	0			0	0	0	0	0	0	0	0	0	22254	34.11	25364	40		
598002																0	27514	1604	3103	7	202556	26454	35550	54	268723	0	268929	0	0	0	75	0	0	0	0	0	0			3277	7		
598048																0	18549	845	262	1	178677	16581	36342	69	233830	0			0	0	0	0	0	0	0	0	0	3722	9.00	6563	13		
598132																0	1984	206	310	1	24240	2442	7683	15	34217	0			0	0	0	0	0	0	0	0	0	1266	2.00	1534	3		
598534															271457	0	75807	3806	2435	9	1023677	59576	515862	723	1617781	0	1593282	0	6300	0	0	0	0	0	0	10000	0	68172	120.82	68872	106		
598543																0	5060	561	0	0	54209	4101	6177	11	65446	0			3	0	0	0	0	0	0	0	0	3717	6.00	466	1		
598646																0	10470	291	1750	3	51735	5205	6343	9	70296	0			0	0	0	0	0	0	0	0	0			3420	2		
598954																0	38873	2687	1562	4	348223	16882	98284	137	486942	0			0	0	0	0	0	0	0	0	0	23763	41.00	26513	42		
599643																0	7644	496	260	1	47482	5465	6532	13	61918	0			0	0	0	0	0	0	0	0	0	652	1.79	780	2		
