"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
3384466																																																										0	0	0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3384868																																																										0	0	1410		0	1145			7418	7511	2262	0	0	95567	34	0	0	15453	1035	0	25654	4433	5255	3057	1608	20	1080	7523	12303	23190	24070	10172	321								0	48			0	0	2632	13736	24734	19350			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	3057	35897		0	12	0	0	0	0	0	0	0	
3384934																																																										0	0	1942		0	0			8921	5296	386	0	0	63524	117	0	0	3688	3361	1358	19118	200	1797	0	1358	94	239	9109	8014	6668	6359	25321	0								0	3			0	0	5491	7039	8043	19471			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	6253	18887		0	0	0	0	0	0	0	0	105	
3384952																																																										0	0	240		0	497			10973	8083	898	0	0	53082	0	0	596	8990	760	2045	13759	2896	1302	701	1527	876	1663	7241	5393	10566	5802	13103	141								0	763			0	0	0	4610	10445	7292			0			1108	0																									0	0	0	0	0	0	0	0	0	0	0	0	263	15160		0	28	0	0	0	0	0	0	10	
3385324																																																										0	0	0	0	0	0	0	0	0	0	0	0	0	6761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6761	0	0	0	0	0	0	0	0	0	0	6761	0	0	47	0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0		
3385744																																																										2433	794	6291		53	44			13998	5891	2815	0	0	96822	36	0	0	21547	1387	0	24317	1457	3859	6403	3338	1223	5267	9140	15249	20445	19569	9725	413								0	757			0	0	3775	3567	22262	9465			0			101	0																									0	0	0	0	0	0	0	0	0	0	0	0		10413		0	1823	0	0	0	0	0	0		
3386143																																																										0	1287	1433		79	2522			5798	1784	1388	0	0	68684	0	0	0	18830	2963	648	31909	1686	3603	10800	2259	0	395	14063	14829	14142	3176	29	0								0	51			0	0	202	5860	9809	19195			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		7194		0	5	0	0	0	0	0	0		
3386264																																																										0	0	17988		0	238			17525	5802	7	0	0	157582	152	0	2240	11681	962	0	34311	0	3015	6326	2340	0	0	29063	24269	25709	49076	16977	0								0	0			0	0	704	5660	23652	73753			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3386536																																																										0	2944	4380		0	4415			33024	21149	4823	0	0	188643	0	0	389	24380	487	5243	49061	5625	2392	1823	3043	448	10887	14818	26226	54367	44203	19624	92								0	857			4771	1974	996	15613	48218	30622			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	69124		1150	0	0	0	0	0	0	0	0	
3386554																																																										0	0	393		0	0			67942	3071	6883	0	0	162631	67	0	0	33755	1483	0	48584	939	1363	11735	9098	10623	0	18554	27728	24819	43658	13913	266								0	2499			0	0	2680	11403	21293	11291			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	5	0	0	0	0	0	0		
3386590																																																										0	576	1102		0	827			16959	20756	195	0	0	122723	0	0	0	15652	4337	3560	16736	2210	528	790	666	2945	8163	18266	10551	17229	31424	6416	19391								0	9			0	0	3820	1734	22449	35107			0			0	297																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	27	0	0	0	0	0	0		
3386983																																																										0	427	365		9	0			12314	4647	449	0	0	44555	0	0	0	9832	404	1531	11305	1139	2921	5298	378	96	0	12104	6803	10350	2021	2967	0								0	20			0	0	546	39	11174	4325			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	25192		0	4	0	0	0	0	0	0	0	
3387140																																																										0	1726	0		169	0			9601	664	2807	0	0	42970	0	0	0	5833	1494	0	9868	188	10	965	1047	386	3237	2435	9242	8189	8240	6623	2407								0	5			0	0	443	2834	10282	4310			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2802	0	0	0	0	0	0		
3387159																																																										0	1090	354		0	0			7709	7649	735	0	0	58392	0	0	110	6903	518	3861	19048	2096	61	1516	3230	0	0	26611	3051	10595	9784	209	0								0	113			0	0	2019	12762	10102	8067			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	2343	19729		0	371	0	0	0	0	0	0	1	
3387926																																																										0	0	3390		0	0			11604	24351	740	0	0	201301	116	0	190	34526	1145	6082	29855	6578	5333	13184	4753	2600	0	45971	11155	49082	45692	7918	0								0	47			0	0	11287	9650	47107	57570			0			0	846																									0	0	0	0	0	0	0	0	0	0	0	0	510	152532		0	0	0	0	0	0	0	0	0	
3388080																																																										0	0	2958		0	66			86610	48040	1217	0	0	215150	0	0	31870	9940	5950	0	88042	353	4416	613	1982	2576	0	54581	41281	30602	34987	42407	0								0	0			0	0	2489	9497	19680	25659			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		2894	216	0	0	0	0	0	0		
3388165																																																										0	0	0		0	0			9639	0	897	0	0	58190	34	0	0	1900	100	0	0	1900	0	0	0	0	0	17325	5824	5799	1596	10909	12287								0	0			0	0	0	1669	35467	8552			0			0	0																									47671	48175	0	9639	11525	0	880	880	0	0	0	0		0		0	0	0	0	0	0	0	0		
3388370																																																										0	1684	0		0	1593			11697	3391	913	0	0	67590	0	0	0	21911	665	0	18698	2634	2592	12473	3969	0	135	12544	5385	15077	11162	1251	0								0	220			0	0	2532	6434	9326	8817			0			0	51																									0	0	0	0	0	0	0	0	0	0	0	0		8345		0	0	0	0	0	0	0	0		
3388419																																																										0	2439	1818		0	3548			3707	3318	1626	0	0	42667	30	0	108	4973	404	490	12875	225	752	3824	69	19	17	12181	8001	11875	1056	2029	776								0	9			0	0	561	3920	8643	11277			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2	0	0	0	0	0	0		
3388482																																																										0	0	5787		0	3741			23678	4348	1864	0	0	93885	188	0	10969	8622	0	2572	28848	0	0	6050	0	2572	0	12098	16750	15154	3416	33386	38								0	0			0	0	5607	7820	8718	27629			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	24012		0	0	0	0	0	0	0	0	0	
3389313																																																										0	1071	10779	0	0	0	69167	0	69167	46146	547	0	0	393373	0	0	454	84885	6046	39891	76535	214	2061	17656	10601	21220	32596	25470	60735	141899	40639	25556	9717	0	0	0	0	0	0	0	0	346	0		0	0	3663	16632	84601	69363	0	0	0			0	606																									0	0	0	0	0	0	0	0	0	0	0	0		211829	127	0	127	0	0	0	0	0	0		
3389582																																																										0	2102	309		25	0			347	1375	988	0	0	28516	0	0	0	6105	529	1288	10584	347	1003	4632	6	0	0	4964	4316	9269	1067	0	0								0	89			0	0	918	4289	7371	4003			0			241	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	952		0	66	0	0	0	0	0	0	0	
3390337																																																										0	0	6220		0	2319			24540	0	47	0	0	78440	129	0	0	1211	5185	1211	29764	0	0	800	411	0	0	14095	22559	16024	17816	3158	737								0	0			0	0	0	2018	8376	30934			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		41202		0	38	0	0	0	0	0	0		
3390627																																																										0	600	1027		0	547			10997	9411	468	0	0	125507	81	0	0	15210	910	7538	53394	7882	1820	4647	631	0	230	15989	27703	41426	10987	5449	892								0	0			0	0	3796	31375	18030	33760			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	8855	11305		0	4	0	0	0	0	0	0	71	
3390702																																																										0	0	1856		0	0			8703	4599	1626	0	0	83003	0	0	0	11627	1540	651	30676	1537	1701	4381	1236	0	107	27699	4540	28389	2357	641	796								0	0			0	0	9558	5402	21022	17070			0			562	0																									0	0	0	0	0	0	0	0	0	0	0	0	4750	18860		0	0	0	0	0	0	0	0	0	
3391606																																																										0	0	16855		0	0			20662	10479	101	0	0	140356	368	0	0	34276	7021	1887	48060	7758	2347	5057	14090	3524	1500	35845	9507	14074	30909	14341	11								0	73			0	0	1336	7212	16675	26034			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3391718																																																										26	0	16013		0	0			12903	3149	441	0	1038	106540	20	0	0	28131	511	5611	31345	6282	2728	15203	2044	1186	0	7560	16822	33140	16169	3690	0								0	0			0	0	1088	9354	13116	20790			0			2185	2570																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3392292																																																										1454	9744	244		5469	831			16188	2126	212	0	0	110131	50	0	6468	12996	1429	931	23146	221	2459	4860	4319	577	0	11982	10812	11814	14347	31545	11357								0	16			0	0	1157	17920	20995	20231			0			0	327																									0	0	0	0	0	0	0	0	0	0	0	0	9366	44547		0	0	0	0	0	0	0	0	10	
3392872																																																										0	9471	6211		0	1121			8250	4940	3571	0	0	152791	208	0	0	42444	3218	3402	75623	7142	9284	15704	4037	0	0	38224	27063	26769	6513	79	0								0	3989			0	0	12236	29114	15307	14233			0			0	5136																									0	0	0	0	0	0	0	0	0	0	0	0	1524	24983		0	15	0	0	0	0	0	0	24	
3392975																																																										0	0	2824		0	0			23870	4552	310	0	0	82094	22	423	2309	8663	662	46	16340	567	818	4944	2334	0	0	11011	7948	31616	17482	4332	314								0	286			0	0	164	2145	20151	18066			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		29876		0	0	0	0	0	0	0	0		
3393785																																																										0	1271	1133		0	1771			3863	10002	591	0	0	70449	18	0	0	14960	2330	5810	24831	2699	3488	6070	2167	33	147	11407	13333	19284	3790	4542	0								0	0			0	0	442	14386	13275	8214			0			460	107																									0	0	0	0	0	0	0	0	0	0	0	0	3222	13785		0	0	0	0	0	0	0	0	6	
3393806																																																										0	66	239		0	0			8418	4168	2691	0	0	71123	0	0	0	16584	804	1898	28309	900	3524	6882	3924	865	489	8832	18045	13886	9191	3988	598								0	2043			0	0	2765	9604	16322	6209			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		21204		772	438	0	0	0	0	0	0		
3393824																																																										0	1290	0		0	0			16374	22673	3096	0	0	67236	0	0	0	6586	5075	44	19586	0	160	3580	2846	0	0	12689	11026	13679	21623	1633	0								0	3922			0	0	508	1453	2540	3717			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		22965		0	2	0	0	0	0	0	0		
3393851																																																										0	1352	3378		0	0			11762	2388	2812	0	0	62871	0	0	0	13028	2492	262	21399	1245	1702	7685	1556	0	456	10034	11891	20039	7327	0	0								0	452			0	0	1025	1446	18154	4533			0			487	383																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	49	0	0	0	0	0	0		
3394018																																																										0	602	3927		0	591			10437	12930	1766	0	0	103067	0	0	17	27871	519	8618	30813	5382	3554	11867	3286	1405	1958	23890	11048	17806	11742	6930	1057								0	187			0	0	3909	18081	14685	8000			0			0	418																									0	0	0	0	0	0	0	0	0	0	0	0	0	78041		0	153	0	0	0	0	0	0	0	
3394278																																																										0	0	0	0	0	0	0	0	0	0	4702963	0	0	4703020	0	0	0	0	0	0	0	0	0	0	0	0	0	4701174	1846	0	0	0	0	0	0	0	0	0	0	0	16	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		287270	41	0	41	0	0	0	0	0	0		
3394380																																																										0	514	5351		0	0			2754	246	2	0	0	41222	0	0	0	2214	523	2075	3328	770	0	428	1016	0	0	6731	1599	12533	6126	3584	3080								0	4			0	0	0	1354	10557	17703			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3395293																																																										0	1376	1480		0	0			45384	14702	2328	0	0	201729	60	3661	0	34358	1135	6915	59276	2170	5884	8567	13207	4149	0	18500	32722	43965	46643	24595	0								0	0			0	0	15408	16030	28430	34324			0			0	518																									0	0	0	0	0	0	0	0	0	0	0	0	0	32661		0	3173	0	0	0	0	0	0	0	
3396375																																																										0	0	894		0	3186			20425	7953	1485	0	0	167798	148	0	0	12006	1603	8976	37170	1896	1990	4369	2270	925	240	51922	22585	41184	21436	13412	1707								0	2			0	0	1242	23485	54981	43855			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	1221	37887		0	15	0	0	0	0	0	0	0	
3396535																																																										0	0	16003		0	0			5262	11852	491	0	0	160045	613	0	0	84767	4006	64984	21657	4120	2872	32045	27064	6574	10467	11902	10263	21985	15126	4403	9293								0	22			0	0	10699	4021	12570	9965			0			1632	0																									0	0	0	0	0	0	0	0	0	0	0	0		40377		0	1000	0	0	0	0	0	0		
3397019																																																										0	288	1589		0	0			6463	9577	769	0	0	63403	0	0	0	18366	2012	367	15853	190	2651	12184	1824	963	486	7469	8589	17443	2288	8562	306								0	453			0	0	1016	6030	2363	14461			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	9595		0	16	0	0	0	0	0	0	9	
3397233																																																										0	0	1244		0	294			8708	8469	30	0	0	58822	0	1366	0	3327	196	609	9451	58	955	71	1912	0	0	17090	4280	2751	24870	5045	9								0	17			0	0	161	2244	20507	12553			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		2945		0	0	0	0	0	0	0	0		
3398100																																																										0	0	13509		0	0			77138	21268	742	0	0	258612	284	0	13084	0	1884	0	71317	0	0	0	0	0	0	133720	13555	65681	34930	8616	0								0	6848			0	0	0	12099	36984	86454			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		126139		0	1970	0	0	0	0	0	0		
3398306																																																										0	0	0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3398623																																																										0	2982	1858		3461	2884			23529	3062	488	0	0	89967	300	0	635	9724	821	341	24029	139	166	4514	4799	0	0	23692	15529	15422	2666	14822	8323								0	346			0	0	4299	2789	23287	11565			0			768	0																									0	0	0	0	0	0	0	0	0	0	0	0		13967		0	2056	0	0	0	0	0	0		
3400928																																																										0	0	385	0	0	2134	32887	0	32887	2998	8955	0	0	232116	0	0	0	7190	1353	2450	12237	0	56	1751	3580	338	0	49878	22568	38977	52202	37743	10932	0	0	0	0	0	0	0	0	21	0		53763	35532	1828	9697	144546	22256	0	0	0			0	0																									24467	30189	5722	4013	5848	1835	101	101	0	0	0	0		99552	0	0	0	0	0	0	0	0	0		
3401970																																																										0	0	7618		0	0			25287	2911	4253	0	0	154026	122	0	3128	9349	2206	1733	25572	1463	0	3165	1133	1807	1089	10058	17132	31479	57518	21095	4133								0	41			0	0	3563	11971	34872	46994			0			0	128																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	5083	0	0	0	0	0	0		
3402481																																																										0	242	2599		16	1035			7711	1425	1799	0	0	79725	0	0	101	22806	1270	5764	27513	3768	4107	9886	1014	1706	147	19227	7233	15813	3199	2051	2145								259	344			0	0	1478	12094	18721	8945			0			0	229																									0	42553	0	0	4750	0	0	1793	0	0	54	0	0	21864		0	16	0	0	0	0	0	0	0	
3402575																																																										300	260	6032	0	0	0	60012	0	60012	58571	3623	0	0	310188	476	0	1379	42940	6198	2942	77233	1538	8358	5514	16622	2800	2460	51260	41375	47549	53517	62609	240	0	0	0	300	0	0	0	0	4883	0		0	0	5451	29866	23552	68976	0	0	0			203	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	200071	0	0	0	0	0	0	0	0	0	0	
3402904																																																										0	0	3325		0	11130			10261	17864	32128	0	0	179176	0	0	0	16462	3430	2355	16191	210	119	9060	1094	2970	2898	16532	16326	50983	33584	25254	13796								0	40			0	0	2507	6216	60127	26713			0			2013	929																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	103	0	0	0	0	0	0		
3402913																																																										0	0	19657	62	0	7119	17611	7	17618	3306	440	0	0	201603	454	0	4037	31769	116	21259	43639	288	3815	8294	10234	331	8807	42149	10493	53088	12173	49934	27	0	0	0	0	0	0	0	0	0	9412		0	0	4432	28383	31364	64910	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	21490	81485	0	0	62	0	0	0	0	0	0	46	
3404207																																																										0	250	3768		0	0			58275	19204	46536	0	2154	206995	0	0	0	10146	972	1159	108684	1383	1362	3889	3250	262	0	44968	81829	27452	31906	10252	0								0	29			10811	9921	1143	18270	28515	17728			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	0	0	0	0	0	0	0	
3404373																																																										0	289	5626		0	0			7493	3864	196	0	0	55603	0	0	0	4072	2018	289	10991	0	203	636	552	248	1683	12486	6170	10354	14583	7579	0								0	15			0	0	350	2481	14552	14647			0			0	750																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	
3404467																																																										0	481	5497		0	0			36768	11575	1179	0	0	146649	0	0	2275	7922	1151	181	31970	2786	2189	2367	349	231	0	78982	3553	25458	24036	5314	1384								0	1333			0	0	5438	5820	29027	40454			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		47670		0	4	0	0	0	0	0	0		
3404506																																																										129	1482	22939		754	0			15676	8266	523	0	0	142786	0	0	90	25633	1593	2201	39985	3455	4978	11566	5043	216	0	17685	17339	36739	11413	10204	19566								0	0			0	0	3118	16682	12040	33944			0			0	328																									0	0	0	0	0	0	0	0	0	0	0	0		38209		0	7	0	0	0	0	0	0		
3404869																																																										0	0	14140		0	0			19808	12708	4817	0	0	135580	187	0	1864	1703	0	724	49095	0	0	1409	0	294	0	64289	7630	42562	7153	1906	0								0	0			0	0	0	25256	13289	43694			0			0	556																									0	0	0	0	0	0	0	0	0	0	0	0	7130	0		0	352	0	0	0	0	0	0	140	
3404999																																																										0	0	458		0	1560			12832	1780	382	0	0	83077	89	0	3430	7479	256	3748	14460	1335	1473	950	3721	0	0	17899	5858	33472	10900	3121	24								0	25			0	0	240	5399	25226	29089			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		31406		0	0	0	0	0	0	0	0		
3405633																																																										0	1058	0		10039	188			30194	68	4066	0	0	60109	0	0	0	11185	475	0	19750	722	1584	5648	1845	451	0	6839	11921	20042	7182	885	0								0	0		0	0	0	439	501	253	1831			0			479	572																									0	0	0	0	0	0	0	0	0	0	0	0		179		0	0	0	0	0	0	0	0		
3407084																																																										0	0	84		0	0			748	0	0	0	0	56173	0	55341	0	0	0	0	10958	0	0	0	0	0	0	1080	9878	21809	22167	1034	84								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		7220		0	0	0	0	0	0	0	0		
3407114																																																										0	0	7776		0	3022			1620	4569	16	0	0	46371	0	0	0	11095	1360	1978	11466	1978	2144	3346	1084	0	0	5344	2941	12018	6112	5894	0								0	0			0	0	199	1332	9444	8868			0			4730	109																									0	0	0	0	0	0	0	0	0	0	0	0		14819		0	92	0	0	0	0	0	0		
3408728																																																										0	9931	21910	125	32	15735	96124	0	96124	4321	1792	0	0	404550	0	1448	8488	22217	2585	7505	198191	4449	7648	7165	951	112	0	94362	106300	94880	61178	13097	0	0	0	0	0	0	0	0	0	801	0		0	0	11236	59085	78090	82380	0	1448	0			48	781																									0	0	0	0	0	0	0	0	0	0	0	0	2322	143761	12473	0	12598	0	0	0	0	0	0	16	
3409462																																																										0	0	896		0	1484			7980	1251	735	0	0	69911	76	0	0	1443	30	0	5738	0	0	0	0	0	1443	10180	18245	16337	9481	9433	170								0	855			0	0	0	5445	29709	21642			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17567		0	1	0	0	0	0	0	0		
3410141																																																										0	2782	1932		0	0			3779	10521	993	0	0	112397	41	0	0	47923	4012	5230	32432	3292	11044	20748	10537	2138	164	15084	11159	20498	17587	187	0								0	87			0	0	4909	4337	9125	22038			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		98072		0	0	0	0	0	0	0	0		
3411773																																																										0	9821	0		22098	0			5290	105	454	0	0	48014	0	0	0	1904	241	0	20318	0	9	1050	796	49	0	19643	4003	12351	8906	356	851								0	0			0	0	0	139	2796	5102			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	64	0	0	0	0	0	0		
3411791																																																										0	0	57		0	0			49995	20543	581	0	0	118748	0	0	0	4093	2843	3779	30065	0	0	1813	2280	0	0	28252	15213	18747	48140	1068	24								0	135			0	0	260	1714	19462	19065			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0		
3412417																																																										0	5230	625		259	0			39803	2756	1492	0	0	115692	214	1378	0	14019	3207	781	26070	294	3027	2966	991	692	6049	11301	37149	17957	11978	21221	1525								0	254			0	0	2980	5264	24764	13868			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	7	0	0	0	0	0	0		
3415454																																																										0	4806	1195		387	222			13946	136	5117	0	2975	173332	92	0	450	44743	1902	9506	23637	809	2297	6730	22135	11514	1207	9851	12571	33962	35435	34428	1456								0	0			0	0	11856	11609	35721	38985			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5608		0	46	0	0	0	0	0	0		
3415463																																																										0	10524	2245		7763	0			10507	9097	1889	0	311	120235	170	0	0	27393	3092	4017	35226	893	6143	4214	8189	7817	138	22154	19100	18581	26835	4950	122								0	156			0	0	5438	9916	16720	15354			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		79088		0	0	0	0	0	0	0	0		
3417319																																																										0	0	0		0	890			7526	0	60	0	0	32750	0	0	0	142	196	0	8024	0	143	0	0	0	0	2180	5701	9697	4989	8146	0								0	5			0	0	0	1486	6049	17286			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		6192		0	0	0	0	0	0	0	0		
3419416																																																										0	0	8636		0	0			57681	2695	949	0	0	273684	395	0	0	10330	1723	4776	61286	0	810	3000	911	2980	2061	77831	13071	50878	97736	22830	0								0	41		0	0	0	2370	51552	36773	101329			0			908	0																									0	0	0	0	0	0	0	0	0	0	0	0	8569	126506		0	0	0	0	0	0	0	0	100	
3422658																																																										0	204	3577		0	0			9621	4656	809	0	0	82617	255	0	0	18070	200	16426	7131	0	1401	13208	1490	275	1129	7939	5088	22159	22664	3074	646								0	74			0	0	1274	11279	19876	13232			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17905		0	0	0	0	0	0	0	0		
3424483																																																										0	5541	435		389	0			18670	1953	1335	0	0	55337	96	0	0	11298	1118	134	30882	2110	4387	2240	1585	0	0	7698	16687	12016	4519	426	0								0	0			0	0	4037	3608	1673	5376			0			0	77																									0	0	0	0	0	0	0	0	0	0	0	0	0	4932		0	0	0	0	0	0	0	0	0	
3425725																																																										0	2284	3036		386	0			6245	264	321	0	0	32381	0	0	0	1564	1038	0	5982	16	75	1120	119	234	0	3055	5515	9606	10028	1942	0								0	1			0	0	200	2577	10719	3746			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	
3426656																																																										0	0	11802		0	0			30765	4905	540	0	0	91831	266	0	1502	11016	906	7803	28499	3064	937	1592	3629	187	259	12167	20793	25627	9295	12919	280								0	979			0	0	0	7334	14028	9822			0			0	1255																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	
3428258																																																										0	0	986		0	0			4918	12397	376	0	0	101787	0	0	0	60115	0	59950	6842	698	803	10560	43935	4119	0	20348	906	5235	11490	753	0								0	66			0	0	900	2227	11620	8182			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	37395		0	0	0	0	0	0	0	0	0	
3429059																																																										0	4225	1003		23	497			22473	13729	5421	0	0	155254	0	0	200	58874	291	1859	48956	4797	8346	24630	19217	1884	0	22785	20764	26572	15488	10431	20								0	635			0	0	6226	9428	18246	14680			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		104291		0	0	0	0	0	0	0	0		
3429219																																																										0	2002	2057		11	121			15214	11323	4235	0	0	115526	0	0	0	24208	1326	4066	21385	1889	2386	8271	6435	1431	119	5119	15822	29947	20100	11610	0								0	26			0	0	3362	8782	29008	13916			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	11136	0		0	56	0	0	0	0	0	0	10	
3429282																																																										0	0	3890		0	342			9990	7854	645	0	0	59244	43	0	0	2338	677	601	11329	240	0	361	0	0	0	18368	5790	15730	6734	6168	0								0	62			0	0	1993	5211	6333	20294			0			0	1737																									0	0	0	0	0	0	0	0	0	0	0	0		48590		0	0	0	0	0	0	0	0		
3430297																																																										0	0	12355		0	699			20776	11794	963	0	0	100701	61	0	0	3703	118	0	10683	1378	0	0	1267	736	323	41229	1996	18811	27889	6835	0								0	0			0	0	0	2024	22156	26873			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1469		0	0	0	0	0	0	0	0		
3430738																																																										0	0	3969		474	0			22903	3331	59	0	0	63611	0	0	100	6349	303	1379	20152	2303	2927	38	625	456	0	14941	11398	14639	7875	7078	474								0	5			0	0	0	2935	12486	10797			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		15500		0	0	0	0	0	0	0	0		
3433047																																																										0	199	4511		0	0			5149	962	428	0	0	39016	0	0	0	8241	1155	108	8168	1096	685	3681	982	1287	0	3602	4588	12674	4986	3631	0								0	16			0	0	611	460	11164	6119			0			0	379																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	0	0	0	0	0		
3433186																																																										0	99	3267		0	0			11885	20184	1559	0	0	132695	97	0	0	18842	3402	12818	63050	6156	2737	6234	3715	0	0	43665	25158	26290	12422	309	5982								0	224			0	0	6514	14020	25748	27048			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	50762		0	0	0	0	0	0	0	0	0	
