"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
2554																																	0	0	788	0	0		0		1288	0			602	0	450	0	0	3307	0	0			0	179	0	0	0	0	0	2	19	120	37	421	1063	662	435	424	126								0	0			0	0	
2732																																	0	45905	0	84370	144092	0	311	311	0	0	80158	0	80158	9935	39006	0	0	414345	1326	0	0	0	0	10953	941	3005	110068	6626	1820	1181	0	65	1261	190122	28316	130916	33788	2284	18922	0	0	0	0	0	0	0	0	0	0		0	0	
2750																																	0	16	7423	0	3100	0	69	69	16562	0	2271	0	2271	0	1668	0	120	34978	0	0	0	0	0	3540	92	9	16492	71	479	1757	1165	36	0	15707	4783	4153	4684	1484	0	0	0	0	0	0	0	0	0	117	0	0	0	0	
2938																																	0	60545	6473	13071	71076	291	1935	1644	3917	0	54281	0	54281	15270	7931	0	0	302144	0	0	0	0	0	61366	6279	25077	153507	26650	7231	18006	7749	1314	100	154998	21561	43640	17883	1309	201	0	0	0	0	0	0	0	0	0	0		0	0	
3252																																	0	349	11808	20	2851		16		20232	0			4609	0	3438	0	368	44706	12	0			0	1027	0	788	0	199	666	0	54	90	0	19612	16492	5054	1426	536	0								0	0			0	0	
3458																																	0	0	3653	0	148		9		664	0			1566	0	436	0	0	8709	0	691			0	1542	0	0	2016	41	223	1047	153	26	0	1319	1361	3861	502	100	25								0	0			0	0	
3506																																	0	92391	0	4829	526405	0	5294	5294	0	0	140518	0	140518	61027	2728	0	0	1110470	0	24678	24678	0	0	202293	49743	32620	78493	1185	2141	10505	31681	119347	36612	267673	30033	164876	314466	102763	25630	0	0	0	0	0	0	0	564	0	0		0	0	
3720																																	0	9190	3509	250	27972		419		1507	0			6006	3468	5489	0	2702	89923	0	0			0	28809	407	1923	16938	3352	2339	6316	13347	2871	377	27804	3431	10501	15599	2998	766								0	195			0	0	
3953																																	0	2975	8680	2369	12709		150		20824	0			21806	0	4676	0	0	85179	0	23			0	9673	1294	366	41008	2193	1235	1710	4399	31	0	48741	3566	8762	9597	1211	297								0	0			0	0	
4138																																	0	12045	698	2108	23315		373		0	98			12136	2738	12447	0	186	121263	719	0			0	55491	401	40304	18708	3658	10813	27720	5074	5455	2757	25441	13999	4629	7311	4114	10953								0	44			0	0	
4147																																	0	6773	488	7577	27167		176		12	0			6509	5166	1908	0	75	73085	0	0			0	14745	1622	6445	16022	681	2990	5802	5224	0	0	5537	15631	23565	11446	752	633								783	84			0	0	
4156																																	0	8153	6716	826	15599		74		18416	0			21982	2444	4387	0	0	95990	0	913			0	16236	244	0	34389	664	1946	3331	1799	7796	676	31644	21244	12894	8195	5048	84								0	0			0	0	
4231																																	0	946	12104	0	14276		0		1174	0			2974	0	6449	0	2312	51892	0	0			0	11657	0	34	19032	569	1397	4868	3987	728	0	12354	9700	8049	7613	2391	0								0	0			0	0	
4437																																	0	16464	1486	1103	44105	0	1243	1243	1173	0	25796	0	25796	8071	9258	0	0	161350	223	14	14	0	0	45278	1316	37900	56065	6385	5553	15398	6467	5406	6012	69499	9686	13575	12205	7175	2537	0	0	0	0	0	0	0	0	6266	0	0	0	0	
4839																																	0	21858	0	19905	108676		952		0	0			10737	5823	2861	0	0	185080	0	0			0	12166	1940	1619	66167	2304	1862	4164	3594	103	106	55850	12613	50320	48791	4124	16								0	162			0	0	
5005																																	0	42705	0	19598	46856	0	15	15	0	0	3958	0	3958	6141	213	0	0	207794	9	0	0	0	0	84762	3448	18112	48599	1477	6199	6195	4407	25100	40518	45471	16476	17230	26120	17671	73	0	0	0	0	0	0	0	0	107	0		0	0	
5050																																	0	13346	0	141	11439		26		379	0			10796	103	5529	0	0	54289	0	0			0	11615	760	9652	19930	1947	8617	685	258	59	49	14352	16247	8853	3099	69	0								155	0			0	0	
5069																																	0	50209	0	3041	195926	0	50	50	0	0	1602	264	1866	0	0	0	0	268884	4528	0	0	0	0	19320	3000	10914	108910	10914	3000	175	0	0	0	213952	25299	1134	2238	0	1088	0	0	0	0	0	0	0	0	0	264		0	0	
5135																																	0	2646	30831	5783	28493		71		16695	272			41962	575	11127	0	3942	178134	0	0			0	33970	1550	20862	84217	13717	11409	7074	1052	264	386	101141	21864	16641	3884	266	270								489	0			0	0	
5210																																	0	31907	7139	27804	96362	0	3273	3273	3049	0	27130	0	27130	38317	8549	0	3131	493524	0	0	0	0	0	227490	18314	1249	11156	16129	25182	18835	28894	76428	61925	72190	5830	70720	75011	29112	6542	0	0	0	0	0	0	0	0	1059	0		0	0	
5247																																	0	135457	5155	10221	116525	0	185	185	77	0	67447	0	67447	70335	247705	0	8777	811760	490	0	0	0	0	114597	35394	59747	205854	40991	4781	28844	17879	14789	7314	304552	14581	62622	261387	53931	465	0	0	0	0	0	0	0	0	375	0		0	0	
5274																																	0	9087	298	3738	36715		9		0	0			11689	2207	1008	0	407	98288	0	397			3	29163	3452	161	25259	479	337	2769	5011	12412	8018	23560	6395	9231	26877	3036	0								0	118			0	0	
5331																																	75	15507	0	73576	34253	0	3217	3217	0	0	9836	0	9836	11120	302	0	0	163170	547	0	0	0	352	15110	604	2363	21538	990	1605	8066	3550	141	758	28186	12402	26503	74995	6521	0	75	0	75	0	0	0	0	0	117	0		0	0	
5461																																	0	26886	2325	5922	123807	0	12191	12191	530	0	36655	0	36655	9194	5147	0	0	233097	524	0	0	0	22163	8534	2150	1590	75120	0	2545	1800	4189	0	0	27619	44763	47389	84165	18944	2000	0	0	0	0	0	0	0	0	280	0		0	0	
5751																																	0	375	4762	79	541		18		22456	0			4726	0	1904	0	270	44531	0	0			0	9191	186	4750	20155	657	1884	2448	768	2630	804	22187	5108	3400	2900	1627	104								0	23			0	0	
6039																																	0	2045	2858	0	18388		45		1632	0			17471	0	3857	0	2276	54787	24	0			0	5225	480	483	19315	371	688	3148	529	283	108	33780	3456	5902	2143	3317	0								467	67			0	0	
6057																																	0	207	2433	0	1171		0		1505	0			1399	0	573	0	0	11444	0	0			0	3675	481	0	2638	172	612	2731	126	0	0	1202	2771	2910	605	145	0								0	0			0	0	
6141																																	0	0	2276	0	2784		57		2400	0			1021	0	3659	0	222	16624	0	0			0	4205	0	449	7549	472	226	855	1788	789	75	3580	3271	1487	2809	1074	0								0	0			0	0	
6329																																	0	32063	4482	311	31468		0		3998	0			35080	1702	51824	0	788	214602	61	0			0	47167	3898	2289	90669	6263	9724	17442	10076	3256	86	44622	43838	39756	33627	3859	398								838	1044			0	0	
6972																																	0	279429	1920	7395	102019	0	6425	6425	0	73	62181	0	62181	18721	2757	0	4943	513045	0	0	0	0	14851	22650	4150	4685	222330	13823	346	1939	2716	2938	889	324748	45711	66401	33704	12478	5607	0	0	0	0	0	0	0	0	455	0		0	0	
7009																																	0	0	0	0	0	0	11013	11013	0	0	0	0	0	0	222343	0	0	233356	0	0	0	0	0	0	0	0	212324	0	0	0	0	0	0	211609	715	8418	12614	0	0	0	0	0	0	0	0	0	0	0	0		0	0	
7045																																	0	0	4152	0	7776		12		4518	0			3847	441	12644	0	169	51817	0	0			0	17661	0	14612	7120	96	602	204	305	5513	10941	1670	4752	9120	9569	2824	6221								585	12		0	0	0	
7157																																	0	0	1710	96	640		3		2183	0			3092	0	3466	0	0	17939	0	0			0	6749	0	0	6227	402	1084	5065	98	100	0	1858	2886	4961	1300	49	60								0	0			0	0	
7166																																	0	173597	855	11180	216002	0	3216	3216	891	0	45177	0	45177	15902	303	0	0	504367	1993	268	268	0	0	38500	96	29829	170756	5859	1533	4959	12004	10865	3280	222783	34352	52191	26925	126058	5350	0	0	0	0	0	0	0	0	373	0		0	0	
7456																																	0	433	1916	0	464		0		8863	0			6949	62	1840	0	0	21940	0	0			0	1243	170	0	10647	0	56	203	983	0	0	9696	1105	2624	6084	1057	30								0	0		0	0	0	
7634																																	0	2709	1376	0	3278	0	175	175	1485	0	10986	0	10986	0	3295	0	0	27775	0	0	0	0	0	3921	550	0	13920	776	1193	1147	637	168	0	4949	7002	7116	3562	309	0	0	0	0	0	0	0	0	0	0	0		0	0	
8033																																	0	6632	1647	230	1283		168		5839	0			27643	1305	6728	0	0	61107	0	0			0	8077	1555	2971	39207	2635	679	3895	707	32	39	29673	6220	9196	6310	1199	101								0	0			0	0	
8417																																	0	0	0	0	0	0	59216	59216	0	0	0	0	0	0	1747135	0	0	1806351	0	0	0	0	0	0	0	0	1803859	0	0	0	0	0	0	59216	1745609	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	
8462																																	0	315	1652	0	2410		0		9137	0			6069	0	7658	0	827	29697	0	0			0	1363	266	0	11401	90	76	64	110	503	520	14968	3392	4520	2905	1841	162								0	0			0	0	
8631																																	0	498	113	0	5757		197		165	50			2983	0	6802	0	0	27406	0	0			0	10841	50	46	2886	94	30	69	447	7847	2345	2457	616	2933	4593	5077	659								0	0			0	0	
9357																																	0	0	0	0	37450	0	453	453	0	0	114276	0	114276	3669	5570	0	0	314657	0	0	0	0	0	146149	6756	0	249013	146149	0	0	0	0	0	129156	2760	11780	22450	2247	0	0	0	0	0	0	0	0	0	334	0	0	0	0	
9553																																	0	658	16438	0	875		838		25119	0			4174	0	1693	0	0	54426	0	0			0	4455	176	221	20332	542	591	1370	1813	39	100	40757	525	2986	3069	2635	0								0	0			0	0	
9807																																	0	949281	0	54704	421457	0	1171	1171	0	0	72743	0	72743	94025	574	0	0	2035200	5473	0	0	0	0	398499	47965	29533	683509	51476	12719	16272	26077	194979	92098	1142438	29362	102564	171342	185270	4116	0	0	0	0	0	0	0	0	254	0		0	0	
9955																																	0	270	7231	115	3076		61		10351	0			6401	902	3289	0	0	42248	0	2762			0	7771	0	6084	13139	145	1193	2156	2596	1681	0	13677	5487	6557	6787	1753	215								0	19			0	0	
10157																																	0	2994	7223	0	1390		34		10841	1316			2996	0	1194	0	1173	29324	0	0			0	1479	0	542	12407	24	519	39	59	660	144	7831	9286	2741	3816	1690	1173								0	0			0	0	
10250																																	0	58632	516	9293	56762		104		70	0			56705	12635	25373	0	955	271976	0	0			0	31235	18408	16454	67223	1048	3559	13065	9700	3587	101	65563	20762	56079	79410	18231	516								283	1005			0	0	
10849																																	0	53293	10886	10088	54702		2003		8134	0			19066	278	2408	0	2813	195443	112	0			0	31331	553	18033	74259	4303	17137	6929	1208	1410	238	76617	14733	38790	15841	16433	1704								0	0			0	0	
10858																																	0	7960	18482	5511	52641	0	280	280	32795	0	58549	3	58552	4881	46574	0	852	281322	0	0	0	0	0	12363	4933	1431	134979	1223	2312	2282	3770	971	1805	102643	26377	44186	71762	19703	762	0	0	0	0	0	0	0	34863	635	0	213	0	0	
11145																																	0	1227	2	0	28169		32		123	0			2957	2376	4379	0	846	111423	0	0			0	68846	2466	10202	11927	1476	2736	8202	16489	38405	914	9555	4417	11715	11707	3960	46								0	0			0	0	
11640																																	0	2357	20579	2228	21956		302		16957	504			38091	0	13188	0	231	134344	4	0			0	16992	1467	13111	51986	2088	8965	1710	1134	1655	1440	52774	26927	14528	14104	5645	3378								0	0			0	0	
11837																																	0	14133	985	1534	35520		523		131	0			9732	531	1054	0	0	73028	82	0			0	8815	0	560	42696	1182	652	6774	113	94	0	34311	6551	20599	2624	210	0								152	0			0	0	
12030																																	0	21473	32819	848	69634		23012		2279	0			31503	0	2114	0	1315	225959	0	0			0	38631	2331	764	155924	7325	10439	18415	1521	931	0	106662	31571	33674	11862	3559	0								0	0			0	0	
12058																																	0	7434	8158	890	11181		185		4579	92			10734	0	4285	0	9	68912	0	0			0	20433	1001	1660	23655	2626	5577	8614	2560	651	259	8329	13191	14406	10104	1854	331								0	23		0	0	0	
12142																																	0	2900	4823	382	17757		0		4099	0			4736	394	12003	0	0	65856	4	74			0	17972	430	16094	12892	1740	2818	10039	2748	422	205	14828	6512	13875	9514	3146	0								290	0			0	0	
12245																																	0	2655	331	0	26541	56	56	0	24	0	2576	0	2576	105	2883	0	1509	66451	0	0	0	0	0	29698	0	2356	15382	387	1710	4694	2112	20640	0	8323	4963	13244	4027	5559	0	0	0	0	0	0	0	0	73	0	0	0	0	0	
12311	15100256	218984	30819	0	3715442	0	2714017	0	21108	24623195	0	2757469	0	152441	8795261	11745027	1263120	2816437	2599189	1254622	307292	2663	0	149	0	0	0	62288	0		0	0	2812	1964617	47076	211584	3502789	16742	218984	202242	30819		3715442	0	3715442	3517296	2714017	0	21108	24623195	0	2757469				4562966	1293928	2814938		370709	401201	1166304	1098654	521796	980874							2663			149	0			0	62288					
12647																																	0	4985	2860	0	8112		31		4369	0			7735	525	1305	0	45	43624	0	0			0	12901	652	0	24821	3761	6086	2921	112	21	0	11447	11414	5982	1700	166	0								80	24			0	0	
12656																																	0	11	552	482	559		0		1109	0			541	0	750	0	0	8479	0	0			0	4475	0	4255	1065	493	2012	537	1327	106	0	367	1797	1000	769	50	21								0	0			0	0	
12937																																	0	0	258	19159	46116		702		0	0			8422	20892	1667	0	0	131216	54	0			0	25926	8128	0	21321	1519	1087	8961	12835	1100	424	53731	5114	25867	19607	1025	0								0	0			0	0	
12946																																	0	53298	7698	1640	90496	0	418	418	1592	129	33249	0	33249	272	19739	0	20	300245	0	0	0	0	0	86873	4890	1967	91073	3212	6867	25066	38584	11493	389	110178	19239	41731	32348	8311	107	0	0	0	0	0	0	0	0	60	451		0	0	
12955																																	0	19697	1134	2952	31660		0		0	0			14546	1038	1029	0	30	81905	0	209			0	7876	1684	2141	41140	1731	151	3621	1492	528	353	28474	10006	21119	11493	2159	0								50	0			0	0	
13037																																	0	3252	151	203	18358		0		0	1203			11386	36	3497	0	0	59603	12	0			0	21767	627	20314	10783	6053	12402	1595	182	681	265	23444	2483	3543	2776	3091	134								338	0			0	0	
13103																																	0	36310	0	17491	216733	0	498	498	0	0	46841	0	46841	17406	88899	0	0	620894	0	0	0	0	0	189109	7468	36320	31778	3252	5826	7559	19646	50804	101516	60734	26748	67159	192087	81388	3067	0	0	0	0	0	0	0	0	139	0		0	0	
13251																																	0	0	1638	0	4876		0		1802	0			3632	0	2932	0	64	21423	0	0			0	6479	0	0	9818	202	1565	4042	235	46	0	3351	5377	5276	348	18	0								0	0			0	0	
13457																																	0	0	3186	0	425		3		6448	0			1439	2	471	0	0	12565	0	60			0	508	23	90	5688	69	33	332	48	26	0	10660	414	360	68	322	0								0	0			0	0	
14052																																	0	2947	2794	0	11077		18		909	0			9186	1055	4042	0	1297	49657	0	0			0	14846	1486	0	35733	3142	8446	2967	166	13	0	8762	15383	5005	3976	1271	305								0	0			0	0	
14155																																	0	9418	3890	354	2726		79		15068	0			17494	0	6291	0	104	79572	0	0			1526	23329	819	267	30259	2323	5784	13614	877	326	122	15393	13883	15186	8072	3080	371								0	0			0	0	
14258																																	0	176990	9384	8836	152965	75	8538	8463	4076	0	95680	0	95680	20498	6212	0	1178	622550	2025	213	213	0	14953	125472	11605	83558	204406	19248	19014	58393	18642	5837	4338	269026	48899	102308	55024	22771	994	0	0	0	0	0	0	0	0	2928	2502		0	0	
14409	10940872	15513	0	0	5132879	5543	5623338	0	9921	23472303	0	602634	0	0	2033328	9649534	956858	1773539	3422669	3147094	912860	0	0	0	0	0	1092910	48693	0	7124	0	0	0	20272	0	123267	2019668	0	15513	15513	0		5132879	5543	5138422	3263389	5623338	0	9921	23472303	0	602634				3570122	1944154	757640		46892	126871	296140	469722	1270538	1355775							0			0	0			1092910	48693					
14454																																	0	8150	1015	0	9054		3		1369	0			2327	124	252	0	0	28825	0	5507			0	1008	5	300	9632	87	87	834	0	0	0	15081	3513	6658	1806	759	0								0	11			0	0	
14650																																	0	160	63	0	814		4		377	0			1897	112	4344	0	0	16003	63	809			0	7478	8	5900	2771	208	268	6129	497	376	0	1094	1947	3998	1391	118	0								0	0			0	0	
14753																																	0	29	2243	0	448		0		9798	142			1373	0	621	0	0	15478	0	0			0	925	0	118	8881	31	276	602	16	0	0	2687	10334	685	667	0	0								0	41			0	0	
14865																																	0	12480	19718	711	19997		805		27289	178			12931	109	3620	0	3544	109558	292	0			0	5266	1838	1062	39142	912	175	246	603	1866	1464	38929	11056	5902	7974	12123	28523								409	1133			0	0	
15536																																	0	258630	8164	55954	443083	20422	22735	2313	0	0	60526	0	60526	10308	3228	0	288	1039117	0	145920	145920	0	0	25851	4114	0	501708	8184	774	5380	6738	3690	794	399674	93076	245517	109114	165371	139	0	0	0	0	0	0	0	0	316	0		0	0	
16337																																	0	100302	1589	4001	57605	0	205	205	225	19	43409	0	43409	2073	32286	0	592	308010	0	0	0	0	0	60410	4048	57014	92416	13165	9416	8331	1205	17178	11098	102181	50121	18062	19608	26476	31142	0	0	0	0	0	0	0	0	1265	0		0	0	
16458																																	0	15032	947	8029	51858		51		902	0			12977	1953	2275	0	0	114893	11	193			804	17378	3187	5012	34886	1240	4194	7445	2109	253	2136	31478	9288	31937	13944	10737	141								0	122			0	0	
16551																																	0	44151	2218	1201	12843		382		1113	111			8700	4308	6132	0	410	123744	0	441			0	40128	1643	3102	26690	1916	5033	16868	8163	7762	215	17513	14617	24032	15595	10931	527								0	74			0	0	
16748																																	0	1577	996	0	519		172		362	0			4107	3736	8477	0	0	30237	16	0			0	10024	283	3532	3069	59	1015	1553	1216	2910	3205	6262	2522	1805	4944	4481	134								0	0			0	0	
16944																																	0	540	1254	0	1635		5		141	0			1416	58	1177	0	342	13954	1	0			0	7215	172	0	2102	15	140	1393	2977	2690	0	1457	690	1040	2273	1279	0								0	0			0	0	
