"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
12946	3843	1079	363	0	3530	1129	0	
12955	825	410	105	0	797	487	0	
13037	1519	0	445	0	1163	89	0	
13103	4004	418	18	0	3814	152	-94	
13251	275	52	30	0	275	81	0	
13309	63249	46170	6807	0	58829	48557	0	
13457	344	0	8	0	339	3	0	
14052	725	168	22	0	582	47	0	
14155	993	360	74	0	842	283	0	
14258	5292	900	178	0	4450	236	0	
14409	211697	58618	12611	0	208892	75018	6594	
14454	670	350	34	0	737	451	0	
14650	302	10	124	0	288	120	0	
14753	553	0	32	0	525	4	0	
14865	753	110	10	0	685	52	0	
14931	146	-104	119	0	131	0	0	
14940	1205	331	13	0	893	32	0	
15536	12648	7500	866	0	7813	3531	0	
15732	3246	400	196	0	2906	256	0	
16337	1587	420	47	0	1343	223	0	
16355	527	10	2	0	521	6	0	
16458	1547	781	52	0	1458	744	0	
16551	1218	200	72	0	1001	55	0	
16748	438	238	32	0	388	220	0	
16766	6662	2306	515	0	6295	2453	-1	
16944	306	0	23	0	287	4	0	
16953	114	27	4	0	107	24	0	
17110	786	214	0	0	572	0	0	
17147	5648	2400	531	0	5745	3028	0	
17259	126	60	15	0	91	40	0	
17464	7669	2680	504	0	6555	2070	0	
17549	2141	2000	93	0	2041	1993	0	
17839	2010	250	330	0	2059	629	0	
17950	528	44	0	0	304	20	200	
18050	2012	400	76	0	1404	270	402	
18135	675	345	65	0	644	379	0	
18368	5977	1200	212	0	5403	838	0	
18377	77	35	0	0	42	0	0	
18827	1099	120	4	0	1165	123	-67	
18836	788	390	52	0	688	342	0	
18854	142	24	8	0	170	60	0	
18863	5442	1000	93	0	2121	208	2436	
18957	379	100	16	0	312	49	0	
19356	1082	140	39	0	1010	107	0	
19730	11489	-50	22	0	11570	53	0	
19936	1167	350	229	0	1061	473	0	
19972	85	17	0	0	76	8	0	
20053	158	69	19	0	163	93	0	
20147	520	0	36	0	638	154	0	
20259	241	36	30	0	211	36	0	
20370	1038	375	91	0	1157	585	0	
20512	708	83	58	0	601	34	0	
20633	1856	50	149	0	1880	223	0	
20754	62	2	3	0	71	14	0	
20839	907	244	4	0	715	56	0	
20857	243	449	0	0	223	429	0	
20866	409	260	6	0	369	226	0	
21256	57	0	2	0	55	0	0	
21359	121	0	0	0	121	0	0	
21630	341	48	0	0	300	7	0	
21658	752	162	18	0	601	29	0	
22048	1234	680	26	0	1008	480	0	
22235	2333	1143	16	0	2124	950	0	
22356	1740	250	101	0	1551	162	0	
22459	853	100	17	0	836	100	0	
22543	390	60	3	0	333	6	0	
22552	490	301	83	0	451	345	0	
22730	778	2	152	0	858	234	0	
22936	1426	720	290	0	1073	657	0	
22954	582	104	0	0	540	82	20	
23036	3089	1603	158	162	2370	880	0	
23045	228	0	4	0	224	0	0	
23241	24632	3143	3330	0	23868	5709	0	
23456	479	183	16	0	398	118	0	
23504	2294	220	83	0	2348	238	-119	
23540	393	12	14	0	404	37	0	
23643	998	1080	30	0	855	967	0	
23755	536	176	11	0	494	145	0	
23812	6230	2231	325	0	6344	2670	0	
24006	1816	350	11	0	1521	66	0	
24266	17370	600	720	0	20659	2838	-1771	
24453	363	90	8	0	284	19	0	
24659	222	36	0	0	222	36	0	
24668	1024	404	61	0	622	131	68	
24855	51	0	24	0	35	8	0	
24949	3803	1042	79	0	2965	493	210	
25357	211	20	1	0	190	0	0	
25647	1883	1566	72	0	466	221	0	
25852	4638	364	26	0	4209	64	103	
26149	504	15	37	0	721	269	0	
26233	3664	792	239	0	2891	555	297	
26242	1126	800	221	0	1156	1051	0	
26457	204	0	2	0	202	0	0	
26756	858	0	263	0	324	278	549	
26765	121	50	2	0	96	27	0	
26859	2037	240	2232	0	3308	3743	0	
26916	2670	210	89	0	2836	465	0	
27548	2080	1004	60	0	2404	1388	0	
27614	1550	0	50	0	1584	84	0	
27838	1523	82	1	0	1469	29	0	
27847	1367	691	108	0	930	362	0	
28013	2749	-170	0	0	2105	37	851	
28152	236	0	1	0	237	2	0	
28255	465	50	45	0	452	82	0	
28349	658	150	66	0	382	180	240	
28406	1463	0	3	0	1467	7	0	
28572	293	34	14	0	305	60	0	
28732	311	36	2	0	306	33	0	
29104	2498	360	64	0	2191	117	0	
29159	246	10	45	0	239	48	0	
29252	952	170	2	0	960	180	0	
29636	4222	1758	279	0	3375	2037	847	
29850	264	66	9	0	235	46	0	
29944	353	602	20	0	205	474	0	
29953	740	10	222	0	785	277	0	
30025	4667	270	136	0	4411	150	0	
30052	586	390	22	0	330	156	0	
30146	255	35	8	0	282	70	0	
30155	1365	465	77	0	1081	258	0	
30258	2007	474	16	0	1627	110	0	
30418	0	0	0	0	0	0	0	
30502	3378	600	148	0	3133	503	0	
30650	991	355	30	0	786	180	0	
30810	893964	1280261	89905	0	814900	1291102	0	
30856	1162	310	15	0	928	91	0	
31134	570	291	176	0	500	371	-26	
31152	781	126	3	0	654	2	0	
31255	2013	1280	39	0	1542	848	0	
31303	9971	2200	2082	0	9749	4060	0	
31657	339	222	53	0	289	224	-1	
31826	1257	250	190	0	1302	485	0	
31835	2475	400	120	0	2912	957	0	
32159	837	582	63	0	739	547	0	
32234	208	99	37	0	135	63	0	
32766	228	104	4	0	142	22	0	
33147	2130	478	9	0	1784	141	0	
33259	2837	771	1	0	2112	47	0	
33268	615	110	77	0	515	87	0	
33549	249	0	0	0	252	3	0	
33727	1749	365	215	0	1702	533	0	
33754	55	0	0	0	55	0	0	
33772	8191	600	412	0	8158	979	0	
33839	159	12	10	0	193	56	0	
33857	1433	0	584	0	1193	344	0	
34153	5009	473	34	0	3936	432	998	
34359	360	40	107	0	323	110	0	
34425	1697	471	22	0	1493	289	0	
34434	871	270	41	0	892	332	0	
34452	354	18	11	0	395	70	0	
34537	6826	0	341	0	7034	549	0	
34555	798	66	27	0	796	91	0	
34742	1213	300	32	0	1204	323	0	
34836	130	65	2	0	83	20	0	
34863	200	60	5	0	170	35	0	
35057	843	267	58	0	538	20	0	
35244	6229	2795	499	0	6893	3958	0	
35301	60870	4000	2042	2595	58361	0	-938	
35570	4398	600	277	0	3925	404	0	
35646	213	0	0	0	222	9	0	
35842	371	85	4	0	376	94	0	
35851	287	15	7	0	294	29	0	
35936	29	0	0	0	29	0	0	
36054	6878	3604	170	0	5910	2806	0	
36344	1972	279	73	0	2089	469	0	
36456	424	150	9	0	456	191	0	
36830	362	0	1	0	377	16	0	
36858	2345	336	5	0	2016	12	0	
36933	627	138	102	0	659	272	0	
37051	378	224	31	0	255	132	0	
37341	249	13	30	0	301	95	0	
37350	345	396	129	0	272	452	0	
37378	664	215	2	0	569	122	0	
37435	6394	2141	387	0	5752	1886	0	
37640	3129	365	69	0	2909	214	0	
37659	423	34	22	0	461	94	0	
37743	522	60	11	0	473	22	0	
37949	1441	288	4	0	1208	59	0	
38441	276	0	7	0	275	6	0	
38478	1614	544	436	0	1658	1524	500	
38526	1816	620	51	0	1763	618	0	
38535	3319	0	165	0	3212	58	0	
38740	1149	300	106	0	1071	328	0	
39327	2181	25	9	0	2130	49	66	
39420	6653	2200	346	0	5890	1783	0	
39475	9047	5206	374	0	6624	3157	0	
39756	965	742	69	0	735	581	0	
39934	1421	381	51	0	1320	381	50	
40033	1029	79	642	0	1029	729	8	
40051	3484	0	0	0	3351	0	133	
40305	26577	5040	2809	0	29704	8099	-2877	
40350	254	6	1	0	253	6	0	
40707	1672	276	50	0	1502	156	0	
40855	438	35	43	0	431	71	0	
41245	179	48	19	0	163	51	0	
41553	628	0	127	0	615	114	0	
41629	1448	1472	328	0	1154	1506	0	
41647	4988	1060	16	0	4367	455	0	
41759	326	11	10	0	318	13	0	
41825	2455	120	9	0	2332	6	0	
41937	371	30	1	0	411	71	0	
41955	321	0	1	0	320	0	0	
42037	245	100	23	0	165	43	0	
42055	232	18	18	0	239	43	0	
42354	566	100	5	0	565	104	0	
42420	34496	12223	2048	0	26778	13932	7379	
42448	3163	1510	102	0	2021	1250	780	
42457	719	0	103	0	637	21	0	
42541	149736	46930	23746	0	149736	70676	0	
43052	727	397	75	0	444	189	0	
43155	2030	731	162	0	1704	567	0	
43173	48865	9673	43	0	34550	5563	10162	
43324	1417	2019	112	0	844	1558	0	
43351	39	0	0	0	40	1	0	
43454	226	6	12	0	286	78	0	
43511	1812	184	110	0	1893	375	0	
43641	408	30	8	0	449	79	0	
43744	477	92	3	0	425	43	0	
43856	288	370	8	0	280	370	0	
43959	1918	1636	165	0	1511	1394	0	
44040	1364	240	65	0	1237	178	0	
44134	14302	2730	481	0	12455	1364	0	
44433	3292	3128	160	0	2682	2678	0	
44451	600	141	3	0	483	27	0	
44602	3852	-77	1706	0	2900	93	-584	
44741	2006	558	90	0	1787	429	0	
44750	477	55	0	0	584	162	0	
44929	375	123	55	0	355	158	0	
45038	623	145	16	0	780	318	0	
45047	566	235	114	0	459	242	0	
45056	607	25	31	0	574	23	0	
45270	1589	400	21	0	1241	73	0	
45430	998	280	10	0	761	53	0	
45458	130	25	3	0	118	16	0	
45551	2672	0	123	0	2892	343	0	
45560	3143	532	62	0	2999	450	0	
45627	27205	8270	728	0	25843	6990	-646	
45775	215	-1	0	0	216	0	0	
46053	1100	0	177	0	943	20	0	
46941	750	33	359	0	750	392	0	
47153	167	68	24	0	137	62	0	
47247	2060	245	36	0	1960	181	0	
47256	291	36	1	0	263	9	0	
47377	10257	5050	1029	0	7354	4526	1350	
47452	500	0	7	0	494	1	0	
47500	1740	0	30	0	1724	14	0	
47658	140	196	5	0	96	157	0	
48057	315	161	8	0	327	181	0	
48150	116	11	0	0	115	10	0	
48374	2834	684	32	0	2473	355	0	
48440	308	0	1	0	322	15	0	
48552	678	173	0	0	506	1	0	
48673	60	11	2	0	71	24	0	
48730	875	809	52	0	1203	1189	0	
49054	517	162	18	0	355	18	0	
49148	419	0	22	0	412	15	0	
49241	1449	1135	362	0	1610	1658	0	
49344	1044	0	10	0	1048	14	0	
49362	47494	21951	8393	0	49361	26041	-6170	
49540	559	79	119	0	633	272	0	
49643	201	15	4	0	193	11	0	
49652	1116	1682	70	0	795	1431	0	
49821	7704	900	212	0	7356	764	0	
49858	125	40	31	0	132	78	0	
49951	417	0	10	0	426	19	0	
50144	440	84	62	0	427	133	0	
50461	2265	950	881	0	2638	2204	0	
50546	198	71	4	0	200	77	0	
50854	401	76	24	0	410	109	0	
50957	864	1190	3	0	703	1032	0	
51253	1186	535	97	0	1163	609	0	
51347	398	108	5	0	372	87	0	
51356	605	260	20	0	515	190	0	
51459	964	184	52	0	829	101	0	
51730	199	60	52	0	177	90	0	
51842	1039	0	6	0	1045	12	0	
51972	1536	120	60	0	1387	31	0	
52410	289	19	11	0	320	61	0	
52456	138	5	65	0	123	55	0	
52719	0	0	0	0	0	0	0	
52951	374	80	112	0	398	216	0	
53015	189	158	30	0	233	232	0	
53033	12668	921	1728	0	11796	1777	0	
53051	325	225	2	0	100	2	0	
53239	839	144	33	0	767	85	-20	
53453	170	40	16	0	173	59	0	
53752	218	100	12	0	265	159	0	
54049	449	55	4	0	444	54	0	
54058	2007	335	41	0	1857	226	0	
54124	750	175	11	0	658	94	0	
54357	92	36	18	0	78	40	0	
54375	3413	1124	196	0	1800	551	844	
54441	532	173	1	0	436	78	0	
54656	709	115	29	0	654	89	0	
55019	2097	393	166	0	2070	532	0	
55176	523	100	0	0	427	4	0	
55251	1908	1625	69	0	1226	1012	0	
55336	1777	309	82	0	1500	114	0	
55635	496	127	14	0	443	88	0	
55653	359	320	127	0	342	430	0	
55916	160	23	9	0	160	32	0	
56230	621	40	13	0	632	64	0	
56258	825	208	13	0	1026	422	0	
56351	3450	1065	262	0	3205	1082	0	
56427	213	54	10	0	186	37	0	
56548	1094	285	12	0	837	40	0	
56557	10388	2590	521	0	8872	1595	0	
56717	2818	675	69	0	2373	299	0	
56726	613	77	8	0	583	55	0	
57040	381	48	0	0	336	3	0	
57134	3897	900	33	0	3539	575	0	
57228	840	405	10	0	792	367	0	
57255	768	0	669	0	500	86	-315	
57451	1385	146	21	0	1446	228	0	
57572	415	36	3	0	391	15	0	
57956	848	100	56	0	850	158	0	
58074	768	135	79	0	788	234	0	
58207	1610	135	5	0	1505	35	0	
58225	1003	320	42	0	783	142	0	
58243	18467	7210	736	0	13028	4623	2116	
58355	31	0	1	0	39	9	0	
58551	695	250	53	0	624	232	0	
58636	1486	806	309	0	1249	1142	264	
58757	268	35	7	0	246	20	0	
58971	30959	7915	2113	0	29465	8534	0	
59259	520	10	1	0	526	17	0	
59316	3146	630	94	0	3216	794	0	
59352	1123	0	9	0	824	175	465	
59679	84	9	0	0	82	7	0	
59754	172	100	10	0	176	114	0	
60143	465844	352127	11824	95134	419965	237255	14317	
60219	975	210	5	0	804	44	0	
60330	2198	1152	139	0	1739	853	21	
60433	1931	80	288	0	2925	1362	0	
60545	403	0	0	0	403	0	0	
60554	388	24	1	0	386	23	0	
60648	2053	695	81	0	1739	462	0	
61001	4050	348	59	0	3700	57	0	
61122	5946	1338	637	0	5675	1704	0	
61355	5538	4975	782	0	3202	3421	0	
61476	446	15	3	0	428	0	0	
61533	1861	783	30	0	1261	213	0	
61757	1499	340	102	0	1403	346	0	
61832	486	35	16	0	474	39	0	
61953	206	31	15	0	223	63	0	
62044	391	492	9	0	328	438	0	
62101	42182	10647	4725	0	36129	9319	0	
62147	272	60	2	0	319	109	0	
62651	741	258	16	0	615	148	0	
63050	819	100	32	0	774	87	0	
63069	164502	67000	9868	5563	142862	58452	8787	
63078	5514	3866	382	0	4308	3042	0	
63201	349	160	7	0	340	158	0	
63359	911	843	60	0	885	877	0	
63573	4976	105	33	0	4838	0	0	
63733	1576	761	145	0	1370	700	0	
63742	1158	217	9	0	1001	69	0	
63751	99	67	23	0	80	71	0	
64150	377	135	2	0	252	12	0	
64253	30	1	0	0	30	1	0	
64543	3057	2850	135	0	4106	4034	0	
64552	212	502	3	0	52	432	87	
64619	12270	8991	1024	236	12272	9781	0	
64646	691	485	14	0	427	272	37	
64730	1407	140	33	0	1343	109	0	
64758	1040	0	2	0	1041	3	0	
65205	3534	38	0	0	3496	0	0	
65241	1013	895	14	0	906	802	0	
65513	291	0	0	0	293	2	0	
65559	1426	104	25	0	1377	80	0	
65746	5296	480	95	0	5550	829	0	
65858	8180	4500	374	0	4187	1006	125	
66015	3486	950	819	0	2697	980	0	
66154	421	60	75	0	561	275	0	
66172	3276	0	7	0	3291	22	0	
66275	4185	633	888	0	5159	2495	0	
66350	322	1043	63	0	515	1299	0	
66837	800	121	13	0	725	59	0	
66846	2162	1540	221	0	1682	1281	0	
66903	3494	908	254	0	2829	671	174	
67142	315	14	58	0	351	108	0	
67151	1575	495	21	0	1236	177	0	
67209	1807	75	31	0	1843	142	0	
67254	26	0	3	0	26	3	0	
67311	122734	98629	21789	0	125239	120320	-2603	
67414	494	246	21	0	420	193	0	
67777	2173	275	17	0	1923	42	0	
67852	9808	18306	1877	0	11115	14181	-7309	
68345	1507	100	18	0	1470	81	0	
68448	503	35	28	0	504	64	0	
68569	35845	12103	5730	0	35943	17931	0	
68756	718	541	19	0	470	312	0	
68831	874	410	36	0	750	322	0	
68840	891	123	42	0	744	18	0	
68859	2893	500	64	0	2577	248	0	
68943	864	0	52	0	867	55	0	
69333	3252	560	30	0	2758	96	0	
69351	306	269	0	0	188	151	0	
69650	87	-34	1	0	128	8	0	
69678	2805	2632	154	0	2967	2948	0	
69847	176	30	7	0	159	20	0	
70049	2277	120	31	0	2196	70	0	
70058	317	207	136	0	232	258	0	
70076	114	0	0	0	114	0	0	
70151	599	82	40	0	531	54	0	
70218	966	175	5	0	856	70	0	
70254	127	0	15	0	133	21	0	
70414	1283	228	18	0	1071	34	0	
70638	1725	0	304	0	1920	499	0	
70955	79	25	4	0	88	38	0	
71318	4546	0	47	0	4809	310	0	
71457	1067	60	3	0	1023	19	0	
71671	939	-50	0	0	995	6	0	
71859	78	-4	8	0	78	3	-1	
72258	1050	306	23	0	793	72	0	
72351	854	250	109	0	722	227	0	
72418	1157	130	31	0	1118	122	0	
72454	388	138	5	0	362	117	0	
72614	3856	180	49	0	3649	22	0	
72678	379	253	56	0	349	279	0	
73031	666	0	39	0	646	19	0	
73116	4125	1190	655	0	3804	1524	0	
73152	432	75	82	0	478	203	0	
73554	1169	950	281	0	1131	1193	0	
73956	1033	275	23	0	1019	284	0	
74056	248	24	4	0	224	4	0	
74140	3860	650	237	0	3735	762	0	
74159	183	10	38	0	153	18	0	
74337	211	24	0	0	187	0	0	
74403	1685	222	19	0	1455	11	0	
74449	66	0	0	0	66	0	0	
74458	290	90	2	0	224	26	0	
75053	2457	625	120	0	1977	265	0	
75259	12	10	1	0	9	8	0	
75446	1804	420	64	0	1562	242	0	
75455	497	380	170	0	548	601	0	
75558	606	223	7	0	508	132	0	
75576	18118	5800	811	0	15385	3878	0	
75633	206999	71220	15055	0	227374	106650	0	
75651	345	80	58	0	373	166	0	
75857	2392	2769	234	0	1876	2487	0	
76050	577	582	25	0	483	513	0	
76135	1869	0	151	0	1893	175	0	
76153	456	15	75	0	395	29	0	
76201	3229000	2735000	235000	18000	3608000	2401000	-930000	
76443	608	202	27	0	604	225	0	
76742	927	460	95	0	980	608	0	
76854	1288	1360	42	0	1288	1402	0	
77150	134	-1090	1033	0	209	18	0	
77253	366	82	17	0	302	35	0	
77347	1755	265	267	0	1586	363	0	
77374	3190	1166	5	0	2366	347	0	
77422	487	0	0	0	487	0	0	
77758	7038	10284	143	0	5980	8209	-1160	
77851	6429	4800	1363	0	8561	8295	0	
78036	922	162	5	0	806	51	0	
78054	791	1334	515	0	571	1629	0	
78157	240	26	9	0	237	32	0	
78241	299	39	42	0	258	40	0	
78559	161	19	12	0	140	10	0	
78643	661	136	6	0	625	106	0	
78858	50	10	4	0	67	31	0	
79042	78	4	1	0	78	5	0	
79127	1093	351	288	0	1547	1093	0	
79145	784	75	15	0	807	113	0	
79257	194	0	2	0	192	0	0	
79855	1116	105	46	0	986	21	0	
80020	10	1	0	0	9	0	0	
80150	2303	0	94	0	2228	19	0	
80431	840	542	124	0	741	567	0	
80552	116	32	0	0	160	76	0	
80936	861	485	93	0	833	550	0	
81054	842	292	41	0	883	374	0	
81429	360	357	2	0	274	273	0	
82024	1528	4	14	0	1629	119	0	
82033	422	240	0	0	389	207	0	
82257	304	20	41	0	259	16	0	
82350	237	274	19	0	237	293	0	
82659	319	60	3	0	289	33	0	
83151	533	130	50	0	433	80	0	
83236	77	12	1	0	68	4	0	
83311	27952	19203	1035	0	26957	17682	-1561	
83357	253	88	22	0	315	172	0	
83450	9257	3950	805	0	8701	4199	0	
83638	21838	1800	958	0	23862	4782	0	
83834	627	42	0	0	605	20	0	
83852	145	0	22	0	124	1	0	
83955	445	243	78	0	496	372	0	
84046	387	0	1	0	387	1	0	
84055	114	0	2	0	112	0	0	
84251	122	46	0	0	123	47	0	
84345	1277	360	5	0	942	30	0	
84541	3339	1486	621	0	3318	2086	0	
84804	168	125	0	0	52	9	0	
84970	2447	0	259	0	2710	522	0	
85043	388	144	8	0	309	73	0	
85052	27	27	0	0	27	27	0	
85258	183	0	0	0	183	0	0	
85454	389	95	25	0	334	65	0	
85856	69	0	0	0	69	0	0	
85931	1170	240	77	0	1025	172	0	
86349	1675	1131	117	0	1082	655	0	
86358	300	86	3	0	300	89	0	
86527	4094	1568	132	0	3644	1250	0	
86554	583	445	42	0	319	223	0	
87047	320	36	12	0	435	163	0	
87159	352	50	61	0	327	86	0	
87234	1908	180	57	0	1804	133	0	
87476	1091	686	7	0	574	176	0	
87533	1789	300	23	0	1691	225	0	
87944	13900	18800	258	0	8519	13677	0	
88240	271	140	0	0	254	123	0	
88259	400	90	13	0	327	30	0	
88352	264	163	21	0	231	151	0	
88455	1648	5	20	0	1510	40	153	
88530	751	446	22	0	785	502	0	
88950	124	8	2	0	145	31	0	
89032	420	87	16	0	428	111	0	
89135	600	697	6	0	440	543	0	
89162	0	0	0	0	0	0	0	
89452	525	130	3	0	428	36	0	
89751	4536	1236	88	0	2731	259	740	
89854	742	61	17	0	745	81	0	
89957	193	165	89	0	171	232	0	
90047	242	50	0	0	195	3	0	
90159	473	35	2	0	436	0	0	
90234	2238	160	888	0	1838	648	0	
90328	2189	441	190	0	1822	264	0	
90337	2042	280	30	0	1909	177	0	
90403	24349	8056	1722	0	20811	9885	3645	
90467	1038	0	0	0	1041	3	0	
90627	1566	180	74	0	1457	145	0	
90645	460	4	0	0	457	1	0	
90739	905	87	144	0	901	227	0	
91129	254	42	31	0	216	35	0	
91147	557	219	22	0	636	320	0	
91156	1566	2216	147	0	1887	2684	0	
91259	578	4	31	0	452	80	171	
91615	473	36	78	0	389	30	0	
91651	722	320	18	0	584	200	0	
91754	600	186	13	0	485	84	0	
91866	2872	270	7	0	2605	10	0	
91950	381	0	6	0	393	18	0	
91969	4704	1671	35	0	3507	509	0	
92050	440	215	4	0	406	185	0	
92144	313	0	2	0	323	12	0	
92162	844	470	8	0	668	302	0	
92630	6319	2510	213	0	3803	207	0	
92706	1114	120	34	0	1072	112	0	
92854	230	275	4	0	203	252	0	
92902	144	0	9	0	145	10	0	
93039	2081	160	68	0	2328	475	0	
93244	737	200	5	0	636	104	0	
93329	444	52	18	0	417	68	25	
93413	2300	80	158	0	2663	601	0	
93543	2176	959	97	0	2097	977	0	
93619	0	0	0	0	0	0	0	
93628	1096	72	5	0	1102	83	0	
93721	41491	9868	1636	0	39087	9100	0	
93758	466	710	117	0	326	687	0	
94139	1831	461	260	0	1831	721	0	
94447	684	120	13	0	715	164	0	
94456	425	140	49	0	375	139	0	
94522	1983	419	63	0	1775	274	0	
94661	6532	550	926	0	5498	442	0	
94755	582	150	33	0	586	187	0	
94858	353	108	3	0	415	173	0	
95051	1473	96	34	0	2252	909	0	
95659	295	96	13	0	273	87	0	
95725	3594	1184	237	0	2166	825	832	
95855	474	-130	87	0	496	12	33	
96254	1086	170	2	0	1034	120	0	
96357	756	0	94	0	701	39	0	
96553	951	375	10	0	797	231	0	
97037	4710	1700	75	0	4098	1163	0	
97055	235	24	0	0	211	0	0	
97279	155	3	8	0	147	3	0	
97457	105	108	0	0	147	150	0	
97804	1770	540	40	0	1531	341	0	
97943	944	435	5	0	791	287	0	
98351	270	20	297	0	204	251	0	
98454	1103	494	39	0	886	316	0	
98463	2546	624	13	0	2146	237	0	
98548	519	0	23	0	507	11	0	
98557	539	337	43	0	357	198	0	
98641	879	425	96	0	815	457	0	
98717	1878	-200	2	0	2127	51	0	
99004	998	410	91	0	816	319	0	
99059	339	60	6	0	313	40	0	
99143	797	1025	91	0	733	1052	0	
99255	293	0	0	0	293	0	0	
99442	1400	426	2	0	1000	28	0	
99536	956	336	89	0	834	303	0	
99853	300	446	83	0	350	579	0	
99974	990	976	76	0	796	858	0	
100160	2664	50	185	0	2829	400	0	
100236	1838	720	19	0	1382	283	0	
100357	2779	1325	405	0	2556	1507	0	
100553	343	35	3	0	334	29	0	
100562	13686	2755	305	0	13058	1786	-646	
100843	1822	360	65	0	1659	262	0	
101019	73576	8503	1193	0	75826	12462	516	
101037	5089	725	273	0	4975	884	0	
101233	13016	6087	808	0	11932	5811	0	
101327	4287	-1029	353	0	5310	347	0	
101345	1035	1145	43	0	508	661	0	
101439	1085	549	157	0	834	455	0	
101671	2045	528	213	0	1677	373	0	
101738	1525	190	137	0	1580	382	0	
101952	398	77	17	0	359	55	0	
102155	122	13	9	0	109	9	0	
102333	136	0	0	0	136	0	0	
102342	654	80	25	0	722	173	0	
102539	400	181	5	0	400	186	0	
102557	323	50	4	0	414	145	0	
103134	787	0	11	0	784	8	0	
103255	4006	944	205	0	3506	649	0	
103536	3071	390	120	0	2905	344	0	
103554	261	36	7	0	242	24	0	
103563	145	20	32	0	131	38	0	
103602	0	0	0	0	416	0	-416	
104038	12097	2575	359	0	11911	6602	3854	
104056	466	3	4	0	466	7	0	
104234	518	120	81	0	331	14	0	
104430	1410	600	166	0	1263	619	0	
