"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	
2554	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	15	0	0	0						0						0			0	0	0	0			0	0	15	1	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	41	15		0	0	0	657	555	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	102	26	0	0	0	0	
2750	0	0	0	3	0	0	0	0	0	0	0	0	89	8			0	75	386	18	0	308						290						57			0	0	0	0			0	0	15	3	0	0	45	0	
2938	0	0	0	0	0	0	0	0	0	0	0	0	17	1			0	0	1012	675	0	0						0						0			0	0	0	0			0	0	295	16	0	0	42	0	
2956	0	0	0	0	0	0	47	0	0	0	0	0	24	5			0	0	188	28	0	0						0						0			0	0	0	0			0	0	77	17	2	0	36	0	
3252	0	0	0	0	0	0	0	2	0	0	0	0	136	15			0	0	453	178	0	0						0						0			0	0	0	0			0	0	275	119	0	0	0	0	
3458	0	0	8	9	0	0	0	0	0	0	0	0	18	0			0	0	29	0	0	0						0						0			0	0	0	0			0	0	0	5	4	0	21	0	
3506	0	0	0	0	0	0	0	0	876	15	0	0	63	0		0	0	0	926	31	0	0		0	0		0	0		0	0		0	0		0	0	0	17	29			0	0	2	19	0	0	0	0	
3579	0	0	0	0	0	4	0	0	0	0	0	0	27	0			0	0	79	30	0	0						0						0			0	0	0	0			0	0	33	22	1	0	16	0	
3720	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	32	0	0	0						0						0			0	0	0	0			0	0	30	4	1	0	2	0	
3953	0	0	4	0	0	0	0	0	0	0	0	0	34	10			0	10	205	96	0	70						20						10			0	0	0	0			0	0	14	14	0	0	21	0	
4138	0	0	0	0	0	0	24	1	0	0	0	0	41	12			0	0	360	221	0	0						0						0			0	0	0	0			0	0	95	23	5	0	20	0	
4147	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	73	5	0	0						0						0			0	0	0	0			3	3	65	3	0	0	0	0	
4156	0	0	1	14	0	0	0	0	0	0	0	0	85	9			0	5	186	113	0	0						0						5			0	0	0	0			0	0	69	40	17	0	3	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	46	0			0	0	90	0	0	0						0						0			0	0	0	0			0	0	90	43	3	0	0	0	
4437	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	1	121	9	0	2						0						0			0	0	0	0			0	0	72	14	0	0	38	0	
4745	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
4839	0	0	0	0	0	0	30	0	0	0	0	0	90	5			0	0	446	10	0	0						0						0			0	0	0	0			0	0	406	85	0	0	0	0	
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	46	45	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
5050	0	0	0	0	0	0	0	0	0	0	0	0	44	1			0	0	175	0	0	0						0						0			0	0	0	0			6	0	169	43	0	0	0	0	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	5	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
5135	0	0	0	0	0	0	35	0	0	0	0	0	67	22			0	0	206	51	0	0						0						0			0	0	0	0			17	3	91	28	14	0	12	0	
5210	0	0	0	0	0	0	192	22	0	0	0	0	80	27		0	0	0	336	87	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	57	31	0	0	0	0	
5247	0	0	0	0	0	0	0	0	0	0	0	0	27	0		0	0	4	176	29	0	31		0	0		0	0		0	0		0	0		0	0	0	52	12			20	3	44	8	0	0	0	0	
5274	0	0	0	0	0	0	0	0	0	0	0	0	55	4			0	0	105	0	0	0						0						0			0	0	0	0			0	0	105	51	0	0	0	0	
5331	0	0	0	0	88	3	0	0	0	0	0	0	4	0			0	0	92	0	0	0						0						0			0	0	0	0			0	0	4	1	0	0	0	0	
5461	0	0	0	0	0	0	0	0	0	0	0	0	96	27			0	0	15	0	0	0						0						0			0	0	0	0			0	0	15	8	0	61	0	0	
5751	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	9	0	0	0	0	
5939	135	16	0	0	50	11	5903	68	0	0	0	0	1619	16		0	0	69	10979	715	0	304		0	0		0	0		0	0		0	0		0	715	13	895	762			0	1	128	50	128	498	462	2387	
6039	0	0	0	0	0	0	70	0	0	0	0	0	34	0			0	0	313	66	0	0						0						0			0	0	0	0			8	0	129	34	0	0	40	0	
6057	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	113	80	0	0						0						0			0	0	0	0			0	0	33	5	0	0	0	0	
6141	0	0	0	0	0	0	0	0	0	0	0	0	25	0			0	0	180	58	0	0						0						0			0	0	0	0			0	0	90	25	0	0	32	0	
6329	7	0	0	0	0	0	48	0	0	0	0	0	146	20			0	3	628	132	0	7						7						2			0	0	0	0			31	14	371	100	9	0	29	3	
6972	0	0	0	0	0	0	0	0	0	0	0	0	7	2		0	0	0	243	56	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			64	3	123	2	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	38	0			0	0	151	0	0	0						0						0			0	0	0	0			3	1	140	36	1	0	8	0	
7157	0	0	0	0	0	0	0	0	0	0	0	0	7	3			0	0	23	0	0	0						0						0			0	0	0	0			0	0	23	3	1	0	0	0	
7166	0	0	0	0	0	0	0	0	0	0	0	0	29	25		0	0	0	359	323	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			36	0	0	4	0	0	0	0	
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	5						5						0			0	0	0	0			0	0	0	0	0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	335	167	0	0						0						0			0	0	0	0			0	0	168	6	0	0	0	0	
8033	0	0	0	0	0	0	0	0	0	0	0	0	57	37			0	18	55	19	0	32						32						18			0	0	0	0			0	0	4	2	0	0	0	0	
8154	0	0	0	0	0	0	0	0	0	0	0	0	110	106			0	0	121	90	0	0						0						0			0	0	0	0			0	0	14	4	0	0	17	0	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	33	3			0	16	116	21	0	59						59						16			0	0	0	0			0	0	36	14	0	0	0	0	
8547	0	0	0	0	0	0	10	0	0	0	0	0	259	49		0	0	0	1402	195	0	0		0	0		0	0		0	0		0	0		0	0	0	8	0			23	0	984	123	87	0	182	0	
8631	0	0	0	0	0	0	100	0	0	0	0	0	20	0			0	0	233	0	0	0															0	0	0	0			0	0	116	14	6	0	17	0	
9115	0	0	0	0	0	0	0	0	0	0	0	0	127	71		0	0	0	564	99	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	395	39	3	14	0	70	
9160	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	17	0	0	0	0	
9357	0	0	0	0	0	0	0	0	0	0	0	0	37	32			0	0	185	180	0	0						0						0			0	0	0	0			0	0	5	5	0	0	0	0	
9553	0	0	0	0	0	0	0	0	0	0	0	0	4	1			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	3	0	0	0	0	
9807	6	3	0	0	0	0	91	8	0	0	0	0	104	46		0	0	0	283	8	0	0		0	0		0	0		0	0		0	0		0	0	0	93	30			0	0	14	16	1	0	71	0	
9955	0	0	0	0	0	0	0	0	0	0	0	0	14	0			0	8	587	518	0	0						0						8			0	0	0	0			0	0	69	6	0	0	0	0	
10157	0	0	0	148	0	0	0	0	0	0	0	0	184	0			0	8	366	331	0	14						14						8			0	0	0	0			0	0	21	28	0	0	0	0	
10250	0	0	0	0	0	0	0	0	0	0	0	0	58	3			0	0	1279	1017	0	0						0						0			0	0	0	0			22	1	240	54	0	0	0	0	
10849	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	10	0	0	0						0						0			0	0	0	0			3	0	7	0	2	0	0	0	
10858	0	0	0	0	0	0	0	0	0	0	0	0	42	8		0	0	0	5949	139	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			5644	0	166	34	0	0	0	0	
11145	0	0	0	0	0	0	0	0	0	0	0	0	50	20			0	0	145	67	0	0						0						0			0	0	0	0			0	0	70	30	0	0	8	0	
11640	0	0	0	0	0	0	0	0	0	0	0	0	91	7			0	70	309	38	0	150						4						13			0	0	0	0			0	0	110	14	0	0	11	0	
11837	0	4	0	0	0	0	0	0	0	0	0	0	89	0			0	0	21	0	0	0															0	0	0	0			7	0	14	82	3	0	0	0	
12030	78	0	801	15	0	0	497	6	0	0	0	0	1847	576			0	223	3732	1143	0	19						0						0			0	0	0	0			0	0	600	429	580	18	584	10	
12058	0	0	0	0	0	0	74	3	0	0	0	0	110	28			0	13	1409	584	0	45						23						1			0	0	0	0			0	0	513	61	5	0	187	6	
12142	0	0	0	0	0	0	0	0	0	0	0	0	177	0			0	120	343	0	0	162						0						0			0	0	0	0			0	0	181	57	0	0	0	0	
12245	0	0	0	0	0	0	1	0	0	0	0	0	10	0			0	0	19	0	0	0						0						0			0	0	0	0			7	0	11	7	3	0	0	0	
12311	4863	403	0	6	0	9	15012	1822	1338	0	0	12	37439	10953	10953	0	0	24	228873	120893	0	1557	120893	0	0	0	0	720	1338	0	0	0	12	29	0	0	0	0	9870	461	0	0	0	0	66372	22618	16	1086	740	7508	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12647	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	25	0	0	0						0						0			0	0	0	0			1	0	9	1	0	0	15	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	17	7			0	0	55	12	0	0						0						0			0	0	0	0			0	0	41	10	0	0	2	0	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	10	10	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12946	0	0	0	0	0	0	356	2	0	0	0	0	363	18		0	0	0	1129	114	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	462	280	53	10	166	31	
12955	0	0	0	0	0	0	61	0	179	0	0	0	105	9			0	0	487	33	0	0						0						0			0	0	0	0			0	0	214	96	0	0	0	0	
13037	0	0	0	0	0	0	0	0	0	0	0	0	445	435			0	0	89	41	0	0															0	0	5	1			1	0	42	9	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	18	1		0	0	0	152	136	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	16	7	10	0	0	0	
13251	0	0	0	0	0	0	0	0	0	0	0	0	30	0			0	0	81	62	0	0						0						0			0	0	0	0			0	0	13	30	0	0	0	6	
13309	260	248	0	0	3757	2	15021	2110	0	0	0	0	6807	2219		0	0	0	48557	24723	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			294	50	4086	2174	0	4	373	43	
13457	0	0	0	2	0	0	0	0	0	0	0	0	8	6			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	22	1			0	0	47	23	0	0						0						0			0	0	0	0			0	0	24	21	0	0	0	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	74	26			0	0	283	81	0	10						10						0			0	24	0	0			0	0	192	48	0	0	0	0	
14258	0	0	0	0	0	0	0	0	0	0	0	0	178	126		0	0	0	236	151	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	72	52	0	0	0	13	
14409	0	105	0	0	7	2	193	81	7823	1862	0	0	12611	4846	4846	0	0	1391	75018	53883	0	4702	53883	0	0	0	0	0	7823	0	0	0	0	0	1862	0	0	0	3	0	0	0	0	0	8397	3909	370	45	8	2	
14454	18	0	0	0	0	0	349	0	11	6	0	0	34	15			0	12	451	46	0	21						21						12			0	0	0	0			0	0	6	1	0	0	0	0	
14650	0	0	0	0	0	0	22	0	0	0	0	0	124	0			0	5	120	0	0	15						15						5			0	0	0	0			0	0	83	119	0	0	0	0	
14753	0	0	0	30	0	0	0	0	0	0	0	0	32	1			0	1	4	0	0	1						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14865	0	0	0	0	0	0	0	0	0	0	0	0	10	2			0	0	52	0	0	0						0						0			0	0	0	0			6	4	28	4	0	0	0	18	
14931	0	0	0	0	0	0	0	0	0	0	0	0	119	0			0	0	0	0	0	0															0	0	0	0			0	0	0	119	0	0	0	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	0	32	0	0	0						0						0			0	0	1	1			0	0	29	12	0	0	0	2	
15536	0	0	0	0	0	0	0	0	3110	681	0	0	866	27		0	0	0	3531	307	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	114	158	0	0	0	0	
15732	0	0	0	0	0	0	0	0	0	0	0	0	196	4			0	0	256	67	0	0						0						0			0	0	0	0			0	0	147	192	0	0	42	0	
16337	0	0	0	0	0	0	0	0	0	0	0	0	47	16			0	0	223	29	0	0						0						0			0	0	0	0			1	1	193	30	0	0	0	0	
16355	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	2	0	0	0	0	
16458	0	0	0	0	0	0	0	0	0	0	0	0	52	21			0	28	744	676	0	39						0						0			0	0	0	0			0	0	29	3	0	0	0	0	
16551	0	0	0	0	0	0	15	58	0	0	0	0	72	7			0	0	55	14	0	0						0						0			0	0	0	0			0	0	26	7	0	0	0	0	
16748	0	0	0	0	0	0	0	0	0	0	0	0	32	1			0	0	220	72	0	0															0	0	0	0			0	0	86	29	2	0	62	0	
16766	0	0	0	0	0	0	0	0	0	0	0	0	515	515		0	0	0	2453	2453	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	23	20			0	0	4	0	0	0						0						0			0	0	0	0			0	0	4	3	0	0	0	0	
16953	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	24	0	0	0						0						0			0	0	0	0			0	0	4	4	0	0	20	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
17147	54	0	0	0	0	0	34	0	0	0	0	0	531	234		0	0	105	3028	1995	0	211		0	0		0	42		0	0		0	0		0	0	0	21	0			0	6	626	179	7	0	25	62	
17259	0	0	0	0	0	0	0	0	0	0	0	0	15	4			0	0	40	1	0	0						0						0			0	0	0	0			0	0	39	11	0	0	0	0	
17464	0	0	0	0	0	0	166	145	0	0	0	0	504	33		0	0	0	2070	215	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			261	19	1175	266	0	41	197	56	
17549	0	0	0	0	0	0	0	0	1874	69	0	0	93	5			0	0	1993	115	0	0						0						0			0	0	0	0			0	0	4	19	0	0	0	0	
17839	0	0	0	0	0	0	109	35	0	0	0	0	330	224			0	16	629	260	0	0						0						16			0	0	0	0			3	0	72	40	15	0	166	19	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	20	0	0	0						0						0			0	0	0	0			0	0	20	0	0	0	0	0	
18050	0	0	0	0	0	0	1	0	0	0	0	0	76	25			0	1	270	60	0	22						0						0			0	0	0	0			13	3	174	46	1	0	0	0	
18135	0	0	0	0	0	0	0	0	0	0	0	0	65	0			0	0	379	38	0	0						0						0			0	0	0	0			0	0	0	0	0	65	0	341	
18368	0	0	0	0	0	0	0	0	270	119	0	0	212	37		0	0	0	838	333	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			12	8	7	3	0	45	0	216	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	123	33	0	0						0						0			0	0	0	0			0	0	82	4	0	0	8	0	
18836	0	4	0	0	0	0	0	0	0	0	0	0	52	0			0	0	342	0	0	0															0	0	0	0			0	0	288	48	0	0	54	0	
18854	0	0	0	0	0	0	17	0	0	0	0	0	8	0			0	0	60	9	0	29						0						0			0	0	0	0			0	0	5	8	0	0	0	0	
18863	60	55	0	0	0	0	0	0	0	0	0	0	93	25		0	0	0	208	65	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			4	1	79	12	0	0	0	0	
18957	0	0	0	0	0	0	0	0	0	0	0	0	16	8			0	4	49	42	0	4						0						0			0	0	0	0			0	2	3	2	0	0	0	0	
19356	0	0	0	0	0	0	2	0	0	0	0	0	39	28			0	0	107	40	0	49						0						0			0	0	0	0			0	0	16	9	2	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	22	0		0	0	20	53	18	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	35	0	0	2	0	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	229	3			0	206	473	169	0	123						0						0			0	0	0	0			0	0	157	20	0	0	24	0	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	8	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	8	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	19	18			0	0	93	90	0	0						0						0			0	0	0	0			0	0	3	1	0	0	0	0	
20147	0	0	16	0	0	0	0	0	0	0	0	0	36	3			0	0	154	22	0	0						0						0			0	0	0	0			22	4	58	9	20	0	36	0	
20259	0	0	0	0	0	0	0	0	0	0	0	0	30	13			0	0	36	23	0	0						0						0			0	0	0	0			0	0	13	17	0	0	0	0	
20370	18	0	0	0	0	0	186	6	0	0	0	0	91	42			0	0	585	171	0	0						0						0			0	0	0	0			0	0	93	15	0	28	37	80	
20512	0	0	0	0	0	0	0	0	0	0	0	0	58	0			0	0	34	0	0	0						0						0			0	0	0	0			0	0	26	58	0	0	8	0	
20633	0	0	0	0	0	0	0	0	0	0	0	0	149	43			0	0	223	132	0	0						0						0			0	0	0	0			0	0	25	47	59	0	66	0	
20754	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	14	3	0	0						0						0			0	0	0	0			0	0	5	1	0	0	6	0	
20839	0	0	0	0	0	0	45	0	0	0	0	0	4	0			0	3	56	7	0	1						0						0			0	0	0	0			0	0	2	1	0	0	1	0	
20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	429	429	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	6	1			0	0	226	53	0	0															0	0	0	0			41	0	116	4	1	0	16	0	
21256	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0															0	0	0	0			0	0	0	2	0	0	0	0	
21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	7	0	0	0						0						0			0	0	0	0			0	0	7	0	0	0	0	0	
21658	0	0	0	0	0	0	0	1	0	0	0	0	18	14			0	0	29	0	0	0						0						0			0	0	0	0			0	3	29	0	0	0	0	0	
22048	20	0	0	0	0	0	0	0	0	0	0	0	26	0			0	0	480	76	0	0						0						0			0	0	0	0			0	0	330	26	0	0	54	0	
22235	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	0	950	574	0	0						0						0			0	0	0	0			0	0	265	8	7	0	111	0	
22356	0	0	0	0	0	0	0	0	0	0	0	0	101	40			0	12	162	31	0	53						53						12			0	0	0	1			23	9	39	29	9	1	0	16	
22459	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	100	0	0	0						0						0			0	0	0	0			1	0	99	14	3	0	0	0	
22543	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	1	6	0	0	5						0						0			0	0	0	0			0	0	1	2	0	0	0	0	
22552	0	0	0	0	0	0	0	0	0	0	0	0	83	83			0	0	345	60	0	242						242						0			0	0	0	0			0	0	43	0	0	0	0	0	
22730	24	0	0	0	0	0	63	0	0	0	0	0	152	107			0	0	234	88	0	0						0						0			0	0	0	0			0	0	54	37	8	0	5	0	
22936	0	0	0	0	0	0	0	20	0	0	0	0	290	191			0	34	657	175	0	170						0						0			0	0	0	0			0	0	91	44	1	0	205	16	
22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	82	1	0	0						0						0			0	0	0	0			0	0	61	0	0	0	0	20	
23036	0	0	0	0	0	0	0	0	0	0	0	0	158	15			0	0	1042	346	0	0						0						0			0	0	0	0			0	0	692	143	0	0	4	0	
