"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
1829	0	0	0	0		0	0	0		173585	67706	331	0	0	0	0		0		0	0		35714	0	0	0	0	0	0	0	0	0	0		
1856	12	0	0	0		0	0	0		5732	11233	9	0	0	0	0		0		0	0		125	0	0	0	0	0	0	0	0	0	0		
2040	5	0	0	0		0	0	0		64873	42329	145	1	0	0	0		0		0	0		29729	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		54959	29226	170	0	0	0	0		0		0	0		12226	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	72		0	0	0		611595	108422	791	0	0	0	0		0		0	0		29000	0	0	0	0	0	0	0	0	0	0		
2451	0	0	0	6		0	0	0		8815	1810	11	1	0	0	0		0		0	0		21	0	0	0	0	0	0	0	0	0	0		
2554	0	0	0	0		0	0	0		6081	853	7	0	0	0	0		0		0	0		153	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		184634	163354	516	0	0	0	0		0		0	0		111690	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		27711	9294	58	0	0	0	0		0		0	0		2533	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		74867	113968	292	0	0	0	0		0		0	0		18016	0	0	0	0	0	0	0	0	0	0		
2956	0	0	0	0		0	0	0		79415	22348	130	0	0	0	0		0		0	0		9348	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		43198	29386	121	0	0	0	0		0		0	0		17286	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		12035	7456	36	0	0	0	0		0		0	0		2812	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	1699		0	0	23880		491742	325560	1185	0	0	0	0		0		0	0		207760	0	0	0	0	0	0						
3579	0	0	0	0		0	0	0		103454	72627	352	0	0	0	0		0		0	0		39427	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		78637	30702	150	0	0	0	0		0		0	0		23062	0	0	0	0	0	0	0	0	0	0		
3953	0	101	142	0		0	0	0		41593	22931	127	0	0	0	0		0		0	0		21169	0	0	0	0	0	0	0	0	0	0		
4138	280	0	0	0		0	0	0		100485	36414	209	2	0	0	0		0		0	0		15514	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		58882	26527	116	0	0	0	0		0		0	0		11493	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		61123	28679	117	0	0	0	0		0		0	0		16979	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		50933	27658	105	0	0	0	0		0		0	0		11063	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		93250	41003	240	0	0	0	0		0		0	0		17003	0	0	0	0	0	0	0	0	0	0		
4745	0	0	0	0		0	0	0		5247	3806	19	0	0	0	0		0		0	0		1906	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		100809	68901	263	0	0	0	0		0		28	0		38701	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	119		0	0	3		171405	70739	367	0	0	0	0		0		0	0		28954	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		48200	27495	96	0	0	0	0		0		0	0		18527	0	0	0	0	0	0	0	0	0	0		
5069	0	0	0	0		0	0	123		175995	94916	427	0	16	0	0		0		0	0		44166	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		84177	56101	330	0	0	0	0		0		0	0		23101	0	0	0	0	0	0	64550	64550	0	0		
5210	0	0	0	0		0	0	0		470218	112900	560	0	0	0	0		0		0	0		82777	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		617142	211271	994	0	0	0	0		0		0	0		127960	0	0	0	0	0	0	0	0	0	0		
5274	0	0	0	11		0	0	128		55744	19297	82	0	0	0	0		0		0	0		8877	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	2497		0	0	60		130709	60544	316	0	0	0	0		0		0	0		50179	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		101202	154503	562	0	0	0	0		0		0	0		98303	0	0	0	0	0	0	0	0	0	0		
5751	0	1	0	0		0	0	0		32677	42608	121	0	0	0	0		0		0	0		16846	0	0	0	0	0	0	0	0	0	0		
5939	0	0	0	0		0	0	0		1564571	513632	3342	0	0	0	0		0		0	0		184481	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		47888	21870	86	0	0	0	0		0		0	0		13270	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		10615	2274	16	0	0	0	0		0		0	0		502	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		19544	8651	32	0	0	0	0		0		0	0		5451	0	0	0	0	0	0	0	0	0	0		
6329	0	0	0	0		0	0	0		110332	70341	366	0	0	0	0		0		0	0		33741	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		344020	216564	764	0	0	0	0		0		0	0		139892	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	3564		60690	455240	680	0	0	0	0		2		0	0		387240	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		51826	35458	91	0	0	0	0		0		0	0		8153	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		22912	5377	33	0	0	0	0		0		0	0		2426	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		136002	188594	561	0	0	0	0		0		0	0		132494	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		27190	7800	28	0	0	0	0		0		0	0		5679	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23669	11226	64	0	0	0	0		0		0	0		7961	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		22171	17112	42	0	0	0	0		0		0	0		9238	0	0	0	0	0	0	0	0	0	0		
8154	0	0	0	0		0	0	0		30558	8350	41	0	0	0	0		0		0	0		1900	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		666270	1042139	545	0	0	0	0		0		0	0		723436	0	0	0	0	0	0	0	0	0	0		
8462	8	0	0	0		0	0	0		26854	28273	140	0	0	0	0		0		0	0		14273	0	0	0	0	0	0	0	0	0	0		
8547	0			0		0	0	0		192296	70768	301	0			0		0		0	0		51390	0	0	0	0	0	0	0	0	0			
8631	0	0	0	0		0	0	0		30342	9565	62	0	0	0	0		0		0	0		2730	0	0	0	0	0	0						
9115	0	0	0	0		0	0	0		1022179	889667	2157	0	0	0	0		0		0	0		245196	0	0	0	0	0	0	0	0	0	0		
9160	0	0	0	0		0	0	0		87607	31052	196	0	0	0	0		0		0	0		11452	0	0	0	0	0	0	0	0	0	0		
9357	0	0	0	0		0	0	0		51025	310468	410	0	0	0	0		0		0	0		278869	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		34055	10822	66	0	0	0	0		0		0	0		4914	0	0	0	0	0	0	0	0	0	0		
9807	0	0	0	0		0	0	0		730175	681758	1919	0	0	0	0		0		0	0		358886	0	0	0	0	0	0	0	0	0	0		
9955		14	0	0		0	0	0		53240	25569	136	0			0		0		0	0		2803	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		43747	15059	62	0	0	0	0		0		0	0		4888	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		158570	68232	331	0	0	0	0		0		0	0		29510	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		94519	61200	315	0	0	0	0		0		0	0		11375	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		206826	92150	456	0	0	0	0		0		0	0		102575	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		71944	35088	148	0	0	0	0		0		0	0		29663	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		70372	65016	247	0	0	0	0		0		0	0		57078	0	0	0	0	0	0	0	0	0	0		
11837	0			0		0	0	0		38052	23357	70	0			0		0		0	0		13257	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		115629	69690	485	0	0	0	0		0		0	0		14724	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		70750	21643	139	0	0	0	0		0		0	0		3528	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		82078	77066	211	0	0	0	0		0		0	0		31500	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		51182	24326	125	0	0	0	0		0		0	0		11901	0	0	0	0	0	0	0	0	0	0		
12311	0	209	0	730591	0	0	0	0	0	8550364	8611064	20301	0	0	0	56804		0	0	0	0		5793210	0	2191	0	0	0	0	0	0	0	0		
12357	0	0	0	0		0	0	0		22474	5598	31	0	0	0	0		0		0	0		6178	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		29145	18150	84	0	0	0	0		0		0	0		12243	0	0	0	0	0	0	0	0	0	0		
12656		0	0	0		0	0	0		6072	2745	11		0	0	0		0		0	0		1645	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		50867	58546	219	0	0	0	0		0		0	0		29800	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		210433	131980	525	0	0	0	0		0		0	0		74202	0	0	0	0	0	0	0	0	0	0		
12955	6	0	0	0		0	0	0		45281	30181	104	1	0	0	0		0		0	0		19782	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		82987	26945	137	0			0		0		0	0		10589	0	0	0	0	0	0	0	0	0			
13103	0	0	0	4779		0	0	0		405485	190672	831	0	0	0	0		0		0	0		112290	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		17741	11791	60	0	0	0	0		0		0	0		5791	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	6871		0	0	51239		991426	490035	1675	0	0	0	0		0		0	0		427037	0	0	0	0	0	0	0	0	44176	0		
13457	0	0	0	0		0	0	0		14289	1647	7	0	0	0	0		0		0	0		1954	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		38721	17762	89	0	0	0	0		0		0	0		17673	0	0	0	0	0	0	0	0	0	0		
14155	0	0	0	0		0	0	0		50150	13391	61	0	0	0	0		0		0	0		3000	0	0	0	0	0	0	0	0	0	0		
14258	1	0	0	0		0	0	0		170320	260271	762	1	0	0	0		0		0	0		184070	0	0	0	0	0	0						
14409	0	0	0	154241	0	0	0	24	0	8404205	8241873	26590	0	0	0	0		0	0	5559	0		5582874	0	0	0	0	0	0	1204619	0	0	0		
14454	0	4	0	0		0	0	0		18496	10018	76	0	0	0	0		0		0	0		3014	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		18399	3826	23	0	0	0	0		0		0	0		1526	0	0	0	0	0	0						
14753	0	0	0	0		0	0	0		18978	3005	19	0	0	0	0		0		0	0		5	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		41535	28376	120	0	0	0	0		0		0	0		4936	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	35		15395	10965	43	0			0		0		0	0		1614	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		79804	44771	234	0	0	0	0		0		0	0		23071	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		662919	258827	1547	0			0		0		0	0		104127	0	0	0	0	0	0	0	0	0			
15732	0	0	0	0		0	0	0		140544	140985	598	0	0	0	0		0		181	0		39623	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		133009	49221	209	0	0	0	0		0		0	0		34856	0	0	0	0	0	0	0	0	0	0		
16355	0	0	0	0		0	0	0		22076	13451	63	0	0	0	0		0		0	0		11032	0	0	0	0	0	0	0	0	0	0		
16458	5031	0	0	0		0	0	0		99090	44471	239	0	0	0	0		0		0	0		22571	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		40604	21863	92	0	0	0	0		0		0	0		11099	0	0	0	0	0	0	0	0	0	0		
16748	0			0		0	0	0		35193	5329	31	0			0		0		0	0		2200	0	0	0	0	0	0	0	0	0			
16766	0	0	0	0		0	0	0		66553	262857	413	0	0	0	0		0		0	0		209704	0	0	0	0	0	0						
16944	0	0	0	0		0	0	0		21831	4456	25	0	0	0	0		0		0	0		2899	0	0	0	0	0	0	0	0	0	0		
16953	39	0	0	0		0	0	0		20877	4829	22	0	0	0	0		0		0	0		2629	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		13169	78306	192	0			0		0		0	0		59106	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		324984	265433	778	0	0	0	0		0		0	0		218291	0	0	0	0	0	0	0	0	0	0		
17259	0	2	0	0		0	0	0		37139	7371	43	0	0	0	0		0		0	0		1862	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		261343	241080	752	0	0	0	0		0		0	0		204588	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		103857	77157	361	0	0	0	0		0		0	0		52390	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		83293	57493	228	0	0	0	0		0		0	0		41428	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		36986	28134	101	0	0	0	0		0		0	0		18034	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		141336	67998	266	0	0	0	0		0		0	0		41390	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		103972	20358	104	0	0	0	0		0		0	0		10400	0	0	0	0	0	0	0	0	0	0		
18368	0	0	0	0		0	0	0		162087	180529	697	0	0	0	0		0		0	0		146436	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		13782	999	9	0	0	0	0		0		0	0		99	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		90286	37043	136	0	0	0	0		0		0	0		14594	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		81750	28882	163	0			0		0		0	0		15656	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		14313	6256	41	0	0	0	0		0		0	0		3272	0	0	0	0	0	0	0	0	0	0		
18863	0			0		0	0	0		214545	318081	1032	0			0		0		0	0		214881	0	0	0	0	0	0	0	0	0			
18957	0	0	0	0		0	0	0		30189	12885	63	0	0	0	0		0		0	0		8908	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		57550	18752	104	0	0	0	0		0		0	0		5204	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	0		0	0	0		477496	305899	1019	0	0	0	0		0		0	0		202694	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		68691	64576	213	0	0	0	0		0		0	0		58066	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		31948	5012	40	0	0	0	0		0		0	0		870	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	95		15980	4227	22	0	0	0	0		0		0	0		1409	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		32406	5109	33	0	0	0	0		0		0	0		5596	0	0	0	0	0	0	0	0	0	0		
20259	0	75	0	0		0	0	0		21707	16516	44	0	0	0	0		0		0	0		12116	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		56774	25056	85	0	0	0	0		0		0	0		24704	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		56816	16099	80	0	0	0	0		0		0	0		8099	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		111092	56076	305	0	0	0	0		0		0	0		25576	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9521	1405	11	0	0	0	0		0		0	0		1238	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		49072	22429	139	0	0	0	0		0		0	0		8529	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		20718	25710	51	0	0	0	0		0		0	0		23695	0	0	0	0	0	0	0	0	0	0		
20866	29			0		0	0	0		53123	27598	179	0			0		0		0	0		9698	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5238	1769	13	0			0		0		0	0		1169	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		10303	2435	19	0			0		0		0	0		535	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		25489	27214	94	0	0	0	0		0		0	0		25425	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		54723	11144	73	0	0	0	0		0		0	0		8018	0	0	0	0	0	0	0	0	0	0		
22048	43	0	0	0		0	0	0		82240	68031	402	0	0	0	0		0		0	0		25331	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		149098	71410	440	0	0	0	0		0		0	0		27410	0	0	0	0	0	0	0	0	0	0		
22356	4	0	0	0		0	0	0		116037	72323	215	20	0	0	0		0		0	0		67295	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		58148	12405	80	0	0	0	0		0		0	0		8385	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		36878	16450	77	0	0	0	0		0		0	0		8750	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		26749	9484	44	0	0	0	0		0		0	0		2962	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		60408	13458	88	0	0	0	0		0		0	0		4658	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		70932	57214	387	0	0	0	0		0		0	0		18514	0	0	0	0	0	0	0	0	0	0		
22954	0	9	1	0		0	0	0		31155	11679	48	0	1	3	0		0		0	0		1951	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		142207	116071	408	0	0	0	0		0		0	0		86568	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		13667	7000	31	0	0	0	0		0		0	0		5348	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	35307		0	0	136362		1247841	542367	1887	0	0	0	0		0		0	0		353667	0	0	0	0	0	0	0	0	0	0		
23456	0	3	0	0		0	0	0		44639	10987	59	0	0	0	0		0		0	0		3631	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	775		0	0	1104		182017	224525	686	0	0	0	0		0		0	0		155925	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		79061	39046	139	0	0	0	0		0		0	0		25147	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		86975	52968	232	0	0	0	0		0		0	0		25091	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		50838	41457	148	0	0	0	0		0		0	0		25357	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		248784	310556	968	0	0	0	0		0		0	0		96800	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	3303		0	0	8197		541534	170351	1032	0	0	0	0		0		0	0		66529	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	9186		0	0	14550		1032933	623000	2753	0	0	0	0		0		0	0		449129	0	0	0	0	0	0	0	0	0	0		
24453	0	23	10	0		0	0	0		16520	23356	56	0	1	2	0		0		0	0		17956	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18723	4675	33	0	0	0	0		0		0	0		1375	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		83378	32120	193	0	0	0	0		0		1	0		22143	0	0	0	0	0	0	0	0	0	0		
24855	21	0	0	0		0	0	0		5400	541	3	0	0	0	0		0		0	0		241	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		194973	94297	357	0	0	0	0		0		0	0		52699	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		27245	9270	48	0	0	0	0		0		0	0		4170	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		38497	38493	205	1	0	0	0		0		0	0		17993	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	0		0	0	0		201563	69515	292	0	0	0	0		0		0	0		55869	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		31645	7576	55	0	0	0	0		0		0	0		2414	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		224703	133244	515	0	0	0	0		0		0	0		81743	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		140364	64101	273	0	0	0	0		0		0	0		8383	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		17179	4352	22	0	0	0	0		0		0	0		2152	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		13011	4379	32	0	0	0	0		0		0	0		1179	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		21479	24008	64	0	0	0	0		0		0	0		22529	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		147689	100135	628	0	0	0	0		0		0	0		31735	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		183818	71667	372	0	0	0	0		0		0	0		42910	0	0	0	0	0	0	0	0	0	0		
27548	0	20	6	763		0	0	302		165345	99726	299	0	164	2	0		0		0	0		90468	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		146856	60225	219	0	0	0	0		0		0	0		65622	0	0	0	0	0	0						
27838	0	0	0	0		0	0	0		95492	80428	296	0	0	0	0		0		0	0		32200	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	0		0	0	0		98905	54447	329	0	0	0	0		0		0	0		32900	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		820296	182224	1256	0	0	0	0		0		0	0		58248	0	0	0	0	0	0	315263	0	0	0		
28152	0	0	0	0		0	0	0		23907	18442	91	0	0	0	0		0		0	0		6043	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		59590	48611	112	0	0	0	0		0		0	0		15770	0	0	0	0	0	0	0	0	0	0		
28349	0			37		0	0	0		57214	32450	164	0			0		0		0	0		16050	0	0	0	0	0	0	0	0	0			
28406	0	0	0	0		0	0	2334		381962	116877	747	0	0	0	0		0		0	0		115731	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		32025	15859	114	0	0	0	0		0		0	0		14719	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		37294	12063	53	0	0	0	0		0		0	0		9469	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	0		0	0	0		253140	364132	879	0	0	0	0		0		0	0		197801	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		14852	5194	25	0	0	0	0		0		0	0		1755	0	0	0	0	0	0	0	0	0			
29252	0	0	0	0		0	0	0		53467	28254	108	0	0	0	0		0		0	0		17454	0	0	0	0	0	0	0	0	0	0		
29636	0	0	0	0		0	0	0		250680	182995	687	0	0	0	0		0		0	0		174189	0	0	0	0	0	0	0	0	0	0		
29850	0	0	0	0		0	0	0		31162	13452	49	0	0	0	0		0		0	0		12552	0	0	0	0	0	0	0	0	0	0		
29944	0	0	0	0		0	0	0		12573	5451	28	0	0	0	0		0		0	0		860	0	0	0	0	0	0	0	0	0	0		
29953	16	0	0	0		0	0	0		31970	14584	80	0	0	0	0		0		0	0		3412	0	0	0	0	0	0	0	0	0	0		
30025	0	0	0	0		0	0	0		220157	109981	444	0	0	0	0		0		0	0		94408	0	0	0	0	0	0	0	0	0	0		
