"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
1351																																							0	1810	0	3851	21849	4566	0	1236	245	0	1586	80460	67385	0	0	1501	68886	0	346	0	0	0	11574	240	80460	0	0	10762	0	530	0	7879	59506		0	45663	45317	42	
1454																																							2084	16309	167	21300	0	88118	0	1937	0	0	3857	267793	239932	0	0	824	240756	0	848	0	0	0	27037	1000	267793	0	0	23183	0	1214	1138	58095	181837		0	133731	132883	1640	
1557																																							0	738	0	4672	2051	8561	0	152	0	0	783	34114	27790	0	0	469	28330	0	351	0	71	0	5784	200	34114	0	0	4677	0	800	0	2946	24844		0	17508	17157	107	
1632																																							0	7410	0	0	0	40397	0	2903	28	0	4918	198251	160851	9888	0	2067	182806	0	2012	0	10000	0	15445	1900	198251	0	0	5962	0	7135	0	29034	131817		0	144607	142595	448	
1669																																							1563	7148	0	7306	94401	63011	0	973	37	0	3416	244558	204776	0	0	1092	206868	0	714	2537	1000	0	37690	800	244558	0	0	35505	0	800	0	26559	178217		0	64880	64166	585	
1829																																							6973	6185	0	0	0	113902	0	4193	59	0	3372	248607	213163	0	0	2484	215647	0	1713	0	0	0	32960	390	248607	0	0	27452	0	3100	0	52260	160903		0	115636	113923	2018	
1856																																							943	647	0	492	0	3043	0	173	0	0	288	9176	8446	0	0	30	8476	0	121	0	0	0	700	100	9176	0	0	441	0	150	0	1046	7400		0	3711	3590	9	
1959																																							799	585	0	850	2513	6362	0	5	0	0	321	17012	13257	0	0	218	13475	0	325	0	0	0	3537	75	17012	0	0	3020	0	400	0	3170	10087		0	5902	5577	42	
2040																																							263	2620	0	881	314	18330	0	1905	0	0	2458	122695	94415	0	0	1031	110852	0	1180	0	15406	0	11843	480	122695	0	0	6840	0	4270	160	8091	86324		0	96944	95764	253	
2161																																							6697	3262	0	7095	1125	20472	0	1781	0	0	1113	92399	83717	0	0	389	84106	0	509	0	0	0	8293	1000	92399	0	0	6125	0	1000	0	13620	70097		0	51363	50854	168	
2376																																							1191	1863	0	23000	41950	227810	2204	4188	1460	0	9393	666399	561065	12981	0	5941	579987	67	4976	0	0	0	86345	500	666399	0	0	85763	0	0	0	17589	543476		0	358316	353340	82	
2451																																							16	155	0	160	412	459	0	38	17	0	410	11206	8794	0	0	159	10303	0	101	0	1350	0	903	50	11206	0	0	350	0	499	0	614	8180		0	9640	9539	4	
2554																																							0	586	0	105	18	1270	0	112	0	0	160	6110	4933	0	0	61	5394	0	45	0	400	0	716	50	6110	0	0	216	0	450	0	1015	3918		0	3904	3859	0	
2732																																							0	15954	0	11000	12	90054	0	5922	0	0	3288	407560	359124	0	0	3587	363062	0	1996	1909	351	0	44498	2320	407560	0	0	37622	0	3728	0	60459	298665		0	281417	279421	828	
2750																																							0	577	0	2635	0	4181	0	448	505	0	2003	50281	41856	100	0	363	44908	0	812	0	2589	0	5373	90	50281	0	0	5101	0	93	0	2125	39731		0	40744	39932	89	
2938																																							0	10536	0	0	0	42138	0	7102	66	0	5177	268635	191857	38102	0	3830	248789	0	2575	0	15000	0	19846	1250	268635	0	0	13084	0	4955	0	44076	147781		0	206191	203616	557	
2956																																							97	3399	0	10705	0	31781	0	1412	174	0	1374	115660	102814	0	0	610	103424	0	857	0	0	0	12236	100	115660	0	0	10264	0	1650	0	6944	95870		0	67575	66718	222	
3252																																							0	2271	0	0	11772	9003	0	748	459	0	3206	81190	70359	935	0	767	72118	0	901	0	57	0	9072	200	81190	0	0	8553	0	300	0	9890	60469		0	54632	53731	19	
3458																																							2775	760	0	585	737	7776	0	102	0	0	343	20792	16318	2325	0	137	18780	0	333	0	0	0	2012	100	20792	0	0	1347	0	450	0	2409	13909		0	8047	7714	115	
3506																																							0	21206	7	0	46523	142715	0	11164	250	0	12457	812706	710220	16760	0	7588	747568	61	6524	0	13000	0	65077	2879	812706	0	0	39755	0	21448	0	110629	599591		0	584908	578384	995	
3579																																							124	4550	0	0	0	27237	0	5553	281	0	3909	191476	147098	4127	0	1886	172342	0	1455	5555	19231	0	19134	5000	191476	0	0	855	0	14174	0	17908	129190		-689	145722	144267	-206	
3720																																							0	3694	0	2575	8671	35803	0	1575	231	0	4115	125157	97793	2396	0	1071	110612	0	971	0	9352	0	14545	1200	125157	0	0	6442	0	6800	0	11603	86190		0	69464	68493	103	
3953																																							0	2364	0	5360	0	0	0	1519	1583	0	2248	55358	50125	0	0	343	50468	0	839	0	0	0	4890	500	55358	0	0	2710	0	1680	8080	11595	38530		0	35043	34204	0	
4138																																							0	7271	0	1376	0	56329	24	5111	488	0	2263	161017	139999	0	0	927	146330	0	1030	0	5404	0	14687	300	161017	0	0	13869	0	300	0	14325	125674		0	89185	88155	218	
4147																																							1045	4218	0	4561	0	22388	0	1628	0	0	4568	95485	75787	0	0	771	84558	0	498	0	8000	0	10927	1950	95485	0	0	6770	0	2230	0	11082	64705		0	57575	57077	-23	
4156																																							61	2867	0	0	0	11031	0	2613	0	0	1550	69338	49438	0	0	1120	60445	0	634	0	9887	0	8893	1200	69338	0	0	6343	0	1200	0	5954	43484		0	51850	51216	150	
4231																																							0	3055	0	3834	0	32398	0	963	18	0	1425	82058	71477	0	0	616	72093	0	657	0	0	0	9965	500	82058	0	0	4313	0	5500	0	11899	59579		0	41022	40365	-348	
4437																																							76	3184	0	3142	12407	10680	0	1630	1003	0	2066	127539	106557	5478	0	1118	116603	0	681	0	3450	0	10936	963	127539	0	0	8963	0	1000	0	12032	94525		0	94032	93351	10	
4745																																							0	254	0	375	2600	0	0	37	0	0	91	9014	7899	0	0	53	7952	0	53	14	0	0	1062	50	9014	0	0	172	0	840	0	833	7066		0	5696	5643	0	
4839																																							142	5957	0	0	0	54479	267	3779	0	0	2364	186374	149063	7898	0	1062	171923	0	1482	99	13900	0	14451	1875	186374	0	0	3739	0	7929	0	33668	115394		0	120769	119287	908	
5005																																							541	5188	0	6945	9645	46826	0	7159	0	0	9851	251519	200980	0	0	1840	227852	0	1655	422	25032	0	23667	0	251519	0	0	599	0	22578	0	18861	182119		0	166597	164942	490	
5050																																							4115	2634	0	0	0	20941	0	1336	900	0	1144	77266	70539	0	0	368	70907	0	566	0	0	0	6359	400	77266	0	0	4410	0	1400	0	10345	60194		0	46762	46196	149	
5069																																							160	2091	0	50350	0	4881	0	18789	327	0	3256	259752	207840	0	0	8311	216151	0	5019	0	0	0	43601	4500	259752	0	0	34407	0	4129	0	9177	198663		0	184917	179898	565	
5135																																							21	2527	0	7372	0	22630	0	669	252	0	1979	84454	71702	0	0	626	72328	0	1121	404	0	0	12126	300	84454	0	0	2280	0	9300	0	9620	62082		0	49721	48600	246	
5210																																							27816	18918	0	0	47445	92541	0	5409	1262	0	15991	565541	475536	24274	0	5091	505351	0	3757	0	450	0	60190	4798	565541	0	0	49323	0	5455	0	67615	407921		0	359916	356159	614	
5247																																							200	35952	0	91400	8407	216138	0	17048	692	0	6132	815919	729749	24997	0	3089	760524	0	2188	0	2689	0	55395	700	815919	0	0	31027	0	19300	50	134182	595567		0	442088	439900	4368	
5274																																							5262	1501	0	0	0	15303	0	2680	0	0	3080	87752	79706	126	0	143	81475	0	636	0	1500	0	6277	0	87752	0	0	6143	0	0	0	5842	73864		0	60562	59926	134	
5331																																							0	5982	0	0	0	83248	0	6281	353	0	4318	205323	184034	3500	0	1554	189216	0	917	0	128	0	16107	2580	205323	0	0	5350	0	8360	0	36887	147147		0	106058	105141	-183	
5461																																							0	12278	0	9925	0	56073	831	3436	187	0	4565	196499	177498	0	0	1215	182316	0	1133	0	603	3000	14183	1707	196499	0	0	10549	0	1593	0	59901	117597		0	110337	109204	334	
5751																																							0	1371	0	5525	0	37204	0	313	0	0	2837	91142	70900	0	0	441	71341	0	631	0	0	0	19801	600	91142	0	0	18114	0	700	0	5585	65315		0	44523	43892	387	
5939																																							8048	50456	34002	58551	27937	550967	0	43762	4381	0	46651	2335706	2054782	43033	0	12301	2110872	0	34925	2965	756	0	224834	22146	2335706	24648	0	19032	0	180916	0	145716	1909066		0	1518263	1483338	2740	
6039																																							0	2270	0	6900	48	9123	0	1595	226	0	2144	76453	68534	0	0	796	69341	0	873	0	11	0	7112	469	76453	0	0	2835	0	3750	0	8662	59872		0	55020	54147	58	
6057																																							16	66	0	645	546	2501	0	158	50	0	301	14720	12386	0	0	152	13538	0	118	0	1000	0	1182	25	14720	0	0	1018	0	100	0	785	11601		0	10555	10437	39	
6141																																							0	2025	0	4500	9928	0	0	355	0	0	538	29636	26134	0	0	261	26395	0	442	0	0	0	3241	400	29636	0	0	341	0	2500	0	6179	19955		0	12732	12290	0	
6329																																							58	7673	0	0	4121	40083	0	6208	336	0	4015	199125	179438	927	0	1366	181731	0	1751	0	0	0	17394	2600	199125	0	0	6690	0	7700	0	32463	146975		0	138382	136631	404	
6842																																							6	1233	0	3415	599	1685	0	892	0	0	685	23296	20735	0	0	241	21277	0	122	58	301	0	2019	150	23296	0	0	384	0	1461	0	2745	17990		0	14845	14723	24	
6972																																							0	37727	0	73660	167877	64248	318	6997	0	0	15339	635467	538998	1359	0	2082	544913	0	3062	0	2474	0	90554	2600	635467	0	0	64327	0	22400	272	104388	434610		0	272091	269029	1227	
7009																																							5000	1302	0	96200	0	132812	0	662	0	0	12425	538850	448102	0	0	5238	453340	0	0	0	0	0	85510	500	538850	0	0	83109	0	516	0	28735	419367		0	290449	290449	1385	
7045																																							0	3022	0	9900	7457	20580	0	945	72	0	1266	86128	76912	0	0	351	77263	0	676	0	0	0	8865	100	86128	0	0	6526	0	2100	0	10640	66272		0	43562	42886	139	
7157																																							0	966	0	600	0	12400	0	170	0	0	362	29172	25524	0	0	333	25857	0	167	0	0	0	3315	200	29172	0	0	2788	0	200	0	2938	22586		0	14841	14674	127	
7166																																							619	29484	345	5765	9011	41816	0	7245	0	0	7551	374295	344759	0	0	2247	347006	0	3323	0	0	0	27289	5220	374295	0	0	17523	0	4852	4102	77920	266839		0	271680	268357	-306	
7456																																							0	1013	0	1000	1740	18964	0	248	0	0	806	41666	36683	0	0	295	36978	0	464	0	0	0	4688	400	41666	0	0	1618	0	2400	0	4347	32336		0	18359	17895	270	
7634																																							100	1628	0	0	2513	8312	0	152	0	0	733	37363	32272	111	0	197	32580	0	488	0	0	0	4783	200	37363	0	0	1763	0	2800	0	5255	27017		0	24413	23925	20	
8033																																							0	1589	0	1525	0	2809	0	573	120	0	1242	47598	38761	0	0	503	41096	0	615	0	1832	0	6502	774	47598	0	0	2473	0	3226	0	7773	30988		0	40355	39740	29	
8154																																							23	1127	0	990	0	4527	0	510	0	0	937	37568	33795	0	0	377	34172	0	481	0	0	0	3396	134	37568	0	0	595	0	2665	102	3074	30721		0	29833	29352	2	
8417																																							0	212836	12246	1160732	0	1700	0	19688	0	0	235123	1866944	1674033	0	0	53279	1727312	0	253	0	0	0	139632	800	1866944	0	0	93650	0	45157	0	1078249	595784		0	224872	224619	25	
8462																																							0	2736	0	2600	1703	24930	0	481	0	0	884	60679	53006	0	0	597	53603	0	350	0	0	0	7076	350	60679	0	0	6109	0	350	0	8018	44988		0	27695	27345	267	
8547																																							0	5140	1042	10850	1570	4451	0	726	34	0	1970	113725	94082	1925	0	644	104651	0	1170	0	8000	0	9074	350	113725	0	0	3475	0	5220	0	7376	86706		0	89112	87942	29	
8631																																							1563	1364	0	3533	0	9359	0	1073	0	0	538	45457	39080	0	0	131	39211	0	286	0	0	0	6246	500	45457	0	0	4877	0	800	0	5549	33531		0	28313	28027	69	
9115																																							0	71468	0	138500	222463	343940	0	49212	132	0	12588	1366234	1269473	7976	0	5972	1283425	0	6800	0	4	0	82809	2500	1366234	0	0	50094	0	29222	3664	131200	1138273		0	531067	524267	993	
9160																																							23516	6479	0	18637	7198	0	0	1709	0	0	1808	139472	120865	0	0	938	129453	0	1115	0	7650	0	10019	4501	139472	0	0	5518	0	0	0	21145	99720		0	81240	80125	0	
9339																																							4512	8884	1258	0	0	48436	0	6215	0	0	10270	295579	227787	9823	0	2143	270303	0	3089	0	30550	0	25276	1418	295579	0	0	9600	0	13700	0	20037	207750		0	219093	216004	558	
9357																																							5000	20637	0	0	0	27559	0	622	0	0	8027	295574	238047	3133	0	529	272709	0	2251	0	31000	0	22865	500	295574	0	0	6606	0	15500	133727	76231	161816		0	102253	100002	259	
9553																																							31	923	0	300	0	5294	0	311	0	0	2169	51275	42901	2000	0	804	45705	0	430	0	0	0	5570	400	51275	0	0	3860	0	1200	0	3576	39325		0	42677	42247	110	
9807																																							8567	24430	0	62500	126561	162961	0	7418	2178	0	16890	1560012	1273413	33038	0	22857	1420108	0	31104	0	90800	0	139904	20000	1560012	0	0	90828	0	30000	0	42971	1230442		0	1179611	1148507	-924	
9955																																							2507	4960	0	225	0	26077	0	1331	0	0	1811	84913	74849	10	0	899	76561	0	483	2536	803	0	8352	110	84913	0	0	4722	0	3023	0	7150	67699		0	45949	45466	497	
10157																																							35	1530	0	4270	7876	13234	0	1257	300	0	2392	76095	62440	0	0	1004	69819	0	570	349	6375	0	6276	250	76095	0	0	3316	0	2560	0	7141	55299		0	45422	44852	150	
10250																																							0	9035	0	4212	0	29319	0	5824	651	0	2130	205164	187757	0	0	1145	188902	0	1499	0	0	0	16262	1500	205164	0	0	3728	0	11000	0	25698	162059		0	155492	153993	34	
10577																																							5	1344	0	0	0	18197	0	511	0	0	917	51344	45297	300	0	748	46345	0	369	0	0	0	4999	245	51344	0	0	1511	0	2942	0	7577	37720		0	30739	30370	301	
10849																																							18880	1949	0	0	16042	13885	0	4059	0	0	3073	160219	139242	0	0	716	146857	0	1335	718	6899	0	13362	16	160219	0	0	7248	0	6006	0	14869	124373		0	102948	101613	92	
10858																																							23	10062	37	8000	27373	15032	0	2274	35	0	6949	324045	283209	5419	0	3157	298293	0	3856	1918	6508	0	25752	2500	324045	0	0	11482	0	11755	644	26646	256563		0	255554	251698	15	
11145																																							88	5073	212	0	3154	13726	0	4870	6	0	1138	108677	91597	650	0	474	99488	0	782	469	6767	0	9189	1000	108677	0	0	4092	0	4000	0	10733	80864		0	80723	79941	97	
11350																																							1290	1790	0	700	7034	6630	0	279	0	0	728	44812	37691	80	0	213	38101	0	380	2941	117	0	6711	400	44812	0	0	-2064	0	8155	0	4265	33426		0	23800	23420	220	
11640																																							0	6349	0	5300	0	49092	0	2213	0	0	7360	163314	127167	0	0	1901	145868	0	1105	0	16800	0	17446	650	163314	0	0	1510	0	15200	0	30075	97092		0	94105	93000	86	
11837																																							0	2289	0	1181	0	17679	0	1147	0	0	1810	61667	54594	0	0	282	54876	0	1200	0	0	0	6791	314	61667	0	0	474	0	5686	0	4994	49600		0	38761	37561	317	
12030																																							500	5641	0	1313	1568	4178	0	3891	171	0	4501	175365	156402	0	0	3431	159833	0	4391	120	0	0	15532	300	175365	0	0	14912	0	300	0	14168	142234		0	157873	153482	20	
12058																																							0	4500	0	3500	5222	15701	0	2050	178	103	1633	103804	93395	0	103	1068	96778	0	558	0	2212	0	7026	200	103804	0	0	6574	0	200	1087	8325	85070		0	70388	69830	52	
12142																																							362	8084	0	1800	7286	78528	0	3820	13	0	2684	169373	147019	0	0	861	149880	0	1053	0	2000	0	19493	1250	169373	0	0	4252	0	13250	0	26104	120915		0	67849	66796	741	
12245																																							15	1964	0	0	0	29126	0	1469	0	0	1768	85400	68934	2600	0	684	75718	0	673	0	3500	0	9682	1419	85400	0	0	4229	0	3581	0	12751	56183		0	51731	51058	453	
12311	1322	886195	120283	54696	14978	3088779	5364	450553	9913	15335	1459280	27817697	2454471	15335	593212	25307319	415186	351133	636109	2122208	953547	2095192	40000	27817697	1640	0	1608819	0	451268	376671		0	21047712	20696579	-4895	489983	0	489983				54696						15335		27817697	18678563	2454471	15335		25307319				2122208											3841843	14836720						
12357																																							1188	1562	0	2500	14314	0	0	92	0	0	482	29098	25051	0	0	356	25407	0	81	0	0	0	3691	120	29098	0	0	2551	0	1020	0	2671	22380		0	9041	8960	0	
12405																																							2541	11778	274	0	0	382914	0	8047	667	0	15288	986990	840378	50319	0	12823	904481	0	8435	17471	961	0	82509	5867	986990	9550	0	52884	0	22500	0	79816	760562		0	546895	538460	1258	
12647																																							16	1264	0	1300	7059	0	0	783	22	0	536	42699	37630	0	0	294	37924	0	397	0	0	0	4775	125	42699	0	0	525	0	4125	636	5479	32151		0	31480	31083	0	
12656																																							0	766	0	947	277	0	0	236	58	0	215	10959	10112	0	0	86	10198	0	109	0	0	0	761	72	10959	0	0	501	0	188	0	2468	7644		0	8569	8460	0	
12937																																							874	4139	0	0	0	13728	85	4602	0	0	1770	111897	92500	0	0	1158	99174	0	737	0	5516	0	12723	750	111897	0	0	6602	0	5250	268	21888	70612		0	87168	86431	121	
12946																																							0	8224	46	0	12282	160355	779	5444	274	0	12476	386517	329801	1835	0	2593	349687	0	3772	3014	15458	0	36830	2500	386517	0	0	32267	0	1250	0	31453	298348		0	187395	183623	813	
12955																																							21	4899	0	175	4344	13300	0	3294	0	0	943	88158	75458	0	0	557	80015	0	816	121	4000	0	8143	1567	88158	0	0	3034	0	3350	1233	14520	60938		0	60644	59828	192	
13037																																							0	2900	0	3272	0	12455	0	2930	570	0	2355	127322	111878	0	0	1294	113172	0	1214	0	0	0	14150	900	127322	0	0	12707	0	450	0	16207	95671		0	104054	102840	93	
13103																																							92	18791	0	28944	84467	121937	0	9129	125	0	7856	656405	513143	6340	0	24786	547494	102	3785	390	3225	0	108809	500	656405	0	0	38743	0	34018	0	62503	450640		0	388459	384674	35548	
13251																																							310	1055	0	1800	150	7341	0	30	106	0	895	28235	25134	0	0	315	25449	0	292	0	0	0	2786	25	28235	0	0	1236	0	1475	0	2397	22737		0	16840	16548	50	
13309																																							2936	55234	0	47000	10081	345597	0	14835	435	0	67904	2145006	1665314	57243	0	17714	1960388	0	55158	1020	220117	0	184618	25321	2145006	0	0	134283	0	23945	2267	154305	1511009		0	1652855	1597697	1069	
13457																																							95	552	0	1550	192	3579	0	77	0	0	1523	20716	16696	0	0	118	16814	0	348	0	0	0	3902	50	20716	0	0	3789	0	50	0	1463	15233		0	13496	13148	13	
14052																																							893	3467	0	1734	103	4689	0	561	0	0	663	56191	51890	0	0	363	52253	0	537	0	0	0	3938	1000	56191	0	0	1419	0	1500	0	10304	41586		0	44618	44081	19	
14155																																							16	1765	0	0	1806	9239	0	1886	91	0	1925	68710	55605	1455	0	1085	61545	0	738	0	3400	0	7165	176	68710	0	0	6736	0	160	0	7125	48480		0	52720	51982	93	
14258																																							0	14746	0	14000	0	40550	0	5513	150	0	7700	441432	375034	17875	0	1828	409737	0	4508	0	15000	0	31695	500	441432	0	0	15718	0	15088	4443	72270	302764		0	358838	354330	389	
14409	24340	224558	119939	35000	0	3976940	0	101141	18480	1856	542858	16808032	1351029	1857	292266	14253551	148	189751	1450159	325464	300000	2554333	0	16808032	0	0	456660	0	2095380	0		0	10502512	10312761	2293	173516	0	173516				35000						1856		16801969	11809419	1351028	1856		14247488				319590											925335	10884084						
14454																																							0	552	0	0	380	17960	0	158	0	0	846	47767	41589	175	0	351	42943	0	688	0	828	0	4824	75	47767	0	0	2912	0	1775	0	1550	40039		0	28559	27871	62	
14650																																							1002	2428	0	300	5957	391	0	284	0	0	1049	30388	27309	0	0	135	27444	0	314	0	0	0	2944	200	30388	0	0	2434	0	300	0	4948	22361		0	19291	18977	10	
14753																																							0	919	0	800	2116	6023	0	209	47	0	625	24784	21709	0	0	387	22096	0	495	0	0	0	2688	300	24784	0	0	99	977	1257	0	4730	16979		0	14540	14045	55	
14865																																							1682	985	0	700	0	11859	0	2422	157	0	2335	74227	64390	0	0	462	67852	0	677	0	3000	0	6375	730	74227	0	0	2681	0	2870	0	7823	56568		0	54764	54087	94	
14931																																							0	1963	0	3128	0	10945	0	40	0	0	358	28102	24650	1	0	173	24824	0	209	0	0	0	3278	1903	28102	0	0	-238	0	1560	0	10402	14248		0	11877	11668	53	
14940																																							0	3748	0	0	0	51449	0	325	0	0	1115	126976	110230	5902	0	853	116985	0	754	0	0	0	9991	500	126976	0	0	3708	0	5391	0	8195	102036		0	71093	70339	392	
15536																																							0	25231	0	14	45440	17852	0	23807	7731	0	14556	1015118	860914	30300	0	10086	901300	0	11824	13249	0	0	113818	356	1015118	0	0	970	0	112272	0	88109	772805		0	879062	867238	220	
15732																																							0	5228	0	2329	0	18593	0	1599	489	0	3098	239328	219150	0	0	1093	220243	0	2686	0	0	0	19085	1250	239328	0	0	2326	0	15450	0	27016	192134		0	210678	207992	59	
16337																																							33	10383	0	10157	0	32683	0	6627	751	0	2729	190577	155628	829	0	977	174502	0	1306	0	17068	0	16075	350	190577	0	0	12113	0	3350	0	28369	127259		0	128520	127214	262	
16355																																							11	1111	0	1240	0	8094	0	1855	0	0	582	39839	34311	0	0	466	36777	0	508	0	2000	0	3062	111	39839	0	0	880	0	2038	0	5223	29088		0	27454	26946	33	
16458																																							0	4874	0	11127	35435	17187	0	8838	0	0	2355	165552	138841	0	0	1031	141908	0	1625	0	2036	0	23644	941	165552	0	0	20335	0	2059	0	11451	127390		0	87361	85736	309	
