"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5401	RCON5402	RCON5403	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	
1351																																																									0	0	0									0	59	0	498	92	100	0	0	0		0	0	0	161	107	0	0	0	0	87	125	0	0	0	0						0	0	0	0	0	0	184	27	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	64	0	0	0	0	
1454																																																									0	0	0									0	401	0	152	7	6	0	0	0		0	0	0	0	0	0	0	0	0	7	81	0	0	0	0						0	0	0	0	0	0	267	0	0	401	0	0	269	6	0	242	4	0	0	0	0	43	10	0	335	25	65	0	0	0	
1557																																																									0	0	0									0	4	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
1632																																																									0	0	0									0	0	0	153	38	20	0	0	0		0	0	0	0	0	0	0	70	0	127	0	0	0	0	0						0	0	0	0	0	0	192	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	127	6	0	0	0	0	
1669																																																									0	0	0									0	0	0	54	232	363	0	0	0		0	0	0	0	0	0	0	0	0	86	0	42	0	0	0						0	0	0	0	0	0	713	90	39	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	125	0	0	0	0	
1829																																																									6	22	0									0	0	0	155	0	98	0	0	0		0	0	0	0	0	0	178	0	0	255	75	1608	0	0	0						0	0	0	30	10	87	800	209	508	1	0	0	0	0	73	0	0	58	0	0	0	13	2	0	136	2	48	0	0	0	
1856																																																									0	0	0									0	7	99	0	86	29	0	0	0		0	0	0	0	355	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	27	0	0	7	99	0	0	454	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	
1959																																																									0	0	0									74	7	0	9	0	0	0	0	0		0	0	0	0	0	59	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	11	7	0	74	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	
2040																																																									0	0	0									0	0	0	816	0	1202	0	0	0		0	0	0	375	0	0	0	0	0	47	0	0	0	0	0						0	0	0	0	0	0	451	0	303	0	0	0	0	0	72	0	0	58	0	0	0	4	7	0	293	18	265	0	0	0	
2161																																																									0	0	0									0	0	0	28	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	502	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	88	53	0	0	0	0	
2376																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2236	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																									0	0	0									0	0	0	134	0	15	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	
2554																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	14	0	0	0	0	
2750																																																									0	0	0									0	0	0	523	167	1305	0	0	0		0	0	0	0	0	436	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	220	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																									0	0	0									0	0	0	449	80	289	0	0	0		0	0	0	61	0	0	0	0	0	94	61	1798	0	0	0						0	0	0	0	0	0	741	281	99	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	206	101	0	0	0	
2956																																																									0	0	0									0	0	0	18	124	3	0	0	0		0	0	0	357	211	799	0	0	0	98	68	0	0	0	0						0	0	0	0	0	25	814	223	204	91	3	0	0	0	0	0	0	0	0	0	0	0	0	0	255	51	11	0	0	0	
3252																																																									0	0	0									244	237	31	183	9	159	0	0	0		0	0	0	271	0	0	0	0	0	162	0	0	0	0	0						0	0	0	0	0	0	62	0	7	237	31	244	0	0	0	0	0	0	0	0	0	0	0	0	309	57	32	0	0	0	
3458																																																									0	0	0									0	0	0	12	0	0	0	0	0		0	0	0	0	0	113	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	56	0	5	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	
3506																																																									977	0	1339	0	0	0	0	0	0	0	0	0	0	0	28	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	30	208	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
3579																																																									0	0	0									0	0	0	251	49	0	0	0	0		0	0	17	0	0	0	0	0	0	41	43	119	0	0	0						0	0	0	0	0	0	1336	36	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	22	0	0	0	0	
3720																																																									0	0	0									0	15	0	1	6	0	0	0	0		0	0	0	0	0	0	0	0	0	82	0	95	0	0	0						0	0	0	0	0	0	90	12	48	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	21	23	0	0	0	
3953																																																									0	0	0									246	125	560	109	0	802	0	0	0		675	0	0	200	596	75	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	11	0	165	125	560	246	248	1121	0	223	1030	0	0	0	0	0	0	0	40	14	0	0	0	0	
4138																																																									0	0	0									0	0	0	153	150	162	0	0	0		56	117	0	0	0	0	0	0	0	676	0	0	0	0	0						0	0	0	8	0	0	1250	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	97	8	0	0	0	
4147																																																									0	0	0									0	0	0	99	0	8	0	0	0		300	60	0	0	0	0	0	0	0	2085	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	162	0	16	0	0	0	
4156																																																									20	0	0									0	10	12	233	82	152	0	0	0		60	300	3	54	0	0	0	0	0	466	42	6	0	0	0						0	0	0	0	0	0	205	133	25	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	138	53	41	0	0	0	
4231																																																									0	0	0									0	0	0	31	0	0	0	0	0		0	0	0	361	0	0	0	0	0	36	0	0	0	0	0						0	0	0	0	0	0	375	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	30	0	0	0	
4437																																																									0	0	0									0	0	0	29	0	67	0	0	0		0	0	0	35	0	0	0	0	0	0	0	190	0	0	0						0	0	0	0	0	0	437	0	76	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	
4745																																																									0	0	0									0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	279	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	
4839																																																									0	0	0									0	0	0	95	0	320	0	0	0		2184	0	0	0	0	0	1996	0	0	562	0	212	0	0	0						0	0	0	0	0	0	598	10	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	19	240	0	0	0	
5005																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	111	0	0	0	0	0	0	0	0						0	0	0	10	0	0	988	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
5050																																																									0	0	0									0	0	0	50	47	24	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	187	0	80	0	0	0	48	0	0	38	0	0	0	0	0	0	0	0	845	19	173	0	0	0	
5069																																																									0	0	0									0	0	0	0	0	30	0	0	0		2051	0	0	0	0	0	1157	0	0	7770	2193	5238	0	0	0						0	0	0	485	0	0	0	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																									0	0	49									99	15	0	24	0	14	4	0	263		0	0	0	0	5	117	0	0	0	50	49	47	0	0	0						0	0	0	0	0	0	162	0	99	15	0	99	0	0	0	0	0	0	0	0	0	4	0	3	121	0	32	0	0	0	
5210																																																									0	0	0	0	0	0	0	0	0	0	0	0	26	0	47	30	20	0	0	0	0	23	0	652	243	0	0	78	0	0	201	0	113	0	0	0	0	0	0	0	0	0	0	0	15	0	0	2254	1494	408	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	23	0	0	0	0	
5247																																																									0	0	0	0	0	0	0	0	0	0	0	0	58	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	535	0	0	103	24	0	0	0	0	0	0	0	0	0	0	0	0	0	189	5	0	0	0	0	
5274																																																									0	0	0									0	0	0	403	8	29	0	0	0		0	0	183	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	339	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	5	115	0	0	0	
5331																																																									0	0	0									0	0	0	17	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
5461																																																									0	0	0									0	0	0	893	204	0	0	0	0		0	0	0	0	0	0	0	0	0	490	0	674	0	0	0						0	0	0	0	0	0	318	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
5751																																																									0	0	0									76	640	0	87	0	3	0	0	0		416	0	0	0	0	312	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	120	0	46	640	0	76	0	0	173	0	0	155	0	0	0	0	0	0	85	0	29	0	0	0	
5939																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	1979	0	0	0	0	2765	0	13360	190	0	0	233	0	100	1086	0	25574	0	0	0	0	0	0	0	0	0	0	0	1417	265	1033	14557	76	16776	0	0	0	1502	0	1649	1502	0	1649	0	0	0	0	0	0	253	0	54	0	0	0	
6039																																																									0	0	0									0	112	0	321	525	11	0	0	0		401	0	0	24	0	0	0	0	0	119	0	59	0	0	0						0	0	0	0	0	0	91	9	43	124	1	0	0	0	0	0	0	0	0	0	0	28	2	0	83	34	162	0	0	0	
6057																																																									0	0	0									0	0	0	38	0	0	0	0	0		0	0	0	73	0	0	0	0	0	63	36	101	0	0	0						0	0	0	0	0	0	38	36	24	55	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	153	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	114	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	
6329																																																									0	0	0									0	0	0	606	0	301	0	0	0		0	0	0	3	0	0	27	0	0	486	0	1910	0	0	0						0	0	0	0	0	0	496	38	201	3	0	0	0	0	0	0	0	0	0	0	0	31	14	19	921	21	76	0	0	0	
6842																																																									0	0	0									0	0	0	18	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	154	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	6	4	0	0	0	
6972																																																									0	0	0	0	0	0	0	0	0	0	0	0	38	0	1914	374	1	0	0	0	0	858	0	0	0	0	0	0	0	0	2581	1025	0	0	0	0	0	0	0	0	0	0	0	0	43	29	0	57	344	15	38	0	0	0	168	0	0	126	0	0	0	1	33	8	0	260	0	0	0	0	0	
7009																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	83	0	0	0						0	0	0	0	0	0	816	0	70	0	0	0	0	0	0	0	0	0	0	0	0	27	6	0	635	0	37	0	0	0	
7157																																																									0	0	0									0	0	0	28	0	21	0	0	0		0	0	0	0	0	97	0	0	0	9	0	36	0	0	0						0	0	0	0	0	0	31	7	0	9	0	29	0	0	0	0	0	0	0	0	0	0	0	0	55	38	9	0	0	0	
7166																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	217	0	0	163	0	0	0	0	0	0	0	0	8	0	0	0	
7456																																																									0	0	0									0	17	247	44	160	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	17	247	0	0	0	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	
7634																																																									0	0	0									0	19	0	257	22	114	0	0	0		15	0	0	0	0	0	0	0	0	87	0	0	0	0	0						0	0	0	0	0	0	92	30	46	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	65	135	0	0	0	
8033																																																									0	0	0									229	0	114	221	126	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	57	106	0	0	114	229	206	114	229	185	103	183	0	0	0	0	0	0	207	1	2	0	0	0	
8154																																																									0	0	0									0	0	0	401	0	0	0	0	0		0	0	0	17	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	13	0	0	0	
8417																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																									0	0	0									0	0	0	10	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	7	4	0	0	0	
8547																																																									0	0	0									0	0	0	166	185	0	0	0	0		0	0	0	44	259	0	0	0	0	340	0	0	0	0	0						0	0	0	0	0	0	1082	198	302	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	129	39	17	0	0	0	
8631																																																									0	0	0												5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	434	79	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	28	200	0	0	0	
9115																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	13	96	0	0	0	0	0	0	0	0	0	0	0	0	0	77	328	266	0	0	0	0	0	0	0	0	0	0	0	15	0	26	201	98	273	115	448	0	0	0	0	0	0	0	0	0	0	0	0	0	59	44	0	0	0	0	
9160																																																									0	0	0									0	0	0	64	0	0	0	0	0		0	0	0	0	0	0	0	0	0	555	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	5	0	0	0	0	
