"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON6861	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
3252	0	0	0	0		0	0	0		43412	26947	111	0	0	0	0	7266	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		11087	5231	29	0	0	0	0	2579	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	757		0	0	15274		474732	235488	880	0	0	0	0	55974	0		0	0			false	0	0	0	0	0	0						
3579	0	0	0	0		0	0	0		93580	53518	257	0	0	0	0	11610	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		70856	26937	116	0	0	0	0	14119	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
3953	0	279	0	0		0	0	0		36193	13932	86	0	0	0	0	4579	0		0	0		14146	true	0	0	0	0	0	0	0	0	0	0		
4138	33	0	0	0		0	0	0		98682	41317	179	52	0	0	0	14986	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		70743	5044	33	0	0	0	0	6807	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		34722	14716	55	0	0	0	0	6009	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		50106	21372	82	0	0	0	0	7786	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		76302	30255	189	0	0	0	0	10751	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4745	0	0	0	0		0	0	0		5648	2251	12	0	0	0	0	1454	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		97246	51816	236	0	0	0	0	14172	0		4	0		0	false	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	141		0	0	1018		144852	56128	301	0	0	0	0	18964	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		44417	26122	90	0	0	0	0	8017	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5069	0	25	0	342		0	0	0		93848	113992	779	0	0	0	0	1908	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		47488	24214	160	0	0	0	0	5142	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		412120	63416	315	0	0	0	0	87253	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		555321	174428	881	0	0	0	0	100875	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5274	0	0	0	10		0	0	117		63750	15956	63	0	0	0	0	6166	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	1789		0	0	60		134921	49113	265	0	0	0	0	19489	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		86717	90781	363	0	0	0	0	11931	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5751	0	4	0	0		0	0	0		33904	36996	123	0	0	0	0	4053	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
5939	0	0	0	0		0	0	0		1697140	357642	2333	0	0	0	0	161623	0		0	0		0	false	0	0	0	0	0	0	0	0	117300	0		
6039	0	0	0	0		0	0	0		51024	17510	80	0	0	0	0	6463	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		8493	3893	24	0	0	0	0	1551	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		20048	6086	22	0	0	0	0	2618	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
6329	0	0	0	0		0	0	0		109332	70106	326	0	0	0	0	16018	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
6842	0	0	0	0		0	0	0		17112	3623	27	0	0	0	0	2422	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		355958	183040	717	0	0	0	0	68167	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	740		53939	394163	536	0	0	0	0	3211	1		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		49523	27389	94	0	0	0	0	10342	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		20933	4591	29	0	0	0	0	3658	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		194116	150643	662	0	0	0	0	25337	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		29585	7098	28	0	0	0	0	2868	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23611	8661	46	0	0	0	0	3510	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		27283	11478	40	0	0	0	0	3926	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
8154	0	0	0	0		0	0	0		28758	5037	18	0	0	0	0	3931	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		210169	1463864	678	0	0	0	0	7116	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
8462	75	0	0	0		0	0	0		30488	22518	148	0	0	0	0	4101	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
8547	0			0		0	0	0		81067	13015	65	0			0	12316	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
8631	0	0	0	0		0	0	0		30343	8737	46	0	0	0	0	4970	0		0	0			false	0	0	0	0	0	0						
9115	0	0	0	0		0	0	0		675133	594340	1232	0	0	0	0	169972	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9160	2	0	0	0		0	0	0		93448	27417	184	1	0	0	0	16106	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9339	0	327	11	0		0	0	0		154192	73595	597	0	8	0	0	18678	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9357	0	0	0	0		0	0	0		49338	188709	348	0	0	0	0	5464	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		31671	11230	56	0	0	0	0	3899	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9807	0	0	0	0		0	0	0		681453	591960	1687	0	0	0	0	67193	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
9955		5	0	0		0	0	0		45816	29033	54	0			0	7893	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		47494	14946	71	0	0	0	0	6278	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		137120	50637	298	0	0	0	0	22973	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
10577	0	3	0	0		0	0	0		39901	5396	40	0	47	38	0	6336	0		0	0			false	0	0	0	0	0	0						
10849	0	0	0	0		0	0	0		90714	48528	251	0	0	0	0	10097	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		211686	71523	408	0	0	0	0	25622	0		0	0			false	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		66694	24903	116	0	0	0	0	14628	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
11350	103	0	0	0		0	0	0		28967	8724	56	13	0	0	0	5034	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		67884	59284	178	0	0	0	0	12712	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
11837	0			0		0	0	0		36448	18146	101	0			0	5494	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		82603	73799	160	0	0	0	0	14202	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12058	24	0	0	0		0	0	0		71116	22279	141	0	0	0	0	11185	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		76176	70843	193	0	0	0	0	18528	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		50247	18687	96	0	0	0	0	10051	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	0	0	0	0	0	0	12783252	5895311	22054	3256	0	0	0	1837906	0	0	0	0		0	false	0	1078	0	0	0	0	0	0	11013	0		
12357	0	0	0	0		0	0	0		20604	4447	22	0	0	0	0	3338	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12405	0	0	0	0		0	0	0		542548	297830	862	0	0	0	0	97735	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		26374	11256	48	0	0	0	0	4436	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12656		0	0	0		0	0	0		5435	4677	9		0	0	0	1450	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		51437	41063	141	0	0	0	0	5903	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		208596	121205	492	0	0	0	0	25368	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
12955	22	0	0	0		0	0	0		47067	28392	107	1	0	0	0	7882	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		90076	21802	120	0			0	12751	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
13103	0	0	0	703		0	0	0		381004	132139	611	0	0	0	0	56253	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		15873	9261	50	0	0	0	0	2946	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	24627		0	0	0		1211558	453756	1953	0	0	0	0	167280	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		13766	2930	17	0	0	0	0	1851	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14052	0	12	6	0		0	0	0		35091	16799	71	0	0	0	0	7099	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14155	0	0	0	0		0	0	0		45604	10001	57	1	0	0	0	8071	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14258	0	0	0	0		0	0	0		158866	216168	661	17	0	0	0	22967	0		0	0			false	0	0	0	0	0	0						
14409	0	0	0	485959	0	0	0	17	0	6952514	4856905	16564	0	0	0	0	1013809	0	0	0	254		0	false	0	0	0	0	0	0	0	0	0	0		
14454	0	11	0	0		0	0	0		24406	17183	131	0	0	0	0	2621	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		19676	7633	25	0	0	0	0	3543	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
14753	0	0	0	0		0	0	0		18098	3611	20	0	0	0	0	3704	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		37549	26841	105	0	0	0	0	7711	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	35		15097	9553	31	0			0	2160	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		73242	36988	159	0	0	0	0	6523	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		634439	226475	1237	0			0	70821	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
15732	0	0	0	0		0	0	0		134828	84322	376	0	0	0	0	9457	0		24	0		0	false	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		114215	41413	152	0	0	0	0	20057	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
16355	0	0	0	0		0	0	0		21711	12600	58	0	0	0	0	3386	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
16458	2739	0	0	0		0	0	0		93549	45292	193	0	0	0	0	14179	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		35673	9897	55	0	0	0	0	8770	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		35104	5285	30	0	0	0	0	6232	0		0	0			false	0	0	0	0	0	0						
16766	0	0	0	0		0	0	0		71946	205481	321	0	0	0	0	4913	0		0	0			false	0	0	0	0	0	0						
16944	0	0	0	0		0	0	0		21875	2788	18	0	0	0	0	4524	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
16953	16	0	0	0		0	0	0		20337	3160	17	1	0	0	0	3497	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17110	0	0	0	0		0	0	0		5691	50560	96	0	0	0	0	139	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		352146	248485	661	0	0	0	0	62686	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17259	0	6	0	0		0	0	0		33575	5202	30	0	0	0	0	4743	0		0	0		454	true	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		221066	197475	554	0	0	0	0	41293	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		92870	93645	323	0	0	0	0	14944	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17642	0	0	0	0		0	0	0		25606	9434	49	0	0	0	0	3906	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		105218	45176	208	0	0	0	0	16140	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		20149	17170	71	0	0	0	0	3293	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		121635	52126	237	0	0	0	0	25258	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18126	0	0	0	0		0	0	0		453256	179691	718	0	0	0	0	68876	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		86687	23799	114	0	0	0	0	8218	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18368	0	0	0	0		0	0	0		161870	164089	670	0	0	0	0	16419	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		11247	524	5	0	0	0	0	2066	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		83385	29145	116	0	0	0	0	17611	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		70952	25524	149	0			0	13080	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		17239	5106	23	0	0	0	0	2283	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18863	0	0	0	0		0	0	0		150330	132663	492	0	0	0	0	22232	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
18957	0	0	0	0		0	0	0		27231	11613	55	0	0	0	0	3957	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		63983	14605	78	0	0	0	0	7673	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	0		0	0	0		463646	281657	905	0	0	0	0	59468	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		65491	44411	206	0	0	0	0	11066	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		28486	3186	25	0	0	0	0	3729	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	859		17021	1441	5	0	0	0	0	895	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		30268	4461	29	0	0	0	0	6702	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20259	0	10	0	0		0	0	0		17347	6786	27	0	0	0	0	4230	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		58294	30706	119	0	0	0	0	8881	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		50015	13131	56	0	0	0	0	11465	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		57830	22467	100	0	0	0	0	7707	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9854	602	5	0	0	0	0	1834	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		41043	14207	112	0	0	0	0	5088	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		20324	12148	48	0	0	0	0	3055	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
20866	98			0		0	0	0		44632	10359	63	0			0	8130	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5432	2246	15	0			0	992	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		9336	2708	17	0			0	2301	0		0	0		0	false	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		23671	18689	76	0	0	0	0	4964	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		51879	8529	50	0	0	0	0	9472	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22048	32	0	0	0		0	0	0		83071	58175	334	0	0	0	0	14093	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		127504	49915	320	0	0	0	0	12163	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22356	0	0	0	0		0	0	0		106881	62606	209	0	0	0	0	17419	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		60219	11387	61	0	0	0	0	9881	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		28906	10472	55	0	0	0	0	5584	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22552	2	0	0	0		0	0	0		25868	6354	39	0	0	0	0	4188	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		63854	10752	64	0	0	0	0	10827	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22860	0	0	0	0		0	0	0		313700	177602	471	0	0	0	0	3312	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		53991	37816	246	0	0	0	0	9850	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
22954	0	0	0	0		0	0	0		32582	7642	40	0	0	4	0	5220	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		144973	79896	361	0	0	0	0	18790	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		12698	6081	33	0	0	0	0	2508	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	34		0	0	2364		1476817	651934	2114	0	0	0	0	202412	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23344	0	0	0	0		0	0	0		49889	32506	100	0	0	0	0	8641	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		40301	7970	49	0	1	45	0	8063	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1116		0	0	4087		156242	192356	503	0	0	0	0	22456	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		69968	41175	124	0	0	0	0	12630	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		71555	50837	259	0	0	0	0	9943	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		48619	34729	135	0	0	0	0	8776	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		298057	182504	749	0	0	0	0	44272	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	2347		0	0	20194		448583	96000	610	0	0	0	0	63033	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	8902		0	0	10863		852375	441520	1977	0	0	0	0	147361	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24453	0	13	0	0		0	0	0		17607	22554	43	0	2	0	0	2704	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		15008	2122	14	0	0	0	0	2800	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		67611	22570	166	0	0	0	0	8983	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24855	10	0	0	0		0	0	0		6440	1155	7	0	0	0	0	1066	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		152918	62601	257	0	0	0	0	21046	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		28385	3779	21	0	0	0	0	3832	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
25450	0	0	0	0		0	0	0		1636238	1272118	3530	0	11524	0	0	257741	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		36231	41676	216	0	0	0	0	6463	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	0		0	0	0		85506	31779	124	0	0	0	0	15920	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		37664	6259	47	0	0	0	0	5635	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		177833	108531	359	0	0	0	0	24487	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		147199	46104	229	0	0	0	0	20912	0		0	0		0	false	0	0	0	0	0	0	0	0	0	0		
