"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
3720																														0	6161	4025	342	14019		0		2569	0			7317	2186	6009	0	90	69464	0	0			0	26101	523	757	14393	2448	2034	7742	8756	5091	30	19121	2833	8932	9011	1502	1798								0	122		
3953																														0	2613	4067	1167	1993		124		11440	0			14894	0	3314	0	0	43123	0	80			0	2848	583	42	13927	911	248	761	719	27	17	21154	9015	4486	3163	469	865								0	0		
4138																														0	5443	0	2132	11995		1133		0	232			8518	2555	12173	0	66	89185	727	0			0	45557	228	14988	11684	2611	7942	19424	8632	4964	1984	15380	12368	10258	5215	630	334								0	112		
4147																														0	5448	354	1172	18582		204		100	0			7750	1780	7583	0	101	57575	0	0			0	13136	503	5000	8500	4000	765	3563	4676	132	0	5270	10850	18869	6015	1781	1630								758	104		
4156																														0	2793	4943	678	8432		254		8283	0			9460	0	3688	0	0	51850	0	236			0	12800	283	0	13364	503	743	2730	1590	6925	284	6706	14469	8756	6100	2817	0								0	0		
4231																														0	496	6962	0	8114		0		1976	0			3867	0	6407	0	449	41021	0	0			0	12750	0	370	16341	1009	3427	6222	1331	756	0	5820	9807	7562	3741	1312	0								0	0		
4437																														0	548	974	875	21155		1671		315	0			13209	4814	10256	0	0	94032	0	124			0	34129	899	29067	44331	3894	8304	16216	5008	156	551	25228	6905	16263	8952	2222	0								0	5063		
4745																														0	0	650	0	646		0		469	0			766	0	1147	0	79	5696	5	0			0	1944	0	0	1103	33	46	289	442	1113	0	901	261	1155	924	532	0								0	0		
4839																														0	6841	461	18916	52002		1386		0	0			7233	3355	11119	0	0	120769	1	0			0	11699	7538	0	52822	2498	1577	2682	4418	298	0	29479	21846	26979	27235	2596	164								0	220		
5005																														0	14385	0	9584	25910		125		0	0			10287	4839	954	0	0	166597	366	0			0	98528	2255	36223	19376	2022	9154	18194	11092	35408	21957	24841	5145	6639	19200	11790	820								0	96		
5050																														0	3689	0	127	7013		68		557	0			9179	143	17148	0	0	46762	0	0			0	8018	703	6167	8852	1102	5503	902	431	0	0	4901	6218	15064	10391	1973	0								117	0		
5069																														0	34345	0	8128	139755		0		0	0			745	570	0	0	0	184917	1865	0			0	3217	0	0	82813	2850	100	267	0	0	0	157792	6756	12299	293	0	1157								0	22		
5135																														0	46	6469	1246	11739		23		8561	364			7794	0	5063	0	1047	49721	0	57			0	7290	173	888	31787	1209	1626	3066	986	82	222	16592	16441	6742	2078	178	39								213	0		
5210																														0	14088	7252	11485	71185	0	313	313	1213	0	11637	0	11637	6991	12161	0	4362	359916	0	0	0	0	0	196783	22446	143360	44541	38923	63086	12296	36113	39267	6690	59516	17166	27163	40953	14118	3432	0	0	0	0	0	0	0	0	0	0	
5247																														0	62326	4072	2276	61558	0	297	297	1902	0	81231	0	81231	13292	14878	0	3035	442138	426	0	0	0	0	128586	68420	48669	146040	49118	7256	21167	30544	13201	7300	165231	13800	41207	76768	16972	0	0	0	0	0	0	0	0	275	416	0	
5274																														0	655	0	0	7818		2		0	0			4362	1255	5800	0	256	60562	0	0			634	39115	657	233	4729	923	582	5964	5658	17212	8484	9494	857	5606	3896	1267	0								0	642		
5331																														253	5124	0	21669	19699		4579		0	0			21266	7930	935	0	0	106058	73	0			2477	24304	224	7027	24915	320	1244	7571	8708	4453	2008	26588	7510	23422	23079	1228	0								0	148		
5461																														0	7181	3448	2377	47546		6183		922	183			28046	839	1887	0	0	110337	273	0			12004	7939	4063	1114	38487	2238	1190	893	1762	897	959	43767	4756	9271	18174	23694	2335								0	179		
5751																														0	444	3393	112	2727		83		18508	0			8182	0	2748	0	81	44523	0	0			0	8057	153	2944	25155	243	1964	1061	439	2331	1974	21503	6795	3227	2661	1596	263								0	35		
5939																														30	144055	190	83112	415590	0	0	0	0	5372	115770	0	115770	72390	19075	0	831	1518263	0	0	0	0	14169	594658	72021	436903	139935	105489	248139	119843	68483	26910	9018	340008	108697	202284	126309	104207	0	0	0	0	30	0	0	0	0	541	9997	
6039																														0	3380	2716	0	16368		253		3169	0			13817	0	7256	0	1570	55020	46	0			0	5476	609	1029	19091	1420	679	1460	407	1319	148	28993	6319	6496	2715	3270	1565								385	67		
6057																														0	8	3108	0	972		0		1038	0			1092	0	1313	0	0	10555	0	0			0	2972	52	0	3935	102	623	2151	35	22	15	400	2810	3072	929	264	0								0	0		
6141																														0	0	1991	0	315		44		3254	0			1366	0	2901	0	135	12732	39	0			0	2757	8	1021	8713	762	487	431	754	323	0	1884	5580	1171	1032	173	0								0	0		
6329																														0	3285	4744	184	32716		94		8577	0			33018	2189	28110	0	104	138382	935	0			0	22402	2579	281	50470	1985	4066	4816	7655	2883	818	35690	19041	27572	22842	9404	38								618	697		
6842																														0	31	1087	0	1110		10		3327	0			2928	440	2196	0	8	14845	8	262			0	3439	9	0	7867	720	682	1450	582	5	0	3852	2613	2781	1754	410	0								0	6		
6972																														0	38450	152	18423	125447	0	314	314	260	0	25983	0	25983	13356	11881	0	3309	272363	0	0	0	0	2639	26042	5676	16938	65686	184	1781	2528	3384	13494	4656	60465	20874	18638	14341	84044	47958	0	0	0	0	0	0	0	1889	1181	0	
7009																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	290449	0	0	290449	0	0	0	0	0	0	0	0	288699	0	0	0	0	0	0	288699	1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																														0	0	2368	0	4918		14		2901	0			2617	379	14444	0	325	43562	0	0			0	15184	0	5236	13009	325	1212	3247	2952	7081	297	3197	8275	9088	4164	3111	423								407	5		
7157																														0	0	1486	0	357		0		2130	0			1711	0	2767	0	0	14841	0	0			0	6390	0	0	5591	468	1131	4307	325	159	0	1350	2706	2903	945	355	0								0	0		
7166																														0	69477	25	9582	99247	0	654	654	713	0	41025	0	41025	3791	2523	0	0	275782	811	3169	3169	0	0	44103	1378	11666	73272	1979	7390	2453	195	8106	23980	128077	19565	21267	40735	19943	1860	0	0	0	0	0	0	0	656	250	0	
7456																														0	136	741	0	246		0		8738	0			6535	0	1833	0	0	18359	0	0			0	130	0	0	10690	0	0	6	41	83	0	2835	7855	2019	4055	1428	37								0	0		
7634																														0	863	362	0	3201		41		2319	0			8115	0	4681	0	0	24413	0	0			0	4425	406	0	9626	677	456	1449	1212	585	0	2221	6272	6145	3788	1105	208								0	0		
8033																														0	1670	72	0	182		325		8245	0			17451	405	7016	0	0	40355	0	0			0	4989	0	0	28992	1519	569	1571	1062	185	83	23566	3338	4002	3181	1048	0								0	0		
8154																														0	0	10582	17	3564		21		3255	1950			3598	42	1490	0	0	29935	0	1950			0	5397	0	4677	3959	326	1379	2641	906	136	0	4162	5776	9087	4063	762	674								0	19		
8417																														0	0	0	0	0	0	224872	224872	0	0	0	0	0	0	0	0	0	224872	0	0	0	0	0	0	0	0	224872	0	0	0	0	0	0	224872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	124	1823	0	1967		0		8070	0			5569	0	6378	0	282	27695	15	0			0	3176	321	32	10554	12	11	285	59	940	1869	11013	4396	3711	3905	1304	201								0	0		
8547																														0	1088	4094	2126	8910		843		706	0			1944	3088	7128	0	7	89112	154	0			0	56349	2798	32741	7233	1132	9098	18414	3757	8492	15154	7841	4272	5091	4529	6074	5093								185	0		
8631																														0	267	56	0	2271		17		47	210			2643	0	12412	0	0	28313	0	0			2	10225	375	28	2601	257	83	168	595	5061	4024	1851	776	2796	6896	5106	463								0	0		
9115																														0	44382	1845	26241	182171	0	1242	1242	0	0	67090	0	67090	27651	19833	0	16498	534731	0	543	543	0	0	84879	59887	47357	110639	7558	3112	9198	8842	29256	26766	66629	37544	100201	148552	77203	19209	0	0	0	0	0	0	0	0	2469	0	
9160																														0	18809	0	0	16617		70		117	0			20963	2710	1058	0	115	81240	504	0			0	20518	608	11739	23676	4527	6276	3959	4294	1307	155	32833	10449	13004	3762	726	452								0	159		
9339																														0	26880	8878	1450	68582		1062		2733	0			11836	6719	14043	0	330	219093	0	0			0	74283	2049	25085	98219	13882	31334	23712	1165	2698	883	39349	55934	33806	7135	7160	1296								0	248		
9357																														0	0	0	0	13346		451		0	0			82355	2574	3086	0	0	235980	0	0			0	133924	0	0	85063	133812	5	0	33	74	0	78468	2864	10043	7850	2638	0								0	244		
9553																														0	233	13810	53	256		611		20310	0			2353	0	1363	0	0	42677	0	0			0	3372	316	464	18078	760	122	1118	1322	50	0	36784	1025	683	597	216	0								0	0		
9807																														0	263915	0	21187	276191	0	1040	1040	0	0	67820	0	67820	64709	1145	0	0	1179611	5624	0	0	0	0	410092	78760	29888	281618	10520	20380	16345	17482	234408	106174	353299	48275	98964	95812	157095	3588	0	0	0	0	0	0	0	0	376	0	
9955																														0	440	6686	459	2817		78		13562	0			6115	41	4295	0	0	45949	0	1604			0	8735	1086	1595	21937	312	624	1192	511	5854	209	10886	10115	5776	6621	3683	48								0	31		
10157																														0	0	6979	499	782		193		26256	0			4705	0	2302	0	362	45422	0	0			0	3344	0	1015	24925	319	909	90	13	1066	947	9170	17910	4149	4440	3843	1708								0	0		
10250																														0	9962	711	2177	23704		77		387	0			31607	2801	42155	0	849	155492	0	0			0	21204	19023	4186	28963	580	1303	6933	10191	1876	321	33182	8195	27202	47230	18357	0								231	604		
10577																														0	64	0	0	16978		12		11	0			4769	111	2191	0	694	30739	0	0			0	5875	32	4238	5480	1375	2596	129	72	1524	179	10526	4962	2928	3280	2769	399								0	2		
10849																														0	15148	5154	5285	24419		46		8968	0			7273	0	4225	0	436	102948	0	24			0	30576	928	14027	30161	2263	13386	6955	2470	3239	2263	11763	18835	24368	14058	3347	0								466	0		
10858																														15000	10151	9075	1643	24085	0	157	157	17051	0	20283	1989	22272	2789	40810	0	1542	256198	0	140	140	0	0	8130	3106	916	173103	360	2302	1229	3133	124	982	159211	19528	29585	33545	6071	0	15000	0	15000	0	0	0	0	100000	247	0	
11145																														0	1282	472	0	2381		440		57	0			17252	1749	5684	0	635	80723	0	0			0	50242	528	6944	10394	2452	6028	6566	1098	32692	1186	6872	5878	10139	4852	1994	0								1	0		
11350																														0	599	3501	23	1613		4		9204	0			4601	0	2199	0	171	23800	0	0			0	1885	0	0	13627	597	104	603	477	99	0	16016	1086	2791	465	973	579								0	0		
11640																														0	2744	11564	691	12894		283		15840	0			23942	0	13552	0	167	94106	13	0			0	11393	1049	10258	38329	240	792	805	879	5084	3593	9854	27443	11192	10593	19970	3547								0	0		
11837																														1	7124	548	0	1076		944		416	0			11693	0	1362	0	682	38761	89	0			0	14449	390	3074	19809	3736	2423	7558	705	27	0	6642	2582	7658	4864	2655	0								165	0		
12030																														0	7859	25635	162	41416		1308		4031	0			26782	0	16383	0	1727	157873	4	0			0	31847	727	885	70331	4346	8606	12773	2613	3376	134	47043	31623	26998	13882	5423	846								0	0		
12058																														0	3606	3684	165	6538		284		6003	0			10749	0	14992	0	17	71475	0	0			0	23871	1541	3983	17834	2576	4559	2033	10246	3446	1011	6008	14982	7104	13526	4753	354								25	0		
12142																														0	1456	3551	749	18502		1163		4373	0			5828	0	16327	0	0	67849	787	0			0	15456	1231	15456	23451	708	1371	5290	7021	807	236	8310	13848	12263	14482	4225	46								0	0		
12245																														0	2770	1054	0	15041		21		3	0			2777	0	4496	0	744	51731	0	0			0	24646	56	4280	20270	1797	4632	10055	6109	1873	0	7972	5869	7208	3896	1730	0								123	0		
12311	9286135	244172	64084	1290	5238485	52	3231105	0	73500	21424383	56	3205173	0	143122	4516316	6564006	1702988	2317518	4723577	4386685	246759	0	4340	6123	0	0	0	71270	0	10463	1046901	80754	190722	3233973	35817	244172	208355	64084		5238485	52	5238537	2256072	3231105	0	73500	21424383	56	3205173				1343311	1134402	579509		266287	135290	187436	167570	177185	394356							4340			6123	0			0	71270		
12357																														0	0	2852	0	115		26		3444	0			963	0	794	0	0	9041	0	0			0	847	0	0	4191	13	69	273	492	0	0	1165	2944	2280	1637	168	0								0	0		
12405																														0	3026	18520	0	103979	0	0	0	16874	0	45560	0	45560	9374	123849	0	6910	546895	46	78817	78817	0	0	115610	22490	26825	86639	5341	27	580	1404	45015	62524	86538	40923	93679	104884	72948	28646	0	0	0	0	0	0	0	116	1816	0	
12647																														0	2044	2002	173	4773		9		2049	0			5817	553	2005	0	130	32116	0	0			0	11735	700	6555	12109	3240	4183	4134	178	0	0	11738	3986	3905	612	80	0								86	40		
12656																														0	218	472	170	364		0		1224	0			854	0	1406	0	0	8569	0	10			0	3851	0	642	3008	141	1072	1765	508	365	0	779	1016	1513	1012	335	63								0	0		
12937																														0	0	160	8239	18259		353		0	0			10479	6338	1616	0	0	87436	48	0			0	36824	5216	430	17509	49	1020	17258	16228	1633	636	23794	5911	9764	9191	2000	0								0	0		
12946																														0	5497	4405	272	48833	60	528	468	2227	4	24538	0	24538	262	21358	0	0	187395	1	0	0	0	0	72109	7284	2812	58280	3559	7393	19828	13158	26989	312	41088	25549	24046	16736	7093	50	0	0	0	0	0	0	0	0	83	0	
12955																														0	2948	0	276	17724		0		0	0			15494	293	12803	0	30	61877	0	3246			0	6592	2471	1648	12188	474	65	5616	185	80	172	13218	8467	32066	1064	51	0								0	0		
13037																														0	6053	112	84	29394		345		27	246			22195	279	5801	0	0	104054	107	0			0	38231	1300	28034	35497	9574	23370	4031	568	225	413	26995	18113	13456	4132	561	64								340	0		
13103																														0	9531	0	13875	124439	0	0	0	0	18	31773	0	31773	7400	6638	0	138	388459	0	0	0	0	0	185563	8984	37993	20307	6794	17640	11727	2804	28807	117257	39323	15859	50191	69390	24471	2194	0	0	0	0	0	0	0	0	118	0	
13251																														0	598	1043	0	2976		0		1970	0			2717	0	2780	0	122	16839	0	0			0	4344	289	0	8248	261	1185	2650	174	74	0	2120	5190	3965	1035	157	0								0	0		
13309																														0	4598	506	34095	400423	193	1409	1216	2146	1893	555204	0	555204	33361	345537	0	3402	1655122	0	0	0	0	7139	233207	26466	85130	392550	13542	30548	19191	11405	84885	71471	575494	68032	322886	241453	112854	50232	0	0	0	0	0	0	0	14239	529	0	
13457																														0	0	4446	0	690		11		5380	0			1315	5	797	0	0	13496	0	313			0	506	33	47	4862	67	52	339	39	9	0	10878	1375	279	279	179	0								0	0		
14052																														0	3323	1663	0	6338		0		856	59			6827	107	5397	0	218	44618	0	0			0	18407	1482	0	33673	5704	11046	1415	89	26	0	8338	8585	4822	3873	372	0								0	0		
14155																														0	2579	4174	0	975		76		9062	0			11695	0	8012	0	257	52720	0	15			0	15362	513	199	17920	1237	2421	7528	3405	611	88	9388	8040	7489	8290	3563	419								0	0		
14258																														0	74364	4116	2198	74183	1	684	683	0	0	79914	21	79935	6346	9024	0	3555	363281	1583	0	0	0	1228	100654	7132	76773	174319	27009	16348	35722	13250	1820	6505	179424	39284	32172	8916	3648	610	0	0	0	0	0	0	0	0	2673	0	
14409	3816444	120704	12320	0	4915359	16868	1010000	0	5911	10502512	0	575673	0	0	2433895	4666031	665443	1520880	1391692	926748	185495	0	0	0	0	0	0	29233	0	0	146619	557	167547	1545657	47020	120704	73684	12320		4915359	10278	4925637	552189	1010000	0	5911	10495922	0	575673				1088797	315078	508805		85185	141695	154336	119884	237542	344718							0			0	0			0	29233		
14454																														0	2113	1319	1002	12069		16		3341	0			2976	0	581	0	0	28559	0	4100			0	1042	0	187	7628	88	324	575	11	44	0	6014	6550	10618	3139	434	80								0	0		
14650																														0	387	463	0	3822		97		1586	0			488	0	7984	0	100	19291	46	19			0	4124	267	617	5216	668	45	1098	2206	103	0	2681	2759	4856	4683	234	0								0	0		
14753																														0	272	2504	0	373		12		7809	182			1359	80	882	0	0	14540	0	0			92	1246	0	363	7078	157	420	504	92	73	0	1557	10235	1208	255	11	0								0	3		
14865																														0	7566	4841	117	6874		1109		16370	0			8182	96	2343	0	2369	54764	91	0			0	2907	862	156	25450	245	294	36	234	706	1392	25544	8649	2738	10726	2210	2081								392	827		
14931																														0	408	349	1117	2233		161		0	0			3949	799	2593	0	0	11877	35	0			0	182	121	144	4558	0	0	59	63	37	23	5294	1342	2196	981	1802	0								0	0		
14940																														0	0	0	890	18863		18		0	0			4377	10903	1684	0	0	71093	0	0			189	26375	7377	15914	5135	607	1952	8018	5411	9606	781	15714	1102	9770	11441	6624	67								0	606		
15536																														2410	64110	1372	41124	401418	0	496	496	0	0	321867	1322	323189	4512	11527	0	7030	879062	0	0	0	0	0	16944	4426	0	360056	339	220	2496	2788	5789	5148	245103	114394	255155	120620	102171	11069	2002	0	2002	408	0	0	0	0	504	0	
