RCONJJ04,RCONJJ05,RCONJJ06,RCONJJ07,RCONJJ08,RCONJJ09,RCONJJ11,RCONJJ12,RCONJJ13,RCONJJ14,RCONJJ15,RCONJJ16,RCONJJ17,RCONJJ18,RCONJJ19,RCONJJ20,RCONJJ21,RCONJJ23,RCONJJ24,RCONJJ25,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,673178,2001-03-31
,,,,,,,,,,,,,,,,,,,,673244,2001-03-31
,,,,,,,,,,,,,,,,,,,,673431,2001-03-31
,,,,,,,,,,,,,,,,,,,,673440,2001-03-31
,,,,,,,,,,,,,,,,,,,,673851,2001-03-31
,,,,,,,,,,,,,,,,,,,,673909,2001-03-31
,,,,,,,,,,,,,,,,,,,,673963,2001-03-31
,,,,,,,,,,,,,,,,,,,,674344,2001-03-31
,,,,,,,,,,,,,,,,,,,,674513,2001-03-31
,,,,,,,,,,,,,,,,,,,,674737,2001-03-31
,,,,,,,,,,,,,,,,,,,,674849,2001-03-31
,,,,,,,,,,,,,,,,,,,,675042,2001-03-31
,,,,,,,,,,,,,,,,,,,,675051,2001-03-31
,,,,,,,,,,,,,,,,,,,,675079,2001-03-31
,,,,,,,,,,,,,,,,,,,,675239,2001-03-31
,,,,,,,,,,,,,,,,,,,,675248,2001-03-31
,,,,,,,,,,,,,,,,,,,,675332,2001-03-31
,,,,,,,,,,,,,,,,,,,,675341,2001-03-31
,,,,,,,,,,,,,,,,,,,,675547,2001-03-31
,,,,,,,,,,,,,,,,,,,,675659,2001-03-31
,,,,,,,,,,,,,,,,,,,,675855,2001-03-31
,,,,,,,,,,,,,,,,,,,,675949,2001-03-31
,,,,,,,,,,,,,,,,,,,,675958,2001-03-31
,,,,,,,,,,,,,,,,,,,,676021,2001-03-31
,,,,,,,,,,,,,,,,,,,,676049,2001-03-31
,,,,,,,,,,,,,,,,,,,,676151,2001-03-31
,,,,,,,,,,,,,,,,,,,,676160,2001-03-31
,,,,,,,,,,,,,,,,,,,,676245,2001-03-31
,,,,,,,,,,,,,,,,,,,,676432,2001-03-31
,,,,,,,,,,,,,,,,,,,,676656,2001-03-31
,,,,,,,,,,,,,,,,,,,,676777,2001-03-31
,,,,,,,,,,,,,,,,,,,,676852,2001-03-31
,,,,,,,,,,,,,,,,,,,,676955,2001-03-31
,,,,,,,,,,,,,,,,,,,,676964,2001-03-31
,,,,,,,,,,,,,,,,,,,,677354,2001-03-31
,,,,,,,,,,,,,,,,,,,,677448,2001-03-31
,,,,,,,,,,,,,,,,,,,,677644,2001-03-31
,,,,,,,,,,,,,,,,,,,,677756,2001-03-31
,,,,,,,,,,,,,,,,,,,,678043,2001-03-31
,,,,,,,,,,,,,,,,,,,,678052,2001-03-31
,,,,,,,,,,,,,,,,,,,,678070,2001-03-31
,,,,,,,,,,,,,,,,,,,,678137,2001-03-31
,,,,,,,,,,,,,,,,,,,,678230,2001-03-31
,,,,,,,,,,,,,,,,,,,,678258,2001-03-31
,,,,,,,,,,,,,,,,,,,,678454,2001-03-31
,,,,,,,,,,,,,,,,,,,,678472,2001-03-31
,,,,,,,,,,,,,,,,,,,,678557,2001-03-31
,,,,,,,,,,,,,,,,,,,,678717,2001-03-31
,,,,,,,,,,,,,,,,,,,,678744,2001-03-31
,,,,,,,,,,,,,,,,,,,,678865,2001-03-31
,,,,,,,,,,,,,,,,,,,,678931,2001-03-31
,,,,,,,,,,,,,,,,,,,,679125,2001-03-31
,,,,,,,,,,,,,,,,,,,,679246,2001-03-31
,,,,,,,,,,,,,,,,,,,,679451,2001-03-31
,,,,,,,,,,,,,,,,,,,,679545,2001-03-31
,,,,,,,,,,,,,,,,,,,,679648,2001-03-31
,,,,,,,,,,,,,,,,,,,,679826,2001-03-31
,,,,,,,,,,,,,,,,,,,,680055,2001-03-31
,,,,,,,,,,,,,,,,,,,,680130,2001-03-31
,,,,,,,,,,,,,,,,,,,,680149,2001-03-31
,,,,,,,,,,,,,,,,,,,,680354,2001-03-31
,,,,,,,,,,,,,,,,,,,,680457,2001-03-31
,,,,,,,,,,,,,,,,,,,,680466,2001-03-31
,,,,,,,,,,,,,,,,,,,,680617,2001-03-31
,,,,,,,,,,,,,,,,,,,,680747,2001-03-31
,,,,,,,,,,,,,,,,,,,,680813,2001-03-31
,,,,,,,,,,,,,,,,,,,,680952,2001-03-31
,,,,,,,,,,,,,,,,,,,,681043,2001-03-31
,,,,,,,,,,,,,,,,,,,,681249,2001-03-31
,,,,,,,,,,,,,,,,,,,,681744,2001-03-31
,,,,,,,,,,,,,,,,,,,,682143,2001-03-31
,,,,,,,,,,,,,,,,,,,,682451,2001-03-31
,,,,,,,,,,,,,,,,,,,,682545,2001-03-31
,,,,,,,,,,,,,,,,,,,,682563,2001-03-31
,,,,,,,,,,,,,,,,,,,,682611,2001-03-31
,,,,,,,,,,,,,,,,,,,,682648,2001-03-31
,,,,,,,,,,,,,,,,,,,,682732,2001-03-31
,,,,,,,,,,,,,,,,,,,,683001,2001-03-31
,,,,,,,,,,,,,,,,,,,,683252,2001-03-31
,,,,,,,,,,,,,,,,,,,,683449,2001-03-31
,,,,,,,,,,,,,,,,,,,,683814,2001-03-31
,,,,,,,,,,,,,,,,,,,,684325,2001-03-31
,,,,,,,,,,,,,,,,,,,,684455,2001-03-31
,,,,,,,,,,,,,,,,,,,,685023,2001-03-31
,,,,,,,,,,,,,,,,,,,,685050,2001-03-31
,,,,,,,,,,,,,,,,,,,,685368,2001-03-31
,,,,,,,,,,,,,,,,,,,,685407,2001-03-31
,,,,,,,,,,,,,,,,,,,,685555,2001-03-31
,,,,,,,,,,,,,,,,,,,,685649,2001-03-31
,,,,,,,,,,,,,,,,,,,,685658,2001-03-31
,,,,,,,,,,,,,,,,,,,,685733,2001-03-31
,,,,,,,,,,,,,,,,,,,,686440,2001-03-31
,,,,,,,,,,,,,,,,,,,,686459,2001-03-31
,,,,,,,,,,,,,,,,,,,,686655,2001-03-31
,,,,,,,,,,,,,,,,,,,,686758,2001-03-31
,,,,,,,,,,,,,,,,,,,,686963,2001-03-31
,,,,,,,,,,,,,,,,,,,,687009,2001-03-31
,,,,,,,,,,,,,,,,,,,,687054,2001-03-31
,,,,,,,,,,,,,,,,,,,,687250,2001-03-31
,,,,,,,,,,,,,,,,,,,,687269,2001-03-31
,,,,,,,,,,,,,,,,,,,,687371,2001-03-31
,,,,,,,,,,,,,,,,,,,,687474,2001-03-31
,,,,,,,,,,,,,,,,,,,,687830,2001-03-31
,,,,,,,,,,,,,,,,,,,,687858,2001-03-31
,,,,,,,,,,,,,,,,,,,,687951,2001-03-31
,,,,,,,,,,,,,,,,,,,,688079,2001-03-31
,,,,,,,,,,,,,,,,,,,,688257,2001-03-31
,,,,,,,,,,,,,,,,,,,,688275,2001-03-31
,,,,,,,,,,,,,,,,,,,,688453,2001-03-31
,,,,,,,,,,,,,,,,,,,,688556,2001-03-31
,,,,,,,,,,,,,,,,,,,,689209,2001-03-31
,,,,,,,,,,,,,,,,,,,,689302,2001-03-31
,,,,,,,,,,,,,,,,,,,,689357,2001-03-31
,,,,,,,,,,,,,,,,,,,,689665,2001-03-31
,,,,,,,,,,,,,,,,,,,,689740,2001-03-31
,,,,,,,,,,,,,,,,,,,,689759,2001-03-31
,,,,,,,,,,,,,,,,,,,,689937,2001-03-31
,,,,,,,,,,,,,,,,,,,,690045,2001-03-31
,,,,,,,,,,,,,,,,,,,,690773,2001-03-31
,,,,,,,,,,,,,,,,,,,,690858,2001-03-31
,,,,,,,,,,,,,,,,,,,,691042,2001-03-31
,,,,,,,,,,,,,,,,,,,,691079,2001-03-31
,,,,,,,,,,,,,,,,,,,,691145,2001-03-31
,,,,,,,,,,,,,,,,,,,,691350,2001-03-31
,,,,,,,,,,,,,,,,,,,,691556,2001-03-31
,,,,,,,,,,,,,,,,,,,,691743,2001-03-31
,,,,,,,,,,,,,,,,,,,,691958,2001-03-31
,,,,,,,,,,,,,,,,,,,,692450,2001-03-31
,,,,,,,,,,,,,,,,,,,,692478,2001-03-31
,,,,,,,,,,,,,,,,,,,,692704,2001-03-31
,,,,,,,,,,,,,,,,,,,,692946,2001-03-31
,,,,,,,,,,,,,,,,,,,,693224,2001-03-31
,,,,,,,,,,,,,,,,,,,,693345,2001-03-31
,,,,,,,,,,,,,,,,,,,,693662,2001-03-31
,,,,,,,,,,,,,,,,,,,,693952,2001-03-31
,,,,,,,,,,,,,,,,,,,,694146,2001-03-31
,,,,,,,,,,,,,,,,,,,,694258,2001-03-31
,,,,,,,,,,,,,,,,,,,,694463,2001-03-31
,,,,,,,,,,,,,,,,,,,,694678,2001-03-31
,,,,,,,,,,,,,,,,,,,,694771,2001-03-31
,,,,,,,,,,,,,,,,,,,,694847,2001-03-31
,,,,,,,,,,,,,,,,,,,,694904,2001-03-31
,,,,,,,,,,,,,,,,,,,,695134,2001-03-31
,,,,,,,,,,,,,,,,,,,,695228,2001-03-31
,,,,,,,,,,,,,,,,,,,,695349,2001-03-31
,,,,,,,,,,,,,,,,,,,,695545,2001-03-31
,,,,,,,,,,,,,,,,,,,,695648,2001-03-31
,,,,,,,,,,,,,,,,,,,,695705,2001-03-31
,,,,,,,,,,,,,,,,,,,,695732,2001-03-31
,,,,,,,,,,,,,,,,,,,,695750,2001-03-31
,,,,,,,,,,,,,,,,,,,,695947,2001-03-31
,,,,,,,,,,,,,,,,,,,,696047,2001-03-31
,,,,,,,,,,,,,,,,,,,,696056,2001-03-31
,,,,,,,,,,,,,,,,,,,,696168,2001-03-31
,,,,,,,,,,,,,,,,,,,,696430,2001-03-31
,,,,,,,,,,,,,,,,,,,,696551,2001-03-31
,,,,,,,,,,,,,,,,,,,,696645,2001-03-31
,,,,,,,,,,,,,,,,,,,,697035,2001-03-31
,,,,,,,,,,,,,,,,,,,,697110,2001-03-31
,,,,,,,,,,,,,,,,,,,,697147,2001-03-31
,,,,,,,,,,,,,,,,,,,,697156,2001-03-31
,,,,,,,,,,,,,,,,,,,,697231,2001-03-31
,,,,,,,,,,,,,,,,,,,,697455,2001-03-31
,,,,,,,,,,,,,,,,,,,,697633,2001-03-31
,,,,,,,,,,,,,,,,,,,,697754,2001-03-31
,,,,,,,,,,,,,,,,,,,,697763,2001-03-31
,,,,,,,,,,,,,,,,,,,,697848,2001-03-31
,,,,,,,,,,,,,,,,,,,,697857,2001-03-31
,,,,,,,,,,,,,,,,,,,,697950,2001-03-31
,,,,,,,,,,,,,,,,,,,,697978,2001-03-31
,,,,,,,,,,,,,,,,,,,,698144,2001-03-31
,,,,,,,,,,,,,,,,,,,,698229,2001-03-31
,,,,,,,,,,,,,,,,,,,,698322,2001-03-31
,,,,,,,,,,,,,,,,,,,,698546,2001-03-31
,,,,,,,,,,,,,,,,,,,,698649,2001-03-31
,,,,,,,,,,,,,,,,,,,,698715,2001-03-31
,,,,,,,,,,,,,,,,,,,,698957,2001-03-31
,,,,,,,,,,,,,,,,,,,,699105,2001-03-31
,,,,,,,,,,,,,,,,,,,,699132,2001-03-31
,,,,,,,,,,,,,,,,,,,,699253,2001-03-31
,,,,,,,,,,,,,,,,,,,,699534,2001-03-31
,,,,,,,,,,,,,,,,,,,,699552,2001-03-31
,,,,,,,,,,,,,,,,,,,,700140,2001-03-31
,,,,,,,,,,,,,,,,,,,,700252,2001-03-31
,,,,,,,,,,,,,,,,,,,,700337,2001-03-31
,,,,,,,,,,,,,,,,,,,,700430,2001-03-31
,,,,,,,,,,,,,,,,,,,,700458,2001-03-31
,,,,,,,,,,,,,,,,,,,,700739,2001-03-31
,,,,,,,,,,,,,,,,,,,,701062,2001-03-31
,,,,,,,,,,,,,,,,,,,,701213,2001-03-31
,,,,,,,,,,,,,,,,,,,,701222,2001-03-31
,,,,,,,,,,,,,,,,,,,,701240,2001-03-31
,,,,,,,,,,,,,,,,,,,,701259,2001-03-31
,,,,,,,,,,,,,,,,,,,,701651,2001-03-31
,,,,,,,,,,,,,,,,,,,,701736,2001-03-31
,,,,,,,,,,,,,,,,,,,,701745,2001-03-31
,,,,,,,,,,,,,,,,,,,,701839,2001-03-31
,,,,,,,,,,,,,,,,,,,,701857,2001-03-31
,,,,,,,,,,,,,,,,,,,,701950,2001-03-31
,,,,,,,,,,,,,,,,,,,,702050,2001-03-31
,,,,,,,,,,,,,,,,,,,,702117,2001-03-31
,,,,,,,,,,,,,,,,,,,,702229,2001-03-31
,,,,,,,,,,,,,,,,,,,,702359,2001-03-31
,,,,,,,,,,,,,,,,,,,,702612,2001-03-31
,,,,,,,,,,,,,,,,,,,,702658,2001-03-31
,,,,,,,,,,,,,,,,,,,,702751,2001-03-31
,,,,,,,,,,,,,,,,,,,,702836,2001-03-31
,,,,,,,,,,,,,,,,,,,,702854,2001-03-31
,,,,,,,,,,,,,,,,,,,,702911,2001-03-31
,,,,,,,,,,,,,,,,,,,,702966,2001-03-31
,,,,,,,,,,,,,,,,,,,,703039,2001-03-31
,,,,,,,,,,,,,,,,,,,,703141,2001-03-31
,,,,,,,,,,,,,,,,,,,,703310,2001-03-31
,,,,,,,,,,,,,,,,,,,,703347,2001-03-31
,,,,,,,,,,,,,,,,,,,,703440,2001-03-31
,,,,,,,,,,,,,,,,,,,,703552,2001-03-31
,,,,,,,,,,,,,,,,,,,,703767,2001-03-31
,,,,,,,,,,,,,,,,,,,,704326,2001-03-31
,,,,,,,,,,,,,,,,,,,,704447,2001-03-31
,,,,,,,,,,,,,,,,,,,,704559,2001-03-31
,,,,,,,,,,,,,,,,,,,,704737,2001-03-31
,,,,,,,,,,,,,,,,,,,,704755,2001-03-31
,,,,,,,,,,,,,,,,,,,,704906,2001-03-31
,,,,,,,,,,,,,,,,,,,,704942,2001-03-31
,,,,,,,,,,,,,,,,,,,,705444,2001-03-31
,,,,,,,,,,,,,,,,,,,,705453,2001-03-31
,,,,,,,,,,,,,,,,,,,,705556,2001-03-31
,,,,,,,,,,,,,,,,,,,,705565,2001-03-31
,,,,,,,,,,,,,,,,,,,,705958,2001-03-31
,,,,,,,,,,,,,,,,,,,,706030,2001-03-31
,,,,,,,,,,,,,,,,,,,,706058,2001-03-31
,,,,,,,,,,,,,,,,,,,,706067,2001-03-31
,,,,,,,,,,,,,,,,,,,,706151,2001-03-31
,,,,,,,,,,,,,,,,,,,,706236,2001-03-31
,,,,,,,,,,,,,,,,,,,,706254,2001-03-31
,,,,,,,,,,,,,,,,,,,,706366,2001-03-31
,,,,,,,,,,,,,,,,,,,,706450,2001-03-31
,,,,,,,,,,,,,,,,,,,,706656,2001-03-31
,,,,,,,,,,,,,,,,,,,,707055,2001-03-31
,,,,,,,,,,,,,,,,,,,,707354,2001-03-31
,,,,,,,,,,,,,,,,,,,,707840,2001-03-31
,,,,,,,,,,,,,,,,,,,,708052,2001-03-31
,,,,,,,,,,,,,,,,,,,,708137,2001-03-31
,,,,,,,,,,,,,,,,,,,,708164,2001-03-31
,,,,,,,,,,,,,,,,,,,,708333,2001-03-31
,,,,,,,,,,,,,,,,,,,,708379,2001-03-31
,,,,,,,,,,,,,,,,,,,,708454,2001-03-31
,,,,,,,,,,,,,,,,,,,,708753,2001-03-31
,,,,,,,,,,,,,,,,,,,,709031,2001-03-31
,,,,,,,,,,,,,,,,,,,,709125,2001-03-31
,,,,,,,,,,,,,,,,,,,,709143,2001-03-31
,,,,,,,,,,,,,,,,,,,,709358,2001-03-31
,,,,,,,,,,,,,,,,,,,,709451,2001-03-31
,,,,,,,,,,,,,,,,,,,,709554,2001-03-31
,,,,,,,,,,,,,,,,,,,,709602,2001-03-31
,,,,,,,,,,,,,,,,,,,,709639,2001-03-31
,,,,,,,,,,,,,,,,,,,,709648,2001-03-31
,,,,,,,,,,,,,,,,,,,,709675,2001-03-31
,,,,,,,,,,,,,,,,,,,,709956,2001-03-31
,,,,,,,,,,,,,,,,,,,,710176,2001-03-31
,,,,,,,,,,,,,,,,,,,,710251,2001-03-31
,,,,,,,,,,,,,,,,,,,,710859,2001-03-31
,,,,,,,,,,,,,,,,,,,,711472,2001-03-31
,,,,,,,,,,,,,,,,,,,,711520,2001-03-31
,,,,,,,,,,,,,,,,,,,,711548,2001-03-31
,,,,,,,,,,,,,,,,,,,,711753,2001-03-31
,,,,,,,,,,,,,,,,,,,,711801,2001-03-31
,,,,,,,,,,,,,,,,,,,,711865,2001-03-31
,,,,,,,,,,,,,,,,,,,,711959,2001-03-31
,,,,,,,,,,,,,,,,,,,,712004,2001-03-31
,,,,,,,,,,,,,,,,,,,,712031,2001-03-31
,,,,,,,,,,,,,,,,,,,,712059,2001-03-31
,,,,,,,,,,,,,,,,,,,,712648,2001-03-31
,,,,,,,,,,,,,,,,,,,,712750,2001-03-31
,,,,,,,,,,,,,,,,,,,,712956,2001-03-31
,,,,,,,,,,,,,,,,,,,,713038,2001-03-31
,,,,,,,,,,,,,,,,,,,,713047,2001-03-31
,,,,,,,,,,,,,,,,,,,,713140,2001-03-31
,,,,,,,,,,,,,,,,,,,,713252,2001-03-31
,,,,,,,,,,,,,,,,,,,,713476,2001-03-31
,,,,,,,,,,,,,,,,,,,,713926,2001-03-31
,,,,,,,,,,,,,,,,,,,,714165,2001-03-31
,,,,,,,,,,,,,,,,,,,,714361,2001-03-31
,,,,,,,,,,,,,,,,,,,,714437,2001-03-31
,,,,,,,,,,,,,,,,,,,,714558,2001-03-31
,,,,,,,,,,,,,,,,,,,,714718,2001-03-31
,,,,,,,,,,,,,,,,,,,,714811,2001-03-31
,,,,,,,,,,,,,,,,,,,,714839,2001-03-31
,,,,,,,,,,,,,,,,,,,,714978,2001-03-31
,,,,,,,,,,,,,,,,,,,,715032,2001-03-31
,,,,,,,,,,,,,,,,,,,,715050,2001-03-31
,,,,,,,,,,,,,,,,,,,,715144,2001-03-31
,,,,,,,,,,,,,,,,,,,,715340,2001-03-31
,,,,,,,,,,,,,,,,,,,,715630,2001-03-31
,,,,,,,,,,,,,,,,,,,,715751,2001-03-31
,,,,,,,,,,,,,,,,,,,,715809,2001-03-31
,,,,,,,,,,,,,,,,,,,,716413,2001-03-31
,,,,,,,,,,,,,,,,,,,,716440,2001-03-31
,,,,,,,,,,,,,,,,,,,,716459,2001-03-31
,,,,,,,,,,,,,,,,,,,,716552,2001-03-31
,,,,,,,,,,,,,,,,,,,,716655,2001-03-31
,,,,,,,,,,,,,,,,,,,,716833,2001-03-31
,,,,,,,,,,,,,,,,,,,,716851,2001-03-31
,,,,,,,,,,,,,,,,,,,,716954,2001-03-31
,,,,,,,,,,,,,,,,,,,,717232,2001-03-31
,,,,,,,,,,,,,,,,,,,,717241,2001-03-31
,,,,,,,,,,,,,,,,,,,,717513,2001-03-31
,,,,,,,,,,,,,,,,,,,,717737,2001-03-31
,,,,,,,,,,,,,,,,,,,,717746,2001-03-31
,,,,,,,,,,,,,,,,,,,,717867,2001-03-31
,,,,,,,,,,,,,,,,,,,,717924,2001-03-31
,,,,,,,,,,,,,,,,,,,,718051,2001-03-31
,,,,,,,,,,,,,,,,,,,,718079,2001-03-31
,,,,,,,,,,,,,,,,,,,,718145,2001-03-31
,,,,,,,,,,,,,,,,,,,,718275,2001-03-31
,,,,,,,,,,,,,,,,,,,,718538,2001-03-31
,,,,,,,,,,,,,,,,,,,,718547,2001-03-31
,,,,,,,,,,,,,,,,,,,,718556,2001-03-31
,,,,,,,,,,,,,,,,,,,,718930,2001-03-31
,,,,,,,,,,,,,,,,,,,,719030,2001-03-31
,,,,,,,,,,,,,,,,,,,,719058,2001-03-31
,,,,,,,,,,,,,,,,,,,,719441,2001-03-31
,,,,,,,,,,,,,,,,,,,,719610,2001-03-31
,,,,,,,,,,,,,,,,,,,,719656,2001-03-31
,,,,,,,,,,,,,,,,,,,,719955,2001-03-31
,,,,,,,,,,,,,,,,,,,,719964,2001-03-31
,,,,,,,,,,,,,,,,,,,,720045,2001-03-31
,,,,,,,,,,,,,,,,,,,,720157,2001-03-31
,,,,,,,,,,,,,,,,,,,,720166,2001-03-31
,,,,,,,,,,,,,,,,,,,,720344,2001-03-31
,,,,,,,,,,,,,,,,,,,,720465,2001-03-31
,,,,,,,,,,,,,,,,,,,,720746,2001-03-31
,,,,,,,,,,,,,,,,,,,,720858,2001-03-31
,,,,,,,,,,,,,,,,,,,,720951,2001-03-31
,,,,,,,,,,,,,,,,,,,,721350,2001-03-31
,,,,,,,,,,,,,,,,,,,,721659,2001-03-31
,,,,,,,,,,,,,,,,,,,,721752,2001-03-31
,,,,,,,,,,,,,,,,,,,,721800,2001-03-31
,,,,,,,,,,,,,,,,,,,,721949,2001-03-31
,,,,,,,,,,,,,,,,,,,,722227,2001-03-31
,,,,,,,,,,,,,,,,,,,,722432,2001-03-31
,,,,,,,,,,,,,,,,,,,,722450,2001-03-31
,,,,,,,,,,,,,,,,,,,,722544,2001-03-31
,,,,,,,,,,,,,,,,,,,,722816,2001-03-31
,,,,,,,,,,,,,,,,,,,,723037,2001-03-31
,,,,,,,,,,,,,,,,,,,,723112,2001-03-31
,,,,,,,,,,,,,,,,,,,,723158,2001-03-31
,,,,,,,,,,,,,,,,,,,,723309,2001-03-31
,,,,,,,,,,,,,,,,,,,,723354,2001-03-31
,,,,,,,,,,,,,,,,,,,,723550,2001-03-31
,,,,,,,,,,,,,,,,,,,,723653,2001-03-31
,,,,,,,,,,,,,,,,,,,,723710,2001-03-31
,,,,,,,,,,,,,,,,,,,,723747,2001-03-31
,,,,,,,,,,,,,,,,,,,,723756,2001-03-31
,,,,,,,,,,,,,,,,,,,,723822,2001-03-31
,,,,,,,,,,,,,,,,,,,,723868,2001-03-31
,,,,,,,,,,,,,,,,,,,,723943,2001-03-31
,,,,,,,,,,,,,,,,,,,,724052,2001-03-31
,,,,,,,,,,,,,,,,,,,,724230,2001-03-31
,,,,,,,,,,,,,,,,,,,,724351,2001-03-31
,,,,,,,,,,,,,,,,,,,,724548,2001-03-31
,,,,,,,,,,,,,,,,,,,,724557,2001-03-31
,,,,,,,,,,,,,,,,,,,,724744,2001-03-31
,,,,,,,,,,,,,,,,,,,,724753,2001-03-31
,,,,,,,,,,,,,,,,,,,,724847,2001-03-31
,,,,,,,,,,,,,,,,,,,,724940,2001-03-31
,,,,,,,,,,,,,,,,,,,,725077,2001-03-31
,,,,,,,,,,,,,,,,,,,,725376,2001-03-31
,,,,,,,,,,,,,,,,,,,,725611,2001-03-31
,,,,,,,,,,,,,,,,,,,,725732,2001-03-31
,,,,,,,,,,,,,,,,,,,,725741,2001-03-31
,,,,,,,,,,,,,,,,,,,,725826,2001-03-31
,,,,,,,,,,,,,,,,,,,,725844,2001-03-31
,,,,,,,,,,,,,,,,,,,,725853,2001-03-31
,,,,,,,,,,,,,,,,,,,,726234,2001-03-31
,,,,,,,,,,,,,,,,,,,,726346,2001-03-31
,,,,,,,,,,,,,,,,,,,,726355,2001-03-31
,,,,,,,,,,,,,,,,,,,,726458,2001-03-31
,,,,,,,,,,,,,,,,,,,,726467,2001-03-31
,,,,,,,,,,,,,,,,,,,,726757,2001-03-31
,,,,,,,,,,,,,,,,,,,,726953,2001-03-31
,,,,,,,,,,,,,,,,,,,,727156,2001-03-31
,,,,,,,,,,,,,,,,,,,,727343,2001-03-31
,,,,,,,,,,,,,,,,,,,,727455,2001-03-31
,,,,,,,,,,,,,,,,,,,,727530,2001-03-31
,,,,,,,,,,,,,,,,,,,,727950,2001-03-31
,,,,,,,,,,,,,,,,,,,,728340,2001-03-31
,,,,,,,,,,,,,,,,,,,,728443,2001-03-31
,,,,,,,,,,,,,,,,,,,,728452,2001-03-31
,,,,,,,,,,,,,,,,,,,,728733,2001-03-31
,,,,,,,,,,,,,,,,,,,,728742,2001-03-31
,,,,,,,,,,,,,,,,,,,,728779,2001-03-31
,,,,,,,,,,,,,,,,,,,,728854,2001-03-31
,,,,,,,,,,,,,,,,,,,,728948,2001-03-31
,,,,,,,,,,,,,,,,,,,,728957,2001-03-31
,,,,,,,,,,,,,,,,,,,,729011,2001-03-31
,,,,,,,,,,,,,,,,,,,,729057,2001-03-31
,,,,,,,,,,,,,,,,,,,,729132,2001-03-31
,,,,,,,,,,,,,,,,,,,,729310,2001-03-31
,,,,,,,,,,,,,,,,,,,,729440,2001-03-31
,,,,,,,,,,,,,,,,,,,,729459,2001-03-31
,,,,,,,,,,,,,,,,,,,,729637,2001-03-31
,,,,,,,,,,,,,,,,,,,,729842,2001-03-31
,,,,,,,,,,,,,,,,,,,,729945,2001-03-31
,,,,,,,,,,,,,,,,,,,,730213,2001-03-31
,,,,,,,,,,,,,,,,,,,,730268,2001-03-31
,,,,,,,,,,,,,,,,,,,,730446,2001-03-31
,,,,,,,,,,,,,,,,,,,,730745,2001-03-31
,,,,,,,,,,,,,,,,,,,,730754,2001-03-31
,,,,,,,,,,,,,,,,,,,,730857,2001-03-31
,,,,,,,,,,,,,,,,,,,,731050,2001-03-31
,,,,,,,,,,,,,,,,,,,,731247,2001-03-31
,,,,,,,,,,,,,,,,,,,,731313,2001-03-31
,,,,,,,,,,,,,,,,,,,,731443,2001-03-31
,,,,,,,,,,,,,,,,,,,,731957,2001-03-31
,,,,,,,,,,,,,,,,,,,,732253,2001-03-31
,,,,,,,,,,,,,,,,,,,,732365,2001-03-31
,,,,,,,,,,,,,,,,,,,,732459,2001-03-31
,,,,,,,,,,,,,,,,,,,,732570,2001-03-31
,,,,,,,,,,,,,,,,,,,,732637,2001-03-31
,,,,,,,,,,,,,,,,,,,,732730,2001-03-31
,,,,,,,,,,,,,,,,,,,,732758,2001-03-31
,,,,,,,,,,,,,,,,,,,,732918,2001-03-31
,,,,,,,,,,,,,,,,,,,,732945,2001-03-31
,,,,,,,,,,,,,,,,,,,,732954,2001-03-31
,,,,,,,,,,,,,,,,,,,,733045,2001-03-31
,,,,,,,,,,,,,,,,,,,,733054,2001-03-31
,,,,,,,,,,,,,,,,,,,,733447,2001-03-31
,,,,,,,,,,,,,,,,,,,,733531,2001-03-31
,,,,,,,,,,,,,,,,,,,,733540,2001-03-31
,,,,,,,,,,,,,,,,,,,,733559,2001-03-31
,,,,,,,,,,,,,,,,,,,,733661,2001-03-31
,,,,,,,,,,,,,,,,,,,,733755,2001-03-31
,,,,,,,,,,,,,,,,,,,,733951,2001-03-31
,,,,,,,,,,,,,,,,,,,,734051,2001-03-31
,,,,,,,,,,,,,,,,,,,,734248,2001-03-31
,,,,,,,,,,,,,,,,,,,,734350,2001-03-31
,,,,,,,,,,,,,,,,,,,,734538,2001-03-31
,,,,,,,,,,,,,,,,,,,,734565,2001-03-31
,,,,,,,,,,,,,,,,,,,,734613,2001-03-31
,,,,,,,,,,,,,,,,,,,,734855,2001-03-31
,,,,,,,,,,,,,,,,,,,,734949,2001-03-31
,,,,,,,,,,,,,,,,,,,,735049,2001-03-31
,,,,,,,,,,,,,,,,,,,,735058,2001-03-31
,,,,,,,,,,,,,,,,,,,,735067,2001-03-31
,,,,,,,,,,,,,,,,,,,,735142,2001-03-31
,,,,,,,,,,,,,,,,,,,,735357,2001-03-31
,,,,,,,,,,,,,,,,,,,,735414,2001-03-31
,,,,,,,,,,,,,,,,,,,,735441,2001-03-31
,,,,,,,,,,,,,,,,,,,,735656,2001-03-31
,,,,,,,,,,,,,,,,,,,,735768,2001-03-31
,,,,,,,,,,,,,,,,,,,,735852,2001-03-31
,,,,,,,,,,,,,,,,,,,,736158,2001-03-31
,,,,,,,,,,,,,,,,,,,,736206,2001-03-31
,,,,,,,,,,,,,,,,,,,,736309,2001-03-31
,,,,,,,,,,,,,,,,,,,,736448,2001-03-31
,,,,,,,,,,,,,,,,,,,,736550,2001-03-31
,,,,,,,,,,,,,,,,,,,,736662,2001-03-31
,,,,,,,,,,,,,,,,,,,,736877,2001-03-31
,,,,,,,,,,,,,,,,,,,,737436,2001-03-31
