"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
2732																0	12679	545	575	2	220568	10446	211805	219	445627	0			20711	38	0	0	0	0	0	0	0	0	0		
2750																0	1940	113	0	0	32520	2280	11529	24	45989	0					0	0	0	0	0	0	0	0	0		
2938																0	19425	1133	1938	6	332930	25827	170056	195	524349	0	522978	0	24228	35	0	0	0	0	0	0	0	0	0		
3252																0	5411	262	0	0	56050	6515	66120	60	127581	0			40185	31	0	0	0	0	0	0	0	0	0		
3458																0	711	27	0	0	19191	1786	4461	6	24363	0			0	0	0	0	0	0	0	0	0	0	0		
3720																0	7691	310	880	3	110453	12587	40441	60	159465	0			8748	18	0	0	0	0	0	0	0	0	0		
3953																0	337	19	0	0	89482	6749	14091	23	103910	0			4295	8	0	0	0	0	0	0	0	0	0		
4138																0	10915	385	586	2	128599	14025	23989	45	164091	0			2985	8	0	0	0	0	0	0	0	0	0		
4156																0	6396	290	524	2	122261	9556	23395	34	152873	297					0	0	0	0	0	0	0	0	0		
4231																0	13004	343	6167	16	84585	6904	12764	19	116520	0			2952	3	0	0	0	0	0	0	0	0	0		
4437																0	11337	563	590	2	181979	14865	32489	61	226395	0	223279	0	4315	9	0	0	0	0	0	0	0	0	7405		
4839																0	10356	413	1607	2	108088	10360	131909	502	252013	53			9152	14	0	0	0	0	0	0	0	0	0		
5005																0	23962	1286	286	1	258623	19272	29907	65	312778	0			5420	11	0	0	0	0	0	0	0	0	0		
5069																0	596	23	551	2	220744	2247	149878	211	371769	0					0	0	0	0	0	0	0	0	0		
5135																0	12403	883	802	3	146385	11641	81522	84	241112	0			23006	27	0	0	0	0	0	0	0	0	0		
5210																0	59818	8356	1456	5	610323	25768	65940	138	737537	0					0	0	0	0	0	0	0	0	13267		
5331																0	8516	820	0	0	193549	11545	37993	76	242044	1986			8342	10	0	0	0	0	0	0	0	0	17725		
5461																0	4826	229	1466	2	204129	12373	184510	221	394931	0			0	0	0	0	0	0	0	0	0	0	3614		
5751																0	5230	235	0	0	48403	3458	40711	39	94344	0			3386	5	0	0	0	0	0	0	0	0	0		
6039																0	7590	606	288	1	53157	4907	10790	18	71825	0			830	3	0	0	0	0	0	0	0	0	0		
6141																0	1039	49	0	0	25518	2166	18355	25	44913	0					0	0	0	0	0	0	0	0	0		
6329																0	13186	609	2422	6	371683	28219	63567	128	450858	0					0	0	0	0	0	0	0	0	0		
6972																0	32169	1652	763	3	498653	43011	208662	333	740247	0			79288	113	0	0	0	0	0	0	0	0	51921		
7009																0	806	18	1705	3	124891	4203	417398	369	544800	0			63379	2	0	0	0	0	0	0	0	0	0		
7045																0	5036	385	1209	3	72438	15634	28287	29	106970	0					0	0	0	0	0	0	0	0	0		
7157																0	3264	112	0	0	29506	3072	7758	13	40528	0			763	2	0	0	0	0	0	0	0	0	0		
7456																0	2886	386	0	0	35612	3983	6356	15	44854	0			802	3	0	0	0	0	0	0	0	0	0		
7634																0	3697	173	763	3	59341	2907	4071	9	67872	0					0	0	0	0	0	0	0	0	0		
8033																0	2970	143	0	0	75291	4457	18711	24	96972	0					0	0	0	0	0	0	0	0	0		
8462																0	4195	164	0	0	51206	4899	48326	47	103727	0			6800	8	0	0	0	0	0	0	0	0	0		
8631																0	2849	121	411	1	39787	3995	5537	12	48584	0			422	1	0	0	0	0	0	0	0	0	0		
9357																0	947	74	0	0	79726	4070	130826	172	211499	0			30167	50	0	0	0	0	0	0	0	0	0		
9553																0	7955	257	0	0	51048	3929	10274	23	69277	0			2638	4	0	0	0	0	0	0	0	0	0		
9807															283536	0	83220	4595	4090	12	1448623	64298	506367	511	2042300	0	2107866	0	102792	127	0	45996	0	0	0	0	0	0	0		
9955																0	2344	213	0	0	57301	6492	20545	29	80191	0			1512	3	7725	0	0	0	0	0	0	0	0		
10157																0	1223	164	0	0	23880	2707	4896	4	29999	0			902	2	0	0	0	0	0	0	0	0	0		
10250																0	53450	2560	3530	12	287204	30131	69126	123	413310	0			7842	16	0	0	0	0	0	0	0	0	18843		
10849																0	10863	377	763	3	188935	5095	60151	92	260712	0			11051	22	0	0	0	0	0	0	0	0	0		
10858																0	8047	798	278	1	200910	21435	109097	147	318332	0			15944	34	0	0	0	0	0	0	0	0	12560		
11145																0	7047	388	1560	3	92818	13917	37693	56	139118	0			1552	5	0	0	0	0	0	0	0	0	0		
11640																0	12850	542	1702	5	129325	10230	121918	114	265795	0			15495	21	0	0	0	0	0	0	0	0	0		
11837																0	3919	249	0	0	54318	3828	36592	22	94829	0			299	1	0	0	0	0	0	0	0	0	0		
12030																0	23191	1125	1807	6	222129	17708	52815	89	299942	0			4578	10	0	0	0	0	0	0	0	0	0		
12142																0	7577	316	273	1	99419	10174	31371	63	138640	0			0	0	0	0	0	0	0	0	0	0	0		
12245																0	6923	348	0	0	76497	9561	15824	24	99244	0			3854	3	0	0	0	0	0	0	0	0	1526		
12311	43802787	3873836	45560020	5758530	88527	0	0	35000	83870	64872	145195	1260614	3873836	5758530	11539492	0	1544330	108909	22124	71	25971042	2561563	12391455	10340					4428511	3177									439380		
12647																0	4940	206	306	1	40004	4047	32902	27	78152	0			2527	5	0	0	0	0	0	0	0	0	0		
12656																0	575	37	0	0	11778	1354	910	2	13263	0			587	1	0	0	0	0	0	0	0	0	0		
12937																0	4117	173	2798	5	62512	4555	93135	85	162562	0			0	0	0	0	0	0	0	0	0	0	7343		
12946																0	29092	1028	2843	7	339572	26550	193377	200	564884	0			42139	51	0	0	0	0	0	0	0	0	1708		
12955																0	5738	282	0	0	65950	7693	45651	55	117340	0			0	0	0	0	0	0	0	0	0	0	0		
13037																0	9175	150	271	1	116213	12942	8782	23	134441	0			2169	5	0	0	0	0	0	0	0	0	0		
13103															208365	0	56337	3380	4786	14	557155	48049	262186	372	880464	0	854620	0	37541	64	0	0	0	0	0	0	0	0	0		
13251																0	2282	437	586	1	12234	1239	17850	19	32952	0					0	0	0	0	0	0	0	0	0		
13457																0	1010	61	0	0	11247	1536	1892	3	14149	0					0	0	0	0	0	0	0	0	0		
14052																0	2680	127	268	1	50492	6172	4316	10	57756	0			759	1	0	0	0	0	0	0	0	0	1956		
14155																0	4445	321	0	0	69512	8842	18461	24	92416	0			5641	10	0	0	0	0	0	0	0	0	6360		
14454																0	1062	99	0	0	12666	2242	3946	9	17674	0			524	2	0	0	0	0	0	0	0	0	0		
14650																0	1400	62	0	0	17778	2526	3841	3	23019	0					0	0	0	0	0	0	0	0	0		
14753																0	3844	40	0	0	26995	3351	3217	8	34056	0			614	2	0	0	0	0	0	0	0	0	0		
14865																0	8396	510	513	2	160957	16939	37374	72	207240	0			10121	19	0	0	0	0	0	0	0	0	17640		
14977																0	2905	119	0	0	27281	403	4165	7	34350	0	36357	0			0	0	0	0	0	0	0	0	0		
16337																0	31804	1083	1684	6	314827	26346	53950	50	402265	0			11948	22	0	0	0	0	0	0	0	0	0		
16458																0	9473	686	1552	4	150008	15043	75560	82	236593	0			22965	29	76	0	0	0	0	0	0	0	0		
16551																0	15525	835	1788	6	84658	15182	22679	31	124650	0			2974	5	0	0	0	0	0	0	0	0	0		
16748																0	4462	261	0	0	39141	4500	3532	6	47135	0			0	0	0	0	0	0	0	0	0	0	0		
16944																0	962	54	0	0	27219	3005	3057	6	31299	63			702	2	0	0	0	0	0	0	0	0	0		
16953																0	605	26	0	0	24099	2999	1448	3	26152	0			1448	3	0	0	0	0	0	0	0	0	0		
17110																0	2483	39	745	2	39440	478	48605	54	91273	0					0	0	0	0	0	0	0	0	0		
17147															539226	0	158986	9690	9311	30	1444347	245826	1843984	4114	3457638	1010	3471145	834	175176	251	0	0	0	0	0	0	0	0	0		
17259																0	22959	314	0	0	28776	3319	0	0	51735	0					0	0	0	0	0	0	0	0	0		
17464															166885	0	23823	1401	935	3	1039684	68619	670609	671	1735051	0	1723909	0	158753	235	219	0	0	0	0	0	0	0	19115		
17950																0	8424	371	256	1	140676	13985	83874	107	233230	0			4491	8	0	0	0	0	0	0	0	0	0		
18050																0	10470	655	525	1	207218	31382	61804	90	280018	1			16844	25	0	0	0	0	0	0	0	0	0		
18135																0	2867	241	450	1	132922	5487	47113	78	183352	0			9713	19	0	0	0	0	0	0	0	0	16097		
18377																0	4039	364	770	2	31693	2262	0	0	36502	0					0	0	0	0	0	0	0	0	0		
18827																0	12676	1601	789	3	182743	20803	122730	376	318938	0			7415	15	0	0	0	0	0	0	0	0	0		
18836																0	13886	647	1233	4	119146	14366	6615	20	140880	0			294	1	0	0	0	0	0	0	0	0	2170		
18854																0	2038	77	250	1	84463	3652	20730	35	107481	0			8777	12	0	0	0	0	0	0	0	0	14143		
18957																0	3799	209	0	0	22760	1982	4391	10	30950	0			0	0	0	0	0	0	0	0	0	0	0		
19356																0	3084	457	0	0	56652	4433	9634	16	69370	0					0	0	0	0	0	0	0	0	0		
19730															683840	0	64471	3749	1139	4	1392495	96143	559392	638	2017497	0	2015272	0	163198	185	0	0	0	0	0	0	0	0	21994		
19936																0	10804	381	1292	4	134160	12252	59430	88	205686	0			3823	11	0	0	0	0	0	0	0	0	0		
19972																0	0	0	0	0	51761	3197	1488	5	53250	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	9145	664	0	0	56845	6231	3601	8	69591	0			3151	7	0	0	0	0	0	0	0	0	0		
20370																0	5843	242	0	0	177889	9129	11890	30	195622	0					0	0	0	0	0	0	0	0	0		
20512																0	5810	439	417	1	67034	8768	11987	12	85247	0			0	0	0	0	0	0	0	0	0	0	0		
20633																0	18504	774	556	2	207933	13011	44667	60	279663	8003			4465	5	0	0	0	0	0	0	0	0	0		
20857																0	885	76	0	0	31618	3550	105721	35	138224	0			87857	14	0	0	0	0	0	0	0	0	0		
20866																0	0	0	0	0	192188	13361	37447	101	230828	1193			2933	7	0	0	0	0	0	0	0	0	0		
21256																0	2019	67	0	0	4611	522	899	1	7530	0					0	0	0	0	0	0	0	0	0		
21359																0	1538	84	388	1	16885	1871	2868	7	21679	0			583	2	20	66	78	183	0	0	0	0	0		
21630																0	2529	108	0	0	39214	4621	17104	26	58847	0			2617	4	0	0	0	0	0	0	0	0	0		
21658																0	11517	1120	642	2	102299	12048	11148	22	125615	9					0	0	0	0	0	0	0	0	0		
22048																0	6011	329	954	2	113754	12417	27465	41	148184	0					0	0	0	0	0	0	0	0	0		
22356																0	7141	643	256	1	160551	16536	83710	95	251658	0			13778	27	0	0	0	0	0	0	0	0	0		
22459																0	5041	666	0	0	72888	9118	8286	18	86215	0			4246	7	0	0	0	0	0	0	0	0	0		
22543																0	3782	173	0	0	48127	6339	16682	21	68591	0			608	2	0	0	0	0	0	0	0	0	0		
22552																0	1704	123	255	1	39947	3710	3173	9	45079	0					0	0	0	0	0	0	0	0	0		
22730																0	4065	268	0	0	76049	9917	11328	24	91442	0			3216	8	0	0	0	0	0	0	0	0	0		
22936																0	15026	617	1485	5	222028	14423	33986	80	272525	0			6019	13	0	0	0	0	0	0	0	0	0		
22954																0	2442	172	0	0	58054	4974	6835	15	67331	0			2352	5	0	0	0	0	0	0	0	0	5763		
23036																0	20878	1392	0	0	294750	23010	125172	144	440800	0	456594	0	31245	44	0	0	0	0	0	0	0	0	0		
23045																0	1083	54	0	0	14509	1524	12115	14	27707	0					0	0	0	0	0	0	0	0	0		
23241															250068	0	98149	6419	2275	8	1845753	185789	769901	516	2716078	0	2676613	0	174193	201	0	50000	0	0	0	0	0	0	0		
23456																0	7327	637	516	2	62176	4866	6320	14	76339	0			808	3	0	0	30	0	0	0	0	0	460		
23504																0	8617	636	1147	3	364635	26052	441524	404	815923	0			65456	128	0	0	0	0	0	0	0	0	0		
23540																0	12531	482	1031	3	102419	19212	36166	41	152147	0	160989	0	2122	4	0	0	0	0	0	0	0	0	0		
23643																0	8521	297	301	1	99795	10855	26439	53	135056	0			4412	10	0	0	0	0	0	0	0	0	0		
23755																0	9208	551	522	2	82919	8956	46404	65	139053	0	138303	0	0	0	0	0	0	0	0	0	0	0	1093		
23812															216718	0	38191	2423	963	2	769664	45311	267085	337	1075903	0	1075093	0	134104	154	0	0	0	0	0	0	0	0	0		
24006																0	61982	3790	597	2	666312	50840	96452	212	825343	0			9940	20	0	0	0	0	0	0	0	0	0		
24453																0	2057	70	683	2	173576	3986	60559	71	236875	0			24111	17	0	0	0	0	0	0	0	0	49771		
24659																0	2812	147	605	1	25404	2676	2160	5	30981	0					0	0	0	0	0	0	0	0	0		
24668																0	10830	551	1091	2	115947	13401	32455	43	160323	0					0	0	0	0	0	0	0	0	0		
24855																0	0	0	0	0	9950	912	1642	3	11592	0					0	0	0	0	0	0	0	0	0		
24949																0	38478	2070	602	2	540376	44586	102775	142	682231	0			50023	47	0	0	0	0	0	0	0	0	44362		
25357																0	1182	86	0	0	59486	5547	15042	17	75710	0			3786	5	0	0	0	0	0	0	0	0	0		
25647																0	6144	403	940	2	51500	2384	8748	22	67332	0					0	0	0	0	0	0	0	0	0		
26149																0	1594	91	440	1	62886	4337	7894	17	72814	0	73279	0	1068	2	0	0	0	0	0	0	0	0	0		
26242																0	19389	861	253	1	242884	24087	69471	80	331997	0					0	0	0	0	0	0	0	0	0		
26457																0	589	67	0	0	17835	1551	2898	4	21322	0			0	0	0	0	0	0	0	0	0	0	0		
26765																0	3311	97	272	1	151632	14368	60571	78	215786	0			8928	11	0	0	0	0	0	0	0	0	0		
26859																0	10712	865	328	1	161160	8748	162394	151	334595	0			60675	50	12	0	0	0	0	0	0	0	0		
26916																0	14485	1126	516	2	252558	27113	84163	131	351722	0			23662	36	991	0	0	0	0	0	0	0	0		
27548																0	19556	1172	1189	3	283820	31635	138513	145	443078	0			28168	36	0	0	0	0	0	0	0	0	9452		
27614																0	26786	1615	4199	8	170936	27410	50527	64	252448	0			17888	31	0	0	0	0	0	0	0	0	0		
27847																0	26447	1330	3811	11	284291	26556	84549	136	399098	0			6058	12	0	0	0	0	0	0	0	0	0		
28152																0	5897	511	0	0	44866	7267	10291	20	61054	0	60248	0	1484	3	0	0	0	0	0	0	0	0	0		
28255																0	3195	249	0	0	131216	8777	54801	101	189212	0					0	0	0	0	0	0	0	0	0		
28349																0	9670	346	1057	3	103871	7240	31082	54	145680	0			1921	5	0	0	0	0	0	0	0	0	0		
28406															93901	0	46000	3232	3599	8	635339	43573	93141	238	778079	0			3844	10	0	0	0	0	0	0	0	0	0		
28572																0	4900	180	264	1	32701	2186	3121	9	40987	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2721	107	0	0	50182	4396	10848	25	63751	0			2262	6	0	0	0	0	0	0	0	0	0		
29104															268312	0	20707	959	4544	13	529931	33953	247709	419	802891	0	799286	0	59022	91	0	0	0	0	0	0	0	0	83085		
29636																0	27720	1006	1774	4	351263	48262	196303	161	577060	0			18603	33	0	0	0	0	0	0	0	0	0		
29953																0	3108	160	0	0	41340	3607	10594	20	55042	0			3727	8	0	0	0	0	0	0	0	0	1004		
30052																0	218	9	0	0	10203	2166	2326	6	12748	0			0	0	0	0	0	0	0	0	0	0	0		
30258																0	18146	1195	988	3	310879	30027	82988	106	413001	0			15279	18	0	0	0	0	0	0	0	0	25		
30418																0	1460	173	0	0	361457	16729	1015	1	363932	0					0	0	0	0	0	0	0	0	0		
30502																0	29758	2007	1390	5	482551	47038	108055	201	621754	0			14208	35	0	0	0	0	0	0	0	0	0		
30650																0	7753	549	295	1	89304	6536	14873	35	112225	0			2618	5	0	0	0	0	0	0	0	0	0		
30810	35995636	0	35063447	0	15508	0	1500000	0	0	0	0	973262	0	0	913362	0	971371	32204	52019	187	32926403	19547067	2045843	4551					300	1									0		
31134																0	5919	360	534	1	58745	7954	24347	22	89584	39			2712	6	0	0	0	0	0	0	0	0	0		
31255																0	11829	378	1671	4	192562	7052	120770	135	326832	0			19670	32	0	0	0	0	0	0	0	0	5346		
31657																0	4942	160	1055	4	69346	4999	11289	21	86632	0					0	0	0	0	0	0	0	0	0		
31826																0	18387	496	1662	5	152342	15008	27977	48	200368	0			8108	16	0	0	0	0	0	0	0	0	0		
31835																0	2841	138	279	1	49115	5246	29073	42	81308	0			11771	18	0	0	0	0	0	0	0	0	0		
32234																0	3162	137	0	0	47295	4368	18484	17	68940	0			613	2	0	0	0	0	0	0	0	0	0		
32766																0	1897	114	0	0	34424	2999	9122	20	45443	0					0	0	0	0	0	0	0	0	0		
33147																0	17560	858	1119	3	237502	26035	76358	153	332539	0			10641	20	0	0	0	0	0	0	0	0	3748		
33259																0	38654	2526	838	3	425726	26170	95769	160	560987	0			32765	33	0	0	0	0	0	0	0	0	0		
33268																0	4238	169	1288	3	66667	6414	31746	48	103939	0	101204	0			0	0	0	0	0	0	0	0	0		
33549																0	5706	262	0	0	29820	3429	5503	13	41030	0			1237	4	0	0	0	0	0	0	0	0	0		
33727																0	22157	1392	933	3	228500	23888	52220	102	303810	0			20650	36	0	45	0	0	0	0	0	0	0		
33754																0	963	54	0	0	24216	2466	4061	6	29240	0					0	0	0	0	0	0	0	0	0		
33839																0	1329	147	0	0	21786	2130	662	2	23777	0			0	0	0	0	0	0	0	0	0	0	0		
33857																0	4263	290	0	0	58424	3690	9135	14	71822	0			1906	5	0	0	0	0	0	0	0	0	0		
34153																0	33441	2133	656	2	442934	27461	38113	53	515144	0			38113	53	0	0	0	0	0	0	0	0	0		
34359																0	2113	95	0	0	19215	1535	1746	5	23074	0			504	1	0	0	0	0	0	0	0	0	0		
34425																0	11602	637	301	1	222302	18080	32115	64	266321	0			8567	20	0	0	0	0	0	0	0	0	0		
34434																0	14102	533	2522	5	135348	11354	66726	97	218698	0			8203	15	0	0	0	0	0	0	0	0	0		
34452																0	4730	193	768	1	57035	5885	23986	29	86519	0			1049	3	0	0	0	0	0	0	0	0	0		
34537															258854	0	55250	3713	2528	7	1330234	104423	380507	583	1768519	0	1766093	0	64769	125	0	0	0	0	0	0	0	0	8411		
34555																0	16964	1021	1602	4	112621	9829	30865	39	162052	0					0	0	0	0	0	0	0	0	5992		
34742																0	13251	547	263	1	203425	15603	43847	77	260786	0			11347	12	0	0	0	0	0	0	0	0	0		
34836																0	942	7	0	0	27529	1948	3022	6	31493	0					0	0	0	0	0	0	0	0	0		
35057																0	1871	96	0	0	68560	6032	21553	34	91984	0			1165	2	0	0	0	0	0	0	0	0	0		
35301	95267258	73191946	85567845	65223282	0	0	0	0	0	0	0	1031421	73191946	65223282	21300269	0	0	0	0	0	277043	10179	21798269	2049					12392289	2412									0		
35570															302877	0	492195	25235	20494	63	4229451	211388	1320355	1429	6062495	0	5816544	0	90069	115	0	0	0	0	0	0	0	0	0		
35646																0	1683	156	0	0	30326	3266	5429	10	37438	0			772	2	0	0	0	0	0	0	0	0	0		
35842																0	5267	258	0	0	96173	8196	36826	57	138266	0					0	0	0	0	0	0	0	0	0		
36054															297369	0	25770	2860	1863	5	572100	26643	435495	443	1035228	0	1046276	0	97376	139	0	0	0	0	0	0	0	0	0		
36344																0	17589	1259	1421	4	239081	20839	67110	98	325201	0			11488	22	0	0	0	0	0	0	0	0	1679		
36456																0	4253	195	624	2	63406	4326	12490	23	80773	0			1819	2	0	0	0	0	0	0	0	0	0		
36858																0	6318	372	760	3	139646	10780	36692	63	183416	0	180666	0	9889	16	0	0	0	0	0	0	0	0	0		
36933																0	6540	280	285	1	69018	5937	15953	22	91796	0			3243	5	0	0	0	0	0	0	0	0	0		
37051																0	3074	153	313	1	41181	3788	5794	9	50621	259			0	0	0	0	0	0	0	0	0	0	0		
37341																0	2619	141	0	0	23590	3311	1206	4	27415	0			360	1	0	0	0	0	0	0	0	0	0		
37378																0	1679	100	0	0	111098	6674	27361	54	140138	0			6341	11	0	0	0	0	0	0	0	0	0		
37435																0	79862	4240	6090	18	571491	77447	163518	215	820961	0			23084	34	0	0	0	0	0	0	0	0	0		
37640															414416	0	45203	3690	917	2	664543	70102	267041	270	1004067	26363	1005308	25966	45698	101	0	0	0	0	0	0	0	0	0		
37659																0	800	125	545	1	29775	2857	2951	7	34072	0					0	0	0	0	0	0	0	0	0		
37743																0	6534	282	900	2	52578	4741	17818	26	77830	0			1187	3	0	0	0	0	0	0	0	0	0		
37949																0	5905	262	0	0	123466	7334	33656	52	163027	0			2351	5	0	0	0	0	0	0	0	0	0		
38535																0	26769	1640	837	3	279387	25516	70851	109	377844	0			3678	9	0	0	0	0	0	0	0	0	0		
38740																0	12844	789	0	0	102214	11268	22015	29	137073	0			303	1	0	0	0	0	0	0	0	0	0		
39327																0	14239	1100	0	0	248774	27458	46237	90	309250	0			9902	36	0	0	0	0	0	0	0	0	0		
39420															44891	0	41515	2637	1594	5	758134	71128	181650	226	982893	0	984670	0	32354	53	0	0	0	0	0	0	0	4000	0		
39475															140839	0	38505	2677	863	3	1152842	88875	221834	361	1414043	0	1454185	0	125482	176	61	0	0	0	0	0	0	0	0		
39756																0	9660	402	550	2	234941	13309	111229	178	356380	0			29288	47	0	0	0	0	0	0	0	0	5830		
40033																0	6192	321	849	3	50392	8215	16014	13	73447	0			1240	3	0	0	0	0	0	0	0	0	0		
40350																0	3082	232	0	0	27252	2732	2209	7	32543	0			0	0	0	0	0	0	0	0	0	0	0		
40707																0	12210	615	637	2	171267	21501	32631	75	216745	0			12994	24	0	0	0	0	0	0	0	0	0		
40855																0	2025	124	281	1	40338	2894	9046	18	51690	0					0	0	0	0	0	0	0	0	0		
41245																0	3389	198	0	0	26610	4440	1870	6	31869	0					0	0	0	0	0	0	0	0	0		
41553																0	2154	123	0	0	46252	4668	18720	19	67127	0					0	0	0	0	0	0	0	0	0		
41629																0	6907	560	256	1	109799	10710	20128	23	137090	0	132573	0	3610	4	0	0	0	0	0	0	0	0	2464		
41647															26315	0	31058	1669	524	2	647386	44767	57828	99	736796	0			10039	23	0	0	0	0	0	0	0	0	9736		
41759																0	2139	128	0	0	27891	2804	5257	13	35287	0			295	1	0	0	0	0	0	0	0	0	0		
41825																0	5838	498	0	0	101803	12450	19616	27	127257	0					0	0	0	0	0	0	0	0	0		
41937																0	6774	333	271	1	39892	5847	4299	9	51236	0					0	0	0	0	0	0	0	0	0		
41955																0	2621	137	0	0	21776	2183	2479	5	26876	0			0	0	0	0	0	0	0	0	0	0	0		
42037																0	0	0	0	0	38519	3583	13229	18	51748	0			3803	7	0	0	0	0	0	0	0	0	0		
42055																0	2268	242	566	1	46811	4734	5513	11	55158	0					0	0	0	0	0	0	0	0	0		
42354																0	2412	100	0	0	67059	5987	21189	40	90660	0			5208	12	0	0	0	0	0	0	0	0	0		
42420															847758	0	305867	27769	17956	51	3254296	394395	1089277	1291	4667396	0	4593564	0	190497	271	0	0	0	0	0	0	0	0	0		
42448																0	50823	2085	7072	18	345668	34128	96203	115	499766	0			18239	34	0	0	0	0	0	0	0	0	0		
42457																0	1023	66	0	0	15414	1568	3973	9	20410	0			0	0	0	0	0	0	0	0	0	0	0		
