"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
1632			110	4810	116	16552	151	65172	724	14629	95	11480	50	19460			29	1030	21	3044	15	4273	80	1824	15	1858	3	1009	false	false	
1669			59	1652	18	2434	9	2506	208	2866	14	1305	13	2942			3	47	3	311	0	0	133	1809	0	0	0	0	false	false	
1829			65	2470	42	5682	72	27226	159	4356	31	2519	38	9140															false	false	
1856			15	460	1	142	2	550	52	1413	27	3461	5	1395			7	325	3	366	0	0	21	274	3	307	0	0	false	false	
2040			52	2613	35	5179	52	22897	102	2815	10	763	10	3116			13	354	4	558	9	2694	26	273	4	119	3	907	false	false	
2161			78	1671	7	994	0	0	738	4516	27	4167	7	2881			7	82	0	0	0	0	176	1814	2	444	1	458	false	false	
2376			5	269	35	5641	239	108726	38	1993	3	482	5	2169															false	false	
2451			12	506	7	796	3	1104	28	864	4	543	6	2138			45	1253	21	2782	3	964	95	1334	4	381	0	0	false	false	
2554	37	20													86	31													true	true	
2732			9	442	37	6102	122	61297	227	3147	117	5806	142	26482			0	0	1	160	0	0	0	0	0	0	0	0	false	false	
2750			16	548	2	187	1	880	70	1376	3	453	3	1508			15	76	17	2479	15	4418	76	1345	25	3385	7	1558	false	false	
2938			106	5019	103	18036	103	54106	367	11872	64	10340	64	33788			21	945	23	4277	12	4728	35	1198	10	1340	0	0	false	false	
3252			16	791	11	1630	6	2383	215	6442	19	2308	1	259			30	1112	21	2874	22	6531	557	19946	48	5592	16	4393	false	false	
3458			4	4	1	110	0	0	27	393	5	646	7	1884			41	2447	11	1333	4	1054	61	569	0	0	1	379	false	false	
3720			54	1951	37	4241	37	15601	152	2582	23	2292	8	2920			48	1329	26	357	6	1684	61	1146	14	1841	6	1427	false	false	
3953			32	1220	19	2139	36	15870	297	7198	69	6722	46	15137			40	1364	17	1743	10	2114	120	2041	29	2420	20	4259	false	false	
4138			49	2067	55	8823	39	20629	330	5096	22	2170	14	5058			3	110	2	272	0	0	0	0	0	0	0	0	false	false	
4156			51	1629	21	2729	19	10261	142	2400	22	1967	16	6229			117	4156	26	3043	9	2259	306	4765	21	2357	5	895	false	false	
4231			154	5223	49	6343	32	11730	74	1591	8	847	3	921			167	4466	31	3575	9	2422	27	493	3	140	0	0	false	false	
4437			78	3255	52	6963	61	22942	149	3270	47	4283	21	4201			7	368	5	832	3	767	3	34	0	0	1	346	false	false	
4839			124	5138	92	13606	145	104335	128	1944	9	1275	12	5056															false	false	
5005			5	226	13	2047	47	19887	37	794	10	1033	12	4144															false	false	
5069			1	47	8	1438	63	38878	6	254	0	0	4	1771															false	false	
5135			113	3562	46	5558	61	22479	410	6968	28	2955	17	5503			116	4438	60	7686	29	8762	179	4538	45	4283	17	2148	false	false	
5210			108	4815	140	17841	146	57686	252	6229	37	4962	25	9555			20	935	21	2748	10	2544	42	867	3	623	2	668	false	false	
5331			5	253	4	629	19	10809	15	562	4	532	1	986															false	false	
5461			26	1262	62	9057	127	58559	213	6680	75	7204	67	20636			0	0	2	416	4	1233	6	160	0	0	1	440	false	false	
5751	13	109															17	707	6	742	3	499	109	2972	32	3213	21	4728	false	true	
6039			72	2060	11	1560	16	7965	106	2272	18	1892	10	4110			63	1462	10	796	8	2356	101	1906	8	951	3	430	false	false	
6141			25	1120	12	1847	4	1144	22	354	3	566	0	0			39	1413	9	1325	0	0	69	1665	5	565	4	521	false	false	
6329			152	7244	99	15107	56	21752	981	20922	85	10430	26	8399	78	159													true	false	
6972			11	567	24	3167	72	32355	385	9369	107	10885	125	33286			0	0	0	0	1	322	4	96	0	0	2	183	false	false	
7009			0	0	0	0	0	0	1	50	0	0	7	3426															false	false	
7045			41	1978	38	5802	14	5123	39	983	4	265	7	1539	40	84													true	false	
7157			20	582	6	892	0	0	81	1448	13	1396	5	2854			20	806	9	1420	0	0	114	1728	2	249	1	401	false	false	
7456	0	0	17	522	4	748	2	1205	84	1555	13	1545	18	5111	0	0	13	730	13	1954	3	643	107	2174	30	3260	10	1529	false	false	
7634			56	2125	25	4003	25	11586	116	803	12	541	11	1244			19	719	4	500	5	2124	34	687	2	285	1	5	false	false	
8033			12	557	23	3346	15	4364	150	2930	34	2976	23	6122			5	179	9	1056	3	814	21	473	9	776	9	951	false	false	
8462			18	693	6	923	1	473	109	2106	16	1412	12	3081			16	669	9	958	1	350	44	1114	15	1535	13	2553	false	false	
8631			13	419	11	1468	7	2046	46	1109	11	1340	12	4204			0	0	1	110	0	0	6	46	0	0	0	0	false	false	
9357			4	222	12	1642	45	19859	222	5824	113	10222	128	34717															false	false	
9553			5	139	6	662	0	0	40	1035	9	884	8	2405			33	1188	44	5131	30	7777	68	1166	42	3337	46	6820	false	false	
9807			214	2372	97	18130	164	88439	315	4786	48	8600	38	17963															false	false	
9955			18	423	6	780	12	6180	133	1296	8	942	10	3450			90	2855	34	4124	7	1852	109	2330	15	1168	9	2355	false	false	
10157			9	259	3	390	12	5389	50	1055	4	247	6	1094			15	567	9	1052	3	698	37	598	14	1010	1	347	false	false	
10250			37	1601	90	15242	102	48795	626	15249	149	15584	82	27197			0	0	0	0	1	452	0	0	0	0	0	0	false	false	
10849			46	1684	36	5172	38	16123	62	1108	7	886	7	2490			39	1437	14	2029	6	1767	59	1160	8	530	7	1143	false	false	
10858			58	2446	38	5146	68	29976	4744	25175	135	10604	73	16246			61	3088	69	9902	18	5341	293	7509	92	8813	39	8048	false	false	
11145			149	7067	90	12353	50	22362	58	1027	4	285	3	1575	0	2													true	false	
11640			78	2728	33	3999	36	13401	324	6708	55	6201	24	7143			81	2113	39	5030	22	6645	139	2979	54	4033	52	5564	false	false	
11837			13	783	9	1099	18	5940	13	221	6	475	2	1070			13	469	4	395	1	314	6	104	0	0	1	266	false	false	
12030			247	10127	90	15195	78	36512	666	12455	43	4821	20	9877			187	7280	75	13225	37	7922	128	2592	7	814	4	1399	false	false	
12142			45	1632	30	3485	37	14785	135	2789	29	3121	11	3568			14	421	6	851	5	1501	38	974	2	312	0	0	false	false	
12245			120	6604	73	10150	26	8311	99	2285	12	997	0	0			0	0	1	14	2	732	6	131	0	0	0	0	false	false	
12311			3855	163403	4191	527757	4516	1680305	15267	437725	2594	267493	2345	694349			383	15931	259	28639	66	15950	534	13074	116	12622	40	10065	false	false	
12647			16	591	27	3791	21	9937	168	3500	35	3915	19	7211			21	882	12	1800	14	5335	52	854	11	795	8	2814	false	false	
12656	17	78													14	45													true	true	
12937			17	1189	15	2633	45	22291	44	1765	7	985	7	2981			0	0	2	393	0	0	0	0	0	0	0	0	false	false	
12946			120	4502	89	10935	84	30545	654	11189	90	8013	47	12330			59	2058	27	2646	18	4390	25	300	4	627	4	951	false	false	
12955			60	2167	38	5890	48	23848	128	3179	23	3276	19	5001			2	50	0	0	1	396	1	37	0	0	0	0	false	false	
13037			62	1941	28	3277	25	9695	115	1922	13	1148	8	3499			10	335	2	344	0	0	0	0	0	0	1	257	false	false	
13103			66	3343	142	20006	246	99049	408	10152	123	11952	110	24921															false	false	
13251	196	917													40	424													true	true	
13457	9	41															14	391	7	743	4	1534	127	1526	11	770	10	1626	false	true	
14052	0	0	67	2804	10	1357	26	16222	65	1553	9	1449	2	502	0	0	3	175	1	233	2	574	9	328	0	0	0	0	false	false	
14155			38	1633	14	2096	8	3793	237	4436	8	1180	1	487			110	4135	50	7984	7	2186	533	8476	26	4136	5	1700	false	false	
14454			6	320	6	478	5	1212	54	760	6	670	1	330			9	476	3	330	2	664	21	489	1	28	1	160	false	false	
14650	24	95													13	55													true	true	
14753	16	52													36	209													true	true	
14865			66	2948	66	9185	30	11695	184	4042	35	3425	26	7755			39	1855	69	9754	35	10212	219	4650	104	9298	33	6320	false	false	
14977			4	90	3	252	1	240	14	224	1	139	0	0			27	870	11	841	2	329	130	2622	26	1870	7	812	false	false	
16337			42	2021	65	9077	82	38255	418	9369	59	6085	61	17771			3	115	4	593	8	2313	2	59	0	0	0	0	false	false	
16458			19	730	42	5400	53	19230	215	4438	38	4278	15	4787			3	196	5	585	2	705	4	32	3	235	2	70	false	false	
16551			54	2334	33	4695	18	6097	202	4864	28	2637	13	3636			12	500	11	1506	4	1006	29	699	2	367	3	749	false	false	
16748			14	458	10	1396	3	859	39	767	3	206	4	1203			11	345	11	1466	2	783	21	323	5	488	1	297	false	false	
16944	23	35															7	472	5	870	1	359	10	82	0	0	0	0	false	true	
16953	23	135													19	325													true	true	
17110			0	0	0	0	0	0	2	22	5	605	10	9775															false	false	
17147			764	31526	688	90208	771	320374	2532	55829	713	73667	715	216914			362	14264	316	38735	143	40130	591	15569	196	20448	82	18399	false	false	
17259			18	1045	9	1519	4	1381	21	732	7	928	6	2482	120	27													true	false	
17464			163	6583	322	43454	454	201355	1894	40985	422	39044	264	72663			11	583	8	1095	6	1576	108	1978	13	1193	3	208	false	false	
17950			108	4142	78	9716	47	17003	261	4912	39	3692	15	5665			53	2112	36	5411	27	7769	262	4705	26	2567	15	3351	false	false	
18050			74	3026	64	8160	51	21236	401	6004	29	3277	11	2431			118	6104	34	6211	6	1606	166	2324	6	456	1	275	false	false	
18135			4	197	1	353	12	3244	80	2800	68	9015	61	19589															false	false	
18377			0	0	2	127	0	0	0	0	0	0	0	0			0	0	5	783	2	378	0	0	0	0	0	0	false	false	
18827			67	2559	56	6880	48	15022	119	2768	22	1715	30	8687			0	0	3	181	0	0	3	60	0	0	0	0	false	false	
18836			91	3389	30	4485	25	7781	0	0	3	277	4	1351			19	474	14	1389	6	1428	0	0	0	0	0	0	false	false	
18854			19	952	24	3345	24	10842	120	2518	23	3125	25	9093			57	2287	24	3301	10	2979	74	1652	17	1962	8	2212	false	false	
18957			21	575	6	744	9	2487	70	1097	14	1799	10	2795	73	36													true	false	
19356			7	206	4	331	6	3051	4	42	8	1079	8	4250			2	33	1	89	0	0	9	197	0	0	2	280	false	false	
19730			151	8280	255	35012	372	155542	224	7053	99	14795	123	48340			17	553	15	1825	7	2190	40	1261	10	1439	4	1113	false	false	
19936			80	5822	44	6956	43	17399	211	1071	22	3065	14	4244			64	2040	23	3352	16	5020	75	1868	7	884	2	498	false	false	
19972	0	0	0	0	0	0	0	0	2	30	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	
20053			54	340	15	2528	14	5204	71	3073	6	497	3	597			17	1071	14	1925	2	589	131	4647	4	564	0	0	false	false	
20370			13	550	31	4548	57	21940	89	1635	26	2407	17	3147			1	58	0	0	0	0	0	0	0	0	0	0	false	false	
20512	3	27																											false	true	
20633			58	2181	50	6437	69	27009	122	2808	20	2369	4	783			0	0	1	94	0	0	0	0	1	200	1	418	false	false	
20857			21	663	13	2111	11	4342	55	1077	22	2264	19	4733			21	869	24	2771	13	3879	104	3759	41	4509	69	14308	false	false	
20866			12	463	36	5108	57	29063	64	1999	27	3854	36	11314			0	0	0	0	1	365	0	0	0	0	0	0	false	false	
21256			5	184	3	306	0	0	12	201	2	141	0	0			2	28	0	0	1	189	8	108	0	0	0	0	false	false	
21359			5	266	5	850	0	0	33	652	10	2121	0	0	35	101													true	false	
21630			24	738	9	1440	16	6272	73	1711	7	889	3	877			2	121	3	350	0	0	14	350	4	371	1	44	false	false	
21658			95	3962	32	4275	19	6995	220	3611	21	2163	7	3368			138	5233	53	7229	15	4761	311	5962	18	2397	4	840	false	false	
22048			52	1986	41	4883	26	7360	370	6649	49	5818	6	1719			4	131	5	620	1	300	26	736	3	13	7	947	false	false	
22356			44	1710	51	5259	37	9166	192	4218	53	3649	36	9139			35	1695	25	2545	20	3810	139	2727	74	5907	24	4339	false	false	
22459			19	883	10	1609	9	2994	179	2769	12	1186	4	1445			31	1230	3	561	1	404	76	1081	1	131	1	465	false	false	
22543			38	1655	33	4738	37	15361	82	1390	2	211	0	0			0	0	6	732	0	0	0	0	0	0	0	0	false	false	
22552	72	164													132	312													true	true	
22730			56	1687	29	3322	18	7635	67	1617	16	1572	16	4434			1	4	1	66	0	0	0	0	0	0	0	0	false	false	
22936			45	2056	63	9217	82	33516	345	6728	52	5859	21	6081			31	1099	26	3779	9	2974	46	1141	11	1075	9	932	false	false	
22954	0	0	16	664	21	2899	14	4570	188	2588	28	2486	15	3013	0	0	66	2826	44	5322	8	1903	147	3042	21	1811	15	3407	false	false	
23036			97	4062	88	10531	101	43363	293	5231	44	4356	24	6662	19	19													true	false	
23045	29	40															4	116	4	472	0	0	0	0	2	256	0	0	false	true	
23241			342	12931	222	28714	191	80292	2133	30968	261	24415	211	62378			278	10242	133	15475	48	13109	547	10336	97	8970	34	5683	false	false	
23456			62	2582	32	4272	10	3075	100	1805	13	1768	16	4672			40	1718	24	3074	5	1299	52	1051	16	2281	7	2005	false	false	
23504			19	897	79	10279	175	81190	714	23012	101	11889	51	20813			0	0	1	182	0	0	0	0	0	0	0	0	false	false	
23540			5	116	3	324	13	6981	52	1240	21	2777	9	2439			0	0	1	240	0	0	0	0	0	0	0	0	false	false	
23643			69	2567	38	4644	22	8195	119	2519	33	3848	28	8340			6	159	6	809	5	1177	19	494	1	132	1	185	false	false	
23755			31	1557	24	2907	39	18999	82	1669	19	1748	7	2351			5	189	0	0	2	602	6	67	1	96	0	0	false	false	
23812			49	1031	91	10869	197	81593	317	7613	98	10191	101	29058			0	0	2	368	4	1381	1	100	0	0	0	0	false	false	
24006			16	1038	46	6645	127	62603	202	5975	63	8100	77	32987															false	false	
24453			15	635	21	2827	29	13729	24	580	13	2210	14	7172			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24659	32	97													24	235													true	true	
24668			42	1893	34	4106	23	10550	137	2868	11	1238	8	3292			10	443	9	1141	6	1736	57	835	5	555	6	2122	false	false	
24855	0	12													11	97													true	true	
24949			168	7032	143	19841	145	56673	195	4143	58	6522	51	17921			29	1037	13	2234	5	1461	80	1393	4	396	2	352	false	false	
25357			53	2084	10	1689	11	5647	76	2982	2	362	4	1304			3	142	0	0	4	1697	0	0	0	0	0	0	false	false	
25647			11	624	17	2413	27	10586	16	258	5	678	2	937			0	0	0	0	2	457	0	0	0	0	0	0	false	false	
26149			105	3819	28	3920	15	7875	400	3062	300	4387	100	2498			6	200	4	599	0	0	5	110	2	229	1	231	false	false	
26242			102	4136	63	9557	94	47124	418	8762	24	1802	14	5804			44	2008	60	9268	2	835	21	365	6	120	27	3459	false	false	
26457			15	378	2	196	2	1023	11	245	2	209	0	0			51	1999	23	2401	10	2351	75	1006	3	363	0	0	false	false	
26765			5	326	27	4148	54	27657	110	3420	36	4389	37	12010	7	12													true	false	
26859			19	1138	39	7310	68	34483	182	7528	50	8657	60	28836			0	0	0	0	0	0	7	149	0	0	0	0	false	false	
26916			68	2578	95	12058	135	54581	314	5892	52	4334	15	3803			4	281	6	764	9	2464	1	26	0	0	0	0	false	false	
27548			76	3357	69	7912	77	26953	523	14694	147	18930	109	37497			5	156	5	574	1	302	4	123	1	82	1	223	false	false	
27614			40	1370	49	5747	26	8797	51	1454	6	748	3	1255			3	161	11	1134	0	0	2	99	0	0	0	0	false	false	
27847			289	10165	66	10094	60	22634	331	4213	11	1112	4	1481			438	11566	74	10247	60	18982	538	6759	5	449	9	1003	false	false	
28152			34	1241	29	4525	20	7410	73	1314	20	1401	6	1463			28	999	44	4828	4	1308	37	768	7	687	3	620	false	false	
28255			16	568	17	2183	20	9787	90	1864	20	1944	14	4235			13	511	9	1320	5	1874	61	1029	4	355	1	305	false	false	
28349			90	2933	38	5948	28	13732	98	2046	27	2963	26	9796			5	139	4	529	3	989	11	162	1	127	1	380	false	false	
28406			0	0	2	184	1	293	3	189	0	0	1	1000															false	false	
28572	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
28732			44	1549	19	2742	18	7764	20	529	12	1362	10	3726			2	112	4	519	4	1069	2	82	3	439	1	398	false	false	
29104			15	526	58	7631	125	55384	203	6157	65	8022	46	18365															false	false	
29636			269	10706	115	17506	74	36045	972	15098	45	6680	19	7680			612	16248	64	9603	12	3953	349	3041	1	122	0	0	false	false	
29953			13	504	14	1875	31	20897	54	984	11	996	13	4159			12	556	17	2297	19	6712	9	175	6	408	6	2730	false	false	
30052	57	42																											false	true	
30258			187	9368	165	30029	145	68456	452	10653	68	8400	36	17226	10	16													true	false	
30418																													false	false	
30502			56	2998	124	16176	171	66323	470	11723	42	3488	52	15313															false	false	
30650			10	507	23	3097	34	15072	229	4232	37	1983	34	6337			2	46	2	252	0	0	0	0	2	203	0	0	false	false	
30810	0	155740																											false	true	
31134			30	844	16	1846	13	5171	171	2829	8	754	2	340			13	407	5	546	0	0	38	913	2	165	1	160	false	false	
31255			15	1092	24	2918	42	20377	156	5575	45	3655	30	7241			0	0	1	68	0	0	1	21	0	0	0	0	false	false	
31657	131	224													50	82													true	true	
31826			75	2918	55	6758	24	8452	197	4309	20	1692	12	4184	67	73													true	false	
31835			37	885	3	297	0	0	141	3216	10	1147	14	4330			14	470	4	460	3	1132	114	2651	33	3625	24	5192	false	false	
32234			33	1633	13	1609	11	3484	26	453	9	951	3	438			14	399	6	978	4	1099	42	777	11	1105	7	1226	false	false	
32766			31	1033	9	892	11	3373	69	1527	9	1201	0	0															false	false	
33147			54	1930	44	6320	57	27810	250	5571	55	7311	47	17799			19	765	19	2444	9	2710	37	1105	14	1457	18	2303	false	false	
33259			64	2899	94	14021	163	70656	233	6567	92	8790	82	21041			3	198	2	388	1	254	0	0	0	0	0	0	false	false	
33268			16	879	10	1481	1	282	127	1792	16	1295	6	1883			30	954	12	1253	6	1164	115	2302	15	1653	8	918	false	false	
33549			1	11	7	1230	7	2480	44	860	9	1104	1	462			3	155	10	1615	7	2006	25	671	4	475	1	295	false	false	
33727			17	831	48	6850	64	27585	126	3715	22	2860	26	8236			0	0	1	149	0	0	1	51	0	0	0	0	false	false	
33754	24	32													2	11													true	true	
33839			28	1100	4	424	1	391	37	1039	2	135	0	0			4	123	3	364	4	1099	45	1960	1	150	0	0	false	false	
33857			14	608	9	1273	10	4472	70	1904	15	1561	13	5397			14	732	19	2348	12	2777	61	1149	12	720	9	1651	false	false	
34153			61	2208	83	9862	124	43241	359	6466	63	6566	81	16030			42	1552	41	3174	49	14358	131	5188	42	6021	24	3022	false	false	
34359	0	0	9	239	2	375	2	464	39	643	10	838	2	556	0	0	14	455	7	598	3	942	35	820	6	720	3	663	false	false	
34425			36	1967	61	9151	63	25234	218	3498	30	3661	18	3980			1	71	0	0	0	0	1	10	0	0	0	0	false	false	
34434	100	202															3	154	0	0	0	0	11	454	5	368	0	0	false	true	
34452			53	1929	26	3498	13	5065	130	3648	27	3448	12	4246			0	0	1	193	0	0	1	22	0	0	0	0	false	false	
34537			151	6554	253	21512	389	113828	1436	8168	178	3985	140	16514			12	700	6	541	7	738	16	316	0	0	0	0	false	false	
34555	148	167													324	416													true	true	
34742			53	2120	36	4611	44	24461	251	4967	18	1850	7	2652			42	2557	12	1296	62	3208	96	1240	3	486	1	53	false	false	
34836			13	715	9	1355	8	2901	11	215	4	344	1	40			2	115	4	610	0	0	3	128	3	502	0	0	false	false	
35057			65	2673	22	3018	17	4375	212	4010	26	2595	9	923	121	184													true	false	
35301			0	0	1	165	2	1355	0	0	0	0	0	0															false	false	
35570			5	265	41	6714	79	27122	52	1691	26	3226	46	8405															false	false	
35646			14	511	3	591	2	621	133	3609	8	1341	3	834	6	48													true	false	
35842			38	1519	13	1665	25	10655	134	3016	10	1029	6	2284			22	925	6	654	4	924	45	724	7	468	1	155	false	false	
36054			46	1921	99	12650	157	63896	456	8647	129	10853	110	28695			0	0	1	108	0	0	1	31	0	0	0	0	false	false	
36344			57	1987	58	7243	64	25207	198	5305	46	7008	23	8623			43	1338	35	3968	19	5407	79	2515	20	2421	16	5438	false	false	
36456			19	449	6	809	5	3061	97	2064	14	1443	7	1588			36	1334	27	3229	15	3099	366	7318	93	11014	28	5934	false	false	
36858			7	173	21	3034	36	14496	125	2725	47	4937	30	8207			1	31	1	186	0	0	0	0	0	0	0	0	false	false	
36933			52	1888	23	2683	17	7516	195	5403	6	562	5	1393	64	2971													true	false	
37051			22	655	5	850	15	6878	49	1110	14	1798	8	2859			52	2172	29	4554	10	3125	91	2027	13	1430	4	1350	false	false	
37341	33	53															11	278	16	2321	1	369	38	615	1	106	0	0	false	true	
37378			29	1657	48	6645	47	21165	114	3402	32	3715	23	5582			22	982	28	4233	18	5700	38	873	36	3391	21	3838	false	false	
37435			172	7632	198	28675	174	71343	740	13096	56	5260	27	8101			19	990	13	2206	14	4669	5	89	1	85	0	0	false	false	
37640			403	16376	252	33630	262	124829	491	14013	144	16651	134	62867			193	7825	160	19189	121	37960	219	6917	67	7585	42	13435	false	false	
37659			36	1039	9	919	1	255	97	1877	18	1359	2	424			29	769	9	1042	2	486	169	2111	9	621	2	246	false	false	
37743			20	834	21	2769	30	17992	111	2777	17	2134	15	5975			9	272	9	1251	7	2518	42	1066	1	202	3	709	false	false	
37949			36	1313	21	2453	9	3755	149	3055	31	3599	33	10855			28	1178	29	4092	12	3549	105	2463	32	2971	13	3064	false	false	
38535			11	458	31	4390	39	18903	59	1432	20	1902	18	5564			2	25	4	402	2	424	0	0	0	0	0	0	false	false	
38740			53	1735	28	3128	37	16384	153	3273	16	1779	6	1931			15	408	3	279	1	492	4	28	0	0	0	0	false	false	
39327			62	2452	59	6612	75	28597	160	3895	36	3251	26	7127			5	110	6	690	4	1533	3	31	1	119	1	237	false	false	
39420			357	21823	254	30009	257	99241	396	7407	97	8840	48	14340	1	1													true	false	
39475			211	10109	417	57858	402	163491	1055	24266	229	22891	157	39011			132	5382	131	16403	54	13702	387	8408	154	11135	89	13051	false	false	
39756			59	2269	81	9967	88	37553	530	11754	129	13776	73	22666			43	1869	34	4121	6	1935	306	7279	65	7512	24	5602	false	false	
40033	47	85													190	14													true	true	
40350	8	84															10	328	7	845	3	834	43	992	25	2584	16	2992	false	true	
40707			78	3433	83	10343	77	27763	331	8015	100	9314	42	10382	2	0													true	false	
40855			15	547	12	1472	6	1915	71	1573	13	1525	6	2105			16	604	28	3796	18	6036	59	1077	14	1537	11	2459	false	false	
41245	17	54															20	1146	15	2084	2	823	62	1436	8	929	4	1270	false	true	
41553			19	440	1	61	4	2045	43	745	10	1022	1	236			15	598	5	427	2	700	192	3518	14	1456	13	5021	false	false	
41629			17	807	26	3535	36	17882	105	1960	10	1312	4	1605			4	139	1	101	7	2028	5	42	1	97	0	0	false	false	
41647			175	7883	139	18079	132	53958	296	6550	40	3437	30	8445			412	11699	231	22668	149	30535	224	4984	53	4169	27	5670	false	false	
41759			6	161	2	248	1	354	51	1234	11	1209	5	1270	45	108													true	false	
41825			1	2	9	1312	10	4052	11	305	1	77	3	908			1	100	2	388	0	0	1	27	0	0	0	0	false	false	
41937	71	220															60	1594	4	417	1	293	15	506	15	1611	28	6779	false	true	
41955			11	165	2	201	0	0	8	71	0	0	2	639			21	800	32	3508	0	0	289	5390	27	3162	6	1309	false	false	
42037			92	3114	20	2793	8	3730	130	2526	18	2679	7	2921			111	3135	27	4240	4	1831	30	608	1	106	0	0	false	false	
42055			26	799	11	1418	4	1760	71	1207	7	618	2	876			17	654	10	905	1	272	83	1300	13	1153	7	2054	false	false	
42354			59	1890	18	2807	2	913	243	2307	10	507	4	834			35	1522	7	1019	7	2254	154	2138	15	1461	2	163	false	false	
42420			892	33096	751	87252	498	166209	4928	65161	447	38420	308	74937			18	643	9	931	4	913	0	0	1	130	0	0	false	false	
42448			115	4153	80	10057	67	28034	485	8598	45	4601	44	14745			169	6325	89	10406	37	11655	494	11233	103	10420	71	11380	false	false	
42457			2	109	0	0	1	122	30	436	5	725	1	719			26	726	9	1008	3	970	6	278	73	4227	2	883	false	false	
43052			46	1426	43	5077	43	13996	84	1776	20	2017	28	7660			1	39	0	0	0	0	5	186	2	316	2	555	false	false	
43351			0	0	0	0	0	0	9	162	2	327	0	0			3	75	0	0	2	528	11	119	0	0	0	0	false	false	
43454	36	67													39	33													true	true	
43511			83	4300	107	13277	126	48748	224	7034	63	7339	56	13826			26	1418	23	3110	28	13339	33	1241	5	711	6	2590	false	false	
43744	0	0	17	1098	29	4381	31	11883	105	2772	8	1320	9	1943	0	0	10	328	2	189	8	3290	21	690	1	194	3	846	false	false	
43856	34	55															1	100	0	0	0	0	1	40	0	0	2	501	false	true	
43959			26	1243	29	3430	24	7118	48	1208	11	1506	9	2437			0	0	0	0	0	0	2	17	2	115	0	0	false	false	
44040			112	4111	48	5978	30	10689	170	3745	16	1618	12	4902			163	6414	100	12630	31	7879	278	6615	59	5689	29	6076	false	false	
