"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
3252																														0	333	9290	0	1751		3984		31122	0			8135	0	4011	0	0	59886	0	0			0	1260	0	839	0	329	621	28	23	258	0	22074	28072	2761	3472	1680	263								0	0		
3458																														0	0	3402	0	621		28		1096	0			958	0	630	0	0	8378	0	0			0	1643	0	0	2077	109	247	1089	184	0	0	1108	1614	2915	912	11	35								0	0		
3506																														0	6162	0	11209	229731	0	883	883	0	0	43769	0	43769	33389	3501	0	0	621909	129	53566	53566	0	0	177435	61714	44984	17888	806	5218	8587	12383	106061	43750	101563	19523	112907	123614	80543	5362	0	0	0	0	0	0	0	0	679	0	
3579																														0	5293	277	1046	24421		0		71	0			36888	2788	25694	0	0	172960	2	0			0	74390	989	31462	24858	8768	11532	4020	10119	26324	13318	45191	4500	8831	19447	19811	661								0	1105		
3720																														0	6077	5105	319	15853		0		2125	0			6118	2231	5529	0	1368	72493	0	0			0	27321	309	818	14326	2088	2298	8182	9264	5119	309	19042	3538	6851	11052	2887	1798								0	138		
3953																														0	1212	4789	1818	4769		63		15201	0			14038	0	3822	0	0	50978	0	45			0	4624	597	341	17186	987	966	1192	1257	27	14	27510	8355	6429	1492	530	998								0	0		
4138																														0	7898	0	2067	13738		2910		0	271			6177	2552	12213	0	97	96335	618	0			0	49001	245	23643	12494	2789	6075	28163	3426	6640	1908	20378	11627	11537	3422	641	327								0	55		
4147																														0	4689	258	1336	17132		365		42	0			10152	2594	6179	0	95	57486	0	0			0	13755	140	8608	6543	2000	1200	9248	440	867	0	2649	12818	22200	2550	1927	1270								651	98		
4156																														0	3488	4818	658	8606		454		8851	0			13836	246	4126	0	0	58021	0	92			0	12774	72	0	17593	437	477	2269	1588	7574	319	11382	16227	7010	6950	3399	0								0	0		
4231																														0	272	7172	0	11408		8		1540	0			3815	0	7007	0	994	44863	0	0			0	12647	0	173	13654	754	2139	7155	2305	292	0	7791	7725	10942	5334	405	0								0	0		
4437																														0	947	1011	874	31190		600		125	0			14051	6541	9615	0	1189	107680	0	91			0	35950	745	30831	50023	3457	6898	20187	3057	772	1520	28142	11526	17218	9998	3765	899								0	4751		
4745																														0	0	548	0	563		0		518	0			597	0	1115	0	99	5199	1	0			0	1760	0	0	1469	27	0	105	450	1178	0	924	545	764	475	731	0								0	0		
4839																														0	5751	447	20386	71464		1950		0	0			5021	4468	7360	0	0	134814	0	0			0	14176	3687	0	43964	5038	1299	1392	5990	237	0	35006	7173	13797	57121	6541	198								0	104		
5005																														0	10715	0	18545	45067		163		0	0			11087	4824	629	0	0	177448	339	0			0	84649	2023	24986	15789	1684	9577	11618	5662	30622	25107	17519	5726	22463	30857	16169	404								0	85		
5050																														0	5156	0	27	6961		40		544	0			8004	69	12245	0	0	41941	0	0			0	8087	684	6016	10200	757	5826	1228	276	0	0	6001	7197	11708	6621	2169	0								124	0		
5069																														0	34281	0	2608	167083		0		0	0			1142	718	0	0	0	213334	2555	0			0	9671	386	399	87359	399	6214	3058	0	0	0	172611	21108	540	5042	0	1139								0	0		
5135																														0	364	10268	1238	13693		19		7069	216			7247	0	4872	0	34	53718	0	18			0	8321	380	2385	33082	2921	943	3162	824	53	222	28557	8755	6249	1300	124	39								195	0		
5210																														0	13075	8454	18739	81425	0	491	491	1620	0	15172	0	15172	6639	11545	0	4309	370821	0	0	0	0	0	183802	25550	1622	12889	37300	46677	23130	27825	43917	4606	68675	13265	39005	46085	15984	3577	0	0	0	0	0	0	0	0	0	0	
5247																														0	68591	5021	7094	78955	0	272	272	1147	0	70933	0	70933	28383	15397	0	1861	470770	454	0	0	0	0	132304	60596	76856	129424	62229	5501	15850	23564	11094	14066	180861	15560	42234	75695	24489	60	0	0	0	0	0	0	0	292	378	0	
5274																														0	577	0	0	20900		9		0	0			5793	1803	3351	0	246	67112	0	0			447	33641	488	242	7776	1187	565	4502	3783	14763	8313	11079	2234	11771	4865	2377	0								0	304		
5331																														1036	6522	0	33866	21111		2084		0	0			12454	11185	636	0	0	109797	239	0			2136	20948	58	4780	16046	2209	1167	4255	9006	3310	1001	20909	10335	16306	40052	1305	0								0	136		
5461																														0	3316	3253	2917	62016		8577		1320	179			30409	1362	2365	0	0	127081	289	0			13900	6567	3821	744	31054	1066	518	1554	3419	10	0	40527	4646	11669	25546	36842	1559								0	1447		
5751																														0	29	3262	106	3101		4		12414	0			8045	0	2820	0	76	38363	0	0			0	8237	246	3351	15335	227	1461	2085	385	2111	1968	15462	3883	3764	4609	1374	295								0	23		
5939																														30	114144	0	57929	426549	0	125	125	0	750	106211	0	106211	116146	19343	0	3255	1454161	0	0	0	0	18662	451435	158414	361639	107703	63958	154428	105492	57519	48183	13736	350419	130222	275857	137906	92519	2536	0	0	0	30	0	0	0	0	580	5397	
6039																														0	3589	2627	0	18763		122		2369	0			14515	0	6302	0	2128	56326	74	0			0	4990	555	682	20660	742	517	2262	448	816	143	34999	4371	6451	1969	2260	1136								373	67		
6057																														0	49	3146	0	1174		0		1357	0			961	0	1235	0	0	11599	0	0			0	3461	216	0	2802	242	391	2617	51	17	0	410	4480	1887	1114	106	15								0	0		
6141																														0	0	1593	0	2218		84		2723	0			1273	0	2592	0	156	13193	12	0			0	2561	5	695	7454	396	420	283	969	493	0	1708	4930	1177	1613	1022	0								0	0		
6329																														0	4400	4274	446	35356		0		7558	0			30915	1469	29867	0	178	141735	1310	0			0	23958	3103	717	63803	3314	3205	6575	6732	2936	756	36288	23459	28453	21822	7464	37								601	920		
6842																														0	314	1250	0	2266		14		3810	0			3163	427	2626	0	20	17547	2	98			0	3550	8	0	9217	646	186	2706	12	0	0	4901	3539	3710	1452	342	0								0	3		
6972																														0	38974	826	18865	151338	0	87	87	373	118	25203	0	25203	11548	9667	0	7205	296727	0	0	0	0	1053	24742	4835	24738	64495	338	2547	3126	2685	12193	3581	28751	34128	29288	13592	108943	50970	0	0	0	0	0	0	0	1884	1180	0	
7009																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	276593	0	0	276593	0	0	0	0	0	0	0	0	276593	0	0	0	0	0	0	260843	15750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																														0	0	3071	0	3988		0		2664	0			2694	301	14886	0	272	45948	0	0			0	17668	0	7094	14061	287	1954	2943	4610	7604	87	3317	8503	8790	4722	2611	245								395	9		
7157																														0	0	1822	0	752		0		2056	0			2423	0	3558	0	0	19777	0	0			0	9166	0	1636	6424	682	833	5382	359	915	995	2191	2864	3672	1119	308	282								0	0		
7166																														0	91373	0	10642	135746	0	968	968	293	0	43940	0	43940	7027	1601	0	0	330328	1142	3030	3030	0	0	34949	952	8463	82762	779	5819	1809	1305	6825	18411	101649	40021	33147	52520	57202	11001	0	0	0	0	0	0	0	656	293	0	
7456																														0	56	1171	0	610		0		8661	0			5517	0	1869	0	0	18275	0	0			0	391	0	0	9919	0	0	30	335	26	0	698	8742	2247	3654	2027	37								0	0		
7634																														0	575	750	0	3124		35		1942	0			7825	0	4060	0	0	23252	0	0			0	4455	486	0	8465	591	576	1142	1510	609	0	3506	3792	6533	3631	902	208								0	0		
8033																														0	3076	0	0	694		218		7772	0			17341	596	6230	0	0	41598	0	0			0	5395	276	2833	30791	2497	512	1522	739	81	44	25000	2782	3874	3561	693	14								0	0		
8154																														0	16	11932	303	3655		11		3724	0			3246	222	1578	0	20	30429	0	0			0	5685	0	5102	4697	322	1677	3072	560	54	0	5468	6736	6393	5115	988	44								0	37		
8417																														0	0	0	0	0	0	130796	130796	0	0	0	0	0	0	0	0	0	130796	0	0	0	0	0	0	0	0	130796	0	0	0	0	0	0	130796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	622	1640	0	1796		0		8522	0			7049	0	6431	0	955	30286	5	0			0	2827	449	24	12353	18	8	48	25	963	1765	14208	3958	4111	3210	1492	379								0	0		
8547																														0	4388	16841	2837	54477	0	0	0	6169	0	31221	0	31221	5466	25524	0	145	260104	961	582	582	0	0	107452	5404	52012	49009	4808	10954	13882	5571	23972	47020	38673	28031	19575	23894	19375	22954	0	0	0	0	0	0	0	559	0	0	
8631																														0	307	58	0	4795		112		204	204			2013	0	11575	0	162	29040	0	0			1	9501	313	25	3612	481	82	209	512	4717	3500	3200	537	3849	6399	5162	267								0	0		
9115																														0	51967	1697	17967	236674	0	908	908	0	0	80951	0	80951	57254	27141	0	11468	648180	0	0	0	0	0	88516	70020	47069	179383	10473	2466	7733	11592	27776	28365	200244	20302	79853	168664	74271	15832	0	0	0	0	0	0	0	0	3617	0	
9160																														0	43557	0	0	15862		21		117	0			5527	2827	1117	0	114	82871	518	0			0	13709	311	11142	30426	4783	5835	1844	646	445	156	45419	10491	8836	3171	1257	506								0	227		
9339																														0	41522	13890	2630	77611		621		26	0			14412	10618	13823	0	115	279380	0	0			0	100599	3211	33961	114333	26159	35924	29894	1864	4741	1624	69361	46840	48564	5183	8606	0								0	302		
9357																														0	0	0	0	14661		594		0	0			93686	3072	2252	0	0	263741	0	0			0	148058	1194	0	99708	147982	0	10	41	25	0	94396	1995	8956	6755	2368	877								0	224		
9553																														0	421	14767	46	334		746		22362	0			2935	0	1092	0	0	46853	0	0			0	4011	139	524	19679	770	279	1117	1616	228	0	38829	848	822	1057	1290	0								0	0		
9807																														0	318238	0	28330	321043	0	328	328	0	0	71441	0	71441	78323	916	0	0	1254764	5173	0	0	0	0	383142	57842	25411	279080	11171	18621	13258	24677	206351	102424	464085	14545	78422	125094	165871	2920	0	0	0	0	0	0	0	0	334	0	
9955																														0	765	6106	198	3062		120		13324	0			5399	170	4675	0	0	45056	0	1806			0	8350	1051	2979	13709	165	475	973	690	5849	110	12321	7978	6896	4714	3464	412								0	30		
10157																														0	0	5676	472	376		80		26831	0			4221	0	2049	0	331	43034	0	0			0	2998	0	881	22667	439	505	14	219	1481	340	11799	14385	2649	4424	3220	2531								0	0		
10250																														0	14540	886	4765	32162		152		82	0			33867	4419	38756	0	740	175012	0	0			0	23686	20025	10455	32594	2533	1759	3789	14107	1396	102	39694	8807	30943	51602	19239	216								251	681		
10849																														0	19352	7797	5964	35698		33		8322	0			5113	0	3423	0	2682	125682	0	4			0	35800	1043	21316	41798	1839	21631	6145	2611	2136	1438	37380	15336	20004	15678	1379	0								451	0		
10858																														0	5671	11901	2817	32570	60	144	84	19120	0	21782	0	21782	4143	42774	0	1270	255846	0	96	96	0	0	8818	4512	662	154587	255	1182	2602	2123	1436	1220	131089	32027	35683	37441	10267	319	0	0	0	0	0	0	0	100000	228	0	
11145																														0	541	16	0	15979		122		11	0			8309	2435	5069	0	717	93617	0	0			0	59766	651	8426	8272	2663	7441	6679	3103	38507	1060	7567	3109	13580	6329	2558	0								1	0		
11350																														0	342	3737	69	2947		2		8486	0			6211	0	1889	0	18	25517	0	0			0	1816	0	0	10208	450	191	589	553	33	0	15605	2200	3022	351	1421	1057								0	0		
11640																														0	1455	11246	1083	18612		176		18473	0			21818	0	14919	0	150	101270	7	0			0	12296	1049	9569	40757	3095	6548	980	1469	175	29	36505	24687	13415	13255	1081	1								0	0		
11837																														0	10872	247	0	763		1090		293	0			18645	0	1423	0	1221	48663	48	0			0	13208	799	1959	17038	3516	3011	6357	284	40	0	7905	2606	18494	3516	2689	0								150	0		
12030																														0	7124	22960	152	39722		1170		6356	0			42035	0	17937	0	1085	175115	2	0			0	35091	1485	2467	75078	4914	7018	17194	2456	3348	0	33860	41218	34223	22816	7909	0								0	0		
12058																														0	4445	3912	451	5580		259		5228	0			10067	0	11626	0	16	66486	0	0			0	23542	1360	3766	1573	2283	3639	3822	10869	2411	518	6965	13329	7606	11025	2924	303								0	0		
12142																														0	1191	3109	965	17946		1297		4924	0			5368	135	15944	0	0	68225	671	0			0	16843	1077	16843	24238	941	1810	8565	4717	555	255	8082	13405	14634	13690	1545	635								97	0		
12245																														0	2095	907	0	17265		13		39	0			2454	0	4001	0	559	54003	0	0			0	26502	63	3915	20149	2238	5383	9547	2239	6786	0	6072	6456	8888	3093	1856	0								105	0		
12311	8804633	184633	45787	1268	4278258	0	3092146	0	52178	19715859	20	3172350	0	177403	4164652	6706463	1090060	2753067	3548184	3725638	144892	0	18611	5584	0	0	0	61699	0	24195	1166399	74582	200407	2841091	25498	184633	159135	45787		4278258	0	4278258	2297831	3092146	0	52178	19715859	20	3172350				1547890	676433	928105		234226	96349	341058	536850	108434	219833							18611			5584	0			0	61699		
12357																														0	0	3067	0	125		28		3215	0			1007	0	869	0	0	9402	0	0			0	1091	0	0	3906	5	82	354	650	0	0	1050	2769	1026	3338	128	0								0	0		
12647																														0	2466	2286	165	5508		13		1989	0			7877	622	2003	0	104	34007	0	0			0	10390	462	5919	14935	2028	4108	3966	87	0	0	10884	7017	4814	783	119	0								91	31		
12656																														0	127	416	161	325		0		1195	0			747	0	1358	0	0	8682	0	0			0	4353	0	2213	2330	660	2181	1175	143	194	0	736	1255	986	892	447	0								0	0		
12937																														0	0	150	11796	20753		54		0	0			11048	8809	606	0	0	92225	76	0			0	35261	3824	354	24543	2880	6824	9974	14166	882	535	30532	7326	8561	10333	288	0								0	0		
12946																														0	3475	9494	346	62671	60	684	624	2965	0	28995	0	28995	561	20907	0	50	203137	0	0	0	0	0	67368	5542	2033	65955	3946	6887	13254	24191	18094	288	58593	27334	24021	20837	2933	167	0	0	0	0	0	0	0	0	79	0	
12955																														0	3716	0	322	20077		0		9	0			13781	113	6879	0	316	59247	0	2168			3716	9521	2345	799	16172	2659	183	6679	0	0	0	14960	3292	27916	3177	0	0								0	0		
13037																														0	6675	142	239	38084		288		6	247			18285	247	5106	0	0	104509	75	0			0	33844	1335	23734	36589	9399	20454	2832	527	186	363	25508	25543	12940	4001	517	56								333	0		
13103																														0	15874	0	13366	117021	0	0	0	0	16	40881	0	40881	8340	5453	0	3560	397333	0	0	0	0	0	185809	6914	36230	21936	4223	8973	14992	4837	40332	111759	45425	15600	39275	78647	27057	4284	0	0	0	0	0	0	0	0	115	0	
13251																														0	793	868	0	3979		0		1911	0			2322	0	2765	0	207	17705	0	0			0	4415	445	0	8059	333	682	3088	181	72	0	2849	5087	4650	393	122	0								0	0		
13309																														0	3416	481	14948	355421	105	282	177	1060	4925	338950	0	338950	34038	276781	0	3720	1321373	0	0	0	0	2247	253117	35630	73956	247696	12016	27391	12796	21368	97919	80255	368200	72082	213715	196655	112023	53222	0	0	0	0	0	0	0	0	3529	0	
13457																														0	0	4258	0	497		12		5432	0			1223	7	735	0	0	12961	0	189			0	604	4	10	5173	38	67	417	74	8	0	10487	1157	325	157	219	0								0	0		
14052																														0	2741	1959	0	9075		0		1141	40			7294	867	5035	0	226	47958	0	0			0	18082	1538	0	35776	5150	9877	2945	62	0	0	6929	13820	3997	3876	631	0								0	0		
14155																														0	4388	5090	0	1178		78		9444	0			12791	0	8701	0	129	61004	0	0			0	18495	710	231	19897	1734	2315	10210	3414	581	195	11202	7107	10314	9689	3136	569								0	0		
14258																														0	88739	4333	5286	87822	0	424	424	755	0	83705	0	83705	9136	9460	0	647	393590	1585	0	0	0	5279	95794	6933	79737	171482	23823	16705	45176	4681	2354	2897	234750	22604	33745	3387	4093	514	0	0	0	0	0	0	0	0	2141	0	
14409	3832381	91582	8976	0	4403324	0	1190317	0	2772	10140141	0	579134	0	0	2324121	4792835	761066	1269216	1235510	1042061	125836	0	0	0	0	0	0	31655	0	0	101095	504	121138	1721727	46892	91582	44690	8976		4403324	0	4403324	787737	1190317	0	2772	10140141	0	579134				836075	264105	324460		63907	92438	111302	75489	189311	299738							0			0	0			0	31655		
14454																														0	699	1342	1382	13410		14		3587	0			2380	0	547	0	0	27506	0	3317			0	828	0	185	8054	40	358	381	0	38	0	7239	5168	11152	1996	580	79								0	0		
14650																														0	120	400	0	2795		2		1166	0			724	0	5979	0	4	15788	36	12			0	4437	185	581	3547	650	384	1032	2264	105	0	1882	1745	4572	2874	164	0								0	0		
14753																														0	91	2597	0	661		9		7651	95			1504	0	776	0	0	14655	0	0			104	1366	0	314	6999	147	241	918	9	50	0	2044	10279	745	131	0	0								0	0		
14865																														0	9542	5746	93	6764		325		14887	0			9428	129	2667	0	3048	58120	137	0			0	3753	718	576	24332	313	8	256	574	1436	1135	25434	6694	8109	10209	1766	2214								408	749		
14931																														0	799	340	371	3404		17		0	0			7132	1082	657	0	0	14425	44	0			0	548	119	520	3228	520	0	24	0	4	0	5852	251	1442	1027	5300	0								0	0		
14940																														0	251	0	2015	23620		57		0	0			2151	15575	17576	0	0	100831	0	0			0	32221	6016	20530	5021	425	2348	2908	11501	13378	1661	20878	493	9354	30989	6823	73								0	1349		
15536																														0	98463	1445	30766	490845	0	286	286	0	0	57713	0	57713	5149	3952	0	6682	879705	0	165661	164451	1210	0	13490	4829	0	360282	52	694	1676	1742	4248	5031	282876	76661	197474	99312	155604	42329	0	0	0	0	0	0	0	0	424	0	
15732																														0	46927	0	0	120479		0		0	0			44092	318	9922	0	0	245788	0	1355			0	16070	6542	595	71501	3415	3085	4324	4830	340	0	75722	14444	53715	71019	14706	0								0	83		
16337																														0	19402	1055	2393	42224		254		178	53			19561	634	25414	0	678	142321	0	0			0	26272	3241	23468	23403	2615	6196	15067	705	1321	368	43447	27436	23830	12548	5255	2617								0	1015		
