"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	TEXT3549	TEXT3550	TEXT3551	
1669															29	682	0	3465	290	320	0	0	0	0	0	2463	0	0				
1829															0	1041	0	3244	430	1640	1167	0	0	0	0	563	0	0	AIR Investments                                                                                                                                                                                  			
1856															0	20	0	265	21	39	15	0	0	0	0	206	0	0	INT E&A-OTHER SECURITIES                                                                                                                                                                         			
2040															0	943	185	2370	322	418	73	23	0	0	0	824	0	0	Petroleum cleanup receivables                                                                                                                                                                    	Computer software                                                                                                                                                                                		
2161															0	198	0	1034	0	426	256	0	0	0	0	410	0	0	Accr US Government Agency                                                                                                                                                                        			
2376															0	4462	0	8087	219	676	0	0	0	0	0	2949	0	0				
2451															0	100	1	413	5	86	31	0	0	0	0	226	45	0	Insurance Agency Receivables                                                                                                                                                                     			
2554															0	0	0	138	11	29	0	0	0	0	0	109	0	0				
2732															0	181	0	3127	63	781	361	137	0	0	0	2165	194	0	current federal income taxes payable                                                                                                                                                             	leasehold purch premium                                                                                                                                                                          		
2750															0	189	0	1807	0	727	0	0	0	0	0	891	657	0				
2938															23	1775	0	4339	117	144	0	0	0	0	0	2420	0	0				
2956															20	0	36	1175	12	81	0	0	0	0	0	1058	0	0				
3252															0	242	0	3161	97	976	519	360	0	0	0	1943	0	0	NP DDA DEBITS                                                                                                                                                                                    	LEASES                                                                                                                                                                                           		
3458															0	47	7	319	26	26	0	0	0	0	0	239	0	0				
3506															0	3937	1982	29062	0	18354	15824	0	0	0	0	4789	0	0	Bank Owned Life Insurance                                                                                                                                                                        			
3579															0	1863	0	4398	0	1245	777	0	0	0	0	1290	0	0	Prepaid Pension Contribution                                                                                                                                                                     			
3720															0	625	178	3855	0	2400	0	0	0	0	0	652	1611	0				
3953															3	52	0	1928	147	499	0	0	0	0	0	1377	349	0				
4138															85	767	0	2004	124	210	0	0	0	0	0	1027	0	0				
4147															0	2778	0	6879	0	3558	0	0	0	0	0	543	3170	0				
4156															0	617	0	1939	0	54	0	0	0	0	0	1268	0	0				
4231															0	0	74	1040	107	107	0	0	0	0	0	859	0	0				
4437															0	525	435	2276	120	556	260	0	0	0	0	760	0	0	DUE FROM HOLDING COMPANY                                                                                                                                                                         			
4745															0	0	0	113	5	5	0	0	0	0	0	108	0	0				
4839															0	985	0	2536	36	272	0	0	0	0	0	1279	0	0				
5005															0	1909	0	10672	0	7178	0	0	0	0	0	1585	5674	0				
5050															43	388	14	1137	74	122	0	0	0	0	0	613	0	0				
5069															0	0	0	2003	266	1012	420	326	0	0	0	991	0	0	DEFERRED COSTS                                                                                                                                                                                   	ACCOUNTS RECEIVABLE                                                                                                                                                                              		
5135															0	334	141	1692	53	94	32	0	0	0	0	1123	0	0	Late Charges Assessed                                                                                                                                                                            			
5210															0	3682	750	19575	0	11195	0	0	0	0	0	3948	10219	0				
5247															0	0	0	6342	226	395	167	0	0	0	0	5947	0	0	Accounts Receivable                                                                                                                                                                              			
5274															0	3367	234	4353	86	257	135	0	0	0	0	495	0	0	Investment in Subsidiary                                                                                                                                                                         			
5331															0	1178	0	3940	1252	2315	854	0	0	0	0	447	0	0	ACCRUED INTEREST ON SECURITIES PURCHASED                                                                                                                                                         			
5461															0	0	387	4779	262	2862	1635	0	0	0	0	1530	511	0	 QZAB                                                                                                                                                                                            			
5751															0	0	0	2629	0	1712	0	0	0	0	0	917	1651	0				
5939															0	15261	17294	55218	0	10872	4021	0	0	0	0	11791	0	0	MBS PRINCIPAL RECEIVABLE                                                                                                                                                                         			
6039															0	299	288	1932	0	554	405	0	0	0	0	791	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      			
6057															0	115	0	369	36	36	0	0	0	0	0	218	0	0				
6141															0	0	53	403	68	88	14	0	0	0	0	262	0	0	prepaid income tax                                                                                                                                                                               			
6329															77	780	0	3657	120	1389	144	321	111	0	0	1488	164	0	SOFTWARE                                                                                                                                                                                         	IENC AGENCIES                                                                                                                                                                                    	IENC MBS                                                                                                                                                                                         	
6842															0	68	0	567	33	242	206	0	0	0	0	257	0	0	Unearned ESOP Shares                                                                                                                                                                             			
6972															0	0	0	7818	0	3947	0	0	0	0	0	3871	3114	0				
7009															0	0	154	12245	0	10253	9237	0	0	0	0	1838	0	0	Other Receivables                                                                                                                                                                                			
7045															0	0	0	1054	120	190	0	0	0	0	0	864	0	0				
7157															0	0	0	343	26	28	0	0	0	0	0	315	0	0				
7166															0	1467	1972	8905	0	3356	0	0	0	0	0	2110	2670	0				
7456															0	86	2	737	29	29	0	0	0	0	0	620	0	0				
7634															0	201	0	865	90	171	44	0	0	0	0	493	0	0	Checking Control                                                                                                                                                                                 			
8033															0	430	53	1103	42	153	3	7	0	0	0	467	101	0	Accrued Late Charges                                                                                                                                                                             	Federal Income Tax Dep.                                                                                                                                                                          		
8154															26	132	127	896	21	47	0	0	0	0	0	590	0	0				
8417															0	2322	0	144909	0	141460	79124	0	0	0	0	1127	0	0	A/R - Trust Fees                                                                                                                                                                                 			
8462															0	21	0	693	0	8	0	0	0	0	0	664	0	0				
8547															0	2972	1430	9872	0	3050				0	0	2420	2730	0				
8631															29	139	23	547	25	58	0	0	0	0	0	327	0	0				
9115															0	1013	0	10241	0	2984	1000	0	0	0	0	6244	0	0	Capital Downstream Receivable                                                                                                                                                                    			
9160															0	562	432	1760	0	127	0	0	0	0	0	639	0	0				
9339															0	3358	754	10153	119	3177	0	0	0	0	0	2864	2732	270				
9357															0	7560	0	9197	93	368	275	0	0	0	0	1269	0	0	STATE TAX REFUND                                                                                                                                                                                 			
9553															0	405	0	2101	59	565	0	0	0	0	0	1131	506	0				
9807															0	9304	0	49841	0	32164	32023	0	0	0	0	8373	0	0	Bank owned life insurance                                                                                                                                                                        			
9955															0	958	0	2199	0	66				0	0	1175	0	0				
10157															0	533	0	2015	66	146	78	0	0	0	0	1336	0	0	RESERVE FOR FEDERAL TAXES-CURRENT                                                                                                                                                                			
10250															23	672	0	2617	136	990	347	236	0	0	0	955	189	0	Accrued Interest on Securities                                                                                                                                                                   	Computer Software                                                                                                                                                                                		
10849															0	1230	42	3341	177	822	532	0	0	0	0	1247	0	0	CORPORATE OWNED LIFE INSURANCE                                                                                                                                                                   			
10858															0	1209	958	5918	141	402	0	0	0	0	0	3349	0	0				
11145															9	687	111	1375	113	169	0	0	0	0	0	408	35	0				
11350															11	185	0	742	27	38	0	0	0	0	0	519	0	0				
11640															0	2158	191	8428	0	3950	0	0	0	0	0	2129	3885	0				
11837															0	896	0	2082	0	898	415			0	0	288	0	0	Income Tax Payable - State			
12030															0	541	1062	4194	0	669	0	0	0	0	0	1922	345	0				
12058															62	346	0	1681	84	196	50	0	0	0	0	1139	0	0	INCOME TAX RECEIVEABLE                                                                                                                                                                           			
12142															0	503	0	2669	102	256	144	0	0	0	0	1910	0	0	deferred loan origination costs                                                                                                                                                                  			
12245															0	460	0	1055	38	42	0	0	0	0	0	553	0	0				
12311	0	61292	0	1375561	0	1201827	863327	0	0	0	0	112442	0	0		61292													Bank Owned Life Insurance                                                                                                                                                                        			
12357															0	4	0	398	14	14	0	0	0	0	0	380	0	0				
12647															0	147	0	468	32	32	0	0	0	0	0	289	0	0				
12656															15	23	0	200	36	53	2			0	0	124	0	0	PREPAID INCOME TAXES                                                                                                                                                                             			
12937															0	616	35	1873	252	654	148	0	0	0	0	568	0	0	Non-Accrual Corporate Bond                                                                                                                                                                       			
12946															0	1413	0	12164	0	7643	0	0	0	0	0	3108	7304	0				
12955															0	324	0	983	166	173	0	0	0	0	0	486	0	0				
13037															0	51	240	2180	0	1135	322	311	380	0	0	754	0	0	TRUST INVESTMENT ACCOUNT                                                                                                                                                                         	EMPLOYEE RES CHARVED OUT LIFE                                                                                                                                                                    	PREPAID INCOME TAX                                                                                                                                                                               	
13103															0	2532	0	8746	625	2368	0	0	0	0	0	3846	655	0				
13251															0	102	3	1033	0	566	0	0	0	0	0	362	434	0				
13309															0	15033	23676	57970	0	8732	0	0	0	0	0	10529	0	0				
13457															0	3	0	1441	0	1076	0	0	0	0	0	362	1068	0				
14052															0	241	119	698	40	43	0	0	0	0	0	295	0	0				
14155															0	228	0	2073	0	927	0	0	0	0	0	918	860	0				
14258															0	3314	0	6481	0	821	538	0	0	0	0	2346	0	0	Fine Arts                                                                                                                                                                                        			
14409	0	59021	0	438607	0	303237	0	0	0	0	0	76349	224184	0		59021																
14454															0	469	198	953	0	7	0	0	0	0	0	279	0	0				
14650															0	60	25	967	30	684	125	0	0	0	0	198	529	0	INVESTMENT IN INSURANCE AGENCY                                                                                                                                                                   			
14753															0	9	0	580	53	67	0	0	0	0	0	504	0	0				
14865															0	240	0	2286	129	1320	28	109	133	0	0	726	899	0	Unposted DDA                                                                                                                                                                                     	Net Software Cost                                                                                                                                                                                	IENC-Securities                                                                                                                                                                                  	
14931															0	95	1	288	54	82				0	0	110	0	0				
14940															0	0	121	1001	145	146	0	0	0	0	0	734	0	0				
15536															0	4000	0	18331	334	7962				0	0	6369	0	0				
15732															0	775	1230	6275	278	3040	0	0	0	0	0	1230	2761	0				
16337															0	903	0	2744	216	536	287	0	0	0	0	1305	33	0	LATE FEES RECEIVABLE                                                                                                                                                                             			
16355															0	197	0	473	22	30	0	0	0	0	0	246	0	0				
16458															0	633	0	2186	83	176	72	0	0	0	0	1377	0	0	Accrued Income Taxes Not Paid                                                                                                                                                                    			
16551															0	564	343	1695	41	293	0	0	0	0	0	495	252	0				
16748															0	302	0	823	72	166	69	0	0	0	0	355	0	0	DEFERRED TAX ASSET                                                                                                                                                                               			
16766															0	6798	2559	20508	0	8451	0	0	0	0	0	2700	8182	0				
16944															0	0	0	334	24	24	0	0	0	0	0	310	0	0				
16953															0	0	0	426	15	17	2	0	0	0	0	409	0	0				
17110															0	219	0	3426	0	3067	2563			0	0	140	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE                                                                                                                                                                 			
17147															0	4493	318	12641	458	3229	1613	958	0	0	0	4601	0	0	Investment in Community Developement                                                                                                                                                             	Accounts Receivable                                                                                                                                                                              		
17259															5	233	0	1569	62	962	0	0	0	0	0	374	890	0				
17464															0	2106	0	13189	0	9362	0	0	0	0	0	1721	7431	0				
17549															2917	433	0	7959	1837	6439	1235	0	0	0	0	1087	0	0	Due From Affiliated Banks                                                                                                                                                                        			
17839															0	389	420	2880	0	196	0	0	0	0	0	1875	0	0				
17950															0	659	0	1225	59	137	78	0	0	0	0	429	0	0	KEY MAN INSURANCE                                                                                                                                                                                			
18050															0	921	267	3225	0	575	165	274	0	0	0	1462	0	0	Software                                                                                                                                                                                         	Unposted debit/credits                                                                                                                                                                           		
18126															0	8185	0	28783	686	14646	0	0	0	0	0	5952	13874	0				
18135															0	629	0	1711	219	290	0	0	0	0	0	792	0	0				
18368															0	777	2831	7963	735	1702	645	0	0	0	0	2653	0	0	Visa payments in process                                                                                                                                                                         			
18377															0	100	5	165	0	12	0	0	0	0	0	48	0	0				
18827															0	499	182	1896	111	243	62	0	0	0	0	972	0	0	Prepaid Taxes                                                                                                                                                                                    			
18836															0	395	134	4206	0	2809				0	0	868	2390	0				
18854															0	48	0	548	48	111	0	0	0	0	0	389	0	0				
18863															0	2486	9	8506	624	3037				0	6	2968	1831	0				
18957															0	281	0	1705	0	883	0	0	0	0	0	541	822	0				
19356															16	0	0	1083	66	341	0	0	0	0	0	742	259	0				
19730															0	24258	4372	41255	0	7246	5000	0	0	0	0	5379	0	0	A/R-US Treasury Note Matured 6/30                                                                                                                                                                			
19936															0	933	170	3401	115	997	65	0	0	0	0	1301	816	0	Accounts Payable - Other                                                                                                                                                                         			
19972															0	251	37	2188	0	1726	0	0	0	0	0	174	1642	0				
20053															0	102	41	385	0	8	0	0	0	0	0	234	0	0				
20147															0	191	0	920	130	429	148	0	0	0	0	300	0	0	OTHER ASSETS                                                                                                                                                                                     			
20259															0	38	0	344	13	53	25	0	0	0	0	253	0	0	Unposted DDA                                                                                                                                                                                     			
20370															0	476	284	1927	153	449	161	35	86	0	0	718	0	0	Suspense Resource Pending                                                                                                                                                                        	Software Owned                                                                                                                                                                                   	PC Investor Balance                                                                                                                                                                              	
20512															0	571	578	8322	334	6588	0	0	0	0	0	585	0	0				
20633															0	429	0	2449	138	531	0	0	0	0	0	1489	0	0				
20754															0	0	0	168	0	0	0	0	0	0	0	168	0	0				
20839															0	310	82	971	57	152	90	0	0	0	0	427	0	0	Investment in State of Georgia Fund                                                                                                                                                              			
20857															0	316	0	1445	14	582	300	0	0	0	0	547	206	0	Prepaid Insurance                                                                                                                                                                                			
20866															0	319	328	1905	0	1016				0	0	242	476	0				
21256															0	18	0	730	0	652				0	0	60	652	0				
21359															0	32	0	271	0	63				0	0	178	47	0				
21630															0	489	0	970	78	194	109	0	0	0	0	287	0	0	Prepaid Income Tax                                                                                                                                                                               			
21658															0	395	0	1506	0	566	0	0	0	0	0	545	503	0				
22048															0	314	112	4116	194	1458	0	0	0	0	0	2232	351	0				
22235															0	845	416	3776	193	500	275	0	0	0	0	2015	0	0	Investment in State of Georgia Fund                                                                                                                                                              			
22356															0	1320	0	4587	119	1183	238	752	0	0	0	2084	0	0	internal suspense items                                                                                                                                                                          	loan suspense items                                                                                                                                                                              		
22459															0	442	111	1553	146	334	0	0	0	0	0	666	0	0				
22543															0	176	0	772	150	234	0	0	0	0	0	362	0	0				
22552															0	194	0	883	54	84	0	0	0	0	0	605	0	0				
22730															0	270	0	1090	0	591	518	0	0	0	0	229	0	0	Accrued Int Receivable - Securities                                                                                                                                                              			
22936															0	367	104	2132	286	408	0	0	0	0	0	1253	0	0				
22954															0	535	86	1716	0	548	0	0	0	0	0	547	464	0				
23036															64	0	334	3814	51	115	0	0	0	0	0	3365	0	0				
23045															0	228	0	422	0	9	0	0	0	0	0	185	0	0				
23241															0	34768	0	111820	0	59989	15271	0	0	0	0	17063	32382	0	Equipment leased to others                                                                                                                                                                       			
23344															0	1088	0	1495	0	5	0	0	0	0	0	402	0	0				
23456															0	174	0	901	41	46	0	0	0	0	0	681	0	0				
23504															0	1616	0	5621	0	1596	942	0	0	0	0	2409	0	0	Advance For Telecredit Clearing                                                                                                                                                                  			
23540															0	539	0	1680	136	234	0	0	0	0	0	907	0	0				
23643															83	509	126	2297	118	201	0	0	0	0	0	1461	0	0				
23755															0	368	0	1008	121	260	131	0	0	0	0	380	0	0	ARROGATED INVESTMENT INTEREST RECEIVABLE                                                                                                                                                         			
23812															0	3583	2956	10293	0	2223	0	0	0	0	0	1531	0	0				
24006															0	2429	55	8982	338	500	0	0	0	0	0	5998	0	0				
24266															0	1632	4993	23894	1743	5577	0	0	0	0	0	11692	3546	0				
24453															0	1063	0	1423	0	15	0	0	0	0	0	345	0	0				
24659															0	0	0	303	0	0	0	0	0	0	0	303	0	0				
24668															0	434	0	1688	162	304	0	0	0	0	0	950	0	0				
24855															0	19	0	212	0	95	0	0	0	0	0	98	76	0				
24949															0	1754	1165	7645	0	2054	0	0	0	0	0	2672	1853	0				
25357															0	208	0	611	124	251	127	0	0	0	0	152	0	0	Investments                                                                                                                                                                                      			
25450															0	7800	17960	143934	0	106855	81639	0	0	0	404	10915	0	0	Accounts Receivable                                                                                                                                                                              			
25647															8	0	94	583	52	378	53	0	0	0	0	111	0	0	Accounts Receiveable                                                                                                                                                                             			
25852															0	1178	441	3972	129	131	0	0	0	0	0	2222	0	0				
26149															0	0	0	671	0	203	115	38	0	0	0	468	0	0	Accrued federal income tax                                                                                                                                                                       	Software                                                                                                                                                                                         		
26233															0	1213	0	5000	0	2219	857	0	0	0	0	1568	0	0	Accrued Intrest on Securities                                                                                                                                                                    			
26242															121	2821	0	5287	237	457	0	0	0	0	0	2009	0	0				
26457															0	0	0	274	0	0	0	0	0	0	0	274	0	0				
26756															9	78	0	417	51	121	0	0	0	0	0	218	16	0				
26765															0	227	0	1015	138	163	0	0	0	0	0	625	0	0				
26859															0	1980	725	4639	297	669	268	0	0	0	0	1265	0	0	crystal & crystal                                                                                                                                                                                			
26916															0	1499	0	4997	0	2016	1869	0	0	0	0	1482	0	0	ACH in process                                                                                                                                                                                   			
27548															5	2478	5	6488	492	1869	0	0	0	0	0	2136	669	0				
27614															0	1176	0	4160	414	1377	354	379	0	0	0	1607	0	0	COMPUTER SOFTWARE                                                                                                                                                                                	PENSION PAYABLE                                                                                                                                                                                  		
27838															0	2050	0	3531	102	249	25	99	0	0	0	1232	0	0	ARTWORK                                                                                                                                                                                          	ACCOUNTS RECIEVABLE                                                                                                                                                                              		
27847															0	497	0	3077	45	1251	0	0	0	0	0	1329	1100	0				
28013															0	16450	0	48559	0	24484	0	0	0	0	0	7625	22941	0				
28152															0	224	0	1206	18	818	0	0	0	0	0	164	703	0				
28255															0	508	0	1558	160	473	143	0	0	0	0	577	0	0	Unamortized EDP Software                                                                                                                                                                         			
28349															6	773	48	1758	87	468	42			0	0	469	0	0	Investment interest receivable                                                                                                                                                                   			
28406															0	2655	0	23005	0	16169	0	0	0	0	0	4181	15427	0				
28572															0	873	0	1800	45	618	227	308	0	0	0	309	0	0	Loan closings                                                                                                                                                                                    	Misc Exchange                                                                                                                                                                                    		
28732															0	84	71	2023	94	1326	0	0	0	0	0	542	1230	0				
29104															0	4549	962	25022	652	14526	28	32	0	0	0	4985	13753	0	DIVIDEND RECEIVABLE                                                                                                                                                                              	PRINCIPAL RECEIVABLE                                                                                                                                                                             		
29159															5	68	0	386	1	6	0	0	0	0	0	312	0	0				
29252															0	709	0	1545	71	262	0	0	0	0	0	574	0	0				
29636															0	1983	365	11319	0	4573	0	0	0	0	0	4398	2951	0				
29850															48	0	22	1547	71	1134	0	0	0	0	0	391	1015	0				
29944															0	0	0	334	0	93	0	0	0	0	0	241	0	0				
29953															0	421	0	968	0	18	0	0	0	0	0	529	0	0				
30025															0	1007	519	4767	712	930	0	0	0	0	0	2311	0	0				
30052															21	156	122	853	126	373	0	0	0	0	0	202	205	0				
30146															0	233	0	646	0	88	49	0	0	0	0	325	0	0	OTHER ASSETS                                                                                                                                                                                     			
30155															0	951	0	2904	45	395	0	0	0	0	0	1558	0	350				
30258															0	463	0	2679	0	1661	0	0	0	0	0	555	737	0				
30418															0	0	0	3839	1349	1378	0	0	0	0	0	2461	0	0				
30502															0	3355	1823	8050	0	1339	0	0	0	0	0	1533	729	0				
30650															0	261	0	1083	0	26	0	0	0	0	0	796	0	0				
30810															0	20	37314	1067013	145388	515463	0	0	0	0	228557	285659	0	0				
30856															0	763	0	1984	0	561	0	0	0	0	0	660	307	0				
31134															0	394	0	2254	265	1232	130	0	0	0	0	628	773	0	Meadowwood Apts LP                                                                                                                                                                               			
31152															0	667	0	1971	68	818	0	0	0	0	0	486	685	0				
31255															0	424	0	2241	337	722	0	0	0	0	0	1095	0	0				
31303															0	30000	0	175636	0	124343	53310	0	0	0	0	21293	58682	0	Prepaid pension plan expense                                                                                                                                                                     			
31657															0	0	0	653	0	0	0	0	0	0	0	653	0	0				
31826															0	763	298	2482	91	657	457	0	0	0	0	764	0	0	IENC - SEC                                                                                                                                                                                       			
31835															0	602	656	3469	0	1174	573	0	0	0	0	1037	377	0	Deferred Compensation of Directors                                                                                                                                                               			
32159															0	631	906	2717	169	706	484	0	0	0	0	474	0	0	Servicing Asset - Loan Sales                                                                                                                                                                     			
32234															0	43	0	692	31	31	0	0	0	0	0	618	0	0				
32766															0	24	4	362	0	238	156	0	0	0	0	96	0	0	ACCRUED INTEREST MUNICIPAL BONDS                                                                                                                                                                 			
33147															0	688	575	3810	193	346	153	0	0	0	0	2201	0	0	Data processing software, net of accumulated amortizatio                                                                                                                                         			
33259															0	669	0	3252	174	254	0	0	0	0	0	2329	0	0				
33268															0	50	0	640	31	54	0	0	0	0	0	536	0	0				
33549															0	10	50	459	36	137	0	0	0	0	0	262	71	0				
33727															0	1096	1314	5715	557	1981	0	0	0	0	0	1324	760	0				
33754															0	0	0	315	0	18	0	0	0	0	0	297	0	0				
33772															0	6002	0	29162	906	18713				0	0	4447	15035	0				
33839															11	113	0	360	21	32	0	0	0	0	0	215	0	0				
33857															0	550	1176	2602	0	269	64	200	0	0	0	607	0	0	Unpaid Co Treas drafts payable on demand                                                                                                                                                         	Atm clearings and settlements                                                                                                                                                                    		
34032															0	100	0	705	78	96	0	0	0	0	0	509	0	0				
34153															0	309	134	1600	160	616	408			0	0	541	0	0	Accounts Receivable                                                                                                                                                                              			
34359															0	306	69	1141	0	418	0	0	0	0	0	348	378	0				
34425															32	1252	0	3663	181	863	236			0	0	1548	0	0	Pension Plan Accrual                                                                                                                                                                             			
34434															0	575	287	2282	236	324	0	0	0	0	0	1096	0	0				
34452															0	57	0	742	64	81	0	0	0	0	0	604	0	0				
34537															0	6023	282	16546	1997	4422	0	0	0	131	0	5688	0	0				
34555															0	368	127	5785	168	4029	340	0	0	0	0	1261	3471	0	Accrued Interest Receivable Securities                                                                                                                                                           			
34742															0	1085	336	6473	0	3997	0	0	0	0	0	1055	3817	0				
34836															0	0	0	420	0	279	0	0	0	0	0	141	179	0				
34863															0	0	0	290	45	72	0	0	0	0	0	218	0	0				
35057															0	161	0	779	25	166	137	0	0	0	0	452	0	0	Prepaid Income Taxes                                                                                                                                                                             			
35244															0	3346	2363	9742	721	1211	0	0	0	0	0	2822	294	0				
35301	0	25683	0	2171541	0	1797737				0	0	348121	0	0		25683																
35570															0	101493	5060	177366	0	43914	40000	0	0	0	0	26899	0	0	BOLI Bank Owned Life Insurance                                                                                                                                                                   			
35646															0	140	15	926	0	569	0	0	0	0	0	202	422	0				
35842															0	193	0	892	36	37	0	0	0	0	0	662	0	0				
35851															4	0	0	412	40	183	139	0	0	0	0	229	0	0	EARNED INTEREST ON SECURITIES                                                                                                                                                                    			
35936															0	0	5	197	0	5	0	0	0	0	0	187	0	0				
36054															0	2281	274	10244	0	3842	0	0	0	0	0	3847	2296	0				
36344															0	1148	505	3801	218	257	0	0	0	0	0	1891	0	0				
36456															0	121	0	1370	32	319	286	0	0	0	0	930	0	0	DDA Suspsense                                                                                                                                                                                    			
36830															0	147	0	809	0	327	0	0	0	0	0	335	315	0				
36858															0	750	0	1760	112	238	61	0	0	0	0	772	0	0	ACCOUNTS RECEIVABLE                                                                                                                                                                              			
36933															0	269	114	1421	214	549	0	0	0	0	0	489	335	0				
37051															0	55	50	689	0	276	0	0	0	0	0	308	254	0				
37341															0	19	193	842	17	418	4	4	0	0	0	212	393	0	OTHER ASSETS                                                                                                                                                                                     	EMP.ACC.REC.                                                                                                                                                                                     		
37350															0	101	0	331	6	6	0	0	0	0	0	224	0	0				
37378															0	390	0	1886	112	645	0	0	0	0	0	851	324	0				
37435															76	1668	0	5698	201	471	0	0	0	0	0	3559	0	0				
37640															19	2773	0	8799	358	3653	0	0	0	0	0	2373	2640	0				
37659															0	95	0	836	19	188	0	0	0	0	0	553	151	0				
37743															0	237	24	562	21	31				0	0	270	0	0				
37949															0	1025	0	6069	0	3504				0	0	1540	3400	0				
38441															0	90	58	1155	0	786	0	0	0	0	0	221	569	0				
38478															0	3116	594	4860	0	0	0	0	0	0	0	1150	0	0				
38526															0	931	119	5181	0	3390	2479	0	0	0	0	741	0	0	Bank Owned Life Insurance                                                                                                                                                                        			
38535															0	1205	0	3450	167	648	0	0	0	0	0	1597	0	0				
38740															0	2288	0	3581	154	331	143	0	0	0	0	962	0	0	Net Software                                                                                                                                                                                     			
39327															0	0	158	2598	0	351	326	0	0	0	0	2089	0	0	Computer software, capitalized                                                                                                                                                                   			
39420															42	3736	1923	12715	1677	3596	0	0	0	0	0	3460	1129	0				
39475															54	4312	1116	22258	329	11364	0	0	0	0	0	5466	10823	0				
39756															0	1179	0	4329	66	1458	0	0	0	0	0	1692	993	0				
39934															0	808	34	5101	179	3765	0	0	0	0	0	494	2936	0				
40033															0	288	0	4018	27	3117	0	0	0	0	0	613	3067	0				
40051															0	2750	437	6421	894	1033	0	0	0	0	0	2201	0	0				
40305															0	12545	0	47109	0	17392	4397	0	0	0	0	17172	0	0	Chittenden Insurance Group Accounts Receivable                                                                                                                                                   			
40350															0	59	0	516	12	12	0	0	0	0	0	445	0	0				
40707															0	815	288	3929	0	1953	1108	0	0	0	0	873	0	0	LOAN PROCEED EXPENSES                                                                                                                                                                            			
40855															0	331	0	795	24	24	0	0	0	0	0	440	0	0				
41245															0	45	13	261	0	30				0	0	173	0	0				
41553															0	99	0	1011	0	21	21			0	0	891	0	0	Other Prepaid Expenses                                                                                                                                                                           			
41629															0	534	187	2686	0	1349	394	550		0	0	616	0	0	Computer Software<Depreciation                                                                                                                                                                   	DDI/ESI Insurance Investment                                                                                                                                                                     		
41647															0	2878	809	9373	0	2762	0	0	0	0	0	2924	2517	0				
