"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
5939	31595	4750	1184	0	31997	6336	0	
6039	945	220	20	0	924	219	0	
6057	182	134	4	0	140	96	0	
6141	335	45	21	0	411	142	0	
6329	2219	850	115	0	1697	443	0	
6972	5890	2175	6	0	3858	149	0	
7009	0	0	0	0	0	0	0	
7045	732	135	33	0	676	112	0	
7157	212	0	6	0	215	9	0	
7166	4113	940	21	0	3776	39	-585	
7456	360	0	0	0	360	0	0	
7634	446	145	4	0	440	143	0	
8033	600	0	38	0	615	53	0	
8154	448	-105	109	0	537	93	0	
8417	599	307	0	0	292	0	0	
8462	309	25	26	0	344	86	0	
8547	3843	515	152	0	4217	1041	0	
8631	308	73	14	0	271	50	0	
9115	8288	975	101	0	7631	419	0	
9160	1207	40	17	0	1153	3	0	
9339	3286	488	8	0	2998	208	0	
9357	2652	405	7	0	2285	45	0	
9553	490	60	3	0	430	3	0	
9807	34304	2250	63	0	32154	163	0	
9955	445	500	13	0	480	548	0	
10157	580	175	175	0	596	366	0	
10250	1667	555	48	0	1479	415	0	
10849	1681	242	2	0	1447	10	0	
10858	4433	5781	31	0	3973	5352	0	
11145	1100	288	44	0	854	86	0	
11640	1188	318	53	0	1014	197	0	
11837	1185	0	58	0	1145	18	0	
12030	4783	1125	1724	0	3690	1756	0	
12058	1085	1269	93	0	726	1003	0	
12142	1177	135	137	0	1149	244	0	
12245	728	28	7	0	701	8	0	
12311	402993	166277	37219	0	408828	181596	-27735	
12357	86	5	0	0	81	0	0	
12647	424	36	1	0	407	20	0	
12656	302	18	12	0	321	49	0	
12937	812	54	0	0	768	10	0	
12946	3911	971	286	0	3530	876	0	
12955	883	350	77	0	797	341	0	
13037	1302	180	35	0	1163	76	0	
13103	3643	33	14	0	3814	73	-145	
13251	299	0	24	0	275	0	0	
13309	59754	36420	4806	0	58829	40301	0	
13457	342	0	6	0	339	3	0	
14052	683	129	16	0	582	44	0	
14155	1001	209	56	0	842	106	0	
14258	5049	675	128	0	4450	204	0	
14409	208811	48397	9483	0	208892	57961	0	
14454	615	285	25	0	737	432	0	
14650	329	10	117	0	288	86	0	
14753	523	0	2	0	525	4	0	
14865	742	67	9	0	685	19	0	
14931	145	-104	118	0	131	0	0	
14940	1174	301	10	0	893	30	0	
15536	9154	4000	825	0	7813	3484	0	
15732	3239	300	155	0	2906	122	0	
16337	1487	315	27	0	1343	198	0	
16355	508	-10	3	0	521	6	0	
16458	1168	220	36	0	1458	546	0	
16551	1241	210	60	0	1001	30	0	
16748	444	206	24	0	388	174	0	
16766	6271	2413	0	0	6295	2436	-1	
16944	305	0	21	0	287	3	0	
16953	128	20	4	0	107	3	0	
17110	783	211	0	0	572	0	0	
17147	5922	1900	471	0	5745	2194	0	
17259	118	50	13	0	91	36	0	
17464	7502	2280	265	0	6555	1598	0	
17549	1378	1100	73	0	2041	1836	0	
17839	1857	100	270	0	2059	572	0	
17950	526	40	0	0	304	18	200	
18050	2020	300	65	0	1404	151	402	
18126	6882	934	145	0	7992	2440	251	
18135	727	300	59	0	644	276	0	
18368	5910	900	100	0	5403	493	0	
18377	42	0	0	0	42	0	0	
18827	1120	85	2	0	1165	52	-80	
18836	780	260	42	0	688	210	0	
18854	144	18	6	0	170	50	0	
18863	5028	600	50	0	2121	179	2436	
18957	389	82	12	0	312	17	0	
19356	1045	100	34	0	1010	99	0	
19730	11563	0	22	0	11570	29	0	
19936	1139	270	92	0	1061	284	0	
19972	76	0	0	0	76	0	0	
20053	157	8	18	0	163	32	0	
20147	571	0	28	0	638	95	0	
20259	237	36	26	0	211	36	0	
20370	968	235	46	0	1157	470	0	
20512	653	30	53	0	601	31	0	
20633	1860	50	127	0	1880	197	0	
20754	66	0	3	0	71	8	0	
20839	874	208	4	0	715	53	0	
20857	243	384	0	0	223	364	0	
20866	369	110	4	0	369	114	0	
21256	56	0	1	0	55	0	0	
21359	121	0	0	0	121	0	0	
21630	327	33	0	0	300	6	0	
21658	705	87	17	0	601	0	0	
22048	1049	339	13	0	1008	311	0	
22235	2275	768	11	0	2124	628	0	
22356	1719	160	64	0	1551	56	0	
22459	829	63	8	0	836	78	0	
22543	355	25	2	0	333	5	0	
22552	526	315	39	0	451	279	0	
22730	839	2	140	0	858	161	0	
22936	1301	510	89	0	1073	371	0	
22954	630	80	0	0	540	10	20	
23036	2931	1285	88	162	2370	650	0	
23045	227	0	3	0	224	0	0	
23241	24554	1760	2491	0	23868	3565	0	
23456	450	148	16	0	398	112	0	
23504	2413	180	53	0	2348	62	-106	
23540	394	9	6	0	404	25	0	
23643	1178	890	23	0	855	590	0	
23755	525	72	10	0	494	51	0	
23812	6375	1655	305	0	6344	1929	0	
24006	1650	180	7	0	1521	58	0	
24266	17465	600	562	0	20659	2669	-1687	
24453	333	60	6	0	285	18	0	
24659	222	0	0	0	222	0	0	
24668	889	254	43	0	622	98	68	
24855	49	0	22	0	35	8	0	
24949	3239	558	64	0	2965	348	0	
25357	211	20	1	0	190	0	0	
25647	1964	1541	4	0	466	47	0	
25852	4568	273	21	0	4209	38	103	
26149	645	15	33	0	721	124	0	
26233	3248	521	152	0	2891	316	0	
26242	1243	440	200	0	1156	553	0	
26457	204	0	2	0	202	0	0	
26756	867	0	73	0	324	79	549	
26765	126	50	2	0	96	22	0	
26859	3352	240	88	0	3308	284	0	
26916	2750	210	51	0	2836	347	0	
27548	2706	683	38	0	2404	419	0	
27614	1560	0	43	0	1584	67	0	
27838	1549	82	1	0	1469	3	0	
27847	1299	566	53	0	930	250	0	
28013	1605	-500	0	0	2105	0	0	
28152	235	0	0	0	237	2	0	
28255	419	0	29	0	452	62	0	
28349	708	150	41	0	382	105	240	
28406	1464	0	2	0	1467	5	0	
28572	289	22	14	0	305	52	0	
28732	314	27	2	0	306	21	0	
29104	2381	270	13	0	2191	93	0	
29159	245	10	43	0	239	47	0	
29252	859	70	2	0	960	173	0	
29636	4222	1007	209	0	3375	1216	847	
29850	263	51	7	0	235	30	0	
29944	294	90	20	0	205	21	0	
29953	773	10	207	0	785	229	0	
30025	4695	270	125	0	4411	111	0	
30052	276	76	17	0	330	147	0	
30146	295	15	5	0	282	7	0	
30155	1391	405	77	0	1081	172	0	
30258	1899	348	15	0	1627	91	0	
30418	0	0	0	0	0	0	0	
30502	3361	450	125	0	3133	347	0	
30650	951	210	25	0	786	70	0	
30810	891622	976663	68371	0	814900	968312	0	
30856	1154	275	15	0	928	64	0	
31134	597	234	176	0	500	371	58	
31152	790	136	2	0	654	2	0	
31255	1628	819	35	0	1542	768	0	
31303	9774	900	995	0	9749	1870	0	
31657	340	92	43	0	289	84	0	
31826	1219	100	161	0	1302	344	0	
31835	2724	0	102	0	2912	290	0	
32159	677	432	49	0	739	543	0	
32234	198	42	27	0	135	6	0	
32766	207	83	4	0	142	22	0	
33147	1995	310	4	0	1784	103	0	
33259	2568	460	0	0	2112	4	0	
33268	659	110	48	0	515	14	0	
33549	252	0	0	0	252	0	0	
33727	1649	315	106	0	1702	474	0	
33754	55	0	0	0	55	0	0	
33772	8758	450	277	0	8158	127	0	
33839	155	0	6	0	193	44	0	
33857	1164	0	175	0	1193	204	0	
34032	712	-45	25	0	780	48	0	
34153	5072	407	31	0	3936	300	998	
34359	340	20	103	0	323	106	0	
34425	1538	314	19	0	1493	288	0	
34434	892	80	37	0	892	117	0	
34452	335	9	1	0	395	70	0	
34537	6833	0	271	0	7034	472	0	
34555	793	45	24	0	796	72	0	
34742	1278	225	8	0	1204	159	0	
34836	131	50	0	0	83	2	0	
34863	201	45	4	0	170	18	0	
35057	807	238	51	0	538	20	0	
35244	7563	1770	313	0	6893	1413	0	
35301	61037	3000	1963	2595	58361	0	308	
35570	4312	500	277	0	3925	390	0	
35646	222	0	0	0	222	0	0	
35842	412	60	3	0	376	27	0	
35851	290	10	6	0	294	20	0	
35936	29	0	0	0	29	0	0	
36054	6621	2694	118	0	5910	2101	0	
36344	1964	140	54	0	2089	319	0	
36456	441	40	5	0	456	60	0	
36830	375	0	0	0	377	2	0	
36858	2260	246	4	0	2016	6	0	
36933	707	101	71	0	659	124	0	
37051	343	211	1	0	255	124	0	
37341	245	6	27	0	301	89	0	
37350	273	60	55	0	272	114	0	
37378	670	170	2	0	569	71	0	
37435	6475	1380	274	0	5752	931	0	
37640	3028	230	59	0	2909	170	0	
37659	469	34	19	0	461	45	0	
37743	503	45	7	0	473	22	0	
37949	1335	138	3	0	1208	14	0	
38441	275	0	6	0	275	6	0	
38478	1496	469	352	0	1658	1483	500	
38526	1642	380	48	0	1763	549	0	
38535	3298	0	86	0	3212	0	0	
38740	1144	225	83	0	1071	235	0	
39327	2170	0	5	0	2130	31	66	
39420	6557	1725	300	0	5890	1358	0	
39475	8012	3710	342	0	6624	2664	0	
39756	831	592	53	0	735	549	0	
39934	1316	180	44	0	1320	278	50	
40033	1162	0	510	0	1029	381	4	
40051	3429	225	42	0	3351	189	0	
40305	26797	3640	2195	0	29704	5865	-2877	
40350	255	0	0	0	255	0	0	
40707	1641	207	48	0	1502	116	0	
40855	390	30	0	0	431	71	0	
41245	213	33	17	0	163	0	0	
41553	638	0	105	0	615	82	0	
41629	1212	991	196	0	1154	1129	0	
41647	4541	270	12	0	4367	108	0	
41759	322	9	7	0	318	12	0	
41825	2351	15	8	0	2332	4	0	
41937	434	22	1	0	411	0	0	
41955	321	0	1	0	320	0	0	
42037	216	67	21	0	165	37	0	
42055	248	12	17	0	239	20	0	
42354	607	60	4	0	565	22	0	
42420	28012	7785	1352	0	26778	7903	0	
42448	2023	729	72	0	2021	799	0	
42457	707	0	79	0	637	9	0	
42541	149736	33707	18372	0	149736	52079	0	
43052	674	334	60	0	444	164	0	
43155	1944	505	137	0	1704	402	0	
43173	38966	6516	26	0	34550	2126	0	
43324	1200	1040	83	0	844	767	0	
43351	39	0	0	0	40	1	0	
43454	238	5	4	0	286	57	0	
43511	1796	128	94	0	1893	319	0	
43641	421	22	7	0	449	57	0	
43744	464	68	3	0	425	32	0	
43856	287	0	8	0	280	1	0	
43959	2236	1586	116	0	1511	977	0	
44040	1325	180	28	0	1237	120	0	
44134	13866	1936	452	0	12455	977	0	
44433	3077	1624	137	0	2682	1366	0	
44451	587	119	1	0	483	16	0	
44602	3059	-451	1133	0	2900	78	-445	
44741	1933	392	57	0	1787	303	0	
44750	618	40	0	0	584	6	0	
44929	387	103	18	0	355	89	0	
45038	633	90	12	0	780	249	0	
45047	546	175	107	0	459	195	0	
45056	611	25	29	0	574	17	0	
45270	1411	225	15	0	1241	70	0	
45430	825	90	8	0	761	34	0	
45458	119	0	1	0	118	0	0	
45551	2743	0	66	0	2892	215	0	
45560	3112	333	61	0	2999	281	0	
45627	27411	6095	648	0	25843	4853	-322	
45775	217	1	0	0	216	0	0	
46053	1099	0	168	0	943	12	0	
46941	594	135	67	0	750	358	0	
47153	141	64	2	0	137	62	0	
47247	2012	118	24	0	1960	90	0	
47256	282	27	0	0	263	8	0	
47377	10265	4010	683	0	7354	3132	1350	
47452	499	0	5	0	494	0	0	
47500	1740	0	28	0	1724	12	0	
47658	109	166	3	0	96	156	0	
48057	298	145	6	0	327	180	0	
48150	118	8	0	0	115	5	0	
48208	2488	369	103	0	2413	397	0	
48374	2848	533	20	0	2473	178	0	
48440	320	0	1	0	322	3	0	
48552	566	61	0	0	506	1	0	
48673	57	8	2	0	71	24	0	
48730	1269	584	48	0	1203	566	0	
49054	415	78	0	0	355	18	0	
49148	421	0	21	0	412	12	0	
49241	1178	835	341	0	1610	1608	0	
49344	1050	0	8	0	1048	6	0	
49362	50197	17103	6508	0	49361	19390	-3385	
49540	590	50	115	0	633	208	0	
49643	200	12	3	0	193	8	0	
49652	967	395	13	0	795	236	0	
49821	7485	675	116	0	7356	662	0	
49858	138	30	28	0	132	52	0	
49951	416	0	9	0	426	19	0	
50144	439	56	50	0	427	94	0	
50461	2993	800	810	0	2638	1255	0	
50546	247	71	3	0	200	27	0	
50854	386	45	17	0	410	86	0	
50957	694	595	1	0	703	605	0	
51253	1112	225	87	0	1163	363	0	
51347	397	86	5	0	372	66	0	
51356	613	190	14	0	515	106	0	
51459	933	159	46	0	829	101	0	
51730	211	45	51	0	177	62	0	
51842	1038	0	5	0	1045	12	0	
51972	1506	90	60	0	1387	31	0	
52410	302	19	9	0	320	46	0	
52456	154	5	62	0	123	36	0	
52719	0	0	0	0	0	0	0	
52951	366	5	82	0	398	119	0	
53015	280	71	26	0	233	50	0	
53033	12315	594	1184	0	11796	1259	0	
53051	102	0	2	0	100	0	0	
53239	823	108	27	0	767	59	-20	
53453	169	36	13	0	173	53	0	
53752	217	100	11	0	265	159	0	
54049	488	50	3	0	444	9	0	
54058	2074	280	29	0	1857	92	0	
54124	743	130	8	0	658	53	0	
54357	87	29	16	0	78	36	0	
54375	3131	986	11	0	1800	510	844	
54441	517	81	1	0	436	1	0	
54656	699	70	21	0	654	46	0	
55019	2070	359	75	0	2070	434	0	
55176	424	0	0	0	427	3	0	
55251	1436	850	50	0	1226	690	0	
55336	1920	436	62	0	1500	78	0	
55635	529	114	11	0	443	39	0	
55653	360	202	97	0	342	281	0	
55916	160	24	7	0	160	31	0	
56230	643	40	12	0	632	41	0	
56258	1060	85	10	0	1026	61	0	
56351	3416	740	191	0	3205	720	0	
56427	199	36	10	0	186	33	0	
56548	987	155	12	0	837	17	0	
56557	9862	1990	475	0	8872	1475	0	
56717	2751	575	49	0	2373	246	0	
56726	620	76	4	0	584	44	0	
57040	372	36	0	0	336	0	0	
57134	3861	800	27	0	3539	505	0	
57228	722	246	10	0	792	326	0	
57255	764	0	655	0	500	76	-315	
57451	1516	76	16	0	1446	22	0	
57572	409	27	1	0	391	10	0	
57956	861	100	37	0	850	126	0	
58074	811	135	74	0	788	186	0	
58207	1625	135	4	0	1505	19	0	
58225	918	205	29	0	783	99	0	
58243	16111	4280	372	0	13028	2777	1208	
58355	31	0	1	0	39	9	0	
58551	683	100	40	0	624	81	0	
58636	1420	400	237	0	1249	730	264	
58757	258	10	5	0	246	3	0	
58971	31168	5886	1468	0	29465	5651	0	
59259	521	0	1	0	526	6	0	
59316	3143	480	67	0	3216	620	0	
59352	1126	0	3	0	824	166	465	
59679	84	9	0	0	82	7	0	
59754	176	95	6	0	176	101	0	
60143	424855	266747	8984	95134	419965	183323	7616	
60219	937	135	4	0	805	7	0	
60330	2494	1152	108	0	1739	505	0	
60433	2469	0	218	0	2925	674	0	
60545	403	0	0	0	403	0	0	
60554	385	18	1	0	386	20	0	
60648	1958	440	65	0	1739	286	0	
61001	4000	301	46	0	3700	47	0	
61122	5880	1155	490	0	5675	1440	0	
61355	4731	3566	424	0	3202	2461	0	
61476	439	11	0	0	428	0	0	
61533	1557	425	29	0	1261	158	0	
61757	1546	230	30	0	1403	117	0	
61832	488	35	14	0	474	35	0	
61953	225	12	11	0	223	21	0	
62044	388	433	9	0	328	382	0	
62101	42099	9686	3838	0	36129	7554	0	
62147	350	45	1	0	319	15	0	
62651	645	162	15	0	615	147	0	
63050	788	0	30	0	774	16	0	
63069	159173	49500	5449	5563	142862	41862	8787	
63078	5467	2467	175	0	4308	1483	0	
63201	366	100	6	0	340	80	0	
63359	855	339	42	0	885	411	0	
63573	4952	90	24	0	4838	0	0	
63733	1532	575	116	0	1371	530	0	
63742	1200	192	9	0	1001	2	0	
63751	82	42	12	0	80	52	0	
64150	343	90	2	0	252	1	0	
64253	29	0	0	0	30	1	0	
64543	4831	2040	122	0	4106	1437	0	
64552	302	182	3	0	52	22	87	
64619	11884	8013	884	251	12272	9034	0	
64646	631	415	14	0	427	262	37	
64730	1409	110	23	0	1343	67	0	
64758	1041	0	1	0	1041	1	0	
65205	3534	38	0	0	3496	0	0	
65241	1183	345	10	0	906	78	0	
65513	292	0	0	0	293	1	0	
65559	1599	206	23	0	1377	7	0	
65746	5511	360	69	0	5550	468	0	
65858	4623	900	252	0	4187	841	125	
66015	3797	800	728	0	2697	428	0	
66154	387	13	61	0	561	248	0	
66172	3294	0	5	0	3291	2	0	
66275	4108	633	691	0	5159	2375	0	
66350	826	758	46	0	515	493	0	
66613	8	-64	0	0	72	0	0	
66837	767	83	9	0	725	50	0	
66846	2191	1116	187	0	1682	794	0	
66903	3267	608	98	0	2829	442	174	
67142	311	14	51	0	351	105	0	
67151	1433	345	16	0	1236	164	0	
67209	1798	0	28	0	1843	73	0	
67254	27	0	3	0	26	2	0	
67311	122797	72627	15187	0	125239	87716	-2540	
67414	491	154	19	0	420	102	0	
67777	2136	225	5	0	1923	17	0	
67852	11292	18077	1531	0	11115	13613	-5818	
68345	1456	0	16	0	1470	30	0	
68448	469	0	28	0	504	63	0	
68569	35845	4255	4591	0	35943	8944	0	
68756	500	275	16	0	470	261	0	
68831	805	243	28	0	750	216	0	
68840	848	77	41	0	744	14	0	
68859	2763	225	48	0	2577	87	0	
68943	889	0	39	0	867	17	0	
69333	3072	321	25	0	2758	32	0	
69351	262	74	0	0	188	0	0	
69650	77	-51	0	0	128	0	0	
69678	4129	1375	87	0	2967	300	0	
69847	145	0	5	0	159	19	0	
70049	2293	90	20	0	2196	13	0	
70058	232	185	24	0	232	209	0	
70076	114	0	0	0	114	0	0	
70151	578	67	5	0	531	25	0	
70218	980	164	5	0	856	45	0	
70254	141	0	10	0	133	2	0	
70414	1231	162	19	0	1071	21	0	
70638	1807	0	224	0	1920	337	0	
70955	90	0	4	0	88	2	0	
71318	4776	0	39	0	4809	72	0	
71457	1066	45	1	0	1023	3	0	
71671	939	-50	0	0	995	6	0	
71859	82	0	8	0	78	3	0	
72258	882	99	3	0	793	13	0	
72351	785	198	66	0	722	201	0	
72418	1153	115	24	0	1118	104	0	
72454	429	87	5	0	362	25	0	
72614	3857	180	46	0	3649	18	0	
72678	430	233	52	0	349	204	0	
73031	673	0	42	0	646	15	0	
73116	3850	855	343	0	3804	1152	0	
73152	448	0	73	0	478	103	0	
73554	1730	563	168	0	1131	132	0	
73956	922	0	14	0	1019	111	0	
74056	242	18	4	0	224	4	0	
74140	3875	338	177	0	3735	375	0	
74159	197	9	38	0	153	3	0	
74337	205	18	0	0	187	0	0	
74403	1664	203	17	0	1455	11	0	
74449	66	0	0	0	66	0	0	
74458	276	68	0	0	224	16	0	
75053	2338	475	58	0	1977	172	0	
75259	8	0	1	0	9	2	0	
75446	1617	160	67	0	1562	172	0	
75455	619	270	128	0	548	327	0	
75558	595	125	7	0	508	45	0	
75576	16004	2700	704	0	15385	2785	0	
75633	209146	58393	11520	0	227374	88141	0	
75651	298	22	49	0	374	147	0	
75857	2927	2367	85	0	1877	1402	0	
76050	585	401	15	0	483	314	0	
76135	1864	0	132	0	1893	161	0	
76153	423	15	17	0	395	4	0	
76201	2911000	1955000	166000	7000	3608000	1876000	-935000	
76443	696	170	23	0	604	101	0	
76742	950	340	85	0	980	455	0	
76854	1288	637	27	0	1288	664	0	
77150	292	-900	1001	0	209	18	0	
77253	374	79	16	0	302	23	0	
77347	1675	125	259	0	1586	295	0	
77374	2883	807	5	0	2366	295	0	
77422	487	0	0	0	487	0	0	
77758	6589	7859	142	0	5980	7392	0	
77851	6044	3185	972	0	8561	6674	0	
78036	870	83	1	0	806	20	0	
78054	803	1291	485	0	571	1544	0	
78157	247	13	7	0	237	10	0	
78241	268	29	14	0	258	33	0	
78559	157	13	11	0	140	7	0	
78643	572	27	6	0	625	86	0	
78858	50	10	4	0	67	31	0	
79042	78	0	1	0	78	1	0	
79127	1133	191	257	0	1547	862	0	
79145	858	56	12	0	807	17	0	
79257	193	0	1	0	192	0	0	
79855	1045	75	5	0	986	21	0	
80020	10	1	0	0	9	0	0	
80150	2294	0	75	0	2228	9	0	
80431	843	342	104	0	741	344	0	
80552	112	17	0	0	160	65	0	
80936	849	441	84	0	833	509	0	
81054	943	180	32	0	883	152	0	
81429	319	315	2	0	274	272	0	
82024	1568	-4	6	0	1629	63	0	
82033	555	180	0	0	389	14	0	
82257	302	20	40	0	258	16	0	
82350	254	94	15	0	237	92	0	
82659	303	45	2	0	289	33	0	
83151	525	140	22	0	433	70	0	
83236	74	9	1	0	68	4	0	
83311	28014	17400	832	0	26957	16080	-1095	
83357	232	60	15	0	315	158	0	
83450	11082	2950	607	0	8701	1176	0	
83638	25908	5100	919	0	23862	3973	0	
83834	625	32	0	0	605	12	0	
83852	140	0	17	0	124	1	0	
83955	323	80	52	0	496	305	0	
84046	387	0	1	0	387	1	0	
84055	112	0	0	0	112	0	0	
84251	122	46	0	0	123	47	0	
84345	1154	225	2	0	942	15	0	
84541	3339	877	513	0	3318	1369	0	
84804	168	125	0	0	52	9	0	
84970	2392	0	106	0	2710	424	0	
85043	364	108	5	0	309	58	0	
85052	27	0	0	0	27	0	0	
85258	183	0	0	0	183	0	0	
85454	386	70	12	0	334	30	0	
85856	69	0	0	0	69	0	0	
85931	1147	195	67	0	1025	140	0	
86349	1406	531	108	0	1082	315	0	
86358	302	0	3	0	300	1	0	
86527	3952	645	114	0	3644	451	0	
86554	571	339	32	0	319	119	0	
87047	421	27	9	0	435	50	0	
87159	340	0	45	0	327	32	0	
87234	1853	135	41	0	1804	127	0	
87476	1205	678	6	0	574	53	0	
87533	1915	287	14	0	1691	77	0	
87944	9818	9242	178	0	8519	8121	0	
88240	305	80	0	0	254	29	0	
88259	400	65	8	0	327	0	0	
88352	245	60	19	0	231	65	0	
88455	1499	0	11	0	1510	22	0	
88530	648	192	17	0	785	346	0	
88950	125	5	1	0	145	26	0	
89032	422	45	13	0	428	64	0	
89135	690	263	5	0	440	18	0	
89162	0	0	0	0	0	0	0	
89452	499	90	2	0	428	21	0	
89751	2599	0	29	0	2731	161	0	
89854	752	31	9	0	745	33	0	
89957	217	132	55	0	171	141	0	
90047	242	50	0	0	195	3	0	
90159	438	0	2	0	436	0	0	
90234	1964	120	559	0	1838	553	0	
90252	160	5	3	0	152	0	0	
90328	2084	315	175	0	1822	228	0	
90337	2101	215	28	0	1909	51	0	
90403	23956	4498	1156	0	20811	6154	3645	
90467	1038	0	0	0	1041	3	0	
90627	1569	180	67	0	1457	135	0	
90645	457	0	0	0	457	0	0	
90739	1010	51	132	0	901	74	0	
91129	263	39	12	0	216	4	0	
91147	671	183	16	0	636	164	0	
91156	1693	1071	127	0	1887	1392	0	
91259	612	4	28	0	452	43	171	
91615	403	37	4	0	389	27	0	
91651	725	190	15	0	584	64	0	
91754	517	94	4	0	485	66	0	
91866	2869	270	4	0	2605	10	0	
91950	388	0	5	0	393	10	0	
91969	4489	1260	32	0	3507	310	0	
92050	391	55	2	0	406	72	0	
92144	312	0	1	0	323	12	0	
92162	906	296	7	0	668	65	0	
92630	5519	1710	64	0	3803	58	0	
92706	1028	20	31	0	1072	95	0	
92854	322	193	3	0	203	77	0	
92902	143	0	6	0	145	8	0	
93039	2196	150	7	0	2328	289	0	
93244	699	116	5	0	636	58	0	
93329	449	21	9	0	417	23	25	
93413	2282	80	125	0	2663	586	0	
93543	2111	280	84	0	2097	350	0	
93619	0	0	0	0	0	0	0	
93628	1083	54	3	0	1102	76	0	
93721	41052	6839	1107	0	39087	5981	0	
93758	361	620	83	0	326	668	0	
94139	1831	386	206	0	1831	592	0	
94447	655	90	10	0	715	160	0	
94456	453	143	46	0	375	111	0	
94522	1911	302	54	0	1775	220	0	
94661	5913	450	334	0	5498	369	0	
94755	626	120	29	0	586	109	0	
94858	443	80	3	0	415	55	0	
95051	1476	96	19	0	2252	891	0	
95659	315	90	10	0	273	58	0	
95725	3427	699	202	0	2166	471	831	
95855	502	-100	80	0	496	7	33	
96254	1176	170	1	0	1034	29	0	
96357	754	0	92	0	701	39	0	
96553	976	305	10	0	797	136	0	
97037	4724	875	69	0	4098	318	0	
97055	227	16	0	0	211	0	0	
97279	154	3	6	0	147	2	0	
97457	154	23	0	0	147	16	0	
97804	1515	180	39	0	1531	235	0	
97943	950	435	5	0	791	281	0	
98351	257	10	293	0	204	250	0	
98454	954	355	7	0	886	294	0	
98463	2361	314	9	0	2146	108	0	
98548	514	0	18	0	507	11	0	
98557	465	192	35	0	357	119	0	
98641	838	267	93	0	815	337	0	
98717	2078	0	2	0	2127	51	0	
99004	1058	320	50	0	816	128	0	
99059	335	40	5	0	313	23	0	
99143	1093	875	42	0	733	557	0	
99255	293	0	0	0	293	0	0	
99442	995	0	2	0	1000	7	0	
99536	970	254	73	0	834	191	0	
99853	207	230	42	0	350	415	0	
99974	877	720	42	0	796	681	0	
100160	2615	0	160	0	2829	374	0	
100236	1861	552	13	0	1382	86	0	
100357	2397	973	314	0	2556	1446	0	
100553	338	10	1	0	334	7	0	
100562	13692	1957	239	0	13058	916	-646	
100843	1829	270	56	0	1659	156	0	
101019	70909	3753	1104	0	75826	10290	516	
101037	5120	575	216	0	4975	646	0	
101233	12710	4251	604	0	11932	4077	0	
101327	4858	-500	276	0	5310	228	0	
101345	669	361	18	0	508	218	0	
101439	1095	396	130	0	834	265	0	
101671	2008	453	188	0	1677	310	0	
101738	1516	104	108	0	1580	276	0	
101952	397	40	16	0	359	18	0	
102155	121	5	8	0	109	1	0	
102333	136	0	1	0	135	0	0	
102342	663	65	23	0	722	147	0	
102539	370	111	3	0	400	144	0	
102557	379	0	4	0	414	39	0	
103134	786	0	10	0	782	6	0	
103255	3833	710	141	0	3506	524	0	
103536	3046	260	103	0	2905	222	0	
103554	251	24	6	0	242	21	0	
103563	153	17	32	0	131	27	0	
103602	0	0	0	0	416	0	-416	
104038	12426	1487	275	0	11911	5101	3854	
104056	466	3	4	0	466	7	0	
104234	487	90	79	0	331	13	0	
