"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
7166																														0	82533	25	7553	118857	0	890	890	495	0	48601	0	48601	5172	2250	0	0	311952	996	3099	3099	0	0	41146	1113	9501	86762	1243	5400	2915	1380	7758	22145	100397	45778	35047	50332	33320	5893	0	0	0	0	0	0	0	749	465	0	
7456																														0	185	1158	0	517		0		8743	0			5147	0	1775	0	0	17835	0	0			0	310	0	0	8069	0	0	41	55	214	0	3418	4651	4215	2874	1720	37								0	0		
7634																														0	722	668	0	3081		25		1844	0			7895	0	4624	0	0	23686	0	0			0	4261	566	0	8723	527	547	953	1496	733	0	3642	4007	6769	3424	1139	208								0	0		
8033																														0	1899	26	0	147		262		6507	0			15748	446	6335	0	0	36974	0	0			0	5604	0	1833	26357	2321	246	1825	1042	88	82	20828	2957	3576	3058	725	0								0	0		
8154																														0	26	11029	14	3714		27		2946	2031			3450	66	1375	0	30	29964	0	2031			0	5226	0	4727	3655	495	1243	2956	436	96	0	4619	5171	8835	4445	1210	452								0	30		
8417																														0	0	0	0	0	0	195551	195551	0	0	0	0	0	0	0	0	0	195551	0	0	0	0	0	0	0	0	195551	0	0	0	0	0	0	195551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	396	1860	0	1818		4		7971	0			5737	0	6445	0	242	27957	8	0			0	3009	483	28	10393	36	197	108	17	842	1809	12501	2892	4367	3305	1455	433								0	0		
8547																														0	4750	19459	3285	50034	0	0	0	7016	0	24133	0	24133	5983	35734	0	90	274174	1092	397	397	0	0	121524	2313	26939	22709	3465	7651	13945	5576	27369	62872	29863	36575	20975	26110	19904	20033	0	0	0	0	0	0	0	548	0	0	
8631																														0	321	62	0	4313		118		85	208			1476	0	11845	0	162	28415	0	0			26	9698	335	27	3483	318	38	165	716	4787	3674	2780	459	3366	6713	4652	592								0	0		
9115																														0	52031	1810	21206	204955	0	4688	4688	0	0	70131	0	70131	40718	22420	0	11604	583325	0	0	0	0	0	83598	67228	45846	140542	7659	1846	10555	8402	28624	26149	171703	19450	85645	144280	69833	8313	0	0	0	0	0	0	0	0	2936	0	
9160																														0	21018	0	0	14716		42		119	0			21223	3527	1035	0	120	79711	400	0			18	17730	429	9954	29000	4655	5453	2998	3614	856	154	36754	11344	9518	3456	900	409								0	152		
9339																														0	29096	11272	2617	68780		105		1663	0			13352	7829	14054	0	161	238017	0	0			0	86049	2687	21009	96755	13411	33560	31397	1517	4831	1201	44537	46201	46216	6216	8084	0								0	352		
9357																														0	0	0	0	13640		4042		0	0			82405	2582	2913	0	0	399792	0	0			0	293998	0	0	67133	293904	0	20	74	0	0	84918	3948	11164	3630	2134	0								0	212		
9553																														0	383	13971	53	437		616		19367	0			3024	0	1102	0	0	42842	0	0			0	3733	156	539	19514	635	312	984	1596	206	0	36101	407	688	819	1094	0								0	0		
9807																														0	304968	0	26793	297315	0	841	841	0	0	74953	0	74953	69494	1158	0	0	1203473	4786	0	0	0	0	365529	66837	27039	295002	8420	20421	15360	22416	203825	89650	427967	33192	85407	116689	151921	3084	0	0	0	0	0	0	0	0	371	0	
9955																														0	152	6429	212	3089		113		15084	0			6559	135	4561	0	0	48247	0	2069			0	8720	1093	1758	15592	265	814	880	679	5932	130	15181	6624	7165	6177	3496	48								0	31		
10157																														0	0	6054	487	493		64		27297	0			3536	0	2317	0	307	43942	0	0			0	3387	0	1050	25130	392	759	79	187	1119	851	13462	13647	3653	4337	2977	1235								0	0		
10250																														0	12958	931	4266	29874		92		92	0			31860	3735	41662	0	813	166562	0	0			0	21204	18216	7167	30015	550	1581	6041	11277	1653	102	37413	9493	26470	50518	21332	0								242	617		
10849																														0	16625	4870	5627	30911		58		6862	0			9086	0	4079	0	113	112293	0	11			0	32706	847	15959	29177	1347	18046	5995	2410	2446	2425	33708	9289	22326	13866	398	0								498	0		
10858																														0	8967	10671	459	28653	0	147	147	19380	0	21299	0	21299	3307	43631	0	1373	252992	0	118	118	0	0	11492	3260	748	152979	330	2006	1693	2089	1882	3492	128711	31208	37109	36492	7652	0	0	0	0	0	0	0	0	100000	235	0	
11145																														0	1843	89	0	14492		150		53	0			8661	2000	5354	0	729	91890	0	0			0	57939	579	8173	10495	1620	8773	6262	1233	37898	1784	8747	3818	12680	5385	2733	0								1	0		
11350																														0	1070	4043	586	2543		0		7398	0			4336	0	2021	0	156	24014	0	0			0	1861	0	0	6897	486	122	679	471	34	69	8788	2101	4885	3450	1547	1382								0	0		
11640																														0	1351	14463	782	19301		158		10923	0			19259	0	14425	0	300	94430	12	0			0	12519	961	10108	35681	248	516	579	1368	6703	3105	16232	18697	10482	11129	18578	6781								0	0		
11837																														0	9047	529	0	897		869		428	0			12139	0	1404	0	1462	45236	71	0			0	17563	790	3238	20102	5082	4200	7679	429	173	0	7761	3092	11694	2521	2676	0								179	0		
12030																														0	9862	23380	158	31500		1226		3123	0			40055	0	17474	0	2224	162668	3	0			0	32364	1305	1556	82142	4326	6783	15047	2690	3388	130	61093	21049	28505	11018	7112	846								0	0		
12058																														0	5181	4100	317	6302		286		5342	0			10768	0	14051	0	15	73082	0	0			0	25402	1318	4354	17795	2260	4634	2686	10710	2691	2421	9004	13843	7471	12657	3623	364								0	0		
12142																														0	1273	3180	715	17761		1144		4140	0			5010	0	16234	0	0	67103	751	0			0	17093	1304	17033	23605	595	1940	6283	6540	737	938	12490	8580	11987	15066	1826	807								0	0		
12245																														0	2209	983	0	15541		23		2	0			2635	0	4028	0	654	50752	0	0			0	24493	73	4218	21649	1256	6935	10199	5026	953	0	6089	7370	6735	3915	930	0								111	0		
12311	10098771	233044	49885	1276	4953034	0	3414547	0	60021	19003148	43	113451	0	162159	3925031	6896866	1120011	1942319	2448563	4392597	251494	0	4521	5575	0	0	0	70342	0	10096	1174720	82468	218801	3315780	34705	233044	198339	49885		4953034	0	4953034	2469761	3414547	0	60021	19003148	43	113451				1746487	1090754	667843		313479	192969	196776	229809	274240	524235							4521			5575	0			0	70342		
12357																														0	0	2570	0	106		41		3470	0			938	0	975	0	0	9139	0	0			0	1039	0	0	4402	14	81	252	692	0	0	2236	2071	1607	2025	161	0								0	0		
12647																														0	3087	2142	169	5079		10		1592	0			8041	542	2008	0	104	33318	0	0			0	9915	520	5950	13599	1412	4842	3382	29	0	0	12187	4954	5301	853	93	0								79	30		
12656																														0	112	455	161	346		0		1318	0			786	0	1479	0	0	8661	0	0			0	4004	0	1583	2071	166	1917	1483	265	173	0	580	1238	1354	1080	339	62								0	0		
12937																														0	0	154	8714	21887		253		0	0			13491	8305	1299	0	0	98200	66	0			0	39085	5078	361	23268	500	3539	17641	15140	1417	848	31114	7016	10472	9572	1007	0								0	0		
12946																														0	4883	4908	336	57971	60	631	571	2477	0	26384	0	26384	364	20880	0	0	196307	0	0	0	0	0	71102	6290	2126	61975	3519	7519	16840	18647	23248	789	50167	28322	21161	17469	6780	49	0	0	0	0	0	0	0	0	81	0	
12955																														0	3512	0	329	17616		0		0	0			14118	321	9261	0	0	60496	0	2890			3512	9902	2547	816	14118	221	163	5122	0	77	4319	13793	8329	27763	568	38	0								0	0		
13037																														0	7489	91	239	34993		315		6	249			19074	257	5410	0	0	105824	98	0			0	36371	1335	27891	36271	8874	22374	3947	554	203	389	27312	23195	13142	4193	539	59								342	0		
13103																														0	13274	0	13410	117146	0	0	0	0	18	38782	0	38782	7816	6165	0	121	386159	0	0	0	0	0	180971	8352	36614	20013	7271	11582	12892	5044	31870	111650	36825	24505	44389	71375	22881	3407	0	0	0	0	0	0	0	0	122	0	
13251																														0	1032	790	0	3379		0		1485	0			2536	0	2531	0	102	16531	0	0			0	4362	314	0	7986	276	724	3185	106	71	0	2707	4407	4259	661	135	0								0	0		
13309																														0	3676	544	27273	364258	97	5715	5618	1917	8561	460932	0	460932	33397	310213	0	3983	1500981	0	0	0	0	6107	240348	33821	75347	338294	10134	30889	15825	12199	81547	88011	488078	79962	270972	202949	113834	46774	0	0	0	0	0	0	0	14407	497	0	
13457																														0	0	4368	0	582		45		6455	0			1182	3	838	0	0	14364	0	299			0	588	4	28	5778	40	73	381	86	8	0	12058	895	258	375	175	0								0	0		
14052																														0	3984	1691	0	7675		0		909	40			6582	153	5140	0	211	46140	0	0			0	18470	1325	0	33951	3362	13177	1621	106	21	0	6100	11312	6039	3741	294	0								0	0		
14155																														0	3662	4112	0	1006		235		9302	0			11326	0	8476	0	212	55187	0	8			0	16168	680	238	18544	1405	2389	8099	3595	599	0	12200	6023	7996	8819	3216	576								0	0		
14258																														0	84658	4750	2160	76656	0	358	358	331	0	86963	0	86963	7782	7394	0	1374	378762	1653	0	0	0	4622	99078	5453	84040	167836	19693	16128	48645	8159	1850	4603	219124	28111	26906	5057	1154	551	0	0	0	0	0	0	0	0	3458	0	
14409	3724759	115942	14282	0	4694092	21141	1121060	0	5112	10333428	106	605772	0	0	2386073	4795941	627463	1491623	1199945	1031304	137835	0	0	0	0	0	0	31374	0	0	116713	527	143029	1582383	0	115942	115942	14282		4694092	21141	4715233	626740	1121060	0	5112	10333428	106	605772				951425	303942	392150		53979	130580	139635	80084	220552	321468							0			0	0			0	31374		
14454																														0	1421	1407	1463	12954		35		2570	0			2551	0	578	0	0	26851	0	2875			0	997	0	186	7007	251	126	568	0	41	0	7495	5006	9205	3049	128	80								0	0		
14650																														0	235	426	0	3321		36		1497	0			409	0	7174	0	100	17724	37	17			0	4285	261	547	4115	554	112	1093	2465	58	0	2235	1965	5070	4017	173	0								0	0		
14753																														0	51	2696	0	688		9		8396	129			1567	0	779	0	0	15617	0	0			167	1431	0	345	7678	48	503	783	43	54	0	3477	9774	704	198	0	0								0	0		
14865																														0	11109	5289	108	8271		1		13644	0			7374	95	2356	0	2985	56687	116	0			0	3599	776	593	24343	167	434	134	595	1143	1095	23946	8170	7577	9398	2052	2061								388	808		
14931																														0	408	346	798	3323		37		0	0			5417	885	645	0	0	12320	41	0			0	382	120	346	3192	346	0	32	0	4	0	5571	405	1314	1049	3591	0								0	0		
14940																														0	1215	0	2069	19328		355		0	0			2259	13091	10504	0	0	84828	0	0			0	29148	6578	18080	4796	971	1139	4971	9137	11727	1203	17527	1018	10208	20541	6365	21								0	281		
15536																														1552	84584	1317	36056	420478	0	496	496	0	0	294406	1075	295481	4954	9114	0	7224	882385	0	0	0	0	0	15512	5153	0	393317	128	604	2707	1927	4716	5205	285659	106926	192407	108783	140164	24106	1248	0	1248	304	0	0	0	0	464	0	
15732																														0	50230	0	0	107159		0		0	0			37831	683	11814	0	0	230833	0	1427			0	15595	6008	902	77483	5496	3273	5797	754	0	0	74900	17574	43936	61509	17159	0								0	86		
16337																														0	15937	791	2232	40007		260		207	53			18763	335	25543	0	366	136187	0	0			0	30540	22	27441	22563	3126	7875	17223	651	1429	236	37546	28636	21830	10629	4390	1843								0	1184		
