RCFN2133,RCFN2898,IDRSSD,RCON9999
,,84804,2006-12-31
,,85043,2006-12-31
,,85052,2006-12-31
,,85258,2006-12-31
,,85454,2006-12-31
,,85856,2006-12-31
,,85931,2006-12-31
,,86349,2006-12-31
,,86358,2006-12-31
,,86527,2006-12-31
,,86554,2006-12-31
,,87047,2006-12-31
,,87159,2006-12-31
,,87234,2006-12-31
,,87476,2006-12-31
,,87533,2006-12-31
,,88240,2006-12-31
,,88259,2006-12-31
,,88352,2006-12-31
,,88455,2006-12-31
,,88530,2006-12-31
,,88950,2006-12-31
,,89032,2006-12-31
,,89135,2006-12-31
,,89162,2006-12-31
,,89452,2006-12-31
,,89751,2006-12-31
,,89854,2006-12-31
,,89957,2006-12-31
,,90047,2006-12-31
,,90328,2006-12-31
,,90337,2006-12-31
,,90467,2006-12-31
,,90645,2006-12-31
,,90739,2006-12-31
,,91147,2006-12-31
,,91156,2006-12-31
,,91259,2006-12-31
,,91615,2006-12-31
,,91651,2006-12-31
,,91754,2006-12-31
,,91866,2006-12-31
,,91950,2006-12-31
,,91969,2006-12-31
,,92050,2006-12-31
,,92144,2006-12-31
,,92630,2006-12-31
,,92706,2006-12-31
,,92854,2006-12-31
,,92902,2006-12-31
,,93244,2006-12-31
,,93413,2006-12-31
,,93543,2006-12-31
,,93619,2006-12-31
,,93721,2006-12-31
,,93758,2006-12-31
,,94139,2006-12-31
,,94456,2006-12-31
,,94522,2006-12-31
,,94755,2006-12-31
,,94858,2006-12-31
,,95051,2006-12-31
,,95659,2006-12-31
,,96254,2006-12-31
,,96357,2006-12-31
,,96553,2006-12-31
,,97055,2006-12-31
,,97279,2006-12-31
,,97457,2006-12-31
,,97804,2006-12-31
,,97943,2006-12-31
,,98351,2006-12-31
,,98454,2006-12-31
,,98463,2006-12-31
,,98548,2006-12-31
,,98557,2006-12-31
,,98641,2006-12-31
,,98717,2006-12-31
,,99004,2006-12-31
,,99059,2006-12-31
,,99143,2006-12-31
,,99255,2006-12-31
,,99442,2006-12-31
,,99536,2006-12-31
,,99853,2006-12-31
,,99974,2006-12-31
,,100160,2006-12-31
,,100236,2006-12-31
,,100357,2006-12-31
,,100553,2006-12-31
,,100562,2006-12-31
,,100843,2006-12-31
76715,249535,101019,2006-12-31
,,101037,2006-12-31
,,101233,2006-12-31
,,101345,2006-12-31
,,101439,2006-12-31
,,101671,2006-12-31
,,101738,2006-12-31
,,101952,2006-12-31
,,102155,2006-12-31
,,102333,2006-12-31
,,102342,2006-12-31
,,102539,2006-12-31
,,102557,2006-12-31
,,103134,2006-12-31
,,103255,2006-12-31
,,103536,2006-12-31
,,103554,2006-12-31
,,103563,2006-12-31
,,103602,2006-12-31
,,104038,2006-12-31
,,104056,2006-12-31
,,104234,2006-12-31
,,104430,2006-12-31
,,104542,2006-12-31
,,104663,2006-12-31
,,105026,2006-12-31
,,105044,2006-12-31
,,105053,2006-12-31
,,105071,2006-12-31
,,105222,2006-12-31
,,105530,2006-12-31
,,105633,2006-12-31
,,106359,2006-12-31
,,106377,2006-12-31
,,106452,2006-12-31
,,106519,2006-12-31
,,106546,2006-12-31
,,106555,2006-12-31
,,106658,2006-12-31
,,107057,2006-12-31
,,107150,2006-12-31
,,107226,2006-12-31
,,107244,2006-12-31
,,107431,2006-12-31
,,107459,2006-12-31
,,107758,2006-12-31
,,108269,2006-12-31
,,108652,2006-12-31
,,108746,2006-12-31
,,108951,2006-12-31
,,109136,2006-12-31
,,109154,2006-12-31
,,109453,2006-12-31
,,109574,2006-12-31
,,109659,2006-12-31
,,109855,2006-12-31
,,110057,2006-12-31
,,110404,2006-12-31
,,110413,2006-12-31
,,110655,2006-12-31
,,110936,2006-12-31
,,110945,2006-12-31
,,111157,2006-12-31
,,111205,2006-12-31
,,111559,2006-12-31
,,111661,2006-12-31
,,111942,2006-12-31
,,111979,2006-12-31
,,112163,2006-12-31
,,112332,2006-12-31
,,112444,2006-12-31
,,112510,2006-12-31
,,112556,2006-12-31
,,112837,2006-12-31
,,113003,2006-12-31
,,113030,2006-12-31
,,113151,2006-12-31
,,113441,2006-12-31
,,113601,2006-12-31
,,113740,2006-12-31
,,113759,2006-12-31
,,113937,2006-12-31
,,114149,2006-12-31
,,114158,2006-12-31
,,114251,2006-12-31
,,114260,2006-12-31
,,114457,2006-12-31
,,114756,2006-12-31
,,114774,2006-12-31
,,114840,2006-12-31
,,114859,2006-12-31
,,115100,2006-12-31
,,115146,2006-12-31
,,115155,2006-12-31
,,115221,2006-12-31
,,115575,2006-12-31
,,115641,2006-12-31
,,116077,2006-12-31
,,116358,2006-12-31
,,116554,2006-12-31
,,116639,2006-12-31
,,116732,2006-12-31
,,116741,2006-12-31
,,117038,2006-12-31
,,117458,2006-12-31
,,117672,2006-12-31
,,117841,2006-12-31
,,118156,2006-12-31
,,118174,2006-12-31
,,118660,2006-12-31
,,118736,2006-12-31
,,119153,2006-12-31
,,119274,2006-12-31
,,119528,2006-12-31
,,119779,2006-12-31
,,120542,2006-12-31
,,120609,2006-12-31
,,120953,2006-12-31
,,121576,2006-12-31
,,121642,2006-12-31
,,121651,2006-12-31
,,121914,2006-12-31
,,122153,2006-12-31
,,122546,2006-12-31
,,122658,2006-12-31
,,122751,2006-12-31
,,122854,2006-12-31
,,123178,2006-12-31
,,123440,2006-12-31
,,123646,2006-12-31
,,124344,2006-12-31
,,124353,2006-12-31
,,124773,2006-12-31
,,124830,2006-12-31
,,125154,2006-12-31
,,125855,2006-12-31
,,125958,2006-12-31
,,126012,2006-12-31
,,126049,2006-12-31
,,126254,2006-12-31
,,126553,2006-12-31
,,126740,2006-12-31
,,126834,2006-12-31
,,127055,2006-12-31
,,127224,2006-12-31
,,127260,2006-12-31
,,127701,2006-12-31
,,128164,2006-12-31
,,128258,2006-12-31
15042,4336,128511,2006-12-31
,,128904,2006-12-31
,,128959,2006-12-31
,,129349,2006-12-31
,,129358,2006-12-31
,,129394,2006-12-31
,,129479,2006-12-31
,,129732,2006-12-31
,,129853,2006-12-31
,,129910,2006-12-31
,,130345,2006-12-31
,,130541,2006-12-31
,,130635,2006-12-31
,,130813,2006-12-31
,,130943,2006-12-31
,,131034,2006-12-31
,,131155,2006-12-31
,,131173,2006-12-31
,,131351,2006-12-31
,,131360,2006-12-31
,,131418,2006-12-31
,,131436,2006-12-31
,,131650,2006-12-31
,,131717,2006-12-31
,,131940,2006-12-31
,,132107,2006-12-31
,,132152,2006-12-31
,,132219,2006-12-31
,,132451,2006-12-31
,,132554,2006-12-31
,,132778,2006-12-31
,,132853,2006-12-31
,,132938,2006-12-31
,,133243,2006-12-31
,,133850,2006-12-31
,,133971,2006-12-31
,,134156,2006-12-31
,,134437,2006-12-31
,,134455,2006-12-31
,,134848,2006-12-31
,,135359,2006-12-31
,,135751,2006-12-31
,,135836,2006-12-31
,,135854,2006-12-31
,,136048,2006-12-31
,,136338,2006-12-31
,,136459,2006-12-31
,,136655,2006-12-31
,,137120,2006-12-31
,,137205,2006-12-31
,,137447,2006-12-31
,,137456,2006-12-31
,,137559,2006-12-31
,,137643,2006-12-31
,,137652,2006-12-31
,,137821,2006-12-31
,,137915,2006-12-31
,,138051,2006-12-31
,,138163,2006-12-31
,,138211,2006-12-31
,,138257,2006-12-31
,,138350,2006-12-31
,,138556,2006-12-31
,,138725,2006-12-31
,,138752,2006-12-31
,,139133,2006-12-31
,,139432,2006-12-31
,,139478,2006-12-31
,,139544,2006-12-31
,,139553,2006-12-31
,,139656,2006-12-31
,,139740,2006-12-31
,,139834,2006-12-31
,,139843,2006-12-31
,,139955,2006-12-31
,,140018,2006-12-31
,,140157,2006-12-31
,,140362,2006-12-31
,,140634,2006-12-31
,,141211,2006-12-31
,,141341,2006-12-31
,,141350,2006-12-31
,,141453,2006-12-31
,,141556,2006-12-31
,,141734,2006-12-31
,,141958,2006-12-31
,,142049,2006-12-31
,,142656,2006-12-31
,,142955,2006-12-31
,,143158,2006-12-31
,,143653,2006-12-31
,,143662,2006-12-31
,,143859,2006-12-31
,,143952,2006-12-31
,,144034,2006-12-31
,,144043,2006-12-31
,,144052,2006-12-31
,,144155,2006-12-31
,,144436,2006-12-31
,,144856,2006-12-31
,,144913,2006-12-31
,,145059,2006-12-31
,,145545,2006-12-31
,,145554,2006-12-31
,,145741,2006-12-31
,,145750,2006-12-31
,,145844,2006-12-31
,,145956,2006-12-31
,,146056,2006-12-31
,,146458,2006-12-31
,,146533,2006-12-31
,,146618,2006-12-31
,,146654,2006-12-31
,,146663,2006-12-31
,,146850,2006-12-31
,,147053,2006-12-31
,,147174,2006-12-31
,,147633,2006-12-31
,,147651,2006-12-31
,,147679,2006-12-31
,,147839,2006-12-31
,,147857,2006-12-31
,,147923,2006-12-31
,,148144,2006-12-31
,,148238,2006-12-31
,,148340,2006-12-31
,,148715,2006-12-31
,,148809,2006-12-31
,,148920,2006-12-31
,,149150,2006-12-31
,,149235,2006-12-31
,,149253,2006-12-31
,,149271,2006-12-31
,,149945,2006-12-31
,,150035,2006-12-31
,,150044,2006-12-31
,,150071,2006-12-31
,,150156,2006-12-31
,,150334,2006-12-31
,,150352,2006-12-31
,,150727,2006-12-31
,,150754,2006-12-31
,,151331,2006-12-31
,,151546,2006-12-31
,,151555,2006-12-31
,,151751,2006-12-31
,,151818,2006-12-31
,,151957,2006-12-31
,,152048,2006-12-31
,,152057,2006-12-31
,,152235,2006-12-31
,,152253,2006-12-31
,,152431,2006-12-31
,,152440,2006-12-31
,,152673,2006-12-31
,,152851,2006-12-31
,,153054,2006-12-31
,,153353,2006-12-31
,,154154,2006-12-31
,,154257,2006-12-31
,,154770,2006-12-31
,,155245,2006-12-31
,,155263,2006-12-31
,,155441,2006-12-31
,,155517,2006-12-31
,,155759,2006-12-31
,,156457,2006-12-31
,,156635,2006-12-31
,,156877,2006-12-31
,,156916,2006-12-31
,,156952,2006-12-31
,,157155,2006-12-31
,,157379,2006-12-31
,,157650,2006-12-31
,,157744,2006-12-31
,,157838,2006-12-31
,,157856,2006-12-31
,,157904,2006-12-31
,,158554,2006-12-31
,,158741,2006-12-31
,,158750,2006-12-31
,,158947,2006-12-31
,,158974,2006-12-31
,,159243,2006-12-31
,,159476,2006-12-31
,,159636,2006-12-31
,,159645,2006-12-31
,,159953,2006-12-31
,,160360,2006-12-31
,,160454,2006-12-31
,,160557,2006-12-31
0,0,160614,2006-12-31
,,160650,2006-12-31
,,160959,2006-12-31
,,161031,2006-12-31
,,161107,2006-12-31
,,161273,2006-12-31
,,161433,2006-12-31
,,161602,2006-12-31
,,162337,2006-12-31
,,162878,2006-12-31
,,163343,2006-12-31
,,163370,2006-12-31
,,163549,2006-12-31
,,163745,2006-12-31
,,163857,2006-12-31
,,164032,2006-12-31
,,164153,2006-12-31
,,164331,2006-12-31
,,164377,2006-12-31
,,164854,2006-12-31
,,164957,2006-12-31
,,164975,2006-12-31
,,165039,2006-12-31
,,165628,2006-12-31
,,165758,2006-12-31
,,165806,2006-12-31
,,166111,2006-12-31
,,166531,2006-12-31
,,166652,2006-12-31
,,166803,2006-12-31
,,166849,2006-12-31
,,167060,2006-12-31
,,167453,2006-12-31
,,167556,2006-12-31
,,167565,2006-12-31
,,167752,2006-12-31
,,167855,2006-12-31
,,167864,2006-12-31
,,168366,2006-12-31
,,168441,2006-12-31
,,168571,2006-12-31
,,168731,2006-12-31
,,169073,2006-12-31
,,169233,2006-12-31
,,169327,2006-12-31
,,169354,2006-12-31
,,169653,2006-12-31
,,169756,2006-12-31
,,169952,2006-12-31
,,170051,2006-12-31
,,170257,2006-12-31
,,170332,2006-12-31
,,170640,2006-12-31
,,170716,2006-12-31
,,170976,2006-12-31
11374,11144,171133,2006-12-31
,,171348,2006-12-31
,,171656,2006-12-31
,,171759,2006-12-31
,,171768,2006-12-31
,,172158,2006-12-31
,,172251,2006-12-31
,,172457,2006-12-31
,,172747,2006-12-31
,,172804,2006-12-31
,,172840,2006-12-31
,,172859,2006-12-31
,,173306,2006-12-31
,,173342,2006-12-31
,,173548,2006-12-31
,,173557,2006-12-31
,,173575,2006-12-31
,,173641,2006-12-31
,,173959,2006-12-31
,,174321,2006-12-31
,,174367,2006-12-31
,,175056,2006-12-31
,,175140,2006-12-31
,,175458,2006-12-31
,,175609,2006-12-31
,,175672,2006-12-31
,,176053,2006-12-31
,,176101,2006-12-31
,,176325,2006-12-31
,,176437,2006-12-31
,,176464,2006-12-31
,,176642,2006-12-31
,,177135,2006-12-31
,,177443,2006-12-31
,,177500,2006-12-31
,,177546,2006-12-31
,,177555,2006-12-31
,,177751,2006-12-31
,,177920,2006-12-31
,,177957,2006-12-31
,,178057,2006-12-31
,,178150,2006-12-31
,,178244,2006-12-31
,,178271,2006-12-31
,,178356,2006-12-31
,,178851,2006-12-31
,,179148,2006-12-31
,,179335,2006-12-31
,,179700,2006-12-31
,,179755,2006-12-31
,,180041,2006-12-31
,,180078,2006-12-31
,,180144,2006-12-31
,,180201,2006-12-31
,,180416,2006-12-31
,,180443,2006-12-31
,,180537,2006-12-31
,,180649,2006-12-31
,,180845,2006-12-31
,,181347,2006-12-31
,,181459,2006-12-31
,,181758,2006-12-31
,,181851,2006-12-31
,,181963,2006-12-31
,,182054,2006-12-31
,,182157,2006-12-31
,,182175,2006-12-31
,,182353,2006-12-31
,,182401,2006-12-31
,,182652,2006-12-31
,,182951,2006-12-31
,,183042,2006-12-31
,,183051,2006-12-31
,,183154,2006-12-31
,,183668,2006-12-31
,,183770,2006-12-31
,,183846,2006-12-31
,,183958,2006-12-31
,,184142,2006-12-31
,,184245,2006-12-31
,,184656,2006-12-31
,,184759,2006-12-31
,,184937,2006-12-31
,,185037,2006-12-31
,,185251,2006-12-31
,,185448,2006-12-31
,,185457,2006-12-31
,,185859,2006-12-31
,,186221,2006-12-31
,,186548,2006-12-31
,,186557,2006-12-31
,,186650,2006-12-31
,,186717,2006-12-31
,,186744,2006-12-31
,,186838,2006-12-31
,,186856,2006-12-31
,,187358,2006-12-31
,,187451,2006-12-31
,,187648,2006-12-31
,,187947,2006-12-31
,,188056,2006-12-31
,,188430,2006-12-31
,,188449,2006-12-31
,,188720,2006-12-31
,,188739,2006-12-31
,,188757,2006-12-31
,,188917,2006-12-31
,,188926,2006-12-31
,,189044,2006-12-31
,,189129,2006-12-31
,,189352,2006-12-31
,,189419,2006-12-31
,,189530,2006-12-31
,,189549,2006-12-31
,,189745,2006-12-31
,,189820,2006-12-31
,,189950,2006-12-31
,,190246,2006-12-31
,,190451,2006-12-31
,,190554,2006-12-31
,,190563,2006-12-31
,,190639,2006-12-31
,,190648,2006-12-31
,,190947,2006-12-31
,,190956,2006-12-31
,,191355,2006-12-31
,,191449,2006-12-31
,,191663,2006-12-31
,,191805,2006-12-31
,,191935,2006-12-31
,,192147,2006-12-31
,,192156,2006-12-31
,,192558,2006-12-31
,,192651,2006-12-31
,,192857,2006-12-31
,,193162,2006-12-31
,,193247,2006-12-31
,,193461,2006-12-31
,,193537,2006-12-31
,,193649,2006-12-31
,,193809,2006-12-31
,,194253,2006-12-31
,,194440,2006-12-31
,,194936,2006-12-31
,,195072,2006-12-31
,,195111,2006-12-31
,,195157,2006-12-31
,,195456,2006-12-31
,,196257,2006-12-31
,,196350,2006-12-31
,,196743,2006-12-31
,,196752,2006-12-31
,,196800,2006-12-31
,,197142,2006-12-31
,,197254,2006-12-31
,,197302,2006-12-31
,,197357,2006-12-31
,,197478,2006-12-31
,,197740,2006-12-31
,,197759,2006-12-31
,,198046,2006-12-31
,,198103,2006-12-31
