"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
12030								0	22020		896	3	187405		97653	464	307974	0				
12142								0	7271		0	0	59464		55983	218	122718	0				
12245								0	5171		419	1	55606		30260	139	91456	0				
12311	38795828	2058346	39618552	2773946	2058346	2773946	12396913	0	1380359		27301	72	21616309		13713513	36478						
12647								0	4076		481	1	28214		35145	86	67916	0				
12656								0	377		0	0	8917		2848	20	12142	0				
12937								0	3573		2134	3	50803		105734	205	162244	0				
12946								0	29148		3286	7	236045		241626	709	510105	0				
12955								0	5751		0	0	47894		52860	156	106505	0				
13037								0	4991		0	0	63352		23721	140	92064	0				
13103							218610	0	50892		3569	10	393356		318882	1223	766699	0	766131	0		
13251								0	2210		585	1	17220		14042	75	34057	0				
13457								0	1048		0	0	9236		4214	25	14498	0				
14052								0	2941		536	1	37421		17958	99	58856	0				
14155								0	5320		0	0	58001		23391	106	86714	0				
14258								0	26116		1387	4	202560		729291	1434	959354	0	955656	0		
14454								0	1429		0	0	14941		4664	31	21034	0				
14650								0	1216		0	0	15451		4644	20	21311	0				
14753								0	3856		0	0	19157		4400	23	27418	5				
14865								0	6969		0	0	102899		68735	261	178603	0				
14977								0	2897		648	2	22503		11950	73	37998	0	37212	0		
15536							829340	0	201625		12910	37	1629969		1245398	6168	3089902	0	3064076	0		
16337								0	25306		2224	7	236236		131157	511	394923	0				
16458								0	7046		2053	6	101798		78290	273	189187	0				
16551								0	11828		2183	7	64554		42808	148	121373	0				
16748								0	3599		0	0	31108		9503	51	44210	0				
16944								0	696		0	0	20100		6553	39	27348	0				
16953								0	593		0	0	19026		5185	27	24804	0				
17110								0	2557		642	1	15110		68652	192	86961	0				
17147							428689	0	69704		4124	12	841225		578906	1538	1494632	672	1519725	741		
17259								0	5047		0	0	32386		15559	67	52993	0				
17464							1069325	0	16167		318	1	548669		1195499	1733	1760653	0	1651747	0		
17839								0	9900		975	3	92628		74168	219	177671	0	171620	0		
17950								0	6475		0	0	92926		85220	263	184621	0				
18050								0	9743		506	1	156513		84823	377	251583	0				
18135								0	2410		0	0	75587		81612	286	159609	0				
18377								0	2925		771	2	19719		2027	15	25442	0				
18827								0	11962		257	1	139547		158626	337	310392	0				
18836								0	11667		1248	4	82478		26639	176	122032	0				
18854								0	1330		0	0	55511		35081	140	91923	0				
18957								0	4318		254	1	25167		17377	88	47116	0				
19356								0	2761		0	0	45742		19807	85	68310	0				
19730							528329	0	62539		1473	5	1135639		676293	2622	1875944	0	1807370	0		
19936								0	7498		484	1	68514		143519	355	220015	0				
19972								0	0		0	0	35585		8953	62	44540	0				
20053								0	9625		0	0	31996		22387	74	64008	0				
20147								0	2520		0	0	37282		18062	100	57865	1				
20259								0	859		0	0	34340		43790	131	78989	0				
20370								0	4413		0	0	112643		55115	200	172171	0				
20512								0	5448		459	1	41251		18820	90	65978	0				
20633								0	13934		556	2	137120		70648	231	237481	15223				
20857								0	740		0	0	20416		76330	61	97486	0				
20866								0	0		0	0	95915		81620	438	178694	1159				
21256								0	1927		0	0	4174		1751	5	7853	0				
21359								0	1258		287	1	9150		7717	47	18412	0				
21630								0	2286		0	0	22147		36731	115	61164	0				
21658								0	9996		639	2	84788		22624	132	118048	1				
22048								0	10237		472	1	75505		63377	310	149591	0				
22356								0	5825		251	1	115947		113863	319	235886	0				
22459								0	5629		0	0	60959		20258	111	86846	0				
22543								0	3371		0	0	37119		25502	100	66361	369				
22552								0	3507		0	0	23979		13144	54	40630	0				
22730								0	3569		0	0	57310		23721	119	84600	0				
22936								0	12090		1264	4	178477		91479	455	283310	0				
22954								0	1876		0	0	36160		24417	88	62453	0				
23036								0	23721		325	1	346934		206260	724	577240	0	549875	0		
23045								0	1010		0	0	10356		15357	44	26723	0				
23241							1176919	0	107998		1836	6	1235454		1111315	2471	2456603	0	2404442	0		
23456								0	6342		0	0	50852		17119	84	74313	0				
23504								0	4468		279	1	147007		523200	1017	674954	0				
23540								0	12893		977	3	71480		66764	202	152115	0	151128	0		
23643								0	9741		287	1	70920		53273	287	134221	0				
23755								0	8964		257	1	57725		59368	200	126314	0	127054	0		
23812							60600	0	29500		2602	4	356240		379652	1009	767994	0				
24006								0	51930		588	2	475513		243695	1254	771726	0				
24453								0	724		690	2	129920		106224	356	237558	0				
24659								0	2371		473	1	12500		9476	53	24820	0				
24668								0	10479		1092	2	78318		68808	236	158697	0				
24855								0	0		0	0	6082		3049	16	9131	0				
24949								0	28750		864	3	379891		195616	758	605121	0				
25357								0	1273		0	0	42180		32118	122	75571	0				
25647								0	6195		1276	3	22992		39143	174	69606	0				
26149								0	1269		310	1	33528		16493	102	51600	0	52378	0		
26242								0	16741		0	0	159023		130505	344	306269	0				
26457								0	600		0	0	13936		5088	22	19624	0				
26765								0	2737		0	0	93175		67748	350	163660	0				
26859								0	13531		0	0	125183		176653	739	315367	0				
26916								0	10826		339	1	169493		111268	516	291926	0				
27548								0	18890		1118	3	181609		157992	287	359609	0				
27614								0	23487		3634	6	141578		68747	250	237446	0				
27847								0	21110		3322	7	185500		111618	501	323768	2218				
28152								0	5161		291	1	34904		22491	81	62847	0	62027	0		
28255								0	2511		0	0	73370		70486	273	146367	0				
28349								0	7645		432	1	54334		49992	260	112403	0				
28406								0	51729		4330	7	477519		343061	1822	876639	0				
28572								0	4697		566	2	27381		9645	64	43740	1451				
28732								0	1848		0	0	40015		21729	94	63592	0				
29104							254740	0	11391		644	2	266504		402461	1084	681000	0	677878	0		
29252								0	5058		0	0	55384		38056	168	98498	0				
29636								0	19801		1400	3	255292		229536	633	506029	0				
29850								0	999		0	0	31748		25327	80	58074	0				
29944								0	2326		0	0	61915		122656	258	186899	0				
29953								0	2477		0	0	25753		28028	134	56258	0				
30052								0	197		0	0	8236		2189	13	10622	0				
30155								0	3625		0	0	41867		32012	119	77505	0				
30258								0	19010		1343	4	220891		146233	486	387477	0				
30418								0	1305		0	0	243947		2342	12	247594	0				
30502								0	25622		576	2	345517		143069	744	514784	0				
30650								0	9016		346	1	65276		56049	271	130687	0				
30810	27381778	0	26159518	0	0	0	677984	0	83029		3284	11	25469398		1826067	10247						
31134								0	6047		526	1	47584		24475	85	78675	43				
31255								0	7935		796	2	104010		93718	399	206459	0				
31657								0	3825		700	2	46861		21027	152	72413	0				
31826								0	13561		1309	4	103574		68999	419	187443	0				
31835								0	2678		335	1	32035		38752	134	73800	0				
32234								0	2984		264	1	28317		29903	78	61468	0				
32766								0	1886		0	0	26328		17648	74	45862	0				
33147								0	14997		1677	3	132600		131139	550	280413	0				
33259								0	27545		767	3	265046		174960	739	468318	0				
33268								0	4054		930	2	47985		42959	192	95928	0	86935	0		
33549								0	5215		0	0	20813		13116	71	39144	0				
33727								0	18595		714	1	148888		76604	403	244801	0				
33754								0	790		0	0	19629		5374	33	25793	0				
33839								0	1017		0	0	16696		4815	34	22528	0				
33857								0	2628		0	0	38554		15374	59	56711	155				
34153								0	34166		1590	5	348943		151765	755	536464	0				
34359								0	1952		0	0	12343		6878	46	21173	0				
34425								0	10724		310	1	155316		86233	501	252584	0				
34434								0	12292		253	1	92830		71162	264	176537	0				
34452								0	4517		849	1	40667		25637	117	71670	0				
34537							673962	0	47432		3811	8	937113		940314	3406	1928670	0	1952213	0		
34555								0	14087		1096	3	79151		36356	131	130690	0				
34742								0	12043		472	1	146115		104716	421	263346	0				
34836								0	1816		0	0	11495		10336	31	23647	0				
34863								0	1441		0	0	10774		4770	33	16985	0				
35057								0	2539		0	0	46272		34322	134	83133	0				
35244								0	12368		952	2	140352		144587	339	298261	0				
35301	154244560	74354016	88124075	65386854	74354016	65386854	79383462	0	0		0	0	118282		79772262	3943						
35570							349701	0	380003		9726	31	2458796		1231280	6166	4079805	0	4042686	0		
35646								0	1233		463	1	25264		10539	52	37499	0				
35842								0	4312		559	1	67689		29287	133	101846	0				
35936								0	578		0	0	12185		12205	30	24968	0				
36054								0	18556		654	2	314388		571624	1304	905222	0				
36344								0	16040		871	2	185316		115181	422	317408	0				
36456								0	3406		276	1	46006		26055	125	75743	0				
36858								0	5630		257	1	101110		92489	362	199486	0	196250	0		
36933								0	4990		327	1	42247		48657	162	96221	0				
37051								0	3036		280	1	33020		14931	63	51267	0				
37341								0	2396		0	0	20352		3269	26	26017	0				
37350								0	379		0	0	12444		7402	23	20225	0				
37378								0	1046		0	0	67610		49270	244	117926	0				
37435								0	52110		4918	13	295150		217646	878	569824	0				
37640							328519	0	40877		596	1	488697		380148	1124	921674	11356	934213	11325		
37659								0	766		555	1	23533		12256	87	37111	0				
37743								0	5846		900	2	29548		35819	139	72113	0				
37949								0	5466		0	0	96976		44945	202	147387	0				
38535								0	23874		732	2	235135		157251	613	416992	0				
38740								0	11657		0	0	77760		37103	137	126520	0				
39327								0	12154		0	0	189191		102424	496	303769	0				
39420							86172	0	33001		735	2	626304		240502	1006	900542	0	871293	0		
39475							446359	0	34629		1310	4	925584		629963	2688	1591487	0	1577219	0		
39756								0	9110		560	2	146609		176378	655	332658	0				
40033								0	6541		848	3	47834		19801	55	75024	0				
40350								0	2784		0	0	20536		11417	52	34737	0				
40707								0	10181		609	2	134106		57185	261	202081	0				
40855								0	1843		281	1	28767		9523	50	40414	0				
41245								0	3028		0	0	21106		4179	26	28313	0				
41553								0	1834		0	0	28089		22770	81	52693	0				
41629								0	6742		0	0	92486		28063	120	127292	0	129145	0		
41647								0	27035		508	2	534625		148709	690	711191	314				
41759								0	2139		0	0	20374		7661	40	30174	0				
41825								0	5810		0	0	79251		26831	121	111892	0				
41937								0	5065		301	1	14501		21437	130	41304	0				
41955								0	2601		0	0	15322		7202	41	25125	0				
42037								0	0		0	0	32618		20712	83	53330	0				
42055								0	2703		640	1	38232		18102	60	59677	0				
42354								0	2407		0	0	45418		30743	135	78568	0				
42420							1175355	0	308230		15490	41	2441879		1516954	4545	4282553	0	4334522	0		
42448								0	42725		4819	12	270665		143575	516	461784	0				
42457								0	988		0	0	10412		7247	29	18648	0				
43052								0	5165		0	0	40598		44264	117	90027	0				
43155								0	8482		308	1	161942		87031	351	257763	0				
43173	8616318	808631	8505169	866692	808631	866692	4105113	0	115011		1503	4	3192641		4498532	12348						
43351								0	293		0	0	2857		888	5	4038	0				
43454								0	906		0	0	11841		4016	23	16763	0				
43511								0	16092		992	3	230253		123054	390	370390	0				
43744								0	4187		0	0	38579		42230	180	84996	0				
43856								0	902		277	1	18541		19183	61	38903	0				
43959								0	1739		0	0	41051		47600	96	90390	0				
44040								0	13992		0	0	115581		80257	258	209830	0				
44134	1635079	106475	1629091	170615	106475	170615	867963	0	29960		6649	13	504301		987694	1876						
44433								0	3360		540	2	72582		182797	636	259279	0				
44741								0	14041		667	2	147595		106263	374	268566	0				
44750								0	11618		521	1	92876		62271	164	167286	0				
44929								0	4993		0	0	50424		13724	70	69140	0				
45038								0	11563		529	2	52414		29616	111	94122	0				
45047								0	5792		0	0	57932		24325	133	88049	0				
45056								0	3004		0	0	26645		13146	65	42795	0				
45430								0	7834		356	1	49021		33121	167	90332	0				
45458								0	511		0	0	5049		3485	15	9045	0				
45551								0	23173		393	1	255292		170706	253	449564	0				
45560								0	12729		531	1	236303		291046	898	540609	0				
45775								0	10807		776	3	76813		35845	188	124241	0				
46053								0	11972		300	1	80556		53987	147	146815	0				
46941								0	6174		0	0	48181		17457	63	71812	0				
47153								0	984		0	0	8951		6300	33	16235	0				
47247								0	21688		2992	8	105416		82043	329	212139	0				
47256								0	1618		0	0	13514		8147	37	23280	0				
47452								0	2355		0	0	17664		24728	80	44747	0				
47500								0	23740		253	1	167204		48337	286	240526	992				
48057								0	3038		0	0	35012		25316	100	63366	0				
48150								0	1015		0	0	13370		4253	15	18638	0				
48374								0	30850		1825	6	285944		137390	674	456009	0				
48440								0	5105		0	0	42648		5305	32	53058	0				
48730								0	9289		1038	2	152975		107547	497	270849	0				
49054								0	17		0	0	130642		35759	139	166418	0				
49148								0	4615		315	1	38781		19617	63	63328	0				
49241								0	10772		0	0	159971		121045	341	291788	0				
49344								0	3665		0	0	39397		22866	103	65928	0				
49643								0	910		0	0	18183		7523	52	26616	0				
49652								0	2265		0	0	34780		34937	105	71982	0				
49821								0	36933		4392	11	243561		303399	871	588285	0				
49858								0	1923		0	0	39929		24279	114	66131	0				
49951								0	2477		279	1	41155		33064	170	76975	0				
50144								0	5320		717	2	34318		8279	40	48634	0				
50461								0	376	28	330	1	16035	878	44804	159	61545	0				
50546								0	3262		0	0	15371		20827	68	39460	0				
50854								0	1367		0	0	30027		24341	123	55735	0				
50957								0	4040		320	1	62471		28694	188	95525	0				
51253								0	5366		870	3	76021		31736	132	113993	0				
51356								0	1110		264	1	26988		35038	116	63400	0				
51459								0	7617		267	1	76949		71772	276	156605	0				
51730								0	4905		0	0	30805		10430	60	46140	0				
51842								0	23019		273	1	109900		50452	145	183644	0				
52410								0	1637		0	0	32702		7187	47	41526	0				
52719							0	0	0		0	0	0		0	0	0	0	0	0		
52951								0	1694		0	0	23044		40236	143	64974	0				
53015								0	3011		0	0	14223		3409	17	20643	0				
53033							804093	0	4882		260	1	288805		1031876	2282	1325823	0	1349359	0		
53051								0	2960		0	0	25002		12477	90	40439	0				
53239								0	7086		0	0	51521		33985	103	93235	643				
53453								0	1314		0	0	21950		13685	89	36949	0				
53752								0	2340		0	0	25625		13937	70	41902	0				
54049								0	5009		631	2	45293		17904	86	68837	0				
54058								0	12342		272	1	98179		43227	262	156767	2747				
54357								0	0		0	0	17774		7560	61	25334	0				
54375								0	21820		1245	4	279786		188642	671	491493	0				
54441								0	6559		0	0	74018		16209	84	96786	0				
54656								0	15934		2808	8	105524		94296	328	218562	0			8	
55176								0	36483		3337	10	119481		82872	388	242553	380				
55336								0	11636		267	1	175585		83556	408	271044	0				
55635								0	445		0	0	43901		17094	63	61567	127				
55653								0	2968		0	0	43712		21583	100	68263	0				
56230								0	3442		0	0	55439		32188	215	91069	0				
56258								0	6740		0	0	81744		73205	202	161689	2				
56351								0	27192		0	0	372675		324405	1000	724272	0				
56427								0	5807		320	1	33586		7245	38	46958	0				
56548								0	6711		389	1	174800		44387	204	226287	0				
56557	1744021	101723	1743759	120725	101723	120725	1014343	0	9095		1497	3	525972		1105734	2557						
56717								0	29362		2512	4	230532		121812	472	384218	0				
57040								0	5130		0	0	45249		17494	92	67873	0				
57228								0	6158		0	0	114466		66919	303	187543	0				
57255								0	311		0	0	47302		26209	122	73822	0				
57451								0	24622		847	2	156460		126915	458	308844	0				
57572								0	3167		0	0	27979		7761	51	38909	0				
57956								0	2022		0	0	43913		75820	280	121755	0	126651	0		
58074								0	14691		2328	8	86795		40819	213	144633	0				
58207								0	10495		811	2	101453		56490	300	169391	142				
58225								0	18529		1092	3	128536		46930	232	195087	0				
58243	4358779	509643	4114289	409555	509643	409555	1425958	0	111857		9096	23	1167867		2560316	6403						
58355								0	684		0	0	3985		1998	12	6667	0				
58551								0	1474		1151	3	41920		47483	175	92029	0				
58636								0	5942		612	2	109241		73124	307	188919	0				
58757								0	6949		0	0	32391		8594	54	47934	0				
58971							1154880	0	55928		3028	7	1022821		1920424	5727	3002201	0	2897923	0		
59316								0	21977		288	1	224111		116894	495	363270	0				
59352								0	7826		334	1	124253		100871	403	233284	0				
59679								0	2350		264	1	11451		6386	28	20451	0				
59754								0	1226		0	0	6839		3746	13	11811	0				
60143	40515368	1283543	40681343	1180384	1279911	1177868	21734119	0	732327		39657	98	9498207		28961634	46174						
60330								0	24383		1635	4	223116		112727	466	361861	0				
60433								0	1479		253	1	19515		15757	90	37004	0				
60545								0	22209		2060	5	75005		34421	198	133695	0				
60554								0	2273		0	0	25898		20908	105	49079	0				
60648								0	15531		2434	6	111518		63831	592	193314	0				
61122							394322	0	50866		789	3	518431		618358	1226	1188444	0	1139982	0		
61355								0	25121		682	2	273892		118267	582	417962	0				
61476								0	12521		3638	9	60634		57632	252	134425	0				
61533								0	36875		2164	7	174560		264981	1327	478579	0				
61757								0	9192		0	0	95700		61838	153	166730	0				
61832								0	5455		0	0	95115		50582	293	151152	0				
61953								0	7395		0	0	34632		16266	75	58293	0				
62044								0	1107		0	0	11627		3539	21	16273	0				
62147								0	3206		0	0	34262		29054	75	66522	0				
63050								0	4028		0	0	52504		30709	168	87242	0				
63069	12203068	0	11761008	0	0	0	8371541	0	49748		6037	12	2619116		9528168	19458						
63078								0	17282		1358	5	410553		355571	1237	784764	0				
63201								0	4695		0	0	48263		35125	121	88083	0				
63359								0	6393		928	3	100826		76419	295	184566	0				
63573								0	24597		344	1	119147		89423	424	233511	0				
63733								0	28115		2666	6	180635		68384	381	279800	0				
63742								0	629		0	0	105776		80978	240	187383	0				
63751								0	372		0	0	3520		2661	14	6553	0				
64150								0	282		0	0	35057		43832	165	79171	0				
64543								0	19840		0	0	155505		149871	453	325216	0				
64552								0	2000		251	1	50167		20866	67	73282	0				
64619	1462556	578	1457206	577	578	577	879200	0	14590		309	1	256241		1190838	2245						
64730								0	12187		638	2	72430		66140	224	151917	523				
65205								0	70371		1620	5	417242		120880	848	610113	0	604202	0		
65241								0	4318		0	0	59459		45982	197	109759	0	112026	0		
65513	289003	0			0			0	0		0	0	30839		258164	211						
65559								0	8320		0	0	143032		169588	516	320940	0				
65746								0	20545		2555	7	197153		188219	505	408473	0	395442	0		
65858							289017	0	58656		1285	4	551945		379056	1250	990942	0	981790	0		
66015	507196	45612			44102			0	0		0	0	88077		373506	815						
66154								0	11665		2300	6	42444		12006	78	68415	0				
66172								0	20256		711	2	191425		143677	623	356069	0				
66275								0	5533		301	1	58501		33103	155	97438	0				
66837								0	9663		1868	4	101996		184960	368	298487	0				
67142								0	5342		0	0	55898		25227	94	86467	0				
67151								0	5605		965	3	129678		295312	563	431560	0				
67209								0	28532		3511	10	227094		138896	654	398033	0				
67254								0	0		0	0	11505		1004	8	12509	0				
67311							2087111	0	338261		9737	27	4568485		2560125	8067	7476608	0	7661931	0		
68345								0	14303		3173	7	91148		41926	172	150550	0				
68448								0	5650		516	2	52524		5322	28	64014	0				
68756								0	6006		0	0	76384		60362	331	142753	0				
68831								0	4604		281	1	40491		31645	86	77021	0				
68840								0	6164		264	1	56511		35312	139	98251	0				
68859								0	8470		1458	5	175554		163252	709	348735	0				
68943								0	5723		0	0	67724		25568	108	99015	0				
69333							261155	0	37287		1461	4	498162		374501	1477	911410	0	884860	0		
69678								0	19244		256	1	173158		160425	580	353083	0				
69847								0	484		0	0	10269		3358	21	14111	0				
70049								0	6987		750	1	105026		79648	305	192411	0				
70058								0	5405		0	0	44093		24127	65	73625	0				
70218								0	1173		0	0	53454		29693	169	84320	0				
70254								0	491		0	0	10245		5379	21	16115	0				
70414								0	23107		968	3	199261		105349	507	328685	0				
70638								0	9524		358	1	99298		35243	221	144423	0				
70955								0	0		0	0	5503		2986	19	8489	0				
71318								0	15359		0	0	205675		202206	591	423240	0				
71457								0	12007		1634	5	70689		42284	193	126614	0				
71859								0	0		0	0	6016		1679	10	7695	0				
72258								0	3988		0	0	93076		140440	456	237504	0				
72351								0	4993		0	0	30588		11046	43	46627	0				
72454								0	11256		742	2	35704		14924	68	62626	0				
72678								0	24946		2052	6	120353		51015	366	198366	0				
73031								0	331		0	0	53991		74796	280	129118	0				
73116								0	46282		268	1	333671		125417	790	505638	0				
73152								0	1828		0	0	36023		26397	114	64248	0				
73554								0	5932		873	3	78351		35178	152	120334	0				
73956								0	1290		0	0	23024		11679	56	35993	0				
74056								0	3247		0	0	57677		6289	48	67213	0				
74140							272852	0	46749		2123	4	433660		340262	1098	822794	0				
74159								0	0		0	0	14599		9644	53	24243	0				
74403								0	24705		0	0	244118		144561	574	413408	24				
74449								0	663		0	0	10820		5301	18	16784	0				
74458								0	2896		0	0	51062		35327	162	89285	0				
75053								0	18600		0	0	143223		70527	376	232350	0				
75259								0	0		0	0	8448		1369	4	9818	0				
75446								0	9147		0	0	117109		58975	269	185231	0				
75455								0	2260		0	0	16736		5418	31	24414	0				
75558								0	4568		0	0	104408		58948	229	167924	0				
75633	36744505	1333236	29006393	609777	1333236	609777	21370197	0	863959		51664	125	9890563		24605083	32553						
75651								0	4106		367	1	21174		6620	38	32268	0				
76050								0	8726		655	2	123857		79166	285	212404	0				
76135								0	973		0	0	48173		48744	91	97890	0				
76153								0	2332		252	1	18840		4836	29	26260	0				
76443								0	5011		0	0	43785		24481	121	73277	0				
76854								0	3676		928	3	119781		75702	276	200087	0				
77150								0	280		0	0	12133		12028	32	24443	0				
77253								0	1984		0	0	57568		41194	237	100746	0				
77347								0	9612		381	1	101167		54991	180	166150	0				
77422								0	0		0	0	64865		33633	51	98498	0				
77758								0	35061		1191	3	201772		116703	379	354739	12				
77851								0	25180		0	0	372977		223886	640	622044	0	619733	0		
78036								0	5446		266	1	45501		28180	117	79393	0				
78157								0	646		0	0	22312		13366	60	36324	0				
78241								0	2752		0	0	22452		15410	61	40614	0				
78559								0	993		0	0	19991		9037	52	30021	0				
78643								0	4837		0	0	48550		15672	92	69059	0				
78858								0	7314		0	0	228637		428795	1857	664746	0				
79042								0	1908		253	1	40454		31518	137	74134	0				
79127								0	4329		0	0	24978		17684	88	46991	0				
79145								0	11822		1056	3	57475		20809	98	91163	0				
79257								0	492		0	0	8320		5524	23	14336	0				
79855								0	19021		1911	5	119723		52112	278	192767	0				
80020								0	0		0	0	12840		2598	19	15438	0				
80150								0	11677		259	1	121062		72962	304	205960	0				
80431								0	4786		273	1	49235		16275	64	70569	0				
80552								0	1807		288	1	13341		2775	13	18211	0				
80936								0	7360		1499	4	66196		44829	260	119884	0				
81429								0	7675		0	0	66776		42069	228	116519	0				
82033								0	3933		665	2	65881		52401	254	122880	0				
82257								0	1126		1064	2	6777		7472	34	16439	0				
82350								0	3137		0	0	18647		13779	53	35563	0				
82659								0	4580		439	1	29643		13362	56	48024	0				
83151								0	3437		0	0	57707		46326	155	107470	0				
83236								0	937		0	0	30466		16369	46	47772	0				
83311							590347	0	101119		4865	14	1444915		913601	3304	2464500	0	2455721	0		
83357								0	1424		0	0	18220		14030	42	33675	0				
83375								0	6703		0	0	182355		174357	595	363415	0	359632	0		
83638	4278411	0	4374667	0	0	0	1498792	0	6048		0	0	1875644		2396719	8155						
83834								0	2015		0	0	51750		46889	181	100654	0				
83852								0	1564		0	0	10533		14705	52	26802	0				
83955								0	2627		0	0	28442		11128	66	42197	0				
84046								0	1033		0	0	25359		9235	30	35627	0				
84055								0	494		0	0	11247		5822	22	17563	0				
84251								0	252		0	0	5677		5330	33	11259	0				
84345								0	4857		258	1	98662		72788	226	176565	0				
84541								0	16345		1278	4	175267		196785	716	391117	1440				
84804								0	0		0	0	22786		7122	39	29908	0				
85043								0	2318		0	0	45839		17663	75	65820	0				
85052								0	738		0	0	16038		16650	64	33426	0				
85258								0	5860		0	0	45443		24564	144	75867	0				
85454								0	0		0	0	33953		12783	61	46736	0	47667	0		
85856								0	772		0	0	8251		4637	30	13729	69				
85931								0	8125		0	0	84187		81715	321	174027	0				
86349								0	8199		618	2	89218		32004	147	130039	0				
