"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	
150352																																													28	1992	0		467		11698	0			2257	0	1629	0	0	20518	0	0	0	2447	0	355	15310	331	539	757	529	208	83	13054	1416	2415	768	243	175								0	0			0	0	0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150727																																													0	15837	1427		34		11314	0			21986	4233	5779	0	1258	117980	397	0	0	24025	5216	0	36354	2682	1836	4398	8595	3218	3123	25577	6259	21643	26222	11527	2945								389	0			0	0	6538	7679	12662	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150754																																													0	2214	1818		160		1645	0			17238	5207	9089	0	0	72705	0	597	369	17548	3896	14066	12895	1534	3663	7467	2834	1073	977	12573	8506	10036	11486	7610	4871								0	667			0	0	3415	2128	6604	479			0			104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151331																																													0	0	0	0	14	14	0	0	22724	0	22724	8559	6630	0	0	548283	60	0	0	47690	873	10806	279236	15774	4336	14308	4522	4954	0	158802	116165	106860	43930	21456	0	0	0	0	0	0	0	0	0	0	0		0	0	74015	221689	147738	18411	0	0	0			0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151546																																													0	5864	0		0		5264	0			3610	0	4090	0	43	35032	0	0	0	13072	757	6168	7117	106	1470	4050	1718	3052	2373	1139	6320	4765	6722	1473	1526								0	0			0	0	0	0	2332	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151555																																													0	10998	0		14		6162	0			13473	0	4368	0	0	61675	0	0	0	10012	745	127	24532	511	1668	2554	4715	462	0	31270	5511	5499	8530	459	236								8	0			0	0	1906	60	13929	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151751																																													0	0	0	0	108	108	0	0	71898	0	71898	17537	2126	0	11617	320975	0	0	0	17777	5457	0	82760	3699	5599	3008	2379	1011	394	45368	42842	65236	115436	23568	0	0	0	0	0	0	0	0	0	487	0		0	0	2357	1515	93367	96729	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151818																																													0	1522	11842	0	2073	2073	1021	0	66165	0	66165	6957	24107	0	46387	495191	1410	2772	0	108400	32384	12542	165748	4575	5368	10290	17482	57384	10508	101578	70283	71338	70744	55057	11428	0	0	0	0	0	0	0	1144	190	0		0	0	5412	20363	86760	79102	0	2772	0			0	3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151957																																													0	27507	2006		499		49207	0			32556	1498	5215	0	2334	214590	0	0	10	18556	4529	775	71502	980	2017	5728	3543	635	2677	46911	43013	43382	43957	11367	376								0	0			0	0	2245	8410	50122	9906			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152048																																													0	3676	81		1775		3048	0			1874	374	1383	0	252	20820	0	0	0	4265	40	0	8343	139	844	2029	961	82	0	7608	2205	4267	2143	332	0								0	21			0	0	45	331	448	3207			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152057																																													0	8800	3249		0		1928	1782			18129	248	10519	0	688	125024	0	0	0	21543	3851	9894	43794	4015	6458	4982	1600	1416	1028	23971	28205	16350	13723	14667	4553								0	0			0	0	8267	9769	29994	8039			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152235																																													0	3474	7489	0	200	200	110	0	40766	0	40766	16948	9853	0	600	332071	0	0	481	67810	2616	12470	117853	13956	10029	24630	10505	4664	1290	109542	38835	62787	30293	6943	8107	0	0	0	0	0	0	0	1068	156	0		0	0	13752	49955	54629	62645	0	0	0			0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152253																																													0	5580	447		304		9393	0			18928	0	5519	0	0	65193	0	0	0	9003	3320	0	32829	172	1617	2211	2810	1951	242	22052	8988	8148	12997	2968	473								0	0			0	0	1150	347	11202	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152431																																													0	10248	0		12		9612	0			12285	110	2673	0	894	45689	176	271	0	7036	309	0	21093	346	1508	4925	0	0	151	8622	11890	13974	3963	138	0								0	0			0	0	335	226	0	1854			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152440																																													0	10925	0		34		2979	0			7129	0	10546	0	0	63153	0	0	0	22718	2090	0	21472	2146	3987	15637	552	27	124	5514	9825	17852	5873	521	546								0	0			0	0	450	0	0	6282			0			0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152673																																													0	0	95		0		0	0			0	8899	1323	0	0	88889	45	0	0	64986	0	37025	87	2956	7472	17246	9522	15773	11308	3164	4019	4214	1822	8897	724								0	45			0	0	12091	0	120	1375			0			26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152851																																													0	1860	2272		9		1319	0			3769	303	670	0	0	32582	0	0	0	7565	2	692	13796	228	1598	5538	201	0	0	7679	8190	8815	333	0	0								0	11			0	0	848	4820	2386	6748			0			35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153054																																													0	9537	6493	20	3393	3373	3785	989	26038	0	26038	2759	3074	0	7614	224849	0	0	0	30904	991	0	78232	3094	5744	18940	2116	29	336	37407	37343	58645	20799	17084	0	0	0	0	0	0	0	0	380	182	0		35293	32303	3501	34004	59801	32393	0	0	0			0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153353																																													0	9395	0		157		17662	0			41866	5150	10259	0	0	148604	0	0	0	13676	5911	8584	30438	2236	5477	4129	1380	217	108	32508	33766	23957	23935	14086	6492								0	244			0	0	3905	0	28251	12128			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154154																																													0	11998	1530	0	3583	3583	11293	0	58652	0	58652	211	24140	0	3968	205435	37	0	0	33861	2656	6650	62398	4973	4233	9019	11775	3384	79	57308	47126	27055	22791	12707	3273	0	0	0	0	0	0	0	0	0	0		0	0	6524	11890	27464	7702	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154257																																													0	0	0		2		0	0			1738	424	1292	0	0	5022	7	0	0	463	189	0	2809	0	219	0	244	0	0	1121	1869	1180	396	0	0								0	109			0	0	0	0	0	812			0			0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154770																																													0	0	24515	0	0	0	0	0	29985	0	29985	3832	1870	0	0	260910	226	0	0	69113	1357	40133	42730	3967	6758	12191	15667	4604	25653	56322	22987	40829	57667	8097	782	0	0	0	0	0	0	0	0	2	0		0	0	20729	39254	23022	47457	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155245																																													0	0	5274	0	201	201	0	393	15560	0	15560	12450	14464	0	1771	216450	388	0	0	94187	4016	23700	32425	5683	7343	2508	5876	30542	41605	41833	13225	20035	32294	11083	2923	0	0	0	0	0	0	0	0	370	0		1950	1779	6580	9619	42408	9938	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155517																																													0	1467	4203		2449		0	0			1200	0	0	0	360	37046	0	0	0	1144	0	304	3690	304	0	0	620	220	0	7325	4839	10768	11583	828	15								0	0			0	0	833	1668	12981	10741			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155759																																													0	2180	0		41		4654	0			3805	0	3782	0	60	16302	0	0	0	1266	0	911	3758	716	36	174	191	99	50	8410	1637	2581	1704	620	84								0	0		0	0	0	514	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155777																																													0	1903	304		0		0	0			19050	303	4115	0	0	71794	0	0	0	22515	2354	152	37549	3201	6034	8589	489	2940	1196	14778	16747	11411	2893	2298	0								0	0			0	0	6422	6835	5923	2070			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156457																																													0	2448	20		0		3220	0			1724	0	1223	0	12	15792	0	0	0	4009	264	371	5092	37	268	2170	874	312	348	1546	3289	2212	2838	937	674								0	23		0	0	0	730	0	2119	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156635																																													0	3306	0		0		1131	0			3776	0	3160	0	29	23015	0	0	0	6036	0	456	3427	351	1162	3944	496	69	0	1416	5414	7600	1637	65	126								0	0			0	0	0	0	0	5577			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156877																																													0	0	2001		0		0	1410			6996	938	1633	0	0	208790	259	0	0	65100	3299	47172	82079	762	1791	6869	4216	42719	6638	38601	45952	5253	2806	18111	10617								0	0			0	0	68050	44217	7590	9225			0			975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156952																																													0	2939	1715		0		672	194			4196	884	2424	0	0	40754	0	0	0	16500	571	1331	7179	503	1287	4247	5732	2677	1993	7877	3128	3318	3248	3788	1739								0	0			0	0	2345	1727	0	6781			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157155																																													0	4283	1191		36		3524	0			7275	1662	1641	0	1064	39673	0	0	0	6370	776	903	5516	2	364	323	704	2312	2592	7733	5657	4752	5954	5422	3785								0	55			0	0	7803	581	2459	953			0			0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157379																																													0	0	788		0		0	0			19	650	2358	0	0	45756	0	0	0	34495	948	12417	2806	2229	4601	4679	2494	8110	12382	2453	2737	4171	608	1102	115								0	0			0	0	2021	274	0	4203			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157650																																													0	0	0		35		331	0			5591	4750	3148	0	803	31143	0	0	0	9186	0	174	14023	1194	1080	1898	4208	617	0	9499	2250	3971	3953	1712	362								0	158			0	0	1742	845	1529	3025			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157744																																													0	5492	82		5		2598	0			4612	1219	6313	0	278	32816	0	0	0	7699	48	2419	5928	2	245	628	1207	4059	1498	4067	2248	3651	4279	9072	1761								0	0			0	0	1078	500	2892	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157838																																													0	2114	5677	39	24271	24232	990	0	95475	0	95475	34182	27907	0	1190	402335	0	0	3165	60486	2281	8474	128422	6160	8483	9386	11232	24782	397	195718	18215	55223	44375	25961	1300	0	0	0	0	0	0	0	0	234	0		0	0	12804	69614	46813	18297	0	0	0			0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157856																																													26	135	0		104		192	0			3302	0	3676	0	0	18923	1	0	0	10509	33	49	1622	77	134	184	793	8447	874	645	1095	2330	1524	2820	0								0	0			0	0	150	39	659	99			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157904																																													0	0	975	0	0	0	0	0	37459	0	37459	59621	21397	0	0	378009	0	0	0	126974	0	101755	105075	2565	6910	32458	32267	28445	23437	70713	24887	21448	49158	41274	39742	0	0	0	0	0	0	0	0	585	0		0	0	5595	7330	44373	73700	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158554																																													0	4492	0		5		4139	0			2417	16	1195	0	0	17209	0	0	0	2283	0	0	6520	50	413	959	624	237	0	2542	3515	2983	2852	2574	363								0	20			0	0	0	0	2642	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158741																																													0	672	614		59		0	0			13134	840	3603	0	0	73355	0	0	0	11184	75	0	12285	1020	1158	2490	5483	989	0	10615	3965	15633	26564	5387	7								0	52			0	0	242	0	15127	27753			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158750																																													0	1917	0		60		12273	0			1764	0	271	0	0	17609	0	0	0	494	0	0	13671	0	58	59	231	8	0	12334	1406	1285	1897	42	151								0	0			0	0	173	0	0	657			0			30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158947																																													0	37754	0		0		21520	915			34894	5259	12872	0	1982	223987	0	0	0	47841	2266	44956	91185	5628	13826	20525	6366	647	627	53092	18639	50550	29021	20147	2291								0	0			0	0	2696	507	0	56396			0			126	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158974																																													0	0	4090		0		0	2			6788	6904	921	0	0	135581	0	0	0	68297	1991	53911	13862	1769	3490	21908	30853	8025	318	26323	4621	15588	10788	6859	1540								0	4			0	0	8406	7252	20829	10099			0			575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159243																																													0	831	488		9		175	0			4154	0	2596	0	0	26047	0	0	0	6141	30	1015	12258	1351	1130	3219	354	0	0	6104	3673	6646	2382	0	0								0	0			0	0	289	3154	6366	1814			0			0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159636																																													0	16318	4598	6314	6791	477	4503	0	83346	0	83346	31853	64830	0	5559	1093006	1260	0	0	363941	18630	1289	300544	34206	64906	52225	97357	47487	65344	143911	169093	142172	158691	71319	35624	0	0	0	0	0	0	0	2806	981	0		0	0	50433	168601	186753	84323	0	0	0			0	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159645																																													0	5106	1055		0		940	0			2012	22	799	0	1635	27510	0	0	0	8840	772	0	12546	1121	2464	3422	1833	0	0	4292	4669	5104	3753	638	0								0	0		0	0	0	165	627	5108	429			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159953																																													0	4769	0		214		7310	0			3925	0	3709	0	175	36718	22	225	0	10004	36	766	17463	618	465	592	684	7442	135	10456	7937	3215	3314	1815	0								0	52			0	0	364	1402	2051	2504			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160360																																													0	2193	597		241		931	353			13506	6550	1698	0	19	129016	336	0	0	15825	745	11912	37134	1569	5465	4959	417	2625	592	45695	8613	28684	24505	3615	350								0	159			0	0	4050	25777	49241	7820			0			0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160454																																													0	8088	789		0		5035	0			9386	0	6553	0	0	65933	0	0	0	11878	334	2409	25209	1550	2925	2230	3739	217	1217	15734	13365	9364	11667	2984	891								0	0			0	0	9409	5540	6721	2200			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160557																																													0	2820	0		0		4339	0			1289	0	364	0	0	9177	0	0	0	108	7	0	3798	0	2	20	1	85	0	1477	2571	1143	2007	1871	0								0	0			0	0	0	0	0	250			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160614	0	11184	0	0	70256	0	118571	0	0	220011	0	0	216776	206239	10537	3235	0	0	0	20000	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	200	11184	10984	0		70256	0	70256	0	118571	0	0	220011	0	0		0	0	0		0	0	0	0	0	0							20000			0	0			0	0					0	0	0	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160650																																													0	731	14357	0	146	146	0	0	57190	0	57190	8829	3032	0	4763	344648	230	1156	0	87823	5991	11035	110152	12323	13679	56750	1149	1101	151	56349	50092	100415	32164	11988	3598	0	0	0	0	0	0	0	237	97	0		0	0	9646	29391	91525	29964	0	1156	0			0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160959																																													0	5050	67370	0	341	341	302	0	92497	0	92497	988	10378	0	0	597174	0	128024	0	110504	11969	80977	143849	5540	14800	12896	68944	3031	4959	62835	173757	100126	61161	66290	21472	0	0	0	0	0	0	0	1185	0	0		0	0	9570	25748	98554	34694	0	128024	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161031																																													0	3056	149		6		4138	0			4194	147	990	0	296	26797	0	1036	336	4345	240	1239	13025	1348	785	1362	296	401	62	6144	4748	6244	3045	1876	385								0	33			0	0	1587	1134	3241	2205			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161107																																													0	0	7910	159	1094	935	0	0	46988	0	46988	24449	2505	0	12694	336249	0	0	0	83630	9090	41458	41352	6256	10943	14377	16019	7331	28704	56057	29984	47446	45474	60150	13253	0	0	0	0	0	0	0	0	172	0		0	0	179	8204	53674	85660	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161273																																													0	0	33613	0	78	78	0	0	38788	0	38788	14617	1378	0	0	349642	0	0	20450	94522	21095	52824	15586	1063	14010	23947	10651	27045	16888	27820	23336	66089	97682	29630	9668	0	0	0	0	0	0	0	91	0	0		0	0	6225	27403	62166	49666	0	0	0			0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161433																																													0	4713	660		331		833	0			6207	1858	13236	0	732	79386	0	0	0	35794	2574	31404	20971	3446	7273	17645	6730	322	141	12549	10226	12474	5141	2927	0								0	0			0	0	211	2198	4091	5948			0			0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161602																																													0	263	42707	0	851	851	371	0	202500	0	202500	49680	192344	0	0	1059260	0	0	0	201381	22929	6666	54171	9215	30	38893	744	129735	20009	206656	65507	223374	249922	93841	11739	0	0	0	0	0	0	0	0	3081	0		0	0	13536	18693	153392	157532	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162337																																													0	6322	2201	0	1140	1140	204	0	791	0	791	8094	68367	0	1632	314044	0	0	0	107056	6121	4372	116254	8509	21673	29788	41746	4003	946	58446	61476	40998	41624	4350	92	0	0	0	0	0	0	0	371	0	0		0	0	14434	47883	15817	33611	0	0	0			0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163343																																													0	4317	1167		3		2552	0			7469	626	3197	0	0	42835	8	0	0	14022	848	9170	7142	1177	2862	419	152	2901	5933	4568	6247	3308	2914	5053	4666								0	0		0	0	0	448	424	5165	2605			0			0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163370																																													0	0	11316		0		0	0			6370	9086	986	0	0	201484	0	0	0	109316	6289	29117	16700	824	1978	19922	8072	36134	42037	21318	12136	8781	19463	29946	524								0	138			0	0	9084	7421	25173	16305			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163549																																													0	231	11168	0	503	503	595	257	169532	0	169532	43342	8849	0	5074	752460	0	0	0	119836	28938	7089	307249	18149	21753	37354	10817	26689	2393	255635	96039	180235	63445	27609	1239	0	0	0	0	0	0	0	0	314	0		0	0	16905	106981	197075	43117	0	0	0			3057	3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163857																																													0	4013	377		2506		4966	0			16048	185	5710	0	0	84893	0	3181	0	23622	1182	7589	36555	3578	4004	5469	643	2541	7387	19460	9513	16353	10552	4910	344								171	30			0	0	2069	9434	8445	2954			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164032																																													0	1755	0		0		870	0			2532	0	1574	0	792	37193	0	0	0	9521	203	0	19714	588	3079	4448	1078	328	0	8605	7443	6766	3594	1256	0								0	0			0	0	1564	725	12570	5087			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164153																																													0	2473	391		0		1719	391			19897	614	4522	0	1168	72364	0	0	0	8190	3792	1440	19171	2242	3160	1597	742	449	0	20035	9827	16622	8158	7132	679								0	267			0	0	1370	8067	14732	5162			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164331																																													0	0	0		216		0	0			13302	514	12779	0	0	100313	0	0	0	52008	1865	915	11519	1298	1981	3329	5711	31018	8644	9451	6388	9163	7508	14300	1491								0	0			0	0	0	0	13956	5673			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164377																																													0	0	3067		12		0	0			604	0	395	0	0	126449	619	0	0	106619	5715	3957	3493	841	3335	1497	2635	9821	87471	2708	63	68	3712	2862	11036								103	2353			0	0	0	0	8200	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164854																																													0	11041	2331		174		6430	0			29310	5571	6595	0	7093	171744	4	115	0	28588	10329	16921	44188	2999	3055	13548	4137	3686	1018	22414	32913	40257	27598	14299	1387								717	74			0	0	12026	8932	33796	8626			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164957																																													0	2285	349		10		1555	0			2845	540	1898	0	0	31250	0	0	0	12660	682	5656	10696	620	5872	5497	240	223	85	2852	5738	5071	2433	1229	1034								0	5			0	0	733	688	0	7000			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164975																																													0	0	1117		4		0	0			0	1007	5158	0	0	71768	0	0	0	55228	5216	22453	615	1353	3560	13320	4651	11555	20157	1576	1482	5048	2494	5136	801								0	2			0	0	169	439	3428	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165039																																													0	1458	2380		0		21	48			5372	2715	8335	0	3291	120876	0	0	0	54528	1420	39843	22943	2249	1568	8939	16120	10044	15302	21976	5393	16503	14142	5872	1060								0	356			0	0	1284	13228	2437	24051			0			115	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165628																																													0	77903	72254	707	18639	17932	23460	0	512597	0	512597	290383	86910	0	15197	2671733	0	92	5043	494912	27371	309104	619077	48883	101634	89886	57707	137454	54471	1149151	159504	245367	387683	193397	32766	0	0	0	0	0	0	0	27047	3807	0		0	0	23696	215338	347433	434694	0	92	0			0	3971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165758																																													0	3181	1883		27		12	0			5987	9150	1443	0	638	65922	0	0	0	4614	894	0	30814	445	1871	2298	0	0	0	23305	12992	4455	15810	3438	42								0	42			0	0	3772	11509	11757	11013			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165806																																													0	28406	15015	0	1065	1065	47497	132	106219	0	106219	34851	12218	0	0	467628	0	0	0	83855	7585	33546	78543	2965	4317	7607	14467	26415	27580	135908	21329	57985	89722	53504	23585	0	0	0	0	0	0	0	0	673	0		0	0	16198	8018	52324	53704	0	0	0			0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166111																																													0	0	926		68		0	0			914	6467	8439	0	0	202592	0	0	361	176708	4885	156050	860	14492	52233	44050	32935	20586	11479	3885	8400	5648	4910	2396	472								0	0		0	0	0	1028	256	1507	1394			0			0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166531																																													0	11382	10		21		4705	0			16809	1233	18796	0	1111	156558	289	0	0	51690	572	6636	73093	9941	13419	19718	7766	712	0	29314	37985	22477	11771	2606	0								0	5			0	0	1659	12943	35911	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166652																																													0	23355	10201	65	7346	7281	24597	0	196760	0	196760	39612	39832	0	50	623551	0	0	0	41830	11478	4221	349044	8571	6598	15251	6786	2348	811	265306	123749	75989	81162	13505	2127	0	0	0	0	0	0	0	0	541	0		0	0	91	92757	63497	71604	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166803																																													0	2815	30636	0	2903	2903	0	6	97768	0	97768	52022	6973	0	3407	814397	0	0	0	334232	7338	21622	139531	5974	4411	6882	40447	125105	150968	129952	17461	77646	128810	101739	13622	0	0	0	0	0	0	0	0	201	0		0	0	20566	20554	116557	118425	0	0	0			108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166849																																													0	14779	0		0		4626	0			1533	0	4188	0	25	36471	0	0	0	7414	260	0	12545	465	1422	5260	18	80	168	4240	6418	12262	4553	1051	534								0	12			0	0	1278	23	0	2333			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
