"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5596	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
10250	0	0	0	0		0	0	0		145386	56941	325	0	0	0	0		0		0	0		25000	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		88614	52133	270	0	0	0	0		0		0	0		10194	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		189540	77323	341	0	0	0	0		0		0	0		131381	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		67551	32560	128	0	0	0	0		0		0	0		27564	0	0	0	0	0	0	0	0	0	0		
11350	51	0	0	0		0	0	0		29107	9427	66	0	0	0	0		0		0	0		142	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		74482	55031	161	0	0	0	0		0		0	0		46820	0	0	0	0	0	0	0	0	0	0		
11837	0			0		0	0	0		37273	27201	78	0			0		0		0	0		16001	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		109030	56930	168	0	0	0	0		0		0	0		14809	0	0	0	0	0	0	0	0	0	0		
12058	23	0	0	0		0	0	0		67434	20879	133	0	0	0	0		0		0	0		300	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		83352	77204	209	0	0	0	0		0		0	0		56304	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		50788	22378	116	0	0	0	0		0		0	0		11731	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	49565	0	0	0	0	0	9106444	7051396	18506	374	0	0	47627		2	0	0	0		5200796	0	6000	0	0	0	0	0	0	4562141	0		
12357	0	0	0	0		0	0	0		21980	5639	28	0	0	0	0		0		0	0		6590	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		26079	12747	56	0	0	0	0		0		0	0		8560	0	0	0	0	0	0	0	0	0	0		
12656	0			0		0	0	0		6018	4664	13	0			0		0		0	0		3364	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		50668	45768	156	0	0	0	0		0		0	0		26000	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		207750	130564	512	0	0	0	0		0		0	0		62808	0	0	0	0	0	0	0	0	0	0		
12955	12	0	0	0		0	0	0		45471	27478	103	0	0	0	0		0		0	0		17178	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		87265	24631	127	0			0		0		0	0		11931	0	0	0	0	0	0	0	0	0			
13103	0	0	0	1695		0	0	0		399648	157970	727	0	0	0	0		0		0	0		117251	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		16635	10668	61	0	0	0	0		0		0	0		4568	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	8400		0	0	53589		1042828	492505	1802	0	0	0	0		0		0	0		46308	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		13036	2421	13	0	0	0	0		0		0	0		2074	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		36835	14207	74	0	0	0	0		0		0	0		8178	0	0	0	0	0	0	0	0	0	0		
14155	0	1	0	0		0	0	0		49085	11390	52	0	2	0	0		0		0	0		1343	0	0	0	0	0	0	0	0	0	0		
14258	45	0	0	0		0	0	0		157372	241950	708	14	0	0	0		0		0	0		171150	0	0	0	0	0	0						
14409	0	0	0	414392	0	0	0	20	0	6548588	6072691	17783	0	0	0	0		0	0	0	122		4294391	0	0	0	0	0	0	0	0	0	0		
14454	0	1	1	0		0	0	0		20022	11583	84	0	0	0	0		0		0	0		3183	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		19746	5091	23	0	0	0	0		0		0	0		2791	0	0	0	0	0	0	0	0	0			
14753	0	0	0	0		0	0	0		18481	3623	20	0	0	0	0		0		0	0		573	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		39447	25223	102	0	0	0	0		0		0	0		7356	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	35		13140	12053	40	0			0		0		0	0		873	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		75859	41612	203	0	0	0	0		0		0	0		22312	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		646088	235903	1278	0			0		0		0	0		108103	0	0	0	0	0	0	0	0	0			
15732	0	0	0	0		0	0	0		120806	110541	446	0	0	0	0		0		192	0		33934	0	0	0	0	0	0	0	0	0	0		
16337	0	0	0	0		0	0	0		122641	45678	186	0	0	0	0		0		0	0		27078	0	0	0	0	0	0	0	0	0	0		
16355	0	0	0	0		0	0	0		22048	12438	66	0	0	0	0		0		0	0		9673	0	0	0	0	0	0	0	0	0	0		
16458	2159	0	0	0		0	0	0		96356	44751	217	0	0	0	0		0		0	0		24851	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		33199	17051	86	0	0	0	0		0		0	0		6500	0	0	0	0	0	0	0	0	0	0		
16748	0	0	0	0		0	0	0		36323	6153	42	0	0	0	0		0		0	0		1953	0	0	0	0	0	0						
16766	0	0	0	0		0	0	0		73638	171362	355	0	0	0	0		0		0	0		115309	0	0	0	0	0	0						
16944	0	0	0	0		0	0	0		21883	3883	22	0	0	0	0		0		0	0		1934	0	0	0	0	0	0	0	0	0	0		
16953	21	0	0	0		0	0	0		21433	4837	21	0	0	0	0		0		0	0		2737	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		6635	64707	109	0			0		0		0	0		55495	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		324410	235642	727	0	0	0	0		0		0	0		178914	0	0	0	0	0	0	0	0	0	0		
17259	0	31	5	0		0	0	0		36468	5440	31	0	0	0	0		0		0	0		966	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		228197	203452	666	0	0	0	0		0		0	0		164756	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		94762	70524	314	0	0	0	0		0		0	0		39124	0	0	0	0	0	0	0	0	0	0		
17642	0	0	0	0		0	0	0		24995	7414	38	0	0	0	0		0		0	0		303	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		89546	53720	221	0	0	0	0		0		0	0		31620	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		21261	20191	72	0	0	0	0		0		0	0		12991	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		129082	55954	246	0	0	0	0		0		0	0		35354	0	0	0	0	0	0	0	0	0	0		
18126	0	0	0	0		0	0	0		461319	310910	852	0	0	0	0		0		0	0		225710	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		99655	16457	99	0	0	0	0		0		0	0		6557	0	0	0	0	0	0	0	0	0	0		
18368	0	0	0	0		0	0	0		164626	179409	681	0	0	0	0		0		0	0		145163	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		11593	858	8	0	0	0	0		0		0	0		27	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		88722	32916	125	0	0	0	0		0		0	0		12211	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		76690	26727	164	0			0		0		0	0		11675	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		15080	6994	50	0	0	0	0		0		0	0		3244	0	0	0	0	0	0	0	0	0	0		
18863	0			0		0	0	0		228212	298857	960	0			0		0		0	0		200957	0	0	0	0	0	0	0	0	0			
18957	0	0	0	0		0	0	0		29357	13341	68	0	0	0	0		0		0	0		9571	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		60924	15617	84	0	0	0	0		0		0	0		6532	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	0		0	0	0		463997	267250	937	0	0	0	0		0		0	0		195267	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		69067	57386	219	0	0	0	0		0		0	0		57957	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		31496	4318	35	0	0	0	0		0		0	0		700	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	476		15635	4232	21	0	0	0	0		0		0	0		1904	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		32948	5119	33	0	0	0	0		0		0	0		5382	0	0	0	0	0	0	0	0	0	0		
20259	0	27	0	0		0	0	0		19011	6163	32	0	0	0	0		0		0	0		2963	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		54105	27172	110	0	0	0	0		0		0	0		18632	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		54859	16602	79	0	0	0	0		0		0	0		8517	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		80796	38717	181	0	0	0	0		0		0	0		17187	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9999	1207	9	0	0	0	0		0		0	0		1202	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		44321	20881	124	0	0	0	0		0		0	0		8481	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		28983	12110	53	0	0	0	0		0		0	0		7410	0	0	0	0	0	0	0	0	0	0		
20866	93			0		0	0	0		48471	19421	114	0			0		0		0	0		8277	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5174	2188	6	0			0		0		0	0		227	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		10679	1958	15	0			0		0		0	0		458	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		25899	18499	77	0	0	0	0		0		0	0		19100	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		52595	12699	70	0	0	0	0		0		0	0		5699	0	0	0	0	0	0	0	0	0	0		
22048	119	0	0	0		0	0	0		82687	66668	386	0	0	0	0		0		0	0		22367	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		136279	56793	335	0	0	0	0		0		0	0		23293	0	0	0	0	0	0	0	0	0	0		
22356	2	0	0	0		0	0	0		113173	77160	229	8	0	0	0		0		0	0		70099	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		64433	11695	67	0	0	0	0		0		0	0		8437	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		31709	12705	56	0	0	0	0		0		0	0		7105	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		27429	5402	31	0	0	0	0		0		0	0		2302	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		61725	11957	79	0	0	0	0		0		0	0		4057	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		61930	46108	288	0	0	0	0		0		0	0		17308	0	0	0	0	0	0	0	0	0	0		
22954	0	0	10	0		0	0	0		35315	4821	37	0	80	0	0		0		0	0		577	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		145221	83444	388	0	0	0	0		0		0	0		45145	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		12480	6278	33	0	0	0	0		0		0	0		2978	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	34832		0	0	63739		1345955	520130	1828	0	0	0	0		0		0	0		337330	0	0	0	0	0	0	0	0	0	0		
23344	0	0	0	0		0	0	0		51547	30047	83	0	0	0	0		0		0	0		28343	0	0	0	0	0	0	0	0	0	0		
23456	0	23	0	0		0	0	0		42615	7810	49	0	1	0	0		0		0	0		2652	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1844		0	0	220		165502	210351	542	0	0	0	0		0		0	0		156151	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		78160	29984	129	0	0	0	0		0		0	0		16216	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		72112	56157	317	0	0	0	0		0		0	0		24457	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		50310	37500	132	0	0	0	0		0		0	0		25107	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		302151	216367	849	0	0	0	0		0		0	0		131467	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	2009		0	0	13749		500634	145700	888	0	0	0	0		0		0	0		56900	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	9121		0	0	12630		1049512	560851	2538	0	0	0	0		0		0	0		307051	0	0	0	0	0	0	0	0	0	0		
24453	0	7	1	0		0	0	0		17157	24281	51	0	0	0	0		0		0	0		8400	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18229	4379	27	0	0	0	0		0		0	0		1679	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		85930	28005	205	0	0	0	0		0		146	0		27887	0	0	0	0	0	0	0	0	0	0		
24855	1	0	0	0		0	0	0		4793	2030	12	0	0	0	0		0		0	0		795	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		166975	68975	283	0	0	0	0		0		0	0		36607	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		30541	5157	23	0	0	0	0		0		0	0		2857	0	0	0	0	0	0	0	0	0	0		
25450	0	294	0	0		0	0	0		1590421	1092923	3684	0	1525	0	0		0		0	0		807072	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		40136	41287	150	0	0	0	0		0		0	0		26287	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	0		0	0	0		200624	65999	261	0	0	0	0		0		0	0		54959	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		36939	8440	57	0	0	0	0		0		0	0		3606	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		196851	119884	452	0	0	0	0		0		0	0		119884	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		142598	55584	257	0	0	0	0		0		0	0		9377	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		15306	3231	13	0	0	0	0		0		0	0		1931	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		14435	5491	37	0	0	0	0		0		0	0		1791	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		22521	24703	67	0	0	0	0		0		0	0		22855	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		160546	98764	634	0	0	0	0		0		0	0		35364	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		186972	72445	353	0	0	0	0		0		0	0		37145	0	0	0	0	0	0	0	0	0	0		
27548	0	11	2	759		0	0	299		168178	70575	309	0	15	12	0		0		0	0		56352	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		139513	53934	210	0	0	0	0		0		0	0		59241	0	0	0	0	0	0						
27838	0	0	0	0		0	0	0		94402	69668	232	0	0	0	0		0		0	0		46638	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	0		0	0	0		96394	47103	306	0	0	0	0		0		0	0		16503	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		495770	117832	789	0	0	0	0		0		0	0		38833	0	0	0	0	2141	0	0	0	0	0		
28152	0	0	0	0		0	0	0		22290	15729	78	0	0	0	0		0		0	0		4827	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		59268	32755	102	0	0	0	0		0		0	0		19729	0	0	0	0	0	0	0	0	0	0		
28349	0			255		0	0	507		29864	17002	77	0			0		0		0	0		9302	0	0	0	0	0	0	0	0	0			
28406	0	0	0	0		0	0	2234		351724	102861	669	0	0	0	0		0		0	0		101372	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		33494	13564	95	0	0	0	0		0		0	0		3264	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		35406	12543	78	0	0	0	0		0		0	0		7743	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	0		0	0	0		241682	297320	834	0	0	0	0		0		0	0		152703	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		14561	4948	22	0	0	0	0		0		0	0		1594	0	0	0	0	0	0	0	0	0			
